context: I've come to get you, Princess. response:	Who might you be?
context: Yeah... I did.\Sometimes, having both good cop and bad cop is for the best.\In the princess's case, Crusty is the good cop.\Then he really is doing it all deliberately.\Especially when you have an aggressive plan to carry out.\Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about... response:	That's not it!
context: Sometimes, having both good cop and bad cop is for the best.\In the princess's case, Crusty is the good cop.\Then he really is doing it all deliberately.\Especially when you have an aggressive plan to carry out.\Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it! response:	Doesn't it hurt you?!
context: In the princess's case, Crusty is the good cop.\Then he really is doing it all deliberately.\Especially when you have an aggressive plan to carry out.\Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it!\Doesn't it hurt you?! response:	I've never thought about it.
context: Then he really is doing it all deliberately.\Especially when you have an aggressive plan to carry out.\Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it!\Doesn't it hurt you?!\I've never thought about it. response:	But... I see.
context: Especially when you have an aggressive plan to carry out.\Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it!\Doesn't it hurt you?!\I've never thought about it.\But... I see. response:	I guess it would look that way.
context: Are you okay with that?\Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it!\Doesn't it hurt you?!\I've never thought about it.\But... I see.\I guess it would look that way. response:	You really helped me out this time.
context: Oh, you're worried that people might dislike Log Horizon, not just me?\I can talk to the chief about...\That's not it!\Doesn't it hurt you?!\I've never thought about it.\But... I see.\I guess it would look that way.\You really helped me out this time. response:	You did more than ten others in your place could have.
context: I can talk to the chief about...\That's not it!\Doesn't it hurt you?!\I've never thought about it.\But... I see.\I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have. response:	It's the same thing.
context: That's not it!\Doesn't it hurt you?!\I've never thought about it.\But... I see.\I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing. response:	Something needs to be done, and you can do it.
context: Doesn't it hurt you?!\I've never thought about it.\But... I see.\I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it. response:	If that's what people want from you, I think it's a good thing.
context: I've never thought about it.\But... I see.\I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing. response:	I was afraid of even making a guild.
context: But... I see.\I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild. response:	But I realized...
context: I guess it would look that way.\You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized... response:	Being strong on your own is meaningless.
context: You really helped me out this time.\You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless. response:	To use your power, you need other people.
context: You did more than ten others in your place could have.\It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless.\To use your power, you need other people. response:	And you need a world where they can all be at their best.
context: It's the same thing.\Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best. response:	And if there's something I can do for that world,
context: Something needs to be done, and you can do it.\If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world, response:	I'll work at least as hard as you.
context: If that's what people want from you, I think it's a good thing.\I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you. response:	I'll do my best, so I don't cause you problems.
context: I was afraid of even making a guild.\But I realized...\Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems. response:	Shiroe...
context: But I realized...\Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe... response:	Did you deliberately make Princess Lenessia dislike you?
context: Being strong on your own is meaningless.\To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you? response:	I didn't know...
context: To use your power, you need other people.\And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know... response:	Doesn't it hurt you?!
context: And you need a world where they can all be at their best.\And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?! response:	I didn't realize...
context: And if there's something I can do for that world,\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?!\I didn't realize... response:	You did more than ten others in your place could have.
context: I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have. response:	I was with him the whole time.
context: I'll do my best, so I don't cause you problems.\Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time. response:	And I...
context: Shiroe...\Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time.\And I... response:	Ooshima?
context: Did you deliberately make Princess Lenessia dislike you?\I didn't know...\Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time.\And I...\Ooshima? response:	Where are you?
context: I didn't know...\Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time.\And I...\Ooshima?\Where are you? response:	Ooshima won't be here tonight.
context: Doesn't it hurt you?!\I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time.\And I...\Ooshima?\Where are you?\Ooshima won't be here tonight. response:	You are Shiroe, correct?
context: I didn't realize...\You did more than ten others in your place could have.\I was with him the whole time.\And I...\Ooshima?\Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct? response:	I am Dariella.
context: You did more than ten others in your place could have.\I was with him the whole time.\And I...\Ooshima?\Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella. response:	One of the People of the Land and a traveling author.
context: I was with him the whole time.\And I...\Ooshima?\Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author. response:	Ooshima is tied up with something right now, and unable to come.
context: And I...\Ooshima?\Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come. response:	Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen
context: Ooshima?\Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen response:	So I'll tell you about Minami instead.
context: Where are you?\Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead. response:	I've never heard of that spell.
context: Ooshima won't be here tonight.\You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell. response:	What kind of disguise is that...
context: You are Shiroe, correct?\I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that... response:	Nureha?
context: I am Dariella.\One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that...\Nureha? response:	How could you tell, Shiro?
context: One of the People of the Land and a traveling author.\Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that...\Nureha?\How could you tell, Shiro? response:	You shouldn't have been aware of Overlay,
context: Ooshima is tied up with something right now, and unable to come.\Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that...\Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay, response:	my information-control spell, yet.
context: Dariella Race/ Human Chronicler, Lv. 13 Second-class Citizen\So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that...\Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet. response:	Intuition.
context: So I'll tell you about Minami instead.\I've never heard of that spell.\What kind of disguise is that...\Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition. response:	Intuition?
context: I've never heard of that spell.\What kind of disguise is that...\Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition.\Intuition? response:	Well, I won't inquire further.
context: What kind of disguise is that...\Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition.\Intuition?\Well, I won't inquire further. response:	But I'm happy you knew my name.
context: Nureha?\How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition.\Intuition?\Well, I won't inquire further.\But I'm happy you knew my name. response:	Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master
context: How could you tell, Shiro?\You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition.\Intuition?\Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master response:	You're the ruler of the west, after all.
context: You shouldn't have been aware of Overlay,\my information-control spell, yet.\Intuition.\Intuition?\Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all. response:	I'm not a ruler.
context: my information-control spell, yet.\Intuition.\Intuition?\Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler. response:	That doesn't change the fact that you're the leader.
context: Intuition.\Intuition?\Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader. response:	Even if you've left Intex, Mizuha, and Zeldus in charge.
context: Intuition?\Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge. response:	The guild that oversees the western city, Minami, is Plant Hwyaden.
context: Well, I won't inquire further.\But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden. response:	And its guild master, who controls the west, is Nureha.
context: But I'm happy you knew my name.\Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha. response:	Soon after the Apocalypse, you won the favor
context: Nureha Race/ Fox Tail Enchanter, Lv. 90 Plant Hwyaden Guild Master\You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor response:	of the People of the Land's nobility in Minami, and even made its guards your servants.
context: You're the ruler of the west, after all.\I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants. response:	Then you used the nobility's wealth to buy the Cathedral.
context: I'm not a ruler.\That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral. response:	Where dead adventurers revive.
context: That doesn't change the fact that you're the leader.\Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive. response:	You gained enormous authority as well as the very lives of the adventurers,
context: Even if you've left Intex, Mizuha, and Zeldus in charge.\The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers, response:	and then you declared
context: The guild that oversees the western city, Minami, is Plant Hwyaden.\And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared response:	that every adventurer in Minami had to join Plant Hwyaden.
context: And its guild master, who controls the west, is Nureha.\Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden. response:	I'm told it's a town with only one guild, so there's no discrimination among guilds.
context: Soon after the Apocalypse, you won the favor\of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds. response:	Isn't it wonderful?
context: of the People of the Land's nobility in Minami, and even made its guards your servants.\Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful? response:	So what brings you to Akihabara?
context: Then you used the nobility's wealth to buy the Cathedral.\Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara? response:	I've come to invite you to join Plant Hwyaden.
context: Where dead adventurers revive.\You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden. response:	To be next to me...
context: You gained enormous authority as well as the very lives of the adventurers,\and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me... response:	To walk with me...
context: and then you declared\that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me... response:	And to protect me.
context: that every adventurer in Minami had to join Plant Hwyaden.\I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me...\And to protect me. response:	Why?
context: I'm told it's a town with only one guild, so there's no discrimination among guilds.\Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me...\And to protect me.\Why? response:	Exactly as I said...
context: Isn't it wonderful?\So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me...\And to protect me.\Why?\Exactly as I said... response:	I want you.
context: So what brings you to Akihabara?\I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me...\And to protect me.\Why?\Exactly as I said...\I want you. response:	I've known about you for a long, long time.
context: I've come to invite you to join Plant Hwyaden.\To be next to me...\To walk with me...\And to protect me.\Why?\Exactly as I said...\I want you.\I've known about you for a long, long time. response:	Yes, I know everything.
context: To be next to me...\To walk with me...\And to protect me.\Why?\Exactly as I said...\I want you.\I've known about you for a long, long time.\Yes, I know everything. response:	Including your creation of a new magic at Zantleaf.
context: To walk with me...\And to protect me.\Why?\Exactly as I said...\I want you.\I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf. response:	I could say the same of you.
context: And to protect me.\Why?\Exactly as I said...\I want you.\I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you. response:	They're still unstable,
context: Why?\Exactly as I said...\I want you.\I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable, response:	but you restarted the transport gates between cities, right?
context: Exactly as I said...\I want you.\I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right? response:	You really do know everything, don't you?
context: I want you.\I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you? response:	Was it your order that all information from the west be cut off?
context: I've known about you for a long, long time.\Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off? response:	That was something Mizuha did.
context: Yes, I know everything.\Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did. response:	And the disturbances aimed at the Round Table?
context: Including your creation of a new magic at Zantleaf.\I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table? response:	One of Malves's ideas that got out of hand.
context: I could say the same of you.\They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand. response:	You dealt with it splendidly.
context: They're still unstable,\but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly. response:	You knew about it, and you did nothing
context: but you restarted the transport gates between cities, right?\You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing response:	Won't you come with me?
context: You really do know everything, don't you?\Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me? response:	You won't?
context: Was it your order that all information from the west be cut off?\That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me?\You won't? response:	None of what you're saying is true.
context: That was something Mizuha did.\And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me?\You won't?\None of what you're saying is true. response:	If I tell the truth, will you?
context: And the disturbances aimed at the Round Table?\One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me?\You won't?\None of what you're saying is true.\If I tell the truth, will you? response:	I can't say until you tell me.
context: One of Malves's ideas that got out of hand.\You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me?\You won't?\None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me. response:	Then I'll tell you.
context: You dealt with it splendidly.\You knew about it, and you did nothing\Won't you come with me?\You won't?\None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you. response:	Though I assure you the truth is nothing good.
context: You knew about it, and you did nothing\Won't you come with me?\You won't?\None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good. response:	But you're special.
context: Won't you come with me?\You won't?\None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special. response:	I was a plain woman...
context: You won't?\None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special.\I was a plain woman... response:	I was plain and never stood out, as though I were no more than air.
context: None of what you're saying is true.\If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air. response:	No one even remembered my name.
context: If I tell the truth, will you?\I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name. response:	No one cared if I was there or not.
context: I can't say until you tell me.\Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not. response:	And then I discovered Elder Tale.
context: Then I'll tell you.\Though I assure you the truth is nothing good.\But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale. response:	I thought that, here, someone might notice me.
context: Though I assure you the truth is nothing good.\But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me. response:	Someone might need me.
context: But you're special.\I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me. response:	But it was no different than reality.
context: I was a plain woman...\I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality. response:	No matter where it goes, air is still air.
context: I was plain and never stood out, as though I were no more than air.\No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air. response:	However...
context: No one even remembered my name.\No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air.\However... response:	One person noticed me.
context: No one cared if I was there or not.\And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air.\However...\One person noticed me. response:	He told me I was a talented player.
context: And then I discovered Elder Tale.\I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air.\However...\One person noticed me.\He told me I was a talented player. response:	He told me he respected how I played solo.
context: I thought that, here, someone might notice me.\Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air.\However...\One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo. response:	He was an enchanter, like I am.
context: Someone might need me.\But it was no different than reality.\No matter where it goes, air is still air.\However...\One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am. response:	That enchanter couldn't be...
context: But it was no different than reality.\No matter where it goes, air is still air.\However...\One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be... response:	That's a lie. I made it all up.
context: No matter where it goes, air is still air.\However...\One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up. response:	No way. But...
context: However...\One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up.\No way. But... response:	Shiro...
context: One person noticed me.\He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up.\No way. But...\Shiro... response:	Shiro, aren't you on the verge of finding it?
context: He told me I was a talented player.\He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up.\No way. But...\Shiro...\Shiro, aren't you on the verge of finding it? response:	Fraction... A way to go home.
context: He told me he respected how I played solo.\He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up.\No way. But...\Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home. response:	You really are special, Shiro!
context: He was an enchanter, like I am.\That enchanter couldn't be...\That's a lie. I made it all up.\No way. But...\Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro! response:	A means of going back to our own world has been discovered.
context: That enchanter couldn't be...\That's a lie. I made it all up.\No way. But...\Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered. response:	I can't prove that it's a way back yet.
context: That's a lie. I made it all up.\No way. But...\Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet. response:	Only that it can make someone disappear.
context: No way. But...\Shiro...\Shiro, aren't you on the verge of finding it?\Fraction... A way to go home.\You really are special, Shiro!\A means of going back to our own world has been discovered.\I can't prove that it's a way back yet.\Only that it can make someone disappear. response:	Don't you think that if you worked with me, you could prove it?
