context: Speed: 20 knots Heading out to Open Sea response:	Don't die, brat!
context: Bastard...\What do you want?\I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that. response:	Oh?!
context: What do you want?\I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that.\Oh?! response:	Just finish what you came here for and get outta here, you ass.
context: I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass. response:	Why, thank you.
context: If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you. response:	my dream right now is to commit double-suicide with a beautiful woman,
context: Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman, response:	so being kicked to death by you wouldn't make me happy in the slightest.
context: He should have records in the communications storage room on the second floor.\I see.\Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest. response:	Sorry.
context: I see.\Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry. response:	Uh-huh.
context: Well, I had my guesses about that.\Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh. response:	I'll try to find a beautiful woman willing to kill herself next time.
context: Oh?!\Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time. response:	Chuuya.
context: Just finish what you came here for and get outta here, you ass.\Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya. response:	I had no idea you were a good person!
context: Why, thank you.\my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person! response:	It's my way of saying go to hell, idiot!
context: my dream right now is to commit double-suicide with a beautiful woman,\so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot! response:	Let me tell you this, Dazai.
context: so being kicked to death by you wouldn't make me happy in the slightest.\Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai. response:	Don't think this is the end of it!
context: Sorry.\Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it! response:	There will be no second chance!
context: Uh-huh.\I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance! response:	No, wrong!
context: I'll try to find a beautiful woman willing to kill herself next time.\Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance!\No, wrong! response:	Don't you think you're forgetting something?
context: Chuuya.\I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance!\No, wrong!\Don't you think you're forgetting something? response:	Don't-you-think-you're-forgetting-something?
context: I had no idea you were a good person!\It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance!\No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something? response:	There will be no second chance.
context: It's my way of saying go to hell, idiot!\Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance!\No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance. response:	N-N-No second chance.
context: Let me tell you this, Dazai.\Don't think this is the end of it!\There will be no second chance!\No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance. response:	Hey, you should be laughing!
context: Don't think this is the end of it!\There will be no second chance!\No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance.\Hey, you should be laughing! response:	Huh?
context: There will be no second chance!\No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance.\Hey, you should be laughing!\Huh? response:	Did you... come to rescue me?
context: No, wrong!\Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance.\Hey, you should be laughing!\Huh?\Did you... come to rescue me? response:	I struck to kill,
context: Don't you think you're forgetting something?\Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance.\Hey, you should be laughing!\Huh?\Did you... come to rescue me?\I struck to kill, response:	but it seems the tiger's healing power is in effect, if in incomplete form.
context: Don't-you-think-you're-forgetting-something?\There will be no second chance.\N-N-No second chance.\Hey, you should be laughing!\Huh?\Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form. response:	Where am I?
context: There will be no second chance.\N-N-No second chance.\Hey, you should be laughing!\Huh?\Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I? response:	Am I at sea?
context: N-N-No second chance.\Hey, you should be laughing!\Huh?\Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea? response:	You're on a smuggling ship that carries weapons and munitions,
context: Hey, you should be laughing!\Huh?\Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions, response:	though it's been reserved solely for you today.
context: Huh?\Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today. response:	Enjoy your last voyage for the next few hours before we hand you over.
context: Did you... come to rescue me?\I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over. response:	There's no point.
context: I struck to kill,\but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point. response:	I can't win against him.
context: but it seems the tiger's healing power is in effect, if in incomplete form.\Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him. response:	I'll have to find an opening and make a run for it...
context: Where am I?\Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him.\I'll have to find an opening and make a run for it... response:	The weak will die.
context: Am I at sea?\You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die. response:	Die, and make way for others.
context: You're on a smuggling ship that carries weapons and munitions,\though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others. response:	Why does he have so much hatred for me?
context: though it's been reserved solely for you today.\Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others.\Why does he have so much hatred for me? response:	Did you find yourself moved by being in the outside world,
context: Enjoy your last voyage for the next few hours before we hand you over.\There's no point.\I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world, response:	Kyouka?
context: There's no point.\I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka? response:	Let him go.
context: I can't win against him.\I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka?\Let him go. response:	Do you know what it's like to be at the nadir?
context: I'll have to find an opening and make a run for it...\The weak will die.\Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka?\Let him go.\Do you know what it's like to be at the nadir? response:	There is only the mire, a foul stench, and self-pity.
context: The weak will die.\Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka?\Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity. response:	At times, someone will look in from an opening far above,
context: Die, and make way for others.\Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka?\Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above, response:	but no one notices you.
context: Why does he have so much hatred for me?\Did you find yourself moved by being in the outside world,\Kyouka?\Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you. response:	With every breath, your wretchedness burns your lungs.
context: Did you find yourself moved by being in the outside world,\Kyouka?\Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs. response:	That's what's waiting for you out there, Kyouka.
context: Kyouka?\Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka. response:	Demon Snow is slaughter made flesh.
context: Let him go.\Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh. response:	Yet you think you can live a normal life outside of the Port Mafia?
context: Do you know what it's like to be at the nadir?\There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia? response:	Weretiger, teach her what it's like.
context: There is only the mire, a foul stench, and self-pity.\At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like. response:	To help no one,
context: At times, someone will look in from an opening far above,\but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one, response:	to be counted on by no one,
context: but no one notices you.\With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one,\to be counted on by no one, response:	and to live in hiding, trembling like a worm.
context: With every breath, your wretchedness burns your lungs.\That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm. response:	Continue killing, Kyouka,
context: That's what's waiting for you out there, Kyouka.\Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka, response:	as the Port Mafia's assassin.
context: Demon Snow is slaughter made flesh.\Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin. response:	If not, stop breathing.
context: Yet you think you can live a normal life outside of the Port Mafia?\Weretiger, teach her what it's like.\To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing. response:	Worthless human beings don't have the right to breathe.
context: Weretiger, teach her what it's like.\To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe. response:	You may be right...
context: To help no one,\to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right... response:	But...
context: to be counted on by no one,\and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right...\But... response:	The crepes were delicious...
context: and to live in hiding, trembling like a worm.\Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right...\But...\The crepes were delicious... response:	Where are you, brat?!
context: Continue killing, Kyouka,\as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right...\But...\The crepes were delicious...\Where are you, brat?! response:	Brat!
context: as the Port Mafia's assassin.\If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right...\But...\The crepes were delicious...\Where are you, brat?!\Brat! response:	Kunikida-san?
context: If not, stop breathing.\Worthless human beings don't have the right to breathe.\You may be right...\But...\The crepes were delicious...\Where are you, brat?!\Brat!\Kunikida-san? response:	So the Agency's found us already?
context: Worthless human beings don't have the right to breathe.\You may be right...\But...\The crepes were delicious...\Where are you, brat?!\Brat!\Kunikida-san?\So the Agency's found us already? response:	Run while you still can.
context: You may be right...\But...\The crepes were delicious...\Where are you, brat?!\Brat!\Kunikida-san?\So the Agency's found us already?\Run while you still can. response:	This ship isn't going to reach the meeting spot.
context: But...\The crepes were delicious...\Where are you, brat?!\Brat!\Kunikida-san?\So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot. response:	Where else is it going?
context: The crepes were delicious...\Where are you, brat?!\Brat!\Kunikida-san?\So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going? response:	The nadir.
context: Where are you, brat?!\Brat!\Kunikida-san?\So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir. response:	Hey!
context: Brat!\Kunikida-san?\So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir.\Hey! response:	Run!
context: Kunikida-san?\So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir.\Hey!\Run! response:	Weretiger!
context: So the Agency's found us already?\Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir.\Hey!\Run!\Weretiger! response:	You set explosives in the armory?
context: Run while you still can.\This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir.\Hey!\Run!\Weretiger!\You set explosives in the armory? response:	You're trying to die, aren't you.
context: This ship isn't going to reach the meeting spot.\Where else is it going?\The nadir.\Hey!\Run!\Weretiger!\You set explosives in the armory?\You're trying to die, aren't you. response:	Is that man worth saving at the cost of your life?
context: Where else is it going?\The nadir.\Hey!\Run!\Weretiger!\You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life? response:	Brat!
context: The nadir.\Hey!\Run!\Weretiger!\You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat! response:	Over here, brat!
context: Hey!\Run!\Weretiger!\You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat!\Over here, brat! response:	I can't come any closer because of the explosions!
context: Run!\Weretiger!\You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat!\Over here, brat!\I can't come any closer because of the explosions! response:	Jump!
context: Weretiger!\You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat!\Over here, brat!\I can't come any closer because of the explosions!\Jump! response:	I'm making it out alive
context: You set explosives in the armory?\You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat!\Over here, brat!\I can't come any closer because of the explosions!\Jump!\I'm making it out alive response:	I'm safe now.
context: You're trying to die, aren't you.\Is that man worth saving at the cost of your life?\Brat!\Over here, brat!\I can't come any closer because of the explosions!\Jump!\I'm making it out alive\I'm safe now. response:	What are you doing? Hurry up!
context: Is that man worth saving at the cost of your life?\Brat!\Over here, brat!\I can't come any closer because of the explosions!\Jump!\I'm making it out alive\I'm safe now.\What are you doing? Hurry up! response:	The ship's going to sink!
context: Brat!\Over here, brat!\I can't come any closer because of the explosions!\Jump!\I'm making it out alive\I'm safe now.\What are you doing? Hurry up!\The ship's going to sink! response:	You idiot!
context: Over here, brat!\I can't come any closer because of the explosions!\Jump!\I'm making it out alive\I'm safe now.\What are you doing? Hurry up!\The ship's going to sink!\You idiot! response:	How much more trouble are you going to cause the Agency?
context: I can't come any closer because of the explosions!\Jump!\I'm making it out alive\I'm safe now.\What are you doing? Hurry up!\The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency? response:	Everyone's working unpaid right now!
context: Jump!\I'm making it out alive\I'm safe now.\What are you doing? Hurry up!\The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now! response:	What about her?
context: I'm making it out alive\I'm safe now.\What are you doing? Hurry up!\The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her? response:	Let that girl go!
context: I'm safe now.\What are you doing? Hurry up!\The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her?\Let that girl go! response:	Not all innocents always get saved.
context: What are you doing? Hurry up!\The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her?\Let that girl go!\Not all innocents always get saved. response:	I've failed many times, too!
context: The ship's going to sink!\You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her?\Let that girl go!\Not all innocents always get saved.\I've failed many times, too! response:	That's the kind of city we're in, and the job we have!
context: You idiot!\How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her?\Let that girl go!\Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have! response:	She can't be saved?
context: How much more trouble are you going to cause the Agency?\Everyone's working unpaid right now!\What about her?\Let that girl go!\Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved? response:	That's right.
context: Everyone's working unpaid right now!\What about her?\Let that girl go!\Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved?\That's right. response:	We're not heroes.
context: What about her?\Let that girl go!\Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved?\That's right.\We're not heroes. response:	I've wished so many times that we were.
context: Let that girl go!\Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved?\That's right.\We're not heroes.\I've wished so many times that we were. response:	But we're not!
context: Not all innocents always get saved.\I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved?\That's right.\We're not heroes.\I've wished so many times that we were.\But we're not! response:	Brat!
context: I've failed many times, too!\That's the kind of city we're in, and the job we have!\She can't be saved?\That's right.\We're not heroes.\I've wished so many times that we were.\But we're not!\Brat! response:	She...
context: That's the kind of city we're in, and the job we have!\She can't be saved?\That's right.\We're not heroes.\I've wished so many times that we were.\But we're not!\Brat!\She... response:	She said the crepe she had with me tasted great.
context: She can't be saved?\That's right.\We're not heroes.\I've wished so many times that we were.\But we're not!\Brat!\She...\She said the crepe she had with me tasted great. response:	She was told worthless human beings have no right to breathe,
context: That's right.\We're not heroes.\I've wished so many times that we were.\But we're not!\Brat!\She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe, response:	and she thought maybe that is true.
context: We're not heroes.\I've wished so many times that we were.\But we're not!\Brat!\She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true. response:	I don't think so.
context: I've wished so many times that we were.\But we're not!\Brat!\She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so. response:	Because Dazai-san... the Agency... didn't give up on me!
context: But we're not!\Brat!\She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me! response:	I'm going!
context: Brat!\She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going! response:	Hey!
context: She...\She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey! response:	Run!
context: She said the crepe she had with me tasted great.\She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey!\Run! response:	Run, Atsushi!
context: She was told worthless human beings have no right to breathe,\and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey!\Run!\Run, Atsushi! response:	Kyouka, is this the path you've chosen?
context: and she thought maybe that is true.\I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey!\Run!\Run, Atsushi!\Kyouka, is this the path you've chosen? response:	Out of appreciation for your hard work thus far,
context: I don't think so.\Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey!\Run!\Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far, response:	I'll lay you to rest.
context: Because Dazai-san... the Agency... didn't give up on me!\I'm going!\Hey!\Run!\Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest. response:	Die.
context: I'm going!\Hey!\Run!\Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die. response:	Face me, Akutagawa!
context: Hey!\Run!\Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die.\Face me, Akutagawa! response:	Episode 10 Rashoumon and the Tiger
context: Run!\Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger response:	It now seems curious to me,
context: Run, Atsushi!\Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me, response:	but I felt things between us would end this way eventually.
context: Kyouka, is this the path you've chosen?\Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually. response:	You'll miss out on the bounty.
context: Out of appreciation for your hard work thus far,\I'll lay you to rest.\Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty. response:	Don't worry.
context: I'll lay you to rest.\Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry. response:	I have no intentions of handing you over to them alive.
context: Die.\Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive. response:	I can't forgive you.
context: Face me, Akutagawa!\Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you. response:	The same goes for me.
context: Episode 10 Rashoumon and the Tiger\It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me. response:	Rashoumon!
context: It now seems curious to me,\but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me.\Rashoumon! response:	It's the same devoured space that stopped bullets before.
context: but I felt things between us would end this way eventually.\You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before. response:	As long as it's there, my attacks can't get through.
context: You'll miss out on the bounty.\Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through. response:	How futile.
context: Don't worry.\I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile. response:	Is this the best you can do, weretiger?
context: I have no intentions of handing you over to them alive.\I can't forgive you.\The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger? response:	Slow torture is not one of my hobbies.
context: I can't forgive you.\The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger?\Slow torture is not one of my hobbies. response:	If you must, curse your own weakness.
context: The same goes for me.\Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger?\Slow torture is not one of my hobbies.\If you must, curse your own weakness. response:	You are a weakling who deluded himself into thinking he was strong
context: Rashoumon!\It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger?\Slow torture is not one of my hobbies.\If you must, curse your own weakness.\You are a weakling who deluded himself into thinking he was strong response:	for having joined an armed organization like the Agency.
context: It's the same devoured space that stopped bullets before.\As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger?\Slow torture is not one of my hobbies.\If you must, curse your own weakness.\You are a weakling who deluded himself into thinking he was strong\for having joined an armed organization like the Agency. response:	Your membership was merely due to coincidence and luck.
context: As long as it's there, my attacks can't get through.\How futile.\Is this the best you can do, weretiger?\Slow torture is not one of my hobbies.\If you must, curse your own weakness.\You are a weakling who deluded himself into thinking he was strong\for having joined an armed organization like the Agency.\Your membership was merely due to coincidence and luck. response:	You're quite the talker today.
