context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Teach them all a lesson!\Yeah!\Erza, you're going too fast!\Look, the SE plug is inflating!\If we let that flute be played, a great number of innocent people will be victims!\Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too! response:	And you two are here, as well!
context: Yeah!\Erza, you're going too fast!\Look, the SE plug is inflating!\If we let that flute be played, a great number of innocent people will be victims!\Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well! response:	I have a feeling I should say something to you, Lucy.
context: Erza, you're going too fast!\Look, the SE plug is inflating!\If we let that flute be played, a great number of innocent people will be victims!\Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy. response:	To me? What?
context: Look, the SE plug is inflating!\If we let that flute be played, a great number of innocent people will be victims!\Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What? response:	I forgot. I just know it had something to do with you, Lucy...
context: If we let that flute be played, a great number of innocent people will be victims!\Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy... response:	Gonna hurl...
context: Just by hearing the sound, a person's life is stolen from them!\What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl... response:	That might be it!
context: What are we supposed to do when we get there, and you don't have any magical power left?\If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it! response:	As if!
context: If that happens then I'll fight with a stick if I have too!\And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it!\As if! response:	Wait, Natsu! You'll fall out!
context: And you two are here, as well!\I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it!\As if!\Wait, Natsu! You'll fall out! response:	Let me off!
context: I have a feeling I should say something to you, Lucy.\To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it!\As if!\Wait, Natsu! You'll fall out!\Let me off! response:	Hmm, what was it...
context: To me? What?\I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it!\As if!\Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it... response:	If it's not Lucy, gonna barf... then...
context: I forgot. I just know it had something to do with you, Lucy...\Gonna hurl...\That might be it!\As if!\Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then... response:	Lucy, weird...
context: Gonna hurl...\That might be it!\As if!\Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird... response:	Fish are yummy?
context: That might be it!\As if!\Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy? response:	Healthy?
context: As if!\Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy?\Healthy? response:	Weird... Weird... Weird...
context: Wait, Natsu! You'll fall out!\Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy?\Healthy?\Weird... Weird... Weird... response:	Stop saying I'm weird already!
context: Let me off!\Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy?\Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already! response:	What's that?
context: Hmm, what was it...\If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy?\Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already!\What's that? response:	Oshibana station.
context: If it's not Lucy, gonna barf... then...\Lucy, weird...\Fish are yummy?\Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already!\What's that?\Oshibana station. response:	Please stand back!
context: Lucy, weird...\Fish are yummy?\Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already!\What's that?\Oshibana station.\Please stand back! response:	There has been a train derailment! We can't let you into the station!
context: Fish are yummy?\Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already!\What's that?\Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station! response:	A train derailed? Really?
context: Healthy?\Weird... Weird... Weird...\Stop saying I'm weird already!\What's that?\Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really? response:	I hear rumors that some dangerous guys are holed up in the train station.
context: Weird... Weird... Weird...\Stop saying I'm weird already!\What's that?\Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station. response:	Please stand back!
context: Stop saying I'm weird already!\What's that?\Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back! response:	You! What's the situation inside?
context: What's that?\Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside? response:	Who the heck are you-
context: Oshibana station.\Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside?\Who the heck are you- response:	What's the situation inside?
context: Please stand back!\There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside?\Who the heck are you-\What's the situation inside? response:	What's the situation inside?
context: There has been a train derailment! We can't let you into the station!\A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside?\Who the heck are you-\What's the situation inside?\What's the situation inside? response:	Guess she doesn't have use for people who don't answer promptly.
context: A train derailed? Really?\I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside?\Who the heck are you-\What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly. response:	Understand what Erza's like, now?
context: I hear rumors that some dangerous guys are holed up in the train station.\Please stand back!\You! What's the situation inside?\Who the heck are you-\What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now? response:	Why'd you strip?
context: Please stand back!\You! What's the situation inside?\Who the heck are you-\What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip? response:	Eisenwald's inside!
context: You! What's the situation inside?\Who the heck are you-\What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside! response:	Let's go!
context: Who the heck are you-\What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside!\Let's go! response:	Right.
context: What's the situation inside?\What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside!\Let's go!\Right. response:	Is this one my responsibility?
context: What's the situation inside?\Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside!\Let's go!\Right.\Is this one my responsibility? response:	This one
context: Guess she doesn't have use for people who don't answer promptly.\Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside!\Let's go!\Right.\Is this one my responsibility?\This one response:	Yes.
context: Understand what Erza's like, now?\Why'd you strip?\Eisenwald's inside!\Let's go!\Right.\Is this one my responsibility?\This one\Yes. response:	And then...
context: Why'd you strip?\Eisenwald's inside!\Let's go!\Right.\Is this one my responsibility?\This one\Yes.\And then... response:	An army platoon stormed in, but it seems they haven't returned yet.
context: Eisenwald's inside!\Let's go!\Right.\Is this one my responsibility?\This one\Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet. response:	It's likely that they engaged Eisenwald in battle.
context: Let's go!\Right.\Is this one my responsibility?\This one\Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle. response:	They've been wiped out!
context: Right.\Is this one my responsibility?\This one\Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out! response:	They were up against an entire guild.
context: Is this one my responsibility?\This one\Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild. response:	Every single one of them are wizards.
context: This one\Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards. response:	An army platoon hardly stood a chance.
context: Yes.\And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance. response:	I knew you'd come.
context: And then...\An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come. response:	You Fairy Tail Flies!
context: An army platoon stormed in, but it seems they haven't returned yet.\It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies! response:	Look at how many there are!
context: It's likely that they engaged Eisenwald in battle.\They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies!\Look at how many there are! response:	You fiend! So you're Erigor, I take it?
context: They've been wiped out!\They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it? response:	Natsu, wake up!
context: They were up against an entire guild.\Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up! response:	You've got work to do!
context: Every single one of them are wizards.\An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do! response:	Not a chance. Trains, 4-wheelers, Lucys...
context: An army platoon hardly stood a chance.\I knew you'd come.\You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys... response:	It's motion sickness times three!
context: I knew you'd come.\You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three! response:	So I'm transportation now?!
context: You Fairy Tail Flies!\Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?! response:	You damn flies!
context: Look at how many there are!\You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?!\You damn flies! response:	It's your fault master Erigor got angry at me...
context: You fiend! So you're Erigor, I take it?\Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me... response:	That voice...
context: Natsu, wake up!\You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me...\That voice... response:	What are you scoundrels after?
context: You've got work to do!\Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after? response:	What do you plan to do with the Lullaby?
context: Not a chance. Trains, 4-wheelers, Lucys...\It's motion sickness times three!\So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby? response:	You don't know?
context: It's motion sickness times three!\So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know? response:	What's here at the train station?
context: So I'm transportation now?!\You damn flies!\It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know?\What's here at the train station? response:	He flew!
context: You damn flies!\It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know?\What's here at the train station?\He flew! response:	It's Wind Magic!
context: It's your fault master Erigor got angry at me...\That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know?\What's here at the train station?\He flew!\It's Wind Magic! response:	You plan on broadcasting the Lullaby?
context: That voice...\What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know?\What's here at the train station?\He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby? response:	I wonder how many thousands of onlookers are gathered around here?
context: What are you scoundrels after?\What do you plan to do with the Lullaby?\You don't know?\What's here at the train station?\He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here? response:	And if you increase the volume, it'll reverberate throughout the city.
context: What do you plan to do with the Lullaby?\You don't know?\What's here at the train station?\He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city. response:	The melody of death, that is!
context: You don't know?\What's here at the train station?\He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is! response:	You plan on making innocent people listen to the flute's lullaby?
context: What's here at the train station?\He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby? response:	It's a purge.
context: He flew!\It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge. response:	I'm purging the fools who guard their own rights and safety
context: It's Wind Magic!\You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety response:	without even knowing there are those whose same rights have been stolen away.
context: You plan on broadcasting the Lullaby?\I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away. response:	Their sin is living without knowing that this world isn't just.
context: I wonder how many thousands of onlookers are gathered around here?\And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just. response:	And so...
context: And if you increase the volume, it'll reverberate throughout the city.\The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so... response:	The Shinigami has come to punish them!
context: The melody of death, that is!\You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them! response:	You're not going to get your rights back by doing something like this.
context: You plan on making innocent people listen to the flute's lullaby?\It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this. response:	And weren't you thrown out of the league because you did a ton of bad stuff?
context: It's a purge.\I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff? response:	Now that we've come this far, we don't want rights anymore.
context: I'm purging the fools who guard their own rights and safety\without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore. response:	It's power!
context: without even knowing there are those whose same rights have been stolen away.\Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power! response:	Those with power can wipe the past clean, and can rule the future.
context: Their sin is living without knowing that this world isn't just.\And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future. response:	You're a complete idiot, aren't you?
context: And so...\The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you? response:	Too bad for you, flies.
context: The Shinigami has come to punish them!\You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies. response:	You won't get to see the new dark age because you're heading to the afterlife!
context: You're not going to get your rights back by doing something like this.\And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife! response:	It's you!
context: And weren't you thrown out of the league because you did a ton of bad stuff?\Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you! response:	So that voice was you.
context: Now that we've come this far, we don't want rights anymore.\It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you. response:	He's back in the nick of time!
context: It's power!\Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you.\He's back in the nick of time! response:	Oh? There's a bunch of'em!
context: Those with power can wipe the past clean, and can rule the future.\You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em! response:	Enemies, every last one of them!
context: You're a complete idiot, aren't you?\Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them! response:	This is gonna be fun.
context: Too bad for you, flies.\You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun. response:	You fell right into my trap, Fairy Tail.
context: You won't get to see the new dark age because you're heading to the afterlife!\It's you!\So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail. response:	Everything is going exactly as I planned.
context: It's you!\So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned. response:	There are some bastards that I must make sure hear this flute.
context: So that voice was you.\He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute. response:	I've got to pay them back for what they did!
context: He's back in the nick of time!\Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did! response:	This is Fairy Tail's strongest team!
context: Oh? There's a bunch of'em!\Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team! response:	You'd better prepare yourself!
context: Enemies, every last one of them!\This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself! response:	The rest is up to you!
context: This is gonna be fun.\You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you! response:	Let them see how fearsome a dark guild really is!
context: You fell right into my trap, Fairy Tail.\Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is! response:	He ran away!
context: Everything is going exactly as I planned.\There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away! response:	Natsu, Gray...
context: There are some bastards that I must make sure hear this flute.\I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray... response:	You two head after him.
context: I've got to pay them back for what they did!\This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray...\You two head after him. response:	As long as you two work together, there's no way you'd lose, even to the death god Erigor.
context: This is Fairy Tail's strongest team!\You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor. response:	Were you listening?!
context: You'd better prepare yourself!\The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?! response:	Aye, sir!
context: The rest is up to you!\Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir! response:	They ran off!
context: Let them see how fearsome a dark guild really is!\He ran away!\Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir!\They ran off! response:	They're trying to follow Erigor!
context: He ran away!\Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir!\They ran off!\They're trying to follow Erigor! response:	Leave them to me!
context: Natsu, Gray...\You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir!\They ran off!\They're trying to follow Erigor!\Leave them to me! response:	I, Rayure, will bring them down!
context: You two head after him.\As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir!\They ran off!\They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down! response:	I'll go too!
context: As long as you two work together, there's no way you'd lose, even to the death god Erigor.\Were you listening?!\Aye, sir!\They ran off!\They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down!\I'll go too! response:	I won't forgive that bastard!
context: Were you listening?!\Aye, sir!\They ran off!\They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard! response:	After we clean up these guys, we're heading after them, too.
context: Aye, sir!\They ran off!\They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too. response:	Two girls against this many?
context: They ran off!\They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many? response:	Two girls? What do you think you can do?
context: They're trying to follow Erigor!\Leave them to me!\I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do? response:	We're gonna pluck off your wings, fly-babies!
context: Leave them to me!\I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies! response:	But we're so cute... You wouldn't dare...
context: I, Rayure, will bring them down!\I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare... response:	Lucy, come back!
context: I'll go too!\I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back! response:	Wretches!
context: I won't forgive that bastard!\After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches! response:	A sword appeared!
context: After we clean up these guys, we're heading after them, too.\Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches!\A sword appeared! response:	A magic sword!
context: Two girls against this many?\Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches!\A sword appeared!\A magic sword! response:	One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!
context: Two girls? What do you think you can do?\We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches!\A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow! response:	That ain't nothing we ain't seen before!
context: We're gonna pluck off your wings, fly-babies!\But we're so cute... You wouldn't dare...\Lucy, come back!\Wretches!\A sword appeared!\A magic sword!\One more insult to Fairy Tail, and I can't guarantee you'll live to see tomorrow!\That ain't nothing we ain't seen before! response:	We gots plenty of our own magic swords!
