context: Karasuno Aoba Johsai response:	Oikawa, you're back.
context: It's up.\Nice one-touch.\Chance ball.\Damn! I'll slam it down the next time.\I can't catch up to him if I'm one step, one second behind.\The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno response:	What was that?
context: Nice one-touch.\Chance ball.\Damn! I'll slam it down the next time.\I can't catch up to him if I'm one step, one second behind.\The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno\What was that? response:	He came from the other end of the court, in a flash.
context: Chance ball.\Damn! I'll slam it down the next time.\I can't catch up to him if I'm one step, one second behind.\The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash. response:	That toss was like it got sucked into the spiker's hand.
context: Damn! I'll slam it down the next time.\I can't catch up to him if I'm one step, one second behind.\The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand. response:	Wow...
context: I can't catch up to him if I'm one step, one second behind.\The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow... response:	All right.
context: The only thing that can catch up to him...\is the ball.\Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow...\All right. response:	Line up.
context: is the ball.\Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow...\All right.\Line up. response:	What's the matter?
context: Aoba Johsai Karasuno\What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow...\All right.\Line up.\What's the matter? response:	That was amazing.
context: What was that?\He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow...\All right.\Line up.\What's the matter?\That was amazing. response:	Oh, right.
context: He came from the other end of the court, in a flash.\That toss was like it got sucked into the spiker's hand.\Wow...\All right.\Line up.\What's the matter?\That was amazing.\Oh, right. response:	Today is your first time seeing Hinata and Kageyama's attack.
context: That toss was like it got sucked into the spiker's hand.\Wow...\All right.\Line up.\What's the matter?\That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack. response:	Aren't they amazing? I mean amazing, even scary.
context: Wow...\All right.\Line up.\What's the matter?\That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary. response:	Please coach us.
context: All right.\Line up.\What's the matter?\That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us. response:	Sensei, maybe give a critique or something.
context: Line up.\What's the matter?\That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something. response:	O-Oh, I see.
context: What's the matter?\That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see. response:	Um... I'm just a beginner when it comes to volleyball, but...
context: That was amazing.\Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but... response:	But even I can tell, that something amazing is going on here.
context: Oh, right.\Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here. response:	We have some amazing first-years this semester.
context: Today is your first time seeing Hinata and Kageyama's attack.\Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester. response:	They were hard to handle in the beginning,
context: Aren't they amazing? I mean amazing, even scary.\Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning, response:	but I learned something today.
context: Please coach us.\Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today. response:	We're nothing if don't cooperate.
context: Sensei, maybe give a critique or something.\O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate. response:	A chemical synergy happens when each one encounters the other...
context: O-Oh, I see.\Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other... response:	Even this very moment is giving birth
context: Um... I'm just a beginner when it comes to volleyball, but...\But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth response:	to other encounters that will change the world.
context: But even I can tell, that something amazing is going on here.\We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world. response:	Maybe in some far, remote country.
context: We have some amazing first-years this semester.\They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country. response:	Maybe on the other side of the planet.
context: They were hard to handle in the beginning,\but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet. response:	Or maybe at an ordinary volleyball club, at an ordinary high school,
context: but I learned something today.\We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school, response:	in a northern countryside on a small island in the east.
context: We're nothing if don't cooperate.\A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east. response:	I think that encounters like that happened to Karasuno today.
context: A chemical synergy happens when each one encounters the other...\Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today. response:	I know I can't prove what I say, but it's better than not believing.
context: Even this very moment is giving birth\to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing. response:	All of you will most likely become stronger. Much stronger!
context: to other encounters that will change the world.\Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger! response:	Sorry! That was a little too poetic!
context: Maybe in some far, remote country.\Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic! response:	Are you turned off?
context: Maybe on the other side of the planet.\Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off? response:	No, no, no, of course not.
context: Or maybe at an ordinary volleyball club, at an ordinary high school,\in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not. response:	Thank you.
context: in a northern countryside on a small island in the east.\I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not.\Thank you. response:	Thank you.
context: I think that encounters like that happened to Karasuno today.\I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not.\Thank you.\Thank you. response:	Oh, y-yeah.
context: I know I can't prove what I say, but it's better than not believing.\All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not.\Thank you.\Thank you.\Oh, y-yeah. response:	Kindaichi.
context: All of you will most likely become stronger. Much stronger!\Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not.\Thank you.\Thank you.\Oh, y-yeah.\Kindaichi. response:	All of us have had enough of him.
context: Sorry! That was a little too poetic!\Are you turned off?\No, no, no, of course not.\Thank you.\Thank you.\Oh, y-yeah.\Kindaichi.\All of us have had enough of him. response:	Sure he's got individual attack power, but he's clearly impeding the team.
context: Are you turned off?\No, no, no, of course not.\Thank you.\Thank you.\Oh, y-yeah.\Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team. response:	Kitagawa Daiichi
context: No, no, no, of course not.\Thank you.\Thank you.\Oh, y-yeah.\Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi response:	Kitagawa Daiichi
context: Thank you.\Thank you.\Oh, y-yeah.\Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi response:	To be frank, we're better off without him.
context: Thank you.\Oh, y-yeah.\Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him. response:	Don't apologize!
context: Oh, y-yeah.\Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize! response:	Because I won't apologize, either.
context: Kindaichi.\All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either. response:	Yeah.
context: All of us have had enough of him.\Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either.\Yeah. response:	You're still an oppressive king, as far as I'm concerned.
context: Sure he's got individual attack power, but he's clearly impeding the team.\Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned. response:	You're irritating, and there's no one I want to crush more than you.
context: Kitagawa Daiichi\Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you. response:	Yeah.
context: Kitagawa Daiichi\To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah. response:	So don't apologize.
context: To be frank, we're better off without him.\Don't apologize!\Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize. response:	Yeah.
context: Don't apologize!\Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize.\Yeah. response:	I'm not reconciling with you.
context: Because I won't apologize, either.\Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize.\Yeah.\I'm not reconciling with you. response:	We weren't friends in the first place.
context: Yeah.\You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize.\Yeah.\I'm not reconciling with you.\We weren't friends in the first place. response:	Yeah.
context: You're still an oppressive king, as far as I'm concerned.\You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize.\Yeah.\I'm not reconciling with you.\We weren't friends in the first place.\Yeah. response:	And the next time, we'll win for sure.
context: You're irritating, and there's no one I want to crush more than you.\Yeah.\So don't apologize.\Yeah.\I'm not reconciling with you.\We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure. response:	The next time...
context: Yeah.\So don't apologize.\Yeah.\I'm not reconciling with you.\We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure.\The next time... response:	Toilet, toilet, toilet...
context: So don't apologize.\Yeah.\I'm not reconciling with you.\We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet... response:	Who am I?
context: Yeah.\I'm not reconciling with you.\We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet...\Who am I? response:	The guy who'll become the ace.
context: I'm not reconciling with you.\We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace. response:	Oh crap. There's bad blood between those two.
context: We weren't friends in the first place.\Yeah.\And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two. response:	This vibe tells me I should stay back.
context: Yeah.\And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back. response:	Kindaichi.
context: And the next time, we'll win for sure.\The next time...\Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi. response:	The next time we battle, we will win again.
context: The next time...\Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again. response:	What were you guys talking about?
context: Toilet, toilet, toilet...\Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again.\What were you guys talking about? response:	He... said we.
context: Who am I?\The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again.\What were you guys talking about?\He... said we. response:	Did you cry?
context: The guy who'll become the ace.\Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again.\What were you guys talking about?\He... said we.\Did you cry? response:	He used to always say I like he was the only one playing.
context: Oh crap. There's bad blood between those two.\This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again.\What were you guys talking about?\He... said we.\Did you cry?\He used to always say I like he was the only one playing. response:	Of course I didn't cry, idiot. Now go use the toilet.
context: This vibe tells me I should stay back.\Kindaichi.\The next time we battle, we will win again.\What were you guys talking about?\He... said we.\Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet. response:	You can't fool me, Kageyama-kun.
context: Kindaichi.\The next time we battle, we will win again.\What were you guys talking about?\He... said we.\Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun. response:	Hinata, you dumbass.
context: The next time we battle, we will win again.\What were you guys talking about?\He... said we.\Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass. response:	Damn...
context: What were you guys talking about?\He... said we.\Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn... response:	I kind of feel defeated.
context: He... said we.\Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn...\I kind of feel defeated. response:	Wh-What was that for?
context: Did you cry?\He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn...\I kind of feel defeated.\Wh-What was that for? response:	Thank you very much.
context: He used to always say I like he was the only one playing.\Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn...\I kind of feel defeated.\Wh-What was that for?\Thank you very much. response:	Takeda-sensei complimented us,
context: Of course I didn't cry, idiot. Now go use the toilet.\You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn...\I kind of feel defeated.\Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us, response:	but frankly, if we were facing Seijoh and Oikawa in an all-out match,
context: You can't fool me, Kageyama-kun.\Hinata, you dumbass.\Damn...\I kind of feel defeated.\Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match, response:	we'd be lacking.
context: Hinata, you dumbass.\Damn...\I kind of feel defeated.\Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking. response:	Spoken like a true captain.
context: Damn...\I kind of feel defeated.\Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain. response:	You know your stuff.
context: I kind of feel defeated.\Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain.\You know your stuff. response:	The Great King makes his entrance.
context: Wh-What was that for?\Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain.\You know your stuff.\The Great King makes his entrance. response:	You got a problem, dude?
context: Thank you very much.\Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain.\You know your stuff.\The Great King makes his entrance.\You got a problem, dude? response:	What do you want?
context: Takeda-sensei complimented us,\but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain.\You know your stuff.\The Great King makes his entrance.\You got a problem, dude?\What do you want? response:	Wanna fight, huh?
context: but frankly, if we were facing Seijoh and Oikawa in an all-out match,\we'd be lacking.\Spoken like a true captain.\You know your stuff.\The Great King makes his entrance.\You got a problem, dude?\What do you want?\Wanna fight, huh? response:	Wanna fight, huh?
context: we'd be lacking.\Spoken like a true captain.\You know your stuff.\The Great King makes his entrance.\You got a problem, dude?\What do you want?\Wanna fight, huh?\Wanna fight, huh? response:	Don't be so hostile.
context: Spoken like a true captain.\You know your stuff.\The Great King makes his entrance.\You got a problem, dude?\What do you want?\Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile. response:	You, little one.
context: You know your stuff.\The Great King makes his entrance.\You got a problem, dude?\What do you want?\Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile.\You, little one. response:	Huh?
context: The Great King makes his entrance.\You got a problem, dude?\What do you want?\Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile.\You, little one.\Huh? response:	Your last one-touch and broad attack were amazing.
context: You got a problem, dude?\What do you want?\Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile.\You, little one.\Huh?\Your last one-touch and broad attack were amazing. response:	Oh...
context: What do you want?\Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile.\You, little one.\Huh?\Your last one-touch and broad attack were amazing.\Oh... response:	Let's give it all we got the next time, right from the start.
context: Wanna fight, huh?\Wanna fight, huh?\Don't be so hostile.\You, little one.\Huh?\Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start. response:	You didn't get to see our set up.
context: Wanna fight, huh?\Don't be so hostile.\You, little one.\Huh?\Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up. response:	Oh, yes, and we'll be improving our serves, too.
context: Don't be so hostile.\You, little one.\Huh?\Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too. response:	That's true.
context: You, little one.\Huh?\Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true. response:	Those serves would come continuously from the start.
context: Huh?\Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start. response:	It's true, your offense was amazing,
context: Your last one-touch and broad attack were amazing.\Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing, response:	but your receives are slow. You'll reach your limit very quickly.
context: Oh...\Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly. response:	I'm not the only one who hits powerful serves.
context: Let's give it all we got the next time, right from the start.\You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves. response:	The Inter-High preliminaries are coming up soon.
context: You didn't get to see our set up.\Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon. response:	Don't get eliminated, okay?
context: Oh, yes, and we'll be improving our serves, too.\That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay? response:	Because I...
context: That's true.\Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I... response:	want to pulverize my dear underclassman, setter-on-setter, in an official match.
context: Those serves would come continuously from the start.\It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match. response:	The receivers will train.
context: It's true, your offense was amazing,\but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train. response:	Hey, let go.
context: but your receives are slow. You'll reach your limit very quickly.\I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go. response:	Receivers don't improve overnight.
context: I'm not the only one who hits powerful serves.\The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go.\Receivers don't improve overnight. response:	Ask the captain. He should know.
context: The Inter-High preliminaries are coming up soon.\Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know. response:	There's not much time left'til the tournament.
context: Don't get eliminated, okay?\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament. response:	I look forward to seeing you there.
context: Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there. response:	Don't let him get to you.
context: want to pulverize my dear underclassman, setter-on-setter, in an official match.\The receivers will train.\Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you. response:	He likes to razz people like that.
context: The receivers will train.\Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that. response:	It's true. We don't have much time before the Inter-High preliminaries,
context: Hey, let go.\Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries, response:	but he should be coming back soon.
context: Receivers don't improve overnight.\Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon. response:	Who's coming back soon?
context: Ask the captain. He should know.\There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon? response:	The guardian deity of Karasuno.
context: There's not much time left'til the tournament.\I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno. response:	Kageyama has become more amazing.
context: I look forward to seeing you there.\Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing. response:	Yeah. That genius was spinning his wheels,
context: Don't let him get to you.\He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels, response:	but finally found his best destination.
context: He likes to razz people like that.\It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination. response:	No commoner could a hold a candle to him now.
context: It's true. We don't have much time before the Inter-High preliminaries,\but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now. response:	Yeah? You're no match for him either, huh?
context: but he should be coming back soon.\Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh? response:	When it comes to the toss.
context: Who's coming back soon?\The guardian deity of Karasuno.\Kageyama has become more amazing.\Yeah. That genius was spinning his wheels,\but finally found his best destination.\No commoner could a hold a candle to him now.\Yeah? You're no match for him either, huh?\When it comes to the toss. response:	There's probably no one in the prefecture who could match Tobio's toss.
