context: My head hurts. response:	I drank too much.
context: First, please tell me what you dislike!\What I dislike?\I'm no good with hijiki or eggplant.\I see. I'll remember that.\By the way, I dislike eggs without yolks myself.\My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes? response:	Wouldn't you usually ask what I like?
context: What I dislike?\I'm no good with hijiki or eggplant.\I see. I'll remember that.\By the way, I dislike eggs without yolks myself.\My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like? response:	Oh, I can't do that.
context: I'm no good with hijiki or eggplant.\I see. I'll remember that.\By the way, I dislike eggs without yolks myself.\My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that. response:	Many of my friends were actually slain using the things they like.
context: I see. I'll remember that.\By the way, I dislike eggs without yolks myself.\My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like. response:	Like liquor, women, gems, and such.
context: By the way, I dislike eggs without yolks myself.\My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such. response:	Not much different from humans.
context: My friend, Herensuge, was hit with one and killed.\That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans. response:	But I'll let you know this one.
context: That's surreal.\Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one. response:	I love you, Miss Kobayashi!
context: Wait, why are you asking about my dislikes?\Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi! response:	Are you planning to eat me?
context: Wouldn't you usually ask what I like?\Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me? response:	I don't mean that way! I mean sexually!
context: Oh, I can't do that.\Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually! response:	I'm a woman, though?
context: Many of my friends were actually slain using the things they like.\Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though? response:	You saved me, Miss Kobayashi!
context: Like liquor, women, gems, and such.\Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi! response:	So I'll use my entire being to repay the favor!
context: Not much different from humans.\But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor! response:	I'd like you to use me to commute to work again tomorrow!
context: But I'll let you know this one.\I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow! response:	I had enough of that today. You're hard.
context: I love you, Miss Kobayashi!\Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard. response:	Please give me a chance!
context: Are you planning to eat me?\I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance! response:	I was raised to repay all favors, even if owed to foolish, inferior humans!
context: I don't mean that way! I mean sexually!\I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans! response:	You said foolish, inferior again.
context: I'm a woman, though?\You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again. response:	Tohru. There's a reason I won't use you to commute.
context: You saved me, Miss Kobayashi!\So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute. response:	Your lower back?
context: So I'll use my entire being to repay the favor!\I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back? response:	That's half the reason.
context: I'd like you to use me to commute to work again tomorrow!\I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason. response:	The other half is...
context: I had enough of that today. You're hard.\Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason.\The other half is... response:	You stand out!
context: Please give me a chance!\I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason.\The other half is...\You stand out! response:	I think dragons are better left holding down the fort!
context: I was raised to repay all favors, even if owed to foolish, inferior humans!\You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason.\The other half is...\You stand out!\I think dragons are better left holding down the fort! response:	Holding the fort?!
context: You said foolish, inferior again.\Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason.\The other half is...\You stand out!\I think dragons are better left holding down the fort!\Holding the fort?! response:	You're one of the stronger dragons, right, Tohru?
context: Tohru. There's a reason I won't use you to commute.\Your lower back?\That's half the reason.\The other half is...\You stand out!\I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru? response:	Strong enough to bring about Armageddon.
context: Your lower back?\That's half the reason.\The other half is...\You stand out!\I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon. response:	Don't bring it about.
context: That's half the reason.\The other half is...\You stand out!\I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about. response:	The world's more dangerous lately.
context: The other half is...\You stand out!\I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately. response:	It'll be a relief to know you're here keeping the house safe.
context: You stand out!\I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe. response:	Understood! Leave it to me!
context: I think dragons are better left holding down the fort!\Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me! response:	Simple-gon.
context: Holding the fort?!\You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon. response:	Well, I'm off to the office.
context: You're one of the stronger dragons, right, Tohru?\Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office. response:	If anybody calls, please answer.
context: Strong enough to bring about Armageddon.\Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer. response:	Calls?
context: Don't bring it about.\The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer.\Calls? response:	Oh, right.
context: The world's more dangerous lately.\It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer.\Calls?\Oh, right. response:	This is a phone.
context: It'll be a relief to know you're here keeping the house safe.\Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer.\Calls?\Oh, right.\This is a phone. response:	When it rings, pick it up like this.
context: Understood! Leave it to me!\Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer.\Calls?\Oh, right.\This is a phone.\When it rings, pick it up like this. response:	Then...
context: Simple-gon.\Well, I'm off to the office.\If anybody calls, please answer.\Calls?\Oh, right.\This is a phone.\When it rings, pick it up like this.\Then... response:	Understood!
context: Well, I'm off to the office.\If anybody calls, please answer.\Calls?\Oh, right.\This is a phone.\When it rings, pick it up like this.\Then...\Understood! response:	Okay, take care.
context: If anybody calls, please answer.\Calls?\Oh, right.\This is a phone.\When it rings, pick it up like this.\Then...\Understood!\Okay, take care. response:	Have a safe trip!
context: Calls?\Oh, right.\This is a phone.\When it rings, pick it up like this.\Then...\Understood!\Okay, take care.\Have a safe trip! response:	Holding the fort?
context: Oh, right.\This is a phone.\When it rings, pick it up like this.\Then...\Understood!\Okay, take care.\Have a safe trip!\Holding the fort? response:	What were those people doing anyway?
context: This is a phone.\When it rings, pick it up like this.\Then...\Understood!\Okay, take care.\Have a safe trip!\Holding the fort?\What were those people doing anyway? response:	I guess I'll ask Fafnir-san.
context: When it rings, pick it up like this.\Then...\Understood!\Okay, take care.\Have a safe trip!\Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san. response:	Kill them.
context: Then...\Understood!\Okay, take care.\Have a safe trip!\Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them. response:	Kill all who try to steal your treasure.
context: Understood!\Okay, take care.\Have a safe trip!\Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure. response:	Kill all you suspect.
context: Okay, take care.\Have a safe trip!\Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure.\Kill all you suspect. response:	Kill them with curses.
context: Have a safe trip!\Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses. response:	Curse their generations to come
context: Holding the fort?\What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses.\Curse their generations to come response:	That's helpful!
context: What were those people doing anyway?\I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses.\Curse their generations to come\That's helpful! response:	All right, time to do my best to earn Miss Kobayashi's praise!
context: I guess I'll ask Fafnir-san.\Kill them.\Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses.\Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise! response:	The person living here is away at this hour.
context: Kill them.\Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses.\Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour. response:	Let's finish this quickly.
context: Kill all who try to steal your treasure.\Kill all you suspect.\Kill them with curses.\Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly. response:	There.
context: Kill all you suspect.\Kill them with curses.\Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly.\There. response:	Protect us!
context: Kill them with curses.\Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly.\There.\Protect us! response:	We saw one!
context: Curse their generations to come\That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly.\There.\Protect us!\We saw one! response:	Saw what?
context: That's helpful!\All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly.\There.\Protect us!\We saw one!\Saw what? response:	A monster!
context: All right, time to do my best to earn Miss Kobayashi's praise!\The person living here is away at this hour.\Let's finish this quickly.\There.\Protect us!\We saw one!\Saw what?\A monster! response:	I'm home.
context: The person living here is away at this hour.\Let's finish this quickly.\There.\Protect us!\We saw one!\Saw what?\A monster!\I'm home. response:	Hold the fort down well?
context: Let's finish this quickly.\There.\Protect us!\We saw one!\Saw what?\A monster!\I'm home.\Hold the fort down well? response:	I was lonely.
context: There.\Protect us!\We saw one!\Saw what?\A monster!\I'm home.\Hold the fort down well?\I was lonely. response:	Hmm.
context: Protect us!\We saw one!\Saw what?\A monster!\I'm home.\Hold the fort down well?\I was lonely.\Hmm. response:	I didn't get to kill them either.
context: We saw one!\Saw what?\A monster!\I'm home.\Hold the fort down well?\I was lonely.\Hmm.\I didn't get to kill them either. response:	Mhmm. Wait, what?!
context: Saw what?\A monster!\I'm home.\Hold the fort down well?\I was lonely.\Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?! response:	The Strongest Maid in History, Tohru! (Well, She is a Dragon)
context: A monster!\I'm home.\Hold the fort down well?\I was lonely.\Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon) response:	Episode 1
context: I'm home.\Hold the fort down well?\I was lonely.\Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1 response:	Kobayashi-san.
context: Hold the fort down well?\I was lonely.\Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san. response:	What is it, Takiya-kun?
context: I was lonely.\Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san.\What is it, Takiya-kun? response:	Takiya Makoto
context: Hmm.\I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto response:	Want to go drinking tonight?
context: I didn't get to kill them either.\Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight? response:	Well, maybe for one round.
context: Mhmm. Wait, what?!\The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round. response:	There are plenty of other girls you could ask.
context: The Strongest Maid in History, Tohru! (Well, She is a Dragon)\Episode 1\Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask. response:	You're like one of the guys, though.
context: Episode 1\Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though. response:	Why you...
context: Kobayashi-san.\What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you... response:	That girl's looking our way. Someone you know?
context: What is it, Takiya-kun?\Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know? response:	I'm Kobayashi Tohru!
context: Takiya Makoto\Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru! response:	I'm a maid living with Miss Kobayashi every day.
context: Want to go drinking tonight?\Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day. response:	She's one of my relatives, and I'm looking after her.
context: Well, maybe for one round.\There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her. response:	I'm Takiya Makoto, her coworker.
context: There are plenty of other girls you could ask.\You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker. response:	Nice to meet you, Tohru-chan.
context: You're like one of the guys, though.\Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan. response:	Nice to meet you, too.
context: Why you...\That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too. response:	We were just talking about going for drinks together.
context: That girl's looking our way. Someone you know?\I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together. response:	This man is trying to seduce Miss Kobayashi.
context: I'm Kobayashi Tohru!\I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi. response:	Would you like to come, too, Tohru-chan?
context: I'm a maid living with Miss Kobayashi every day.\She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan? response:	Wait, are you old enough to drink?
context: She's one of my relatives, and I'm looking after her.\I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink? response:	I won't allow it!
context: I'm Takiya Makoto, her coworker.\Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it! response:	Yes, I can drink, stultus.
context: Nice to meet you, Tohru-chan.\Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus. response:	stultus = Latin, fool
context: Nice to meet you, too.\We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool response:	Stul?
context: We were just talking about going for drinks together.\This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool\Stul? response:	A round after work's the best!
context: This man is trying to seduce Miss Kobayashi.\Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool\Stul?\A round after work's the best! response:	Miss Kobayashi's so cute!
context: Would you like to come, too, Tohru-chan?\Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool\Stul?\A round after work's the best!\Miss Kobayashi's so cute! response:	Huh? You're not drinking any liquor, Tohru?
context: Wait, are you old enough to drink?\I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool\Stul?\A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru? response:	No.
context: I won't allow it!\Yes, I can drink, stultus.\stultus = Latin, fool\Stul?\A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No. response:	I see. Well, you can drink what you like.
context: Yes, I can drink, stultus.\stultus = Latin, fool\Stul?\A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like. response:	I don't intend to share drinks with you.
context: stultus = Latin, fool\Stul?\A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you. response:	Still, what do I do about this man?
context: Stul?\A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man? response:	The laws are strict in this world, too.
context: A round after work's the best!\Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too. response:	Right!
context: Miss Kobayashi's so cute!\Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too.\Right! response:	Man, still, today's work was rough, wasn't it?
context: Huh? You're not drinking any liquor, Tohru?\No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it? response:	I can show off how close me and Miss Kobayashi are!
context: No.\I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are! response:	Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation
context: I see. Well, you can drink what you like.\I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation response:	We're only secondary or tertiary subcontractors, so what can we do?
context: I don't intend to share drinks with you.\Still, what do I do about this man?\The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do? response:	Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation
context: Still, what do I do about this man?\The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation response:	But when we follow their exact directions, it always causes failures, right?
context: The laws are strict in this world, too.\Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right? response:	And if we don't point it out, the developers don't notice either.
context: Right!\Man, still, today's work was rough, wasn't it?\I can show off how close me and Miss Kobayashi are!\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\We're only secondary or tertiary subcontractors, so what can we do?\Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation\But when we follow their exact directions, it always causes failures, right?\And if we don't point it out, the developers don't notice either. response:	Key Performance, Cycle Process, Rewrites, Iterations, Revisions, Solutions, Alpha Tests, Source Level Compatibility, Anti-Pattern, Steering Committee, Transaction Division, Project Management, Development Processes, Frontloading, Metrics, Spiral Models, Evidence, Coders, Dumps, Crashing, Spaghetti Code, Cutovers, Moderation
