context: D-Don't... response:	Don't...
context: Kaito, Ichika, Tetsuro, Mio, Me\What are you planning now?\Do Not Enter\See you later.\Be careful heading back.\Mio's kind of changed.\I don't just mean her hair.\Yeah. response:	I ask her what's going on, and she just says stuff.
context: What are you planning now?\Do Not Enter\See you later.\Be careful heading back.\Mio's kind of changed.\I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff. response:	Tetsuro, do you know?
context: Do Not Enter\See you later.\Be careful heading back.\Mio's kind of changed.\I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know? response:	If you don't know, what makes you think I would?
context: See you later.\Be careful heading back.\Mio's kind of changed.\I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would? response:	Yeah, I guess you've got a point.
context: Be careful heading back.\Mio's kind of changed.\I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point. response:	Kaito-kun's kind of changed, too.
context: Mio's kind of changed.\I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too. response:	You think so?
context: I don't just mean her hair.\Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so? response:	I just know.
context: Yeah.\I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so?\I just know. response:	You know
context: I ask her what's going on, and she just says stuff.\Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so?\I just know.\You know response:	I'm really excited.
context: Tetsuro, do you know?\If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so?\I just know.\You know\I'm really excited. response:	Huh?
context: If you don't know, what makes you think I would?\Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so?\I just know.\You know\I'm really excited.\Huh? response:	The day after tomorrow's the festival, right?
context: Yeah, I guess you've got a point.\Kaito-kun's kind of changed, too.\You think so?\I just know.\You know\I'm really excited.\Huh?\The day after tomorrow's the festival, right? response:	We should all go together, like we did last year.
context: Kaito-kun's kind of changed, too.\You think so?\I just know.\You know\I'm really excited.\Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year. response:	We'll invite Takatsuki-senpai and Remon-senpai, too.
context: You think so?\I just know.\You know\I'm really excited.\Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too. response:	Y-Yeah.
context: I just know.\You know\I'm really excited.\Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah. response:	I actually had Mio's mom make me a yukata.
context: You know\I'm really excited.\Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata. response:	The sash is pink,
context: I'm really excited.\Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink, response:	to match Mio's.
context: Huh?\The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's. response:	They're really cute.
context: The day after tomorrow's the festival, right?\We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's.\They're really cute. response:	I see.
context: We should all go together, like we did last year.\We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's.\They're really cute.\I see. response:	Don't just touch a girl's hair like that!
context: We'll invite Takatsuki-senpai and Remon-senpai, too.\Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's.\They're really cute.\I see.\Don't just touch a girl's hair like that! response:	I see.
context: Y-Yeah.\I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's.\They're really cute.\I see.\Don't just touch a girl's hair like that!\I see. response:	Stop touching me!
context: I actually had Mio's mom make me a yukata.\The sash is pink,\to match Mio's.\They're really cute.\I see.\Don't just touch a girl's hair like that!\I see.\Stop touching me! response:	I see.
context: The sash is pink,\to match Mio's.\They're really cute.\I see.\Don't just touch a girl's hair like that!\I see.\Stop touching me!\I see. response:	Hey!
context: to match Mio's.\They're really cute.\I see.\Don't just touch a girl's hair like that!\I see.\Stop touching me!\I see.\Hey! response:	This is when I first saw her...
context: They're really cute.\I see.\Don't just touch a girl's hair like that!\I see.\Stop touching me!\I see.\Hey!\This is when I first saw her... response:	At that time, I was probably already...
context: I see.\Don't just touch a girl's hair like that!\I see.\Stop touching me!\I see.\Hey!\This is when I first saw her...\At that time, I was probably already... response:	What's this?
context: Don't just touch a girl's hair like that!\I see.\Stop touching me!\I see.\Hey!\This is when I first saw her...\At that time, I was probably already...\What's this? response:	That's the night sky.
context: I see.\Stop touching me!\I see.\Hey!\This is when I first saw her...\At that time, I was probably already...\What's this?\That's the night sky. response:	Must be from back then.
context: Stop touching me!\I see.\Hey!\This is when I first saw her...\At that time, I was probably already...\What's this?\That's the night sky.\Must be from back then. response:	It's showing up pretty well.
context: I see.\Hey!\This is when I first saw her...\At that time, I was probably already...\What's this?\That's the night sky.\Must be from back then.\It's showing up pretty well. response:	What's...?
context: Hey!\This is when I first saw her...\At that time, I was probably already...\What's this?\That's the night sky.\Must be from back then.\It's showing up pretty well.\What's...? response:	Kaito-kun, food's ready.
context: This is when I first saw her...\At that time, I was probably already...\What's this?\That's the night sky.\Must be from back then.\It's showing up pretty well.\What's...?\Kaito-kun, food's ready. response:	Okay!
context: At that time, I was probably already...\What's this?\That's the night sky.\Must be from back then.\It's showing up pretty well.\What's...?\Kaito-kun, food's ready.\Okay! response:	All right.
context: What's this?\That's the night sky.\Must be from back then.\It's showing up pretty well.\What's...?\Kaito-kun, food's ready.\Okay!\All right. response:	Episode 8 Senpai's pinch.
context: That's the night sky.\Must be from back then.\It's showing up pretty well.\What's...?\Kaito-kun, food's ready.\Okay!\All right.\Episode 8 Senpai's pinch. response:	They're late...
context: Must be from back then.\It's showing up pretty well.\What's...?\Kaito-kun, food's ready.\Okay!\All right.\Episode 8 Senpai's pinch.\They're late... response:	What are they doing?
context: It's showing up pretty well.\What's...?\Kaito-kun, food's ready.\Okay!\All right.\Episode 8 Senpai's pinch.\They're late...\What are they doing? response:	Tetsuro!
context: What's...?\Kaito-kun, food's ready.\Okay!\All right.\Episode 8 Senpai's pinch.\They're late...\What are they doing?\Tetsuro! response:	Tada!
context: Kaito-kun, food's ready.\Okay!\All right.\Episode 8 Senpai's pinch.\They're late...\What are they doing?\Tetsuro!\Tada! response:	So that's the yukata you were talking about.
context: Okay!\All right.\Episode 8 Senpai's pinch.\They're late...\What are they doing?\Tetsuro!\Tada!\So that's the yukata you were talking about. response:	Not bad. So you can look good with
context: All right.\Episode 8 Senpai's pinch.\They're late...\What are they doing?\Tetsuro!\Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with response:	Owww!
context: Episode 8 Senpai's pinch.\They're late...\What are they doing?\Tetsuro!\Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with\Owww! response:	If you say another word, I'll kill you.
context: They're late...\What are they doing?\Tetsuro!\Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with\Owww!\If you say another word, I'll kill you. response:	Damn, I can't believe her.
context: What are they doing?\Tetsuro!\Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with\Owww!\If you say another word, I'll kill you.\Damn, I can't believe her. response:	I think it'd be better if you were more honest.
context: Tetsuro!\Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with\Owww!\If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest. response:	I think I'm being honest enough.
context: Tada!\So that's the yukata you were talking about.\Not bad. So you can look good with\Owww!\If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough. response:	If you're not, she won't understand.
context: So that's the yukata you were talking about.\Not bad. So you can look good with\Owww!\If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand. response:	We're here.
context: Not bad. So you can look good with\Owww!\If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand.\We're here. response:	Sorry.
context: Owww!\If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand.\We're here.\Sorry. response:	I wasn't really sure how to wear one of these, so it took a while.
context: If you say another word, I'll kill you.\Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand.\We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while. response:	Pretty attractive, senpai.
context: Damn, I can't believe her.\I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand.\We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai. response:	You really do look wonderful.
context: I think it'd be better if you were more honest.\I think I'm being honest enough.\If you're not, she won't understand.\We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful. response:	R-Really?
context: I think I'm being honest enough.\If you're not, she won't understand.\We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful.\R-Really? response:	It's my sister's again, though.
context: If you're not, she won't understand.\We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful.\R-Really?\It's my sister's again, though. response:	Do you have everything on right?
context: We're here.\Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful.\R-Really?\It's my sister's again, though.\Do you have everything on right? response:	This again...
context: Sorry.\I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful.\R-Really?\It's my sister's again, though.\Do you have everything on right?\This again... response:	Yeah, I read a book.
context: I wasn't really sure how to wear one of these, so it took a while.\Pretty attractive, senpai.\You really do look wonderful.\R-Really?\It's my sister's again, though.\Do you have everything on right?\This again...\Yeah, I read a book. response:	Hey! What are you doing
context: Pretty attractive, senpai.\You really do look wonderful.\R-Really?\It's my sister's again, though.\Do you have everything on right?\This again...\Yeah, I read a book.\Hey! What are you doing response:	Everyone's here. Let's get going.
context: You really do look wonderful.\R-Really?\It's my sister's again, though.\Do you have everything on right?\This again...\Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going. response:	Yeah.
context: R-Really?\It's my sister's again, though.\Do you have everything on right?\This again...\Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going.\Yeah. response:	Let's get going.
context: It's my sister's again, though.\Do you have everything on right?\This again...\Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going.\Yeah.\Let's get going. response:	I told you not to touch my head!
context: Do you have everything on right?\This again...\Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going.\Yeah.\Let's get going.\I told you not to touch my head! response:	Yeah.
context: This again...\Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going.\Yeah.\Let's get going.\I told you not to touch my head!\Yeah. response:	Th-This is a festival!
context: Yeah, I read a book.\Hey! What are you doing\Everyone's here. Let's get going.\Yeah.\Let's get going.\I told you not to touch my head!\Yeah.\Th-This is a festival! response:	So, should we walk around once to
context: Hey! What are you doing\Everyone's here. Let's get going.\Yeah.\Let's get going.\I told you not to touch my head!\Yeah.\Th-This is a festival!\So, should we walk around once to response:	What are you saying, Kaito-kun?!
context: Everyone's here. Let's get going.\Yeah.\Let's get going.\I told you not to touch my head!\Yeah.\Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?! response:	There's one thing we have to do at a festival!
context: Yeah.\Let's get going.\I told you not to touch my head!\Yeah.\Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival! response:	Yeah.
context: Let's get going.\I told you not to touch my head!\Yeah.\Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah. response:	You're right.
context: I told you not to touch my head!\Yeah.\Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah.\You're right. response:	Huh?
context: Yeah.\Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah.\You're right.\Huh? response:	This right here!
context: Th-This is a festival!\So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah.\You're right.\Huh?\This right here! response:	Now try a bite!
context: So, should we walk around once to\What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah.\You're right.\Huh?\This right here!\Now try a bite! response:	What is this?
context: What are you saying, Kaito-kun?!\There's one thing we have to do at a festival!\Yeah.\You're right.\Huh?\This right here!\Now try a bite!\What is this? response:	Mwrunderful!
context: There's one thing we have to do at a festival!\Yeah.\You're right.\Huh?\This right here!\Now try a bite!\What is this?\Mwrunderful! response:	Mwrunderful?
context: Yeah.\You're right.\Huh?\This right here!\Now try a bite!\What is this?\Mwrunderful!\Mwrunderful? response:	Mwrunderful!
context: You're right.\Huh?\This right here!\Now try a bite!\What is this?\Mwrunderful!\Mwrunderful?\Mwrunderful! response:	Festivals are mwrunderful!
context: Huh?\This right here!\Now try a bite!\What is this?\Mwrunderful!\Mwrunderful?\Mwrunderful!\Festivals are mwrunderful! response:	She's really excited.
context: This right here!\Now try a bite!\What is this?\Mwrunderful!\Mwrunderful?\Mwrunderful!\Festivals are mwrunderful!\She's really excited. response:	Seriously.
context: Now try a bite!\What is this?\Mwrunderful!\Mwrunderful?\Mwrunderful!\Festivals are mwrunderful!\She's really excited.\Seriously. response:	Mwrunderful!
context: What is this?\Mwrunderful!\Mwrunderful?\Mwrunderful!\Festivals are mwrunderful!\She's really excited.\Seriously.\Mwrunderful! response:	Senpai, is there something else you want to see?
context: Mwrunderful!\Mwrunderful?\Mwrunderful!\Festivals are mwrunderful!\She's really excited.\Seriously.\Mwrunderful!\Senpai, is there something else you want to see? response:	I couldn't pick. Everything's so mwrunderful.
context: Mwrunderful?\Mwrunderful!\Festivals are mwrunderful!\She's really excited.\Seriously.\Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful. response:	Good evening.
context: Mwrunderful!\Festivals are mwrunderful!\She's really excited.\Seriously.\Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening. response:	Remon-senpai?
context: Festivals are mwrunderful!\She's really excited.\Seriously.\Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai? response:	You seem to be enjoying this summer festival.
context: She's really excited.\Seriously.\Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai?\You seem to be enjoying this summer festival. response:	Yeah, Remon!
context: Seriously.\Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon! response:	Festivals are really mwrunderful!
context: Mwrunderful!\Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful! response:	No.
context: Senpai, is there something else you want to see?\I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful!\No. response:	Not yet.
context: I couldn't pick. Everything's so mwrunderful.\Good evening.\Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful!\No.\Not yet. response:	Not yet.
context: Good evening.\Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful!\No.\Not yet.\Not yet. response:	You can't say you've enjoyed everything to the fullest yet.
context: Remon-senpai?\You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful!\No.\Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet. response:	Are we missing something?
context: You seem to be enjoying this summer festival.\Yeah, Remon!\Festivals are really mwrunderful!\No.\Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something? response:	What are you talking about?
context: Yeah, Remon!\Festivals are really mwrunderful!\No.\Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about? response:	You see...
context: Festivals are really mwrunderful!\No.\Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about?\You see... response:	We need a test of courage.
context: No.\Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about?\You see...\We need a test of courage. response:	What's a test of courage?
context: Not yet.\Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about?\You see...\We need a test of courage.\What's a test of courage? response:	What's the best way to put it...
context: Not yet.\You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about?\You see...\We need a test of courage.\What's a test of courage?\What's the best way to put it... response:	It's a simple game.
context: You can't say you've enjoyed everything to the fullest yet.\Are we missing something?\What are you talking about?\You see...\We need a test of courage.\What's a test of courage?\What's the best way to put it...\It's a simple game. response:	You go up those stairs and leave something...
context: Are we missing something?\What are you talking about?\You see...\We need a test of courage.\What's a test of courage?\What's the best way to put it...\It's a simple game.\You go up those stairs and leave something... response:	I see.
context: What are you talking about?\You see...\We need a test of courage.\What's a test of courage?\What's the best way to put it...\It's a simple game.\You go up those stairs and leave something...\I see. response:	U-Uh...
context: You see...\We need a test of courage.\What's a test of courage?\What's the best way to put it...\It's a simple game.\You go up those stairs and leave something...\I see.\U-Uh... response:	I don't really like scary stuff.
context: We need a test of courage.\What's a test of courage?\What's the best way to put it...\It's a simple game.\You go up those stairs and leave something...\I see.\U-Uh...\I don't really like scary stuff. response:	It's okay.
context: What's a test of courage?\What's the best way to put it...\It's a simple game.\You go up those stairs and leave something...\I see.\U-Uh...\I don't really like scary stuff.\It's okay. response:	We'll make up pairs through a lottery.
context: What's the best way to put it...\It's a simple game.\You go up those stairs and leave something...\I see.\U-Uh...\I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery. response:	Kaito-kun!
context: It's a simple game.\You go up those stairs and leave something...\I see.\U-Uh...\I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery.\Kaito-kun! response:	Kaito-kun!
context: You go up those stairs and leave something...\I see.\U-Uh...\I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun! response:	Let's do this!
context: I see.\U-Uh...\I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun!\Let's do this! response:	I'm glad you're on board.
context: U-Uh...\I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun!\Let's do this!\I'm glad you're on board. response:	Now then...
context: I don't really like scary stuff.\It's okay.\We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun!\Let's do this!\I'm glad you're on board.\Now then... response:	G-God, thank you very much.
context: It's okay.\We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun!\Let's do this!\I'm glad you're on board.\Now then...\G-God, thank you very much. response:	Now I just need to time everything perfectly...
context: We'll make up pairs through a lottery.\Kaito-kun!\Kaito-kun!\Let's do this!\I'm glad you're on board.\Now then...\G-God, thank you very much.\Now I just need to time everything perfectly... response:	S-Sorry.
context: Kaito-kun!\Kaito-kun!\Let's do this!\I'm glad you're on board.\Now then...\G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry. response:	A bug landed on me, and...
context: Kaito-kun!\Let's do this!\I'm glad you're on board.\Now then...\G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and... response:	Ah, sorry!
context: Let's do this!\I'm glad you're on board.\Now then...\G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and...\Ah, sorry! response:	This is going differently than I thought, but...
context: I'm glad you're on board.\Now then...\G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but... response:	Let's go.
context: Now then...\G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but...\Let's go. response:	This might work!
context: G-God, thank you very much.\Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but...\Let's go.\This might work! response:	Yeah!
context: Now I just need to time everything perfectly...\S-Sorry.\A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but...\Let's go.\This might work!\Yeah! response:	There's nothing there.
context: S-Sorry.\A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but...\Let's go.\This might work!\Yeah!\There's nothing there. response:	B-But I think I saw something!
context: A bug landed on me, and...\Ah, sorry!\This is going differently than I thought, but...\Let's go.\This might work!\Yeah!\There's nothing there.\B-But I think I saw something! response:	There's nothing there.
context: Ah, sorry!\This is going differently than I thought, but...\Let's go.\This might work!\Yeah!\There's nothing there.\B-But I think I saw something!\There's nothing there. response:	But...
context: This is going differently than I thought, but...\Let's go.\This might work!\Yeah!\There's nothing there.\B-But I think I saw something!\There's nothing there.\But... response:	Monsters, ghosts,
context: Let's go.\This might work!\Yeah!\There's nothing there.\B-But I think I saw something!\There's nothing there.\But...\Monsters, ghosts, response:	souls of humans who have passed...
context: This might work!\Yeah!\There's nothing there.\B-But I think I saw something!\There's nothing there.\But...\Monsters, ghosts,\souls of humans who have passed... response:	They wander the earth.
context: Yeah!\There's nothing there.\B-But I think I saw something!\There's nothing there.\But...\Monsters, ghosts,\souls of humans who have passed...\They wander the earth. response:	There are folktales and eye-witness accounts claiming their existence,
context: There's nothing there.\B-But I think I saw something!\There's nothing there.\But...\Monsters, ghosts,\souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence, response:	but it's yet to be proven scientifically.
context: B-But I think I saw something!\There's nothing there.\But...\Monsters, ghosts,\souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically. response:	So they're basically imaginary beings that humans have created...
context: There's nothing there.\But...\Monsters, ghosts,\souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created... response:	Re...mon?
context: But...\Monsters, ghosts,\souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon? response:	I'm sorry! I'm sorry!
context: Monsters, ghosts,\souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry! response:	I'm sorry I said they were created by superstition!
context: souls of humans who have passed...\They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition! response:	Wonderful reaction there, Ichika.
context: They wander the earth.\There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika. response:	I'm sorry. I'm sorry!
context: There are folktales and eye-witness accounts claiming their existence,\but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry! response:	Now, on to the next one.
context: but it's yet to be proven scientifically.\So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one. response:	Shortcut
context: So they're basically imaginary beings that humans have created...\Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut response:	Okay, we're done.
context: Re...mon?\I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut\Okay, we're done. response:	See? Nothing happened.
context: I'm sorry! I'm sorry!\I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut\Okay, we're done.\See? Nothing happened. response:	Y-Yeah.
context: I'm sorry I said they were created by superstition!\Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut\Okay, we're done.\See? Nothing happened.\Y-Yeah. response:	Anyway, let's head back.
context: Wonderful reaction there, Ichika.\I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut\Okay, we're done.\See? Nothing happened.\Y-Yeah.\Anyway, let's head back. response:	I'm sorry.
context: I'm sorry. I'm sorry!\Now, on to the next one.\Shortcut\Okay, we're done.\See? Nothing happened.\Y-Yeah.\Anyway, let's head back.\I'm sorry. response:	I'm sorry you had to be with me.
context: Now, on to the next one.\Shortcut\Okay, we're done.\See? Nothing happened.\Y-Yeah.\Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me. response:	You wanted to
context: Shortcut\Okay, we're done.\See? Nothing happened.\Y-Yeah.\Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me.\You wanted to response:	Hey, your hair...
context: Okay, we're done.\See? Nothing happened.\Y-Yeah.\Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me.\You wanted to\Hey, your hair... response:	Wh-What?
context: See? Nothing happened.\Y-Yeah.\Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me.\You wanted to\Hey, your hair...\Wh-What? response:	No, I thought...
context: Y-Yeah.\Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me.\You wanted to\Hey, your hair...\Wh-What?\No, I thought... response:	That was Tetsuro's team, right?
context: Anyway, let's head back.\I'm sorry.\I'm sorry you had to be with me.\You wanted to\Hey, your hair...\Wh-What?\No, I thought...\That was Tetsuro's team, right? response:	Are you okay?
context: I'm sorry.\I'm sorry you had to be with me.\You wanted to\Hey, your hair...\Wh-What?\No, I thought...\That was Tetsuro's team, right?\Are you okay? response:	S-Sorry. Just for a little while, okay?
context: I'm sorry you had to be with me.\You wanted to\Hey, your hair...\Wh-What?\No, I thought...\That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay? response:	Yeah...
context: You wanted to\Hey, your hair...\Wh-What?\No, I thought...\That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay?\Yeah... response:	I-I wonder if everyone's okay?
context: Hey, your hair...\Wh-What?\No, I thought...\That was Tetsuro's team, right?\Are you okay?\S-Sorry. Just for a little while, okay?\Yeah...\I-I wonder if everyone's okay? response:	Wh-What was that scream just now?
