context: The summer vacation I was looking forward to so much... response:	Little did I know, our destination was actually another world!
context: I want to enjoy my nice conversation with the princess more.\Me, too!\Let's enjoy our girl talk!\Yes, let's!\Hey! Leo-nee, Millihi-nee!\A bird?\Couvertete? Callaway?\What brings you two here? response:	I wanted to- Pastillage wants to join this battle, too!
context: Me, too!\Let's enjoy our girl talk!\Yes, let's!\Hey! Leo-nee, Millihi-nee!\A bird?\Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too! response:	That's why we've come to collect that girl!
context: Let's enjoy our girl talk!\Yes, let's!\Hey! Leo-nee, Millihi-nee!\A bird?\Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl! response:	Yeah, you, Rebecca!
context: Yes, let's!\Hey! Leo-nee, Millihi-nee!\A bird?\Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca! response:	Now that the lunch break is over,
context: Hey! Leo-nee, Millihi-nee!\A bird?\Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over, response:	the afternoon activities can begin!
context: A bird?\Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin! response:	Both armies have ordered their formations
context: Couvertete? Callaway?\What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations response:	and are perfectly prepared!
context: What brings you two here?\I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared! response:	Our analysts are joining the afternoon battle as well!
context: I wanted to- Pastillage wants to join this battle, too!\That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well! response:	Leon-sama and Princess Millihi
context: That's why we've come to collect that girl!\Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi response:	have taken their command posts in their respective HQs!
context: Yeah, you, Rebecca!\Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs! response:	The princess looks so dignified in her battle clothes!
context: Now that the lunch break is over,\the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes! response:	The afternoon's deciding battle is about to...
context: the afternoon activities can begin!\Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to... response:	Put that war on hold!
context: Both armies have ordered their formations\and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold! response:	It's me, the First Princess of the Principality of Pastillage,
context: and are perfectly prepared!\Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage, response:	Couverte Eschenbach Pastillage!
context: Our analysts are joining the afternoon battle as well!\Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage! response:	Oh, it's Couverte.
context: Leon-sama and Princess Millihi\have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte. response:	Cou-sama!
context: have taken their command posts in their respective HQs!\The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama! response:	Cou-sama, what's the occasion today?
context: The princess looks so dignified in her battle clothes!\The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today? response:	You know exactly what's up, Millihi-nee! And you, too, Leo-nee!
context: The afternoon's deciding battle is about to...\Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee! response:	What? Me, too?
context: Put that war on hold!\It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too? response:	I know war games aren't that popular in our land,
context: It's me, the First Princess of the Principality of Pastillage,\Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land, response:	but it's not fair that only you get
context: Couverte Eschenbach Pastillage!\Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get response:	to summon heroes and have fun!
context: Oh, it's Couverte.\Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun! response:	I'd be happy if you wanted to join,
context: Cou-sama!\Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join, response:	but what should we do about rules and winning conditions?
context: Cou-sama, what's the occasion today?\You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions? response:	About that.
context: You know exactly what's up, Millihi-nee! And you, too, Leo-nee!\What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that. response:	Yes?
context: What? Me, too?\I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that.\Yes? response:	My target is her!
context: I know war games aren't that popular in our land,\but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that.\Yes?\My target is her! response:	I'm going to take our guest from the other world as a hostage.
context: but it's not fair that only you get\to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that.\Yes?\My target is her!\I'm going to take our guest from the other world as a hostage. response:	I fell in love with her on first sight!
context: to summon heroes and have fun!\I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that.\Yes?\My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight! response:	And I'm going to seduce her!
context: I'd be happy if you wanted to join,\but what should we do about rules and winning conditions?\About that.\Yes?\My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her! response:	If you want her back,
context: but what should we do about rules and winning conditions?\About that.\Yes?\My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back, response:	you'll have to defeat Pastillage's pride,
context: About that.\Yes?\My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride, response:	the 40 airborne knights...
context: Yes?\My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights... response:	Hello.
context: My target is her!\I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello. response:	before you can get to me!
context: I'm going to take our guest from the other world as a hostage.\I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello.\before you can get to me! response:	For Galette, it doesn't really matter where Rebecca resides.
context: I fell in love with her on first sight!\And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides. response:	Our plan is to simply defeat both Pastillage and Biscotti,
context: And I'm going to seduce her!\If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti, response:	but I wonder what our hero will decide.
context: If you want her back,\you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide. response:	I personally want to get Rebecca-san back.
context: you'll have to defeat Pastillage's pride,\the 40 airborne knights...\Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back. response:	Hero Sink, what should we do?
context: the 40 airborne knights...\Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do? response:	I see, so that was her plan.
context: Hello.\before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan. response:	It looks like it...
context: before you can get to me!\For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan.\It looks like it... response:	So you heroes have to decide.
context: For Galette, it doesn't really matter where Rebecca resides.\Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan.\It looks like it...\So you heroes have to decide. response:	I see.
context: Our plan is to simply defeat both Pastillage and Biscotti,\but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan.\It looks like it...\So you heroes have to decide.\I see. response:	Heroes, what do you say?!
context: but I wonder what our hero will decide.\I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan.\It looks like it...\So you heroes have to decide.\I see.\Heroes, what do you say?! response:	We'll accept your challenge!
context: I personally want to get Rebecca-san back.\Hero Sink, what should we do?\I see, so that was her plan.\It looks like it...\So you heroes have to decide.\I see.\Heroes, what do you say?!\We'll accept your challenge! response:	This is getting crazy!
context: Hero Sink, what should we do?\I see, so that was her plan.\It looks like it...\So you heroes have to decide.\I see.\Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy! response:	Then would the representatives of the three countries
context: I see, so that was her plan.\It looks like it...\So you heroes have to decide.\I see.\Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries response:	please signal the beginning of battle?
context: It looks like it...\So you heroes have to decide.\I see.\Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle? response:	This battle is going to be a
context: So you heroes have to decide.\I see.\Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a response:	battle royale between all three countries!
context: I see.\Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries! response:	An all out battle for getting the top score!
context: Heroes, what do you say?!\We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score! response:	The two heroes will rescue Rebecca-san!
context: We'll accept your challenge!\This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san! response:	The Battle of Fournette Lake, Afternoon Match, begins now!
context: This is getting crazy!\Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now! response:	So you were able to enter the fray, Bernard.
context: Then would the representatives of the three countries\please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard. response:	I am going to pin Rolan down. Let's go!
context: please signal the beginning of battle?\This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go! response:	The Leader of the Knights, Rolan, is already heading for the lake area!
context: This battle is going to be a\battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area! response:	General Bernard is also rushing ahead!
context: battle royale between all three countries!\An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead! response:	I'm counting on you to delay the heroes, Callaway.
context: An all out battle for getting the top score!\The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway. response:	Understood.
context: The two heroes will rescue Rebecca-san!\The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood. response:	Liscia, can you handle that?
context: The Battle of Fournette Lake, Afternoon Match, begins now!\So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that? response:	Got it, Callaway.
context: So you were able to enter the fray, Bernard.\I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that?\Got it, Callaway. response:	Everybody, load your rifles with Emblem Rounds!
context: I am going to pin Rolan down. Let's go!\The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds! response:	Ready!
context: The Leader of the Knights, Rolan, is already heading for the lake area!\General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready! response:	Fire!
context: General Bernard is also rushing ahead!\I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready!\Fire! response:	Pastillage's airborne mage squad is a real bother...
context: I'm counting on you to delay the heroes, Callaway.\Understood.\Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready!\Fire!\Pastillage's airborne mage squad is a real bother... response:	If they are left unchecked, our formations will be ruined.
context: Understood.\Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready!\Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined. response:	I've spotted both armies' captains.
context: Liscia, can you handle that?\Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready!\Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains. response:	Initiate focus fire!
context: Got it, Callaway.\Everybody, load your rifles with Emblem Rounds!\Ready!\Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire! response:	Aye!
context: Everybody, load your rifles with Emblem Rounds!\Ready!\Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire!\Aye! response:	Rolan!
context: Ready!\Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire!\Aye!\Rolan! response:	Yes, Bernard!
context: Fire!\Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire!\Aye!\Rolan!\Yes, Bernard! response:	Barrier field!
context: Pastillage's airborne mage squad is a real bother...\If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire!\Aye!\Rolan!\Yes, Bernard!\Barrier field! response:	Aw man, it's so hard!
context: If they are left unchecked, our formations will be ruined.\I've spotted both armies' captains.\Initiate focus fire!\Aye!\Rolan!\Yes, Bernard!\Barrier field!\Aw man, it's so hard! response:	They are unscathed!
context: I've spotted both armies' captains.\Initiate focus fire!\Aye!\Rolan!\Yes, Bernard!\Barrier field!\Aw man, it's so hard!\They are unscathed! response:	That was Iron Defense Rolan's famous protective Emblem Art!
context: Initiate focus fire!\Aye!\Rolan!\Yes, Bernard!\Barrier field!\Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art! response:	And!
context: Aye!\Rolan!\Yes, Bernard!\Barrier field!\Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And! response:	Heavenly Cannon!
context: Rolan!\Yes, Bernard!\Barrier field!\Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon! response:	General Bernard's long distance Emblem Cannon!
context: Yes, Bernard!\Barrier field!\Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon! response:	It's super effective!
context: Barrier field!\Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective! response:	No way!
context: Aw man, it's so hard!\They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective!\No way! response:	The two captains put up a united front!
context: They are unscathed!\That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective!\No way!\The two captains put up a united front! response:	Create a path for our armies by cleaving
context: That was Iron Defense Rolan's famous protective Emblem Art!\And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective!\No way!\The two captains put up a united front!\Create a path for our armies by cleaving response:	into the front lines of the mage-knights!
context: And!\Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective!\No way!\The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights! response:	Roger!
context: Heavenly Cannon!\General Bernard's long distance Emblem Cannon!\It's super effective!\No way!\The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger! response:	On this side, the Biscotti and Galette knights are working
context: General Bernard's long distance Emblem Cannon!\It's super effective!\No way!\The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working response:	together from the get-go!
context: It's super effective!\No way!\The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go! response:	Rico-chan.
context: No way!\The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan. response:	Vert-nee, let's go.
context: The two captains put up a united front!\Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan.\Vert-nee, let's go. response:	But Pastillage's mages aren't sitting idle!
context: Create a path for our armies by cleaving\into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle! response:	Precision Marksman Squad! Open fire!
context: into the front lines of the mage-knights!\Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire! response:	Pastillage is the technology leader!
context: Roger!\On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader! response:	Their magical research is the best on the continent!
context: On this side, the Biscotti and Galette knights are working\together from the get-go!\Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent! response:	Pastillage's unique crystal magic shines on the battlefield!
context: together from the get-go!\Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield! response:	Our fight's on hold, let's go rescue Becky together!
context: Rico-chan.\Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together! response:	Of course!
context: Vert-nee, let's go.\But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course! response:	Excuse me, honored heroes.
context: But Pastillage's mages aren't sitting idle!\Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes. response:	Rebecca-sama is a valued guest of my master, Couverte-sama.
context: Precision Marksman Squad! Open fire!\Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama. response:	Right now, they are having an important conversation.
context: Pastillage is the technology leader!\Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation. response:	Which means that I can't let you pass.
context: Their magical research is the best on the continent!\Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass. response:	Pastillage's unique Sky Knights
context: Pastillage's unique crystal magic shines on the battlefield!\Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights response:	ride on giant birds named Blanchir!
context: Our fight's on hold, let's go rescue Becky together!\Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir! response:	How are the heroes going to fight against the Sky Knight?!
context: Of course!\Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?! response:	Emblem Sword Skill: Spinner Fire!
context: Excuse me, honored heroes.\Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire! response:	He's fast!
context: Rebecca-sama is a valued guest of my master, Couverte-sama.\Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast! response:	Arc Sign, go!
context: Right now, they are having an important conversation.\Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go! response:	Wind Slash!
context: Which means that I can't let you pass.\Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go!\Wind Slash! response:	Thanks, Sink!
context: Pastillage's unique Sky Knights\ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go!\Wind Slash!\Thanks, Sink! response:	Nanami, can you use Bright Power Gear?
context: ride on giant birds named Blanchir!\How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go!\Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear? response:	What? I don't know what you mean.
context: How are the heroes going to fight against the Sky Knight?!\Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go!\Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean. response:	Then watch and learn.
context: Emblem Sword Skill: Spinner Fire!\He's fast!\Arc Sign, go!\Wind Slash!\Thanks, Sink!\Nanami, can you use Bright Power Gear?\What? I don't know what you mean.\Then watch and learn. response:	Materialize the emblem and gather your Bright Power.
