context: Come on out, Tsubaki! response:	It IS that Tsubaki, after all.
context: I never imagined it would be this powerful!\If only this Jewel had become mine fifty years ago!\Fifty years, you say?\Tsubaki! What happened between you and Kikyo fifty years ago?\Kikyo?\You say Kikyo?\Aghhh!\It's all Kikyo's fault! response:	That cold, smug priestess!
context: If only this Jewel had become mine fifty years ago!\Fifty years, you say?\Tsubaki! What happened between you and Kikyo fifty years ago?\Kikyo?\You say Kikyo?\Aghhh!\It's all Kikyo's fault!\That cold, smug priestess! response:	Don't you say anything against Kikyo!
context: Fifty years, you say?\Tsubaki! What happened between you and Kikyo fifty years ago?\Kikyo?\You say Kikyo?\Aghhh!\It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo! response:	Silence!
context: Tsubaki! What happened between you and Kikyo fifty years ago?\Kikyo?\You say Kikyo?\Aghhh!\It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo!\Silence! response:	Inuyasha!
context: Kikyo?\You say Kikyo?\Aghhh!\It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo!\Silence!\Inuyasha! response:	Inuyasha!
context: You say Kikyo?\Aghhh!\It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo!\Silence!\Inuyasha!\Inuyasha! response:	So what's after the demon?
context: Aghhh!\It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo!\Silence!\Inuyasha!\Inuyasha!\So what's after the demon? response:	Just what are you harboring in that right eye?
context: It's all Kikyo's fault!\That cold, smug priestess!\Don't you say anything against Kikyo!\Silence!\Inuyasha!\Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye? response:	Overflowing... I'm overflowing with demon power!
context: That cold, smug priestess!\Don't you say anything against Kikyo!\Silence!\Inuyasha!\Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power! response:	It's coursing throughout my body!
context: Don't you say anything against Kikyo!\Silence!\Inuyasha!\Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body! response:	Demon?
context: Silence!\Inuyasha!\Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon? response:	What happened to the pagoda?
context: Inuyasha!\Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon?\What happened to the pagoda? response:	Impossible!
context: Inuyasha!\So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon?\What happened to the pagoda?\Impossible! response:	The forbidden pagoda gates can't be open!
context: So what's after the demon?\Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon?\What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open! response:	Forbidden?
context: Just what are you harboring in that right eye?\Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon?\What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open!\Forbidden? response:	But who?
context: Overflowing... I'm overflowing with demon power!\It's coursing throughout my body!\Demon?\What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open!\Forbidden?\But who? response:	What's that?!
context: It's coursing throughout my body!\Demon?\What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open!\Forbidden?\But who?\What's that?! response:	It's!
context: Demon?\What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open!\Forbidden?\But who?\What's that?!\It's! response:	Inuyasha!
context: What happened to the pagoda?\Impossible!\The forbidden pagoda gates can't be open!\Forbidden?\But who?\What's that?!\It's!\Inuyasha! response:	This is the power of the Sacred Jewel!
context: Impossible!\The forbidden pagoda gates can't be open!\Forbidden?\But who?\What's that?!\It's!\Inuyasha!\This is the power of the Sacred Jewel! response:	This is the power of the demon!
context: The forbidden pagoda gates can't be open!\Forbidden?\But who?\What's that?!\It's!\Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon! response:	What's the matter?
context: Forbidden?\But who?\What's that?!\It's!\Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter? response:	Does my power make you speechless?
context: But who?\What's that?!\It's!\Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter?\Does my power make you speechless? response:	The seal has been broken!
context: What's that?!\It's!\Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter?\Does my power make you speechless?\The seal has been broken! response:	That's Tsubaki!
context: It's!\Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter?\Does my power make you speechless?\The seal has been broken!\That's Tsubaki! response:	She couldn't have broken the seal!
context: Inuyasha!\This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter?\Does my power make you speechless?\The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal! response:	With this power, I shall have eternal life!
context: This is the power of the Sacred Jewel!\This is the power of the demon!\What's the matter?\Does my power make you speechless?\The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life! response:	Stay back!
context: This is the power of the demon!\What's the matter?\Does my power make you speechless?\The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back! response:	This power is amazing!
context: What's the matter?\Does my power make you speechless?\The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back!\This power is amazing! response:	Inuyasha!
context: Does my power make you speechless?\The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back!\This power is amazing!\Inuyasha! response:	Why, you!
context: The seal has been broken!\That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back!\This power is amazing!\Inuyasha!\Why, you! response:	Damn!
context: That's Tsubaki!\She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back!\This power is amazing!\Inuyasha!\Why, you!\Damn! response:	It countered Tetsusaiga's thrust!
context: She couldn't have broken the seal!\With this power, I shall have eternal life!\Stay back!\This power is amazing!\Inuyasha!\Why, you!\Damn!\It countered Tetsusaiga's thrust! response:	It won't work! It won't work!
context: With this power, I shall have eternal life!\Stay back!\This power is amazing!\Inuyasha!\Why, you!\Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work! response:	Don't act so smug!
context: Stay back!\This power is amazing!\Inuyasha!\Why, you!\Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug! response:	Take my Wind Scar!
context: This power is amazing!\Inuyasha!\Why, you!\Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug!\Take my Wind Scar! response:	Why, you!
context: Inuyasha!\Why, you!\Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug!\Take my Wind Scar!\Why, you! response:	My Wind Scar didn't work!
context: Why, you!\Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug!\Take my Wind Scar!\Why, you!\My Wind Scar didn't work! response:	You fool!
context: Damn!\It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug!\Take my Wind Scar!\Why, you!\My Wind Scar didn't work!\You fool! response:	Inuyasha!
context: It countered Tetsusaiga's thrust!\It won't work! It won't work!\Don't act so smug!\Take my Wind Scar!\Why, you!\My Wind Scar didn't work!\You fool!\Inuyasha! response:	That leaves... my Wind Tunnel!
context: It won't work! It won't work!\Don't act so smug!\Take my Wind Scar!\Why, you!\My Wind Scar didn't work!\You fool!\Inuyasha!\That leaves... my Wind Tunnel! response:	Why, that!
context: Don't act so smug!\Take my Wind Scar!\Why, you!\My Wind Scar didn't work!\You fool!\Inuyasha!\That leaves... my Wind Tunnel!\Why, that! response:	You may be Kikyo's reincarnation, but you're nothing much.
context: Take my Wind Scar!\Why, you!\My Wind Scar didn't work!\You fool!\Inuyasha!\That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much. response:	Kikyo was just a priestess who wasted the power of the Sacred Jewel!
context: Why, you!\My Wind Scar didn't work!\You fool!\Inuyasha!\That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel! response:	What are you saying?!
context: My Wind Scar didn't work!\You fool!\Inuyasha!\That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?! response:	I, Tsubaki, am the perfect match for the Sacred Jewel.
context: You fool!\Inuyasha!\That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel. response:	Sister, what is that?
context: Inuyasha!\That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that? response:	The Sacred Jewel.
context: That leaves... my Wind Tunnel!\Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel. response:	I have been entrusted with the duty
context: Why, that!\You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty response:	to keep the Jewel clean and pure.
context: You may be Kikyo's reincarnation, but you're nothing much.\Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure. response:	Fifty years have passed.
context: Kikyo was just a priestess who wasted the power of the Sacred Jewel!\What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed. response:	And at last, the power of the Sacred Jewel is mine!
context: What are you saying?!\I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine! response:	Why, you!
context: I, Tsubaki, am the perfect match for the Sacred Jewel.\Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you! response:	You won't get your way!
context: Sister, what is that?\The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way! response:	Hiraikotsu!
context: The Sacred Jewel.\I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way!\Hiraikotsu! response:	More! Even more!
context: I have been entrusted with the duty\to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way!\Hiraikotsu!\More! Even more! response:	The Sacred Jewel can take on even more power!
context: to keep the Jewel clean and pure.\Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way!\Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power! response:	There are countless demons who desire the power of this Jewel!
context: Fifty years have passed.\And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way!\Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel! response:	I will devour them all
context: And at last, the power of the Sacred Jewel is mine!\Why, you!\You won't get your way!\Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all response:	and I will grasp power and eternal life!
context: Why, you!\You won't get your way!\Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life! response:	She intends to use the power of the Sacred Jewel
context: You won't get your way!\Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel response:	to consume the power of demons.
context: Hiraikotsu!\More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons. response:	I won't let her!
context: More! Even more!\The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her! response:	Half-demon, you will also become mine!
context: The Sacred Jewel can take on even more power!\There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her!\Half-demon, you will also become mine! response:	What?!
context: There are countless demons who desire the power of this Jewel!\I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her!\Half-demon, you will also become mine!\What?! response:	Inuyasha, aren't you the one?
context: I will devour them all\and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her!\Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one? response:	Who made Kikyo lose her heart?
context: and I will grasp power and eternal life!\She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her!\Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart? response:	Why, you!
context: She intends to use the power of the Sacred Jewel\to consume the power of demons.\I won't let her!\Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you! response:	The half-demon that Kikyo could not have...
context: to consume the power of demons.\I won't let her!\Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have... response:	I shall devour whole!
context: I won't let her!\Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have...\I shall devour whole! response:	Now then, give up your heart to the Sacred Jewel!
context: Half-demon, you will also become mine!\What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel! response:	This power...
context: What?!\Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power... response:	Why, half-demon!
context: Inuyasha, aren't you the one?\Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon! response:	Why do you not give yourself up to the Power?
context: Who made Kikyo lose her heart?\Why, you!\The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon!\Why do you not give yourself up to the Power? response:	Because you make the Sacred Jewel filthy!
context: Why, you!\The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy! response:	Which Kikyo never did!
context: The half-demon that Kikyo could not have...\I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did! response:	How dare you!
context: I shall devour whole!\Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you! response:	Inuyasha!
context: Now then, give up your heart to the Sacred Jewel!\This power...\Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you!\Inuyasha! response:	I gave up everything in order to posses the Sacred Jewel!
context: This power...\Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel! response:	Wait, Tsubaki! Wait!
context: Why, half-demon!\Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait! response:	No, Master!
context: Why do you not give yourself up to the Power?\Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master! response:	I am not satisfied!
context: Because you make the Sacred Jewel filthy!\Which Kikyo never did!\How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master!\I am not satisfied! response:	Why did you entrust the Sacred Jewel to Kikyo and not me?!
context: Which Kikyo never did!\How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?! response:	Well...
context: How dare you!\Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well... response:	Why can't it be me?
context: Inuyasha!\I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me? response:	Tsubaki!
context: I gave up everything in order to posses the Sacred Jewel!\Wait, Tsubaki! Wait!\No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me?\Tsubaki! response:	I, Tsubaki, will not take second place to Kikyo!
context: Wait, Tsubaki! Wait!\No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo! response:	Know the wrath of my power!
context: No, Master!\I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power! response:	This is bad!
context: I am not satisfied!\Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad! response:	Inuyasha!
context: Why did you entrust the Sacred Jewel to Kikyo and not me?!\Well...\Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad!\Inuyasha! response:	You're too easy!
context: Well...\Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad!\Inuyasha!\You're too easy! response:	That miasma will be your downfall!
context: Why can't it be me?\Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad!\Inuyasha!\You're too easy!\That miasma will be your downfall! response:	Take this! Backlash Wave!
context: Tsubaki!\I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad!\Inuyasha!\You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave! response:	The demon!?
context: I, Tsubaki, will not take second place to Kikyo!\Know the wrath of my power!\This is bad!\Inuyasha!\You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave!\The demon!? response:	The demon is disappearing!
context: Know the wrath of my power!\This is bad!\Inuyasha!\You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave!\The demon!?\The demon is disappearing! response:	Why?!
context: This is bad!\Inuyasha!\You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave!\The demon!?\The demon is disappearing!\Why?! response:	Not yet!
context: Inuyasha!\You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave!\The demon!?\The demon is disappearing!\Why?!\Not yet! response:	As long as I possess the Sacred Jewel!
context: You're too easy!\That miasma will be your downfall!\Take this! Backlash Wave!\The demon!?\The demon is disappearing!\Why?!\Not yet!\As long as I possess the Sacred Jewel! response:	My Sacred Jewel!
context: That miasma will be your downfall!\Take this! Backlash Wave!\The demon!?\The demon is disappearing!\Why?!\Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel! response:	You won't get away!
context: Take this! Backlash Wave!\The demon!?\The demon is disappearing!\Why?!\Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away! response:	Why, you! Hold it!
context: The demon!?\The demon is disappearing!\Why?!\Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away!\Why, you! Hold it! response:	So long.
context: The demon is disappearing!\Why?!\Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away!\Why, you! Hold it!\So long. response:	Damn!
context: Why?!\Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away!\Why, you! Hold it!\So long.\Damn! response:	Damn it!
context: Not yet!\As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away!\Why, you! Hold it!\So long.\Damn!\Damn it! response:	My youth is being sucked out of me.
context: As long as I possess the Sacred Jewel!\My Sacred Jewel!\You won't get away!\Why, you! Hold it!\So long.\Damn!\Damn it!\My youth is being sucked out of me. response:	I can't hang on to my youth!
context: My Sacred Jewel!\You won't get away!\Why, you! Hold it!\So long.\Damn!\Damn it!\My youth is being sucked out of me.\I can't hang on to my youth! response:	She aged so suddenly.
context: You won't get away!\Why, you! Hold it!\So long.\Damn!\Damn it!\My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly. response:	Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.
context: Why, you! Hold it!\So long.\Damn!\Damn it!\My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel. response:	She has no choice but to go back to her original form.
context: So long.\Damn!\Damn it!\My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form. response:	Oh, where did I go wrong?
context: Damn!\Damn it!\My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong? response:	Was it that half-demon?
context: Damn it!\My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon? response:	Or that Kagome?
context: My youth is being sucked out of me.\I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome? response:	Or was it because I accepted Naraku's offer?
context: I can't hang on to my youth!\She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer? response:	Where did I?
context: She aged so suddenly.\Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I? response:	Tsubaki!
context: Tsubaki has lost the demon powers as well as the power of the Sacred Jewel.\She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki! response:	I will not take second place to Kikyo!
context: She has no choice but to go back to her original form.\Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki!\I will not take second place to Kikyo! response:	I should have the Sacred Jewel, not Kikyo!
context: Oh, where did I go wrong?\Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo! response:	I, Tsubaki!
context: Was it that half-demon?\Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki! response:	I, Tsubaki, am the ultimate priestess!
context: Or that Kagome?\Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess! response:	It's the end of the Dark Priestess.
context: Or was it because I accepted Naraku's offer?\Where did I?\Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess. response:	Tsubaki...
context: Where did I?\Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki... response:	Please forgive us for our errors.
context: Tsubaki!\I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors. response:	Don't worry about it. It wasn't your fault.
context: I will not take second place to Kikyo!\I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault. response:	So then...
context: I should have the Sacred Jewel, not Kikyo!\I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then... response:	Take care, Shippo.
context: I, Tsubaki!\I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo. response:	You, too.
context: I, Tsubaki, am the ultimate priestess!\It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo.\You, too. response:	It turns out that we were victims of Naraku's treachery.
context: It's the end of the Dark Priestess.\Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery. response:	Who?
context: Tsubaki...\Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery.\Who? response:	Tsubaki as well as us.
context: Please forgive us for our errors.\Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us. response:	And the Sacred Jewel is still in Naraku's hands.
context: Don't worry about it. It wasn't your fault.\So then...\Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands. response:	I'll get it back without fail!
context: So then...\Take care, Shippo.\You, too.\It turns out that we were victims of Naraku's treachery.\Who?\Tsubaki as well as us.\And the Sacred Jewel is still in Naraku's hands.\I'll get it back without fail! response:	Yes, you're right, Inuyasha.
