context: The Third Plate response:	Twelve
context: I-I don't know either!\Then let's have them judge.\This works out perfectly.\Well, we'll be counting on you guys.\W-Wait a second, Yukihira.\There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central. response:	But you know there's no way that I could back down after what he said.
context: Then let's have them judge.\This works out perfectly.\Well, we'll be counting on you guys.\W-Wait a second, Yukihira.\There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said. response:	Hmm, but I guess Central's long-term goal...
context: This works out perfectly.\Well, we'll be counting on you guys.\W-Wait a second, Yukihira.\There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal... response:	is to shut down all the restaurants in Japan.
context: Well, we'll be counting on you guys.\W-Wait a second, Yukihira.\There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan. response:	We have to settle things right here, right now.
context: W-Wait a second, Yukihira.\There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now. response:	Soma-kun...
context: There's no way that we can accept that offer so easily.\Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun... response:	Very well.
context: Huh? Why?\Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun...\Very well. response:	If you insist, I will be the judge.
context: Depending on how we judge this, you might end up in Central.\But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun...\Very well.\If you insist, I will be the judge. response:	Yukihira-kun, serve us your dish.
context: But you know there's no way that I could back down after what he said.\Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun...\Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish. response:	Got it.
context: Hmm, but I guess Central's long-term goal...\is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun...\Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it. response:	Erina-sama...
context: is to shut down all the restaurants in Japan.\We have to settle things right here, right now.\Soma-kun...\Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it.\Erina-sama... response:	You two should also honestly judge the dishes.
context: We have to settle things right here, right now.\Soma-kun...\Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it.\Erina-sama...\You two should also honestly judge the dishes. response:	First, the aroma.
context: Soma-kun...\Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it.\Erina-sama...\You two should also honestly judge the dishes.\First, the aroma. response:	It's very rich because of the charcoal, but...
context: Very well.\If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it.\Erina-sama...\You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but... response:	Th-This is...
context: If you insist, I will be the judge.\Yukihira-kun, serve us your dish.\Got it.\Erina-sama...\You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but...\Th-This is... response:	Such a plump, fun texture.
context: Yukihira-kun, serve us your dish.\Got it.\Erina-sama...\You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture. response:	The mildly sweet aroma from the chestnuts...
context: Got it.\Erina-sama...\You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts... response:	That flavor, combined with the charcoal-grilled venison,
context: Erina-sama...\You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison, response:	is further bringing out the juiciness of the meat.
context: You two should also honestly judge the dishes.\First, the aroma.\It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat. response:	This couldn't have been done with normal chestnuts.
context: First, the aroma.\It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts. response:	This was only capable because they were sweet chestnuts.
context: It's very rich because of the charcoal, but...\Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts. response:	You even chopped up the chestnuts and put them in the sauce, too.
context: Th-This is...\Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too. response:	Yup.
context: Such a plump, fun texture.\The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup. response:	Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.
context: The mildly sweet aroma from the chestnuts...\That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer. response:	I call it Yukihira-style chestnut sauce.
context: That flavor, combined with the charcoal-grilled venison,\is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce. response:	I see.
context: is further bringing out the juiciness of the meat.\This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see. response:	You've managed to spread the sweetness throughout the venison.
context: This couldn't have been done with normal chestnuts.\This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison. response:	What a surprise. But why?
context: This was only capable because they were sweet chestnuts.\You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why? response:	The aroma from charcoal usually doesn't pair well with French cuisine,
context: You even chopped up the chestnuts and put them in the sauce, too.\Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine, response:	but somehow, it works in this dish.
context: Yup.\Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish. response:	Is there some other secret?
context: Fond de veau, cinnamon sticks, orange zest, and minced chestnuts set to a simmer.\I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret? response:	It's coffee.
context: I call it Yukihira-style chestnut sauce.\I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret?\It's coffee. response:	What? Coffee?
context: I see.\You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret?\It's coffee.\What? Coffee? response:	That's right. I'd expect nothing less from your God Tongue.
context: You've managed to spread the sweetness throughout the venison.\What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret?\It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue. response:	I learned this at Master Shinomiya's place...
context: What a surprise. But why?\The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret?\It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place... response:	That cacao and wild game go really well together.
context: The aroma from charcoal usually doesn't pair well with French cuisine,\but somehow, it works in this dish.\Is there some other secret?\It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together. response:	To be honest, I don't have much experience using cacao,
context: but somehow, it works in this dish.\Is there some other secret?\It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao, response:	so I used instant coffee.
context: Is there some other secret?\It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee. response:	The bitterness is similar to cacao and works perfectly with wild game,
context: It's coffee.\What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game, response:	and its deep, astringent flavor is perfect for a French sauce.
context: What? Coffee?\That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce. response:	That's why I used it as a secret ingredient.
context: That's right. I'd expect nothing less from your God Tongue.\I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient. response:	Charcoal-Grilled Venison Thigh with Chestnut Sauce.
context: I learned this at Master Shinomiya's place...\That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce. response:	Main ingredient, sauce, and garnishes.
context: That cacao and wild game go really well together.\To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes. response:	A main course in French cuisine must balance those three things in perfect harmony.
context: To be honest, I don't have much experience using cacao,\so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony. response:	This dish is eccentric.
context: so I used instant coffee.\The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric. response:	It's far too eccentric, but there can be no doubt that it's a French dish.
context: The bitterness is similar to cacao and works perfectly with wild game,\and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish. response:	I hate to admit it, but it's almost as though it's shelling away my common sense!
context: and its deep, astringent flavor is perfect for a French sauce.\That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense! response:	H-Hmph.
context: That's why I used it as a secret ingredient.\Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph. response:	I guess I can say that for Yukihira-kun,
context: Charcoal-Grilled Venison Thigh with Chestnut Sauce.\Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun, response:	this dish covers all the aspects needed for it to be considered French cuisine.
context: Main ingredient, sauce, and garnishes.\A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine. response:	For Erina-sama to say this much...
context: A main course in French cuisine must balance those three things in perfect harmony.\This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much... response:	But what about Tsukasa-senpai?
context: This dish is eccentric.\It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai? response:	What's your move, Tsukasa Eishi?
context: It's far too eccentric, but there can be no doubt that it's a French dish.\I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi? response:	Oh, right!
context: I hate to admit it, but it's almost as though it's shelling away my common sense!\H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right! response:	I'm supposed to present my dish, too!
context: H-Hmph.\I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too! response:	I-It'll just be a little longer.
context: I guess I can say that for Yukihira-kun,\this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer. response:	I hope you like it.
context: this dish covers all the aspects needed for it to be considered French cuisine.\For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it. response:	I call it Two Faces of Roast Venison.
context: For Erina-sama to say this much...\But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison. response:	The surface of each slice is a perfect rose red.
context: But what about Tsukasa-senpai?\What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red. response:	It's as though the meat itself is gleaming.
context: What's your move, Tsukasa Eishi?\Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming. response:	I can slice through it just with the weight of the knife alone.
context: Oh, right!\I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone. response:	Harmony...
context: I'm supposed to present my dish, too!\I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony... response:	Harmony...
context: I-It'll just be a little longer.\I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony...\Harmony... response:	Pure, tranquil...
context: I hope you like it.\I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony...\Harmony...\Pure, tranquil... response:	The red meat is so fragrant, yet tastes so light,
context: I call it Two Faces of Roast Venison.\The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony...\Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light, response:	and savory juices are burst from it without any gamy taste at all.
context: The surface of each slice is a perfect rose red.\It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony...\Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all. response:	Is this what came from all that love and care he put in heating it?
context: It's as though the meat itself is gleaming.\I can slice through it just with the weight of the knife alone.\Harmony...\Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it? response:	And what's more frightening are these two sauces...
context: I can slice through it just with the weight of the knife alone.\Harmony...\Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces... response:	What the heck?
context: Harmony...\Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck? response:	What's going on with these unbelievable sauces?
context: Harmony...\Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces? response:	On the right, we have sauce poivrade.
context: Pure, tranquil...\The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade. response:	It's a sauce made from venison stock
context: The red meat is so fragrant, yet tastes so light,\and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock response:	and has a rough bite, but a lingering and clear aftertaste.
context: and savory juices are burst from it without any gamy taste at all.\Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste. response:	Then I added various berries to that sauce
context: Is this what came from all that love and care he put in heating it?\And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce response:	to give it some tangy and refreshing sweetness on the left.
context: And what's more frightening are these two sauces...\What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left. response:	Sauce poivrade au baie.
context: What the heck?\What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie. response:	Poivrade comes from the French word poivre, which means pepper.
context: What's going on with these unbelievable sauces?\On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper. response:	The slight bite from the peppercorn in this sauce
context: On the right, we have sauce poivrade.\It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce response:	helps bring balance to the mild and light venison's weighty volume.
context: It's a sauce made from venison stock\and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume. response:	The berries I used are...
context: and has a rough bite, but a lingering and clear aftertaste.\Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are... response:	Blueberries, red currants, blackberries...
context: Then I added various berries to that sauce\to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries... response:	As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.
context: to give it some tangy and refreshing sweetness on the left.\Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam. response:	That's amazing! You managed to guess all of them.
context: Sauce poivrade au baie.\Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them. response:	I guess that's not surprising, since it's you.
context: Poivrade comes from the French word poivre, which means pepper.\The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you. response:	But this isn't as simple as it sounds.
context: The slight bite from the peppercorn in this sauce\helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds. response:	All of the berries used in this sauce were combined with precision.
context: helps bring balance to the mild and light venison's weighty volume.\The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision. response:	That's why it has such a rich and complex flavor.
context: The berries I used are...\Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor. response:	Even the slightest mistake, and the flavor could have been muddled or overly bitter.
context: Blueberries, red currants, blackberries...\As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter. response:	It's like walking on a tightrope.
context: As well as cassis liqueur, red wine, blackberry vinegar, and raspberry jam.\That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope. response:	It wouldn't be possible to make without knowing
context: That's amazing! You managed to guess all of them.\I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing response:	every detail about each component and how they all pair with each other.
context: I guess that's not surprising, since it's you.\But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other. response:	It wouldn't be possible unless it was Tsukasa Eishi.
context: But this isn't as simple as it sounds.\All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi. response:	This dish is a superhuman feat.
context: All of the berries used in this sauce were combined with precision.\That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat. response:	With the two different kinds of aromatic sauces,
context: That's why it has such a rich and complex flavor.\Even the slightest mistake, and the flavor could have been muddled or overly bitter.\It's like walking on a tightrope.\It wouldn't be possible to make without knowing\every detail about each component and how they all pair with each other.\It wouldn't be possible unless it was Tsukasa Eishi.\This dish is a superhuman feat.\With the two different kinds of aromatic sauces, response:	he was able to express the venison's delicate elegance and untamed wildness.
