context: Impudence! How dare you try to trespass into the Crown Prince's chambers? response:	Let me see His Highness! My lady is about to give birth!
context: She actually gave birth to a prince?\Yes, Your Highness.\The mortal sure has a lucky life to give birth to a prince on her first pregnancy.\Now she will be able to rely on her precious son.\In the future, they are certain to be obstacles for Your Highness.\Why?\Why would she have such a good life?\She is merely a mortal. response:	She married the one I couldn't marry.
context: Yes, Your Highness.\The mortal sure has a lucky life to give birth to a prince on her first pregnancy.\Now she will be able to rely on her precious son.\In the future, they are certain to be obstacles for Your Highness.\Why?\Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry. response:	Her first child...
context: The mortal sure has a lucky life to give birth to a prince on her first pregnancy.\Now she will be able to rely on her precious son.\In the future, they are certain to be obstacles for Your Highness.\Why?\Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry.\Her first child... response:	is a prince!
context: Now she will be able to rely on her precious son.\In the future, they are certain to be obstacles for Your Highness.\Why?\Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry.\Her first child...\is a prince! response:	Xin Nu, tell me why! Why would she have such a lucky life?
context: In the future, they are certain to be obstacles for Your Highness.\Why?\Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry.\Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life? response:	I am a princess of the Celestial Tribe, a child of a meritorious subject!
context: Why?\Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry.\Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject! response:	How am I inferior to her? In what way am I incomparable to her?
context: Why would she have such a good life?\She is merely a mortal.\She married the one I couldn't marry.\Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her? response:	Your Highness, please don't be like this.
context: She is merely a mortal.\She married the one I couldn't marry.\Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this. response:	I know you are heartbroken, but do not panic.
context: She married the one I couldn't marry.\Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic. response:	Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?
context: Her first child...\is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince? response:	Once you are married into Xiwu Palace
context: is a prince!\Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace response:	would you still need to fear that you won't have a child with the Crown Prince?
context: Xin Nu, tell me why! Why would she have such a lucky life?\I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince? response:	No matter what, Crown Prince is a man.
context: I am a princess of the Celestial Tribe, a child of a meritorious subject!\How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man. response:	You will be his side consort in the future.
context: How am I inferior to her? In what way am I incomparable to her?\Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future. response:	As time passes
context: Your Highness, please don't be like this.\I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes response:	the Crown Prince will surely understand your deep affections for him.
context: I know you are heartbroken, but do not panic.\Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him. response:	I can't accept this.
context: Hasn't Heavenly Lord already bestowed you in marriage to the Crown Prince?\Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this. response:	I don't deserve this.
context: Once you are married into Xiwu Palace\would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this. response:	I grew up with Ye Hua.
context: would you still need to fear that you won't have a child with the Crown Prince?\No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this.\I grew up with Ye Hua. response:	He has always been the only one in my heart!
context: No matter what, Crown Prince is a man.\You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart! response:	Why?
context: You will be his side consort in the future.\As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart!\Why? response:	Why was she allowed to claim him first?
context: As time passes\the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart!\Why?\Why was she allowed to claim him first? response:	Last night, you maids took advantage of the fact that His Highness wasn't present
context: the Crown Prince will surely understand your deep affections for him.\I can't accept this.\I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart!\Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present response:	and denied entry to one from Xiwu Palace
context: I can't accept this.\I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart!\Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace response:	nearly causing Her Highness, Su Su, and the young prince to be in danger.
context: I don't deserve this.\I grew up with Ye Hua.\He has always been the only one in my heart!\Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger. response:	His Highness is merciful, and won't sentence you to death
context: I grew up with Ye Hua.\He has always been the only one in my heart!\Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death response:	but punishment is inevitable.
context: He has always been the only one in my heart!\Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable. response:	Go accept your punishment today
context: Why?\Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today response:	and experience the hardships of the mortal realm for a hundred years.
context: Why was she allowed to claim him first?\Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years. response:	Yes. Thank you, Your Highness, for sparing my life.
context: Last night, you maids took advantage of the fact that His Highness wasn't present\and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life. response:	I believe it must have a very beautiful color.
context: and denied entry to one from Xiwu Palace\nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color. response:	It is a plain color you like.
context: nearly causing Her Highness, Su Su, and the young prince to be in danger.\His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like. response:	However, when the time comes, the wedding outfit can't remain with you.
context: His Highness is merciful, and won't sentence you to death\but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you. response:	Wedding outfit?
context: but punishment is inevitable.\Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit? response:	Didn't I say before that I would marry you?
context: Go accept your punishment today\and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you? response:	Your Highness.
context: and experience the hardships of the mortal realm for a hundred years.\Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you?\Your Highness. response:	Crown Prince.
context: Yes. Thank you, Your Highness, for sparing my life.\I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you?\Your Highness.\Crown Prince. response:	I'll be going now.
context: I believe it must have a very beautiful color.\It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you?\Your Highness.\Crown Prince.\I'll be going now. response:	Your Highness, were these all bestowed by the Crown Prince?
context: It is a plain color you like.\However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you?\Your Highness.\Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince? response:	As expected, it is true.
context: However, when the time comes, the wedding outfit can't remain with you.\Wedding outfit?\Didn't I say before that I would marry you?\Your Highness.\Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true. response:	Your Highness, everybody in Xiwu Palace is saying
context: Wedding outfit?\Didn't I say before that I would marry you?\Your Highness.\Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying response:	the Crown Prince will be marrying you soon.
context: Didn't I say before that I would marry you?\Your Highness.\Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon. response:	Your Highness, are you not delighted?
context: Your Highness.\Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted? response:	His Highness marrying me now is merely out of pity for me.
context: Crown Prince.\I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me. response:	Your Highness, don't think such nonsense.
context: I'll be going now.\Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense. response:	I am jesting.
context: Your Highness, were these all bestowed by the Crown Prince?\As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting. response:	Help me put away these clothes.
context: As expected, it is true.\Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes. response:	Nai Nai, walk with me to Zhuxian Terrace.
context: Your Highness, everybody in Xiwu Palace is saying\the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace. response:	Your Highness, how come you have been going to Zhuxian Terrace so often lately?
context: the Crown Prince will be marrying you soon.\Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately? response:	It is... an inauspicious place.
context: Your Highness, are you not delighted?\His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place. response:	I want to smell the fragrance of flowers along the way.
context: His Highness marrying me now is merely out of pity for me.\Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way. response:	No need to hold on to me. I can't rely on you all the time.
context: Your Highness, don't think such nonsense.\I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time. response:	Were we taking this same path yesterday?
context: I am jesting.\Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday? response:	Yes, Your Highness.
context: Help me put away these clothes.\Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness. response:	This is the shortest path from Xiwu Palace to Zhuxian Terrace.
context: Nai Nai, walk with me to Zhuxian Terrace.\Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace. response:	The fragrance of the flowers here is most comforting.
context: Your Highness, how come you have been going to Zhuxian Terrace so often lately?\It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting. response:	From now on, I'll walk here by myself.
context: It is... an inauspicious place.\I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself. response:	You can just follow behind me.
context: I want to smell the fragrance of flowers along the way.\No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me. response:	Taking care of the young prince is tiring enough for you.
context: No need to hold on to me. I can't rely on you all the time.\Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you. response:	I can come out for a walk by myself once in a while.
context: Were we taking this same path yesterday?\Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while. response:	All right, Your Highness.
context: Yes, Your Highness.\This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness. response:	Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.
context: This is the shortest path from Xiwu Palace to Zhuxian Terrace.\The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth. response:	Your Highness has also given birth to Crown Prince's first son.
context: The fragrance of the flowers here is most comforting.\From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son. response:	Your Highness can now go wherever you wish in the Celestial Palace.
context: From now on, I'll walk here by myself.\You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace. response:	Is that so?
context: You can just follow behind me.\Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so? response:	Nai Nai.
context: Taking care of the young prince is tiring enough for you.\I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai. response:	What orders do you have, Your Highness?
context: I can come out for a walk by myself once in a while.\All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai.\What orders do you have, Your Highness? response:	Has Ye Hua chosen a name for the young prince yet?
context: All right, Your Highness.\Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet? response:	No.
context: Crown Prince has lifted the restrictions on the Hall of Beautiful Youth.\Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No. response:	I've asked His Highness.
context: Your Highness has also given birth to Crown Prince's first son.\Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness. response:	He said the young prince is to be named by Your Highness.
context: Your Highness can now go wherever you wish in the Celestial Palace.\Is that so?\Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness.\He said the young prince is to be named by Your Highness. response:	I want to call him A-Li. Is this a good name?
context: Is that so?\Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name? response:	It does sound nice
context: Nai Nai.\What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice response:	but which Li is Your Highness speaking of?
context: What orders do you have, Your Highness?\Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of? response:	The li of separation.
context: Has Ye Hua chosen a name for the young prince yet?\No.\I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of?\The li of separation. response:	That's... That doesn't seem very propitious.
context: No.\I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious. response:	Didn't you say I am in favor now?
context: I've asked His Highness.\He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now? response:	I want to call him A-Li. Is that not allowed?
context: He said the young prince is to be named by Your Highness.\I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed? response:	I have made an indiscreet remark.
context: I want to call him A-Li. Is this a good name?\It does sound nice\but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark. response:	Nai Nai, ever since I lost my eyes
context: It does sound nice\but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes response:	my mood has constantly been unstable.
context: but which Li is Your Highness speaking of?\The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable. response:	If I cause you discomfort, do not take it to heart.
context: The li of separation.\That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart. response:	I know most clearly the suffering you have endured.
context: That's... That doesn't seem very propitious.\Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured. response:	Why would I blame Your Highness?
context: Didn't you say I am in favor now?\I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness? response:	Good.
context: I want to call him A-Li. Is that not allowed?\I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good. response:	Follow me. I want to walk to Zhuxian Terrace by myself.
context: I have made an indiscreet remark.\Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself. response:	Yes.
context: Nai Nai, ever since I lost my eyes\my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes. response:	Zhe Yan?
context: my mood has constantly been unstable.\If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan? response:	He isn't... here to talk me back, is he?
context: If I cause you discomfort, do not take it to heart.\I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan?\He isn't... here to talk me back, is he? response:	Thank you.
context: I know most clearly the suffering you have endured.\Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan?\He isn't... here to talk me back, is he?\Thank you. response:	You are too polite.
context: Why would I blame Your Highness?\Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan?\He isn't... here to talk me back, is he?\Thank you.\You are too polite. response:	Have you come to ask about the sealing of Qing Cang?
context: Good.\Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan?\He isn't... here to talk me back, is he?\Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang? response:	Bai Qian of Qing Qiu sealed Qing Cang.
context: Follow me. I want to walk to Zhuxian Terrace by myself.\Yes.\Zhe Yan?\He isn't... here to talk me back, is he?\Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang. response:	You are so close with Qing Qiu.
context: Yes.\Zhe Yan?\He isn't... here to talk me back, is he?\Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu. response:	Why have you ignored what is close at hand and come instead to me?
context: Zhe Yan?\He isn't... here to talk me back, is he?\Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me? response:	Would it be possible for... this lady to step out?
context: He isn't... here to talk me back, is he?\Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out? response:	I have been impolite.
context: Thank you.\You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite. response:	Which palace is she from
context: You are too polite.\Have you come to ask about the sealing of Qing Cang?\Bai Qian of Qing Qiu sealed Qing Cang.\You are so close with Qing Qiu.\Why have you ignored what is close at hand and come instead to me?\Would it be possible for... this lady to step out?\I have been impolite.\Which palace is she from response:	for her to not step out even when Dijun discuss matters with someone?
