context: Where are you going? response:	To school.
context: But someday I will surpass you!\This... This is it!\Friendship and rivalry! Too-pure-pure-boy!\Takako, your nosebleed.\Well then, a boss fight?\Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups. response:	The basement there is used as a storehouse for the Arts Club.
context: This... This is it!\Friendship and rivalry! Too-pure-pure-boy!\Takako, your nosebleed.\Well then, a boss fight?\Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club. response:	It's been deserted for years, so I'd like to tidy it up before I step down.
context: Friendship and rivalry! Too-pure-pure-boy!\Takako, your nosebleed.\Well then, a boss fight?\Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down. response:	Fortunately, we have male helpers this year.
context: Takako, your nosebleed.\Well then, a boss fight?\Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year. response:	Old building for hobby groups... you don't mean that one, do you?
context: Well then, a boss fight?\Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you? response:	Oh sheesh, you know already.
context: Yeah, as they say, youngsters need a trial.\Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already. response:	What do you mean, that?
context: Tidy the storehouse?\Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that? response:	This...
context: Right. In the northwest of the school compounds, there's an old building for hobby groups.\The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that?\This... response:	I'll pass! Definitely a pass!
context: The basement there is used as a storehouse for the Arts Club.\It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that?\This...\I'll pass! Definitely a pass! response:	Oh? Mikuriya, you're afraid of ghosts?
context: It's been deserted for years, so I'd like to tidy it up before I step down.\Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that?\This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts? response:	No, it's actually the opposite.
context: Fortunately, we have male helpers this year.\Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that?\This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite. response:	He's really good with ghosts.
context: Old building for hobby groups... you don't mean that one, do you?\Oh sheesh, you know already.\What do you mean, that?\This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts. response:	I don't want to go!
context: Oh sheesh, you know already.\What do you mean, that?\This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts.\I don't want to go! response:	It's not like I can do anything even if I can see them!
context: What do you mean, that?\This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them! response:	We keep going to temples and such during field trips, right?
context: This...\I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right? response:	It's not fun at all! It's not fun at all!
context: I'll pass! Definitely a pass!\Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all! response:	Something amazing will happen if you tell him ghost stories.
context: Oh? Mikuriya, you're afraid of ghosts?\No, it's actually the opposite.\He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories. response:	It's no joke.
context: No, it's actually the opposite.\He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke. response:	Oh my.
context: He's really good with ghosts.\I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my. response:	I never thought we'd have this kind of talent.
context: I don't want to go!\It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my.\I never thought we'd have this kind of talent. response:	I've always wanted to ask you something, Jin.
context: It's not like I can do anything even if I can see them!\We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin. response:	What will happen if a ghost meets a netted door?
context: We keep going to temples and such during field trips, right?\It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door? response:	Netted door?
context: It's not fun at all! It's not fun at all!\Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door? response:	Can it pass through?
context: Something amazing will happen if you tell him ghost stories.\It's no joke.\Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door?\Can it pass through? response:	Wow...
context: It's no joke.\Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door?\Can it pass through?\Wow... response:	Wonderful.
context: Oh my.\I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door?\Can it pass through?\Wow...\Wonderful. response:	This is the first time I'm seeing it up close.
context: I never thought we'd have this kind of talent.\I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door?\Can it pass through?\Wow...\Wonderful.\This is the first time I'm seeing it up close. response:	I usually won't come here.
context: I've always wanted to ask you something, Jin.\What will happen if a ghost meets a netted door?\Netted door?\Can it pass through?\Wow...\Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here. response:	I can't look straight and walk. Somebody, guide me.
context: What will happen if a ghost meets a netted door?\Netted door?\Can it pass through?\Wow...\Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me. response:	Why are you bringing me along?
context: Netted door?\Can it pass through?\Wow...\Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along? response:	Anyway, let's go inside first.
context: Can it pass through?\Wow...\Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first. response:	Today we'll just look around.
context: Wow...\Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around. response:	If we don't see what's inside, we won't know how many helpers we'll need.
context: Wonderful.\This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need. response:	I'm sorry, I'm really sorry.
context: This is the first time I'm seeing it up close.\I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry. response:	I was born like this.
context: I usually won't come here.\I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this. response:	I'm really sorry.
context: I can't look straight and walk. Somebody, guide me.\Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry. response:	Jin... It's hard to walk.
context: Why are you bringing me along?\Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry.\Jin... It's hard to walk. response:	Akiba-kun, you look relaxed.
context: Anyway, let's go inside first.\Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed. response:	I don't believe in ghosts.
context: Today we'll just look around.\If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts. response:	This place's got the atmosphere. A single naked light bulb?
context: If we don't see what's inside, we won't know how many helpers we'll need.\I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb? response:	Alright, let's move those obstructions so that we can carry stuff easily.
context: I'm sorry, I'm really sorry.\I was born like this.\I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily. response:	Daitetsu, your back is so big.
context: I was born like this.\I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big. response:	What did you come here for?
context: I'm really sorry.\Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for? response:	Look, this is just a musty storehouse.
context: Jin... It's hard to walk.\Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse. response:	The ghost thing is just a rumor.
context: Akiba-kun, you look relaxed.\I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor. response:	Is it okay?
context: I don't believe in ghosts.\This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay? response:	There's even a storage under the floor.
context: This place's got the atmosphere. A single naked light bulb?\Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor. response:	This will take more work than expected.
context: Alright, let's move those obstructions so that we can carry stuff easily.\Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor.\This will take more work than expected. response:	You know...
context: Daitetsu, your back is so big.\What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor.\This will take more work than expected.\You know... response:	I heard this from Senpai just now...
context: What did you come here for?\Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor.\This will take more work than expected.\You know...\I heard this from Senpai just now... response:	It's true that there was an accident here.
context: Look, this is just a musty storehouse.\The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor.\This will take more work than expected.\You know...\I heard this from Senpai just now...\It's true that there was an accident here. response:	It's real. A student fell down from a ladder and died.
context: The ghost thing is just a rumor.\Is it okay?\There's even a storage under the floor.\This will take more work than expected.\You know...\I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died. response:	There happened to be a sharp pole right below.
context: Is it okay?\There's even a storage under the floor.\This will take more work than expected.\You know...\I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below. response:	He was impaled, but he remained conscious for a short while.
context: There's even a storage under the floor.\This will take more work than expected.\You know...\I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while. response:	He cried for help, but nobody came.
context: This will take more work than expected.\You know...\I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came. response:	Around him, a sea of blood.
context: You know...\I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood. response:	In the meantime, he bled until he lost all his strength...
context: I heard this from Senpai just now...\It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength... response:	But that student has not realized that he's dead...
context: It's true that there was an accident here.\It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead... response:	Even now, you can still hear him calling for help...
context: It's real. A student fell down from a ladder and died.\There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help... response:	Liar! You see, there's no ladder around here!
context: There happened to be a sharp pole right below.\He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here! response:	But...
context: He was impaled, but he remained conscious for a short while.\He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But... response:	Isn't the ladder here?
context: He cried for help, but nobody came.\Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But...\Isn't the ladder here? response:	So, have you tidied up the place?
context: Around him, a sea of blood.\In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But...\Isn't the ladder here?\So, have you tidied up the place? response:	But I'm telling the truth!
context: In the meantime, he bled until he lost all his strength...\But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But...\Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth! response:	I really heard something!
context: But that student has not realized that he's dead...\Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But...\Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth!\I really heard something! response:	You're so useless. You should find the cause of that.
context: Even now, you can still hear him calling for help...\Liar! You see, there's no ladder around here!\But...\Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that. response:	Are you a beast?!
context: Liar! You see, there's no ladder around here!\But...\Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?! response:	Let's look at this shop's specialty: the crab ice-cream!
context: But...\Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream! response:	Its sale is limited to fifty per day, so it'll be sold out in a jiffy!
context: Isn't the ladder here?\So, have you tidied up the place?\But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy! response:	Could that be an impurity?
context: So, have you tidied up the place?\But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity? response:	Should I tell Nagi?
context: But I'm telling the truth!\I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi? response:	What do I do? Because if I tell her...
context: I really heard something!\You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her... response:	I want to go to the school too!
context: You're so useless. You should find the cause of that.\Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too! response:	She'll definitely say that!
context: Are you a beast?!\Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that! response:	What's the matter, Jin?
context: Let's look at this shop's specialty: the crab ice-cream!\Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that!\What's the matter, Jin? response:	You look down.
context: Its sale is limited to fifty per day, so it'll be sold out in a jiffy!\Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that!\What's the matter, Jin?\You look down. response:	What?
context: Could that be an impurity?\Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that!\What's the matter, Jin?\You look down.\What? response:	Nothing!
context: Should I tell Nagi?\What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that!\What's the matter, Jin?\You look down.\What?\Nothing! response:	Are you troubled over something?
context: What do I do? Because if I tell her...\I want to go to the school too!\She'll definitely say that!\What's the matter, Jin?\You look down.\What?\Nothing!\Are you troubled over something? response:	No, it's really nothing.
context: I want to go to the school too!\She'll definitely say that!\What's the matter, Jin?\You look down.\What?\Nothing!\Are you troubled over something?\No, it's really nothing. response:	This worry has nothing to do with you at all.
context: She'll definitely say that!\What's the matter, Jin?\You look down.\What?\Nothing!\Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all. response:	Is that so?
context: What's the matter, Jin?\You look down.\What?\Nothing!\Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all.\Is that so? response:	I tried doing it one more time, but it still stinks.
context: You look down.\What?\Nothing!\Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks. response:	Can I hold an impurity in my hand and bring it home?
context: What?\Nothing!\Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home? response:	How about putting it in a bottle... That won't work.
context: Nothing!\Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work. response:	But I still can't be sure it was caused by an impurity...
context: Are you troubled over something?\No, it's really nothing.\This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity... response:	Mikuriya!
context: No, it's really nothing.\This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya! response:	Mikuriya!
context: This worry has nothing to do with you at all.\Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya! response:	Sorry. My emotions got the better of me.
context: Is that so?\I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me. response:	What kind of monster are you?
context: I tried doing it one more time, but it still stinks.\Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you? response:	You're not satisfied with a pretty childhood friend?
context: Can I hold an impurity in my hand and bring it home?\How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend? response:	Huh?
context: How about putting it in a bottle... That won't work.\But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh? response:	I'm convinced now.
context: But I still can't be sure it was caused by an impurity...\Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now. response:	If this world is a comic, you are the main character.
context: Mikuriya!\Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now.\If this world is a comic, you are the main character. response:	Shall I carry your bag for you?
context: Mikuriya!\Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you? response:	Thanks, but it's all right.
context: Sorry. My emotions got the better of me.\What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right. response:	That side is the courtyard, and if you go this way, there's a stadium.
context: What kind of monster are you?\You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium. response:	This is such a lively place.
context: You're not satisfied with a pretty childhood friend?\Huh?\I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place. response:	She's such a beauty!
context: Huh?\I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty! response:	Her head is so small! Her legs are long! Her hair is so silky!
context: I'm convinced now.\If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky! response:	Do we have such a beauty in our school?
context: If this world is a comic, you are the main character.\Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school? response:	Isn't she a transfer student?
context: Shall I carry your bag for you?\Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student? response:	At this time of semester?
context: Thanks, but it's all right.\That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester? response:	Jin-kun!
context: That side is the courtyard, and if you go this way, there's a stadium.\This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester?\Jin-kun! response:	Jin-kun!
context: This is such a lively place.\She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester?\Jin-kun!\Jin-kun! response:	He dodged!
context: She's such a beauty!\Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester?\Jin-kun!\Jin-kun!\He dodged! response:	He dodged the hug!
context: Her head is so small! Her legs are long! Her hair is so silky!\Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester?\Jin-kun!\Jin-kun!\He dodged!\He dodged the hug! response:	Isn't he the guy that Nagi-san was looking for?
context: Do we have such a beauty in our school?\Isn't she a transfer student?\At this time of semester?\Jin-kun!\Jin-kun!\He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for? response:	You're so mean, Jin-kun!
context: Isn't she a transfer student?\At this time of semester?\Jin-kun!\Jin-kun!\He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun! response:	Why?
context: At this time of semester?\Jin-kun!\Jin-kun!\He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why? response:	Don't why me. In any case, your character is gross, so stop it.
context: Jin-kun!\Jin-kun!\He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it. response:	Did he just say gross?
context: Jin-kun!\He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross? response:	This guy is impossible.
context: He dodged!\He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible. response:	He has two ahoge, so he's an idiot.
context: He dodged the hug!\Isn't he the guy that Nagi-san was looking for?\You're so mean, Jin-kun!\Why?\Don't why me. In any case, your character is gross, so stop it.\Did he just say gross?\This guy is impossible.\He has two ahoge, so he's an idiot. response:	In English, Aho-Aho-Man, huh?
