context: eye catch response:	Pre! Preparation!
context: Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott - response:	Wait, that was wrong. A total of fifty-nine.
context: Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine. response:	Minor details aside.
context: We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside. response:	Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!
context: According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi! response:	You got that, you lot?!
context: during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?! response:	Yeah!
context: Uh, how many was it again?\Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah! response:	Are you one to talk?
context: Fifty-nine.\School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah!\Are you one to talk? response:	You're forgetting something as well.
context: School-wide, a total of fifty-six people had forgott -\Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah!\Are you one to talk?\You're forgetting something as well. response:	A-Aisaka...
context: Wait, that was wrong. A total of fifty-nine.\Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah!\Are you one to talk?\You're forgetting something as well.\A-Aisaka... response:	You little runt, did you say something?
context: Minor details aside.\Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah!\Are you one to talk?\You're forgetting something as well.\A-Aisaka...\You little runt, did you say something? response:	You're forgetting to put everyone at ease.
context: Anyway, coming to school without your student handbook is like forgetting your pride as students at Oohashi!\You got that, you lot?!\Yeah!\Are you one to talk?\You're forgetting something as well.\A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease. response:	Huh?
context: You got that, you lot?!\Yeah!\Are you one to talk?\You're forgetting something as well.\A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh? response:	At ease!
context: Yeah!\Are you one to talk?\You're forgetting something as well.\A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh?\At ease! response:	Oh, my bad.
context: Are you one to talk?\You're forgetting something as well.\A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh?\At ease!\Oh, my bad. response:	Everyone, at ease!
context: You're forgetting something as well.\A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh?\At ease!\Oh, my bad.\Everyone, at ease! response:	Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.
context: A-Aisaka...\You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh?\At ease!\Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap. response:	Is it really that bad?
context: You little runt, did you say something?\You're forgetting to put everyone at ease.\Huh?\At ease!\Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad? response:	You were just holding your hands on your hips.
context: You're forgetting to put everyone at ease.\Huh?\At ease!\Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips. response:	What was that?!
context: Huh?\At ease!\Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips.\What was that?! response:	Hey, Aisaka -
context: At ease!\Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips.\What was that?!\Hey, Aisaka - response:	Great, trying to work up a sweat early this morning?
context: Oh, my bad.\Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips.\What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning? response:	President, you calm down too!
context: Everyone, at ease!\Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips.\What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too! response:	What would you know?!
context: Geez, even though we're high schoolers we still have to line up like idiots and waste our time listening to this worthless crap.\Is it really that bad?\You were just holding your hands on your hips.\What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?! response:	No back pain, no pain from being in labour,
context: Is it really that bad?\You were just holding your hands on your hips.\What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?!\No back pain, no pain from being in labour, response:	and yet we're holding onto our hips!
context: You were just holding your hands on your hips.\What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips! response:	Aisaka!
context: What was that?!\Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka! response:	We look so -
context: Hey, Aisaka -\Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka!\We look so - response:	A-Aisaka, please calm down.
context: Great, trying to work up a sweat early this morning?\President, you calm down too!\What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka!\We look so -\A-Aisaka, please calm down. response:	I'm sorry, President, please continue the morning assembly.
context: President, you calm down too!\What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka!\We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly. response:	Y-Yeah.
context: What would you know?!\No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka!\We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah. response:	What's going on?
context: No back pain, no pain from being in labour,\and yet we're holding onto our hips!\Aisaka!\We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on? response:	Was the Palmtop Tiger biting at the president?
context: and yet we're holding onto our hips!\Aisaka!\We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president? response:	That idiot...
context: Aisaka!\We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president?\That idiot... response:	She's so obviously depressed...
context: We look so -\A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed... response:	Wait, she's happy?
context: A-Aisaka, please calm down.\I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed...\Wait, she's happy? response:	Okay, okay, that's enough Haruta-kun.
context: I'm sorry, President, please continue the morning assembly.\Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun. response:	Next we'll... Aisaka-san?
context: Y-Yeah.\What's going on?\Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san? response:	Aren't you in a good mood today?
context: What's going on?\Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today? response:	Let's have you happily read for us!
context: Was the Palmtop Tiger biting at the president?\That idiot...\She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us! response:	Just kidding, got you there!
context: That idiot...\She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there! response:	Haruta-kun!
context: She's so obviously depressed...\Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun! response:	Yuri-chan, give me a break!
context: Wait, she's happy?\Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break! response:	With enthusiasm, now!
context: Okay, okay, that's enough Haruta-kun.\Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now! response:	Aw, come on!
context: Next we'll... Aisaka-san?\Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on! response:	Here, your lunch box.
context: Aren't you in a good mood today?\Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on!\Here, your lunch box. response:	Don't want it. Lost my appetite.
context: Let's have you happily read for us!\Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite. response:	I was being a nuisance to Kitamura by arguing with the student council president...
context: Just kidding, got you there!\Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president... response:	But...
context: Haruta-kun!\Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But... response:	T-Taiga?
context: Yuri-chan, give me a break!\With enthusiasm, now!\Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga? response:	But I wanna apologise too!
context: With enthusiasm, now!\Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga?\But I wanna apologise too! response:	Don't sweat it.
context: Aw, come on!\Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga?\But I wanna apologise too!\Don't sweat it. response:	The student council president doesn't care about minor things like that.
context: Here, your lunch box.\Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga?\But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that. response:	Oh, a lunch box? Can I join too?
context: Don't want it. Lost my appetite.\I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga?\But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too? response:	That's nice, real nice!
context: I was being a nuisance to Kitamura by arguing with the student council president...\But...\T-Taiga?\But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice! response:	Allow me to impose on you, too!
context: But...\T-Taiga?\But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too! response:	What?!
context: T-Taiga?\But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too!\What?! response:	Doing this once in a while is really nice.
context: But I wanna apologise too!\Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too!\What?!\Doing this once in a while is really nice. response:	Yeah!
context: Don't sweat it.\The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too!\What?!\Doing this once in a while is really nice.\Yeah! response:	Man, I'm hungry.
context: The student council president doesn't care about minor things like that.\Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too!\What?!\Doing this once in a while is really nice.\Yeah!\Man, I'm hungry. response:	Let's dig in!
context: Oh, a lunch box? Can I join too?\That's nice, real nice!\Allow me to impose on you, too!\What?!\Doing this once in a while is really nice.\Yeah!\Man, I'm hungry.\Let's dig in! response:	Let's eat.
context: That's nice, real nice!\Allow me to impose on you, too!\What?!\Doing this once in a while is really nice.\Yeah!\Man, I'm hungry.\Let's dig in!\Let's eat. response:	What can it be? What will today's side dishes be?!
context: Allow me to impose on you, too!\What?!\Doing this once in a while is really nice.\Yeah!\Man, I'm hungry.\Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?! response:	Whoa, fried chicken!
context: What?!\Doing this once in a while is really nice.\Yeah!\Man, I'm hungry.\Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken! response:	H-How did things end up like this?
context: Doing this once in a while is really nice.\Yeah!\Man, I'm hungry.\Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this? response:	And a one, and a two... chicken in!
context: Yeah!\Man, I'm hungry.\Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in! response:	Taiga! She's way too tense!
context: Man, I'm hungry.\Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense! response:	Whoa, Taiga's got a mountain of side dishes.
context: Let's dig in!\Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes. response:	Oh shit, our lunch boxes are identical!
context: Let's eat.\What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical! response:	Aisaka, you've been bringing your own lunch box lately.
context: What can it be? What will today's side dishes be?!\Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately. response:	Are you making it yourself?
context: Whoa, fried chicken!\H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself? response:	What, Takasu's making it?
context: H-How did things end up like this?\And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it? response:	You got it wrong!
context: And a one, and a two... chicken in!\Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it?\You got it wrong! response:	You know, Kushieda decorates cell phones part-time, right?
context: Taiga! She's way too tense!\Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right? response:	I figured I'd get some pocket money by making lunch boxes.
context: Whoa, Taiga's got a mountain of side dishes.\Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes. response:	Really? I'd like to try one of Takasu's lunch boxes one day.
context: Oh shit, our lunch boxes are identical!\Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day. response:	Oh, me too! The lunch is probably going to be brownish and cool!
context: Aisaka, you've been bringing your own lunch box lately.\Are you making it yourself?\What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool! response:	I'm interested!
context: Are you making it yourself?\What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested! response:	O-Okay, I'll make some for everyone next time.
context: What, Takasu's making it?\You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time. response:	Kitamura-senpai, Kushieda-senpai.
context: You got it wrong!\You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai. response:	Um, we should go now.
context: You know, Kushieda decorates cell phones part-time, right?\I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now. response:	Oh, it's the softball club's manager.
context: I figured I'd get some pocket money by making lunch boxes.\Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager. response:	Right, the meeting.
context: Really? I'd like to try one of Takasu's lunch boxes one day.\Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting. response:	Sorry, you two. Go on and eat without us.
context: Oh, me too! The lunch is probably going to be brownish and cool!\I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us. response:	Yeah, okay.
context: I'm interested!\O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay. response:	That was too close for comfort.
context: O-Okay, I'll make some for everyone next time.\Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort. response:	Eating with Kitamura-kun, talking with Kitamura-kun -
context: Kitamura-senpai, Kushieda-senpai.\Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun - response:	Taiga?
context: Um, we should go now.\Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga? response:	Listen, was it really okay to just casually let Kitamura know I made your lunch box?
context: Oh, it's the softball club's manager.\Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box? response:	And just when we finally got rumours about us cleared up too...
context: Right, the meeting.\Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too... response:	What should we do?!
context: Sorry, you two. Go on and eat without us.\Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?! response:	What should I do?
context: Yeah, okay.\That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do? response:	What are we going to do?!
context: That was too close for comfort.\Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do?\What are we going to do?! response:	Calm down!
context: Eating with Kitamura-kun, talking with Kitamura-kun -\Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do?\What are we going to do?!\Calm down! response:	Geez, why do you get so stressed about Kitamura?
context: Taiga?\Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do?\What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura? response:	Look, you have to be more careful from now on -
context: Listen, was it really okay to just casually let Kitamura know I made your lunch box?\And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do?\What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on - response:	What? If you've got something to say, swallow first.
context: And just when we finally got rumours about us cleared up too...\What should we do?!\What should I do?\What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first. response:	There's no meat in today's lunch box.
context: What should we do?!\What should I do?\What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box. response:	If you prefer having meat in your lunch every day,
context: What should I do?\What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day, response:	then go join a family like that.
context: What are we going to do?!\Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that. response:	As I thought, the mould's roots are deep around public bathrooms!
context: Calm down!\Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms! response:	But my discovery of you heralds your end.
context: Geez, why do you get so stressed about Kitamura?\Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end. response:	Taka-chan, let's go home already.
context: Look, you have to be more careful from now on -\What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already. response:	Yeah, I'll finish up here, so you go ahead.
context: What? If you've got something to say, swallow first.\There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead. response:	Oh, that's cool.
context: There's no meat in today's lunch box.\If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool. response:	I'll leave it up to you, then.
context: If you prefer having meat in your lunch every day,\then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then. response:	Hey now, you black little devils!
context: then go join a family like that.\As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils! response:	Have you given up already?
context: As I thought, the mould's roots are deep around public bathrooms!\But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already? response:	I'll show you guys one of the 48 Takasu-style Housework Skills!
context: But my discovery of you heralds your end.\Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills! response:	The Takasu Mould-killing Buster!
context: Taka-chan, let's go home already.\Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster! response:	Ryuuji, what are you blabbering about?
context: Yeah, I'll finish up here, so you go ahead.\Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about? response:	Let's go already, you dumb dog.
context: Oh, that's cool.\I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog. response:	Taiga! What the hell are you doing here, this is the men's bath -
context: I'll leave it up to you, then.\Hey now, you black little devils!\Have you given up already?\I'll show you guys one of the 48 Takasu-style Housework Skills!\The Takasu Mould-killing Buster!\Ryuuji, what are you blabbering about?\Let's go already, you dumb dog.\Taiga! What the hell are you doing here, this is the men's bath - response:	Whatever, let's just go!
