context: I'll leave the solids to you. response:	All right!
context: compared to my 5000-character long one...\Okay, I'll just send one in a sort of joking way...\Azuki-san, isn't your email a little short?\We can finally email each other, so shouldn't we talk to each other more?\Okay. Send.\Time for bed.\Another fast one?!\Meh? response:	That's so cute... She had this kind of side?
context: Okay, I'll just send one in a sort of joking way...\Azuki-san, isn't your email a little short?\We can finally email each other, so shouldn't we talk to each other more?\Okay. Send.\Time for bed.\Another fast one?!\Meh?\That's so cute... She had this kind of side? response:	And it's still so short.
context: Azuki-san, isn't your email a little short?\We can finally email each other, so shouldn't we talk to each other more?\Okay. Send.\Time for bed.\Another fast one?!\Meh?\That's so cute... She had this kind of side?\And it's still so short. response:	But Azuki's right.
context: We can finally email each other, so shouldn't we talk to each other more?\Okay. Send.\Time for bed.\Another fast one?!\Meh?\That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right. response:	Hello?
context: Okay. Send.\Time for bed.\Another fast one?!\Meh?\That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right.\Hello? response:	Hey, Shuujin...
context: Time for bed.\Another fast one?!\Meh?\That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right.\Hello?\Hey, Shuujin... response:	in case we get first place in the questionnaires,
context: Another fast one?!\Meh?\That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right.\Hello?\Hey, Shuujin...\in case we get first place in the questionnaires, response:	start thinking about making a serialization name for Kane to Chie.
context: Meh?\That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right.\Hello?\Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie. response:	We don't have time to play around.
context: That's so cute... She had this kind of side?\And it's still so short.\But Azuki's right.\Hello?\Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around. response:	Do it!
context: And it's still so short.\But Azuki's right.\Hello?\Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it! response:	Understand?!
context: But Azuki's right.\Hello?\Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it!\Understand?! response:	What's with that authoritative tone?
context: Hello?\Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it!\Understand?!\What's with that authoritative tone? response:	Hey, Hattori!
context: Hey, Shuujin...\in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it!\Understand?!\What's with that authoritative tone?\Hey, Hattori! response:	Yes?
context: in case we get first place in the questionnaires,\start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it!\Understand?!\What's with that authoritative tone?\Hey, Hattori!\Yes? response:	This Takagi-Mashiro team has gotten way better from the name stage.
context: start thinking about making a serialization name for Kane to Chie.\We don't have time to play around.\Do it!\Understand?!\What's with that authoritative tone?\Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage. response:	Yeah, I really thought so.
context: We don't have time to play around.\Do it!\Understand?!\What's with that authoritative tone?\Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so. response:	This thing's really interesting.
context: Do it!\Understand?!\What's with that authoritative tone?\Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting. response:	Oh, thank you.
context: Understand?!\What's with that authoritative tone?\Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting.\Oh, thank you. response:	Even the ever-scathing Aida-san...
context: What's with that authoritative tone?\Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san... response:	Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.
context: Hey, Hattori!\Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments. response:	This really could beat Niizuma-kun.
context: Yes?\This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun. response:	That will never become wide-reaching popular.
context: This Takagi-Mashiro team has gotten way better from the name stage.\Yeah, I really thought so.\This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular. response:	There's no way Niizuma Eiji will lose.
context: Yeah, I really thought so.\This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose. response:	Takagi, Mashiro!
context: This thing's really interesting.\Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro! response:	You two are in the same class!
context: Oh, thank you.\Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class! response:	Miyoshi, you showed up?
context: Even the ever-scathing Aida-san...\Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up? response:	Of course I did!
context: Vice Editor-in-Chiefs Yahagi-san and Heishi-san both gave good assessments.\This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up?\Of course I did! response:	You're in class 1 with Suzuki and Saitou from Ake-middle.
context: This really could beat Niizuma-kun.\That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle. response:	Why am I the only one in class 3?
context: That will never become wide-reaching popular.\There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3? response:	It's true.
context: There's no way Niizuma Eiji will lose.\Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true. response:	Saikou, do you think we should have a penname?
context: Takagi, Mashiro!\You two are in the same class!\Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname? response:	It would be a pain if this gets out in school.
context: You two are in the same class!\Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school. response:	Like what happened with Ishizawa.
context: Miyoshi, you showed up?\Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa. response:	I guess so.
context: Of course I did!\You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so. response:	I'm fine with it if you are, but will we make it in time for NEXT!?
context: You're in class 1 with Suzuki and Saitou from Ake-middle.\Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!? response:	I'll email Hattori-san and ask.
context: Why am I the only one in class 3?\It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask. response:	He said if we do it today, we can make it in time.
context: It's true.\Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time. response:	Then could you think of one during the entrance ceremony?
context: Saikou, do you think we should have a penname?\It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony? response:	Me too, me too!
context: It would be a pain if this gets out in school.\Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too! response:	That's okay. We don't need you to think about it, too.
context: Like what happened with Ishizawa.\I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too. response:	Don't hit me, okay?
context: I guess so.\I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay? response:	I wasn't going to!
context: I'm fine with it if you are, but will we make it in time for NEXT!?\I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to! response:	I think it would be best to make it a blend of our names.
context: I'll email Hattori-san and ask.\He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names. response:	Maki Morito or something...
context: He said if we do it today, we can make it in time.\Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something... response:	Well, I guess then no one would figure it out.
context: Then could you think of one during the entrance ceremony?\Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out. response:	How's this?
context: Me too, me too!\That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out.\How's this? response:	Ashiro Muto.
context: That's okay. We don't need you to think about it, too.\Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out.\How's this?\Ashiro Muto. response:	So Miho and Mashiro's dream comes true.
context: Don't hit me, okay?\I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out.\How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true. response:	TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.
context: I wasn't going to!\I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out.\How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true. response:	Miho would love this, don't you think?
context: I think it would be best to make it a blend of our names.\Maki Morito or something...\Well, I guess then no one would figure it out.\How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think? response:	Why am I not in it?!
context: Maki Morito or something...\Well, I guess then no one would figure it out.\How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?! response:	I'm not in it either.
context: Well, I guess then no one would figure it out.\How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either. response:	You don't have anything to do with it, I'm an author!
context: How's this?\Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author! response:	Okay, then...
context: Ashiro Muto.\So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then... response:	TL note: Now, added, is the kanji for gi from Takagi.
context: So Miho and Mashiro's dream comes true.\TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi. response:	Ashirogi Muto.
context: TL note: The name is made up of the kanjis of: A from Azuki, shiro from Mashiro, mu meaning dream and to meaning come true.\Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto. response:	What do you think, Mashrio?
context: Miho would love this, don't you think?\Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio? response:	Well, it's kind of cliche, and sort of embarrassing.
context: Why am I not in it?!\I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing. response:	Huh? How?
context: I'm not in it either.\You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How? response:	Well, uhh, I don't really care, so...
context: You don't have anything to do with it, I'm an author!\Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so... response:	Then it's decided.
context: Okay, then...\TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so...\Then it's decided. response:	Sounds good. I'll contact Hattori-san.
context: TL note: Now, added, is the kanji for gi from Takagi.\Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san. response:	Sure.
context: Ashirogi Muto.\What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure. response:	This is good.
context: What do you think, Mashrio?\Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure.\This is good. response:	This really might make Azuki happy.
context: Well, it's kind of cliche, and sort of embarrassing.\Huh? How?\Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure.\This is good.\This really might make Azuki happy. response:	Okay, send!
context: Huh? How?\Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure.\This is good.\This really might make Azuki happy.\Okay, send! response:	That was fast!
context: Well, uhh, I don't really care, so...\Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure.\This is good.\This really might make Azuki happy.\Okay, send!\That was fast! response:	Let's make our dream come true, just like your pen name says.
context: Then it's decided.\Sounds good. I'll contact Hattori-san.\Sure.\This is good.\This really might make Azuki happy.\Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says. response:	I'm so glad.
context: Sounds good. I'll contact Hattori-san.\Sure.\This is good.\This really might make Azuki happy.\Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad. response:	Just like I thought, Azuki also...
context: Sure.\This is good.\This really might make Azuki happy.\Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also... response:	But...
context: This is good.\This really might make Azuki happy.\Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also...\But... response:	It's really short again!
context: This really might make Azuki happy.\Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also...\But...\It's really short again! response:	This is a sample issue I just got.
context: Okay, send!\That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also...\But...\It's really short again!\This is a sample issue I just got. response:	Thank you so much!
context: That was fast!\Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also...\But...\It's really short again!\This is a sample issue I just got.\Thank you so much! response:	Ours is...
context: Let's make our dream come true, just like your pen name says.\I'm so glad.\Just like I thought, Azuki also...\But...\It's really short again!\This is a sample issue I just got.\Thank you so much!\Ours is... response:	There!
context: I'm so glad.\Just like I thought, Azuki also...\But...\It's really short again!\This is a sample issue I just got.\Thank you so much!\Ours is...\There! response:	Awesome!
context: Just like I thought, Azuki also...\But...\It's really short again!\This is a sample issue I just got.\Thank you so much!\Ours is...\There!\Awesome! response:	It's a real manga now!
context: But...\It's really short again!\This is a sample issue I just got.\Thank you so much!\Ours is...\There!\Awesome!\It's a real manga now! response:	It's totally moving!
context: It's really short again!\This is a sample issue I just got.\Thank you so much!\Ours is...\There!\Awesome!\It's a real manga now!\It's totally moving! response:	Yeah!
context: This is a sample issue I just got.\Thank you so much!\Ours is...\There!\Awesome!\It's a real manga now!\It's totally moving!\Yeah! response:	Niizuma Eiji's CROW.
context: Thank you so much!\Ours is...\There!\Awesome!\It's a real manga now!\It's totally moving!\Yeah!\Niizuma Eiji's CROW. response:	It really is good.
context: Ours is...\There!\Awesome!\It's a real manga now!\It's totally moving!\Yeah!\Niizuma Eiji's CROW.\It really is good. response:	Its sense of speed and intensity makes you want to read it all at once.
context: There!\Awesome!\It's a real manga now!\It's totally moving!\Yeah!\Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once. response:	I read ours countless times since it had become a name...
context: Awesome!\It's a real manga now!\It's totally moving!\Yeah!\Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name... response:	so I don't know if it's interesting or not anymore.
context: It's a real manga now!\It's totally moving!\Yeah!\Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore. response:	No, ours is more interesting.
context: It's totally moving!\Yeah!\Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting. response:	You're really confident, aren't you?
context: Yeah!\Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you? response:	Ah, sorry.
context: Niizuma Eiji's CROW.\It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry. response:	It's just my personal opinion,
context: It really is good.\Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion, response:	but I felt like ours was a more interesting read.
context: Its sense of speed and intensity makes you want to read it all at once.\I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read. response:	Yeah.
context: I read ours countless times since it had become a name...\so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah. response:	I think you'll win, too.
context: so I don't know if it's interesting or not anymore.\No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too. response:	The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.
context: No, ours is more interesting.\You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew. response:	They draw out each other's good points.
context: You're really confident, aren't you?\Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points. response:	That's my number one reason for thinking you can do it.
context: Ah, sorry.\It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it. response:	Thank you very much.
context: It's just my personal opinion,\but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much. response:	But, Niizuma-san's story and drawing go well together too, don't they?
context: but I felt like ours was a more interesting read.\Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they? response:	Certainly...
context: Yeah.\I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly... response:	both Niizuma-kun's artwork and story are far from a newcomer's.
context: I think you'll win, too.\The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's. response:	Especially the artwork.
context: The story Takagi-kun wrote matches perfectly with the drawings Mashiro-kun drew.\They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork. response:	But this can't be helped.
context: They draw out each other's good points.\That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped. response:	He's already been drawing for ten years.
context: That's my number one reason for thinking you can do it.\Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped.\He's already been drawing for ten years. response:	But Niizuma-kun will split votes with the other battle manga.
context: Thank you very much.\But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga. response:	Ours doesn't have any works that overlap it.
context: But, Niizuma-san's story and drawing go well together too, don't they?\Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it. response:	So then...
context: Certainly...\both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then... response:	You're saying that if we went one-on-one with him, we would lose?
context: both Niizuma-kun's artwork and story are far from a newcomer's.\Especially the artwork.\But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose? response:	A magazine will always have lots of works running in it,
context: Especially the artwork.\But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it, response:	so I don't think this is a bad way to operate.
context: But this can't be helped.\He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate. response:	More than anything...
context: He's already been drawing for ten years.\But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything... response:	the most important factor for success in Jack is the questionnaire results.
context: But Niizuma-kun will split votes with the other battle manga.\Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results. response:	Questionnaires...
context: Ours doesn't have any works that overlap it.\So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires... response:	Jack's manga are ranked every week according to these questionnaire postcards.
context: So then...\You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards. response:	It's a serious battle.
context: You're saying that if we went one-on-one with him, we would lose?\A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle. response:	Just like boxers standing in the ring every week.
context: A magazine will always have lots of works running in it,\so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week. response:	These questionnaires have me swinging back and forth between happiness and worry.
context: so I don't think this is a bad way to operate.\More than anything...\the most important factor for success in Jack is the questionnaire results.\Questionnaires...\Jack's manga are ranked every week according to these questionnaire postcards.\It's a serious battle.\Just like boxers standing in the ring every week.\These questionnaires have me swinging back and forth between happiness and worry. response:	I've taken every place from second to twentieth, but...
