context: Silver Thread response:	Lion King Touji Souya versus Kai Shimada 8th-Dan
context: That took my breath away.\Because...\I didn't sense him there at all.\The moment I laid eyes on him,\all the sound in the world vanished.\His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory. response:	The moment he left...
context: Because...\I didn't sense him there at all.\The moment I laid eyes on him,\all the sound in the world vanished.\His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory.\The moment he left... response:	the sky broke open and heavy rain began pouring down.
context: I didn't sense him there at all.\The moment I laid eyes on him,\all the sound in the world vanished.\His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down. response:	He's going up against that person...
context: The moment I laid eyes on him,\all the sound in the world vanished.\His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person... response:	Silver Thread
context: all the sound in the world vanished.\His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread response:	Mr. Shimada...
context: His appearance hasn't changed at all. It's almost like time stopped.\He isn't human\Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread\Mr. Shimada... response:	Water's Surface
context: He isn't human\Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread\Mr. Shimada...\Water's Surface response:	It was a strange sight.
context: Somebody whispered in the depths of my memory.\The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread\Mr. Shimada...\Water's Surface\It was a strange sight. response:	When he entered the Hall,
context: The moment he left...\the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread\Mr. Shimada...\Water's Surface\It was a strange sight.\When he entered the Hall, response:	the room went silent.
context: the sky broke open and heavy rain began pouring down.\He's going up against that person...\Silver Thread\Mr. Shimada...\Water's Surface\It was a strange sight.\When he entered the Hall,\the room went silent. response:	The crowd parted for him.
context: He's going up against that person...\Silver Thread\Mr. Shimada...\Water's Surface\It was a strange sight.\When he entered the Hall,\the room went silent.\The crowd parted for him. response:	Sorry, everyone. Thank you for your patience.
context: Silver Thread\Mr. Shimada...\Water's Surface\It was a strange sight.\When he entered the Hall,\the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience. response:	Turns out he was in the garden, just gazing at the carp, all care-free!
context: Mr. Shimada...\Water's Surface\It was a strange sight.\When he entered the Hall,\the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free! response:	Unbelievable, right?
context: Water's Surface\It was a strange sight.\When he entered the Hall,\the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right? response:	Well, shall we get started? Come on, Souya, to the stage.
context: It was a strange sight.\When he entered the Hall,\the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage. response:	He became a professional at 15, while still in middle school.
context: When he entered the Hall,\the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school. response:	At 21, he became the youngest shogi master in history.
context: the room went silent.\The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history. response:	After that, he overthrew one record after another in the shogi world,
context: The crowd parted for him.\Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world, response:	and in the first time in history, he won all seven major titles.
context: Sorry, everyone. Thank you for your patience.\Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles. response:	Then ten-odd years passed.
context: Turns out he was in the garden, just gazing at the carp, all care-free!\Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed. response:	He continued to reign on the throne,
context: Unbelievable, right?\Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne, response:	and his appearance still unchanging.
context: Well, shall we get started? Come on, Souya, to the stage.\He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging. response:	Never fading, never tiring, never becoming corrupted.
context: He became a professional at 15, while still in middle school.\At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted. response:	With overwhelming power,
context: At 21, he became the youngest shogi master in history.\After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power, response:	he quietly continues to reside at the top.
context: After that, he overthrew one record after another in the shogi world,\and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top. response:	Hey. It's been a while.
context: and in the first time in history, he won all seven major titles.\Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while. response:	He could be compared to a god, however,
context: Then ten-odd years passed.\He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however, response:	someone once said,
context: He continued to reign on the throne,\and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however,\someone once said, response:	I bet
context: and his appearance still unchanging.\Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however,\someone once said,\I bet response:	the devil has the same kind of face.
context: Never fading, never tiring, never becoming corrupted.\With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however,\someone once said,\I bet\the devil has the same kind of face. response:	Then let's continue with Shimada 8th-Dan, if you would.
context: With overwhelming power,\he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however,\someone once said,\I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would. response:	Good evening, everyone.
context: he quietly continues to reside at the top.\Hey. It's been a while.\He could be compared to a god, however,\someone once said,\I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone. response:	I would like to thank all the fans for coming here, despite it being a weeknight.
context: Hey. It's been a while.\He could be compared to a god, however,\someone once said,\I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight. response:	About three weeks have passed since I became the challenger,
context: He could be compared to a god, however,\someone once said,\I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger, response:	but the days have just flown by...
context: someone once said,\I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by... response:	At the end of the night before the first match, Mr. Shimada said,
context: I bet\the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said, response:	I need two.
context: the devil has the same kind of face.\Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two. response:	I have to beat that monster twice and get two white stars.
context: Then let's continue with Shimada 8th-Dan, if you would.\Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars. response:	Otherwise, I'll never get there.
context: Good evening, everyone.\I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there. response:	20th Lion King Tournament Schedule
context: I would like to thank all the fans for coming here, despite it being a weeknight.\About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule response:	The sixth match...
context: About three weeks have passed since I became the challenger,\but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match... response:	Sixth Match April 9-10 Tendou (Yamagata Prefecture)
context: but the days have just flown by...\At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture) response:	is my hometown.
context: At the end of the night before the first match, Mr. Shimada said,\I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown. response:	Kai Shimada, 8th dan.
context: I need two.\I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan. response:	The Lion King Tournament, a seven-match showdown.
context: I have to beat that monster twice and get two white stars.\Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown. response:	After 114 moves, he conceded the first match.
context: Otherwise, I'll never get there.\20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match. response:	Rei.
context: 20th Lion King Tournament Schedule\The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei. response:	What do you want?
context: The sixth match...\Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei.\What do you want? response:	You snitched on me to Dad, didn't you?
context: Sixth Match April 9-10 Tendou (Yamagata Prefecture)\is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei.\What do you want?\You snitched on me to Dad, didn't you? response:	My answer is the same from my email. I didn't tell him anything.
context: is my hometown.\Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei.\What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything. response:	He put a stop on my credit card, and he's bombarding me with questions.
context: Kai Shimada, 8th dan.\The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei.\What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions. response:	What am I supposed to do? This is all your fault!
context: The Lion King Tournament, a seven-match showdown.\After 114 moves, he conceded the first match.\Rei.\What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault! response:	I told you, I didn't say anything!
context: After 114 moves, he conceded the first match.\Rei.\What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything! response:	In fact, you brought it all on yourself, Sis!
context: Rei.\What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis! response:	I brought it on myself? What's that?
context: What do you want?\You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that? response:	Are you looking down at me?
context: You snitched on me to Dad, didn't you?\My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me? response:	Who do you think you are?
context: My answer is the same from my email. I didn't tell him anything.\He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are? response:	All you do is whine pitifully and play messy shogi!
context: He put a stop on my credit card, and he's bombarding me with questions.\What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi! response:	That has nothing to do with this!
context: What am I supposed to do? This is all your fault!\I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this! response:	Shiver Shiver Shake Shake
context: I told you, I didn't say anything!\In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake response:	Momo?
context: In fact, you brought it all on yourself, Sis!\I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake\Momo? response:	Shiver Shiver
context: I brought it on myself? What's that?\Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake\Momo?\Shiver Shiver response:	Rei, who are they?
context: Are you looking down at me?\Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake\Momo?\Shiver Shiver\Rei, who are they? response:	Akari, u-um...
context: Who do you think you are?\All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake\Momo?\Shiver Shiver\Rei, who are they?\Akari, u-um... response:	U-Um...
context: All you do is whine pitifully and play messy shogi!\That has nothing to do with this!\Shiver Shiver Shake Shake\Momo?\Shiver Shiver\Rei, who are they?\Akari, u-um...\U-Um... response:	Pardon us. Please, as you were.
context: That has nothing to do with this!\Shiver Shiver Shake Shake\Momo?\Shiver Shiver\Rei, who are they?\Akari, u-um...\U-Um...\Pardon us. Please, as you were. response:	A-A fight? Rei...
context: Shiver Shiver Shake Shake\Momo?\Shiver Shiver\Rei, who are they?\Akari, u-um...\U-Um...\Pardon us. Please, as you were.\A-A fight? Rei... response:	Come on, let's be on our way.
context: Momo?\Shiver Shiver\Rei, who are they?\Akari, u-um...\U-Um...\Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way. response:	Will he get bullied?
context: Shiver Shiver\Rei, who are they?\Akari, u-um...\U-Um...\Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied? response:	It'll be fine, I think.
context: Rei, who are they?\Akari, u-um...\U-Um...\Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think. response:	It's too bad, but he was evidently in the middle of something.
context: Akari, u-um...\U-Um...\Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something. response:	A witch? Is she a witch?
context: U-Um...\Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch? response:	It can't be helped. Let's go home and eat the inari sushi.
context: Pardon us. Please, as you were.\A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi. response:	But...
context: A-A fight? Rei...\Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But... response:	Still, it seems Rei sure is dealing with a strong-willed girl.
context: Come on, let's be on our way.\Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl. response:	Who are those people?
context: Will he get bullied?\It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people? response:	From the neighborhood...
context: It'll be fine, I think.\It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood... response:	They've done a lot for me.
context: It's too bad, but he was evidently in the middle of something.\A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood...\They've done a lot for me. response:	So that's the next home, huh?
context: A witch? Is she a witch?\It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood...\They've done a lot for me.\So that's the next home, huh? response:	You put on the woe-is-me act again, and won them over?
context: It can't be helped. Let's go home and eat the inari sushi.\But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood...\They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over? response:	Are you going in to another house and messing up another family?
context: But...\Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood...\They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family? response:	You're a nasty piece of work.
context: Still, it seems Rei sure is dealing with a strong-willed girl.\Who are those people?\From the neighborhood...\They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work. response:	What is it?
context: Who are those people?\From the neighborhood...\They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it? response:	I'm so irritated that my heart's beating fast.
context: From the neighborhood...\They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast. response:	Rei's expression was white like a stone.
context: They've done a lot for me.\So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone. response:	We've never seen him look like that before.
context: So that's the next home, huh?\You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before. response:	And also...
context: You put on the woe-is-me act again, and won them over?\Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before.\And also... response:	he didn't even look...
context: Are you going in to another house and messing up another family?\You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before.\And also...\he didn't even look... response:	Rei, eat these!
context: You're a nasty piece of work.\What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before.\And also...\he didn't even look...\Rei, eat these! response:	Sis and I made them.
context: What is it?\I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before.\And also...\he didn't even look...\Rei, eat these!\Sis and I made them. response:	There's plenty of egg and sesame seeds in them
context: I'm so irritated that my heart's beating fast.\Rei's expression was white like a stone.\We've never seen him look like that before.\And also...\he didn't even look...\Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them response:	and they're sweet and really delicious!
context: Rei's expression was white like a stone.\We've never seen him look like that before.\And also...\he didn't even look...\Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious! response:	Eating them will cheer you up, so you better eat them!
context: We've never seen him look like that before.\And also...\he didn't even look...\Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them! response:	Grrr...
context: And also...\he didn't even look...\Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr... response:	Middle School Student
context: he didn't even look...\Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student response:	Thank you.
context: Rei, eat these!\Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student\Thank you. response:	Let's go, Sis!
context: Sis and I made them.\There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student\Thank you.\Let's go, Sis! response:	What was with her? I'm so pissed!
context: There's plenty of egg and sesame seeds in them\and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student\Thank you.\Let's go, Sis!\What was with her? I'm so pissed! response:	That woman is definitely bad news!
context: and they're sweet and really delicious!\Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student\Thank you.\Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news! response:	Come on now, Hina. Hina.
context: Eating them will cheer you up, so you better eat them!\Grrr...\Middle School Student\Thank you.\Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina. response:	Don't say things like pissed okay?
context: Grrr...\Middle School Student\Thank you.\Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay? response:	Is the witch gone?
context: Middle School Student\Thank you.\Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone? response:	And Rei, too!
context: Thank you.\Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone?\And Rei, too! response:	Why does he just take it and not say anything back?
context: Let's go, Sis!\What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back? response:	But...
context: What was with her? I'm so pissed!\That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back?\But... response:	Right?
context: That woman is definitely bad news!\Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back?\But...\Right? response:	A little. Just a little.
context: Come on now, Hina. Hina.\Don't say things like pissed okay?\Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back?\But...\Right?\A little. Just a little. response:	Water's Surface
context: Don't say things like pissed okay?\Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back?\But...\Right?\A little. Just a little.\Water's Surface response:	Base of the Blue Night
context: Is the witch gone?\And Rei, too!\Why does he just take it and not say anything back?\But...\Right?\A little. Just a little.\Water's Surface\Base of the Blue Night response:	What is this? So sweet!
context: And Rei, too!\Why does he just take it and not say anything back?\But...\Right?\A little. Just a little.\Water's Surface\Base of the Blue Night\What is this? So sweet! response:	The fried wrapping is too sweet! It's not candy!
context: Why does he just take it and not say anything back?\But...\Right?\A little. Just a little.\Water's Surface\Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy! response:	But this one has minced pickled wasabi in it.
context: But...\Right?\A little. Just a little.\Water's Surface\Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it. response:	Ugh! When the flavors change, I can't stop eating them!
context: Right?\A little. Just a little.\Water's Surface\Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them! response:	If I get fat, somebody will be in trouble.
context: A little. Just a little.\Water's Surface\Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble. response:	Even if you say that...
context: Water's Surface\Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that... response:	You follow me home, eat my food, and then complain?
context: Base of the Blue Night\What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain? response:	Is that so.
context: What is this? So sweet!\The fried wrapping is too sweet! It's not candy!\But this one has minced pickled wasabi in it.\Ugh! When the flavors change, I can't stop eating them!\If I get fat, somebody will be in trouble.\Even if you say that...\You follow me home, eat my food, and then complain?\Is that so. response:	And vegetables in the second layer...
