context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Louise, I always wanted to hold you tight like this!\I won't ever leave you alone anymore.\Yo, Tabitha.\What?\Uh... That is...\You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights? response:	I am a Gallian citizen.
context: I won't ever leave you alone anymore.\Yo, Tabitha.\What?\Uh... That is...\You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen. response:	But -
context: Yo, Tabitha.\What?\Uh... That is...\You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen.\But - response:	I'm not interested in playing knight.
context: What?\Uh... That is...\You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen.\But -\I'm not interested in playing knight. response:	Maybe it was too sudden.
context: Uh... That is...\You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen.\But -\I'm not interested in playing knight.\Maybe it was too sudden. response:	You're being so rude!
context: You're a chevalier, right?\Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen.\But -\I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude! response:	W-What are you talking about?
context: Yes.\So would you join the Order of Undine Knights?\I am a Gallian citizen.\But -\I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude!\W-What are you talking about? response:	Tiffa?
context: So would you join the Order of Undine Knights?\I am a Gallian citizen.\But -\I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude!\W-What are you talking about?\Tiffa? response:	Who do you think she is?
context: I am a Gallian citizen.\But -\I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude!\W-What are you talking about?\Tiffa?\Who do you think she is? response:	Beatrice Yvonne von Guldenhorf-sama.
context: But -\I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude!\W-What are you talking about?\Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama. response:	Guldenhorf-sama!
context: I'm not interested in playing knight.\Maybe it was too sudden.\You're being so rude!\W-What are you talking about?\Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama! response:	Princess Beatrice of the Grand Duchy of Guldenhorf.
context: Maybe it was too sudden.\You're being so rude!\W-What are you talking about?\Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf. response:	Princess?
context: You're being so rude!\W-What are you talking about?\Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess? response:	You get to be in the same class with the Princess,
context: W-What are you talking about?\Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess, response:	yet you don't even come to introduce yourself to her.
context: Tiffa?\Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her. response:	Utter insolence!
context: Who do you think she is?\Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence! response:	Give her your apology.
context: Beatrice Yvonne von Guldenhorf-sama.\Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology. response:	Y-Yes. I'm sorry, Your Highness.
context: Guldenhorf-sama!\Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness. response:	You call that an apology?
context: Princess Beatrice of the Grand Duchy of Guldenhorf.\Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology? response:	Take that dirty hat off first.
context: Princess?\You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first. response:	You're before an aristocrat.
context: You get to be in the same class with the Princess,\yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first.\You're before an aristocrat. response:	It goes without saying, right?
context: yet you don't even come to introduce yourself to her.\Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right? response:	There has to be a limit to how rude you are.
context: Utter insolence!\Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are. response:	But this hat is...
context: Give her your apology.\Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is... response:	When I tell you to take it off, you take it off!
context: Y-Yes. I'm sorry, Your Highness.\You call that an apology?\Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off! response:	Hey!
context: You call that an apology?\Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off!\Hey! response:	What are you guys doing to Tiffania?!
context: Take that dirty hat off first.\You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?! response:	Saito-san?!
context: You're before an aristocrat.\It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?!\Saito-san?! response:	What is this all of a sudden?
context: It goes without saying, right?\There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden? response:	Don't you know who she is?
context: There has to be a limit to how rude you are.\But this hat is...\When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden?\Don't you know who she is? response:	Huh? No matter who she is, she shouldn't bully others.
context: But this hat is...\When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others. response:	Who are you?
context: When I tell you to take it off, you take it off!\Hey!\What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you? response:	I'm -
context: Hey!\What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm - response:	Oh, if it isn't Princess Guldenhorf.
context: What are you guys doing to Tiffania?!\Saito-san?!\What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf. response:	Oh, hello, Mr. Gramont.
context: Saito-san?!\What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont. response:	Long time no see.
context: What is this all of a sudden?\Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see. response:	This guy here is Saito.
context: Don't you know who she is?\Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito. response:	A barbarian that was just appointed a chevalier.
context: Huh? No matter who she is, she shouldn't bully others.\Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier. response:	If you talk with a man like this in the hallway,
context: Who are you?\I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway, response:	you'll ruin your eminence.
context: I'm -\Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence. response:	But he came and -
context: Oh, if it isn't Princess Guldenhorf.\Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and - response:	A mature lady shouldn't show any weakness at any time.
context: Oh, hello, Mr. Gramont.\Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time. response:	You have a point.
context: Long time no see.\This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point. response:	It's fine. Let's go.
context: This guy here is Saito.\A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go. response:	But -
context: A barbarian that was just appointed a chevalier.\If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go.\But - response:	I said it's fine, so it's fine!
context: If you talk with a man like this in the hallway,\you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go.\But -\I said it's fine, so it's fine! response:	Okay...
context: you'll ruin your eminence.\But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go.\But -\I said it's fine, so it's fine!\Okay... response:	You!
context: But he came and -\A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go.\But -\I said it's fine, so it's fine!\Okay...\You! response:	I'll let you go today.
context: A mature lady shouldn't show any weakness at any time.\You have a point.\It's fine. Let's go.\But -\I said it's fine, so it's fine!\Okay...\You!\I'll let you go today. response:	But the next time you are to take that dirty hat off in front of me.
context: You have a point.\It's fine. Let's go.\But -\I said it's fine, so it's fine!\Okay...\You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me. response:	Hey, Guiche.
context: It's fine. Let's go.\But -\I said it's fine, so it's fine!\Okay...\You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche. response:	Aren't you supposed to be from a really honourable family?
context: But -\I said it's fine, so it's fine!\Okay...\You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family? response:	Why are you deferring so much to an underclassman?
context: I said it's fine, so it's fine!\Okay...\You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman? response:	She's a bad person to be on the bad side of.
context: Okay...\You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of. response:	Although it's just a small independent nation, she is a princess of a country.
context: You!\I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country. response:	So what?
context: I'll let you go today.\But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what? response:	That's not all!
context: But the next time you are to take that dirty hat off in front of me.\Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all! response:	She's really rich and has her personal guards here with her.
context: Hey, Guiche.\Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all!\She's really rich and has her personal guards here with her. response:	They're called the Luft Panzer Ritter.
context: Aren't you supposed to be from a really honourable family?\Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter. response:	They're known as the strongest dragon knights in Halcheginia.
context: Why are you deferring so much to an underclassman?\She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia. response:	I wouldn't want to get in trouble with them.
context: She's a bad person to be on the bad side of.\Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them. response:	They have deployed an entire Knight detachment for their daughter at school?
context: Although it's just a small independent nation, she is a princess of a country.\So what?\That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school? response:	The wealthy like to put on a display.
context: So what?\That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display. response:	That's totally you.
context: That's not all!\She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you. response:	I just want to look cool!
context: She's really rich and has her personal guards here with her.\They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you.\I just want to look cool! response:	I don't care about their dragon knights.
context: They're called the Luft Panzer Ritter.\They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you.\I just want to look cool!\I don't care about their dragon knights. response:	If they ever come to you for anything, let me know.
context: They're known as the strongest dragon knights in Halcheginia.\I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you.\I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know. response:	Saito-san...
context: I wouldn't want to get in trouble with them.\They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you.\I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san... response:	He's here!
context: They have deployed an entire Knight detachment for their daughter at school?\The wealthy like to put on a display.\That's totally you.\I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san...\He's here! response:	Remember, Louise. Give him the best smile!
context: The wealthy like to put on a display.\That's totally you.\I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san...\He's here!\Remember, Louise. Give him the best smile! response:	I'm back.
context: That's totally you.\I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san...\He's here!\Remember, Louise. Give him the best smile!\I'm back. response:	I prepared dinner!
context: I just want to look cool!\I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san...\He's here!\Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner! response:	Sorry, I already ate with Guiche.
context: I don't care about their dragon knights.\If they ever come to you for anything, let me know.\Saito-san...\He's here!\Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner!\Sorry, I already ate with Guiche. response:	I had to discuss something with him.
context: If they ever come to you for anything, let me know.\Saito-san...\He's here!\Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him. response:	Oh, and I wanted to ask you about this too, Louise.
context: Saito-san...\He's here!\Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise. response:	What?
context: He's here!\Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What? response:	It looks like Tiffania's being bullied.
context: Remember, Louise. Give him the best smile!\I'm back.\I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied. response:	Is there anything we can do?
context: I'm back.\I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied.\Is there anything we can do? response:	Tiffania?
context: I prepared dinner!\Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania? response:	You're related to a duke, right?
context: Sorry, I already ate with Guiche.\I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania?\You're related to a duke, right? response:	If you would talk to -
context: I had to discuss something with him.\Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania?\You're related to a duke, right?\If you would talk to - response:	Aren't you very kind?
context: Oh, and I wanted to ask you about this too, Louise.\What?\It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania?\You're related to a duke, right?\If you would talk to -\Aren't you very kind? response:	Maybe you should just leave her alone.
context: What?\It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania?\You're related to a duke, right?\If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone. response:	What? A word of warning won't -
context: It looks like Tiffania's being bullied.\Is there anything we can do?\Tiffania?\You're related to a duke, right?\If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't - response:	Silence!
context: Is there anything we can do?\Tiffania?\You're related to a duke, right?\If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't -\Silence! response:	Dog!
context: Tiffania?\You're related to a duke, right?\If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't -\Silence!\Dog! response:	I'm saying it's her own business!
context: You're related to a duke, right?\If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't -\Silence!\Dog!\I'm saying it's her own business! response:	She chose to come here of her own will, so she should take care of herself!
context: If you would talk to -\Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't -\Silence!\Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself! response:	Is this what was on your mind all these days?
context: Aren't you very kind?\Maybe you should just leave her alone.\What? A word of warning won't -\Silence!\Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days? response:	Order training? Yeah, right!
context: Maybe you should just leave her alone.\What? A word of warning won't -\Silence!\Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right! response:	The Order's got nothing to do with this!
context: What? A word of warning won't -\Silence!\Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this! response:	Shut up!
context: Silence!\Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up! response:	I'm going to bed now, so don't talk to me.
context: Dog!\I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me. response:	You're the one who said to come back early.
context: I'm saying it's her own business!\She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early. response:	Fine, suit yourself!
context: She chose to come here of her own will, so she should take care of herself!\Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself! response:	What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...
context: Is this what was on your mind all these days?\Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him... response:	All he cares about is that half-elf.
context: Order training? Yeah, right!\The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf. response:	Stupid dog.
context: The Order's got nothing to do with this!\Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog. response:	I don't care about you anymore.
context: Shut up!\I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore. response:	What a waste.
context: I'm going to bed now, so don't talk to me.\You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore.\What a waste. response:	Miss Valliere, you'll be late for your classes.
context: You're the one who said to come back early.\Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes. response:	I couldn't get a wink of sleep, so I'm not feeling well.
context: Fine, suit yourself!\What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well. response:	I'll skip school today.
context: What's with him? I've been waiting for hours, and he gets carried away when I'm being nice to him...\All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today. response:	Stupid Saito...
context: All he cares about is that half-elf.\Stupid dog.\I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito... response:	I can't cause any more trouble for Saito-san and the others.
context: Stupid dog.\I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others. response:	I have to take care of myself.
context: I don't care about you anymore.\What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself. response:	Miss Westwood.
context: What a waste.\Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood. response:	Miss Westwood?
context: Miss Valliere, you'll be late for your classes.\I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood.\Miss Westwood? response:	Is she absent?
context: I couldn't get a wink of sleep, so I'm not feeling well.\I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood.\Miss Westwood?\Is she absent? response:	In that case -
context: I'll skip school today.\Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood.\Miss Westwood?\Is she absent?\In that case - response:	M-Miss Westwood!
context: Stupid Saito...\I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood.\Miss Westwood?\Is she absent?\In that case -\M-Miss Westwood! response:	What is that outfit?
context: I can't cause any more trouble for Saito-san and the others.\I have to take care of myself.\Miss Westwood.\Miss Westwood?\Is she absent?\In that case -\M-Miss Westwood!\What is that outfit? response:	What strange clothes?
context: I have to take care of myself.\Miss Westwood.\Miss Westwood?\Is she absent?\In that case -\M-Miss Westwood!\What is that outfit?\What strange clothes? response:	She looks like a clown.
context: Miss Westwood.\Miss Westwood?\Is she absent?\In that case -\M-Miss Westwood!\What is that outfit?\What strange clothes?\She looks like a clown. response:	Everyone!
context: Miss Westwood?\Is she absent?\In that case -\M-Miss Westwood!\What is that outfit?\What strange clothes?\She looks like a clown.\Everyone! response:	This robe is a memento of my mother!
context: Is she absent?\In that case -\M-Miss Westwood!\What is that outfit?\What strange clothes?\She looks like a clown.\Everyone!\This robe is a memento of my mother! response:	What? Only nomads wear such robes!
context: In that case -\M-Miss Westwood!\What is that outfit?\What strange clothes?\She looks like a clown.\Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes! response:	Are you by any chance an e-e -
context: M-Miss Westwood!\What is that outfit?\What strange clothes?\She looks like a clown.\Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e - response:	Yes!
context: What is that outfit?\What strange clothes?\She looks like a clown.\Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes! response:	An elf!
context: What strange clothes?\She looks like a clown.\Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes!\An elf! response:	I can't forgive her.
context: She looks like a clown.\Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes!\An elf!\I can't forgive her. response:	She's an elf, and she became more popular than me?
context: Everyone!\This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes!\An elf!\I can't forgive her.\She's an elf, and she became more popular than me? response:	Please calm down! I want to be friends with you all!
context: This robe is a memento of my mother!\What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes!\An elf!\I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all! response:	It's a lie! There's no way an elf won't do anything bad!
context: What? Only nomads wear such robes!\Are you by any chance an e-e -\Yes!\An elf!\I can't forgive her.\She's an elf, and she became more popular than me?\Please calm down! I want to be friends with you all!\It's a lie! There's no way an elf won't do anything bad! response:	Elves have certainly been the enemies of humans in Halcheginia for many years.
