context: Help! Somebody! response:	Mr. Tsukiyama!
context: He needs the corpses, after all.\You... don't say.\Kaneki, what can I do to help Nishiki?!\If he doesn't eat any flesh, he'll probably...\But how am I supposed to...?\Miss Kimi, I'll...\see what I can do.\Thank you. response:	I'll do whatever I can do. I'll trust Kaneki to do the rest.
context: You... don't say.\Kaneki, what can I do to help Nishiki?!\If he doesn't eat any flesh, he'll probably...\But how am I supposed to...?\Miss Kimi, I'll...\see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest. response:	Bonsoir, mademoiselle.
context: Kaneki, what can I do to help Nishiki?!\If he doesn't eat any flesh, he'll probably...\But how am I supposed to...?\Miss Kimi, I'll...\see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle. response:	I need your assistance with a little something.
context: If he doesn't eat any flesh, he'll probably...\But how am I supposed to...?\Miss Kimi, I'll...\see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something. response:	It's locked.
context: But how am I supposed to...?\Miss Kimi, I'll...\see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked. response:	So there are people who,
context: Miss Kimi, I'll...\see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked.\So there are people who, response:	even knowing someone is a ghoul, still want to stick by them.
context: see what I can do.\Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them. response:	A rose and a note? Only one person would do this.
context: Thank you.\I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this. response:	Kaneki, let's enjoy dinner at midnight tonight.
context: I'll do whatever I can do. I'll trust Kaneki to do the rest.\Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight. response:	I already brought the woman you were speaking with in the park.
context: Bonsoir, mademoiselle.\I need your assistance with a little something.\It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park. response:	Why don't the three of us have an enjoyable evening together?
context: I need your assistance with a little something.\It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together? response:	Miss Kimi!
context: It's locked.\So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi! response:	Mr. Nishio!
context: So there are people who,\even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio! response:	Kimi hasn't come back...
context: even knowing someone is a ghoul, still want to stick by them.\A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio!\Kimi hasn't come back... response:	Damn it!
context: A rose and a note? Only one person would do this.\Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio!\Kimi hasn't come back...\Damn it! response:	Why would Tsukiyama...? This is terrible! Why did this happen? Why?!
context: Kaneki, let's enjoy dinner at midnight tonight.\I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio!\Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?! response:	I'm the one that Tsukiyama is after.
context: I already brought the woman you were speaking with in the park.\Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio!\Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after. response:	I'll go there and rescue Miss Kimi.
context: Why don't the three of us have an enjoyable evening together?\Miss Kimi!\Mr. Nishio!\Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi. response:	I'm coming with you.
context: Miss Kimi!\Mr. Nishio!\Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you. response:	In your condition? What are you talking about?! That's crazy!
context: Mr. Nishio!\Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy! response:	How am I supposed to lie down at home when Kimi is in this mess?
context: Kimi hasn't come back...\Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess? response:	I have to go.
context: Damn it!\Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go. response:	Kaneki, do you like Beethoven?
context: Why would Tsukiyama...? This is terrible! Why did this happen? Why?!\I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven? response:	Tsukiyama!
context: I'm the one that Tsukiyama is after.\I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven?\Tsukiyama! response:	Nishio, I don't remember inviting you.
context: I'll go there and rescue Miss Kimi.\I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you. response:	Give me back Kimi!
context: I'm coming with you.\In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi! response:	Unfortunately, I can't do that.
context: In your condition? What are you talking about?! That's crazy!\How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that. response:	She is here to add spice to tonight's banquet.
context: How am I supposed to lie down at home when Kimi is in this mess?\I have to go.\Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet. response:	I want to let Kaneki eat her at her maximum freshness.
context: I have to go.\Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness. response:	Huh?!
context: Kaneki, do you like Beethoven?\Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?! response:	To be more precise,
context: Tsukiyama!\Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise, response:	I want to eat Kaneki while he eats her!
context: Nishio, I don't remember inviting you.\Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise,\I want to eat Kaneki while he eats her! response:	That's what I want!
context: Give me back Kimi!\Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise,\I want to eat Kaneki while he eats her!\That's what I want! response:	You dirty bastard...
context: Unfortunately, I can't do that.\She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise,\I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard... response:	Y-You're perverted.
context: She is here to add spice to tonight's banquet.\I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise,\I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard...\Y-You're perverted. response:	Perverted? This is surprising. Supposing that's how you feel...
context: I want to let Kaneki eat her at her maximum freshness.\Huh?!\To be more precise,\I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel... response:	Kaneki, you're the one who's making me do this,
context: Huh?!\To be more precise,\I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this, response:	so you bear responsibility for it.
context: To be more precise,\I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it. response:	You'd better realize how delicious you really are.
context: I want to eat Kaneki while he eats her!\That's what I want!\You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are. response:	Mr. Nishio!
context: That's what I want!\You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio! response:	You take a load off over there.
context: You dirty bastard...\Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there. response:	You're still pretty flat-footed.
context: Y-You're perverted.\Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed. response:	Just like a baby chick, toddling about.
context: Perverted? This is surprising. Supposing that's how you feel...\Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about. response:	Listen up. This...
context: Kaneki, you're the one who's making me do this,\so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This... response:	is a real punch.
context: so you bear responsibility for it.\You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This...\is a real punch. response:	And... this...
context: You'd better realize how delicious you really are.\Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This...\is a real punch.\And... this... response:	And... this...
context: Mr. Nishio!\You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This...\is a real punch.\And... this...\And... this... response:	is a real kick.
context: You take a load off over there.\You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This...\is a real punch.\And... this...\And... this...\is a real kick. response:	Now then, what kind of attack would you like to take next?
context: You're still pretty flat-footed.\Just like a baby chick, toddling about.\Listen up. This...\is a real punch.\And... this...\And... this...\is a real kick.\Now then, what kind of attack would you like to take next? response:	How about this one?
context: Just like a baby chick, toddling about.\Listen up. This...\is a real punch.\And... this...\And... this...\is a real kick.\Now then, what kind of attack would you like to take next?\How about this one? response:	It's a regular sneak attack.
context: Listen up. This...\is a real punch.\And... this...\And... this...\is a real kick.\Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack. response:	Touka!
context: is a real punch.\And... this...\And... this...\is a real kick.\Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack.\Touka! response:	My, my, this is bad news.
context: And... this...\And... this...\is a real kick.\Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack.\Touka!\My, my, this is bad news. response:	It's been so long... since I've gotten a scratch.
context: And... this...\is a real kick.\Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack.\Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch. response:	I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.
context: is a real kick.\Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack.\Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama. response:	You've got a dirty mouth there, Miss Kirishima.
context: Now then, what kind of attack would you like to take next?\How about this one?\It's a regular sneak attack.\Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima. response:	He's not hurt!
context: How about this one?\It's a regular sneak attack.\Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt! response:	Long ago, you were well-honed, like a sharpened knife.
context: It's a regular sneak attack.\Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife. response:	If you were as strong now as you were then,
context: Touka!\My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then, response:	that injury would have taken longer than ten seconds to heal.
context: My, my, this is bad news.\It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal. response:	That was just by way of greeting.
context: It's been so long... since I've gotten a scratch.\I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting. response:	It wouldn't be any fun if it came to an end right away, would it?
context: I'm gonna kick your ass so hard, you won't be able to eat, Tsukiyama.\You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it? response:	My goodness, you are a handful. However...
context: You've got a dirty mouth there, Miss Kirishima.\He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However... response:	That's also what makes you so cute.
context: He's not hurt!\Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute. response:	Your reactions are as quick as ever.
context: Long ago, you were well-honed, like a sharpened knife.\If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever. response:	Back then, you were fourteen,
context: If you were as strong now as you were then,\that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen, response:	and I was eighteen.
context: that injury would have taken longer than ten seconds to heal.\That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen. response:	Those cold, piercing eyes of yours, like crystal shards...
context: That was just by way of greeting.\It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards... response:	are something I can never forget.
context: It wouldn't be any fun if it came to an end right away, would it?\My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget. response:	You disgust me!
context: My goodness, you are a handful. However...\That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me! response:	I'm getting nauseated!
context: That's also what makes you so cute.\Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me!\I'm getting nauseated! response:	I was pretty head over heels for you back then.
context: Your reactions are as quick as ever.\Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then. response:	I am not going to be eaten by you,
context: Back then, you were fourteen,\and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you, response:	and I'm leaving here with Miss Kimi.
context: and I was eighteen.\Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi. response:	That was a good kick, Kaneki.
context: Those cold, piercing eyes of yours, like crystal shards...\are something I can never forget.\You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki. response:	Oh, brother...
context: are something I can never forget.\You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother... response:	Let's see... Like this, right?
context: You disgust me!\I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right? response:	Now then, to have a sample...
context: I'm getting nauseated!\I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right?\Now then, to have a sample... response:	Tres bien!
context: I was pretty head over heels for you back then.\I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right?\Now then, to have a sample...\Tres bien! response:	What a flavor this is!
context: I am not going to be eaten by you,\and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right?\Now then, to have a sample...\Tres bien!\What a flavor this is! response:	Mingling so deeply over my tongue in such harmony!
context: and I'm leaving here with Miss Kimi.\That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right?\Now then, to have a sample...\Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony! response:	Damn! It's even greater than I imagined!
context: That was a good kick, Kaneki.\Oh, brother...\Let's see... Like this, right?\Now then, to have a sample...\Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined! response:	However, now I want something even greater!
context: Oh, brother...\Let's see... Like this, right?\Now then, to have a sample...\Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater! response:	I don't want to allow Kaneki Ken to come to an end like this!
context: Let's see... Like this, right?\Now then, to have a sample...\Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this! response:	Okay, now is the time for me to treat you to her!
context: Now then, to have a sample...\Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her! response:	The coldness you possessed back then was spectacular.
context: Tres bien!\What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular. response:	But right now, you're hopeless.
context: What a flavor this is!\Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless. response:	Something has ignited the heat in your eyes.
context: Mingling so deeply over my tongue in such harmony!\Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes. response:	It's too bad, Miss Kirishima. That's something...
context: Damn! It's even greater than I imagined!\However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something... response:	you really didn't need.
context: However, now I want something even greater!\I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need. response:	Touka!
context: I don't want to allow Kaneki Ken to come to an end like this!\Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka! response:	You're interrupting my dinner!
context: Okay, now is the time for me to treat you to her!\The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka!\You're interrupting my dinner! response:	Stop! I'm the one you want to eat!
context: The coldness you possessed back then was spectacular.\But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat! response:	Have you forgotten? I want to eat you as you eat.
context: But right now, you're hopeless.\Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat. response:	How can you take people's lives so easily?
context: Something has ignited the heat in your eyes.\It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily? response:	People's lives? I'm an equal-opportunity carnivore.
context: It's too bad, Miss Kirishima. That's something...\you really didn't need.\Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore. response:	If anything, when looking at life as a whole,
context: you really didn't need.\Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole, response:	there are far more human lives to take.
context: Touka!\You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take. response:	But unlike them, humans are all we kill.
context: You're interrupting my dinner!\Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill. response:	What is this ugly scar here?
context: Stop! I'm the one you want to eat!\Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here? response:	Kimi...
context: Have you forgotten? I want to eat you as you eat.\How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi... response:	Nishiki...
context: How can you take people's lives so easily?\People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi...\Nishiki... response:	No... I really don't want to eat people.
context: People's lives? I'm an equal-opportunity carnivore.\If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi...\Nishiki...\No... I really don't want to eat people. response:	We have no choice. It's just like when humans eat cows or pigs.
context: If anything, when looking at life as a whole,\there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi...\Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs. response:	But I feel bad for them.
context: there are far more human lives to take.\But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi...\Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them. response:	It's okay. I'll do everything for you.
context: But unlike them, humans are all we kill.\What is this ugly scar here?\Kimi...\Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you. response:	Work?
context: What is this ugly scar here?\Kimi...\Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you.\Work? response:	Yep. We can't go on living like stray cats forever, right?
context: Kimi...\Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right? response:	Don't worry. No one will find out.
context: Nishiki...\No... I really don't want to eat people.\We have no choice. It's just like when humans eat cows or pigs.\But I feel bad for them.\It's okay. I'll do everything for you.\Work?\Yep. We can't go on living like stray cats forever, right?\Don't worry. No one will find out. response:	Okay, I'm off.
