context: It's a promise then. response:	You can't marry anyone else.
context: Even if you wanted to stay, your parents wouldn't have agreed.\Ye Hua wasn't around then\and I hadn't thought of being with anyone forever.\Indeed...\Ye Hua wasn't around then.\Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do. response:	Zhe Yan said that you would never disappoint those you care about.
context: Ye Hua wasn't around then\and I hadn't thought of being with anyone forever.\Indeed...\Ye Hua wasn't around then.\Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about. response:	Back at Ruoshui Riverbank
context: and I hadn't thought of being with anyone forever.\Indeed...\Ye Hua wasn't around then.\Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank response:	Master told all the disciples of Kunlun Mountain that you'd return.
context: Indeed...\Ye Hua wasn't around then.\Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return. response:	We knew that you would.
context: Ye Hua wasn't around then.\Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would. response:	You worked so hard for us.
context: Seventeenth.\Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us. response:	I've never disappointed those I cared about...
context: Do you know why I worked unceasingly for 70,000 years to repair my spirit?\I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about... response:	That's true.
context: I do.\Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about...\That's true. response:	I did it for the one I cared about.
context: Zhe Yan said that you would never disappoint those you care about.\Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about...\That's true.\I did it for the one I cared about. response:	I know that Master cares about all of us.
context: Back at Ruoshui Riverbank\Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about...\That's true.\I did it for the one I cared about.\I know that Master cares about all of us. response:	I remember when Master rescued me from Grand Ziming Palace.
context: Master told all the disciples of Kunlun Mountain that you'd return.\We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about...\That's true.\I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace. response:	It was because you cared.
context: We knew that you would.\You worked so hard for us.\I've never disappointed those I cared about...\That's true.\I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared. response:	How nice.
context: You worked so hard for us.\I've never disappointed those I cared about...\That's true.\I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice. response:	Master has finally returned.
context: I've never disappointed those I cared about...\That's true.\I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice.\Master has finally returned. response:	Yes, I've returned.
context: That's true.\I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice.\Master has finally returned.\Yes, I've returned. response:	Seventeenth.
context: I did it for the one I cared about.\I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice.\Master has finally returned.\Yes, I've returned.\Seventeenth. response:	An honored guest has asked for you.
context: I know that Master cares about all of us.\I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice.\Master has finally returned.\Yes, I've returned.\Seventeenth.\An honored guest has asked for you. response:	Come quickly!
context: I remember when Master rescued me from Grand Ziming Palace.\It was because you cared.\How nice.\Master has finally returned.\Yes, I've returned.\Seventeenth.\An honored guest has asked for you.\Come quickly! response:	An honored guest?
context: It was because you cared.\How nice.\Master has finally returned.\Yes, I've returned.\Seventeenth.\An honored guest has asked for you.\Come quickly!\An honored guest? response:	Master, do join us.
context: How nice.\Master has finally returned.\Yes, I've returned.\Seventeenth.\An honored guest has asked for you.\Come quickly!\An honored guest?\Master, do join us. response:	Master, come with us.
context: Master has finally returned.\Yes, I've returned.\Seventeenth.\An honored guest has asked for you.\Come quickly!\An honored guest?\Master, do join us.\Master, come with us. response:	Look, how cute is he?
context: Yes, I've returned.\Seventeenth.\An honored guest has asked for you.\Come quickly!\An honored guest?\Master, do join us.\Master, come with us.\Look, how cute is he? response:	He does look quite lovely.
context: Seventeenth.\An honored guest has asked for you.\Come quickly!\An honored guest?\Master, do join us.\Master, come with us.\Look, how cute is he?\He does look quite lovely. response:	Where is the honored guest?
context: An honored guest has asked for you.\Come quickly!\An honored guest?\Master, do join us.\Master, come with us.\Look, how cute is he?\He does look quite lovely.\Where is the honored guest? response:	- Master! - Master!
context: Come quickly!\An honored guest?\Master, do join us.\Master, come with us.\Look, how cute is he?\He does look quite lovely.\Where is the honored guest?\- Master! - Master! response:	Mother!
context: An honored guest?\Master, do join us.\Master, come with us.\Look, how cute is he?\He does look quite lovely.\Where is the honored guest?\- Master! - Master!\Mother! response:	What brings you here?
context: Master, do join us.\Master, come with us.\Look, how cute is he?\He does look quite lovely.\Where is the honored guest?\- Master! - Master!\Mother!\What brings you here? response:	Come here to greet my mentor, High God Mo Yuan.
context: Master, come with us.\Look, how cute is he?\He does look quite lovely.\Where is the honored guest?\- Master! - Master!\Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan. response:	A-Li greets High God Mo Yuan.
context: Look, how cute is he?\He does look quite lovely.\Where is the honored guest?\- Master! - Master!\Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan. response:	Get up.
context: He does look quite lovely.\Where is the honored guest?\- Master! - Master!\Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up. response:	Thank you, High God.
context: Where is the honored guest?\- Master! - Master!\Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up.\Thank you, High God. response:	I'm here on Father's behalf to greet High God with Lord Dong Hua.
context: - Master! - Master!\Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua. response:	It's just that Lord Dong Hua has lost his powers temporarily
context: Mother!\What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily response:	so A-Li had to come here alone.
context: What brings you here?\Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone. response:	Your father is...
context: Come here to greet my mentor, High God Mo Yuan.\A-Li greets High God Mo Yuan.\Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is... response:	Crown Prince of the Nine Heavens, Ye Hua.
context: A-Li greets High God Mo Yuan.\Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua. response:	He's... he's that future husband of mine.
context: Get up.\Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine. response:	A-Li, your father is my mentor's twin brother.
context: Thank you, High God.\I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother. response:	He's the son of the Heavenly Father.
context: I'm here on Father's behalf to greet High God with Lord Dong Hua.\It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father. response:	His spirit sunk into a deep sleep after a huge battle.
context: It's just that Lord Dong Hua has lost his powers temporarily\so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle. response:	He turned into a golden lotus and rested in this lotus pond.
context: so A-Li had to come here alone.\Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond. response:	Then due to a series of coincidences he was born as Crown Prince Ye Hua.
context: Your father is...\Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua. response:	Father is the younger brother of Mother's mentor?
context: Crown Prince of the Nine Heavens, Ye Hua.\He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor? response:	How should I address High God Mo Yuan?
context: He's... he's that future husband of mine.\A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan? response:	Uncle? Or Grand Master?
context: A-Li, your father is my mentor's twin brother.\He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master? response:	Mother, this difference in hierarchy seems to be quite huge.
context: He's the son of the Heavenly Father.\His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge. response:	Why don't we wait until we can ask your father about it?
context: His spirit sunk into a deep sleep after a huge battle.\He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it? response:	Who would have thought?
context: He turned into a golden lotus and rested in this lotus pond.\Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought? response:	You're not married yet and your child is already so grown up.
context: Then due to a series of coincidences he was born as Crown Prince Ye Hua.\Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up. response:	Seventeenth, you've really impressed me.
context: Father is the younger brother of Mother's mentor?\How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me. response:	Exactly.
context: How should I address High God Mo Yuan?\Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly. response:	Seventeenth got ahead of us.
context: Uncle? Or Grand Master?\Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us. response:	She's definitely the first among us to have a child.
context: Mother, this difference in hierarchy seems to be quite huge.\Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child. response:	- Exactly. - Yes.
context: Why don't we wait until we can ask your father about it?\Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes. response:	Look at Senior.
context: Who would have thought?\You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior. response:	He's still all alone by himself.
context: You're not married yet and your child is already so grown up.\Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior.\He's still all alone by himself. response:	Don't you feel bad?
context: Seventeenth, you've really impressed me.\Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior.\He's still all alone by himself.\Don't you feel bad? response:	Master is also still single, isn't he?
context: Exactly.\Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior.\He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he? response:	Why would you single me out?
context: Seventeenth got ahead of us.\She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior.\He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out? response:	Don't frighten my Riceball.
context: She's definitely the first among us to have a child.\- Exactly. - Yes.\Look at Senior.\He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball. response:	Go and play now.
context: - Exactly. - Yes.\Look at Senior.\He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball.\Go and play now. response:	How adorable! Come here!
context: Look at Senior.\He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball.\Go and play now.\How adorable! Come here! response:	How cute. Look at his tiny face.
context: He's still all alone by himself.\Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball.\Go and play now.\How adorable! Come here!\How cute. Look at his tiny face. response:	It's snowing.
context: Don't you feel bad?\Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball.\Go and play now.\How adorable! Come here!\How cute. Look at his tiny face.\It's snowing. response:	Aren't you going to take a look?
context: Master is also still single, isn't he?\Why would you single me out?\Don't frighten my Riceball.\Go and play now.\How adorable! Come here!\How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look? response:	Little nerd, I have a secret to tell you.
context: Why would you single me out?\Don't frighten my Riceball.\Go and play now.\How adorable! Come here!\How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you. response:	My parents told me that your father has asked to have me marry you.
context: Don't frighten my Riceball.\Go and play now.\How adorable! Come here!\How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you. response:	Ridiculous! I'll go and break this engagement off right away!
context: Go and play now.\How adorable! Come here!\How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away! response:	No! I want to marry you!
context: How adorable! Come here!\How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you! response:	You've been holding on to this all the time.
context: How cute. Look at his tiny face.\It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time. response:	Who gave it to you?
context: It's snowing.\Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you? response:	- Give it back to me! - I won't!
context: Aren't you going to take a look?\Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't! response:	- Give it back! - I won't!
context: Little nerd, I have a secret to tell you.\My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't! response:	Give it back to me!
context: My parents told me that your father has asked to have me marry you.\Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me! response:	I won't!
context: Ridiculous! I'll go and break this engagement off right away!\No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me!\I won't! response:	Give it back!
context: No! I want to marry you!\You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me!\I won't!\Give it back! response:	Young Master, what's wrong?
context: You've been holding on to this all the time.\Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me!\I won't!\Give it back!\Young Master, what's wrong? response:	Give it back to me!
context: Who gave it to you?\- Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me!\I won't!\Give it back!\Young Master, what's wrong?\Give it back to me! response:	Ye Hua, come back here!
context: - Give it back to me! - I won't!\- Give it back! - I won't!\Give it back to me!\I won't!\Give it back!\Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here! response:	Young Mistress Su Jin, are you crazy?
context: - Give it back! - I won't!\Give it back to me!\I won't!\Give it back!\Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy? response:	Who is Ye Hua?
context: Give it back to me!\I won't!\Give it back!\Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua? response:	How dare you speak to Young Master like this?
context: I won't!\Give it back!\Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this? response:	Even Master and Mistress have to give in to Young Master's temper.
context: Give it back!\Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper. response:	Why would you dare to touch his beads?
context: Young Master, what's wrong?\Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads? response:	Whatever you do, you can't touch those.
context: Give it back to me!\Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those. response:	They mean the world to Young Master.
context: Ye Hua, come back here!\Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master. response:	Who gave them to him? Tell me!
context: Young Mistress Su Jin, are you crazy?\Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me! response:	I only know that they're related to Qing Qiu.
context: Who is Ye Hua?\How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu. response:	Qing Qiu?
context: How dare you speak to Young Master like this?\Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu? response:	Do you know where it is?
context: Even Master and Mistress have to give in to Young Master's temper.\Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is? response:	Young Master has been searching through ancient records for that place
context: Why would you dare to touch his beads?\Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place response:	but to no avail.
context: Whatever you do, you can't touch those.\They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail. response:	If you really know about it tell him quickly.
context: They mean the world to Young Master.\Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly. response:	He will be so happy.
context: Who gave them to him? Tell me!\I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly.\He will be so happy. response:	I know about it. I definitely do.
context: I only know that they're related to Qing Qiu.\Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do. response:	Really?
context: Qing Qiu?\Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do.\Really? response:	Go and tell him now.
context: Do you know where it is?\Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do.\Really?\Go and tell him now. response:	Young Master will be very grateful to you.
context: Young Master has been searching through ancient records for that place\but to no avail.\If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do.\Really?\Go and tell him now.\Young Master will be very grateful to you. response:	No! I won't tell him!
context: but to no avail.\If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do.\Really?\Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him! response:	I'll never tell him what Qing Qiu is!
context: If you really know about it tell him quickly.\He will be so happy.\I know about it. I definitely do.\Really?\Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is! response:	Your Highness, does it hurt?
context: He will be so happy.\I know about it. I definitely do.\Really?\Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt? response:	Get some rest, Your Highness.
context: I know about it. I definitely do.\Really?\Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness. response:	You've been carving that for two days now.
context: Really?\Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now. response:	If you keep using your eyes you might go blind.
context: Go and tell him now.\Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind. response:	No...
context: Young Master will be very grateful to you.\No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind.\No... response:	If I don't finish it soon, it might be too late.
context: No! I won't tell him!\I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late. response:	Xin Nu, look.
context: I'll never tell him what Qing Qiu is!\Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late.\Xin Nu, look. response:	Do you think this wooden figurine resembles that mortal, Su Su?
context: Your Highness, does it hurt?\Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su? response:	Your Highness...
context: Get some rest, Your Highness.\You've been carving that for two days now.\If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness... response:	I'm asking you.
context: You've been carving that for two days now.\If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you. response:	Does it resemble her?
context: If you keep using your eyes you might go blind.\No...\If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you.\Does it resemble her? response:	It's...
context: No...\If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you.\Does it resemble her?\It's... response:	It's about two thirds similar now.
context: If I don't finish it soon, it might be too late.\Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you.\Does it resemble her?\It's...\It's about two thirds similar now. response:	It has to be at least three quarters similar to fool the Crown Prince.
context: Xin Nu, look.\Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you.\Does it resemble her?\It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince. response:	Little Princess, since you returned to the den
context: Do you think this wooden figurine resembles that mortal, Su Su?\Your Highness...\I'm asking you.\Does it resemble her?\It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den response:	you haven't eaten or slept at all.
context: Your Highness...\I'm asking you.\Does it resemble her?\It's...\It's about two thirds similar now.\It has to be at least three quarters similar to fool the Crown Prince.\Little Princess, since you returned to the den\you haven't eaten or slept at all. response:	All you do is cry.
