context: I don't regret anything at all! I can't! response:	Because...
context: Even though we're all just the same human beings.\SILENCE\DISTANCE\Is that what she really said? What a loser!\CACKLE CACKLE\CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH response:	I'm-telling-you
context: SILENCE\DISTANCE\Is that what she really said? What a loser!\CACKLE CACKLE\CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you response:	- Isn't that nuts? - Totally!
context: DISTANCE\Is that what she really said? What a loser!\CACKLE CACKLE\CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally! response:	Thank you for the meal.
context: Is that what she really said? What a loser!\CACKLE CACKLE\CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal. response:	That's hilarious!
context: CACKLE CACKLE\CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious! response:	GLOOMY
context: CACKLE CACKLE CACKLE\CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious!\GLOOMY response:	Th-This feels so awkward.
context: CHEW CHEW\CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious!\GLOOMY\Th-This feels so awkward. response:	Is Kawamoto here?
context: CHEW CHEW MUNCH MUNCH\I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious!\GLOOMY\Th-This feels so awkward.\Is Kawamoto here? response:	T-Takahashi?
context: I'm-telling-you\- Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious!\GLOOMY\Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi? response:	STING STING STING
context: - Isn't that nuts? - Totally!\Thank you for the meal.\That's hilarious!\GLOOMY\Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi?\STING STING STING response:	Ow! Ow! Ow! Ow!
context: Thank you for the meal.\That's hilarious!\GLOOMY\Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow! response:	No way. I totally tossed that lightly.
context: That's hilarious!\GLOOMY\Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly. response:	I heard from Kiriyama.
context: GLOOMY\Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama. response:	At lunch time...
context: Th-This feels so awkward.\Is Kawamoto here?\T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time... response:	if things get difficult, let's just play catch.
context: Is Kawamoto here?\T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch. response:	If you want more people, I could call my baseball team buddies to join in.
context: T-Takahashi?\STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in. response:	They're already staring.
context: STING STING STING\Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring. response:	A girl!
context: Ow! Ow! Ow! Ow!\No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl! response:	Damn you, Takahashi! This is outrageous!
context: No way. I totally tossed that lightly.\I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl!\Damn you, Takahashi! This is outrageous! response:	Kiriyama came over to my house yesterday to coach us while playing.
context: I heard from Kiriyama.\At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing. response:	Oh, I see. Now I've got it.
context: At lunch time...\if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it. response:	For the Silver at 4-3, you go with Pawn at 3-4.
context: if things get difficult, let's just play catch.\If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4. response:	Professional shogi players are so amazing.
context: If you want more people, I could call my baseball team buddies to join in.\They're already staring.\A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing. response:	That's why you're a professional.
context: They're already staring.\A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional. response:	Yeah. I see.
context: A girl!\Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see. response:	Well, it's a surprise tactic.
context: Damn you, Takahashi! This is outrageous!\Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic. response:	Dad and Grandpa were delighted.
context: Kiriyama came over to my house yesterday to coach us while playing.\Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted. response:	Grandpa's been staying in bed recently, but he was up and about for this.
context: Oh, I see. Now I've got it.\For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this. response:	Invite me over again for curry. With the fried chicken.
context: For the Silver at 4-3, you go with Pawn at 3-4.\Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken. response:	Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.
context: Professional shogi players are so amazing.\That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him. response:	Sure.
context: That's why you're a professional.\Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure. response:	That hurts!
context: Yeah. I see.\Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts! response:	That can't hurt.
context: Well, it's a surprise tactic.\Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts!\That can't hurt. response:	Small World
context: Dad and Grandpa were delighted.\Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts!\That can't hurt.\Small World response:	Letter
context: Grandpa's been staying in bed recently, but he was up and about for this.\Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts!\That can't hurt.\Small World\Letter response:	Thank you.
context: Invite me over again for curry. With the fried chicken.\Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts!\That can't hurt.\Small World\Letter\Thank you. response:	Oh, thank you.
context: Last time Dad and Grandpa were hogging Kiriyama, so I couldn't really to talk to him.\Sure.\That hurts!\That can't hurt.\Small World\Letter\Thank you.\Oh, thank you. response:	Good game, Kiriyama 5th-Dan.
context: Sure.\That hurts!\That can't hurt.\Small World\Letter\Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan. response:	Thank you.
context: That hurts!\That can't hurt.\Small World\Letter\Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you. response:	CLENCH
context: That can't hurt.\Small World\Letter\Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH response:	That's four wins!
context: Small World\Letter\Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH\That's four wins! response:	Yes!
context: Letter\Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH\That's four wins!\Yes! response:	Just one more win and I'll be in the Kishousen preliminary semifinals!
context: Thank you.\Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH\That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals! response:	Things are looking up this month!
context: Oh, thank you.\Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH\That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month! response:	At the moment, I've got two consecutive wins for rank-deciding matches.
context: Good game, Kiriyama 5th-Dan.\Thank you.\CLENCH\That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches. response:	I'm still in the running for Kishousen, the Lion King Tournament,
context: Thank you.\CLENCH\That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament, response:	and the Newcomer Tournament.
context: CLENCH\That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament. response:	I'd like to win the Lion King Tournament.
context: That's four wins!\Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament. response:	If I can win in group five and participate in the challenger tournament...
context: Yes!\Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament... response:	But with the Newcomer Tournament, prize money aside,
context: Just one more win and I'll be in the Kishousen preliminary semifinals!\Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside, response:	I want to win one more match, get to the finals, and build up momentum.
context: Things are looking up this month!\At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum. response:	All right, I need to practice. I'm not going to lose!
context: At the moment, I've got two consecutive wins for rank-deciding matches.\I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose! response:	I will become the Newcomer King!
context: I'm still in the running for Kishousen, the Lion King Tournament,\and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King! response:	Good morning.
context: and the Newcomer Tournament.\I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning. response:	Good morning!
context: I'd like to win the Lion King Tournament.\If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning.\Good morning! response:	STOP FLIRTING AROUND, MORON
context: If I can win in group five and participate in the challenger tournament...\But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning.\Good morning!\STOP FLIRTING AROUND, MORON response:	I couldn't finish eating everything.
context: But with the Newcomer Tournament, prize money aside,\I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning.\Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything. response:	Is this what they call a stomach ache?
context: I want to win one more match, get to the finals, and build up momentum.\All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning.\Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache? response:	Why didn't you show up?
context: All right, I need to practice. I'm not going to lose!\I will become the Newcomer King!\Good morning.\Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up? response:	T-Takahashi!
context: I will become the Newcomer King!\Good morning.\Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi! response:	Bitch.
context: Good morning.\Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi!\Bitch. response:	Um, thanks, Takahashi.
context: Good morning!\STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi!\Bitch.\Um, thanks, Takahashi. response:	But today, I...
context: STOP FLIRTING AROUND, MORON\I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi!\Bitch.\Um, thanks, Takahashi.\But today, I... response:	Uh, I think we were in the same class first year.
context: I couldn't finish eating everything.\Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi!\Bitch.\Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year. response:	Hey, Takagi. That's you, right?
context: Is this what they call a stomach ache?\Why didn't you show up?\T-Takahashi!\Bitch.\Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right? response:	You want to play catch too?
context: Why didn't you show up?\T-Takahashi!\Bitch.\Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too? response:	Here I go! You ready?
context: T-Takahashi!\Bitch.\Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready? response:	You go first, Megu!
context: Bitch.\Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready?\You go first, Megu! response:	No way! I'm scared!
context: Um, thanks, Takahashi.\But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready?\You go first, Megu!\No way! I'm scared! response:	It'll be fine! Go on!
context: But today, I...\Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready?\You go first, Megu!\No way! I'm scared!\It'll be fine! Go on! response:	Here I go!
context: Uh, I think we were in the same class first year.\Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready?\You go first, Megu!\No way! I'm scared!\It'll be fine! Go on!\Here I go! response:	One-two...
context: Hey, Takagi. That's you, right?\You want to play catch too?\Here I go! You ready?\You go first, Megu!\No way! I'm scared!\It'll be fine! Go on!\Here I go!\One-two... response:	Jerk! You suck!
context: You want to play catch too?\Here I go! You ready?\You go first, Megu!\No way! I'm scared!\It'll be fine! Go on!\Here I go!\One-two...\Jerk! You suck! response:	I'm out of here! That guy's insane!
context: Here I go! You ready?\You go first, Megu!\No way! I'm scared!\It'll be fine! Go on!\Here I go!\One-two...\Jerk! You suck!\I'm out of here! That guy's insane! response:	Megu, wait!
context: You go first, Megu!\No way! I'm scared!\It'll be fine! Go on!\Here I go!\One-two...\Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait! response:	Huh? What, you're leaving already?
context: No way! I'm scared!\It'll be fine! Go on!\Here I go!\One-two...\Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already? response:	Hey, what's wrong?
context: It'll be fine! Go on!\Here I go!\One-two...\Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong? response:	Takahashi...
context: Here I go!\One-two...\Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi... response:	Y-Yikes.
context: One-two...\Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi...\Y-Yikes. response:	Takahashi.
context: Jerk! You suck!\I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi...\Y-Yikes.\Takahashi. response:	They tossed my glove on the ground and ran off.
context: I'm out of here! That guy's insane!\Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi...\Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off. response:	The one who changed schools was Chiho Sakura, right?
context: Megu, wait!\Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi...\Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right? response:	During the overnight field trip in second year,
context: Huh? What, you're leaving already?\Hey, what's wrong?\Takahashi...\Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year, response:	the wind blew my bento box over and sand got all over my food.
context: Hey, what's wrong?\Takahashi...\Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food. response:	Then she gave me half of her bento.
context: Takahashi...\Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento. response:	She smiled and said, Here.
context: Y-Yikes.\Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here. response:	At the time, I thought that anyone who shared their own food was a good person.
context: Takahashi.\They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person. response:	So let's play catch anytime.
context: They tossed my glove on the ground and ran off.\The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime. response:	I kind of feel like it's a good idea to show them that there are allies too.
context: The one who changed schools was Chiho Sakura, right?\During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too. response:	I see.
context: During the overnight field trip in second year,\the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see. response:	But... I'm sorry.
context: the wind blew my bento box over and sand got all over my food.\Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry. response:	Takahashi is so handsome, huh?
context: Then she gave me half of her bento.\She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry.\Takahashi is so handsome, huh? response:	I get it. Now they're envious.
context: She smiled and said, Here.\At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious. response:	I'm so sorry. I didn't think that far ahead.
context: At the time, I thought that anyone who shared their own food was a good person.\So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead. response:	There are bad people-meow.
context: So let's play catch anytime.\I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow. response:	No good-meow.
context: I kind of feel like it's a good idea to show them that there are allies too.\I see.\But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow. response:	Yeah. Bad-meow.
context: I see.\But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow.\Yeah. Bad-meow. response:	No, Kiriyama! Don't take it like that!
context: But... I'm sorry.\Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that! response:	I'm going to keep playing catch.
context: Takahashi is so handsome, huh?\I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch. response:	After all, it's fun.
context: I get it. Now they're envious.\I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun. response:	And Takahashi seems to remember Chiho.
context: I'm so sorry. I didn't think that far ahead.\There are bad people-meow.\No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho. response:	So I can talk about her, and that makes me really happy.
context: There are bad people-meow.\No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy. response:	Nobody talks about Chiho in class anymore,
context: No good-meow.\Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore, response:	so it's like she was never there from the beginning.
context: Yeah. Bad-meow.\No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning. response:	One person has gone away.
context: No, Kiriyama! Don't take it like that!\I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away. response:	So why?
context: I'm going to keep playing catch.\After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away.\So why? response:	Huh? Sorry.
context: After all, it's fun.\And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away.\So why?\Huh? Sorry. response:	Here. Take this.
context: And Takahashi seems to remember Chiho.\So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away.\So why?\Huh? Sorry.\Here. Take this. response:	Rei, thank you for always listening to me.
context: So I can talk about her, and that makes me really happy.\Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away.\So why?\Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me. response:	You're always asking me what I want to do.
context: Nobody talks about Chiho in class anymore,\so it's like she was never there from the beginning.\One person has gone away.\So why?\Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do. response:	MIDDLE SCHOOL
context: so it's like she was never there from the beginning.\One person has gone away.\So why?\Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL response:	But I...
context: One person has gone away.\So why?\Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL\But I... response:	I don't know what I want to do...
context: So why?\Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL\But I...\I don't know what I want to do... response:	What do I want to do?
context: Huh? Sorry.\Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL\But I...\I don't know what I want to do...\What do I want to do? response:	I want to yell Idiots! and punch them!
context: Here. Take this.\Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL\But I...\I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them! response:	I want to beat the crap out of them! I want to do to them what they did to Chiho!
context: Rei, thank you for always listening to me.\You're always asking me what I want to do.\MIDDLE SCHOOL\But I...\I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho! response:	And then I want them to realize what they did!
context: You're always asking me what I want to do.\MIDDLE SCHOOL\But I...\I don't know what I want to do...\What do I want to do?\I want to yell Idiots! and punch them!\I want to beat the crap out of them! I want to do to them what they did to Chiho!\And then I want them to realize what they did! response:	3-2 SAKURA
