context: Master! response:	Master!
context: In the hands of evil, the Sacred Jewel increases the power of evil.\But if it is used to make you human,\the Jewel will be purified and eventually, disintegrate.\At that time, Kikyo... What'll happen to you?\I am the guardian of the Jewel.\If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami! response:	Kill Kikyo and steal the Sacred Jewel!
context: But if it is used to make you human,\the Jewel will be purified and eventually, disintegrate.\At that time, Kikyo... What'll happen to you?\I am the guardian of the Jewel.\If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel! response:	Now go!
context: the Jewel will be purified and eventually, disintegrate.\At that time, Kikyo... What'll happen to you?\I am the guardian of the Jewel.\If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go! response:	That day, fifty years ago...
context: At that time, Kikyo... What'll happen to you?\I am the guardian of the Jewel.\If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago... response:	Kikyo, you reversed the curse unto me!
context: I am the guardian of the Jewel.\If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me! response:	My face... My face!
context: If there is no Jewel, I become an ordinary woman.\I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face! response:	I wasn't able to steal the Sacred Jewel from you.
context: I can defeat Kikyo now... while she is infatuated with a half-demon!\Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you. response:	But I linked up with demons, and gained eternal youth and beauty.
context: Arise, my Shikigami!\Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty. response:	As well as demon power!
context: Kill Kikyo and steal the Sacred Jewel!\Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power! response:	How foolish!
context: Now go!\That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish! response:	You should talk!
context: That day, fifty years ago...\Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish!\You should talk! response:	How can you appear here looking exactly the same as before?
context: Kikyo, you reversed the curse unto me!\My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish!\You should talk!\How can you appear here looking exactly the same as before? response:	Kikyo... You!
context: My face... My face!\I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish!\You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You! response:	Dead souls?
context: I wasn't able to steal the Sacred Jewel from you.\But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish!\You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls? response:	That body is neither mortal nor demon.
context: But I linked up with demons, and gained eternal youth and beauty.\As well as demon power!\How foolish!\You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls?\That body is neither mortal nor demon. response:	It's a fake.
context: As well as demon power!\How foolish!\You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls?\That body is neither mortal nor demon.\It's a fake. response:	Kikyo...
context: How foolish!\You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls?\That body is neither mortal nor demon.\It's a fake.\Kikyo... response:	You are using dead souls, yet you dare lecture me?
context: You should talk!\How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls?\That body is neither mortal nor demon.\It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me? response:	l just came here to ascertain the cause of the miasma.
context: How can you appear here looking exactly the same as before?\Kikyo... You!\Dead souls?\That body is neither mortal nor demon.\It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma. response:	I care not what happens to you.
context: Kikyo... You!\Dead souls?\That body is neither mortal nor demon.\It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you. response:	It's coming closer.
context: Dead souls?\That body is neither mortal nor demon.\It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer. response:	Huh?
context: That body is neither mortal nor demon.\It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer.\Huh? response:	What?!
context: It's a fake.\Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer.\Huh?\What?! response:	Inuyasha, why didn't you run away?
context: Kikyo...\You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer.\Huh?\What?!\Inuyasha, why didn't you run away? response:	I already told you! I wouldn't leave you!
context: You are using dead souls, yet you dare lecture me?\l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer.\Huh?\What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you! response:	One wrong move...
context: l just came here to ascertain the cause of the miasma.\I care not what happens to you.\It's coming closer.\Huh?\What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move... response:	And it would've ended up like the time with Kikyo.
context: I care not what happens to you.\It's coming closer.\Huh?\What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo. response:	Even if that did happen, I wouldn't have run!
context: It's coming closer.\Huh?\What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run! response:	I'm gonna stay by you!
context: Huh?\What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you! response:	So don't bring it up again!
context: What?!\Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again! response:	Inuyasha! Kagome!
context: Inuyasha, why didn't you run away?\I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome! response:	Inside that barrier... is the enemy!
context: I already told you! I wouldn't leave you!\One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy! response:	The Sacred Jewel is being purified!
context: One wrong move...\And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified! response:	Is this the work... of that woman... Kagome?!
context: And it would've ended up like the time with Kikyo.\Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?! response:	I told you, Tsubaki.
context: Even if that did happen, I wouldn't have run!\I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki. response:	A curse by the likes of you won't work on Kagome.
context: I'm gonna stay by you!\So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome. response:	Be quiet!
context: So don't bring it up again!\Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet! response:	You are to blame for appearing when unwanted!
context: Inuyasha! Kagome!\Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted! response:	This barrier!
context: Inside that barrier... is the enemy!\The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted!\This barrier! response:	This barrier!
context: The Sacred Jewel is being purified!\Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted!\This barrier!\This barrier! response:	The barrier is broken!
context: Is this the work... of that woman... Kagome?!\I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted!\This barrier!\This barrier!\The barrier is broken! response:	My barrier...
context: I told you, Tsubaki.\A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted!\This barrier!\This barrier!\The barrier is broken!\My barrier... response:	That's!
context: A curse by the likes of you won't work on Kagome.\Be quiet!\You are to blame for appearing when unwanted!\This barrier!\This barrier!\The barrier is broken!\My barrier...\That's! response:	Inuyasha!
context: Be quiet!\You are to blame for appearing when unwanted!\This barrier!\This barrier!\The barrier is broken!\My barrier...\That's!\Inuyasha! response:	That Kagome! She missed!
context: You are to blame for appearing when unwanted!\This barrier!\This barrier!\The barrier is broken!\My barrier...\That's!\Inuyasha!\That Kagome! She missed! response:	Kikyo!
context: This barrier!\This barrier!\The barrier is broken!\My barrier...\That's!\Inuyasha!\That Kagome! She missed!\Kikyo! response:	What are you doing?!
context: This barrier!\The barrier is broken!\My barrier...\That's!\Inuyasha!\That Kagome! She missed!\Kikyo!\What are you doing?! response:	What did you just say?!
context: The barrier is broken!\My barrier...\That's!\Inuyasha!\That Kagome! She missed!\Kikyo!\What are you doing?!\What did you just say?! response:	You tried to have Inuyasha killed... by Kagome's arrow?!
context: My barrier...\That's!\Inuyasha!\That Kagome! She missed!\Kikyo!\What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?! response:	Humph!
context: That's!\Inuyasha!\That Kagome! She missed!\Kikyo!\What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph! response:	What's the matter, Kikyo? Some unpleasant memories maybe?
context: Inuyasha!\That Kagome! She missed!\Kikyo!\What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe? response:	Yes, I made Kagome shoot the arrow.
context: That Kagome! She missed!\Kikyo!\What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow. response:	Kikyo...
context: Kikyo!\What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo... response:	In just the same way that you killed Inuyasha back then.
context: What are you doing?!\What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then. response:	Huh?!
context: What did you just say?!\You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?! response:	Tsubaki...
context: You tried to have Inuyasha killed... by Kagome's arrow?!\Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki... response:	I have no intention of interfering with whatever you do to Kagome.
context: Humph!\What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome. response:	However, if you ever harm Inuyasha...
context: What's the matter, Kikyo? Some unpleasant memories maybe?\Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha... response:	I will personally kill you.
context: Yes, I made Kagome shoot the arrow.\Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you. response:	Why you!
context: Kikyo...\In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you.\Why you! response:	As if I would fear you!
context: In just the same way that you killed Inuyasha back then.\Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you.\Why you!\As if I would fear you! response:	Heed my words. It is no idle threat.
context: Huh?!\Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you.\Why you!\As if I would fear you!\Heed my words. It is no idle threat. response:	Inuyasha!
context: Tsubaki...\I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you.\Why you!\As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha! response:	Kagome!
context: I have no intention of interfering with whatever you do to Kagome.\However, if you ever harm Inuyasha...\I will personally kill you.\Why you!\As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha!\Kagome! response:	So you're here, too?
context: However, if you ever harm Inuyasha...\I will personally kill you.\Why you!\As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha!\Kagome!\So you're here, too? response:	Inside... is the Sacred Jewel.
context: I will personally kill you.\Why you!\As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha!\Kagome!\So you're here, too?\Inside... is the Sacred Jewel. response:	As well as the one who put the curse on me and manipulated me.
context: Why you!\As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha!\Kagome!\So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me. response:	Are you the Dark Priestess?
context: As if I would fear you!\Heed my words. It is no idle threat.\Inuyasha!\Kagome!\So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess? response:	I am known as Tsubaki.
context: Heed my words. It is no idle threat.\Inuyasha!\Kagome!\So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki. response:	Are you Inuyasha... Kikyo's lover?
context: Inuyasha!\Kagome!\So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover? response:	W-What!
context: Kagome!\So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What! response:	Tsubaki, where is Kikyo?
context: So you're here, too?\Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo? response:	I know she was in here!
context: Inside... is the Sacred Jewel.\As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo?\I know she was in here! response:	Kikyo?
context: As well as the one who put the curse on me and manipulated me.\Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo?\I know she was in here!\Kikyo? response:	I saw her, too!
context: Are you the Dark Priestess?\I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo?\I know she was in here!\Kikyo?\I saw her, too! response:	I saw Kikyo coming here.
context: I am known as Tsubaki.\Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo?\I know she was in here!\Kikyo?\I saw her, too!\I saw Kikyo coming here. response:	Humph! That woman!
context: Are you Inuyasha... Kikyo's lover?\W-What!\Tsubaki, where is Kikyo?\I know she was in here!\Kikyo?\I saw her, too!\I saw Kikyo coming here.\Humph! That woman! response:	Inuyasha, she came to beg for your life.
context: W-What!\Tsubaki, where is Kikyo?\I know she was in here!\Kikyo?\I saw her, too!\I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life. response:	Kikyo still has feelings for Inuyasha...
context: Tsubaki, where is Kikyo?\I know she was in here!\Kikyo?\I saw her, too!\I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha... response:	She borrows her body from dead souls...
context: I know she was in here!\Kikyo?\I saw her, too!\I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls... response:	She cannot come to terms with death because of her love for a man.
context: Kikyo?\I saw her, too!\I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man. response:	Miroku! Sango! Watch over Kagome!
context: I saw her, too!\I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome! response:	Are you all right, Kagome?
context: I saw Kikyo coming here.\Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome? response:	Yes...
context: Humph! That woman!\Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes... response:	Hey you!
context: Inuyasha, she came to beg for your life.\Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes...\Hey you! response:	You seem to know an awful lot about us.
context: Kikyo still has feelings for Inuyasha...\She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes...\Hey you!\You seem to know an awful lot about us. response:	On top of which,
context: She borrows her body from dead souls...\She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes...\Hey you!\You seem to know an awful lot about us.\On top of which, response:	you used a dirty curse to manipulate Kagome to make her kill me.
context: She cannot come to terms with death because of her love for a man.\Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes...\Hey you!\You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me. response:	I'll bet the one pulling the strings is Naraku!
context: Miroku! Sango! Watch over Kagome!\Are you all right, Kagome?\Yes...\Hey you!\You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku! response:	And what of it?
context: Are you all right, Kagome?\Yes...\Hey you!\You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it? response:	Then, I won't stand for it!
context: Yes...\Hey you!\You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it! response:	I'll kill you!
context: Hey you!\You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it!\I'll kill you! response:	Tetsusai!
context: You seem to know an awful lot about us.\On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it!\I'll kill you!\Tetsusai! response:	If you draw your sword, Kagome will die!
context: On top of which,\you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it!\I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die! response:	Huh?!
context: you used a dirty curse to manipulate Kagome to make her kill me.\I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it!\I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die!\Huh?! response:	Fool!
context: I'll bet the one pulling the strings is Naraku!\And what of it?\Then, I won't stand for it!\I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die!\Huh?!\Fool! response:	My curse has not been broken yet!
context: And what of it?\Then, I won't stand for it!\I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die!\Huh?!\Fool!\My curse has not been broken yet! response:	As long as the Sacred Jewel is in my hand,
context: Then, I won't stand for it!\I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die!\Huh?!\Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand, response:	Kagome's life is mine to control!
context: I'll kill you!\Tetsusai!\If you draw your sword, Kagome will die!\Huh?!\Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control! response:	Why that!
context: Tetsusai!\If you draw your sword, Kagome will die!\Huh?!\Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that! response:	Kagome!
context: If you draw your sword, Kagome will die!\Huh?!\Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that!\Kagome! response:	The evil is back.
context: Huh?!\Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that!\Kagome!\The evil is back. response:	That young twit...
context: Fool!\My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that!\Kagome!\The evil is back.\That young twit... response:	She can't even thwart the Jewel's powers.
context: My curse has not been broken yet!\As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that!\Kagome!\The evil is back.\That young twit...\She can't even thwart the Jewel's powers. response:	So silly.
context: As long as the Sacred Jewel is in my hand,\Kagome's life is mine to control!\Why that!\Kagome!\The evil is back.\That young twit...\She can't even thwart the Jewel's powers.\So silly. response:	The purification of the Jewel... the breaking of the barrier...
context: Kagome's life is mine to control!\Why that!\Kagome!\The evil is back.\That young twit...\She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier... response:	It was all because Kikyo interfered
context: Why that!\Kagome!\The evil is back.\That young twit...\She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered response:	and distracted my concentration on the curse.
context: Kagome!\The evil is back.\That young twit...\She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse. response:	A curse by the likes of you won't work on Kagome.
context: The evil is back.\That young twit...\She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome. response:	That Kikyo thinks quite highly of Kagome...
context: That young twit...\She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome... response:	You dirty, conniving!
context: She can't even thwart the Jewel's powers.\So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving! response:	I will do anything in order to possess the Sacred Jewel whole.
context: So silly.\The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole. response:	Inuyasha... you will die first!
context: The purification of the Jewel... the breaking of the barrier...\It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first! response:	That's!
context: It was all because Kikyo interfered\and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's! response:	That woman!
context: and distracted my concentration on the curse.\A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's!\That woman! response:	She harbors demons inside her body!
context: A curse by the likes of you won't work on Kagome.\That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's!\That woman!\She harbors demons inside her body! response:	Do not draw your sword, Inuyasha!
context: That Kikyo thinks quite highly of Kagome...\You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's!\That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha! response:	If you do, I will curse Kagome to death!
context: You dirty, conniving!\I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's!\That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death! response:	Fight miserably and be killed by my demons!
context: I will do anything in order to possess the Sacred Jewel whole.\Inuyasha... you will die first!\That's!\That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons! response:	It's so maddening!
context: Inuyasha... you will die first!\That's!\That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening! response:	I must do something about this curse!
context: That's!\That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse! response:	Inuyasha is totally helpless like this!
context: That woman!\She harbors demons inside her body!\Do not draw your sword, Inuyasha!\If you do, I will curse Kagome to death!\Fight miserably and be killed by my demons!\It's so maddening!\I must do something about this curse!\Inuyasha is totally helpless like this! response:	What can we do?!
