context: Kanna... response:	Tanigawa likes me?
context: I'll pass.\Really? It'd be fun!\Isn't Kirishima-kun acting kind of weird?\Maybe.\So what did you mean by not done yet?\The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now! response:	Kai, help me!
context: Really? It'd be fun!\Isn't Kirishima-kun acting kind of weird?\Maybe.\So what did you mean by not done yet?\The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me! response:	Anyway, now that we've enjoyed the Okinawan ocean,
context: Isn't Kirishima-kun acting kind of weird?\Maybe.\So what did you mean by not done yet?\The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean, response:	we should start filming.
context: Maybe.\So what did you mean by not done yet?\The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming. response:	What?
context: So what did you mean by not done yet?\The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What? response:	On our first day here?
context: The tide will come in soon,\and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What?\On our first day here? response:	I rustled up some ideas.
context: and then it'll look like it's floating, just like the real one.\Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What?\On our first day here?\I rustled up some ideas. response:	In order to escape from her pursuers,
context: Let me out right now!\Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What?\On our first day here?\I rustled up some ideas.\In order to escape from her pursuers, response:	the heroine temporarily hides herself in Okinawa.
context: Kai, help me!\Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What?\On our first day here?\I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa. response:	Did you really rustle that up?
context: Anyway, now that we've enjoyed the Okinawan ocean,\we should start filming.\What?\On our first day here?\I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up? response:	I thought about it so much, I stayed up all night.
context: we should start filming.\What?\On our first day here?\I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night. response:	You sure don't look it.
context: What?\On our first day here?\I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it. response:	Everyone's kind of watching us...
context: On our first day here?\I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us... response:	That's because you're so beautiful.
context: I rustled up some ideas.\In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful. response:	No, uh...
context: In order to escape from her pursuers,\the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful.\No, uh... response:	Are you sure we don't have to get permission to film here?
context: the heroine temporarily hides herself in Okinawa.\Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here? response:	Tanigawa-san, the ocean belongs to no one.
context: Did you really rustle that up?\I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one. response:	Don't blame me for what happens.
context: I thought about it so much, I stayed up all night.\You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens. response:	Excuse me, what are you guys doing?
context: You sure don't look it.\Everyone's kind of watching us...\That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing? response:	Oh, we're just putting together our own independent film.
context: Everyone's kind of watching us...\That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film. response:	Cool!
context: That's because you're so beautiful.\No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool! response:	Kaori, don't bug them.
context: No, uh...\Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them. response:	I was just asking.
context: Are you sure we don't have to get permission to film here?\Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them.\I was just asking. response:	Huh? Are you... Umi-chan?
context: Tanigawa-san, the ocean belongs to no one.\Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan? response:	Why do you know my nickname from when I was a kid?
context: Don't blame me for what happens.\Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid? response:	I knew it was you!
context: Excuse me, what are you guys doing?\Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you! response:	It's me! Me!
context: Oh, we're just putting together our own independent film.\Cool!\Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me! response:	Kaori!
context: Cool!\Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me!\Kaori! response:	Kaori Kinoshita!
context: Kaori, don't bug them.\I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me!\Kaori!\Kaori Kinoshita! response:	Kinoshita...
context: I was just asking.\Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me!\Kaori!\Kaori Kinoshita!\Kinoshita... response:	Huh?! Kinoshita?!
context: Huh? Are you... Umi-chan?\Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me!\Kaori!\Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?! response:	Really?!
context: Why do you know my nickname from when I was a kid?\I knew it was you!\It's me! Me!\Kaori!\Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?!\Really?! response:	What's going on?
context: I knew it was you!\It's me! Me!\Kaori!\Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?!\Really?!\What's going on? response:	Wow!
context: It's me! Me!\Kaori!\Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?!\Really?!\What's going on?\Wow! response:	It's been a long time!
context: Kaori!\Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?!\Really?!\What's going on?\Wow!\It's been a long time! response:	How many years has it been?
context: Kaori Kinoshita!\Kinoshita...\Huh?! Kinoshita?!\Really?!\What's going on?\Wow!\It's been a long time!\How many years has it been? response:	I knew it was you!
context: Kinoshita...\Huh?! Kinoshita?!\Really?!\What's going on?\Wow!\It's been a long time!\How many years has it been?\I knew it was you! response:	You haven't changed at all!
context: Huh?! Kinoshita?!\Really?!\What's going on?\Wow!\It's been a long time!\How many years has it been?\I knew it was you!\You haven't changed at all! response:	That frizzy hair and those large glasses of yours.
context: Really?!\What's going on?\Wow!\It's been a long time!\How many years has it been?\I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours. response:	Kinoshita...
context: What's going on?\Wow!\It's been a long time!\How many years has it been?\I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita... response:	You've changed quite a bit.
context: Wow!\It's been a long time!\How many years has it been?\I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit. response:	Really?
context: It's been a long time!\How many years has it been?\I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit.\Really? response:	Well, I've become a lot more feminine since I entered high school!
context: How many years has it been?\I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school! response:	But I never thought I'd see you here.
context: I knew it was you!\You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here. response:	Y-Yeah.
context: You haven't changed at all!\That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah. response:	Kirishima-kun, who is this?
context: That frizzy hair and those large glasses of yours.\Kinoshita...\You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this? response:	Oh, she's my elementary school...
context: Kinoshita...\You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school... response:	His fiancee!
context: You've changed quite a bit.\Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee! response:	Fian...
context: Really?\Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee!\Fian... response:	That's quite the interesting relationship there.
context: Well, I've become a lot more feminine since I entered high school!\But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee!\Fian...\That's quite the interesting relationship there. response:	No!
context: But I never thought I'd see you here.\Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee!\Fian...\That's quite the interesting relationship there.\No! response:	When I was a kid, it was common for guys and girls to pretend they were couples.
context: Y-Yeah.\Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee!\Fian...\That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples. response:	She sat next to me, so everyone in our class made us out to be that way.
context: Kirishima-kun, who is this?\Oh, she's my elementary school...\His fiancee!\Fian...\That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way. response:	What? That's not nice.
context: Oh, she's my elementary school...\His fiancee!\Fian...\That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice. response:	I really believed it.
context: His fiancee!\Fian...\That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it. response:	Huh?!
context: Fian...\That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it.\Huh?! response:	I gave you that letter during graduation, didn't I?
context: That's quite the interesting relationship there.\No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it.\Huh?!\I gave you that letter during graduation, didn't I? response:	You did?
context: No!\When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it.\Huh?!\I gave you that letter during graduation, didn't I?\You did? response:	It's incredible that you've run into your first love again!
context: When I was a kid, it was common for guys and girls to pretend they were couples.\She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it.\Huh?!\I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again! response:	I know, right?
context: She sat next to me, so everyone in our class made us out to be that way.\What? That's not nice.\I really believed it.\Huh?!\I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again!\I know, right? response:	And in Okinawa, too!
context: What? That's not nice.\I really believed it.\Huh?!\I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too! response:	Totally a work of fate.
context: I really believed it.\Huh?!\I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too!\Totally a work of fate. response:	I, uh...
context: Huh?!\I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too!\Totally a work of fate.\I, uh... response:	Huh?
context: I gave you that letter during graduation, didn't I?\You did?\It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too!\Totally a work of fate.\I, uh...\Huh? response:	Way to go, Kai-sensei.
context: You did?\It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too!\Totally a work of fate.\I, uh...\Huh?\Way to go, Kai-sensei. response:	S-So, what's your name?!
context: It's incredible that you've run into your first love again!\I know, right?\And in Okinawa, too!\Totally a work of fate.\I, uh...\Huh?\Way to go, Kai-sensei.\S-So, what's your name?! response:	Tetsuro Ishigaki...
context: I know, right?\And in Okinawa, too!\Totally a work of fate.\I, uh...\Huh?\Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki... response:	Ishigaki-san...
context: And in Okinawa, too!\Totally a work of fate.\I, uh...\Huh?\Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san... response:	Do you like, have a girlfriend or anything?
context: Totally a work of fate.\I, uh...\Huh?\Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything? response:	No, I don't...
context: I, uh...\Huh?\Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't... response:	Oh, really?
context: Huh?\Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't...\Oh, really? response:	My name is Arisawa Chiharu.
context: Way to go, Kai-sensei.\S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't...\Oh, really?\My name is Arisawa Chiharu. response:	Could you scoot back a little?
context: S-So, what's your name?!\Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't...\Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little? response:	Why?
context: Tetsuro Ishigaki...\Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't...\Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little?\Why? response:	Everyone's got great looks on their faces.
context: Ishigaki-san...\Do you like, have a girlfriend or anything?\No, I don't...\Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little?\Why?\Everyone's got great looks on their faces. response:	Episode 6 Senpai has a rival.
context: Do you like, have a girlfriend or anything?\No, I don't...\Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little?\Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival. response:	Wow...
context: No, I don't...\Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little?\Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow... response:	This is a pretty nice room.
context: Oh, really?\My name is Arisawa Chiharu.\Could you scoot back a little?\Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room. response:	The food was really good, too.
context: My name is Arisawa Chiharu.\Could you scoot back a little?\Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room.\The food was really good, too. response:	That was the first time I've had barbecue.
context: Could you scoot back a little?\Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue. response:	Oh, really?
context: Why?\Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue.\Oh, really? response:	I'm really glad we could...
context: Everyone's got great looks on their faces.\Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue.\Oh, really?\I'm really glad we could... response:	Right, Kaito-kun?
context: Episode 6 Senpai has a rival.\Wow...\This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue.\Oh, really?\I'm really glad we could...\Right, Kaito-kun? response:	Y-Yeah.
context: Wow...\This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue.\Oh, really?\I'm really glad we could...\Right, Kaito-kun?\Y-Yeah. response:	You even had a meeting of destiny with your classmate from elementary school.
context: This is a pretty nice room.\The food was really good, too.\That was the first time I've had barbecue.\Oh, really?\I'm really glad we could...\Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school. response:	She's quite energetic and cute, don't you think?
context: The food was really good, too.\That was the first time I've had barbecue.\Oh, really?\I'm really glad we could...\Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think? response:	I mean, being able to run into your first love,
context: That was the first time I've had barbecue.\Oh, really?\I'm really glad we could...\Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love, response:	who you promised to get married to.
context: Oh, really?\I'm really glad we could...\Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to. response:	Pretty wonderful, right?
context: I'm really glad we could...\Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right? response:	She wasn't really my first love, you know?
context: Right, Kaito-kun?\Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know? response:	She and I...
context: Y-Yeah.\You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know?\She and I... response:	Senpai.
context: You even had a meeting of destiny with your classmate from elementary school.\She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know?\She and I...\Senpai. response:	They sounded really close.
context: She's quite energetic and cute, don't you think?\I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know?\She and I...\Senpai.\They sounded really close. response:	Almost like all that time never passed at all.
context: I mean, being able to run into your first love,\who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know?\She and I...\Senpai.\They sounded really close.\Almost like all that time never passed at all. response:	Nothing really happened with Kinoshita at all.
context: who you promised to get married to.\Pretty wonderful, right?\She wasn't really my first love, you know?\She and I...\Senpai.\They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all. response:	Actually, why are you guys questioning me so much?
context: Pretty wonderful, right?\She wasn't really my first love, you know?\She and I...\Senpai.\They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much? response:	That's because Nanami-san told Takatsuki-senpai...
context: She wasn't really my first love, you know?\She and I...\Senpai.\They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai... response:	We can't have you running off with some girl...
context: She and I...\Senpai.\They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl... response:	I won't do that!
context: Senpai.\They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that! response:	I'm not sure about that.
context: They sounded really close.\Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that!\I'm not sure about that. response:	Please just listen to what I have to say!
context: Almost like all that time never passed at all.\Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that!\I'm not sure about that.\Please just listen to what I have to say! response:	So you were doing something you have to make excuses for.
context: Nothing really happened with Kinoshita at all.\Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that!\I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for. response:	No! I'm trying to tell you what's going on.
context: Actually, why are you guys questioning me so much?\That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that!\I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on. response:	So something did happen!
context: That's because Nanami-san told Takatsuki-senpai...\We can't have you running off with some girl...\I won't do that!\I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen! response:	Sucks for Kai.
context: We can't have you running off with some girl...\I won't do that!\I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai. response:	No! Calm down!
context: I won't do that!\I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai.\No! Calm down! response:	What about you, Tetsuro-kun?
context: I'm not sure about that.\Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun? response:	About me?
context: Please just listen to what I have to say!\So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun?\About me? response:	That Arisawa-san girl was pretty cute.
context: So you were doing something you have to make excuses for.\No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute. response:	She had a pretty nice body, too.
context: No! I'm trying to tell you what's going on.\So something did happen!\Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too. response:	You traded cell phone email addresses, too.
context: So something did happen!\Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too. response:	I don't turn down requests from cute girls.
context: Sucks for Kai.\No! Calm down!\What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls. response:	Really?
context: No! Calm down!\What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really? response:	Wh
context: What about you, Tetsuro-kun?\About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really?\Wh response:	Why?!
context: About me?\That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really?\Wh\Why?! response:	I'll introduce you.
context: That Arisawa-san girl was pretty cute.\She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really?\Wh\Why?!\I'll introduce you. response:	She'll be appearing in our movie.
context: She had a pretty nice body, too.\You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really?\Wh\Why?!\I'll introduce you.\She'll be appearing in our movie. response:	Her name is Kaori Kinoshita-san.
context: You traded cell phone email addresses, too.\I don't turn down requests from cute girls.\Really?\Wh\Why?!\I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san. response:	Nice to meet you all.
context: I don't turn down requests from cute girls.\Really?\Wh\Why?!\I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all. response:	Remon.
context: Really?\Wh\Why?!\I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon. response:	What's going on?
context: Wh\Why?!\I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon.\What's going on? response:	I wanted a guest star for the Okinawa portion of the film.
context: Why?!\I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film. response:	She agreed to help out quickly, which was nice.
context: I'll introduce you.\She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice. response:	Somehow this feels very contrived...
context: She'll be appearing in our movie.\Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived... response:	She fit what I was thinking perfectly.
context: Her name is Kaori Kinoshita-san.\Nice to meet you all.\Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly. response:	That's exactly what I mean!
context: Nice to meet you all.\Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean! response:	What are you doing, Umi-chan?
context: Remon.\What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan? response:	Besides, do you even know what contrived really means?
context: What's going on?\I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means? response:	You being punished for something?
context: I wanted a guest star for the Okinawa portion of the film.\She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something? response:	No, I, uh...
context: She agreed to help out quickly, which was nice.\Somehow this feels very contrived...\She fit what I was thinking perfectly.\That's exactly what I mean!\What are you doing, Umi-chan?\Besides, do you even know what contrived really means?\You being punished for something?\No, I, uh... response:	What are you talking about?
