context: My name is Jibril. response:	What can I do for you, new king and queen
context: worth 40,000 books from another world.\I told you, I want the library\How about I bet everything I have?\Seriously?\Lucky me...\Will that be all right?\Yes, we want full rights to you, personally.\Thank you! response:	Oh, can I add in that you have to come by for tea once in a while?
context: I told you, I want the library\How about I bet everything I have?\Seriously?\Lucky me...\Will that be all right?\Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while? response:	I want to know more about you two.
context: How about I bet everything I have?\Seriously?\Lucky me...\Will that be all right?\Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two. response:	You're talking like you've already won.
context: Seriously?\Lucky me...\Will that be all right?\Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won. response:	Then if we win, we can add an extra demand of our own, yes?
context: Lucky me...\Will that be all right?\Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes? response:	Yes.
context: Will that be all right?\Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes. response:	You won't win, of course,
context: Yes, we want full rights to you, personally.\Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course, response:	but if you do, then whatever you want is yours.
context: Thank you!\Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course,\but if you do, then whatever you want is yours. response:	The game will be shiritori.
context: Oh, can I add in that you have to come by for tea once in a while?\I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori. response:	But not normal shiritori.
context: I want to know more about you two.\You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori. response:	We'll play Materialization Shiritori.
context: You're talking like you've already won.\Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori. response:	Materialization Shiritori?
context: Then if we win, we can add an extra demand of our own, yes?\Yes.\You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori? response:	Yes.
context: Yes.\You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori?\Yes. response:	The rules are simple.
context: You won't win, of course,\but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori?\Yes.\The rules are simple. response:	Just like normal shiritori,
context: but if you do, then whatever you want is yours.\The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori?\Yes.\The rules are simple.\Just like normal shiritori, response:	Use a word that's already been used
context: The game will be shiritori.\But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori?\Yes.\The rules are simple.\Just like normal shiritori,\Use a word that's already been used response:	If you use a word that's already been used,
context: But not normal shiritori.\We'll play Materialization Shiritori.\Materialization Shiritori?\Yes.\The rules are simple.\Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used, response:	Use a word that's already been used Fail to answer for 30 seconds
context: We'll play Materialization Shiritori.\Materialization Shiritori?\Yes.\The rules are simple.\Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds response:	fail to answer for 30 seconds, or cannot continue, you lose.
context: Materialization Shiritori?\Yes.\The rules are simple.\Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose. response:	Use a word that's already been used Fail to answer for 30 seconds Cannot continue
context: Yes.\The rules are simple.\Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue response:	Can words be in any language?
context: The rules are simple.\Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language? response:	Yes,
context: Just like normal shiritori,\Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes, response:	but fictional things that don't actually exist won't count.
context: Use a word that's already been used\If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes,\but fictional things that don't actually exist won't count. response:	Flight Stone
context: If you use a word that's already been used,\Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes,\but fictional things that don't actually exist won't count.\Flight Stone response:	Materialization Shiritori
context: Use a word that's already been used Fail to answer for 30 seconds\fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes,\but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori response:	And remember, we're playing Materialization Shiritori.
context: fail to answer for 30 seconds, or cannot continue, you lose.\Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes,\but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori. response:	Tallo w
context: Use a word that's already been used Fail to answer for 30 seconds Cannot continue\Can words be in any language?\Yes,\but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w response:	If you say something that's here, it will disappear.
context: Can words be in any language?\Yes,\but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear. response:	W hale
context: Yes,\but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear.\W hale response:	If it's not here, it will appear.
context: but fictional things that don't actually exist won't count.\Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear.\W hale\If it's not here, it will appear. response:	I'm sure you know what this means.
context: Flight Stone\Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear.\W hale\If it's not here, it will appear.\I'm sure you know what this means. response:	Of course, once the game's over,
context: Materialization Shiritori\And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear.\W hale\If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over, response:	everything that's happened will be undone,
context: And remember, we're playing Materialization Shiritori.\Tallo w\If you say something that's here, it will disappear.\W hale\If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone, response:	so don't hesitate to show off your knowledge.
context: Tallo w\If you say something that's here, it will disappear.\W hale\If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge. response:	Got it.
context: If you say something that's here, it will disappear.\W hale\If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it. response:	Okay, Shiro. Come over here.
context: W hale\If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here. response:	We'll do this together, like we always do.
context: If it's not here, it will appear.\I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do. response:	That's fine.
context: I'm sure you know what this means.\Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine. response:	You're powerless humans, so enjoy yourselves and try not to die.
context: Of course, once the game's over,\everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die. response:	What? W-Wait...
context: everything that's happened will be undone,\so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait... response:	Die?
context: so don't hesitate to show off your knowledge.\Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die? response:	You can't directly cause a player to die,
context: Got it.\Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die?\You can't directly cause a player to die, response:	that is, to be unable to continue.
context: Okay, Shiro. Come over here.\We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die?\You can't directly cause a player to die,\that is, to be unable to continue. response:	Then I don't need to be here, do I?
context: We'll do this together, like we always do.\That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die?\You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I? response:	That's only dangerous for
context: That's fine.\You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die?\You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for response:	Now, then...
context: You're powerless humans, so enjoy yourselves and try not to die.\What? W-Wait...\Die?\You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for\Now, then... response:	Yes, let's begin the game.
context: What? W-Wait...\Die?\You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for\Now, then...\Yes, let's begin the game. response:	Come and get us.
context: Die?\You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for\Now, then...\Yes, let's begin the game.\Come and get us. response:	Listen to me!
context: You can't directly cause a player to die,\that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for\Now, then...\Yes, let's begin the game.\Come and get us.\Listen to me! response:	Steph, sit!
context: that is, to be unable to continue.\Then I don't need to be here, do I?\That's only dangerous for\Now, then...\Yes, let's begin the game.\Come and get us.\Listen to me!\Steph, sit! response:	Pet Dog for a Day
context: Then I don't need to be here, do I?\That's only dangerous for\Now, then...\Yes, let's begin the game.\Come and get us.\Listen to me!\Steph, sit!\Pet Dog for a Day response:	Now I can't run away!
context: That's only dangerous for\Now, then...\Yes, let's begin the game.\Come and get us.\Listen to me!\Steph, sit!\Pet Dog for a Day\Now I can't run away! response:	I've had it with this!
context: Now, then...\Yes, let's begin the game.\Come and get us.\Listen to me!\Steph, sit!\Pet Dog for a Day\Now I can't run away!\I've had it with this! response:	You may have the first move.
context: Yes, let's begin the game.\Come and get us.\Listen to me!\Steph, sit!\Pet Dog for a Day\Now I can't run away!\I've had it with this!\You may have the first move. response:	Pick any word you like.
context: Come and get us.\Listen to me!\Steph, sit!\Pet Dog for a Day\Now I can't run away!\I've had it with this!\You may have the first move.\Pick any word you like. response:	Let me see...
context: Listen to me!\Steph, sit!\Pet Dog for a Day\Now I can't run away!\I've had it with this!\You may have the first move.\Pick any word you like.\Let me see... response:	Okay, I'll start with...
context: Steph, sit!\Pet Dog for a Day\Now I can't run away!\I've had it with this!\You may have the first move.\Pick any word you like.\Let me see...\Okay, I'll start with... response:	Hydrogen Bomb.
context: Pet Dog for a Day\Now I can't run away!\I've had it with this!\You may have the first move.\Pick any word you like.\Let me see...\Okay, I'll start with...\Hydrogen Bomb. response:	Hydrogen Bomb
context: Now I can't run away!\I've had it with this!\You may have the first move.\Pick any word you like.\Let me see...\Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb response:	What's this?
context: I've had it with this!\You may have the first move.\Pick any word you like.\Let me see...\Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb\What's this? response:	Bkulians!
context: You may have the first move.\Pick any word you like.\Let me see...\Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb\What's this?\Bkulians! response:	Self-destructing on the first move?
context: Pick any word you like.\Let me see...\Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb\What's this?\Bkulians!\Self-destructing on the first move? response:	Hydrogen Bom b
context: Let me see...\Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb\What's this?\Bkulians!\Self-destructing on the first move?\Hydrogen Bom b response:	That was Bkulians, a highest-level sealing spell.
context: Okay, I'll start with...\Hydrogen Bomb.\Hydrogen Bomb\What's this?\Bkulians!\Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell. response:	(Eternal Fourth Protection) B kulians
context: Hydrogen Bomb.\Hydrogen Bomb\What's this?\Bkulians!\Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians response:	If I hadn't been nice enough to protect you,
context: Hydrogen Bomb\What's this?\Bkulians!\Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you, response:	the game would've ended here.
context: What's this?\Bkulians!\Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here. response:	Nice enough? Gimme a break.
context: Bkulians!\Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break. response:	Bkulians!
context: Self-destructing on the first move?\Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break.\Bkulians! response:	I just took a gamble on the obvious fact that you'd think ending the game
context: Hydrogen Bom b\That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game response:	in a single move would be terribly boring.
context: That was Bkulians, a highest-level sealing spell.\(Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring. response:	I see.
context: (Eternal Fourth Protection) B kulians\If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see. response:	Still, I had predicted as much,
context: If I hadn't been nice enough to protect you,\the game would've ended here.\Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see.\Still, I had predicted as much, response:	but it doesn't look like we'll be able to stop you from continuing the game.
context: the game would've ended here.\Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game. response:	I'm glad you understand.
context: Nice enough? Gimme a break.\Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand. response:	Try not to bore me, please.
context: Bkulians!\I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please. response:	Don't worry. I won't bore you.
context: I just took a gamble on the obvious fact that you'd think ending the game\in a single move would be terribly boring.\I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you. response:	(Eternal Fourth Protection) Bkulian s
context: in a single move would be terribly boring.\I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s response:	Spirit Circuits.
context: I see.\Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits. response:	S pirit Circuits
context: Still, I had predicted as much,\but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits response:	Well, you certainly wasted no time.
context: but it doesn't look like we'll be able to stop you from continuing the game.\I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time. response:	It's a word I just learned.
context: I'm glad you understand.\Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned. response:	What? Is that a problem?
context: Try not to bore me, please.\Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem? response:	No, it limits my physical abilities a bit and prevents me from flying,
context: Don't worry. I won't bore you.\(Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying, response:	but I still have spirits in my body, so there's no problem.
context: (Eternal Fourth Protection) Bkulian s\Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem. response:	If anything, it just makes me a little uneasy...
context: Spirit Circuits.\S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy... response:	Oh, like when your cell phone can't get reception.
context: S pirit Circuits\Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception. response:	Cell phone? Reception?
context: Well, you certainly wasted no time.\It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception? response:	Do they have something to do with that thin board?
context: It's a word I just learned.\What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board? response:	Close! Close! Close! Your face is too close!
context: What? Is that a problem?\No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close! response:	If you beat me, I'll tell you!
context: No, it limits my physical abilities a bit and prevents me from flying,\but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you! response:	Brother, I think she's...
context: but I still have spirits in my body, so there's no problem.\If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's... response:	Yeah, this is getting even more fun.
context: If anything, it just makes me a little uneasy...\Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun. response:	Hey, Jibril. Your move.
context: Oh, like when your cell phone can't get reception.\Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move. response:	Spirit Circuit s
context: Cell phone? Reception?\Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s response:	Th-That's right.
context: Do they have something to do with that thin board?\Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right. response:	I'll do an easy one. Stallion.
context: Close! Close! Close! Your face is too close!\If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion. response:	S tallion
context: If you beat me, I'll tell you!\Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion.\S tallion response:	Stallio n
context: Brother, I think she's...\Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion.\S tallion\Stallio n response:	Okay. Nether Regions.
context: Yeah, this is getting even more fun.\Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion.\S tallion\Stallio n\Okay. Nether Regions. response:	N ether * Regions
context: Hey, Jibril. Your move.\Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion.\S tallion\Stallio n\Okay. Nether Regions.\N ether * Regions response:	Well?
context: Spirit Circuit s\Th-That's right.\I'll do an easy one. Stallion.\S tallion\Stallio n\Okay. Nether Regions.\N ether * Regions\Well? response:	Wh-Wh-Wh
context: Th-That's right.\I'll do an easy one. Stallion.\S tallion\Stallio n\Okay. Nether Regions.\N ether * Regions\Well?\Wh-Wh-Wh response:	What the hell are you thinking?!
context: I'll do an easy one. Stallion.\S tallion\Stallio n\Okay. Nether Regions.\N ether * Regions\Well?\Wh-Wh-Wh\What the hell are you thinking?! response:	I'm getting a little tired of all this dust.
context: S tallion\Stallio n\Okay. Nether Regions.\N ether * Regions\Well?\Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust. response:	Let's have some fun.
context: Stallio n\Okay. Nether Regions.\N ether * Regions\Well?\Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun. response:	B each
context: Okay. Nether Regions.\N ether * Regions\Well?\Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun.\B each response:	Beach.
context: N ether * Regions\Well?\Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun.\B each\Beach. response:	It's very pretty, yes, but it's rough on someone who never leaves home!
context: Well?\Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun.\B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home! response:	Beac h
context: Wh-Wh-Wh\What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun.\B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h response:	Okay, Hooter-nub!
context: What the hell are you thinking?!\I'm getting a little tired of all this dust.\Let's have some fun.\B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub! response:	H ooter-nub
context: I'm getting a little tired of all this dust.\Let's have some fun.\B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub!\H ooter-nub response:	I'll play along, then.
context: Let's have some fun.\B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub!\H ooter-nub\I'll play along, then. response:	Hooter-nu b
context: B each\Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub!\H ooter-nub\I'll play along, then.\Hooter-nu b response:	B ikinis
context: Beach.\It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub!\H ooter-nub\I'll play along, then.\Hooter-nu b\B ikinis response:	Bikinis.
context: It's very pretty, yes, but it's rough on someone who never leaves home!\Beac h\Okay, Hooter-nub!\H ooter-nub\I'll play along, then.\Hooter-nu b\B ikinis\Bikinis. response:	Jibril, you don't understand at all!
context: Beac h\Okay, Hooter-nub!\H ooter-nub\I'll play along, then.\Hooter-nu b\B ikinis\Bikinis.\Jibril, you don't understand at all! response:	If you want bikinis, you need to get rid of the clothes first!
context: Okay, Hooter-nub!\H ooter-nub\I'll play along, then.\Hooter-nu b\B ikinis\Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first! response:	I see!
context: H ooter-nub\I'll play along, then.\Hooter-nu b\B ikinis\Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see! response:	I'm sorry, I couldn't understand what you were getting at.
context: I'll play along, then.\Hooter-nu b\B ikinis\Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at. response:	Would you two at least try to take this seriously?
context: Hooter-nu b\B ikinis\Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously? response:	Bikini s
context: B ikinis\Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s response:	Whatever. Sea bag.
context: Bikinis.\Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag. response:	S ea bag
context: Jibril, you don't understand at all!\If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag.\S ea bag response:	Let me see, then...
context: If you want bikinis, you need to get rid of the clothes first!\I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag.\S ea bag\Let me see, then... response:	Sea ba g
context: I see!\I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag.\S ea bag\Let me see, then...\Sea ba g response:	G ale
context: I'm sorry, I couldn't understand what you were getting at.\Would you two at least try to take this seriously?\Bikini s\Whatever. Sea bag.\S ea bag\Let me see, then...\Sea ba g\G ale response:	How about gale?
