context: It's Sanada and Sawako-chan. response:	See? Look.
context: Evidence that Kurumi could never dismiss.\And then I'll pound her into a pulp!\Scary.\Why aren't you coming back, Kazehaya?\I should have gone after him and interrupted.\But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please. response:	Ka
context: And then I'll pound her into a pulp!\Scary.\Why aren't you coming back, Kazehaya?\I should have gone after him and interrupted.\But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka response:	Ka?
context: Scary.\Why aren't you coming back, Kazehaya?\I should have gone after him and interrupted.\But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka\Ka? response:	Go!
context: Why aren't you coming back, Kazehaya?\I should have gone after him and interrupted.\But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka\Ka?\Go! response:	It's that creepy...
context: I should have gone after him and interrupted.\But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka\Ka?\Go!\It's that creepy... response:	What are you doing here?
context: But that would have annoyed him.\He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka\Ka?\Go!\It's that creepy...\What are you doing here? response:	I was just cleaning this up.
context: He wouldn't go out with her, would he?\Kazehaya, come back, please.\Ka\Ka?\Go!\It's that creepy...\What are you doing here?\I was just cleaning this up. response:	Hurry up and do it then.
context: Kazehaya, come back, please.\Ka\Ka?\Go!\It's that creepy...\What are you doing here?\I was just cleaning this up.\Hurry up and do it then. response:	I made a mistake.
context: Ka\Ka?\Go!\It's that creepy...\What are you doing here?\I was just cleaning this up.\Hurry up and do it then.\I made a mistake. response:	Another member has the keys.
context: Ka?\Go!\It's that creepy...\What are you doing here?\I was just cleaning this up.\Hurry up and do it then.\I made a mistake.\Another member has the keys. response:	I'm waiting for them.
context: Go!\It's that creepy...\What are you doing here?\I was just cleaning this up.\Hurry up and do it then.\I made a mistake.\Another member has the keys.\I'm waiting for them. response:	Keys?
context: It's that creepy...\What are you doing here?\I was just cleaning this up.\Hurry up and do it then.\I made a mistake.\Another member has the keys.\I'm waiting for them.\Keys? response:	I have the keys, hurry up and put it away.
context: What are you doing here?\I was just cleaning this up.\Hurry up and do it then.\I made a mistake.\Another member has the keys.\I'm waiting for them.\Keys?\I have the keys, hurry up and put it away. response:	Why aren't you leaving?
context: I was just cleaning this up.\Hurry up and do it then.\I made a mistake.\Another member has the keys.\I'm waiting for them.\Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving? response:	I, uh...
context: Hurry up and do it then.\I made a mistake.\Another member has the keys.\I'm waiting for them.\Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh... response:	Why don't you go already? Kazehaya's going to come back.
context: I made a mistake.\Another member has the keys.\I'm waiting for them.\Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back. response:	Why is she squirming?
context: Another member has the keys.\I'm waiting for them.\Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming? response:	Why is she everywhere I am?
context: I'm waiting for them.\Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am? response:	Why is she leading me on?
context: Keys?\I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am?\Why is she leading me on? response:	It must be...!
context: I have the keys, hurry up and put it away.\Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am?\Why is she leading me on?\It must be...! response:	Sorry, I'm not into kids.
context: Why aren't you leaving?\I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am?\Why is she leading me on?\It must be...!\Sorry, I'm not into kids. response:	I know how you feel.
context: I, uh...\Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am?\Why is she leading me on?\It must be...!\Sorry, I'm not into kids.\I know how you feel. response:	I would have fallen for me if I was a woman too.
context: Why don't you go already? Kazehaya's going to come back.\Why is she squirming?\Why is she everywhere I am?\Why is she leading me on?\It must be...!\Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too. response:	Well, to put it this way, you're 10 years early.
context: Why is she squirming?\Why is she everywhere I am?\Why is she leading me on?\It must be...!\Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early. response:	You get it, right?
context: Why is she everywhere I am?\Why is she leading me on?\It must be...!\Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right? response:	What are you
context: Why is she leading me on?\It must be...!\Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right?\What are you response:	Why do I have to get rejected here?
context: It must be...!\Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right?\What are you\Why do I have to get rejected here? response:	By him of all people?
context: Sorry, I'm not into kids.\I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right?\What are you\Why do I have to get rejected here?\By him of all people? response:	Settle for some brat from your own class or something.
context: I know how you feel.\I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right?\What are you\Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something. response:	Sorry, I didn't mean to eavesdrop.
context: I would have fallen for me if I was a woman too.\Well, to put it this way, you're 10 years early.\You get it, right?\What are you\Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop. response:	No!
context: Well, to put it this way, you're 10 years early.\You get it, right?\What are you\Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No! response:	I know.
context: You get it, right?\What are you\Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No!\I know. response:	I won't tell anyone, trust me.
context: What are you\Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No!\I know.\I won't tell anyone, trust me. response:	That's not
context: Why do I have to get rejected here?\By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No!\I know.\I won't tell anyone, trust me.\That's not response:	Shouta, you damn brat!
context: By him of all people?\Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No!\I know.\I won't tell anyone, trust me.\That's not\Shouta, you damn brat! response:	You're slacking, aren't you?
context: Settle for some brat from your own class or something.\Sorry, I didn't mean to eavesdrop.\No!\I know.\I won't tell anyone, trust me.\That's not\Shouta, you damn brat!\You're slacking, aren't you? response:	Oh, shit!
context: Sorry, I didn't mean to eavesdrop.\No!\I know.\I won't tell anyone, trust me.\That's not\Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit! response:	Perfect. I'll find you some really hard work.
context: No!\I know.\I won't tell anyone, trust me.\That's not\Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work. response:	Give me a break.
context: I know.\I won't tell anyone, trust me.\That's not\Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break. response:	Kazehaya, no!
context: I won't tell anyone, trust me.\That's not\Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no! response:	Oh, yeah.
context: That's not\Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no!\Oh, yeah. response:	Forget about me.
context: Shouta, you damn brat!\You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no!\Oh, yeah.\Forget about me. response:	Don't go telling people, Pin.
context: You're slacking, aren't you?\Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no!\Oh, yeah.\Forget about me.\Don't go telling people, Pin. response:	Who asked for your opinion?
context: Oh, shit!\Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no!\Oh, yeah.\Forget about me.\Don't go telling people, Pin.\Who asked for your opinion? response:	No!
context: Perfect. I'll find you some really hard work.\Give me a break.\Kazehaya, no!\Oh, yeah.\Forget about me.\Don't go telling people, Pin.\Who asked for your opinion?\No! response:	That rumor?
context: Give me a break.\Kazehaya, no!\Oh, yeah.\Forget about me.\Don't go telling people, Pin.\Who asked for your opinion?\No!\That rumor? response:	It was like, by the time we knew, everyone was talking about it.
context: Kazehaya, no!\Oh, yeah.\Forget about me.\Don't go telling people, Pin.\Who asked for your opinion?\No!\That rumor?\It was like, by the time we knew, everyone was talking about it. response:	We wouldn't know if it was her that started it.
context: Oh, yeah.\Forget about me.\Don't go telling people, Pin.\Who asked for your opinion?\No!\That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it. response:	Okay.
context: Forget about me.\Don't go telling people, Pin.\Who asked for your opinion?\No!\That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay. response:	Sorry I can't help.
context: Don't go telling people, Pin.\Who asked for your opinion?\No!\That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay.\Sorry I can't help. response:	No one really remembers, huh?
context: Who asked for your opinion?\No!\That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay.\Sorry I can't help.\No one really remembers, huh? response:	Maybe we should hit up division A.
context: No!\That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay.\Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A. response:	I guess.
context: That rumor?\It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay.\Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A.\I guess. response:	It's Tomo and Ekkou.
context: It was like, by the time we knew, everyone was talking about it.\We wouldn't know if it was her that started it.\Okay.\Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou. response:	Okay, let's try asking them.
context: We wouldn't know if it was her that started it.\Okay.\Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou.\Okay, let's try asking them. response:	Seriously?!
context: Okay.\Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?! response:	Yeah, I saw her making rumors.
context: Sorry I can't help.\No one really remembers, huh?\Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors. response:	Kurumi? For sure?
context: No one really remembers, huh?\Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure? response:	She's with Kazehaya sometimes.
context: Maybe we should hit up division A.\I guess.\It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes. response:	It's her for sure.
context: I guess.\It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure. response:	Right?
context: It's Tomo and Ekkou.\Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure.\Right? response:	Yeah.
context: Okay, let's try asking them.\Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure.\Right?\Yeah. response:	That was the first time I heard rumors about Sadako.
context: Seriously?!\Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure.\Right?\Yeah.\That was the first time I heard rumors about Sadako. response:	I remember being surprised at how bad the rumor's gotten.
context: Yeah, I saw her making rumors.\Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure.\Right?\Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten. response:	Thanks, Tomo, Ekkou.
context: Kurumi? For sure?\She's with Kazehaya sometimes.\It's her for sure.\Right?\Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou. response:	Awesome, Yano-chin, now
context: She's with Kazehaya sometimes.\It's her for sure.\Right?\Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now response:	I got you, Kurumi, you bitch.
context: It's her for sure.\Right?\Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch. response:	There it is! Yano-chin's evil-stepmother-face!
context: Right?\Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face! response:	Get back, Tomo, Ekkou!
context: Yeah.\That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou! response:	Just wait, I'll even make you fess up what brand of toner you use.
context: That was the first time I heard rumors about Sadako.\I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use. response:	Isn't that sort of personal? Yano-chin?
context: I remember being surprised at how bad the rumor's gotten.\Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin? response:	Yano-san and Yoshida-san aren't here.
context: Thanks, Tomo, Ekkou.\Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here. response:	Oh, maybe they're at volleyball practice.
context: Awesome, Yano-chin, now\I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice. response:	There's someone I like.”
context: I got you, Kurumi, you bitch.\There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.” response:	I wonder what they'd say if I told them that.
context: There it is! Yano-chin's evil-stepmother-face!\Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that. response:	I can't even imagine.
context: Get back, Tomo, Ekkou!\Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine. response:	What the?
context: Just wait, I'll even make you fess up what brand of toner you use.\Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine.\What the? response:	Victory dance?
context: Isn't that sort of personal? Yano-chin?\Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine.\What the?\Victory dance? response:	Shadowboxing?
context: Yano-san and Yoshida-san aren't here.\Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine.\What the?\Victory dance?\Shadowboxing? response:	The twist?
context: Oh, maybe they're at volleyball practice.\There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine.\What the?\Victory dance?\Shadowboxing?\The twist? response:	But I'm happy.
context: There's someone I like.”\I wonder what they'd say if I told them that.\I can't even imagine.\What the?\Victory dance?\Shadowboxing?\The twist?\But I'm happy. response:	It's even better than I thought, being in a world not all by myself.
context: I wonder what they'd say if I told them that.\I can't even imagine.\What the?\Victory dance?\Shadowboxing?\The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself. response:	To like Kazehaya-kun,
context: I can't even imagine.\What the?\Victory dance?\Shadowboxing?\The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun, response:	and to be able to tell people about it,
context: What the?\Victory dance?\Shadowboxing?\The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it, response:	is such a happy thing.
context: Victory dance?\Shadowboxing?\The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing. response:	There's someone I like.
context: Shadowboxing?\The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing.\There's someone I like. response:	It's Kazehaya.
context: The twist?\But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing.\There's someone I like.\It's Kazehaya. response:	I'll tell Kurumi-chan.
context: But I'm happy.\It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing.\There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan. response:	Kurumi-chan told me her feelings.
context: It's even better than I thought, being in a world not all by myself.\To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing.\There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings. response:	I want to tell her mine too.
context: To like Kazehaya-kun,\and to be able to tell people about it,\is such a happy thing.\There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too. response:	I just realized, we can talk about love together.
context: and to be able to tell people about it,\is such a happy thing.\There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together. response:	So tell me, what's this about, Kurumi-chan?
context: is such a happy thing.\There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan? response:	You said you never spread any rumors, didn't you?
context: There's someone I like.\It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you? response:	What are you talking about?
context: It's Kazehaya.\I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about? response:	Don't try to play dumb.
context: I'll tell Kurumi-chan.\Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb. response:	I have the girls from division A backing me up.
context: Kurumi-chan told me her feelings.\I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up. response:	Damn, it's like a samurai drama!
context: I want to tell her mine too.\I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama! response:	You keep quiet, please.
context: I just realized, we can talk about love together.\So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please. response:	Even if I did spread that rumor, that's not proof that I started it.
context: So tell me, what's this about, Kurumi-chan?\You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it. response:	Is this succulent, spotless face of yours still going to talk smack?
context: You said you never spread any rumors, didn't you?\What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack? response:	You think I can't tell the difference between maintained skin and unmaintained skin?
context: What are you talking about?\Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin? response:	Yano-chin, you're getting personal.
context: Don't try to play dumb.\I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal. response:	We asked everyone in the school.
context: I have the girls from division A backing me up.\Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school. response:	That's such a bluff.
context: Damn, it's like a samurai drama!\You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff. response:	Kurumi's being different too.
context: You keep quiet, please.\Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff.\Kurumi's being different too. response:	Go, Chizu!
context: Even if I did spread that rumor, that's not proof that I started it.\Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff.\Kurumi's being different too.\Go, Chizu! response:	Listen up, Kurumizawa Ume, we checked your handwriting
context: Is this succulent, spotless face of yours still going to talk smack?\You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff.\Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting response:	and here's the proof.
context: You think I can't tell the difference between maintained skin and unmaintained skin?\Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff.\Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof. response:	So?
context: Yano-chin, you're getting personal.\We asked everyone in the school.\That's such a bluff.\Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So? response:	What? So, so...
context: We asked everyone in the school.\That's such a bluff.\Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So?\What? So, so... response:	B-But this is your writing!
context: That's such a bluff.\Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So?\What? So, so...\B-But this is your writing! response:	Liars go to hell, you know that?
context: Kurumi's being different too.\Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So?\What? So, so...\B-But this is your writing!\Liars go to hell, you know that? response:	Good job, Chizu, you did well.
context: Go, Chizu!\Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So?\What? So, so...\B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well. response:	You seem pretty different from before.
context: Listen up, Kurumizawa Ume, we checked your handwriting\and here's the proof.\So?\What? So, so...\B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before. response:	So, about that, did it work out?
context: and here's the proof.\So?\What? So, so...\B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out? response:	Huh?
context: So?\What? So, so...\B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out?\Huh? response:	Ayane-chan, Chizu-chan, Kurumi-chan.
context: What? So, so...\B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan. response:	Sawako...
context: B-But this is your writing!\Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako... response:	I haven't seen you three together much.
context: Liars go to hell, you know that?\Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much. response:	Have you become friends?
context: Good job, Chizu, you did well.\You seem pretty different from before.\So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much.\Have you become friends? response:	No, we were hanging her.
context: You seem pretty different from before.\So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much.\Have you become friends?\No, we were hanging her. response:	Hanging?
context: So, about that, did it work out?\Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much.\Have you become friends?\No, we were hanging her.\Hanging? response:	That rumor from inside the washroom,
context: Huh?\Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much.\Have you become friends?\No, we were hanging her.\Hanging?\That rumor from inside the washroom, response:	it was Kurumi.
context: Ayane-chan, Chizu-chan, Kurumi-chan.\Sawako...\I haven't seen you three together much.\Have you become friends?\No, we were hanging her.\Hanging?\That rumor from inside the washroom,\it was Kurumi. response:	Sawako, it was Kurumi that made you suffer so much.
context: Sawako...\I haven't seen you three together much.\Have you become friends?\No, we were hanging her.\Hanging?\That rumor from inside the washroom,\it was Kurumi.\Sawako, it was Kurumi that made you suffer so much. response:	The answer that I found and want to share.
context: I haven't seen you three together much.\Have you become friends?\No, we were hanging her.\Hanging?\That rumor from inside the washroom,\it was Kurumi.\Sawako, it was Kurumi that made you suffer so much.\The answer that I found and want to share. response:	Next episode: Kurumi
