context: High God. response:	We're going to the West Sea.
context: I think these two maids are a bit too lively.\I'm afraid they aren't suited for this job.\Why don't you pick another job for them?\- Yes. - Yes.\A-Li isn't coming today.\It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes. response:	Did you give wine to A-Li?
context: I'm afraid they aren't suited for this job.\Why don't you pick another job for them?\- Yes. - Yes.\A-Li isn't coming today.\It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li? response:	He has been sleeping since yesterday afternoon.
context: Why don't you pick another job for them?\- Yes. - Yes.\A-Li isn't coming today.\It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon. response:	What happened?
context: - Yes. - Yes.\A-Li isn't coming today.\It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened? response:	I merely gave him a little too much fruit wine.
context: A-Li isn't coming today.\It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine. response:	He was just drunk.
context: It'll be boring being alone at the Heavenly Spring.\Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine.\He was just drunk. response:	He still hasn't woken up. Why didn't you report this to me?
context: Wait here. I'm going to pick out a few books.\- Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me? response:	Why didn't you summon the Medicine King to take a look at him?
context: - Yes. - Yes.\Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him? response:	A-Li is still a child. Why are you so anxious?
context: Did you give wine to A-Li?\He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious? response:	When I was young, I drank Zhe Yan's wine in secret
context: He has been sleeping since yesterday afternoon.\What happened?\I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret response:	and slept for five days without waking.
context: What happened?\I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking. response:	My parents didn't seem fazed.
context: I merely gave him a little too much fruit wine.\He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed. response:	Besides, A-Li is a boy.
context: He was just drunk.\He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy. response:	If you pamper him too much, he will grow up to be effeminate.
context: He still hasn't woken up. Why didn't you report this to me?\Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate. response:	You did not raise A-Li
context: Why didn't you summon the Medicine King to take a look at him?\A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li response:	so you have been regarding him as a stepson.
context: A-Li is still a child. Why are you so anxious?\When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson. response:	If he were your own son, would you still be able to say these words?
context: When I was young, I drank Zhe Yan's wine in secret\and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words? response:	That's correct.
context: and slept for five days without waking.\My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct. response:	Such a lively and likable child couldn't be mine.
context: My parents didn't seem fazed.\Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine. response:	It's just a shame that the woman who gave birth to A-Li
context: Besides, A-Li is a boy.\If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li response:	has already jumped off Zhuxian Terrace.
context: If you pamper him too much, he will grow up to be effeminate.\You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace. response:	What I learned at Kunlun Mountain was the way to being free and unrestrained.
context: You did not raise A-Li\so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained. response:	Naturally, I did not learn to be kindhearted and merciful
context: so you have been regarding him as a stepson.\If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful response:	and am unable to treat your A-Li well.
context: If he were your own son, would you still be able to say these words?\That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well. response:	I remember Lord Ye Hua's consort is most kindhearted.
context: That's correct.\Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted. response:	She must be able to take good care of A-Li.
context: Such a lively and likable child couldn't be mine.\It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li. response:	Then he won't have to suffer with me.
context: It's just a shame that the woman who gave birth to A-Li\has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me. response:	You don't need to say such things to anger me.
context: has already jumped off Zhuxian Terrace.\What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me. response:	You know that is not what I meant.
context: What I learned at Kunlun Mountain was the way to being free and unrestrained.\Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant. response:	I was criticized by those two maids early in the morning
context: Naturally, I did not learn to be kindhearted and merciful\and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning response:	and now I am being scolded by the Crown Prince.
context: and am unable to treat your A-Li well.\I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince. response:	I came here to recuperate, not to be angered.
context: I remember Lord Ye Hua's consort is most kindhearted.\She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered. response:	High Goddess!
context: She must be able to take good care of A-Li.\Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess! response:	Did you see who left the hall just now?
context: Then he won't have to suffer with me.\You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now? response:	What's the matter? Speak slowly.
context: You don't need to say such things to anger me.\You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly. response:	You should punish me. It is all my fault.
context: You know that is not what I meant.\I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault. response:	You treat the young prince so well.
context: I was criticized by those two maids early in the morning\and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well. response:	Even if my lady were reborn, she would be grateful to you.
context: and now I am being scolded by the Crown Prince.\I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you. response:	If the young prince ends up in Consort Su Jin's hands because of me
context: I came here to recuperate, not to be angered.\High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me response:	- then I... I... - You just said...
context: High Goddess!\Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said... response:	Riceball is in Su Jin's hands?
context: Did you see who left the hall just now?\What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands? response:	What do you mean?
context: What's the matter? Speak slowly.\You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean? response:	I am speaking too fast.
context: You should punish me. It is all my fault.\You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast. response:	Right after you left, Consort Su Jin arrived.
context: You treat the young prince so well.\Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived. response:	She said she was led here by the immortal energy
context: Even if my lady were reborn, she would be grateful to you.\If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy response:	and came to the Hall of Beautiful Youth
context: If the young prince ends up in Consort Su Jin's hands because of me\- then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth response:	to greet the honored guest and visit the young prince.
context: - then I... I... - You just said...\Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince. response:	But 300 years ago, His Highness said
context: Riceball is in Su Jin's hands?\What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said response:	Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.
context: What do you mean?\I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth. response:	She has abided by the rule all these years.
context: I am speaking too fast.\Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years. response:	But for some reason, she suddenly came by today.
context: Right after you left, Consort Su Jin arrived.\She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today. response:	I was able to block her.
context: She said she was led here by the immortal energy\and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her. response:	I just went to the back to fetch water
context: and came to the Hall of Beautiful Youth\to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water response:	and now the young prince is gone!
context: to greet the honored guest and visit the young prince.\But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water\and now the young prince is gone! response:	Don't worry.
context: But 300 years ago, His Highness said\Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water\and now the young prince is gone!\Don't worry. response:	It was Ye Hua who took Riceball. It has nothing to do with Su Jin.
context: Consort Su Jin is not allowed to come near the Hall of Beautiful Youth.\She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water\and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin. response:	Is that the truth?
context: She has abided by the rule all these years.\But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water\and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth? response:	Why would I lie to you?
context: But for some reason, she suddenly came by today.\I was able to block her.\I just went to the back to fetch water\and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you? response:	If Su Jin had taken Riceball, I would have taken him back already.
context: I was able to block her.\I just went to the back to fetch water\and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already. response:	Would I be here comforting you?
context: I just went to the back to fetch water\and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you? response:	That's good, that's good.
context: and now the young prince is gone!\Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good. response:	But, it seems you are very wary of Su Jin.
context: Don't worry.\It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin. response:	Does this Su Jin
context: It was Ye Hua who took Riceball. It has nothing to do with Su Jin.\Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin response:	have anything to do with A-Li's mother jumping off Zhuxian Terrace?
context: Is that the truth?\Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace? response:	The Heavenly Lord ordered that nobody speak of that.
context: Why would I lie to you?\If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that. response:	The maids who knew about it
context: If Su Jin had taken Riceball, I would have taken him back already.\Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it response:	were all sent to various deity mountains
context: Would I be here comforting you?\That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains response:	and are no longer in the Celestial Palace.
context: That's good, that's good.\But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace. response:	All right, you don't need to say any more. I understand.
context: But, it seems you are very wary of Su Jin.\Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand. response:	Where are they now? Take me to them.
context: Does this Su Jin\have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them. response:	If Riceball is fine, I will bring him back.
context: have anything to do with A-Li's mother jumping off Zhuxian Terrace?\The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back. response:	Yes.
context: The Heavenly Lord ordered that nobody speak of that.\The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes. response:	Your Highness need not worry.
context: The maids who knew about it\were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry. response:	The prince just has a low tolerance. He is not in any danger.
context: were all sent to various deity mountains\and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger. response:	He just needs to soak in this sobering bath
context: and are no longer in the Celestial Palace.\All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath response:	and he'll wake before nightfall.
context: All right, you don't need to say any more. I understand.\Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall. response:	What is the matter with A-Li?
context: Where are they now? Take me to them.\If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li? response:	Third Prince, the young prince just has a low alcohol tolerance
context: If Riceball is fine, I will bring him back.\Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance response:	and had too much to drink.
context: Yes.\Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink. response:	- All right. You may go. - Yes.
context: Your Highness need not worry.\The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes. response:	Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.
context: The prince just has a low tolerance. He is not in any danger.\He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li. response:	I thought something had happened to A-Li.
context: He just needs to soak in this sobering bath\and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li. response:	I thought that bringing Bai Qian up to Heaven
context: and he'll wake before nightfall.\What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven response:	with your wedding coming soon would make you more cheerful.
context: What is the matter with A-Li?\Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful. response:	But look at you now. You don't look any happier.
context: Third Prince, the young prince just has a low alcohol tolerance\and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier. response:	Is it because you're anxious about becoming a groom?
context: and had too much to drink.\- All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom? response:	I heard High God Zhe Yan went to the West Sea
context: - All right. You may go. - Yes.\Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea response:	to treat the Water King's eldest son's illness.
context: Someone told me you rushed out of the Hall of Beautiful Youth carrying A-Li.\I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness. response:	Heavenly Lord, Zhe Yan is currently at my Crystal Palace.
context: I thought something had happened to A-Li.\I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace. response:	You are very fortunate.
context: I thought that bringing Bai Qian up to Heaven\with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate. response:	When Ye Hua was severely ill
context: with your wedding coming soon would make you more cheerful.\But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill response:	it was thanks to Zhe Yan's medical expertise
context: But look at you now. You don't look any happier.\Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise response:	that Ye Hua's life was saved.
context: Is it because you're anxious about becoming a groom?\I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved. response:	It seems your eldest son will recover soon.
context: I heard High God Zhe Yan went to the West Sea\to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon. response:	Thank you for Your Majesty's auspicious words.
context: to treat the Water King's eldest son's illness.\Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words. response:	Where is Dijun? How come he isnt back yet?
