context: Daichi! response:	Time to get up.
context: These memories I've been recalling in flashes all day?\Festival? What are they like?\What kind of dream was it?\Excuse me...\Do you have some time now?\What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model? response:	Huh?
context: Festival? What are they like?\What kind of dream was it?\Excuse me...\Do you have some time now?\What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh? response:	I'm so lucky to have run into someone like you!
context: What kind of dream was it?\Excuse me...\Do you have some time now?\What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you! response:	You'll make a great model!
context: Excuse me...\Do you have some time now?\What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you!\You'll make a great model! response:	How about it?
context: Do you have some time now?\What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you!\You'll make a great model!\How about it? response:	Want to try it?
context: What is it?\I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you!\You'll make a great model!\How about it?\Want to try it? response:	Um... I can't do that!
context: I'm a photographer for a men's fashion magazine.\Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you!\You'll make a great model!\How about it?\Want to try it?\Um... I can't do that! response:	Why not?
context: Are you interested in being a model?\Huh?\I'm so lucky to have run into someone like you!\You'll make a great model!\How about it?\Want to try it?\Um... I can't do that!\Why not? response:	You won't know unless you try, right?
context: Huh?\I'm so lucky to have run into someone like you!\You'll make a great model!\How about it?\Want to try it?\Um... I can't do that!\Why not?\You won't know unless you try, right? response:	A future you don't choose doesn't exist.
context: I'm so lucky to have run into someone like you!\You'll make a great model!\How about it?\Want to try it?\Um... I can't do that!\Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist. response:	Being a model's great...
context: You'll make a great model!\How about it?\Want to try it?\Um... I can't do that!\Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great... response:	The whole world becomes so much fun.
context: How about it?\Want to try it?\Um... I can't do that!\Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun. response:	I'm sorry.
context: Want to try it?\Um... I can't do that!\Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun.\I'm sorry. response:	I've got somewhere to be today, and I'm in a hurry.
context: Um... I can't do that!\Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry. response:	Really?
context: Why not?\You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really? response:	That's a shame.
context: You won't know unless you try, right?\A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame. response:	Um, if you'd like, you can use this.
context: A future you don't choose doesn't exist.\Being a model's great...\The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame.\Um, if you'd like, you can use this. response:	That's a very kind thing to do for a girl you've never met.
context: Being a model's great...\The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met. response:	Is something wrong?
context: The whole world becomes so much fun.\I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong? response:	I'm on my way to a funeral.
context: I'm sorry.\I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral. response:	For someone who was like family to me.
context: I've got somewhere to be today, and I'm in a hurry.\Really?\That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me. response:	Like family to you?
context: Really?\That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me.\Like family to you? response:	I was raised by someone who wasn't my parent.
context: That's a shame.\Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent. response:	What a coincidence.
context: Um, if you'd like, you can use this.\That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence. response:	But she wasn't really interested in me.
context: That's a very kind thing to do for a girl you've never met.\Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me. response:	She was only interested in my inheritance.
context: Is something wrong?\I'm on my way to a funeral.\For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance. response:	She raised me to get her hands on it.
context: I'm on my way to a funeral.\For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it. response:	And when I realized that, I got mad and ran away.
context: For someone who was like family to me.\Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away. response:	But she died in an accident.
context: Like family to you?\I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident. response:	I still haven't forgiven her.
context: I was raised by someone who wasn't my parent.\What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her. response:	But I'm still sad.
context: What a coincidence.\But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her.\But I'm still sad. response:	You loved her.
context: But she wasn't really interested in me.\She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her.\But I'm still sad.\You loved her. response:	I don't know.
context: She was only interested in my inheritance.\She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her.\But I'm still sad.\You loved her.\I don't know. response:	But I use people to survive, as well.
context: She raised me to get her hands on it.\And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her.\But I'm still sad.\You loved her.\I don't know.\But I use people to survive, as well. response:	In that sense, I'm the same as she was.
context: And when I realized that, I got mad and ran away.\But she died in an accident.\I still haven't forgiven her.\But I'm still sad.\You loved her.\I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was. response:	Don't people live by helping one another?
context: But she died in an accident.\I still haven't forgiven her.\But I'm still sad.\You loved her.\I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another? response:	My way of life can't be masked by such beautiful words.
context: I still haven't forgiven her.\But I'm still sad.\You loved her.\I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words. response:	In the end, I'm living in a way I hate.
context: But I'm still sad.\You loved her.\I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate. response:	And that makes my heart heavy.
context: You loved her.\I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy. response:	Then why not start by changing the way you live?
context: I don't know.\But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live? response:	If nothing else, that will make your heart lighter.
context: But I use people to survive, as well.\In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter. response:	Am I wrong?
context: In that sense, I'm the same as she was.\Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong? response:	I don't think that's possible.
context: Don't people live by helping one another?\My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible. response:	You see, I'm the same as you.
context: My way of life can't be masked by such beautiful words.\In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible.\You see, I'm the same as you. response:	The same as me?
context: In the end, I'm living in a way I hate.\And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible.\You see, I'm the same as you.\The same as me? response:	I'm terribly sorry.
context: And that makes my heart heavy.\Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible.\You see, I'm the same as you.\The same as me?\I'm terribly sorry. response:	The bus has been involved in a minor collision.
context: Then why not start by changing the way you live?\If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible.\You see, I'm the same as you.\The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision. response:	I apologize, but all passengers are asked to disembark here.
context: If nothing else, that will make your heart lighter.\Am I wrong?\I don't think that's possible.\You see, I'm the same as you.\The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here. response:	Maybe I was in too much of a rush.
context: Am I wrong?\I don't think that's possible.\You see, I'm the same as you.\The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush. response:	Are you okay?
context: I don't think that's possible.\You see, I'm the same as you.\The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay? response:	I'm fine.
context: You see, I'm the same as you.\The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay?\I'm fine. response:	After that, I'm amazed you're fine!
context: The same as me?\I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay?\I'm fine.\After that, I'm amazed you're fine! response:	Real people don't die.
context: I'm terribly sorry.\The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay?\I'm fine.\After that, I'm amazed you're fine!\Real people don't die. response:	Right, real princess?
context: The bus has been involved in a minor collision.\I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay?\I'm fine.\After that, I'm amazed you're fine!\Real people don't die.\Right, real princess? response:	Let's go.
context: I apologize, but all passengers are asked to disembark here.\Maybe I was in too much of a rush.\Are you okay?\I'm fine.\After that, I'm amazed you're fine!\Real people don't die.\Right, real princess?\Let's go. response:	You should go to a hospital, just in case.
context: Maybe I was in too much of a rush.\Are you okay?\I'm fine.\After that, I'm amazed you're fine!\Real people don't die.\Right, real princess?\Let's go.\You should go to a hospital, just in case. response:	Oh, well... I guess I'll take a taxi or something.
context: Are you okay?\I'm fine.\After that, I'm amazed you're fine!\Real people don't die.\Right, real princess?\Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something. response:	If you're going the same way, want to share?
context: I'm fine.\After that, I'm amazed you're fine!\Real people don't die.\Right, real princess?\Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share? response:	No, I don't think I'm going the same way as you yet.
context: After that, I'm amazed you're fine!\Real people don't die.\Right, real princess?\Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet. response:	Goodbye.
context: Real people don't die.\Right, real princess?\Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye. response:	U-Um, my handkerchief...
context: Right, real princess?\Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief... response:	The shrine on Third Street, please.
context: Let's go.\You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please. response:	There was a bus accident, wasn't there?
context: You should go to a hospital, just in case.\Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there? response:	You found out about that fast...
context: Oh, well... I guess I'll take a taxi or something.\If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast... response:	Do you get that kind of news on the taxi radio?
context: If you're going the same way, want to share?\No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio? response:	No, this was something different.
context: No, I don't think I'm going the same way as you yet.\Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different. response:	I had a feeling there'd be a bus accident in this area tonight.
context: Goodbye.\U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight. response:	Like, intuition...
context: U-Um, my handkerchief...\The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition... response:	No, isn't that like a like psychic power?
context: The shrine on Third Street, please.\There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power? response:	You've heard of deja vu, haven't you?
context: There was a bus accident, wasn't there?\You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you? response:	When you visit a place for the first time, but you feel you've been there before.
context: You found out about that fast...\Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before. response:	I've had a really strong sense of that all day.
context: Do you get that kind of news on the taxi radio?\No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day. response:	Another coincidence...
context: No, this was something different.\I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence... response:	And now, I even ended up predicting a bus accident.
context: I had a feeling there'd be a bus accident in this area tonight.\Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident. response:	That's basically psychic power!
context: Like, intuition...\No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power! response:	Do you live in a country where they believe in things like that?
context: No, isn't that like a like psychic power?\You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that? response:	A country?
context: You've heard of deja vu, haven't you?\When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that?\A country? response:	I'm surprised myself.
context: When you visit a place for the first time, but you feel you've been there before.\I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that?\A country?\I'm surprised myself. response:	What do you mean by a country where they believe?
context: I've had a really strong sense of that all day.\Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that?\A country?\I'm surprised myself.\What do you mean by a country where they believe? response:	I think it would be interesting
context: Another coincidence...\And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that?\A country?\I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting response:	if you could relive a day with perfect memories of what had happened.
context: And now, I even ended up predicting a bus accident.\That's basically psychic power!\Do you live in a country where they believe in things like that?\A country?\I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened. response:	Would that be interesting?
context: That's basically psychic power!\Do you live in a country where they believe in things like that?\A country?\I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting? response:	If you knew what would happen, you could do whatever you wanted.
context: Do you live in a country where they believe in things like that?\A country?\I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted. response:	I think it would be boring to just repeat the same thing...
context: A country?\I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing... response:	I think it's more exciting not knowing what will happen.
context: I'm surprised myself.\What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen. response:	Exciting, huh?
context: What do you mean by a country where they believe?\I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh? response:	You don't feel frustrated, then?
context: I think it would be interesting\if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then? response:	Thank you.
context: if you could relive a day with perfect memories of what had happened.\Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then?\Thank you. response:	Make sure you haven't forgotten anything,
context: Would that be interesting?\If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything, response:	Captain.
context: If you knew what would happen, you could do whatever you wanted.\I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything,\Captain. response:	Why did I decide I had to come here?
context: I think it would be boring to just repeat the same thing...\I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here? response:	I still feel like I've forgotten something important.
context: I think it's more exciting not knowing what will happen.\Exciting, huh?\You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important. response:	Please let the mission go well...
context: Exciting, huh?\You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well... response:	What's the mission?
context: You don't feel frustrated, then?\Thank you.\Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission? response:	What have I forgotten?
context: Thank you.\Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission?\What have I forgotten? response:	I love the view of space from this planet most of all.
context: Make sure you haven't forgotten anything,\Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission?\What have I forgotten?\I love the view of space from this planet most of all. response:	So do I.
context: Captain.\Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission?\What have I forgotten?\I love the view of space from this planet most of all.\So do I. response:	What am I doing?
context: Why did I decide I had to come here?\I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission?\What have I forgotten?\I love the view of space from this planet most of all.\So do I.\What am I doing? response:	Thanks.
context: I still feel like I've forgotten something important.\Please let the mission go well...\What's the mission?\What have I forgotten?\I love the view of space from this planet most of all.\So do I.\What am I doing?\Thanks. response:	I have to go back.
context: Please let the mission go well...\What's the mission?\What have I forgotten?\I love the view of space from this planet most of all.\So do I.\What am I doing?\Thanks.\I have to go back. response:	But how do I get back, exactly?
context: What's the mission?\What have I forgotten?\I love the view of space from this planet most of all.\So do I.\What am I doing?\Thanks.\I have to go back.\But how do I get back, exactly? response:	How about a candy apple, sir?
context: What have I forgotten?\I love the view of space from this planet most of all.\So do I.\What am I doing?\Thanks.\I have to go back.\But how do I get back, exactly?\How about a candy apple, sir? response:	Those look good!
context: I love the view of space from this planet most of all.\So do I.\What am I doing?\Thanks.\I have to go back.\But how do I get back, exactly?\How about a candy apple, sir?\Those look good! response:	But I'm sorry.
context: So do I.\What am I doing?\Thanks.\I have to go back.\But how do I get back, exactly?\How about a candy apple, sir?\Those look good!\But I'm sorry. response:	I promised someone I'd eat one with them,
context: What am I doing?\Thanks.\I have to go back.\But how do I get back, exactly?\How about a candy apple, sir?\Those look good!\But I'm sorry.\I promised someone I'd eat one with them, response:	so not now.
context: Thanks.\I have to go back.\But how do I get back, exactly?\How about a candy apple, sir?\Those look good!\But I'm sorry.\I promised someone I'd eat one with them,\so not now. response:	Oh?
context: I have to go back.\But how do I get back, exactly?\How about a candy apple, sir?\Those look good!\But I'm sorry.\I promised someone I'd eat one with them,\so not now.\Oh? response:	Your girlfriend?
context: But how do I get back, exactly?\How about a candy apple, sir?\Those look good!\But I'm sorry.\I promised someone I'd eat one with them,\so not now.\Oh?\Your girlfriend? response:	Yeah.
context: How about a candy apple, sir?\Those look good!\But I'm sorry.\I promised someone I'd eat one with them,\so not now.\Oh?\Your girlfriend?\Yeah. response:	Now, then...
context: Those look good!\But I'm sorry.\I promised someone I'd eat one with them,\so not now.\Oh?\Your girlfriend?\Yeah.\Now, then... response:	What do I do?
context: But I'm sorry.\I promised someone I'd eat one with them,\so not now.\Oh?\Your girlfriend?\Yeah.\Now, then...\What do I do? response:	I have to try that.
context: I promised someone I'd eat one with them,\so not now.\Oh?\Your girlfriend?\Yeah.\Now, then...\What do I do?\I have to try that. response:	Want to try it, sir?
context: so not now.\Oh?\Your girlfriend?\Yeah.\Now, then...\What do I do?\I have to try that.\Want to try it, sir? response:	How much for one go?
context: Oh?\Your girlfriend?\Yeah.\Now, then...\What do I do?\I have to try that.\Want to try it, sir?\How much for one go? response:	Three shots for two hundred yen! It's a bargain!
context: Your girlfriend?\Yeah.\Now, then...\What do I do?\I have to try that.\Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain! response:	One go, then.
context: Yeah.\Now, then...\What do I do?\I have to try that.\Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then. response:	So close!
context: Now, then...\What do I do?\I have to try that.\Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then.\So close! response:	But you have natural talent.
context: What do I do?\I have to try that.\Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then.\So close!\But you have natural talent. response:	Found you, Daichi-kun!
context: I have to try that.\Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then.\So close!\But you have natural talent.\Found you, Daichi-kun! response:	There you are, Daichi.
context: Want to try it, sir?\How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then.\So close!\But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi. response:	The plan's changed.
context: How much for one go?\Three shots for two hundred yen! It's a bargain!\One go, then.\So close!\But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi.\The plan's changed. response:	We're leaving for that villa tonight.
context: Three shots for two hundred yen! It's a bargain!\One go, then.\So close!\But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight. response:	Let's go, Daichi.
context: One go, then.\So close!\But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi. response:	Another close one!
context: So close!\But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi.\Another close one! response:	I've figured out the trick.
context: But you have natural talent.\Found you, Daichi-kun!\There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi.\Another close one!\I've figured out the trick. response:	Real people don't die.
context: Found you, Daichi-kun!\There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi.\Another close one!\I've figured out the trick.\Real people don't die. response:	You guys keep saying that. What's a real person?
context: There you are, Daichi.\The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi.\Another close one!\I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person? response:	Once you're dead, everything's over!
context: The plan's changed.\We're leaving for that villa tonight.\Let's go, Daichi.\Another close one!\I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over! response:	Is it?
context: We're leaving for that villa tonight.\Let's go, Daichi.\Another close one!\I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it? response:	The hopes my father left are still within me.
context: Let's go, Daichi.\Another close one!\I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it?\The hopes my father left are still within me. response:	A future you don't choose doesn't exist.
context: Another close one!\I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist. response:	That's why I'm going to choose one, of my own free will.
context: I've figured out the trick.\Real people don't die.\You guys keep saying that. What's a real person?\Once you're dead, everything's over!\Is it?\The hopes my father left are still within me.\A future you don't choose doesn't exist.\That's why I'm going to choose one, of my own free will. response:	Don't aim.
