context: He never fails to surprise me. response:	Ever since I first saw his skating,
context: Was it the Nationals?\Hi, everyone who cheered me on just because I'm from Hasetsu!\I can't explain this to each of you,\but I'll go ahead and explain it in my head, okay?\October: Southern Regional Championships\The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France response:	Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia
context: Hi, everyone who cheered me on just because I'm from Hasetsu!\I can't explain this to each of you,\but I'll go ahead and explain it in my head, okay?\October: Southern Regional Championships\The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia response:	but I lost big in the comprehensive Grand Prix Finals early on.
context: I can't explain this to each of you,\but I'll go ahead and explain it in my head, okay?\October: Southern Regional Championships\The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on. response:	Grand Prix: Russia December: Grand Prix Finals
context: but I'll go ahead and explain it in my head, okay?\October: Southern Regional Championships\The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals response:	Grand Prix: Russia December: Grand Prix Finals FAIL
context: October: Southern Regional Championships\The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL response:	I couldn't shake off the failure, and lost again in the Nationals.
context: The figure skating competition season generally starts in the fall,\October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals. response:	Japan National Figure Skating Championships!!
context: October: Southern Regional Championships Grand Prix: United States of America Grand Prix: Canada\November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!! response:	Japan National Figure Skating Championships!! FAIL AGAIN!
context: November: Western Japan Championships Grand Prix: China Grand Prix: France\Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN! response:	I didn't make it to the Four Continents or the World Championships,
context: Grand Prix: China Grand Prix: France Grand Prix: Japan Grand Prix: Russia\but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships, response:	Competing Athletes Immediately Selected: Four Continents Championships World Championships
context: but I lost big in the comprehensive Grand Prix Finals early on.\Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships response:	Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...
context: Grand Prix: Russia December: Grand Prix Finals\Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected... response:	Not Selected... Not Even Entered into the Universiade...
context: Grand Prix: Russia December: Grand Prix Finals FAIL\I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade... response:	and now the season's over!
context: I couldn't shake off the failure, and lost again in the Nationals.\Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over! response:	Season Ended!! Going Home!
context: Japan National Figure Skating Championships!!\Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home! response:	I managed to graduate from college,
context: Japan National Figure Skating Championships!! FAIL AGAIN!\I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college, response:	but I ended things with my coach, and my future is unclear.
context: I didn't make it to the Four Continents or the World Championships,\Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear. response:	I decided to come home in the meantime.
context: Competing Athletes Immediately Selected: Four Continents Championships World Championships\Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime. response:	That's about it.
context: Competing Athletes Immediately Selected: Four Continents Championships World Championships Not Selected...\Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it. response:	Let me shake your hand.
context: Not Selected... Not Even Entered into the Universiade...\and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it.\Let me shake your hand. response:	Sorry, I'm in a hurry.
context: and now the season's over!\Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it.\Let me shake your hand.\Sorry, I'm in a hurry. response:	You don't lose anything by shaking hands! Be polite!
context: Season Ended!! Going Home!\I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it.\Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite! response:	Victor Nikiforov is always nice to his fans!
context: I managed to graduate from college,\but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it.\Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans! response:	Thank you for your support.
context: but I ended things with my coach, and my future is unclear.\I decided to come home in the meantime.\That's about it.\Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support. response:	Go on, smile.
context: I decided to come home in the meantime.\That's about it.\Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile. response:	Who are you again?
context: That's about it.\Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile.\Who are you again? response:	All right!
context: Let me shake your hand.\Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile.\Who are you again?\All right! response:	You're going to greet everyone in town.
context: Sorry, I'm in a hurry.\You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile.\Who are you again?\All right!\You're going to greet everyone in town. response:	Minako-sensei, what about your ballet class?
context: You don't lose anything by shaking hands! Be polite!\Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile.\Who are you again?\All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class? response:	We're closed today.
context: Victor Nikiforov is always nice to his fans!\Thank you for your support.\Go on, smile.\Who are you again?\All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today. response:	I barely have any students these days, anyway.
context: Thank you for your support.\Go on, smile.\Who are you again?\All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway. response:	Hasetsu's losing more and more people.
context: Go on, smile.\Who are you again?\All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people. response:	Hardly any kids are skating these days.
context: Who are you again?\All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days. response:	You should cheer things up around here, Yuri!
context: All right!\You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri! response:	I-I'm sorry.
context: You're going to greet everyone in town.\Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry. response:	I'm tired right now...
context: Minako-sensei, what about your ballet class?\We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now... response:	Oh, really?
context: We're closed today.\I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now...\Oh, really? response:	Everyone's been dying to see you.
context: I barely have any students these days, anyway.\Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now...\Oh, really?\Everyone's been dying to see you. response:	World Figure Skating Championships Yoyogi, Tokyo
context: Hasetsu's losing more and more people.\Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now...\Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo response:	After the men's short program of the World Figure Skating Championships,
context: Hardly any kids are skating these days.\You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now...\Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships, response:	World Figure Skating Championship Yoyogi, Tokyo
context: You should cheer things up around here, Yuri!\I-I'm sorry.\I'm tired right now...\Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo response:	Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!
context: I-I'm sorry.\I'm tired right now...\Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?! response:	Russia's Victor Nikiforov is in first place.
context: I'm tired right now...\Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place. response:	BAM!
context: Oh, really?\Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM! response:	After the Grand Prix Finals, he won the Nationals in Russia,
context: Everyone's been dying to see you.\World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia, response:	as well as the European Championships.
context: World Figure Skating Championships Yoyogi, Tokyo\After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships. response:	He's still on a roll.
context: After the men's short program of the World Figure Skating Championships,\World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll. response:	The men's free program will start later today, at 7:00.
context: World Figure Skating Championship Yoyogi, Tokyo\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00. response:	Yuri-kun isn't in the World Championships?
context: Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships? response:	He didn't make the cut.
context: Russia's Victor Nikiforov is in first place.\BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut. response:	Thanks to that, he can finally come home!
context: BAM!\After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home! response:	I'm glad to hear that.
context: After the Grand Prix Finals, he won the Nationals in Russia,\as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that. response:	Hasetsu Hot Springs Yu-topia Katsuki
context: as well as the European Championships.\He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki response:	I'm back.
context: He's still on a roll.\The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back. response:	Hiroko! I brought Yuri home!
context: The men's free program will start later today, at 7:00.\Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home! response:	Why are we coming in the front?
context: Yuri-kun isn't in the World Championships?\He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front? response:	Minako-senpai!
context: He didn't make the cut.\Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai! response:	Thank you for going to get him.
context: Thanks to that, he can finally come home!\I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai!\Thank you for going to get him. response:	Thanks.
context: I'm glad to hear that.\Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai!\Thank you for going to get him.\Thanks. response:	I'm sorry it's been five years...
context: Hasetsu Hot Springs Yu-topia Katsuki\I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai!\Thank you for going to get him.\Thanks.\I'm sorry it's been five years... response:	It's all good!
context: I'm back.\Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai!\Thank you for going to get him.\Thanks.\I'm sorry it's been five years...\It's all good! response:	I'm sorry I couldn't make it to your graduation, too.
context: Hiroko! I brought Yuri home!\Why are we coming in the front?\Minako-senpai!\Thank you for going to get him.\Thanks.\I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too. response:	Want a pork cutlet bowl?
context: Why are we coming in the front?\Minako-senpai!\Thank you for going to get him.\Thanks.\I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl? response:	Huh? Did you lose weight, Hiroko?
context: Minako-senpai!\Thank you for going to get him.\Thanks.\I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko? response:	Nope!
context: Thank you for going to get him.\Thanks.\I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope! response:	Minako-senpai, you always look the same, even though you drink!
context: Thanks.\I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink! response:	Yuri, I've been wondering ever since I saw you at the station...
context: I'm sorry it's been five years...\It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station... response:	What's with that gut?
context: It's all good!\I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut? response:	Uh...
context: I'm sorry I couldn't make it to your graduation, too.\Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh... response:	Take your clothes off!
context: Want a pork cutlet bowl?\Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh...\Take your clothes off! response:	No, no! Minako-sensei!
context: Huh? Did you lose weight, Hiroko?\Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh...\Take your clothes off!\No, no! Minako-sensei! response:	Nooo!!
context: Nope!\Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh...\Take your clothes off!\No, no! Minako-sensei!\Nooo!! response:	Wow, you look just like your mom.
context: Minako-senpai, you always look the same, even though you drink!\Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh...\Take your clothes off!\No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom. response:	Dad...
context: Yuri, I've been wondering ever since I saw you at the station...\What's with that gut?\Uh...\Take your clothes off!\No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom.\Dad... response:	Toshio-san! It's no laughing matter!
context: What's with that gut?\Uh...\Take your clothes off!\No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter! response:	This is not the weight a figure skater should have!
context: Uh...\Take your clothes off!\No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have! response:	You always did gain weight easily.
context: Take your clothes off!\No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily. response:	But what can you do?
context: No, no! Minako-sensei!\Nooo!!\Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do? response:	Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl
context: Nooo!!\Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl response:	Eat lots of pork cutlet bowls tonight!
context: Wow, you look just like your mom.\Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight! response:	Uh, before that...
context: Dad...\Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that... response:	Oh, right.
context: Toshio-san! It's no laughing matter!\This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right. response:	Go say hi to Vicchan.
context: This is not the weight a figure skater should have!\You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right.\Go say hi to Vicchan. response:	Sorry I couldn't see you one last time, Vicchan.
context: You always did gain weight easily.\But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan. response:	Mari-neechan...
context: But what can you do?\Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan... response:	It's been a while.
context: Yu-topia Katsuki Specialty Dish Yuri's Pork Cutlet Bowl\Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while. response:	Sorry to visit when things are busy.
context: Eat lots of pork cutlet bowls tonight!\Uh, before that...\Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while.\Sorry to visit when things are busy. response:	Hey, how long are you staying in Hasetsu?
context: Uh, before that...\Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu? response:	Will you help out with the hot spring?
context: Oh, right.\Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring? response:	Huh? Where's this coming from?
context: Go say hi to Vicchan.\Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from? response:	You went to college, even though you had to study an extra year.
context: Sorry I couldn't see you one last time, Vicchan.\Mari-neechan...\It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year. response:	What will you do now?
context: Mari-neechan...\It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now? response:	If you're going to keep skating, I'll support you, but...
context: It's been a while.\Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but... response:	I think... I need more time to think it over.
context: Sorry to visit when things are busy.\Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over. response:	Hmm, okay.
context: Hey, how long are you staying in Hasetsu?\Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay. response:	Well, go soak in the hot spring and relax.
context: Will you help out with the hot spring?\Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax. response:	I was born and raised in Hasetsu, Kyushu,
context: Huh? Where's this coming from?\You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu, response:	a castle town by the sea.
context: You went to college, even though you had to study an extra year.\What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea. response:	The castle has no historical basis and is a facade with a ninja house inside.
context: What will you do now?\If you're going to keep skating, I'll support you, but...\I think... I need more time to think it over.\Hmm, okay.\Well, go soak in the hot spring and relax.\I was born and raised in Hasetsu, Kyushu,\a castle town by the sea.\The castle has no historical basis and is a facade with a ninja house inside. response:	Its sole source of tourism income was its hot spring inns, but most went under.
