context: This is where we part. response:	Goodbye, Ouma Shu.
context: I can do whatever I want with you.\Right?\M-Mana...\I am going to tie the knot with Shu.\And I won't let anyone get in my way. Got that?\Hey, Shu.\Promise me...\that you'll marry me. response:	O ye chosen fittest pair, perform the coming together of blood
context: Right?\M-Mana...\I am going to tie the knot with Shu.\And I won't let anyone get in my way. Got that?\Hey, Shu.\Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood response:	that shall shape the new race.
context: M-Mana...\I am going to tie the knot with Shu.\And I won't let anyone get in my way. Got that?\Hey, Shu.\Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race. response:	Stop it!
context: I am going to tie the knot with Shu.\And I won't let anyone get in my way. Got that?\Hey, Shu.\Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it! response:	Bad Shu.
context: And I won't let anyone get in my way. Got that?\Hey, Shu.\Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it!\Bad Shu. response:	You have no right to get angry.
context: Hey, Shu.\Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it!\Bad Shu.\You have no right to get angry. response:	You shunned me, didn't you?
context: Promise me...\that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it!\Bad Shu.\You have no right to get angry.\You shunned me, didn't you? response:	I was right there back then, wasn't I? Shu.
context: that you'll marry me.\O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it!\Bad Shu.\You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu. response:	What do you mean?
context: O ye chosen fittest pair, perform the coming together of blood\that shall shape the new race.\Stop it!\Bad Shu.\You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean? response:	You don't remember anything? Did you forget?
context: that shall shape the new race.\Stop it!\Bad Shu.\You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget? response:	I'll have to punish you, then.
context: Stop it!\Bad Shu.\You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then. response:	Are you okay, Shu?!
context: Bad Shu.\You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?! response:	Ayase!
context: You have no right to get angry.\You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?!\Ayase! response:	This is why I can't leave you to your own devices!
context: You shunned me, didn't you?\I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices! response:	Gai! What about your wounds?!
context: I was right there back then, wasn't I? Shu.\What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?! response:	He didn't hit any vital organs. The cancer crystals saved me.
context: What do you mean?\You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me. response:	Tsutsugami Gai.
context: You don't remember anything? Did you forget?\I'll have to punish you, then.\Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai. response:	I've been waiting for this moment.
context: I'll have to punish you, then.\Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment. response:	The moment I can confront you... and Mana!
context: Are you okay, Shu?!\Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana! response:	My hidden camera footage was as staticky this time as when I shot the Void,
context: Ayase!\This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void, response:	but I believe you can see it clearly.
context: This is why I can't leave you to your own devices!\Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly. response:	It's Sephirah's prototype filter.
context: Gai! What about your wounds?!\He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter. response:	Why did you let us through?
context: He didn't hit any vital organs. The cancer crystals saved me.\Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through? response:	I was booted out of the arena, you see.
context: Tsutsugami Gai.\I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see. response:	This is my little way of picking on him.
context: I've been waiting for this moment.\The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him. response:	You're too late, though.
context: The moment I can confront you... and Mana!\My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though. response:	Destiny can't be changed.
context: My hidden camera footage was as staticky this time as when I shot the Void,\but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though.\Destiny can't be changed. response:	Shu! Run!
context: but I believe you can see it clearly.\It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though.\Destiny can't be changed.\Shu! Run! response:	Shu!
context: It's Sephirah's prototype filter.\Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though.\Destiny can't be changed.\Shu! Run!\Shu! response:	Tsugumi! Emergency bailout!
context: Why did you let us through?\I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though.\Destiny can't be changed.\Shu! Run!\Shu!\Tsugumi! Emergency bailout! response:	Gai, I can still fight!
context: I was booted out of the arena, you see.\This is my little way of picking on him.\You're too late, though.\Destiny can't be changed.\Shu! Run!\Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight! response:	Spiral nuptial vows, here and now.
context: This is my little way of picking on him.\You're too late, though.\Destiny can't be changed.\Shu! Run!\Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now. response:	Remember, Shu.
context: You're too late, though.\Destiny can't be changed.\Shu! Run!\Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu. response:	Some part of you must remember what happened that day.
context: Destiny can't be changed.\Shu! Run!\Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day. response:	That day?
context: Shu! Run!\Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day.\That day? response:	Lost Christmas.
context: Shu!\Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day.\That day?\Lost Christmas. response:	December, 2029.
context: Tsugumi! Emergency bailout!\Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day.\That day?\Lost Christmas.\December, 2029. response:	We were in Tokyo.
context: Gai, I can still fight!\Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day.\That day?\Lost Christmas.\December, 2029.\We were in Tokyo. response:	Your new mother, Ouma Haruka, had brought us here.
context: Spiral nuptial vows, here and now.\Remember, Shu.\Some part of you must remember what happened that day.\That day?\Lost Christmas.\December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here. response:	And on December 24th, I asked you to come to a church in Roppongi.
context: Remember, Shu.\Some part of you must remember what happened that day.\That day?\Lost Christmas.\December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi. response:	I wanted to talk to you about the Mana you didn't know.
context: Some part of you must remember what happened that day.\That day?\Lost Christmas.\December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know. response:	But the one who came...
context: That day?\Lost Christmas.\December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came... response:	wasn't you.
context: Lost Christmas.\December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you. response:	Merry Christmas.
context: December, 2029.\We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you.\Merry Christmas. response:	Thank you.
context: We were in Tokyo.\Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you.\Merry Christmas.\Thank you. response:	Open it.
context: Your new mother, Ouma Haruka, had brought us here.\And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you.\Merry Christmas.\Thank you.\Open it. response:	You're my knight, aren't you Triton?
context: And on December 24th, I asked you to come to a church in Roppongi.\I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you.\Merry Christmas.\Thank you.\Open it.\You're my knight, aren't you Triton? response:	So keep on protecting me.
context: I wanted to talk to you about the Mana you didn't know.\But the one who came...\wasn't you.\Merry Christmas.\Thank you.\Open it.\You're my knight, aren't you Triton?\So keep on protecting me. response:	Take a shot at that star.
context: But the one who came...\wasn't you.\Merry Christmas.\Thank you.\Open it.\You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star. response:	Triton.
context: wasn't you.\Merry Christmas.\Thank you.\Open it.\You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star.\Triton. response:	I loved you, you know.
context: Merry Christmas.\Thank you.\Open it.\You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star.\Triton.\I loved you, you know. response:	Just kidding.
context: Thank you.\Open it.\You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star.\Triton.\I loved you, you know.\Just kidding. response:	Triton?
context: Open it.\You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star.\Triton.\I loved you, you know.\Just kidding.\Triton? response:	Triton! What happened?
context: You're my knight, aren't you Triton?\So keep on protecting me.\Take a shot at that star.\Triton.\I loved you, you know.\Just kidding.\Triton?\Triton! What happened? response:	Triton?!
context: So keep on protecting me.\Take a shot at that star.\Triton.\I loved you, you know.\Just kidding.\Triton?\Triton! What happened?\Triton?! response:	Take this, Shu.
context: Take a shot at that star.\Triton.\I loved you, you know.\Just kidding.\Triton?\Triton! What happened?\Triton?!\Take this, Shu. response:	Let's use our genes to make a new world.
context: Triton.\I loved you, you know.\Just kidding.\Triton?\Triton! What happened?\Triton?!\Take this, Shu.\Let's use our genes to make a new world. response:	It's okay. Don't be scared.
context: I loved you, you know.\Just kidding.\Triton?\Triton! What happened?\Triton?!\Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared. response:	Let's do something fun together, Shu.
context: Just kidding.\Triton?\Triton! What happened?\Triton?!\Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu. response:	Stay away from me... you monster!
context: Triton?\Triton! What happened?\Triton?!\Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster! response:	Sis?
context: Triton! What happened?\Triton?!\Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster!\Sis? response:	No!
context: Triton?!\Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster!\Sis?\No! response:	Sorry.
context: Take this, Shu.\Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster!\Sis?\No!\Sorry. response:	Sorry, Shu.
context: Let's use our genes to make a new world.\It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster!\Sis?\No!\Sorry.\Sorry, Shu. response:	Don't be scared.
context: It's okay. Don't be scared.\Let's do something fun together, Shu.\Stay away from me... you monster!\Sis?\No!\Sorry.\Sorry, Shu.\Don't be scared. response:	Your big sister's scared, too!
context: Let's do something fun together, Shu.\Stay away from me... you monster!\Sis?\No!\Sorry.\Sorry, Shu.\Don't be scared.\Your big sister's scared, too! response:	At this rate... I'll become someone who isn't me!
context: Stay away from me... you monster!\Sis?\No!\Sorry.\Sorry, Shu.\Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me! response:	And so Mana ended up destroying herself with her own out-of-control power.
context: Sis?\No!\Sorry.\Sorry, Shu.\Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power. response:	Yes... Mana looked to us for help that day...
context: No!\Sorry.\Sorry, Shu.\Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day... response:	And we couldn't give it to her.
context: Sorry.\Sorry, Shu.\Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her. response:	So Gai, you said...
context: Sorry, Shu.\Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said... response:	I'm going to get stronger.
context: Don't be scared.\Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger. response:	Goodbye.
context: Your big sister's scared, too!\At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger.\Goodbye. response:	I'd forgotten.
context: At this rate... I'll become someone who isn't me!\And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger.\Goodbye.\I'd forgotten. response:	I was protecting myself by forgetting!
context: And so Mana ended up destroying herself with her own out-of-control power.\Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger.\Goodbye.\I'd forgotten.\I was protecting myself by forgetting! response:	Shu. You can tell right now, can't you?
context: Yes... Mana looked to us for help that day...\And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger.\Goodbye.\I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you? response:	We have something we need to do.
context: And we couldn't give it to her.\So Gai, you said...\I'm going to get stronger.\Goodbye.\I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do. response:	Get Mana's heart back.
context: So Gai, you said...\I'm going to get stronger.\Goodbye.\I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back. response:	That's right.
context: I'm going to get stronger.\Goodbye.\I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back.\That's right. response:	They awakened her against her will,
context: Goodbye.\I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back.\That's right.\They awakened her against her will, response:	and we're going to put her to sleep again!
context: I'd forgotten.\I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back.\That's right.\They awakened her against her will,\and we're going to put her to sleep again! response:	Use the Void's power to consign her bad will to oblivion!
context: I was protecting myself by forgetting!\Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back.\That's right.\They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion! response:	Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?
context: Shu. You can tell right now, can't you?\We have something we need to do.\Get Mana's heart back.\That's right.\They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu? response:	Time is running out. Draw out my heart, Shu.
context: We have something we need to do.\Get Mana's heart back.\That's right.\They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu. response:	And then give me the Void!
context: Get Mana's heart back.\That's right.\They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void! response:	The way you are right now, I know you can do it!
context: That's right.\They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it! response:	Draw it out without letting go of my hand.
context: They awakened her against her will,\and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand. response:	This is... Gai's...
context: and we're going to put her to sleep again!\Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's... response:	Run, Shu.
context: Use the Void's power to consign her bad will to oblivion!\Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu. response:	You're going to cover me while I head for Mana.
context: Memory's shackles are undone, and you're in new king mode, eh, Ouma Shu?\Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana. response:	Got it.
context: Time is running out. Draw out my heart, Shu.\And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana.\Got it. response:	Here we go.
context: And then give me the Void!\The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana.\Got it.\Here we go. response:	Inori!
context: The way you are right now, I know you can do it!\Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana.\Got it.\Here we go.\Inori! response:	Who are you calling, Shu?
context: Draw it out without letting go of my hand.\This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana.\Got it.\Here we go.\Inori!\Who are you calling, Shu? response:	Gai!
context: This is... Gai's...\Run, Shu.\You're going to cover me while I head for Mana.\Got it.\Here we go.\Inori!\Who are you calling, Shu?\Gai! response:	A Void that forces other Voids to manifest?!
context: Run, Shu.\You're going to cover me while I head for Mana.\Got it.\Here we go.\Inori!\Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?! response:	A gun that draws out people's hearts, then...
context: You're going to cover me while I head for Mana.\Got it.\Here we go.\Inori!\Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then... response:	Gai, go!
context: Got it.\Here we go.\Inori!\Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go! response:	Right!
context: Here we go.\Inori!\Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go!\Right! response:	Stop!
context: Inori!\Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go!\Right!\Stop! response:	Stand down, Shuichiro.
context: Who are you calling, Shu?\Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go!\Right!\Stop!\Stand down, Shuichiro. response:	You failed.
context: Gai!\A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go!\Right!\Stop!\Stand down, Shuichiro.\You failed. response:	Gai!
context: A Void that forces other Voids to manifest?!\A gun that draws out people's hearts, then...\Gai, go!\Right!\Stop!\Stand down, Shuichiro.\You failed.\Gai! response:	Stab Mana right through me, Shu.
context: A gun that draws out people's hearts, then...\Gai, go!\Right!\Stop!\Stand down, Shuichiro.\You failed.\Gai!\Stab Mana right through me, Shu. response:	I'm a dead man either way. So...
context: Gai, go!\Right!\Stop!\Stand down, Shuichiro.\You failed.\Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So... response:	But
context: Right!\Stop!\Stand down, Shuichiro.\You failed.\Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So...\But response:	Shu, what do I look like to you right now?
context: Stop!\Stand down, Shuichiro.\You failed.\Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So...\But\Shu, what do I look like to you right now? response:	As a child you were decisive, and brave, and... strong...
context: Stand down, Shuichiro.\You failed.\Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So...\But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong... response:	I wanted to become like you.
context: You failed.\Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So...\But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you. response:	Gai! What are you...?!
context: Gai!\Stab Mana right through me, Shu.\I'm a dead man either way. So...\But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?! response:	You can become me whenever you want. Just like I became you.
context: Stab Mana right through me, Shu.\I'm a dead man either way. So...\But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you. response:	Do the rest on your own.
context: I'm a dead man either way. So...\But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own. response:	Come on. Hurry up!
context: But\Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up! response:	Gai!
context: Shu, what do I look like to you right now?\As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up!\Gai! response:	Shu...
context: As a child you were decisive, and brave, and... strong...\I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up!\Gai!\Shu... response:	What did you tell me when we parted?
context: I wanted to become like you.\Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up!\Gai!\Shu...\What did you tell me when we parted? response:	The words hung in midair and never reached me
context: Gai! What are you...?!\You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up!\Gai!\Shu...\What did you tell me when we parted?\The words hung in midair and never reached me response:	I know my dreams and wishes are illusory
context: You can become me whenever you want. Just like I became you.\Do the rest on your own.\Come on. Hurry up!\Gai!\Shu...\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory response:	and yet I cannot give up on them
context: Do the rest on your own.\Come on. Hurry up!\Gai!\Shu...\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them response:	You said, Don't let go, hold onto my hand
context: Come on. Hurry up!\Gai!\Shu...\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand response:	and, We will always be together
context: Gai!\Shu...\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together response:	Your hands as I held them were warm
context: Shu...\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm response:	and tender
context: What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender response:	What did you tell me when we parted?
context: The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\What did you tell me when we parted? response:	The words hung in midair and never reached me
context: I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\What did you tell me when we parted?\The words hung in midair and never reached me response:	I know my dreams and wishes are illusory
context: and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory response:	and yet I cannot give up on them
context: You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them response:	You said, Don't let go, hold onto my hand
context: and, We will always be together\Your hands as I held them were warm\and tender\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand response:	and, We will always be together
context: Your hands as I held them were warm\and tender\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together response:	Your hands as I held them were warm
context: and tender\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm response:	and tender
context: What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender response:	Tri... ton?
