context: This is how you do swings! response:	I don't think so...
context: Maybe he's lonely.\He's been hanging out with you all this time,\but now he spends less time with you. He might be lonely.\You know, Sunakawa-kun adores you.\Takeo-kun, we don't have to spend my birthday by ourselves.\Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure. response:	Yamato...
context: He's been hanging out with you all this time,\but now he spends less time with you. He might be lonely.\You know, Sunakawa-kun adores you.\Takeo-kun, we don't have to spend my birthday by ourselves.\Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure.\Yamato... response:	Thanks!
context: but now he spends less time with you. He might be lonely.\You know, Sunakawa-kun adores you.\Takeo-kun, we don't have to spend my birthday by ourselves.\Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure.\Yamato...\Thanks! response:	I love her!
context: You know, Sunakawa-kun adores you.\Takeo-kun, we don't have to spend my birthday by ourselves.\Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure.\Yamato...\Thanks!\I love her! response:	Suna!
context: Takeo-kun, we don't have to spend my birthday by ourselves.\Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure.\Yamato...\Thanks!\I love her!\Suna! response:	Why don't you come and celebrate Yamato's birthday with us on the 15th?
context: Let's invite Sunakawa-kun, too!\Is that okay with you?\Sure.\Yamato...\Thanks!\I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th? response:	Huh?
context: Is that okay with you?\Sure.\Yamato...\Thanks!\I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh? response:	Why?
context: Sure.\Yamato...\Thanks!\I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why? response:	Yamato thought you might feel lonely.
context: Yamato...\Thanks!\I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why?\Yamato thought you might feel lonely. response:	No, not at all.
context: Thanks!\I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why?\Yamato thought you might feel lonely.\No, not at all. response:	Stare
context: I love her!\Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why?\Yamato thought you might feel lonely.\No, not at all.\Stare response:	Is that right?
context: Suna!\Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why?\Yamato thought you might feel lonely.\No, not at all.\Stare\Is that right? response:	Yeah.
context: Why don't you come and celebrate Yamato's birthday with us on the 15th?\Huh?\Why?\Yamato thought you might feel lonely.\No, not at all.\Stare\Is that right?\Yeah. response:	Besides, I have something on the 15th.
context: Huh?\Why?\Yamato thought you might feel lonely.\No, not at all.\Stare\Is that right?\Yeah.\Besides, I have something on the 15th. response:	I see.
context: Why?\Yamato thought you might feel lonely.\No, not at all.\Stare\Is that right?\Yeah.\Besides, I have something on the 15th.\I see. response:	So it isn't that he's feeling lonely.
context: Yamato thought you might feel lonely.\No, not at all.\Stare\Is that right?\Yeah.\Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely. response:	Why did that even come up, anyway?
context: No, not at all.\Stare\Is that right?\Yeah.\Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway? response:	Well, I thought you've been acting a little different lately.
context: Stare\Is that right?\Yeah.\Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately. response:	I just wondered if something was going on.
context: Is that right?\Yeah.\Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on. response:	Oh, yeah?
context: Yeah.\Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah? response:	Even if there is something going on,
context: Besides, I have something on the 15th.\I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah?\Even if there is something going on, response:	if he doesn't want to talk about it, I'm not going to force him to.
context: I see.\So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to. response:	I'll wait till he chooses to tell me.
context: So it isn't that he's feeling lonely.\Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me. response:	Too close.
context: Why did that even come up, anyway?\Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close. response:	So, about this schedule you put together for Yamato-san's birthday...
context: Well, I thought you've been acting a little different lately.\I just wondered if something was going on.\Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday... response:	Yeah?
context: I just wondered if something was going on.\Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah? response:	This schedule is packed like a day in the life of a US president.
context: Oh, yeah?\Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president. response:	What? Tell me more!
context: Even if there is something going on,\if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more! response:	6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home
context: if he doesn't want to talk about it, I'm not going to force him to.\I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home response:	For starters, the 6 AM thing has to go.
context: I'll wait till he chooses to tell me.\Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go. response:	This plan assumes sunshine,
context: Too close.\So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine, response:	but what will you do if it rains?
context: So, about this schedule you put together for Yamato-san's birthday...\Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains? response:	Oh, right.
context: Yeah?\This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains?\Oh, right. response:	There's also no time for breaks and for getting from point A to point B.
context: This schedule is packed like a day in the life of a US president.\What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B. response:	Probably, no one except you could handle this kind of schedule.
context: What? Tell me more!\6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule. response:	I see.
context: 6 AM: Watch sunrise at Enoshima 7 AM: Beach walk gather seashells, etc. 8 AM: Movie look up what's in cinemas 10 AM: Amusement park 12 PM: Lunch somewhere good 1 PM: Zoo 2 PM: Hiking 3 PM: Tea in a cafe 4 PM: Park 5 PM: Back to Enoshima to watch sunset 6 PM: Walk her home\For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see. response:	Guess I need to start over.
context: For starters, the 6 AM thing has to go.\This plan assumes sunshine,\but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over. response:	What are some places you can go, even when it's raining?
context: This plan assumes sunshine,\but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over.\What are some places you can go, even when it's raining? response:	How about that place we went after the school festival when we were in junior high?
context: but what will you do if it rains?\Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high? response:	It was some indoor place where you could bowl and do karaoke and stuff.
context: Oh, right.\There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff. response:	Oh, nice.
context: There's also no time for breaks and for getting from point A to point B.\Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice. response:	I'll go for that!
context: Probably, no one except you could handle this kind of schedule.\I see.\Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that! response:	When we went, you...
context: I see.\Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that!\When we went, you... response:	What?
context: Guess I need to start over.\What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that!\When we went, you...\What? response:	You couldn't fit your fingers into the bowling ball,
context: What are some places you can go, even when it's raining?\How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that!\When we went, you...\What?\You couldn't fit your fingers into the bowling ball, response:	Hilarious...
context: How about that place we went after the school festival when we were in junior high?\It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that!\When we went, you...\What?\You couldn't fit your fingers into the bowling ball,\Hilarious... response:	so you just grabbed them to throw them...
context: It was some indoor place where you could bowl and do karaoke and stuff.\Oh, nice.\I'll go for that!\When we went, you...\What?\You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them... response:	I guess that happened.
context: Oh, nice.\I'll go for that!\When we went, you...\What?\You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them...\I guess that happened. response:	I'd never seen anything like it.
context: I'll go for that!\When we went, you...\What?\You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it. response:	Every time it was your turn, the whole bowling alley was staring.
context: When we went, you...\What?\You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring. response:	Toward the end, you'd attracted a small crowd.
context: What?\You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd. response:	I'm surprised you remember.
context: You couldn't fit your fingers into the bowling ball,\Hilarious...\so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember. response:	It was like you were playing softball
context: Hilarious...\so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball response:	Who could forget?
context: so you just grabbed them to throw them...\I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball\Who could forget? response:	They aren't open at 6 AM.
context: I guess that happened.\I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball\Who could forget?\They aren't open at 6 AM. response:	They open at 10.
context: I'd never seen anything like it.\Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball\Who could forget?\They aren't open at 6 AM.\They open at 10. response:	Okay, 10 it is!
context: Every time it was your turn, the whole bowling alley was staring.\Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball\Who could forget?\They aren't open at 6 AM.\They open at 10.\Okay, 10 it is! response:	Now, what to do for lunch...
context: Toward the end, you'd attracted a small crowd.\I'm surprised you remember.\It was like you were playing softball\Who could forget?\They aren't open at 6 AM.\They open at 10.\Okay, 10 it is!\Now, what to do for lunch... response:	10 AM: Bowling 12 PM: Lunch
context: I'm surprised you remember.\It was like you were playing softball\Who could forget?\They aren't open at 6 AM.\They open at 10.\Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch response:	Beef bowl?
context: It was like you were playing softball\Who could forget?\They aren't open at 6 AM.\They open at 10.\Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl? response:	Ramen?
context: Who could forget?\They aren't open at 6 AM.\They open at 10.\Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen? response:	Isn't it better to pick a place with a good dessert selection?
context: They aren't open at 6 AM.\They open at 10.\Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection? response:	Yamato-san likes baking,
context: They open at 10.\Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking, response:	so she probably likes seeing and eating sweets.
context: Okay, 10 it is!\Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets. response:	Right!
context: Now, what to do for lunch...\10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right! response:	It's her birthday,
context: 10 AM: Bowling 12 PM: Lunch\Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right!\It's her birthday, response:	so I'd like to let her eat something amazing.
context: Beef bowl?\Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right!\It's her birthday,\so I'd like to let her eat something amazing. response:	How about this place?
context: Ramen?\Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right!\It's her birthday,\so I'd like to let her eat something amazing.\How about this place? response:	It appears they take reservations,
context: Isn't it better to pick a place with a good dessert selection?\Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right!\It's her birthday,\so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations, response:	and their menu looks pretty extensive.
context: Yamato-san likes baking,\so she probably likes seeing and eating sweets.\Right!\It's her birthday,\so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations,\and their menu looks pretty extensive. response:	That's it, Suna!
context: so she probably likes seeing and eating sweets.\Right!\It's her birthday,\so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna! response:	I'm making a reservation!
context: Right!\It's her birthday,\so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation! response:	Is there anything else we can do?
context: It's her birthday,\so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation!\Is there anything else we can do? response:	What's left?
context: so I'd like to let her eat something amazing.\How about this place?\It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation!\Is there anything else we can do?\What's left? response:	Aquariums,
context: How about this place?\It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation!\Is there anything else we can do?\What's left?\Aquariums, response:	planetariums,
context: It appears they take reservations,\and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation!\Is there anything else we can do?\What's left?\Aquariums,\planetariums, response:	the movies...
context: and their menu looks pretty extensive.\That's it, Suna!\I'm making a reservation!\Is there anything else we can do?\What's left?\Aquariums,\planetariums,\the movies... response:	You had that one down, too.
context: That's it, Suna!\I'm making a reservation!\Is there anything else we can do?\What's left?\Aquariums,\planetariums,\the movies...\You had that one down, too. response:	That's about it, no?
context: I'm making a reservation!\Is there anything else we can do?\What's left?\Aquariums,\planetariums,\the movies...\You had that one down, too.\That's about it, no? response:	A planetarium, huh?
context: Is there anything else we can do?\What's left?\Aquariums,\planetariums,\the movies...\You had that one down, too.\That's about it, no?\A planetarium, huh? response:	In elementary school, we went to one.
context: What's left?\Aquariums,\planetariums,\the movies...\You had that one down, too.\That's about it, no?\A planetarium, huh?\In elementary school, we went to one. response:	When we went,
context: Aquariums,\planetariums,\the movies...\You had that one down, too.\That's about it, no?\A planetarium, huh?\In elementary school, we went to one.\When we went, response:	you got stuck in a hole they were trying to repair.
context: planetariums,\the movies...\You had that one down, too.\That's about it, no?\A planetarium, huh?\In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair. response:	You managed to get out on your own,
context: the movies...\You had that one down, too.\That's about it, no?\A planetarium, huh?\In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own, response:	but they thought you were some underground monster.
context: You had that one down, too.\That's about it, no?\A planetarium, huh?\In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster. response:	You have a really good memory.
context: That's about it, no?\A planetarium, huh?\In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory. response:	You're smart.
context: A planetarium, huh?\In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory.\You're smart. response:	All right!
context: In elementary school, we went to one.\When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory.\You're smart.\All right! response:	A planetarium, it is!
context: When we went,\you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory.\You're smart.\All right!\A planetarium, it is! response:	Yamato likes stars,
context: you got stuck in a hole they were trying to repair.\You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory.\You're smart.\All right!\A planetarium, it is!\Yamato likes stars, response:	so this'll make her happy!
context: You managed to get out on your own,\but they thought you were some underground monster.\You have a really good memory.\You're smart.\All right!\A planetarium, it is!\Yamato likes stars,\so this'll make her happy! response:	This is going to be good!
context: but they thought you were some underground monster.\You have a really good memory.\You're smart.\All right!\A planetarium, it is!\Yamato likes stars,\so this'll make her happy!\This is going to be good! response:	You're really into it, huh?
context: You have a really good memory.\You're smart.\All right!\A planetarium, it is!\Yamato likes stars,\so this'll make her happy!\This is going to be good!\You're really into it, huh? response:	Yeah! It'll be great!
context: You're smart.\All right!\A planetarium, it is!\Yamato likes stars,\so this'll make her happy!\This is going to be good!\You're really into it, huh?\Yeah! It'll be great! response:	I never knew it was so fun to celebrate
context: All right!\A planetarium, it is!\Yamato likes stars,\so this'll make her happy!\This is going to be good!\You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate response:	the birthday of someone you care about.
context: A planetarium, it is!\Yamato likes stars,\so this'll make her happy!\This is going to be good!\You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about. response:	That's good.
context: Yamato likes stars,\so this'll make her happy!\This is going to be good!\You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good. response:	I'm happy for you.
context: so this'll make her happy!\This is going to be good!\You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good.\I'm happy for you. response:	Yeah, thanks!
context: This is going to be good!\You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good.\I'm happy for you.\Yeah, thanks! response:	They're all places I've been to with you.
context: You're really into it, huh?\Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good.\I'm happy for you.\Yeah, thanks!\They're all places I've been to with you. response:	Well, given that we've been friends for ten years...
context: Yeah! It'll be great!\I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good.\I'm happy for you.\Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years... response:	He's right... We've been friends a really long time.
context: I never knew it was so fun to celebrate\the birthday of someone you care about.\That's good.\I'm happy for you.\Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time. response:	What about her birthday present, by the way?
context: the birthday of someone you care about.\That's good.\I'm happy for you.\Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way? response:	Do you have one?
context: That's good.\I'm happy for you.\Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one? response:	I'd totally forgotten about that!
context: I'm happy for you.\Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that! response:	Of course you need presents for birthdays!
context: Yeah, thanks!\They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays! response:	Normally, yeah.
context: They're all places I've been to with you.\Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah. response:	Do you have money?
context: Well, given that we've been friends for ten years...\He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah.\Do you have money? response:	Nope!
context: He's right... We've been friends a really long time.\What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah.\Do you have money?\Nope! response:	Well, with how often you eat Korean BBQ...
context: What about her birthday present, by the way?\Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah.\Do you have money?\Nope!\Well, with how often you eat Korean BBQ... response:	Want me to lend you some?
context: Do you have one?\I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah.\Do you have money?\Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some? response:	How can I use someone else's money to celebrate Yamato's birthday?
context: I'd totally forgotten about that!\Of course you need presents for birthdays!\Normally, yeah.\Do you have money?\Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday? response:	Maybe a part-time job, then?
context: Of course you need presents for birthdays!\Normally, yeah.\Do you have money?\Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then? response:	That's it, Suna!
context: Normally, yeah.\Do you have money?\Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna! response:	Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!
context: Do you have money?\Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!! response:	I'll get a part-time job!
context: Nope!\Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job! response:	Let's take a look.
context: Well, with how often you eat Korean BBQ...\Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look. response:	It's morning!
context: Want me to lend you some?\How can I use someone else's money to celebrate Yamato's birthday?\Maybe a part-time job, then?\That's it, Suna!\Anything goes, as long as it has good hourly pay and is OK hiring short-term, high school students!!\I'll get a part-time job!\Let's take a look.\It's morning! response:	Zing!
