context: Tsuritama Episode 9 response:	Striking Underwater
context: Koko, Koko.\Nii-chan, Nii-chan.\Let's go, Nii-chan.\Let's fuse!\Okay!\You will be ours!\Nii-chan, I can't go on...\Run! response:	No, Koko!
context: Nii-chan, Nii-chan.\Let's go, Nii-chan.\Let's fuse!\Okay!\You will be ours!\Nii-chan, I can't go on...\Run!\No, Koko! response:	Residents of Enoshima have been forbidden to use water.
context: Let's go, Nii-chan.\Let's fuse!\Okay!\You will be ours!\Nii-chan, I can't go on...\Run!\No, Koko!\Residents of Enoshima have been forbidden to use water. response:	Apparently, an unidentified organism
context: Let's fuse!\Okay!\You will be ours!\Nii-chan, I can't go on...\Run!\No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism response:	in the vicinity of Enoshima is controlling people using water...
context: Okay!\You will be ours!\Nii-chan, I can't go on...\Run!\No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water... response:	Yuki, will you be fine by yourself?
context: You will be ours!\Nii-chan, I can't go on...\Run!\No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself? response:	I'll be fine. Grandma, don't go outside.
context: Nii-chan, I can't go on...\Run!\No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside. response:	Yes, I know.
context: Run!\No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know. response:	No matter what anyone says, Haru is Haru.
context: No, Koko!\Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru. response:	I'll definitely bring him back!
context: Residents of Enoshima have been forbidden to use water.\Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back! response:	Koko, I'm sorry.
context: Apparently, an unidentified organism\in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry. response:	I couldn't protect you.
context: in the vicinity of Enoshima is controlling people using water...\Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you. response:	You should not have eaten curry on a day like this.
context: Yuki, will you be fine by yourself?\I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this. response:	I made this chai three days ago, so it's still good.
context: I'll be fine. Grandma, don't go outside.\Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good. response:	It's all right. I am not so cruel.
context: Yes, I know.\No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel. response:	Here.
context: No matter what anyone says, Haru is Haru.\I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here. response:	Thank you for the food.
context: I'll definitely bring him back!\Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here.\Thank you for the food. response:	How does it taste?
context: Koko, I'm sorry.\I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here.\Thank you for the food.\How does it taste? response:	It's delicious.
context: I couldn't protect you.\You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here.\Thank you for the food.\How does it taste?\It's delicious. response:	Keito-san, this is excellent.
context: You should not have eaten curry on a day like this.\I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here.\Thank you for the food.\How does it taste?\It's delicious.\Keito-san, this is excellent. response:	Why, thank you.
context: I made this chai three days ago, so it's still good.\It's all right. I am not so cruel.\Here.\Thank you for the food.\How does it taste?\It's delicious.\Keito-san, this is excellent.\Why, thank you. response:	Could I have some more?
context: It's all right. I am not so cruel.\Here.\Thank you for the food.\How does it taste?\It's delicious.\Keito-san, this is excellent.\Why, thank you.\Could I have some more? response:	Me, too.
context: Here.\Thank you for the food.\How does it taste?\It's delicious.\Keito-san, this is excellent.\Why, thank you.\Could I have some more?\Me, too. response:	I have plenty of other things as well.
context: Thank you for the food.\How does it taste?\It's delicious.\Keito-san, this is excellent.\Why, thank you.\Could I have some more?\Me, too.\I have plenty of other things as well. response:	Wait!
context: How does it taste?\It's delicious.\Keito-san, this is excellent.\Why, thank you.\Could I have some more?\Me, too.\I have plenty of other things as well.\Wait! response:	It's me.
context: It's delicious.\Keito-san, this is excellent.\Why, thank you.\Could I have some more?\Me, too.\I have plenty of other things as well.\Wait!\It's me. response:	Me.
context: Keito-san, this is excellent.\Why, thank you.\Could I have some more?\Me, too.\I have plenty of other things as well.\Wait!\It's me.\Me. response:	Akira.
context: Why, thank you.\Could I have some more?\Me, too.\I have plenty of other things as well.\Wait!\It's me.\Me.\Akira. response:	Duck!
context: Could I have some more?\Me, too.\I have plenty of other things as well.\Wait!\It's me.\Me.\Akira.\Duck! response:	I am sorry I have been hiding this from you.
context: Me, too.\I have plenty of other things as well.\Wait!\It's me.\Me.\Akira.\Duck!\I am sorry I have been hiding this from you. response:	Then you came to Enoshima...
context: I have plenty of other things as well.\Wait!\It's me.\Me.\Akira.\Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima... response:	To observe Haru.
context: Wait!\It's me.\Me.\Akira.\Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru. response:	Observe him? Why did you have to do that?
context: It's me.\Me.\Akira.\Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that? response:	Because it is our job.
context: Me.\Akira.\Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that?\Because it is our job. response:	At first, I believed Haru was a harmless alien.
context: Akira.\Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien. response:	However, I learned Haru was connected to the
context: Duck!\I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the response:	Bermuda Syndrome we have been investigating.
context: I am sorry I have been hiding this from you.\Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating. response:	Bermuda Syndrome?
context: Then you came to Enoshima...\To observe Haru.\Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome? response:	The phenomenon of boats and planes suddenly
context: To observe Haru.\Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly response:	disappearing from oceans across the world.
context: Observe him? Why did you have to do that?\Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world. response:	These incidents have been occurring around Enoshima.
context: Because it is our job.\At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima. response:	What does that have to do with Haru?
context: At first, I believed Haru was a harmless alien.\However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru? response:	We learned an alien life form is responsible for the incidents.
context: However, I learned Haru was connected to the\Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents. response:	The organism has the power to control others through water.
context: Bermuda Syndrome we have been investigating.\Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water. response:	Control people with water? You don't mean...
context: Bermuda Syndrome?\The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean... response:	Yes. The organism is one of Haru's kind.
context: The phenomenon of boats and planes suddenly\disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind. response:	That is what Haru told me.
context: disappearing from oceans across the world.\These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me. response:	Haru himself is not dangerous,
context: These incidents have been occurring around Enoshima.\What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous, response:	but he is involved in an incident that threatens the world.
context: What does that have to do with Haru?\We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world. response:	Do not associate with Haru any more.
context: We learned an alien life form is responsible for the incidents.\The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more. response:	Leave the rest to us.
context: The organism has the power to control others through water.\Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us. response:	He is not human, like us.
context: Control people with water? You don't mean...\Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us. response:	You were bound to part eventually.
context: Yes. The organism is one of Haru's kind.\That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us.\You were bound to part eventually. response:	I don't want to.
context: That is what Haru told me.\Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us.\You were bound to part eventually.\I don't want to. response:	We had fun together!
context: Haru himself is not dangerous,\but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us.\You were bound to part eventually.\I don't want to.\We had fun together! response:	We went fishing together.
context: but he is involved in an incident that threatens the world.\Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us.\You were bound to part eventually.\I don't want to.\We had fun together!\We went fishing together. response:	Are you telling me to forget all of that?
context: Do not associate with Haru any more.\Leave the rest to us.\He is not human, like us.\You were bound to part eventually.\I don't want to.\We had fun together!\We went fishing together.\Are you telling me to forget all of that? response:	But if you associate with Haru, you will be in danger.
context: Leave the rest to us.\He is not human, like us.\You were bound to part eventually.\I don't want to.\We had fun together!\We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger. response:	I don't believe your ridiculous story.
context: He is not human, like us.\You were bound to part eventually.\I don't want to.\We had fun together!\We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story. response:	I could never believe it!
context: You were bound to part eventually.\I don't want to.\We had fun together!\We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it! response:	He must be nearby.
context: I don't want to.\We had fun together!\We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it!\He must be nearby. response:	We must be heading towards JF1's home.
context: We had fun together!\We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it!\He must be nearby.\We must be heading towards JF1's home. response:	We've finally got him.
context: We went fishing together.\Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it!\He must be nearby.\We must be heading towards JF1's home.\We've finally got him. response:	Let's go!
context: Are you telling me to forget all of that?\But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it!\He must be nearby.\We must be heading towards JF1's home.\We've finally got him.\Let's go! response:	Yes, sir!
context: But if you associate with Haru, you will be in danger.\I don't believe your ridiculous story.\I could never believe it!\He must be nearby.\We must be heading towards JF1's home.\We've finally got him.\Let's go!\Yes, sir! response:	Haru!
context: I don't believe your ridiculous story.\I could never believe it!\He must be nearby.\We must be heading towards JF1's home.\We've finally got him.\Let's go!\Yes, sir!\Haru! response:	Yuki, wait!
context: I could never believe it!\He must be nearby.\We must be heading towards JF1's home.\We've finally got him.\Let's go!\Yes, sir!\Haru!\Yuki, wait! response:	Haru, you're back!
context: He must be nearby.\We must be heading towards JF1's home.\We've finally got him.\Let's go!\Yes, sir!\Haru!\Yuki, wait!\Haru, you're back! response:	Good.
context: We must be heading towards JF1's home.\We've finally got him.\Let's go!\Yes, sir!\Haru!\Yuki, wait!\Haru, you're back!\Good. response:	Yuki, I don't like you.
context: We've finally got him.\Let's go!\Yes, sir!\Haru!\Yuki, wait!\Haru, you're back!\Good.\Yuki, I don't like you. response:	Grandma!
context: Let's go!\Yes, sir!\Haru!\Yuki, wait!\Haru, you're back!\Good.\Yuki, I don't like you.\Grandma! response:	Yuki, I really, really, hate you!
context: Yes, sir!\Haru!\Yuki, wait!\Haru, you're back!\Good.\Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you! response:	Leave Enoshima.
context: Haru!\Yuki, wait!\Haru, you're back!\Good.\Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you!\Leave Enoshima. response:	Haru!
context: Yuki, wait!\Haru, you're back!\Good.\Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you!\Leave Enoshima.\Haru! response:	Leave!
context: Haru, you're back!\Good.\Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you!\Leave Enoshima.\Haru!\Leave! response:	Leave!
context: Good.\Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you!\Leave Enoshima.\Haru!\Leave!\Leave! response:	Everyone, leave! Leave Enoshima!
context: Yuki, I don't like you.\Grandma!\Yuki, I really, really, hate you!\Leave Enoshima.\Haru!\Leave!\Leave!\Everyone, leave! Leave Enoshima! response:	Leave! Leave!
context: Grandma!\Yuki, I really, really, hate you!\Leave Enoshima.\Haru!\Leave!\Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave! response:	It's the alien!
context: Yuki, I really, really, hate you!\Leave Enoshima.\Haru!\Leave!\Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien! response:	Leave!
context: Leave Enoshima.\Haru!\Leave!\Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien!\Leave! response:	That's right! I'm an alien!
context: Haru!\Leave!\Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien!\Leave!\That's right! I'm an alien! response:	Enoshima is mine!
context: Leave!\Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien!\Leave!\That's right! I'm an alien!\Enoshima is mine! response:	Leave, everyone! Enoshima is mine!
context: Leave!\Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien!\Leave!\That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine! response:	There he is! Get him!
context: Everyone, leave! Leave Enoshima!\Leave! Leave!\It's the alien!\Leave!\That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him! response:	Leave Enoshima!
context: Leave! Leave!\It's the alien!\Leave!\That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima! response:	Haru?
context: It's the alien!\Leave!\That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima!\Haru? response:	Get on the evacuation bus.
context: Leave!\That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima!\Haru?\Get on the evacuation bus. response:	Evacuation?
context: That's right! I'm an alien!\Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima!\Haru?\Get on the evacuation bus.\Evacuation? response:	This is the dragon's wrath!
context: Enoshima is mine!\Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima!\Haru?\Get on the evacuation bus.\Evacuation?\This is the dragon's wrath! response:	We must find him an offering! An offering!
context: Leave, everyone! Enoshima is mine!\There he is! Get him!\Leave Enoshima!\Haru?\Get on the evacuation bus.\Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering! response:	Please, wait!
context: There he is! Get him!\Leave Enoshima!\Haru?\Get on the evacuation bus.\Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait! response:	Get on the bus already!
context: Leave Enoshima!\Haru?\Get on the evacuation bus.\Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait!\Get on the bus already! response:	Grandpa!
context: Haru?\Get on the evacuation bus.\Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait!\Get on the bus already!\Grandpa! response:	This man just touched my breast.
context: Get on the evacuation bus.\Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait!\Get on the bus already!\Grandpa!\This man just touched my breast. response:	What do you think you're doing?
context: Evacuation?\This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait!\Get on the bus already!\Grandpa!\This man just touched my breast.\What do you think you're doing? response:	Mari-chan, I'm scared.
context: This is the dragon's wrath!\We must find him an offering! An offering!\Please, wait!\Get on the bus already!\Grandpa!\This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared. response:	It's okay.
context: We must find him an offering! An offering!\Please, wait!\Get on the bus already!\Grandpa!\This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared.\It's okay. response:	They said we'll be able to go home soon.
context: Please, wait!\Get on the bus already!\Grandpa!\This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon. response:	Did Haru do something?
context: Get on the bus already!\Grandpa!\This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon.\Did Haru do something? response:	I don't know what's going on.
context: Grandpa!\This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on. response:	Damn it. Where is he?
context: This man just touched my breast.\What do you think you're doing?\Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on.\Damn it. Where is he? response:	Where am I?
context: What do you think you're doing?\Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on.\Damn it. Where is he?\Where am I? response:	What?
context: Mari-chan, I'm scared.\It's okay.\They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on.\Damn it. Where is he?\Where am I?\What? response:	Grandma, Grandma!
context: It's okay.\They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on.\Damn it. Where is he?\Where am I?\What?\Grandma, Grandma! response:	Where are we?
context: They said we'll be able to go home soon.\Did Haru do something?\I don't know what's going on.\Damn it. Where is he?\Where am I?\What?\Grandma, Grandma!\Where are we? response:	Oh, my.
context: Did Haru do something?\I don't know what's going on.\Damn it. Where is he?\Where am I?\What?\Grandma, Grandma!\Where are we?\Oh, my. response:	Huh?
context: I don't know what's going on.\Damn it. Where is he?\Where am I?\What?\Grandma, Grandma!\Where are we?\Oh, my.\Huh? response:	Aliens have invaded Enoshima. All residents ordered to evacuate.
context: Damn it. Where is he?\Where am I?\What?\Grandma, Grandma!\Where are we?\Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate. response:	Aliens?
context: Where am I?\What?\Grandma, Grandma!\Where are we?\Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens? response:	You're kidding!
context: What?\Grandma, Grandma!\Where are we?\Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding! response:	Why?
context: Grandma, Grandma!\Where are we?\Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding!\Why? response:	I wish I could stay like this forever.
context: Where are we?\Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding!\Why?\I wish I could stay like this forever. response:	I wish I could stay like this, too.
context: Oh, my.\Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding!\Why?\I wish I could stay like this forever.\I wish I could stay like this, too. response:	Even if the world ends tomorrow, I know I'll be fishing.
context: Huh?\Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding!\Why?\I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing. response:	Haru.
context: Aliens have invaded Enoshima. All residents ordered to evacuate.\Aliens?\You're kidding!\Why?\I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru. response:	What are you doing?
context: Aliens?\You're kidding!\Why?\I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing? response:	I thought I told you to go home.
context: You're kidding!\Why?\I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing?\I thought I told you to go home. response:	Leave! Leave Enoshima!
context: Why?\I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima! response:	Calm down, Haru. Where did you send Yuki?
context: I wish I could stay like this forever.\I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki? response:	What do you think you can do by yourself?
context: I wish I could stay like this, too.\Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself? response:	Shut up!
context: Even if the world ends tomorrow, I know I'll be fishing.\Haru.\What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up! response:	Leave, leave, leave!
context: Haru.\What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up!\Leave, leave, leave! response:	Haru!
context: What are you doing?\I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up!\Leave, leave, leave!\Haru! response:	Nagoya?
context: I thought I told you to go home.\Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up!\Leave, leave, leave!\Haru!\Nagoya? response:	What are you doing there?
context: Leave! Leave Enoshima!\Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up!\Leave, leave, leave!\Haru!\Nagoya?\What are you doing there? response:	I don't know, either.
context: Calm down, Haru. Where did you send Yuki?\What do you think you can do by yourself?\Shut up!\Leave, leave, leave!\Haru!\Nagoya?\What are you doing there?\I don't know, either. response:	Just come back.
context: What do you think you can do by yourself?\Shut up!\Leave, leave, leave!\Haru!\Nagoya?\What are you doing there?\I don't know, either.\Just come back. response:	Even if I do go back, I can't get to Enoshima.
context: Shut up!\Leave, leave, leave!\Haru!\Nagoya?\What are you doing there?\I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima. response:	Don't you care what happens to Haru?
context: Leave, leave, leave!\Haru!\Nagoya?\What are you doing there?\I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru? response:	Hey, Yuki.
context: Haru!\Nagoya?\What are you doing there?\I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki. response:	It's not up to us. He's an alien.
context: Nagoya?\What are you doing there?\I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien. response:	What are you talking about?
context: What are you doing there?\I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about? response:	He's your friend!
context: I don't know, either.\Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about?\He's your friend! response:	I know, but... I don't understand him.
context: Just come back.\Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about?\He's your friend!\I know, but... I don't understand him. response:	Hey, Yuki!
context: Even if I do go back, I can't get to Enoshima.\Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about?\He's your friend!\I know, but... I don't understand him.\Hey, Yuki! response:	Miso Katsu
context: Don't you care what happens to Haru?\Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about?\He's your friend!\I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu response:	Pig Wrestler
context: Hey, Yuki.\It's not up to us. He's an alien.\What are you talking about?\He's your friend!\I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu\Pig Wrestler response:	Authentic miso katsu really is delicious, isn't it?
context: It's not up to us. He's an alien.\What are you talking about?\He's your friend!\I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it? response:	Yuki, your food will get cold. Eat up.
context: What are you talking about?\He's your friend!\I know, but... I don't understand him.\Hey, Yuki!\Miso Katsu\Pig Wrestler\Authentic miso katsu really is delicious, isn't it?\Yuki, your food will get cold. Eat up. response:	Grandma, I don't understand.
