context: I'm going to win. response:	Name: kuebiko 09/04 22:50 ID Steel Lady Nanase isn't made up. She's a real ghost.
context: I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\and that was discovered after his death.\Could there be anything so convenient?\If Nanase Karin truly did push her father down the stairs\to make it seem like an accident,\she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him response:	while he was telling others that he was wary of her.
context: and that was discovered after his death.\Could there be anything so convenient?\If Nanase Karin truly did push her father down the stairs\to make it seem like an accident,\she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her. response:	It was said that Nanase Karin managed to
context: Could there be anything so convenient?\If Nanase Karin truly did push her father down the stairs\to make it seem like an accident,\she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to response:	dodge investigations because she was so smart.
context: If Nanase Karin truly did push her father down the stairs\to make it seem like an accident,\she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart. response:	But she made a lot of mistakes if that's the case.
context: to make it seem like an accident,\she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case. response:	Well, when you lay it all out like that, a lot of it seems unthinkable.
context: she probably would've been worried about any handwritten notes or the like\and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable. response:	Correct.
context: and disposed of them immediately.\And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct. response:	Nanase Karin didn't kill her father.
context: And it's hard to believe that she would actually murder him\while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father. response:	She didn't even feel any malice toward him.
context: while he was telling others that he was wary of her.\It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him. response:	So why did her father feel like she did?
context: It was said that Nanase Karin managed to\dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did? response:	The one who lured Nanase Karin into a trap was her own father.
context: dodge investigations because she was so smart.\But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father. response:	In order to ruin his daughter's success,
context: But she made a lot of mistakes if that's the case.\Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success, response:	he killed himself in a way that would appear accidental
context: Well, when you lay it all out like that, a lot of it seems unthinkable.\Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental response:	and made it so someone would find his handwritten thoughts
context: Correct.\Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts response:	about his daughter's malice.
context: Nanase Karin didn't kill her father.\She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice. response:	You know, this story could actually be true...
context: She didn't even feel any malice toward him.\So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true... response:	One can only imagine what their relationship was like.
context: So why did her father feel like she did?\The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like. response:	There are reports that he quit working
context: The one who lured Nanase Karin into a trap was her own father.\In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working response:	because he wanted part of his daughter's earnings.
context: In order to ruin his daughter's success,\he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings. response:	She's making a fool of me.
context: he killed himself in a way that would appear accidental\and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me. response:	She's always rubbed her intelligence in my face.
context: and made it so someone would find his handwritten thoughts\about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face. response:	She's your daughter.
context: about his daughter's malice.\You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter. response:	How can you say such awful things about a nice girl like her? You're crazy.
context: You know, this story could actually be true...\One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy. response:	It's probably true that her father was wary of their relationship.
context: One can only imagine what their relationship was like.\There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship. response:	He survived on his daughter's flashy job.
context: There are reports that he quit working\because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job. response:	But he also developed a complex because of it.
context: because he wanted part of his daughter's earnings.\She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it. response:	He felt like he was suffering, but no one cared.
context: She's making a fool of me.\She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared. response:	That's what caused him to resent his daughter.
context: She's always rubbed her intelligence in my face.\She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter. response:	Haruko
context: She's your daughter.\How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko response:	If he couldn't achieve the same amount of success as his daughter,
context: How can you say such awful things about a nice girl like her? You're crazy.\It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter, response:	he would commit suicide and drag her down with him.
context: It's probably true that her father was wary of their relationship.\He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him. response:	That was the purpose of his death.
context: He survived on his daughter's flashy job.\But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death. response:	I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.
context: But he also developed a complex because of it.\He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it. response:	It was his last show of pride.
context: He felt like he was suffering, but no one cared.\That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride. response:	his handwritten note.
context: That's what caused him to resent his daughter.\Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note. response:	And just like her father had planned, Nanase Karin was looked down upon.
context: Haruko\If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon. response:	Nanase-san,
context: If he couldn't achieve the same amount of success as his daughter,\he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san, response:	what did your father really mean in his note?
context: he would commit suicide and drag her down with him.\That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note? response:	I don't know anything! Sorry, I'm in a hurry.
context: That was the purpose of his death.\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry. response:	Hey, wait!
context: I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait! response:	I mean, the note that your father left behind was pretty clear!
context: It was his last show of pride.\his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear! response:	He said that you were going to kill him.
context: his handwritten note.\And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him. response:	Nanase-san!
context: And just like her father had planned, Nanase Karin was looked down upon.\Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san! response:	That's what drove her into an accident that was near suicide.
context: Nanase-san,\what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide. response:	That's how Nanase Karin died.
context: what did your father really mean in his note?\I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died. response:	She died, and her soul moved on to the next world.
context: I don't know anything! Sorry, I'm in a hurry.\Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world. response:	And then, she reunited with her father, who died before her,
context: Hey, wait!\I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her, response:	and heard the truth from his own mouth.
context: I mean, the note that your father left behind was pretty clear!\He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth. response:	She heard the truth from his own mouth?! Oh, come on!
context: He said that you were going to kill him.\Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on! response:	Well, where else was she supposed to find out the truth?
context: Nanase-san!\That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth? response:	After finding out her own father maliciously tried to ruin her,
context: That's what drove her into an accident that was near suicide.\That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her, response:	she became filled with regret, and her soul could not fully move on.
context: That's how Nanase Karin died.\She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on. response:	That's why she came back to this world
context: She died, and her soul moved on to the next world.\And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world response:	and is trying to tell people the truth.
context: And then, she reunited with her father, who died before her,\and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth. response:	She wanted people to know the tragedy
context: and heard the truth from his own mouth.\She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy response:	that she did not kill her father, but it was her father who killed her.
context: She heard the truth from his own mouth?! Oh, come on!\Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her. response:	That's why she's a ghost on a rampage.
context: Well, where else was she supposed to find out the truth?\After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage. response:	Nanase Karin turned evil because of her father's betrayal.
context: After finding out her own father maliciously tried to ruin her,\she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal. response:	She turned into an unsightly monster.
context: she became filled with regret, and her soul could not fully move on.\That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster. response:	If we pity her,
context: That's why she came back to this world\and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her, response:	remember how beautiful she once was, and wish for her soul to move on in peace,
context: and is trying to tell people the truth.\She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace, response:	Steel Lady Nanase will probably disappear from our nights.
context: She wanted people to know the tragedy\that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights. response:	The ones who can bring her peace are the ones who believe this story.
context: that she did not kill her father, but it was her father who killed her.\That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story. response:	All of you must be the judges!
context: That's why she's a ghost on a rampage.\Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges! response:	Nanase Karin, AKA Nanase Haruko...
context: Nanase Karin turned evil because of her father's betrayal.\She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko... response:	Let us lay her soul to rest with our prayers!
context: She turned into an unsightly monster.\If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers! response:	Anon
context: If we pity her,\remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon response:	Poor Karin-chan!
context: remember how beautiful she once was, and wish for her soul to move on in peace,\Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan! response:	Nameless
context: Steel Lady Nanase will probably disappear from our nights.\The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan!\Nameless response:	That changes Steel Lady Nanase's image.
context: The ones who can bring her peace are the ones who believe this story.\All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image. response:	Anonymous
context: All of you must be the judges!\Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image.\Anonymous response:	I sorta understand how her dad felt, though.
context: Nanase Karin, AKA Nanase Haruko...\Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though. response:	They're so accepting of this, despite her talking about the afterlife...
context: Let us lay her soul to rest with our prayers!\Anon\Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife... response:	Hey, I think she might actually be getting weaker.
context: Anon\Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker. response:	I'm pretty sure Rikka-san didn't predict that we would switch over
context: Poor Karin-chan!\Nameless\That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over response:	from such an orthodox solution to the complete opposite so quickly.
context: Nameless\That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly. response:	I did try to convince people who want to believe in ghosts
context: That changes Steel Lady Nanase's image.\Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts response:	that there was indeed a ghost.
context: Anonymous\I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost. response:	That just meant they would support that even more.
context: I sorta understand how her dad felt, though.\They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more. response:	I think Kuro-senpai had an easier time choosing that reality, too.
context: They're so accepting of this, despite her talking about the afterlife...\Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too. response:	But this still doesn't ensure our victory.
context: Hey, I think she might actually be getting weaker.\I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory. response:	I mean, I can totally see her own father setting a trap for her,
context: I'm pretty sure Rikka-san didn't predict that we would switch over\from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her, response:	but you know...
context: from such an orthodox solution to the complete opposite so quickly.\I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know... response:	Honestly, it just looks like she's wreaking havoc on the world.
context: I did try to convince people who want to believe in ghosts\that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world. response:	She even killed a detective.
context: that there was indeed a ghost.\That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective. response:	Rikka-san has started to regain control of the flow.
context: That just meant they would support that even more.\I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow. response:	If Nanase Karin's ghost appeared more clearly and looked more spiteful,
context: I think Kuro-senpai had an easier time choosing that reality, too.\But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful, response:	we might've been able to conclude everything with the second solution.
context: But this still doesn't ensure our victory.\I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution. response:	Regrettably, the name of Steel Lady Nanase is going to
context: I mean, I can totally see her own father setting a trap for her,\but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to response:	Steel Lady Nanase
context: but you know...\Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to\Steel Lady Nanase response:	be a huge obstacle for us to overcome.
context: Honestly, it just looks like she's wreaking havoc on the world.\She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to\Steel Lady Nanase\be a huge obstacle for us to overcome. response:	It's hard to believe that a ghost who had valid complaints
context: She even killed a detective.\Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to\Steel Lady Nanase\be a huge obstacle for us to overcome.\It's hard to believe that a ghost who had valid complaints response:	or requests would wreak so much havoc.
context: Rikka-san has started to regain control of the flow.\If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to\Steel Lady Nanase\be a huge obstacle for us to overcome.\It's hard to believe that a ghost who had valid complaints\or requests would wreak so much havoc. response:	But Rikka-san wasn't able to completely deny my story.
context: If Nanase Karin's ghost appeared more clearly and looked more spiteful,\we might've been able to conclude everything with the second solution.\Regrettably, the name of Steel Lady Nanase is going to\Steel Lady Nanase\be a huge obstacle for us to overcome.\It's hard to believe that a ghost who had valid complaints\or requests would wreak so much havoc.\But Rikka-san wasn't able to completely deny my story. response:	If we're going to continue choosing a story
