context: Black Vinegar Private Middle School response:	Man, what a surprise.
context: Dimple!\I erased that thing with my Psycho Wave.\From the core, so there wouldn't be a single shred left.\Dimple's been exorcised...\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48 response:	Progress Toward Mob's Explosion: 49
context: I erased that thing with my Psycho Wave.\From the core, so there wouldn't be a single shred left.\Dimple's been exorcised...\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49 response:	Progress Toward Mob's Explosion: 50
context: From the core, so there wouldn't be a single shred left.\Dimple's been exorcised...\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50 response:	Forget about your club.
context: Dimple's been exorcised...\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club. response:	Work on your psychic powers instead!
context: Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead! response:	Tsubomi-chan, eh? She's got a nice ass.
context: Mob's Explosion\Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass. response:	Who the hell are you calling a ladybug?!
context: Progress Toward Mob's Explosion: 47\Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?! response:	I'm gonna send your master to the hospital.
context: Progress Toward Mob's Explosion: 48\Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital. response:	I'll make you popular.
context: Progress Toward Mob's Explosion: 49\Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular. response:	Hey! Want me to show you how to use X-ray vision?
context: Progress Toward Mob's Explosion: 50\Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision? response:	I don't know either, you perv!
context: Forget about your club.\Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv! response:	Just for a sec, would you let me take over your body?
context: Work on your psychic powers instead!\Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body? response:	Dimple...
context: Tsubomi-chan, eh? She's got a nice ass.\Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple... response:	What? Are you so shocked that your pet was erased?
context: Who the hell are you calling a ladybug?!\I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased? response:	Not really.
context: I'm gonna send your master to the hospital.\I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased?\Not really. response:	Progression Toward Mob's Explosion: 50
context: I'll make you popular.\Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50 response:	Yeah, I guess you wouldn't be...
context: Hey! Want me to show you how to use X-ray vision?\I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be... response:	After all, it was sort of a pointless existence to begin with.
context: I don't know either, you perv!\Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with. response:	Though that goes for you, too.
context: Just for a sec, would you let me take over your body?\Dimple...\What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too. response:	Compared to me, you're third-rate. Nothing but small fry.
context: Dimple...\What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry. response:	You can become big! I guarantee it!
context: What? Are you so shocked that your pet was erased?\Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it! response:	Some idiots get the wrong idea if things aren't spelled out for them.
context: Not really.\Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them. response:	They think they can be someone if they actually try.
context: Progression Toward Mob's Explosion: 50\Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try. response:	Be more confident, Shigeo! After all, you're the main character!
context: Yeah, I guess you wouldn't be...\After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character! response:	What? What's with that look?
context: After all, it was sort of a pointless existence to begin with.\Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look? response:	Hey, why do you have to belittle others
context: Though that goes for you, too.\Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others response:	by calling them average or small fry?
context: Compared to me, you're third-rate. Nothing but small fry.\You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry? response:	Wha?
context: You can become big! I guarantee it!\Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry?\Wha? response:	Well, I just realized that he might actually have been an okay guy, that's all...
context: Some idiots get the wrong idea if things aren't spelled out for them.\They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all... response:	Compared to you.
context: They think they can be someone if they actually try.\Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you. response:	What?
context: Be more confident, Shigeo! After all, you're the main character!\What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What? response:	Don't...
context: What? What's with that look?\Hey, why do you have to belittle others\by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What?\Don't... response:	think that you can keep that smug look on your face forever!
context: Hey, why do you have to belittle others\by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What?\Don't...\think that you can keep that smug look on your face forever! response:	I'll make you submit to me with my psychic powers!
context: by calling them average or small fry?\Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What?\Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers! response:	I'm gonna come at you with full power and no brakes!
context: Wha?\Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What?\Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes! response:	That's dangerous.
context: Well, I just realized that he might actually have been an okay guy, that's all...\Compared to you.\What?\Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous. response:	If it wasn't me, you could hurt someone.
context: Compared to you.\What?\Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone. response:	Stop that.
context: What?\Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone.\Stop that. response:	Are you trying to say that you won't get hurt?
context: Don't...\think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt? response:	Quit underestimating my powers!
context: think that you can keep that smug look on your face forever!\I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers! response:	What's wrong? You just going to keep defending yourself?
context: I'll make you submit to me with my psychic powers!\I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself? response:	I told you to stop that.
context: I'm gonna come at you with full power and no brakes!\That's dangerous.\If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that. response:	Show me your powers!
context: That's dangerous.\If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers! response:	If you're not going to show me your powers,
context: If it wasn't me, you could hurt someone.\Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers!\If you're not going to show me your powers, response:	I guess we'll have to try something else.
context: Stop that.\Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else. response:	I'll just see how much you can take by administering an endurance test.
context: Are you trying to say that you won't get hurt?\Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test. response:	Ow.
context: Quit underestimating my powers!\What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow. response:	The home ec room.
context: What's wrong? You just going to keep defending yourself?\I told you to stop that.\Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room. response:	Knives are dangerous. You shouldn't point
context: I told you to stop that.\Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room.\Knives are dangerous. You shouldn't point response:	Don't order me around. You'll reduce your lifespan that way.
context: Show me your powers!\If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way. response:	Of course, I have no intention of killing him,
context: If you're not going to show me your powers,\I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him, response:	but I'm sure he'll feel like fighting back now.
context: I guess we'll have to try something else.\I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now. response:	Will you stop? This is going to cause an accident.
context: I'll just see how much you can take by administering an endurance test.\Ow.\The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident. response:	Huh?
context: Ow.\The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh? response:	You did this on purpose, didn't you?
context: The home ec room.\Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you? response:	A huge accident has occurred.
context: Knives are dangerous. You shouldn't point\Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you?\A huge accident has occurred. response:	I'm going to kill you!
context: Don't order me around. You'll reduce your lifespan that way.\Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you! response:	Top of
context: Of course, I have no intention of killing him,\but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you!\Top of response:	Teru's Head
context: but I'm sure he'll feel like fighting back now.\Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you!\Top of\Teru's Head response:	Top of Teru's Head 0
context: Will you stop? This is going to cause an accident.\Huh?\You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you!\Top of\Teru's Head\Top of Teru's Head 0 response:	Mob Psycho 100
context: Huh?\You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you!\Top of\Teru's Head\Top of Teru's Head 0\Mob Psycho 100 response:	You'll pay for this.
context: You did this on purpose, didn't you?\A huge accident has occurred.\I'm going to kill you!\Top of\Teru's Head\Top of Teru's Head 0\Mob Psycho 100\You'll pay for this. response:	I won't forgive you, even if you apologize!
context: A huge accident has occurred.\I'm going to kill you!\Top of\Teru's Head\Top of Teru's Head 0\Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize! response:	You...
context: I'm going to kill you!\Top of\Teru's Head\Top of Teru's Head 0\Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize!\You... response:	You totally thought I look even more like an ochimusha now, didn't you?
context: Top of\Teru's Head\Top of Teru's Head 0\Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you? response:	Huh? I didn't say that.
context: Teru's Head\Top of Teru's Head 0\Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that. response:	So you did think it.
context: Top of Teru's Head 0\Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it. response:	No, that's fine. I'll admit it. This shameful sight! This truth!
context: Mob Psycho 100\You'll pay for this.\I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth! response:	And I'll acknowledge you, too.
context: You'll pay for this.\I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too. response:	What's your name?
context: I won't forgive you, even if you apologize!\You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name? response:	Kageyama... Kageyama Shigeo.
context: You...\You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo. response:	Kageyama... I'm Hanazawa. Hanazawa Teruki.
context: You totally thought I look even more like an ochimusha now, didn't you?\Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki. response:	Hi, Hanazawa-kun. Nice to meet you.
context: Huh? I didn't say that.\So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you. response:	No, not as a friend.
context: So you did think it.\No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend. response:	I acknowledged you as an enemy.
context: No, that's fine. I'll admit it. This shameful sight! This truth!\And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy. response:	By doing that, I can get even more serious about this.
context: And I'll acknowledge you, too.\What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this. response:	S-Stop this already.
context: What's your name?\Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already. response:	If you want to stop this, make me stop!
context: Kageyama... Kageyama Shigeo.\Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop! response:	Come on, come on, come on! What's wrong?
context: Kageyama... I'm Hanazawa. Hanazawa Teruki.\Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong? response:	Fight back, or you'll wind up badly hurt!
context: Hi, Hanazawa-kun. Nice to meet you.\No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt! response:	You're dealing with me!
context: No, not as a friend.\I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me! response:	I'm popular, and the main character of the world!
context: I acknowledged you as an enemy.\By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world! response:	Everything revolves around me!
context: By doing that, I can get even more serious about this.\S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me! response:	Hanazawa Teruki is the chosen one!
context: S-Stop this already.\If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one! response:	Why? How can you be so confident in yourself?
context: If you want to stop this, make me stop!\Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself? response:	What a stupid question!
context: Come on, come on, come on! What's wrong?\Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question! response:	It's because I have psychic powers!
context: Fight back, or you'll wind up badly hurt!\You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers! response:	It's the power to control all!
context: You're dealing with me!\I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers!\It's the power to control all! response:	And you are my first enemy!
context: I'm popular, and the main character of the world!\Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers!\It's the power to control all!\And you are my first enemy! response:	Now, attack me! Let's have a test of strength!
context: Everything revolves around me!\Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers!\It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength! response:	No.
context: Hanazawa Teruki is the chosen one!\Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers!\It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength!\No. response:	Why?! I'm telling you that it's okay!
context: Why? How can you be so confident in yourself?\What a stupid question!\It's because I have psychic powers!\It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay! response:	Because... I don't want to injure you really badly.
context: What a stupid question!\It's because I have psychic powers!\It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly. response:	Wha?
context: It's because I have psychic powers!\It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha? response:	What a funny joke!
context: It's the power to control all!\And you are my first enemy!\Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha?\What a funny joke! response:	Don't compare me to those average people.
context: And you are my first enemy!\Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha?\What a funny joke!\Don't compare me to those average people. response:	I'm on a completely different level than them as living creatures.
context: Now, attack me! Let's have a test of strength!\No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha?\What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures. response:	Being able to use psychic powers isn't that...
context: No.\Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha?\What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that... response:	What?
context: Why?! I'm telling you that it's okay!\Because... I don't want to injure you really badly.\Wha?\What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What? response:	Oh, well, I just thought you were going a bit overboard.
context: Because... I don't want to injure you really badly.\Wha?\What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard. response:	You're the only person who could make that argument.
context: Wha?\What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument. response:	That's why you're an eyesore!
context: What a funny joke!\Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore! response:	Oh, I just realized why you hold such animosity toward me.
context: Don't compare me to those average people.\I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me. response:	You don't like me because we're the same.
context: I'm on a completely different level than them as living creatures.\Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same. response:	You're sort of like me, Hanazawa-kun...
context: Being able to use psychic powers isn't that...\What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun... response:	Not the fact that we both have psychic powers,
context: What?\Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers, response:	but the fact that you have no confidence in yourself, just like me.
context: Oh, well, I just thought you were going a bit overboard.\You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me. response:	If you take away your psychic powers, there'll be nothing left.
context: You're the only person who could make that argument.\That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left. response:	You'll be empty.
context: That's why you're an eyesore!\Oh, I just realized why you hold such animosity toward me.\You don't like me because we're the same.\You're sort of like me, Hanazawa-kun...\Not the fact that we both have psychic powers,\but the fact that you have no confidence in yourself, just like me.\If you take away your psychic powers, there'll be nothing left.\You'll be empty. response:	You're scared of that realization.
