context: All done response:	Big Brother, breakfast is ready!
context: Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present. response:	Grandfather will surely be happy.
context: ' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy. response:	Is it alright like this?
context: Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this? response:	Yes, now bind it here and here.
context: If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here. response:	' Ow!' Are you OK?
context: made by tonight.\But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK? response:	Yeah, I'll do my best.
context: But we won't be able to get it to him by tonight.\It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best. response:	It's all done.
context: It is alright.\There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done. response:	It's all done, done done!
context: There's a person who will be able to deliver the present.\Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done.\It's all done, done done! response:	It's all done!
context: Grandfather will surely be happy.\Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done.\It's all done, done done!\It's all done! response:	Hey, hey,
context: Is it alright like this?\Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done.\It's all done, done done!\It's all done!\Hey, hey, response:	how did Mom deliver her presents?
context: Yes, now bind it here and here.\' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done.\It's all done, done done!\It's all done!\Hey, hey,\how did Mom deliver her presents? response:	She sent a letter and some nadesico flowers with the present.
context: ' Ow!' Are you OK?\Yeah, I'll do my best.\It's all done.\It's all done, done done!\It's all done!\Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present. response:	Flowers!?
context: Yeah, I'll do my best.\It's all done.\It's all done, done done!\It's all done!\Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!? response:	Hoe!! The flower shops is closed already!!
context: It's all done.\It's all done, done done!\It's all done!\Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!! response:	That's it.
context: It's all done, done done!\It's all done!\Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!!\That's it. response:	I'm home.
context: It's all done!\Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!!\That's it.\I'm home. response:	Play the organ for me!
context: Hey, hey,\how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!!\That's it.\I'm home.\Play the organ for me! response:	It's great Grandfather's birthday today!
context: how did Mom deliver her presents?\She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!!\That's it.\I'm home.\Play the organ for me!\It's great Grandfather's birthday today! response:	Play that melody
context: She sent a letter and some nadesico flowers with the present.\Flowers!?\Hoe!! The flower shops is closed already!!\That's it.\I'm home.\Play the organ for me!\It's great Grandfather's birthday today!\Play that melody response:	that Mom composed
context: Flowers!?\Hoe!! The flower shops is closed already!!\That's it.\I'm home.\Play the organ for me!\It's great Grandfather's birthday today!\Play that melody\that Mom composed response:	and record it to tape!
context: Hoe!! The flower shops is closed already!!\That's it.\I'm home.\Play the organ for me!\It's great Grandfather's birthday today!\Play that melody\that Mom composed\and record it to tape! response:	Please play for us.
context: That's it.\I'm home.\Play the organ for me!\It's great Grandfather's birthday today!\Play that melody\that Mom composed\and record it to tape!\Please play for us. response:	I see, then today is.
context: I'm home.\Play the organ for me!\It's great Grandfather's birthday today!\Play that melody\that Mom composed\and record it to tape!\Please play for us.\I see, then today is. response:	Kero, Kero!!
context: Play the organ for me!\It's great Grandfather's birthday today!\Play that melody\that Mom composed\and record it to tape!\Please play for us.\I see, then today is.\Kero, Kero!! response:	What are you going playing around?
context: It's great Grandfather's birthday today!\Play that melody\that Mom composed\and record it to tape!\Please play for us.\I see, then today is.\Kero, Kero!!\What are you going playing around? response:	I wanna make some flowers!
context: Play that melody\that Mom composed\and record it to tape!\Please play for us.\I see, then today is.\Kero, Kero!!\What are you going playing around?\I wanna make some flowers! response:	Great-grandfather's birthday huh?
context: that Mom composed\and record it to tape!\Please play for us.\I see, then today is.\Kero, Kero!!\What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh? response:	But you told me before
context: and record it to tape!\Please play for us.\I see, then today is.\Kero, Kero!!\What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before response:	that I can only use
context: Please play for us.\I see, then today is.\Kero, Kero!!\What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before\that I can only use response:	the Sakura cards
context: I see, then today is.\Kero, Kero!!\What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before\that I can only use\the Sakura cards response:	when I really need to.
context: Kero, Kero!!\What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before\that I can only use\the Sakura cards\when I really need to. response:	Can I use the magic to make some flowers?
context: What are you going playing around?\I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before\that I can only use\the Sakura cards\when I really need to.\Can I use the magic to make some flowers? response:	Do you really want to make them?
context: I wanna make some flowers!\Great-grandfather's birthday huh?\But you told me before\that I can only use\the Sakura cards\when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them? response:	No matter what happens?
context: Great-grandfather's birthday huh?\But you told me before\that I can only use\the Sakura cards\when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens? response:	Go for it'
context: But you told me before\that I can only use\the Sakura cards\when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens?\Go for it' response:	If these are your true feelings,
context: that I can only use\the Sakura cards\when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens?\Go for it'\If these are your true feelings, response:	then your magic won't rampant again.
context: the Sakura cards\when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens?\Go for it'\If these are your true feelings,\then your magic won't rampant again. response:	O Key which hides the power of the stars,
context: when I really need to.\Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens?\Go for it'\If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars, response:	reveal thy true form before me.
context: Can I use the magic to make some flowers?\Do you really want to make them?\No matter what happens?\Go for it'\If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: Do you really want to make them?\No matter what happens?\Go for it'\If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release!
context: No matter what happens?\Go for it'\If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release! response:	Flower!
context: Go for it'\If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Flower! response:	You did it!
context: If these are your true feelings,\then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Flower!\You did it! response:	They all understand.
context: then your magic won't rampant again.\O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Flower!\You did it!\They all understand. response:	Dad, Mom, and my brother,
context: O Key which hides the power of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Flower!\You did it!\They all understand.\Dad, Mom, and my brother, response:	they understand that I'm happy'
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Flower!\You did it!\They all understand.\Dad, Mom, and my brother,\they understand that I'm happy' response:	Calling for me
context: I, Sakura, command thee under contract.\Release!\Flower!\You did it!\They all understand.\Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me response:	was a good idea, Teacher.
context: Release!\Flower!\You did it!\They all understand.\Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me\was a good idea, Teacher. response:	Grandfather's birthday' is it?
context: Flower!\You did it!\They all understand.\Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it? response:	Nadesico gave him one every year.
context: You did it!\They all understand.\Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year. response:	Birthday present.
context: They all understand.\Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present. response:	Home made gifts to which
context: Dad, Mom, and my brother,\they understand that I'm happy'\Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present.\Home made gifts to which response:	even empty words cannot be made to lie in describing their looks'
context: they understand that I'm happy'\Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks' response:	and a letter written describing her happiness
context: Calling for me\was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness response:	after getting married to teacher Kinomoto, and'
context: was a good idea, Teacher.\Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and' response:	'nadesico flowers'
context: Grandfather's birthday' is it?\Nadesico gave him one every year.\Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers' response:	This is something Sakura made, not just anybody.
context: Nadesico gave him one every year.\Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody. response:	So I'll have it delivered to grandfather tonight!
context: Birthday present.\Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight! response:	Thank you.
context: Home made gifts to which\even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you. response:	I see. It was ok to ask Tomoyo's mom'
context: even empty words cannot be made to lie in describing their looks'\and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom' response:	I hope Grandfather
context: and a letter written describing her happiness\after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather response:	will be happy with me'
context: after getting married to teacher Kinomoto, and'\'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me' response:	Yes, Kinomoto Residence.
context: 'nadesico flowers'\This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence. response:	Ah, Sonomi kun.
context: This is something Sakura made, not just anybody.\So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun. response:	Thank you for yesterday.
context: So I'll have it delivered to grandfather tonight!\Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday. response:	Sakura was happy as well.
context: Thank you.\I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well. response:	Eh? Grandfather?
context: I see. It was ok to ask Tomoyo's mom'\I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather? response:	Sorry to keep you waiting.
context: I hope Grandfather\will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting. response:	No, I'm sorry that I called you out on such short notice.
context: will be happy with me'\Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice. response:	Not at all.
context: Yes, Kinomoto Residence.\Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all. response:	Please sit.
context: Ah, Sonomi kun.\Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit. response:	I'm sorry I didn't come by more often.
context: Thank you for yesterday.\Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit.\I'm sorry I didn't come by more often. response:	How many years has it been?
context: Sakura was happy as well.\Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit.\I'm sorry I didn't come by more often.\How many years has it been? response:	This is the first time since
context: Eh? Grandfather?\Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit.\I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since response:	we gave you the letter of invitation to our wedding.
context: Sorry to keep you waiting.\No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit.\I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding. response:	Has it been that long already'
context: No, I'm sorry that I called you out on such short notice.\Not at all.\Please sit.\I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already' response:	I got it,
context: Not at all.\Please sit.\I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it, response:	from Sonomi-san.
context: Please sit.\I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it,\from Sonomi-san. response:	It was a heart-filled letter.
context: I'm sorry I didn't come by more often.\How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it,\from Sonomi-san.\It was a heart-filled letter. response:	Nadesico was so happy,
context: How many years has it been?\This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it,\from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy, response:	and now Sakura
context: This is the first time since\we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it,\from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy,\and now Sakura response:	is happy as well'
context: we gave you the letter of invitation to our wedding.\Has it been that long already'\I got it,\from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy,\and now Sakura\is happy as well' response:	Can you deliver this to Sakura and Touya?
context: Has it been that long already'\I got it,\from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy,\and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya? response:	In return for the gift.
context: I got it,\from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy,\and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift. response:	They'll be happy to receive it.
context: from Sonomi-san.\It was a heart-filled letter.\Nadesico was so happy,\and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it. response:	You'
context: It was a heart-filled letter.\Nadesico was so happy,\and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it.\You' response:	There's something I've been meaning to tell you for a while now.
context: Nadesico was so happy,\and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now. response:	Thank you.
context: and now Sakura\is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now.\Thank you. response:	And, I'm sorry.
context: is happy as well'\Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry. response:	I knew it all along.
context: Can you deliver this to Sakura and Touya?\In return for the gift.\They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry.\I knew it all along. response:	You were the one Nadesico chose
context: In return for the gift.\They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry.\I knew it all along.\You were the one Nadesico chose response:	and that you would make her happy,
context: They'll be happy to receive it.\You'\There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry.\I knew it all along.\You were the one Nadesico chose\and that you would make her happy, response:	more than anybody else'
context: You'\There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry.\I knew it all along.\You were the one Nadesico chose\and that you would make her happy,\more than anybody else' response:	But'
context: There's something I've been meaning to tell you for a while now.\Thank you.\And, I'm sorry.\I knew it all along.\You were the one Nadesico chose\and that you would make her happy,\more than anybody else'\But' response:	Nadesico-san
context: Thank you.\And, I'm sorry.\I knew it all along.\You were the one Nadesico chose\and that you would make her happy,\more than anybody else'\But'\Nadesico-san response:	was still sixteen'
context: And, I'm sorry.\I knew it all along.\You were the one Nadesico chose\and that you would make her happy,\more than anybody else'\But'\Nadesico-san\was still sixteen' response:	On top of that,
context: I knew it all along.\You were the one Nadesico chose\and that you would make her happy,\more than anybody else'\But'\Nadesico-san\was still sixteen'\On top of that, response:	I was a new, naive teacher.
context: You were the one Nadesico chose\and that you would make her happy,\more than anybody else'\But'\Nadesico-san\was still sixteen'\On top of that,\I was a new, naive teacher. response:	So I didn't know how much pain I could possibly cause.
context: and that you would make her happy,\more than anybody else'\But'\Nadesico-san\was still sixteen'\On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause. response:	It was only natural
context: more than anybody else'\But'\Nadesico-san\was still sixteen'\On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural response:	that you wouldn't give your precious granddaughter to someone like that.
context: But'\Nadesico-san\was still sixteen'\On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that. response:	No, I was just being stubborn.
context: Nadesico-san\was still sixteen'\On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn. response:	I was so lonely when she left me all of a sudden.
context: was still sixteen'\On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden. response:	I wish I could have told her as well,
context: On top of that,\I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well, response:	that she had chosen a great partner
context: I was a new, naive teacher.\So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner response:	My grand daughter was the happiest in the world.
context: So I didn't know how much pain I could possibly cause.\It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world. response:	I'm sure
context: It was only natural\that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure response:	she's listening' somewhere.
context: that you wouldn't give your precious granddaughter to someone like that.\No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere. response:	I'm home.
context: No, I was just being stubborn.\I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere.\I'm home. response:	Ah, this is for you and Touya from grandfather.
context: I was so lonely when she left me all of a sudden.\I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather. response:	Saying thank you for the birthday gift.
context: I wish I could have told her as well,\that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift. response:	Is grandfather here?
context: that she had chosen a great partner\My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here? response:	Where? Where?
context: My grand daughter was the happiest in the world.\I'm sure\she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here?\Where? Where? response:	No, a runner delivered it.
context: I'm sure\she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here?\Where? Where?\No, a runner delivered it. response:	Ah, is that right? But he was happy for me.
context: she's listening' somewhere.\I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here?\Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me. response:	I'm glad.
context: I'm home.\Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here?\Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad. response:	Can I open it? Of course.
context: Ah, this is for you and Touya from grandfather.\Saying thank you for the birthday gift.\Is grandfather here?\Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course. response:	Yours is the one on the bottom.
context: Saying thank you for the birthday gift.\Is grandfather here?\Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course.\Yours is the one on the bottom. response:	Why don't you try it on?
context: Is grandfather here?\Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on? response:	What is this?
context: Where? Where?\No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on?\What is this? response:	What is it this time?
context: No, a runner delivered it.\Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on?\What is this?\What is it this time? response:	Ahh, it is the clothes from the time we went to resort.
context: Ah, is that right? But he was happy for me.\I'm glad.\Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on?\What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort. response:	Putting it aside, and not even saying a word.
context: I'm glad.\Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on?\What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word. response:	Looks good.
context: Can I open it? Of course.\Yours is the one on the bottom.\Why don't you try it on?\What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good. response:	I wonder if Grandfather acknowledged'
context: Yours is the one on the bottom.\Why don't you try it on?\What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good.\I wonder if Grandfather acknowledged' response:	How mother was happy,
context: Why don't you try it on?\What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good.\I wonder if Grandfather acknowledged'\How mother was happy, response:	' and how we're all happy'' Yes.
context: What is this?\What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good.\I wonder if Grandfather acknowledged'\How mother was happy,\' and how we're all happy'' Yes. response:	Do you think we will get to meet Grandfather someday?
context: What is it this time?\Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good.\I wonder if Grandfather acknowledged'\How mother was happy,\' and how we're all happy'' Yes.\Do you think we will get to meet Grandfather someday? response:	Of course.
context: Ahh, it is the clothes from the time we went to resort.\Putting it aside, and not even saying a word.\Looks good.\I wonder if Grandfather acknowledged'\How mother was happy,\' and how we're all happy'' Yes.\Do you think we will get to meet Grandfather someday?\Of course. response:	That's great, right? Mom.
