context: Inspection response:	Hurry up, stupid!
context: No! It's nothing romantic or anything like that!\More like, you're teasing me, aren't you?!\I don't know about the details either,\but I've heard all these are for only one person.\Only... one?\Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile... response:	I heard that person's been in a hospital for a long time.
context: More like, you're teasing me, aren't you?!\I don't know about the details either,\but I've heard all these are for only one person.\Only... one?\Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time. response:	And Uzume-san can see her only occasionally.
context: I don't know about the details either,\but I've heard all these are for only one person.\Only... one?\Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally. response:	Is that person... her Ashikabi?
context: but I've heard all these are for only one person.\Only... one?\Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi? response:	I don't know.
context: Only... one?\Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know. response:	But I know how strong the bond between them is.
context: Listen, listen, Miya! This was a big hit today!\She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is. response:	The bond...
context: She was so cute when she smiled!\All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is.\The bond... response:	Well, I'd better start preparing for dinner.
context: All she wanted was to see her smile...\I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner. response:	It's about the time the shoppers are back.
context: I heard that person's been in a hospital for a long time.\And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back. response:	I'm back.
context: And Uzume-san can see her only occasionally.\Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back. response:	I lost... this is the third consecutive loss...
context: Is that person... her Ashikabi?\I don't know.\But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss... response:	For now, the bond between Sekireis is the problem more than anything.
context: I don't know.\But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything. response:	I won!
context: But I know how strong the bond between them is.\The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won! response:	Damn! If this were a battle of skills, I'd never lose to thee!
context: The bond...\Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee! response:	But a loss is a loss.
context: Well, I'd better start preparing for dinner.\It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss. response:	Um... I...
context: It's about the time the shoppers are back.\I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I... response:	What?!
context: I'm back.\I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I...\What?! response:	Um... I have something to talk to all of you about.
context: I lost... this is the third consecutive loss...\For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I...\What?!\Um... I have something to talk to all of you about. response:	I have to head back soon.
context: For now, the bond between Sekireis is the problem more than anything.\I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I...\What?!\Um... I have something to talk to all of you about.\I have to head back soon. response:	I'm sorry...
context: I won!\Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I...\What?!\Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry... response:	Uzume-chan?
context: Damn! If this were a battle of skills, I'd never lose to thee!\But a loss is a loss.\Um... I...\What?!\Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry...\Uzume-chan? response:	Oops, did I wake you up?
context: But a loss is a loss.\Um... I...\What?!\Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry...\Uzume-chan?\Oops, did I wake you up? response:	Don't do anything strange.
context: Um... I...\What?!\Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry...\Uzume-chan?\Oops, did I wake you up?\Don't do anything strange. response:	When did you get here?
context: What?!\Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry...\Uzume-chan?\Oops, did I wake you up?\Don't do anything strange.\When did you get here? response:	Just a little while ago.
context: Um... I have something to talk to all of you about.\I have to head back soon.\I'm sorry...\Uzume-chan?\Oops, did I wake you up?\Don't do anything strange.\When did you get here?\Just a little while ago. response:	Uzume-chan, were you crying?
context: I have to head back soon.\I'm sorry...\Uzume-chan?\Oops, did I wake you up?\Don't do anything strange.\When did you get here?\Just a little while ago.\Uzume-chan, were you crying? response:	Of course not! See?
context: I'm sorry...\Uzume-chan?\Oops, did I wake you up?\Don't do anything strange.\When did you get here?\Just a little while ago.\Uzume-chan, were you crying?\Of course not! See? response:	I'm sorry...
context: Uzume-chan?\Oops, did I wake you up?\Don't do anything strange.\When did you get here?\Just a little while ago.\Uzume-chan, were you crying?\Of course not! See?\I'm sorry... response:	I'm your Ashikabi, but I can't do anything for you...
context: Oops, did I wake you up?\Don't do anything strange.\When did you get here?\Just a little while ago.\Uzume-chan, were you crying?\Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you... response:	I'm sorry.
context: Don't do anything strange.\When did you get here?\Just a little while ago.\Uzume-chan, were you crying?\Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry. response:	It is fine as long as you are alive.
context: When did you get here?\Just a little while ago.\Uzume-chan, were you crying?\Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive. response:	It's just fine...
context: Just a little while ago.\Uzume-chan, were you crying?\Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive.\It's just fine... response:	Keep Out Secret Meeting in Progress
context: Uzume-chan, were you crying?\Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress response:	Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...
context: Of course not! See?\I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there... response:	So, as you now know, some dangerous Sekireis are out there...
context: I'm sorry...\I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there... response:	He's right.
context: I'm your Ashikabi, but I can't do anything for you...\I'm sorry.\It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right. response:	Safe is better than sorry,
context: I'm sorry.\It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry, response:	so try not to be conspicuous as much as possible, and...
context: It is fine as long as you are alive.\It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and... response:	And so...
context: It's just fine...\Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so... response:	Ah... are you listening?
context: Keep Out Secret Meeting in Progress\Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening? response:	Despicable! How dare they defile the sacred Sekirei battle!
context: Keep Out Secret Meeting in Progress So, as you now know, some dangerous Sekireis are out there...\So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle! response:	That person must be strong! I definitely want to fight her!
context: So, as you now know, some dangerous Sekireis are out there...\He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her! response:	I said it's dangerous...
context: He's right.\Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous... response:	No, Ku-chan! Don't you get fired up too!
context: Safe is better than sorry,\so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too! response:	The master who can't even control his pawns.
context: so try not to be conspicuous as much as possible, and...\And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns. response:	It's not a laughing matter, is it?!
context: And so...\Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?! response:	I'm worried you guys might get hurt or something!
context: Ah... are you listening?\Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something! response:	Well, I think you don't need to worry. If things get bad, we can just run away.
context: Despicable! How dare they defile the sacred Sekirei battle!\That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away. response:	Matsu-san, you're so irresponsible...
context: That person must be strong! I definitely want to fight her!\I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible... response:	How could you say that?! As a strategist, I'm...
context: I said it's dangerous...\No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm... response:	Did talking to those two have the opposite effect?
context: No, Ku-chan! Don't you get fired up too!\The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect? response:	I know how strong the bond is...
context: The master who can't even control his pawns.\It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is... response:	The bond, huh?
context: It's not a laughing matter, is it?!\I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh? response:	W-What is it?!
context: I'm worried you guys might get hurt or something!\Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh?\W-What is it?! response:	Tsukiumi?
context: Well, I think you don't need to worry. If things get bad, we can just run away.\Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh?\W-What is it?!\Tsukiumi? response:	Um... well...
context: Matsu-san, you're so irresponsible...\How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh?\W-What is it?!\Tsukiumi?\Um... well... response:	Art thou worrying about me?
context: How could you say that?! As a strategist, I'm...\Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh?\W-What is it?!\Tsukiumi?\Um... well...\Art thou worrying about me? response:	I'm asking if thou art worried about me?!
context: Did talking to those two have the opposite effect?\I know how strong the bond is...\The bond, huh?\W-What is it?!\Tsukiumi?\Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?! response:	I'm worrying! I'm worrying!
context: I know how strong the bond is...\The bond, huh?\W-What is it?!\Tsukiumi?\Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying! response:	I see...
context: The bond, huh?\W-What is it?!\Tsukiumi?\Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see... response:	It's not bad to be worried about by thee...
context: W-What is it?!\Tsukiumi?\Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee... response:	Huh?
context: Tsukiumi?\Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee...\Huh? response:	I've never noticed Tsukiumi is... this beautiful...
context: Um... well...\Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful... response:	W-What art thou staring at?
context: Art thou worrying about me?\I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at? response:	I'm sorry!
context: I'm asking if thou art worried about me?!\I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry! response:	In any case...
context: I'm worrying! I'm worrying!\I see...\It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry!\In any case... response:	There's no need to worry.
context: I see...\It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry!\In any case...\There's no need to worry. response:	I am the strongest.
context: It's not bad to be worried about by thee...\Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry!\In any case...\There's no need to worry.\I am the strongest. response:	I see. This feeling is the same as I felt before.
context: Huh?\I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry!\In any case...\There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before. response:	Right!
context: I've never noticed Tsukiumi is... this beautiful...\W-What art thou staring at?\I'm sorry!\In any case...\There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before.\Right! response:	It's the sense of reassurance I felt from Musubi-chan.
context: W-What art thou staring at?\I'm sorry!\In any case...\There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan. response:	What art thou laughing at?!
context: I'm sorry!\In any case...\There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?! response:	Can't you at least say I'm smiling, please?
context: In any case...\There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please? response:	At any rate, thou shan't need to worry.
context: There's no need to worry.\I am the strongest.\I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry. response:	Even though they are so different...
context: I am the strongest.\I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different... response:	Is this because she's also my Sekirei?
context: I see. This feeling is the same as I felt before.\Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei? response:	Ah, Minato-san.
context: Right!\It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san. response:	M-Musubi-chan?!
context: It's the sense of reassurance I felt from Musubi-chan.\What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?! response:	Yes?
context: What art thou laughing at?!\Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?!\Yes? response:	How long have you been there?
context: Can't you at least say I'm smiling, please?\At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?!\Yes?\How long have you been there? response:	I just got here.
context: At any rate, thou shan't need to worry.\Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?!\Yes?\How long have you been there?\I just got here. response:	Dinner is ready, so I came to get you.
context: Even though they are so different...\Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?!\Yes?\How long have you been there?\I just got here.\Dinner is ready, so I came to get you. response:	Ah... I see...
context: Is this because she's also my Sekirei?\Ah, Minato-san.\M-Musubi-chan?!\Yes?\How long have you been there?\I just got here.\Dinner is ready, so I came to get you.\Ah... I see... response:	I didn't do anything to hide...
context: Ah, Minato-san.\M-Musubi-chan?!\Yes?\How long have you been there?\I just got here.\Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide... response:	No, I didn't...
context: M-Musubi-chan?!\Yes?\How long have you been there?\I just got here.\Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide...\No, I didn't... response:	A soap opera, soap opera...
context: Yes?\How long have you been there?\I just got here.\Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera... response:	The hairs just stood up on the back of my neck...
context: How long have you been there?\I just got here.\Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck... response:	Dark... something vicious and dark was just there...
context: I just got here.\Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there... response:	Is it about time for dinner?
context: Dinner is ready, so I came to get you.\Ah... I see...\I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner? response:	Oh, Uzume-tan, when did you get back?
context: Ah... I see...\I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back? response:	Just a while ago.
context: I didn't do anything to hide...\No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago. response:	You've been out often recently.
context: No, I didn't...\A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently. response:	My jobs keep me busy.
context: A soap opera, soap opera...\The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently.\My jobs keep me busy. response:	I'm so hungry! What's for dinner today?
context: The hairs just stood up on the back of my neck...\Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today? response:	Blood?
context: Dark... something vicious and dark was just there...\Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood? response:	Got it? We shall be busy starting tomorrow.
context: Is it about time for dinner?\Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow. response:	Yes! Let's do our best!
context: Oh, Uzume-tan, when did you get back?\Just a while ago.\You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best! response:	Would you mind if I come in?
context: Just a while ago.\You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in? response:	Uzume-san! Of course not!
context: You've been out often recently.\My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not! response:	Oops! Did I get this when I changed?
context: My jobs keep me busy.\I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed? response:	Uzume-san, I'll wash your back.
context: I'm so hungry! What's for dinner today?\Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back. response:	Ah, oh... yup.
context: Blood?\Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup. response:	Thou dost not get it at all.
context: Got it? We shall be busy starting tomorrow.\Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all. response:	The real wife is me! The rest of ye are mistresses!
context: Yes! Let's do our best!\Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses! response:	I'm his real wife, too!
context: Would you mind if I come in?\Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too! response:	It's a matter of order!
context: Uzume-san! Of course not!\Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order! response:	Listen. There were once Shogunate harems,
context: Oops! Did I get this when I changed?\Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems, response:	and only the top woman was the real wife in that inner palace, and...
context: Uzume-san, I'll wash your back.\Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and... response:	Minato-san doesn't have his hair tied up in a topknot!
context: Ah, oh... yup.\Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot! response:	I'm not talking about Japanese samurai shows!
context: Thou dost not get it at all.\The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows! response:	You guys are so funny.
context: The real wife is me! The rest of ye are mistresses!\I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny. response:	I wish we could be like this forever...
context: I'm his real wife, too!\It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever... response:	Acting silly here, getting scolded by Miya...
context: It's a matter of order!\Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya... response:	Why art thou saying such soft things?
context: Listen. There were once Shogunate harems,\and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things? response:	Thou hast thy own Ashikabi.
context: and only the top woman was the real wife in that inner palace, and...\Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi. response:	So thou might have to fight us someday.
context: Minato-san doesn't have his hair tied up in a topknot!\I'm not talking about Japanese samurai shows!\You guys are so funny.\I wish we could be like this forever...\Acting silly here, getting scolded by Miya...\Why art thou saying such soft things?\Thou hast thy own Ashikabi.\So thou might have to fight us someday. response:	That's right! We've gotta fight someday.
