context: What'd you call me out here for? response:	I thought we could check answers, like we promised.
context: I was just a little surprised.\Whoa, scary! Why do you know her birthday?\That's creepy, Hikki! Seriously creepy!\You certainly know her well.\No, Isshiki said it herself the other day,\when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak! response:	You're a bigger sneak than I am!
context: Whoa, scary! Why do you know her birthday?\That's creepy, Hikki! Seriously creepy!\You certainly know her well.\No, Isshiki said it herself the other day,\when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am! response:	How do I put it?
context: That's creepy, Hikki! Seriously creepy!\You certainly know her well.\No, Isshiki said it herself the other day,\when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it? response:	I want to try making chocolate.
context: You certainly know her well.\No, Isshiki said it herself the other day,\when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate. response:	We'll be studying for exams next year...
context: No, Isshiki said it herself the other day,\when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate.\We'll be studying for exams next year... response:	So I figured I could at least try it once.
context: when the little sneak was trying to look pointlessly appealing.\Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once. response:	Yumiko, didn't you say giving handmade is kinda heavy?
context: Pointlessly?! It wasn't pointless!\And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy? response:	W-Well...
context: And I'm not a sneak!\You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well... response:	Hey, I think handmade is a great idea.
context: You're a bigger sneak than I am!\How do I put it?\I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea. response:	Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?
context: How do I put it?\I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too? response:	Not happening.
context: I want to try making chocolate.\We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening. response:	He doesn't accept chocolate anyway, does he?
context: We'll be studying for exams next year...\So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he? response:	It's okay if it's between boys!
context: So I figured I could at least try it once.\Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys! response:	What you're assuming is not okay.
context: Yumiko, didn't you say giving handmade is kinda heavy?\W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay. response:	That's right...
context: W-Well...\Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay.\That's right... response:	If he says he won't accept any, that makes it tough.
context: Hey, I think handmade is a great idea.\Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough. response:	That's for sure.
context: Hikitani-kun, why don't you make friendship chocolate for Hayato-kun, too?\Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough.\That's for sure. response:	Yikes, they're scary.
context: Not happening.\He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary. response:	So, did you need something?
context: He doesn't accept chocolate anyway, does he?\It's okay if it's between boys!\What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary.\So, did you need something? response:	Er... Well...
context: It's okay if it's between boys!\What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary.\So, did you need something?\Er... Well... response:	You know, I wasn't done talking yet.
context: What you're assuming is not okay.\That's right...\If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary.\So, did you need something?\Er... Well...\You know, I wasn't done talking yet. response:	What? You're just drinking tea.
context: That's right...\If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary.\So, did you need something?\Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea. response:	What?
context: If he says he won't accept any, that makes it tough.\That's for sure.\Yikes, they're scary.\So, did you need something?\Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea.\What? response:	Now, now...
context: That's for sure.\Yikes, they're scary.\So, did you need something?\Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea.\What?\Now, now... response:	Sakisaki, you had something to say, too, right?
context: Yikes, they're scary.\So, did you need something?\Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea.\What?\Now, now...\Sakisaki, you had something to say, too, right? response:	Just tell us about it.
context: So, did you need something?\Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea.\What?\Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it. response:	Well... It's about chocolate...
context: Er... Well...\You know, I wasn't done talking yet.\What? You're just drinking tea.\What?\Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate... response:	You want to give someone chocolate?
context: You know, I wasn't done talking yet.\What? You're just drinking tea.\What?\Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate? response:	That's hilarious.
context: What? You're just drinking tea.\What?\Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious. response:	What?
context: What?\Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious.\What? response:	What?
context: Now, now...\Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious.\What?\What? response:	Look, could you stop assuming I'm like you?
context: Sakisaki, you had something to say, too, right?\Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious.\What?\What?\Look, could you stop assuming I'm like you? response:	What?
context: Just tell us about it.\Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious.\What?\What?\Look, could you stop assuming I'm like you?\What? response:	What?
context: Well... It's about chocolate...\You want to give someone chocolate?\That's hilarious.\What?\What?\Look, could you stop assuming I'm like you?\What?\What? response:	Stop! Please play nice!
context: You want to give someone chocolate?\That's hilarious.\What?\What?\Look, could you stop assuming I'm like you?\What?\What?\Stop! Please play nice! response:	And?
context: That's hilarious.\What?\What?\Look, could you stop assuming I'm like you?\What?\What?\Stop! Please play nice!\And? response:	What about chocolate?
context: What?\What?\Look, could you stop assuming I'm like you?\What?\What?\Stop! Please play nice!\And?\What about chocolate? response:	My sister said she wants to make some.
context: What?\Look, could you stop assuming I'm like you?\What?\What?\Stop! Please play nice!\And?\What about chocolate?\My sister said she wants to make some. response:	Is there a kind that even a little kid can make?
context: Look, could you stop assuming I'm like you?\What?\What?\Stop! Please play nice!\And?\What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make? response:	That even a little kid can make...
context: What?\What?\Stop! Please play nice!\And?\What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make... response:	But, Sakisaki, aren't you good at housework?
context: What?\Stop! Please play nice!\And?\What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework? response:	The stuff I make is sort of plain...
context: Stop! Please play nice!\And?\What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain... response:	I'm not sure a little kid would like it.
context: And?\What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it. response:	What kinds of things can you make, anyway?
context: What about chocolate?\My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway? response:	Sim
context: My sister said she wants to make some.\Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim response:	Simmered taro balls.
context: Is there a kind that even a little kid can make?\That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim\Simmered taro balls. response:	Yeah, that's plain.
context: That even a little kid can make...\But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim\Simmered taro balls.\Yeah, that's plain. response:	I think that sounds nice!
context: But, Sakisaki, aren't you good at housework?\The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim\Simmered taro balls.\Yeah, that's plain.\I think that sounds nice! response:	I mean, I can't cook at all, so I think that's amazing!
context: The stuff I make is sort of plain...\I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim\Simmered taro balls.\Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing! response:	Don't you, Yukinon?
context: I'm not sure a little kid would like it.\What kinds of things can you make, anyway?\Sim\Simmered taro balls.\Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon? response:	Yes.
context: What kinds of things can you make, anyway?\Sim\Simmered taro balls.\Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes. response:	Nikkorogashi sounds a bit like nekkorogashi,
context: Sim\Simmered taro balls.\Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi, response:	so it sounds rather cute.
context: Simmered taro balls.\Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute. response:	That was a weird comment to follow up with!
context: Yeah, that's plain.\I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with! response:	Cats have nothing to do with anything.
context: I think that sounds nice!\I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything. response:	This is quite a problem, though.
context: I mean, I can't cook at all, so I think that's amazing!\Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though. response:	Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.
context: Don't you, Yukinon?\Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this. response:	I was talking about the number of requests for help we've received.
context: Yes.\Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received. response:	I kind of understand how Hayato-kun feels, though.
context: Nikkorogashi sounds a bit like nekkorogashi,\so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though. response:	Well, I mean, you know...
context: so it sounds rather cute.\That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know... response:	It would probably give me all kinds of weird ideas about stuff...
context: That was a weird comment to follow up with!\Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff... response:	Oh... That sounds like you, Yui-senpai.
context: Cats have nothing to do with anything.\This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai. response:	You... think so?
context: This is quite a problem, though.\Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so? response:	That sounds like me, huh?
context: Yeah. It's kind of a problem that Miura-senpai seems to be serious about this.\I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh? response:	Well, wouldn't you just need an excuse, then?
context: I was talking about the number of requests for help we've received.\I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then? response:	Like, a front that's convincing to Hayama.
context: I kind of understand how Hayato-kun feels, though.\Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama. response:	Huh?
context: Well, I mean, you know...\It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh? response:	If he has no choice but to accept them...
context: It would probably give me all kinds of weird ideas about stuff...\Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them... response:	Or if the situation makes it natural for him to accept them,
context: Oh... That sounds like you, Yui-senpai.\You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them, response:	it's a different story, right?
context: You... think so?\That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right? response:	In other words,
context: That sounds like me, huh?\Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words, response:	you mean she just needs to have an excuse?
context: Well, wouldn't you just need an excuse, then?\Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words,\you mean she just needs to have an excuse? response:	For example, instead of saying it's for Valentine's,
context: Like, a front that's convincing to Hayama.\Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's, response:	if you just ask him to taste-test it, he'd probably eat it.
context: Huh?\If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it. response:	Probably. Not that I'd know.
context: If he has no choice but to accept them...\Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know. response:	That's it! We should make some together!
context: Or if the situation makes it natural for him to accept them,\it's a different story, right?\In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together! response:	That's a great idea!
context: it's a different story, right?\In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea! response:	It'll be like an event for all of us who came with requests,
context: In other words,\you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests, response:	where Yukinoshita-senpai can teach all of us how to make it!
context: you mean she just needs to have an excuse?\For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it! response:	Y-Yes... That would be fine with me...
context: For example, instead of saying it's for Valentine's,\if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me... response:	Hey, Vice President? I'm gonna need a project proposal!
context: if you just ask him to taste-test it, he'd probably eat it.\Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal! response:	What about me?
context: Probably. Not that I'd know.\That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me? response:	Yuigahama-san...
context: That's it! We should make some together!\That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san... response:	You can make some with me.
context: That's a great idea!\It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san...\You can make some with me. response:	You don't trust me at all!
context: It'll be like an event for all of us who came with requests,\where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san...\You can make some with me.\You don't trust me at all! response:	Uh, then what should Hikki do?
context: where Yukinoshita-senpai can teach all of us how to make it!\Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san...\You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do? response:	I can't cook.
context: Y-Yes... That would be fine with me...\Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san...\You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do?\I can't cook. response:	That doesn't matter.
context: Hey, Vice President? I'm gonna need a project proposal!\What about me?\Yuigahama-san...\You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do?\I can't cook.\That doesn't matter. response:	You can taste them and give your opinions.
context: What about me?\Yuigahama-san...\You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do?\I can't cook.\That doesn't matter.\You can taste them and give your opinions. response:	Now that I can do. It's my best subject.
context: Yuigahama-san...\You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do?\I can't cook.\That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject. response:	Okay, thanks.
context: You can make some with me.\You don't trust me at all!\Uh, then what should Hikki do?\I can't cook.\That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks. response:	Honmoku Makito
context: You don't trust me at all!\Uh, then what should Hikki do?\I can't cook.\That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito response:	So anyway, I'll handle the details.
context: Uh, then what should Hikki do?\I can't cook.\That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details. response:	Let's have a cooking class!
context: I can't cook.\That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class! response:	Chiba City Mihama Ward Takasu Community Center
context: That doesn't matter.\You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center response:	Almost Valentine's Day!
context: You can taste them and give your opinions.\Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day! response:	Cooking Class
context: Now that I can do. It's my best subject.\Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class response:	Information
context: Okay, thanks.\Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class\Information response:	Yeah, the reaction to our last event was great,
context: Honmoku Makito\So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class\Information\Yeah, the reaction to our last event was great, response:	and it generated a lot of buzz.
context: So anyway, I'll handle the details.\Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class\Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz. response:	I hope we can continue working in alliance from now on.
context: Let's have a cooking class!\Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class\Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on. response:	Me, too.
context: Chiba City Mihama Ward Takasu Community Center\Almost Valentine's Day!\Cooking Class\Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too. response:	Y-You guys are here, too?
context: Almost Valentine's Day!\Cooking Class\Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too? response:	Oh, didn't I tell you?
context: Cooking Class\Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too?\Oh, didn't I tell you? response:	Well, I don't think I had a log of it in our emails...
context: Information\Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails... response:	What the hell? You look way too cute.
context: Yeah, the reaction to our last event was great,\and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute. response:	Hey, Pres, we'd like to get started.
context: and it generated a lot of buzz.\I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started. response:	All right, then...
context: I hope we can continue working in alliance from now on.\Me, too.\Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then... response:	This is a business chance, as well.
context: Me, too.\Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well. response:	We can use crowd funding to raise funds...
context: Y-You guys are here, too?\Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds... response:	What's with them?
context: Oh, didn't I tell you?\Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them? response:	It's best if we can make this a joint effort
context: Well, I don't think I had a log of it in our emails...\What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort response:	and pull some of the budget from them, right?
context: What the hell? You look way too cute.\Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right? response:	And luckily for me, it saves me the cost of obligatory chocolate!
context: Hey, Pres, we'd like to get started.\All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate! response:	R-Right...
context: All right, then...\This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right... response:	Well, that idea aside...
context: This is a business chance, as well.\We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside... response:	You're more impressive than I thought, Isshiki-san.
context: We can use crowd funding to raise funds...\What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san. response:	Yahello!
context: What's with them?\It's best if we can make this a joint effort\and pull some of the budget from them, right?\And luckily for me, it saves me the cost of obligatory chocolate!\R-Right...\Well, that idea aside...\You're more impressive than I thought, Isshiki-san.\Yahello! response:	Nee-san...
