context: No, I really did get a 32. response:	Then show me.
context: I thought I could at least get a little of that blessing.\No, no, no, no, no, no, no!\I couldn't possibly give such a blessing.\That's not true.\You're probably spreading the blessing around already, Yukko.\Is that so?\Well, I suppose.\They say you should try everything out. response:	I don't really understand it, but...
context: No, no, no, no, no, no, no!\I couldn't possibly give such a blessing.\That's not true.\You're probably spreading the blessing around already, Yukko.\Is that so?\Well, I suppose.\They say you should try everything out.\I don't really understand it, but... response:	Maybe I got a little of it.
context: I couldn't possibly give such a blessing.\That's not true.\You're probably spreading the blessing around already, Yukko.\Is that so?\Well, I suppose.\They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it. response:	The courage to move forward!
context: That's not true.\You're probably spreading the blessing around already, Yukko.\Is that so?\Well, I suppose.\They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward! response:	Come on, you're not going to achieve anything by praising me so much!
context: You're probably spreading the blessing around already, Yukko.\Is that so?\Well, I suppose.\They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much! response:	Did you get some of my motivation?
context: Is that so?\Well, I suppose.\They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation? response:	Yukko, your motivation is the best!
context: Well, I suppose.\They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best! response:	All right!
context: They say you should try everything out.\I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best!\All right! response:	I can't be discouraged by only getting one point.
context: I don't really understand it, but...\Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point. response:	I got away with it!
context: Maybe I got a little of it.\The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point.\I got away with it! response:	As expected, hers was only a lukewarm Heavenly Rock Cave.
context: The courage to move forward!\Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave. response:	Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.
context: Come on, you're not going to achieve anything by praising me so much!\Did you get some of my motivation?\Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered. response:	If you set it up, she'll bite soon enough.
context: Did you get some of my motivation?\Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough. response:	Well, all I did was randomly compliment her.
context: Yukko, your motivation is the best!\All right!\I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her. response:	I just hope she studies a bit more after this.
context: All right!\I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this. response:	Mio-chan!
context: I can't be discouraged by only getting one point.\I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan! response:	I turned the source of all of this into a paper plane.
context: I got away with it!\As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane. response:	If I just send this flying...
context: As expected, hers was only a lukewarm Heavenly Rock Cave.\Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying... response:	I'll also fly to even greater heights.
context: Note: In Japanese mythology, this is a reference to the cave where Amaterasu hid when angered.\If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights. response:	She's in denial.
context: If you set it up, she'll bite soon enough.\Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights.\She's in denial. response:	Well then, here goes.
context: Well, all I did was randomly compliment her.\I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights.\She's in denial.\Well then, here goes. response:	Farewell, light of youth!
context: I just hope she studies a bit more after this.\Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights.\She's in denial.\Well then, here goes.\Farewell, light of youth! response:	Ouch.
context: Mio-chan!\I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights.\She's in denial.\Well then, here goes.\Farewell, light of youth!\Ouch. response:	Shinonome Institute
context: I turned the source of all of this into a paper plane.\If I just send this flying...\I'll also fly to even greater heights.\She's in denial.\Well then, here goes.\Farewell, light of youth!\Ouch.\Shinonome Institute response:	Nano.
context: If I just send this flying...\I'll also fly to even greater heights.\She's in denial.\Well then, here goes.\Farewell, light of youth!\Ouch.\Shinonome Institute\Nano. response:	What should we play?
context: I'll also fly to even greater heights.\She's in denial.\Well then, here goes.\Farewell, light of youth!\Ouch.\Shinonome Institute\Nano.\What should we play? response:	An Everyday Cold
context: She's in denial.\Well then, here goes.\Farewell, light of youth!\Ouch.\Shinonome Institute\Nano.\What should we play?\An Everyday Cold response:	Blow your nose.
context: Well then, here goes.\Farewell, light of youth!\Ouch.\Shinonome Institute\Nano.\What should we play?\An Everyday Cold\Blow your nose. response:	Professor, you should have some medicine now.
context: Farewell, light of youth!\Ouch.\Shinonome Institute\Nano.\What should we play?\An Everyday Cold\Blow your nose.\Professor, you should have some medicine now. response:	What should we play?
context: Ouch.\Shinonome Institute\Nano.\What should we play?\An Everyday Cold\Blow your nose.\Professor, you should have some medicine now.\What should we play? response:	Please take your medicine.
context: Shinonome Institute\Nano.\What should we play?\An Everyday Cold\Blow your nose.\Professor, you should have some medicine now.\What should we play?\Please take your medicine. response:	Sakamoto, what should we play?
context: Nano.\What should we play?\An Everyday Cold\Blow your nose.\Professor, you should have some medicine now.\What should we play?\Please take your medicine.\Sakamoto, what should we play? response:	Hm, I wonder.
context: What should we play?\An Everyday Cold\Blow your nose.\Professor, you should have some medicine now.\What should we play?\Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder. response:	Sakamoto-san!
context: An Everyday Cold\Blow your nose.\Professor, you should have some medicine now.\What should we play?\Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san! response:	Me?!
context: Blow your nose.\Professor, you should have some medicine now.\What should we play?\Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san!\Me?! response:	Geez, you've had a runny nose since yesterday.
context: Professor, you should have some medicine now.\What should we play?\Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday. response:	I told you to hurry up and go to bed, but you didn't.
context: What should we play?\Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't. response:	You won't eat properly either.
context: Please take your medicine.\Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either. response:	Oh, here it is.
context: Sakamoto, what should we play?\Hm, I wonder.\Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is. response:	I'm going to go over there and play.
context: Hm, I wonder.\Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is.\I'm going to go over there and play. response:	No.
context: Sakamoto-san!\Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is.\I'm going to go over there and play.\No. response:	I'm going to get the water now, so make sure you take it.
context: Me?!\Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is.\I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it. response:	But he said that I don't have that bad of a cold, so I don't need to take medicine.
context: Geez, you've had a runny nose since yesterday.\I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is.\I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine. response:	Who said that?
context: I told you to hurry up and go to bed, but you didn't.\You won't eat properly either.\Oh, here it is.\I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that? response:	Sakamoto.
context: You won't eat properly either.\Oh, here it is.\I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto. response:	I didn't say that!
context: Oh, here it is.\I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto.\I didn't say that! response:	Sakamoto-san!
context: I'm going to go over there and play.\No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto.\I didn't say that!\Sakamoto-san! response:	I told you, I didn't say that!
context: No.\I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto.\I didn't say that!\Sakamoto-san!\I told you, I didn't say that! response:	He also said he loves medicine, so he wants to drink my medicine too.
context: I'm going to get the water now, so make sure you take it.\But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto.\I didn't say that!\Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too. response:	When did I say that?
context: But he said that I don't have that bad of a cold, so I don't need to take medicine.\Who said that?\Sakamoto.\I didn't say that!\Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that? response:	Sakamoto-san!
context: Who said that?\Sakamoto.\I didn't say that!\Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san! response:	You believe that?!
context: Sakamoto.\I didn't say that!\Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san!\You believe that?! response:	And after that, he said that no matter what you say, he likes medicine so much that he'll -
context: I didn't say that!\Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll - response:	Blow.
context: Sakamoto-san!\I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow. response:	Anyway, please take your medicine.
context: I told you, I didn't say that!\He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine. response:	If you don't, you're the one who'll suffer.
context: He also said he loves medicine, so he wants to drink my medicine too.\When did I say that?\Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer. response:	But the medicine's a little bitter and I don't like it.
context: When did I say that?\Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it. response:	It's fine.
context: Sakamoto-san!\You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine. response:	It'll be over soon, right?
context: You believe that?!\And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right? response:	You're lying.
context: And after that, he said that no matter what you say, he likes medicine so much that he'll -\Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right?\You're lying. response:	I'm not lying.
context: Blow.\Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right?\You're lying.\I'm not lying. response:	You are lying!
context: Anyway, please take your medicine.\If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right?\You're lying.\I'm not lying.\You are lying! response:	Last time, it wasn't over quickly.
context: If you don't, you're the one who'll suffer.\But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right?\You're lying.\I'm not lying.\You are lying!\Last time, it wasn't over quickly. response:	All right, if you take this you'll feel better in no time.
context: But the medicine's a little bitter and I don't like it.\It's fine.\It'll be over soon, right?\You're lying.\I'm not lying.\You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time. response:	Is it tasty?
context: It's fine.\It'll be over soon, right?\You're lying.\I'm not lying.\You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty? response:	I wrapped it in a wafer, so there's no taste at all.
context: It'll be over soon, right?\You're lying.\I'm not lying.\You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all. response:	You just need to swallow it.
context: You're lying.\I'm not lying.\You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it. response:	I don't believe you...
context: I'm not lying.\You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you... response:	Here you go. Say Ah.
context: You are lying!\Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you...\Here you go. Say Ah. response:	All right, swallow it.
context: Last time, it wasn't over quickly.\All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you...\Here you go. Say Ah.\All right, swallow it. response:	No, swallow it with water!
context: All right, if you take this you'll feel better in no time.\Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you...\Here you go. Say Ah.\All right, swallow it.\No, swallow it with water! response:	Ah, if you don't hurry, the wafer will melt and -
context: Is it tasty?\I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you...\Here you go. Say Ah.\All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and - response:	Nano, you're a liar.
context: I wrapped it in a wafer, so there's no taste at all.\You just need to swallow it.\I don't believe you...\Here you go. Say Ah.\All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar. response:	That happened because you didn't swallow it right away.
context: You just need to swallow it.\I don't believe you...\Here you go. Say Ah.\All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away. response:	I guess it can't be helped.
context: I don't believe you...\Here you go. Say Ah.\All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped. response:	Leave this to me.
context: Here you go. Say Ah.\All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me. response:	Are you sure?
context: All right, swallow it.\No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me.\Are you sure? response:	Watch this.
context: No, swallow it with water!\Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me.\Are you sure?\Watch this. response:	Hey, brat.
context: Ah, if you don't hurry, the wafer will melt and -\Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me.\Are you sure?\Watch this.\Hey, brat. response:	You like sharks, right?
context: Nano, you're a liar.\That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me.\Are you sure?\Watch this.\Hey, brat.\You like sharks, right? response:	Sharks? Yeah.
context: That happened because you didn't swallow it right away.\I guess it can't be helped.\Leave this to me.\Are you sure?\Watch this.\Hey, brat.\You like sharks, right?\Sharks? Yeah. response:	Did you know? Sharks hardly ever get sick.
context: I guess it can't be helped.\Leave this to me.\Are you sure?\Watch this.\Hey, brat.\You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick. response:	Is that so?
context: Leave this to me.\Are you sure?\Watch this.\Hey, brat.\You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so? response:	Yeah.
context: Are you sure?\Watch this.\Hey, brat.\You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so?\Yeah. response:	When they're only hurt a little bit, they heal very quickly.
context: Watch this.\Hey, brat.\You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly. response:	However, humans are different.
context: Hey, brat.\You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different. response:	That's because we're not as cool as sharks, right?
context: You like sharks, right?\Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right? response:	Yeah.
context: Sharks? Yeah.\Did you know? Sharks hardly ever get sick.\Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right?\Yeah. response:	For that reason, humans have to eat many things.
context: Did you know? Sharks hardly ever get sick.\Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things. response:	When they get sick, they have to -
context: Is that so?\Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to - response:	Gotcha!
context: Yeah.\When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha! response:	Sakamoto-san!
context: When they're only hurt a little bit, they heal very quickly.\However, humans are different.\That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha!\Sakamoto-san! response:	Well, I'll take some as well.
context: However, humans are different.\That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha!\Sakamoto-san!\Well, I'll take some as well. response:	So please take your medicine, Professor.
context: That's because we're not as cool as sharks, right?\Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha!\Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor. response:	It's fine if we both do it, right?
context: Yeah.\For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha!\Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right? response:	Since I can't drink it and Nano can, I think Nano should drink it all.
context: For that reason, humans have to eat many things.\When they get sick, they have to -\Gotcha!\Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all. response:	That won't do!
context: When they get sick, they have to -\Gotcha!\Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do! response:	Then Sakamoto should take it.
context: Gotcha!\Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it. response:	Why would I take it?
context: Sakamoto-san!\Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it.\Why would I take it? response:	If you keep this up, your cold won't get any better.
context: Well, I'll take some as well.\So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better. response:	I don't care if my cold doesn't get any better.
context: So please take your medicine, Professor.\It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better. response:	Sakamoto-san, please get me a tissue.
context: It's fine if we both do it, right?\Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue. response:	Sure.
context: Since I can't drink it and Nano can, I think Nano should drink it all.\That won't do!\Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure. response:	Sakamoto-san!
context: That won't do!\Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san! response:	Damn! I can't stop!
context: Then Sakamoto should take it.\Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san!\Damn! I can't stop! response:	If you wipe it there, it'll get dirty, won't it?
context: Why would I take it?\If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it? response:	It's not really dirty... and I'm not taking the medicine!
context: If you keep this up, your cold won't get any better.\I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine! response:	Fine.
context: I don't care if my cold doesn't get any better.\Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine. response:	If you're not going to take your medicine, we'll go without snacks today.
context: Sakamoto-san, please get me a tissue.\Sure.\Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today. response:	I even made pudding.
context: Sure.\Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding. response:	Pudding...
context: Sakamoto-san!\Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding... response:	He said it was okay for me to eat snacks!
context: Damn! I can't stop!\If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding...\He said it was okay for me to eat snacks! response:	Who said that?!
context: If you wipe it there, it'll get dirty, won't it?\It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding...\He said it was okay for me to eat snacks!\Who said that?! response:	You're going to blame me again?!
context: It's not really dirty... and I'm not taking the medicine!\Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding...\He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?! response:	Shinonome Institute
context: Fine.\If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding...\He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?!\Shinonome Institute response:	Damn it.
context: If you're not going to take your medicine, we'll go without snacks today.\I even made pudding.\Pudding...\He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?!\Shinonome Institute\Damn it. response:	Damn it.
context: I even made pudding.\Pudding...\He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?!\Shinonome Institute\Damn it.\Damn it. response:	Damn it.
context: Pudding...\He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?!\Shinonome Institute\Damn it.\Damn it.\Damn it. response:	She's not even eating?
context: He said it was okay for me to eat snacks!\Who said that?!\You're going to blame me again?!\Shinonome Institute\Damn it.\Damn it.\Damn it.\She's not even eating? response:	No.
context: Who said that?!\You're going to blame me again?!\Shinonome Institute\Damn it.\Damn it.\Damn it.\She's not even eating?\No. response:	She's hopeless.
context: You're going to blame me again?!\Shinonome Institute\Damn it.\Damn it.\Damn it.\She's not even eating?\No.\She's hopeless. response:	Girl. Follow me.
context: Shinonome Institute\Damn it.\Damn it.\Damn it.\She's not even eating?\No.\She's hopeless.\Girl. Follow me. response:	You're the one at fault here.
context: Damn it.\Damn it.\Damn it.\She's not even eating?\No.\She's hopeless.\Girl. Follow me.\You're the one at fault here. response:	Even if you force her...
context: Damn it.\Damn it.\She's not even eating?\No.\She's hopeless.\Girl. Follow me.\You're the one at fault here.\Even if you force her... response:	So it seems.
context: Damn it.\She's not even eating?\No.\She's hopeless.\Girl. Follow me.\You're the one at fault here.\Even if you force her...\So it seems. response:	But... what should I do?
context: She's not even eating?\No.\She's hopeless.\Girl. Follow me.\You're the one at fault here.\Even if you force her...\So it seems.\But... what should I do? response:	Persuading her now will be difficult.
context: No.\She's hopeless.\Girl. Follow me.\You're the one at fault here.\Even if you force her...\So it seems.\But... what should I do?\Persuading her now will be difficult. response:	There is only one way.
context: She's hopeless.\Girl. Follow me.\You're the one at fault here.\Even if you force her...\So it seems.\But... what should I do?\Persuading her now will be difficult.\There is only one way. response:	There's a way?
