context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?! response:	L-Let's go home.
context: I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home. response:	'Kay...
context: Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home.\'Kay... response:	Wow, that was embarrassing.
context: When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home.\'Kay...\Wow, that was embarrassing. response:	Hilarious...
context: You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home.\'Kay...\Wow, that was embarrassing.\Hilarious... response:	Shut up, pointy-eyes.
context: Why are you stripping here?\It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home.\'Kay...\Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes. response:	You shut up, droopy-eyes.
context: It's all your fault I have this weird habit!\It's my fault?!\L-Let's go home.\'Kay...\Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes. response:	So, did you hear about Deliora?
context: It's my fault?!\L-Let's go home.\'Kay...\Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora? response:	They say it's moved to the Northern Continent.
context: L-Let's go home.\'Kay...\Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent. response:	Somewhere around Brago, I hear.
context: 'Kay...\Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear. response:	Seriously?
context: Wow, that was embarrassing.\Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously? response:	Then peace has returned to Isvan?
context: Hilarious...\Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan? response:	Gray?
context: Shut up, pointy-eyes.\You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan?\Gray? response:	Deliora is... at Brago?
context: You shut up, droopy-eyes.\So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan?\Gray?\Deliora is... at Brago? response:	Stop this!
context: So, did you hear about Deliora?\They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan?\Gray?\Deliora is... at Brago?\Stop this! response:	There's no way you can win against Deliora!
context: They say it's moved to the Northern Continent.\Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan?\Gray?\Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora! response:	It's impossible for you, Gray.
context: Somewhere around Brago, I hear.\Seriously?\Then peace has returned to Isvan?\Gray?\Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray. response:	Shut up.
context: Seriously?\Then peace has returned to Isvan?\Gray?\Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up. response:	You think you can understand?
context: Then peace has returned to Isvan?\Gray?\Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up.\You think you can understand? response:	I'm going to avenge my mother and father!
context: Gray?\Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up.\You think you can understand?\I'm going to avenge my mother and father! response:	You got a problem with that?!
context: Deliora is... at Brago?\Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up.\You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?! response:	You leave, and you're expelled.
context: Stop this!\There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up.\You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled. response:	Sure! Sounds good to me!
context: There's no way you can win against Deliora!\It's impossible for you, Gray.\Shut up.\You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me! response:	Gray...
context: It's impossible for you, Gray.\Shut up.\You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me!\Gray... response:	If I die, then I'll haunt you for not teaching me more powerful magic.
context: Shut up.\You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic. response:	Damn it...
context: You think you can understand?\I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it... response:	Huh?
context: I'm going to avenge my mother and father!\You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh? response:	The ruins are... tilted?
context: You got a problem with that?!\You leave, and you're expelled.\Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh?\The ruins are... tilted? response:	What happened?
context: You leave, and you're expelled.\Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh?\The ruins are... tilted?\What happened? response:	Natsu, I bet.
context: Sure! Sounds good to me!\Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh?\The ruins are... tilted?\What happened?\Natsu, I bet. response:	Yeah.
context: Gray...\If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh?\The ruins are... tilted?\What happened?\Natsu, I bet.\Yeah. response:	Not sure how he did it, but only he would do something nuts like that.
context: If I die, then I'll haunt you for not teaching me more powerful magic.\Damn it...\Huh?\The ruins are... tilted?\What happened?\Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that. response:	It doesn't really matter whether he did it on purpose or not.
context: Damn it...\Huh?\The ruins are... tilted?\What happened?\Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not. response:	Now the light of the moon won't shine on Deliora.
context: Huh?\The ruins are... tilted?\What happened?\Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora. response:	Who knew that his tendency for wanton destruction could actually come in handy?
context: The ruins are... tilted?\What happened?\Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy? response:	I knew. It was foreshadowed.
context: What happened?\Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed. response:	Watch out!
context: Natsu, I bet.\Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out! response:	Who's there?!
context: Yeah.\Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out!\Who's there?! response:	We've found you, Fairy Tail!
context: Not sure how he did it, but only he would do something nuts like that.\It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out!\Who's there?!\We've found you, Fairy Tail! response:	We won't allow you to interfere with Reitei-sama!
context: It doesn't really matter whether he did it on purpose or not.\Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out!\Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama! response:	These guys...
context: Now the light of the moon won't shine on Deliora.\Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out!\Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys... response:	Lyon's followers?
context: Who knew that his tendency for wanton destruction could actually come in handy?\I knew. It was foreshadowed.\Watch out!\Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers? response:	We're surrounded!
context: I knew. It was foreshadowed.\Watch out!\Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers?\We're surrounded! response:	Aye!
context: Watch out!\Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers?\We're surrounded!\Aye! response:	Leave them to me!
context: Who's there?!\We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers?\We're surrounded!\Aye!\Leave them to me! response:	Erza...
context: We've found you, Fairy Tail!\We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers?\We're surrounded!\Aye!\Leave them to me!\Erza... response:	Go, Gray.
context: We won't allow you to interfere with Reitei-sama!\These guys...\Lyon's followers?\We're surrounded!\Aye!\Leave them to me!\Erza...\Go, Gray. response:	Finish things with Lyon.
context: These guys...\Lyon's followers?\We're surrounded!\Aye!\Leave them to me!\Erza...\Go, Gray.\Finish things with Lyon. response:	Don't worry! We're here, too, so just go!
context: Lyon's followers?\We're surrounded!\Aye!\Leave them to me!\Erza...\Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go! response:	Aye!
context: We're surrounded!\Aye!\Leave them to me!\Erza...\Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye! response:	You guys...
context: Aye!\Leave them to me!\Erza...\Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye!\You guys... response:	He doesn't know that Ul is still alive.
context: Leave them to me!\Erza...\Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye!\You guys...\He doesn't know that Ul is still alive. response:	The only one who can stop him...
context: Erza...\Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye!\You guys...\He doesn't know that Ul is still alive.\The only one who can stop him... response:	Ice Make Rose Garden!
context: Go, Gray.\Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye!\You guys...\He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden! response:	Damn... I didn't think it'd be this strong...
context: Finish things with Lyon.\Don't worry! We're here, too, so just go!\Aye!\You guys...\He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong... response:	It'll be fine.
context: Don't worry! We're here, too, so just go!\Aye!\You guys...\He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine. response:	Everything'll be fine now.
context: Aye!\You guys...\He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now. response:	Why?
context: You guys...\He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now.\Why? response:	No questions. Just take Lyon away from here.
context: He doesn't know that Ul is still alive.\The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now.\Why?\No questions. Just take Lyon away from here. response:	It's harder to fight when I have to protect you, too.
context: The only one who can stop him...\Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now.\Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too. response:	Lyon...
context: Ice Make Rose Garden!\Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now.\Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon... response:	He's out for the count.
context: Damn... I didn't think it'd be this strong...\It'll be fine.\Everything'll be fine now.\Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count. response:	Deliora...
context: It'll be fine.\Everything'll be fine now.\Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count.\Deliora... response:	I wasn't... able to do anything...
context: Everything'll be fine now.\Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count.\Deliora...\I wasn't... able to do anything... response:	Hurry and go.
context: Why?\No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count.\Deliora...\I wasn't... able to do anything...\Hurry and go. response:	Ul, why did you come?
context: No questions. Just take Lyon away from here.\It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count.\Deliora...\I wasn't... able to do anything...\Hurry and go.\Ul, why did you come? response:	I thought I was expelled?
context: It's harder to fight when I have to protect you, too.\Lyon...\He's out for the count.\Deliora...\I wasn't... able to do anything...\Hurry and go.\Ul, why did you come?\I thought I was expelled? response:	A good friend of mine told me that I should start thinking about my own happiness.
context: Lyon...\He's out for the count.\Deliora...\I wasn't... able to do anything...\Hurry and go.\Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness. response:	But I don't remember being all that unhappy.
context: He's out for the count.\Deliora...\I wasn't... able to do anything...\Hurry and go.\Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy. response:	Isn't that right?
context: Deliora...\I wasn't... able to do anything...\Hurry and go.\Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right? response:	With my two bright pupils growing day by day... Every day an adventure...
context: I wasn't... able to do anything...\Hurry and go.\Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure... response:	That's all the happiness I need.
context: Hurry and go.\Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need. response:	I came here to take back that happiness.
context: Ul, why did you come?\I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness. response:	Ul, your leg...
context: I thought I was expelled?\A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg... response:	Oh this? I lost it, but it's no big deal.
context: A good friend of mine told me that I should start thinking about my own happiness.\But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal. response:	Creation Magic is pretty amazing, don't you think?
context: But I don't remember being all that unhappy.\Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think? response:	If that monster is your darkness, then I have a reason to fight it.
context: Isn't that right?\With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it. response:	Go. I'll defeat it.
context: With my two bright pupils growing day by day... Every day an adventure...\That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it. response:	Don't... I won't let you!
context: That's all the happiness I need.\I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you! response:	This is all my fault!
context: I came here to take back that happiness.\Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you!\This is all my fault! response:	It's no one's fault.
context: Ul, your leg...\Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you!\This is all my fault!\It's no one's fault. response:	This is just a hurdle to pass to take back my happiness.
context: Oh this? I lost it, but it's no big deal.\Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you!\This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness. response:	You're awake, Lyon?
context: Creation Magic is pretty amazing, don't you think?\If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you!\This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon? response:	You and Gray-
context: If that monster is your darkness, then I have a reason to fight it.\Go. I'll defeat it.\Don't... I won't let you!\This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray- response:	You're really going to do it?
context: Go. I'll defeat it.\Don't... I won't let you!\This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray-\You're really going to do it? response:	Happiness? What are you talking about?
context: Don't... I won't let you!\This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray-\You're really going to do it?\Happiness? What are you talking about? response:	Lyon...
context: This is all my fault!\It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray-\You're really going to do it?\Happiness? What are you talking about?\Lyon... response:	Shut up!
context: It's no one's fault.\This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray-\You're really going to do it?\Happiness? What are you talking about?\Lyon...\Shut up! response:	Ul, you're the strongest wizard there is...
context: This is just a hurdle to pass to take back my happiness.\You're awake, Lyon?\You and Gray-\You're really going to do it?\Happiness? What are you talking about?\Lyon...\Shut up!\Ul, you're the strongest wizard there is... response:	There's no way you'd lose to some monster, right?
context: You're awake, Lyon?\You and Gray-\You're really going to do it?\Happiness? What are you talking about?\Lyon...\Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right? response:	Lyon, I've told you before.
context: You and Gray-\You're really going to do it?\Happiness? What are you talking about?\Lyon...\Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before. response:	There's always someone better.
context: You're really going to do it?\Happiness? What are you talking about?\Lyon...\Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better. response:	That can't be true...
context: Happiness? What are you talking about?\Lyon...\Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better.\That can't be true... response:	There are a ton of wizards stronger than me in the countries to the west.
context: Lyon...\Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west. response:	That's not true...
context: Shut up!\Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true... response:	You're the strongest, Ul...
context: Ul, you're the strongest wizard there is...\There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul... response:	If you're not then... why'd I go through all that training?
context: There's no way you'd lose to some monster, right?\Lyon, I've told you before.\There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training? response:	After you surpass me, then you should just find a new goal.
context: Lyon, I've told you before.\There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal. response:	I became your pupil because I thought you were the strongest!
context: There's always someone better.\That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest! response:	Don't you dare lose to that monster!
context: That can't be true...\There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster! response:	Don't betray me!
context: There are a ton of wizards stronger than me in the countries to the west.\That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me! response:	Lyon...
context: That's not true...\You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me!\Lyon... response:	If you're not gonna be serious, then I'll do it!
context: You're the strongest, Ul...\If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it! response:	That pose... Where did you learn that?
context: If you're not then... why'd I go through all that training?\After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that? response:	Where, you ask?
context: After you surpass me, then you should just find a new goal.\I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask? response:	Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!
context: I became your pupil because I thought you were the strongest!\Don't you dare lose to that monster!\Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse! response:	Why'd you hide such powerful magic from me?
context: Don't you dare lose to that monster!\Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me? response:	Iced Shell!
context: Don't betray me!\Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell! response:	Lyon! Did you read that book to the end?
context: Lyon...\If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end? response:	The people who use that magic...
context: If you're not gonna be serious, then I'll do it!\That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic... response:	Iced Shell?
context: That pose... Where did you learn that?\Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell? response:	Are you listening, Lyon?
context: Where, you ask?\Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell?\Are you listening, Lyon? response:	What incredible magical power!
context: Because you wouldn't teach me any powerful magic, I had to read the spell books in your storehouse!\Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell?\Are you listening, Lyon?\What incredible magical power! response:	It noticed us!
context: Why'd you hide such powerful magic from me?\Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell?\Are you listening, Lyon?\What incredible magical power!\It noticed us! response:	No magic will work against Deliora...
context: Iced Shell!\Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell?\Are you listening, Lyon?\What incredible magical power!\It noticed us!\No magic will work against Deliora... response:	In that case, I'll use this magic to trap you for eternity in ice!
context: Lyon! Did you read that book to the end?\The people who use that magic...\Iced Shell?\Are you listening, Lyon?\What incredible magical power!\It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice! response:	I can't let you use that magic.
context: The people who use that magic...\Iced Shell?\Are you listening, Lyon?\What incredible magical power!\It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic. response:	Ul, why did you...
context: Iced Shell?\Are you listening, Lyon?\What incredible magical power!\It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you... response:	He can't use Iced Shell!
context: Are you listening, Lyon?\What incredible magical power!\It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell! response:	The people who use it destroy their own bodies.
context: What incredible magical power!\It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies. response:	But it's true that's the only thing that could stop this thing.
context: It noticed us!\No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing. response:	I can't believe that Lyon would think of trying the same thing I was going to do.
context: No magic will work against Deliora...\In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do. response:	Was trying to do...?
context: In that case, I'll use this magic to trap you for eternity in ice!\I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...? response:	That's a disciple for you.
context: I can't let you use that magic.\Ul, why did you...\He can't use Iced Shell!\The people who use it destroy their own bodies.\But it's true that's the only thing that could stop this thing.\I can't believe that Lyon would think of trying the same thing I was going to do.\Was trying to do...?\That's a disciple for you. response:	Ul!
