context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Prisoner\Mr. Yajima, to commit murder.\You call yourself the Novelist, but your real name...\When new characters are added to the mix halfway in, the plot goes haywire.\Just don't talk too much.\What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio. response:	Movie shoot?
context: Mr. Yajima, to commit murder.\You call yourself the Novelist, but your real name...\When new characters are added to the mix halfway in, the plot goes haywire.\Just don't talk too much.\What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot? response:	The murderer is cameraman Yuuki Shinjurou.
context: You call yourself the Novelist, but your real name...\When new characters are added to the mix halfway in, the plot goes haywire.\Just don't talk too much.\What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou. response:	You're the high society female police detective, okay?
context: When new characters are added to the mix halfway in, the plot goes haywire.\Just don't talk too much.\What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay? response:	Don't drag your heels!
context: Just don't talk too much.\What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels! response:	Y-Yes, ma'am!
context: What did you do to the detective?\Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am! response:	Yuuki Shinjurou
context: Who are those women?\A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou response:	Cameraman?
context: A murder occurred during a movie shoot at a movie studio.\Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman? response:	Murder case?!
context: Movie shoot?\The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman?\Murder case?! response:	And Prosecutor Koyama has arrested the culprit?
context: The murderer is cameraman Yuuki Shinjurou.\You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit? response:	It seems like everyone's up in arms.
context: You're the high society female police detective, okay?\Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms. response:	Anyway, I gather they're going to investigate now,
context: Don't drag your heels!\Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now, response:	so it'll probably take some time.
context: Y-Yes, ma'am!\Yuuki Shinjurou\Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time. response:	The prosecutor just happens to be there with civilian Kaishou Rie,
context: Yuuki Shinjurou\Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie, response:	who I'm sure doesn't have the right to investigate a criminal matter...
context: Cameraman?\Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter... response:	It's like they're all dreaming or some...
context: Murder case?!\And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some... response:	A dream... I see...
context: And Prosecutor Koyama has arrested the culprit?\It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see... response:	This is similar to the Oono Myoushin case.
context: It seems like everyone's up in arms.\Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case. response:	The founder of a new religious cult murdered his followers.
context: Anyway, I gather they're going to investigate now,\so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers. response:	The followers deludedly believed that everything Oono said was reality.
context: so it'll probably take some time.\The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality. response:	For example, they would watch a blank video
context: The prosecutor just happens to be there with civilian Kaishou Rie,\who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video response:	but saw whatever footage Oono told them was on it.
context: who I'm sure doesn't have the right to investigate a criminal matter...\It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it. response:	Oono had the power to make people see his words as reality.
context: It's like they're all dreaming or some...\A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality. response:	That's the power of Bettenou.
context: A dream... I see...\This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou. response:	Bettenou! You mean the founder, Bettenou, of Oono's group?
context: This is similar to the Oono Myoushin case.\The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group? response:	Bettenou is a kami.
context: The founder of a new religious cult murdered his followers.\The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami. response:	She's like a deity with the power to turn people's words into reality.
context: The followers deludedly believed that everything Oono said was reality.\For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality. response:	That's why I've been saying I smell her ever since we got here!
context: For example, they would watch a blank video\but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here! response:	All you said was that something smells strange!
context: but saw whatever footage Oono told them was on it.\Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange! response:	But if you're right...
context: Oono had the power to make people see his words as reality.\That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right... response:	This whole thing could be some kind of illusion...
context: That's the power of Bettenou.\Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion... response:	Hey! Give me my phone!
context: Bettenou! You mean the founder, Bettenou, of Oono's group?\Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone! response:	She's showing her story to Shinjurou and the others!
context: Bettenou is a kami.\She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others! response:	Hopefully it'll be soon...
context: She's like a deity with the power to turn people's words into reality.\That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon... response:	Click!
context: That's why I've been saying I smell her ever since we got here!\All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click! response:	Maybe a little more?
context: All you said was that something smells strange!\But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click!\Maybe a little more? response:	Kazamori!
context: But if you're right...\This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click!\Maybe a little more?\Kazamori! response:	And one for the road!
context: This whole thing could be some kind of illusion...\Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click!\Maybe a little more?\Kazamori!\And one for the road! response:	So this... is the mystery...
context: Hey! Give me my phone!\She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click!\Maybe a little more?\Kazamori!\And one for the road!\So this... is the mystery... response:	Yuuki-san?
context: She's showing her story to Shinjurou and the others!\Hopefully it'll be soon...\Click!\Maybe a little more?\Kazamori!\And one for the road!\So this... is the mystery...\Yuuki-san? response:	Kazamori, I could've done without that last one.
context: Hopefully it'll be soon...\Click!\Maybe a little more?\Kazamori!\And one for the road!\So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one. response:	Been a while, hasn't it?
context: Click!\Maybe a little more?\Kazamori!\And one for the road!\So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it? response:	What can you see right now?
context: Maybe a little more?\Kazamori!\And one for the road!\So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now? response:	The truth, right?
context: Kazamori!\And one for the road!\So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now?\The truth, right? response:	Yuuki Shinjurou
context: And one for the road!\So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now?\The truth, right?\Yuuki Shinjurou response:	Detective
context: So this... is the mystery...\Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now?\The truth, right?\Yuuki Shinjurou\Detective response:	Criminals, huh?
context: Yuuki-san?\Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now?\The truth, right?\Yuuki Shinjurou\Detective\Criminals, huh? response:	Yes, the Metro Police Department brought it to my attention...
context: Kazamori, I could've done without that last one.\Been a while, hasn't it?\What can you see right now?\The truth, right?\Yuuki Shinjurou\Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention... response:	If it's made public that a person who just came for a visit was imprisoned...
context: Been a while, hasn't it?\What can you see right now?\The truth, right?\Yuuki Shinjurou\Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned... response:	Right now, all we can do is leave it to them.
context: What can you see right now?\The truth, right?\Yuuki Shinjurou\Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them. response:	Solving the murder takes priority.
context: The truth, right?\Yuuki Shinjurou\Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority. response:	I found the scene of the crime.
context: Yuuki Shinjurou\Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime. response:	Are there shutters without safety systems these days?!
context: Detective\Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?! response:	It's been tampered with so that there's no record of it opening or closing!
context: Criminals, huh?\Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing! response:	And the safeties aren't working either!
context: Yes, the Metro Police Department brought it to my attention...\If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either! response:	A nonexistent streetcar doesn't run.
context: If it's made public that a person who just came for a visit was imprisoned...\Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run. response:	This is the murder weapon.
context: Right now, all we can do is leave it to them.\Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon. response:	This shutter separates the men and women's blocks, so it usually remains shut.
context: Solving the murder takes priority.\I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut. response:	Okamoto
context: I found the scene of the crime.\Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto response:	East Kantou Social Rehabilitation Program Center Director of Security
context: Are there shutters without safety systems these days?!\It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security response:	Director Mitaka... I mean, the security guard, I guess...
context: It's been tampered with so that there's no record of it opening or closing!\And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess... response:	He would open this shutter every night to visit the women's block.
context: And the safeties aren't working either!\A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block. response:	To have contact with a female prisoner...
context: A nonexistent streetcar doesn't run.\This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner... response:	That's why the line was cut.
context: This is the murder weapon.\This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut. response:	Hey, who do you think you are?!
context: This shutter separates the men and women's blocks, so it usually remains shut.\Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?! response:	What's the prime suspect doing playing detective and investigating?!
context: Okamoto\East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?! response:	It's just as my mistress says.
context: East Kantou Social Rehabilitation Program Center Director of Security\Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says. response:	This young lady is the pride of the Metro P.D.
context: Director Mitaka... I mean, the security guard, I guess...\He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D. response:	She solves cases with money, authority and old-fashioned selfishness,
context: He would open this shutter every night to visit the women's block.\To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness, response:	and they call her the Glamorous Gumshoe!
context: To have contact with a female prisoner...\That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe! response:	I guess that novelist can't write light novels...
context: That's why the line was cut.\Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels... response:	I'll go in myself and confirm the identity
context: Hey, who do you think you are?!\What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity response:	of that man who's calling himself the Novelist!
context: What's the prime suspect doing playing detective and investigating?!\It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist! response:	And Bettenou, too.
context: It's just as my mistress says.\This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too. response:	I don't want to be held back anymore.
context: This young lady is the pride of the Metro P.D.\She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore. response:	Huh? You intend to tag along?
context: She solves cases with money, authority and old-fashioned selfishness,\and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along? response:	You think they'll let a kid in there?
context: and they call her the Glamorous Gumshoe!\I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there? response:	They wouldn't mind me, would they?
context: I guess that novelist can't write light novels...\I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they? response:	As your assistant...
context: I'll go in myself and confirm the identity\of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant... response:	S-Sure, why not?
context: of that man who's calling himself the Novelist!\And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant...\S-Sure, why not? response:	Leave the handcuffs on.
context: And Bettenou, too.\I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant...\S-Sure, why not?\Leave the handcuffs on. response:	Without the continued stimulus, you'll be swept up by the Novelist's tale again.
context: I don't want to be held back anymore.\Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant...\S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again. response:	Oh, and if they get too annoying...
context: Huh? You intend to tag along?\You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant...\S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying... response:	Yuuki Shinjurou!
context: You think they'll let a kid in there?\They wouldn't mind me, would they?\As your assistant...\S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou! response:	Like this?
context: They wouldn't mind me, would they?\As your assistant...\S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this? response:	How long do you intend to keep up this ridiculous charade?!
context: As your assistant...\S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?! response:	What have you done?!
context: S-Sure, why not?\Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?! response:	If you resist arrest,
context: Leave the handcuffs on.\Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest, response:	I'll have you incarcerated for 780 years...
context: Without the continued stimulus, you'll be swept up by the Novelist's tale again.\Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years... response:	I'm so scared...
context: Oh, and if they get too annoying...\Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared... response:	The behavior of all the inmates is monitored
context: Yuuki Shinjurou!\Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored response:	through their uniquely numbered chips.
context: Like this?\How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips. response:	This is in the area of the shutter last night...
context: How long do you intend to keep up this ridiculous charade?!\What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night... response:	Yuuki Shinjurou
context: What have you done?!\If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou response:	It's me...
context: If you resist arrest,\I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou\It's me... response:	Until the morning, no other number... that is, no other inmate was there.
context: I'll have you incarcerated for 780 years...\I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there. response:	In other words, you're the only possible culprit, Defeated Detective!
context: I'm so scared...\The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective! response:	Why would I...?
context: The behavior of all the inmates is monitored\through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...? response:	I can picture it!
context: through their uniquely numbered chips.\This is in the area of the shutter last night...\Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it! response:	I'm sure you said something like, The truth must be revealed!
context: This is in the area of the shutter last night...\Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed! response:	and got into an argument over it.
context: Yuuki Shinjurou\It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it. response:	You're a pro at pretending you're mean, but have a strong sense of justice.
context: It's me...\Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it.\You're a pro at pretending you're mean, but have a strong sense of justice. response:	Are you praising me? Or dissing me?
context: Until the morning, no other number... that is, no other inmate was there.\In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it.\You're a pro at pretending you're mean, but have a strong sense of justice.\Are you praising me? Or dissing me? response:	The numbers...
context: In other words, you're the only possible culprit, Defeated Detective!\Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it.\You're a pro at pretending you're mean, but have a strong sense of justice.\Are you praising me? Or dissing me?\The numbers... response:	Do you have something?
context: Why would I...?\I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it.\You're a pro at pretending you're mean, but have a strong sense of justice.\Are you praising me? Or dissing me?\The numbers...\Do you have something? response:	I was thrown in here by the man who calls himself the Novelist.
context: I can picture it!\I'm sure you said something like, The truth must be revealed!\and got into an argument over it.\You're a pro at pretending you're mean, but have a strong sense of justice.\Are you praising me? Or dissing me?\The numbers...\Do you have something?\I was thrown in here by the man who calls himself the Novelist. response:	But was it easy to issue a number for me, when I'm not a criminal?
