context: Accelerating pulse response:	Suppressing impulses
context: Not so fast!\Fire! Fire away!\Damn it!\Dang, you guys have gotten pretty darn impressive!\Thank you very much, sir!\Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit! response:	We've still got a lot to learn.
context: Fire! Fire away!\Damn it!\Dang, you guys have gotten pretty darn impressive!\Thank you very much, sir!\Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn. response:	If you guys have a lot to learn, we've gotta up it a notch!
context: Damn it!\Dang, you guys have gotten pretty darn impressive!\Thank you very much, sir!\Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch! response:	You said it! Izuru's team is already fighting their hardest up there.
context: Dang, you guys have gotten pretty darn impressive!\Thank you very much, sir!\Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there. response:	As things stand, you guys might get the new unit everyone's talking about.
context: Thank you very much, sir!\Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about. response:	That's the new unit?
context: Not that long ago, we were an even match.\Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit? response:	No, it's not.
context: Actually, we'd beat you six to four!\Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not. response:	Instructor Sugita!
context: Now it takes all we've got just to land a single hit!\We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not.\Instructor Sugita! response:	Team Hedgehog!
context: We've still got a lot to learn.\If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not.\Instructor Sugita!\Team Hedgehog! response:	Team Fawn!
context: If you guys have a lot to learn, we've gotta up it a notch!\You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not.\Instructor Sugita!\Team Hedgehog!\Team Fawn! response:	I see you've grown formidable together.
context: You said it! Izuru's team is already fighting their hardest up there.\As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not.\Instructor Sugita!\Team Hedgehog!\Team Fawn!\I see you've grown formidable together. response:	Yes, sir!
context: As things stand, you guys might get the new unit everyone's talking about.\That's the new unit?\No, it's not.\Instructor Sugita!\Team Hedgehog!\Team Fawn!\I see you've grown formidable together.\Yes, sir! response:	At least in terms of skill,
context: That's the new unit?\No, it's not.\Instructor Sugita!\Team Hedgehog!\Team Fawn!\I see you've grown formidable together.\Yes, sir!\At least in terms of skill, response:	both teams stand on par with Rabbits when they were deployed.
context: No, it's not.\Instructor Sugita!\Team Hedgehog!\Team Fawn!\I see you've grown formidable together.\Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed. response:	So we can count on taking that puppy into battle?
context: Instructor Sugita!\Team Hedgehog!\Team Fawn!\I see you've grown formidable together.\Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle? response:	XAHSMB-000...
context: Team Hedgehog!\Team Fawn!\I see you've grown formidable together.\Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000... response:	Prototype: Multipurpose Fighter 87 Ptarmigan,
context: Team Fawn!\I see you've grown formidable together.\Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan, response:	also known as White Zero?
context: I see you've grown formidable together.\Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero? response:	We've used it in durability tests and various armament tests, but it won't turn on.
context: Yes, sir!\At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on. response:	If you shop there now...
context: At least in terms of skill,\both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now... response:	It's a wonder you can down that fire hazard...
context: both teams stand on par with Rabbits when they were deployed.\So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard... response:	to win a stay at a luxurious satellite resort for 4 days and 3 nights...
context: So we can count on taking that puppy into battle?\XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights... response:	It's not even hot!
context: XAHSMB-000...\Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot! response:	Everyone, please drop on by.
context: Prototype: Multipurpose Fighter 87 Ptarmigan,\also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by. response:	Gwagh! My eyes!
context: also known as White Zero?\We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes! response:	It's painful just to look at.
context: We've used it in durability tests and various armament tests, but it won't turn on.\If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at. response:	It's burning my eyes!
context: If you shop there now...\It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes! response:	Could you explain what countermeasures the GDF is considering, Captain Komine?
context: It's a wonder you can down that fire hazard...\to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine? response:	That was part of our classic defense in depth operation: Defense Index.
context: to win a stay at a luxurious satellite resort for 4 days and 3 nights...\It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index. response:	The GDF made it appear as though we were repulsing the enemy on Ceres,
context: It's not even hot!\Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres, response:	I coulda sworn the white one in the hangar was the new model...
context: Everyone, please drop on by.\Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model... response:	while defending the frontier to upset their invasive tactics...
context: Gwagh! My eyes!\It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics... response:	I did some digging after that,
context: It's painful just to look at.\It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that, response:	and it looks like they're mass producing units based on Ange's.
context: It's burning my eyes!\Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's. response:	In reality, we were luring them into battle in Earth's absolute defense zone.
context: Could you explain what countermeasures the GDF is considering, Captain Komine?\That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone. response:	Furthermore, we dragged an enemy fighter into the depths of a gravity well,
context: That was part of our classic defense in depth operation: Defense Index.\The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well, response:	Did you access HQ's server again?
context: The GDF made it appear as though we were repulsing the enemy on Ceres,\I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again? response:	which is notoriously difficult to escape...
context: I coulda sworn the white one in the hangar was the new model...\while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape... response:	You could get expelled the next time they catch you!
context: while defending the frontier to upset their invasive tactics...\I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you! response:	I'm fine! You know they can't catch me!
context: I did some digging after that,\and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me! response:	I let myself in through a backdoor.
context: and it looks like they're mass producing units based on Ange's.\In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor. response:	What's a backdoor?
context: In reality, we were luring them into battle in Earth's absolute defense zone.\Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor? response:	A security bypass... But couldn't you get in trouble for using that?
context: Furthermore, we dragged an enemy fighter into the depths of a gravity well,\Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that? response:	I did a good job covering my tracks this time!
context: Did you access HQ's server again?\which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time! response:	Shouldn't we tell the teachers about that backdoor?
context: which is notoriously difficult to escape...\You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor? response:	Wouldn't we be giving it away that Sei hacked in?
context: You could get expelled the next time they catch you!\I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in? response:	Don't make my headache any worse than it already is.
context: I'm fine! You know they can't catch me!\I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is. response:	I probably shouldn't use it anymore...
context: I let myself in through a backdoor.\What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore... response:	But aren't you curious about the new units?
context: What's a backdoor?\A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units? response:	You know it!
context: A security bypass... But couldn't you get in trouble for using that?\I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it! response:	Look!
context: I did a good job covering my tracks this time!\Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it!\Look! response:	So these are the new units! I wanna pilot one!
context: Shouldn't we tell the teachers about that backdoor?\Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it!\Look!\So these are the new units! I wanna pilot one! response:	I'd prefer one like our upperclassmen's over these...
context: Wouldn't we be giving it away that Sei hacked in?\Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it!\Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these... response:	I'd especially love to ride Tamaki's Rose 3!
context: Don't make my headache any worse than it already is.\I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it!\Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3! response:	Did you hear that? Miss, he'd love to ride Tamaki!
context: I probably shouldn't use it anymore...\But aren't you curious about the new units?\You know it!\Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki! response:	Filthy pig.
context: But aren't you curious about the new units?\You know it!\Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig. response:	Not true! I wanna ride-
context: You know it!\Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride- response:	Yes, yes. We know!
context: Look!\So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride-\Yes, yes. We know! response:	No, you don't!
context: So these are the new units! I wanna pilot one!\I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride-\Yes, yes. We know!\No, you don't! response:	We have decided to gather all of Earth's forces
context: I'd prefer one like our upperclassmen's over these...\I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride-\Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces response:	to launch a massive assault on the Wulgaru stronghold.
context: I'd especially love to ride Tamaki's Rose 3!\Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride-\Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold. response:	The target and other details are classified.
context: Did you hear that? Miss, he'd love to ride Tamaki!\Filthy pig.\Not true! I wanna ride-\Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified. response:	But if we win this battle,
context: Filthy pig.\Not true! I wanna ride-\Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle, response:	it should prove impossible for the enemy, the Wulgaru, to continue their invasion.
context: Not true! I wanna ride-\Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion. response:	Now, as I'm sure you've heard, we've rolled out new fighter units.
context: Yes, yes. We know!\No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units. response:	The AHSMB-0006B Shrike...
context: No, you don't!\We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike... response:	Based on practical data taken from the Black Six,
context: We have decided to gather all of Earth's forces\to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six, response:	created under the New Self-Maintenance Plan.
context: to launch a massive assault on the Wulgaru stronghold.\The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan. response:	They maintain the same basic frame,
context: The target and other details are classified.\But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame, response:	but are superior Multirole types better suited for mass production.
context: But if we win this battle,\it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production. response:	Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.
context: it should prove impossible for the enemy, the Wulgaru, to continue their invasion.\Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified. response:	They can run continuously for 1.5 times longer than the original.
context: Now, as I'm sure you've heard, we've rolled out new fighter units.\The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original. response:	We are launching a full-scale attack.
context: The AHSMB-0006B Shrike...\Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack. response:	As such, you will be assigned to details with these new units.
context: Based on practical data taken from the Black Six,\created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units. response:	Ah, quiet!
context: created under the New Self-Maintenance Plan.\They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet! response:	Now then, I'd like the following students to go to their designated posts.
context: They maintain the same basic frame,\but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts. response:	Team Otter, 41st Maneuver Squadron 3rd Flight.
context: but are superior Multirole types better suited for mass production.\Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight. response:	Yes, sir!
context: Furthermore, the cooling system, known as the unit's bottleneck, has been fortified.\They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir! response:	Team Squirrel, 54th Assault Squadron.
context: They can run continuously for 1.5 times longer than the original.\We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron. response:	Sweet!
context: We are launching a full-scale attack.\As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet! response:	Team Ferkel, 902nd Reconnaissance Flight.
context: As such, you will be assigned to details with these new units.\Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight. response:	Understood!
context: Ah, quiet!\Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood! response:	Team Hedgehog!
context: Now then, I'd like the following students to go to their designated posts.\Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog! response:	Yes, sir!
context: Team Otter, 41st Maneuver Squadron 3rd Flight.\Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog!\Yes, sir! response:	Upon receiving High-Mobility-type Shrikes, report to your next post.
context: Yes, sir!\Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post. response:	High-Mobility types!
context: Team Squirrel, 54th Assault Squadron.\Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types! response:	For real?!
context: Sweet!\Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?! response:	The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-
context: Team Ferkel, 902nd Reconnaissance Flight.\Understood!\Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman- response:	Hey, is Doberman...?
context: Understood!\Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...? response:	Don't tell me we lost the Comedic Three...
context: Team Hedgehog!\Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three... response:	Why? Did something happen to Doberman?
context: Yes, sir!\Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman? response:	Who?
context: Upon receiving High-Mobility-type Shrikes, report to your next post.\High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who? response:	Phew!
context: High-Mobility types!\For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who?\Phew! response:	He had me there! Phew!
context: For real?!\The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who?\Phew!\He had me there! Phew! response:	He had me there! That startled me!
context: The 11th Flight of the Space Special Forces Squadron, AKA Team Doberman-\Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who?\Phew!\He had me there! Phew!\He had me there! That startled me! response:	That startled me!
context: Hey, is Doberman...?\Don't tell me we lost the Comedic Three...\Why? Did something happen to Doberman?\Who?\Phew!\He had me there! Phew!\He had me there! That startled me!\That startled me! response:	Now it's down it us.
