context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it.\What? What is it? response:	They're using Moon Drip to resurrect that demon!
context: The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon! response:	What?
context: They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon!\What? response:	You're kidding me!
context: What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon!\What?\You're kidding me! response:	Iced Shell is ice that can't be melted!
context: It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon!\What?\You're kidding me!\Iced Shell is ice that can't be melted! response:	The magic that can melt it is the Moon Drip.
context: Wait, you're still here?\I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon!\What?\You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip. response:	The collected magic of the moon has the power to undo any magic.
context: I see. So that's it.\What? What is it?\They're using Moon Drip to resurrect that demon!\What?\You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic. response:	Oh, no!
context: What? What is it?\They're using Moon Drip to resurrect that demon!\What?\You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no! response:	These guys don't know the horror of Deliora!
context: They're using Moon Drip to resurrect that demon!\What?\You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora! response:	I think the curse that the people believe is on this island is a side-effect of the Moon Drip.
context: What?\You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip. response:	The collected magic from the moon is contaminating their bodies.
context: You're kidding me!\Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies. response:	That's just how powerful a magic it is.
context: Iced Shell is ice that can't be melted!\The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is. response:	Damn them!
context: The magic that can melt it is the Moon Drip.\The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them! response:	Hold it!
context: The collected magic of the moon has the power to undo any magic.\Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them!\Hold it! response:	Someone's coming!
context: Oh, no!\These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them!\Hold it!\Someone's coming! response:	Damn it, I'm all sleepy after waking up at noon.
context: These guys don't know the horror of Deliora!\I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them!\Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon. response:	And we never did find the intruders.
context: I think the curse that the people believe is on this island is a side-effect of the Moon Drip.\The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them!\Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders. response:	If they even existed!
context: The collected magic from the moon is contaminating their bodies.\That's just how powerful a magic it is.\Damn them!\Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed! response:	It is saddening, Reitei-sama.
context: That's just how powerful a magic it is.\Damn them!\Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama. response:	There seemed to be intruders around noon, but we failed to catch them.
context: Damn them!\Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them. response:	I cannot express my love like this.
context: Hold it!\Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this. response:	Intruders...
context: Someone's coming!\Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders... response:	So that's Reitei.
context: Damn it, I'm all sleepy after waking up at noon.\And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders...\So that's Reitei. response:	What a big shot... He's even wearing a funky mask.
context: And we never did find the intruders.\If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask. response:	Really? I think it's cool.
context: If they even existed!\It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool. response:	Has Deliora been revived yet?
context: It is saddening, Reitei-sama.\There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet? response:	At this rate, either today or tomorrow...
context: There seemed to be intruders around noon, but we failed to catch them.\I cannot express my love like this.\Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow... response:	Which one is it?!
context: I cannot express my love like this.\Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?! response:	Finally...
context: Intruders...\So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?!\Finally... response:	As for the intruders, I will brook no interference.
context: So that's Reitei.\What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?!\Finally...\As for the intruders, I will brook no interference. response:	Yes. The only other people here should be the villagers on the far side of the island.
context: What a big shot... He's even wearing a funky mask.\Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?!\Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island. response:	Destroy the village.
context: Really? I think it's cool.\Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?!\Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village. response:	Yes.
context: Has Deliora been revived yet?\At this rate, either today or tomorrow...\Which one is it?!\Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes. response:	Understood.
context: At this rate, either today or tomorrow...\Which one is it?!\Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes.\Understood. response:	What?
context: Which one is it?!\Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes.\Understood.\What? response:	But the people in the village had nothing to do with it!
context: Finally...\As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes.\Understood.\What?\But the people in the village had nothing to do with it! response:	That's messed up!
context: As for the intruders, I will brook no interference.\Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes.\Understood.\What?\But the people in the village had nothing to do with it!\That's messed up! response:	I would rather avoid bloodshed, however...
context: Yes. The only other people here should be the villagers on the far side of the island.\Destroy the village.\Yes.\Understood.\What?\But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however... response:	That voice... It couldn't be...
context: Destroy the village.\Yes.\Understood.\What?\But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be... response:	I can't stand sneakin' around anymore!
context: Yes.\Understood.\What?\But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore! response:	Your interferers are right here!
context: Understood.\What?\But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here! response:	Well I guess we have to do this now, don't we?
context: What?\But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we? response:	How can I help?
context: But the people in the village had nothing to do with it!\That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help? response:	Want me to sing again?
context: That's messed up!\I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again? response:	You, go back.
context: I would rather avoid bloodshed, however...\That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again?\You, go back. response:	Aw, you're no fun.
context: That voice... It couldn't be...\I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again?\You, go back.\Aw, you're no fun. response:	That mark... They're from Fairy Tail.
context: I can't stand sneakin' around anymore!\Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again?\You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail. response:	I see. So the people from the village requested a guild save them.
context: Your interferers are right here!\Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again?\You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them. response:	What are you doing? Eliminate the village now.
context: Well I guess we have to do this now, don't we?\How can I help?\Want me to sing again?\You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now. response:	Why?
context: How can I help?\Want me to sing again?\You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why? response:	Anyone who interferes or plots against me is my enemy.
context: Want me to sing again?\You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy. response:	Why?
context: You, go back.\Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy.\Why? response:	Why, you...
context: Aw, you're no fun.\That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy.\Why?\Why, you... response:	I'll stop this crazy ritual of yours!
context: That mark... They're from Fairy Tail.\I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy.\Why?\Why, you...\I'll stop this crazy ritual of yours! response:	He also used ice?
context: I see. So the people from the village requested a guild save them.\What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy.\Why?\Why, you...\I'll stop this crazy ritual of yours!\He also used ice? response:	Lyon...
context: What are you doing? Eliminate the village now.\Why?\Anyone who interferes or plots against me is my enemy.\Why?\Why, you...\I'll stop this crazy ritual of yours!\He also used ice?\Lyon... response:	Huh?
context: Why?\Anyone who interferes or plots against me is my enemy.\Why?\Why, you...\I'll stop this crazy ritual of yours!\He also used ice?\Lyon...\Huh? response:	Lyon?
context: Anyone who interferes or plots against me is my enemy.\Why?\Why, you...\I'll stop this crazy ritual of yours!\He also used ice?\Lyon...\Huh?\Lyon? response:	You bastard... Do you have any idea what you're doing?
context: Why?\Why, you...\I'll stop this crazy ritual of yours!\He also used ice?\Lyon...\Huh?\Lyon?\You bastard... Do you have any idea what you're doing? response:	How long has it been, Gray?
context: Why, you...\I'll stop this crazy ritual of yours!\He also used ice?\Lyon...\Huh?\Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray? response:	What's the meaning of this?
context: I'll stop this crazy ritual of yours!\He also used ice?\Lyon...\Huh?\Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this? response:	I can't believe you were the wizard the villagers called here.
context: He also used ice?\Lyon...\Huh?\Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here. response:	Did you come knowingly?
context: Lyon...\Huh?\Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly? response:	Or is this just a coincidence?
context: Huh?\Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence? response:	Well, no matter.
context: Lyon?\You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence?\Well, no matter. response:	Reitei Lyon, you know him?
context: You bastard... Do you have any idea what you're doing?\How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him? response:	Go now. I can handle things here myself.
context: How long has it been, Gray?\What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself. response:	You think we'll let you go so easily?!
context: What's the meaning of this?\I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?! response:	Stop Natsu! Don't move!
context: I can't believe you were the wizard the villagers called here.\Did you come knowingly?\Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move! response:	Natsu!
context: Did you come knowingly?\Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu! response:	Happy! Take care of Lucy!
context: Or is this just a coincidence?\Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy! response:	Aye!
context: Well, no matter.\Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy!\Aye! response:	Hey!
context: Reitei Lyon, you know him?\Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy!\Aye!\Hey! response:	Damn it, I can't move!
context: Go now. I can handle things here myself.\You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy!\Aye!\Hey!\Damn it, I can't move! response:	Happy, are you abandoning Natsu?
context: You think we'll let you go so easily?!\Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy!\Aye!\Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu? response:	He got encased by magic that freezes air!
context: Stop Natsu! Don't move!\Natsu!\Happy! Take care of Lucy!\Aye!\Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air! response:	At this rate we'll be turned to ice next!
context: Natsu!\Happy! Take care of Lucy!\Aye!\Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next! response:	But, what'll happen to Natsu?
context: Happy! Take care of Lucy!\Aye!\Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu? response:	If we're all done in, who'll protect the village?!
context: Aye!\Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?! response:	I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?
context: Hey!\Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it? response:	I'm sure Natsu'll be fine!
context: Damn it, I can't move!\Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine! response:	You think ice'd work against the Salamander?
context: Happy, are you abandoning Natsu?\He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander? response:	Aye!
context: He got encased by magic that freezes air!\At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye! response:	So you bought enough time for the woman and cat to get away?
context: At this rate we'll be turned to ice next!\But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away? response:	No matter... Sherry and the rest should have no problems against them.
context: But, what'll happen to Natsu?\If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them. response:	Don't underestimate Fairy Tail wizards, you!
context: If we're all done in, who'll protect the village?!\I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you! response:	Aye!
context: I'm sorry... It took a lot of effort to keep yourself from helping Natsu, didn't it?\I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye! response:	What are you doing?
context: I'm sure Natsu'll be fine!\You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing? response:	Always the one for theatrics.
context: You think ice'd work against the Salamander?\Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing?\Always the one for theatrics. response:	Wasn't he your ally?
context: Aye!\So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing?\Always the one for theatrics.\Wasn't he your ally? response:	You could magically explode that ice ball whenever you felt like it.
context: So you bought enough time for the woman and cat to get away?\No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing?\Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it. response:	So you made sure he's out of my magical power's range?
context: No matter... Sherry and the rest should have no problems against them.\Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing?\Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range? response:	Not bad, there.
context: Don't underestimate Fairy Tail wizards, you!\Aye!\What are you doing?\Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there. response:	Enough with the elder-student act already, Lyon.
context: Aye!\What are you doing?\Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon. response:	You're no longer Ul's pupil!
context: What are you doing?\Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil! response:	Neither are you, Gray.
context: Always the one for theatrics.\Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray. response:	Since Ul's no longer of this world.
context: Wasn't he your ally?\You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world. response:	She gave her life to seal away Deliora!
context: You could magically explode that ice ball whenever you felt like it.\So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora! response:	You're the one trying to destroy her legacy!
context: So you made sure he's out of my magical power's range?\Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy! response:	Don't rewrite history.
context: Not bad, there.\Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history. response:	You're the one who killed Ul!
context: Enough with the elder-student act already, Lyon.\You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul! response:	And yet you lived on, unashamed, Gray.
context: You're no longer Ul's pupil!\Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray. response:	Damn that Gray! I'll remember this!
context: Neither are you, Gray.\Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this! response:	What's with this ice, though? I can't melt it with fire...
context: Since Ul's no longer of this world.\She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire... response:	I don't have time for this! I've got to get to the village!
context: She gave her life to seal away Deliora!\You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village! response:	Damn it! It's hard to run like this!
context: You're the one trying to destroy her legacy!\Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this! response:	Why do you want to go to that island?
context: Don't rewrite history.\You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island? response:	Shut up and steer.
context: You're the one who killed Ul!\And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer. response:	Give us a break here!
context: And yet you lived on, unashamed, Gray.\Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer.\Give us a break here! response:	Galuna island is cursed! The rumors say that humans turn into demons!
context: Damn that Gray! I'll remember this!\What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons! response:	I don't care.
context: What's with this ice, though? I can't melt it with fire...\I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care. response:	Uh... Oh.
context: I don't have time for this! I've got to get to the village!\Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh. response:	I am going to punish some rule breakers.
context: Damn it! It's hard to run like this!\Why do you want to go to that island?\Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh.\I am going to punish some rule breakers. response:	That is all.
context: Why do you want to go to that island?\Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh.\I am going to punish some rule breakers.\That is all. response:	Cool!
context: Shut up and steer.\Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh.\I am going to punish some rule breakers.\That is all.\Cool! response:	You're awesome!
context: Give us a break here!\Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh.\I am going to punish some rule breakers.\That is all.\Cool!\You're awesome! response:	Let's go, Ma'am!
context: Galuna island is cursed! The rumors say that humans turn into demons!\I don't care.\Uh... Oh.\I am going to punish some rule breakers.\That is all.\Cool!\You're awesome!\Let's go, Ma'am! response:	We'll follow you anywhere!
context: I don't care.\Uh... Oh.\I am going to punish some rule breakers.\That is all.\Cool!\You're awesome!\Let's go, Ma'am!\We'll follow you anywhere! response:	Hurry!
