context: Miyazawa-san? response:	She's really scary when you make her mad.
context: She promised to meet me to talk about the Culture Fair today...\Tsubasa, you know anything?\She's useless.\Oh I know, Yukinon was drinking juice at the vending machine corner with Tonami.\Oh yeah... Yeah,\Why don't you ask Tonami-kun?\Thanks\What am I doing? response:	Miyazawa?!
context: Tsubasa, you know anything?\She's useless.\Oh I know, Yukinon was drinking juice at the vending machine corner with Tonami.\Oh yeah... Yeah,\Why don't you ask Tonami-kun?\Thanks\What am I doing?\Miyazawa?! response:	The only change that happened is that I stopped being vain,
context: She's useless.\Oh I know, Yukinon was drinking juice at the vending machine corner with Tonami.\Oh yeah... Yeah,\Why don't you ask Tonami-kun?\Thanks\What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain, response:	but my greediness hasn't changed one bit.
context: Oh I know, Yukinon was drinking juice at the vending machine corner with Tonami.\Oh yeah... Yeah,\Why don't you ask Tonami-kun?\Thanks\What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit. response:	Can this count as having changed?
context: Oh yeah... Yeah,\Why don't you ask Tonami-kun?\Thanks\What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed? response:	I feel gypped.
context: Why don't you ask Tonami-kun?\Thanks\What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped. response:	Oh, that's enough.
context: Thanks\What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped.\Oh, that's enough. response:	Worrying like this is just going to get me more depressed.
context: What am I doing?\Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed. response:	What about Arima?
context: Miyazawa?!\The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima? response:	I wonder if he thinks about this kind of thing all the time?
context: The only change that happened is that I stopped being vain,\but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time? response:	My real parents vanished, leaving me, their son, behind.
context: but my greediness hasn't changed one bit.\Can this count as having changed?\I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind. response:	I'm sure they were the shame of the family.
context: Can this count as having changed?\I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family. response:	That a kid born from such parents would never amount to anything.
context: I feel gypped.\Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything. response:	So?
context: Oh, that's enough.\Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So? response:	I had to become a perfectly flawless person.
context: Worrying like this is just going to get me more depressed.\What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person. response:	I absolutely had to.
context: What about Arima?\I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person.\I absolutely had to. response:	At that time, something occured to me.
context: I wonder if he thinks about this kind of thing all the time?\My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me. response:	Could it be that what I had believed was me until then was merely a fake I had created purely by effort?
context: My real parents vanished, leaving me, their son, behind.\I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort? response:	Was there another real me somewhere inside?
context: I'm sure they were the shame of the family.\That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside? response:	What if I'm a terrible person?!
context: That a kid born from such parents would never amount to anything.\So?\I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?! response:	What causes Arima to have dark feelings? What makes him suffer so much?
context: So?\I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much? response:	About the truth
context: I had to become a perfectly flawless person.\I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth response:	I still don't know anything about what it really is.
context: I absolutely had to.\At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is. response:	Th-that's... Arima?!
context: At that time, something occured to me.\Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is.\Th-that's... Arima?! response:	No! No! I don't want to look
context: Could it be that what I had believed was me until then was merely a fake I had created purely by effort?\Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look response:	Why? Isn't that you? He's crying.
context: Was there another real me somewhere inside?\What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying. response:	Are you just going to leave him like that?
context: What if I'm a terrible person?!\What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that? response:	If you're scared,
context: What causes Arima to have dark feelings? What makes him suffer so much?\About the truth\I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared, response:	I'll go with you.
context: About the truth\I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared,\I'll go with you. response:	This is something you have to solve yourself, Arima.
context: I still don't know anything about what it really is.\Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima. response:	I don't really know, but I have a feeling that it is.
context: Th-that's... Arima?!\No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is. response:	All I can do is support you.
context: No! No! I don't want to look\Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you. response:	Come this way.
context: Why? Isn't that you? He's crying.\Are you just going to leave him like that?\If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way. response:	Come on. Come on! What are you doing?! You cannot do that
context: Are you just going to leave him like that?\If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that response:	Arima!
context: If you're scared,\I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima! response:	Arima, that's not it.
context: I'll go with you.\This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it. response:	That's not what Arima wanted.
context: This is something you have to solve yourself, Arima.\I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it.\That's not what Arima wanted. response:	I felt that everybody, deep down, rejects me
context: I don't really know, but I have a feeling that it is.\All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me response:	and that they all have malice toward me.
context: All I can do is support you.\Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me. response:	My current parents were the first ones to alleviate that feeling.
context: Come this way.\Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling. response:	Even so, the thought of having people dislike me was terrifying just to imagine.
context: Come on. Come on! What are you doing?! You cannot do that\Arima!\Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine. response:	So I behaved so that nobody would dislike me, that nobody would look down upon me.
context: Arima!\Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me. response:	Before I knew it, I was called a model student,
context: Arima, that's not it.\That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student, response:	I'm scared but really I was only the product of my fear of getting hurt
context: That's not what Arima wanted.\I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt response:	and my refusal to get involved too deeply with others
context: I felt that everybody, deep down, rejects me\and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others response:	Arima.
context: and that they all have malice toward me.\My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima. response:	Sometime I think
context: My current parents were the first ones to alleviate that feeling.\Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima.\Sometime I think response:	I don't think analyzing yourself is very reliable.
context: Even so, the thought of having people dislike me was terrifying just to imagine.\So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima.\Sometime I think\I don't think analyzing yourself is very reliable. response:	R-really?
context: So I behaved so that nobody would dislike me, that nobody would look down upon me.\Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima.\Sometime I think\I don't think analyzing yourself is very reliable.\R-really? response:	I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.
context: Before I knew it, I was called a model student,\I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima.\Sometime I think\I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily. response:	You may not realize it,
context: I'm scared but really I was only the product of my fear of getting hurt\and my refusal to get involved too deeply with others\Arima.\Sometime I think\I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it, response:	but you've been influenced by?...many more things than you think. and you became the way you are.
context: and my refusal to get involved too deeply with others\Arima.\Sometime I think\I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are. response:	And besides, what you think changes a lot depending on your mood at the time.
context: Arima.\Sometime I think\I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time. response:	And I like the serious Arima too.
context: Sometime I think\I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too. response:	Even when I'm being difficult,
context: I don't think analyzing yourself is very reliable.\R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult, response:	she humors me so easily.
context: R-really?\I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily. response:	Against Miyazawa, I'm like a child.
context: I'm sure the reason you ended up the way you are now isn't something that can be put into words so easily.\You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child. response:	Without her, I'm...
context: You may not realize it,\but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm... response:	I still have to change. Miyazawa.
context: but you've been influenced by?...many more things than you think. and you became the way you are.\And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa. response:	I used to have almost absolute confidence,
context: And besides, what you think changes a lot depending on your mood at the time.\And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence, response:	and never thought about anyone but myself
context: And I like the serious Arima too.\Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself response:	And yet this change feels so good now.
context: Even when I'm being difficult,\she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now. response:	Oh, Arima! Where's Arima?
context: she humors me so easily.\Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima? response:	Arima...
context: Against Miyazawa, I'm like a child.\Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima... response:	Hey! Arima! Arima! Hey!
context: Without her, I'm...\I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey! response:	I wonder if we met to change each other.
context: I still have to change. Miyazawa.\I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other. response:	If so, by changing,
context: I used to have almost absolute confidence,\and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing, response:	maybe we're going to lose the necessity to stay as distinct beings.
context: and never thought about anyone but myself\And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings. response:	Well, that's fine too, I think.
context: And yet this change feels so good now.\Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think. response:	We'd seem similar, but we'd be different in little ways.
context: Oh, Arima! Where's Arima?\Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways. response:	Through repeated encounters and farewells we'll probably continue to change from now on.
context: Arima...\Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on. response:	Oh, is that really it, Sis?
context: Hey! Arima! Arima! Hey!\I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis? response:	Isn't that wrapping things up too well?
context: I wonder if we met to change each other.\If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well? response:	That's right!
context: If so, by changing,\maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right! response:	This isn't the time to be dwelling by myself.
context: maybe we're going to lose the necessity to stay as distinct beings.\Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself. response:	We haven't grasped anything definite yet!
context: Well, that's fine too, I think.\We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet! response:	And let's promise,
context: We'd seem similar, but we'd be different in little ways.\Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise, response:	that even if that does happens some day,
context: Through repeated encounters and farewells we'll probably continue to change from now on.\Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day, response:	that we'll never forget the things we felt together.
context: Oh, is that really it, Sis?\Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together. response:	A review of what's happened!
context: Isn't that wrapping things up too well?\That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened! response:	Pardon our abruptness,
context: That's right!\This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness, response:	but our sister, the masked model student Miyazawa Yukino...
context: This isn't the time to be dwelling by myself.\We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino... response:	She lived only to show off in front of others,
context: We haven't grasped anything definite yet!\And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others, response:	no matter what.
context: And let's promise,\that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what. response:	She successfully played the perfect model student in public...
context: that even if that does happens some day,\that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public... response:	She's so narcissistic!
context: that we'll never forget the things we felt together.\A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public...\She's so narcissistic! response:	But because of a certain error on her part,
context: A review of what's happened!\Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part, response:	that mask was finally stripped away!
context: Pardon our abruptness,\but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away! response:	Oh she's so careless!
context: but our sister, the masked model student Miyazawa Yukino...\She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless! response:	The one lucky, or perhaps unlucky,
context: She lived only to show off in front of others,\no matter what.\She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky, response:	enough to first find out her true identity was an unusual person named...
context: no matter what.\She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named... response:	Arima Souichirou! (Sis's classmate)
context: She successfully played the perfect model student in public...\She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate) response:	He was also a perfect model student.
context: She's so narcissistic!\But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student. response:	He gets excellent grades,
context: But because of a certain error on her part,\that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades, response:	excels at every sport, and is generally?
context: that mask was finally stripped away!\Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally? response:	and who would never make any enemies.
context: Oh she's so careless!\The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies. response:	In addition, he was totally a Gucci?
context: The one lucky, or perhaps unlucky,\enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci? response:	However, he was quite a wily dude himself.
context: enough to first find out her true identity was an unusual person named...\Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself. response:	He was rather an evil schemer..
context: Arima Souichirou! (Sis's classmate)\He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer.. response:	Sis is in big trouble!
context: He was also a perfect model student.\He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble! response:	But she ended up feeling love for the first time,
context: He gets excellent grades,\excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time, response:	towards her enemy of all people, and got herself into a panic.
context: excels at every sport, and is generally?\and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic. response:	Sis fell into a total mess of a situation!
context: and who would never make any enemies.\In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation! response:	After being in a state of ineffectiveness...
context: In addition, he was totally a Gucci?\However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness... response:	After a lot of fuss, they make up.
context: However, he was quite a wily dude himself.\He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up. response:	They come to hold a secret as model students...
context: He was rather an evil schemer..\Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students... response:	though how they became that way differed.
context: Sis is in big trouble!\But she ended up feeling love for the first time,\towards her enemy of all people, and got herself into a panic.\Sis fell into a total mess of a situation!\After being in a state of ineffectiveness...\After a lot of fuss, they make up.\They come to hold a secret as model students...\though how they became that way differed. response:	And later, after passing through phases as...
