context: Shuichi response:	Are we there yet?
context: It's almost dark.\I have to apologize.\I have to apologize lots to Noel.\Motor boats\Noel.\Noel!\Noel.\Noel! response:	Noel.
context: I have to apologize.\I have to apologize lots to Noel.\Motor boats\Noel.\Noel!\Noel.\Noel!\Noel. response:	Lake Kiriya Shore Shiihara
context: I have to apologize lots to Noel.\Motor boats\Noel.\Noel!\Noel.\Noel!\Noel.\Lake Kiriya Shore Shiihara response:	Excuse me.
context: Motor boats\Noel.\Noel!\Noel.\Noel!\Noel.\Lake Kiriya Shore Shiihara\Excuse me. response:	Sorry, it's just that I'm looking for someone.
context: Noel.\Noel!\Noel.\Noel!\Noel.\Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone. response:	A small girl.
context: Noel!\Noel.\Noel!\Noel.\Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl. response:	Is she lost?
context: Noel.\Noel!\Noel.\Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost? response:	No, not exactly.
context: Noel!\Noel.\Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost?\No, not exactly. response:	Do you know a girl named Noel?
context: Noel.\Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost?\No, not exactly.\Do you know a girl named Noel? response:	She's dressed weird.
context: Lake Kiriya Shore Shiihara\Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost?\No, not exactly.\Do you know a girl named Noel?\She's dressed weird. response:	Is she from abroad?
context: Excuse me.\Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost?\No, not exactly.\Do you know a girl named Noel?\She's dressed weird.\Is she from abroad? response:	I guess it was hopeless to look for her.
context: Sorry, it's just that I'm looking for someone.\A small girl.\Is she lost?\No, not exactly.\Do you know a girl named Noel?\She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her. response:	Never show up in front of me again.
context: A small girl.\Is she lost?\No, not exactly.\Do you know a girl named Noel?\She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again. response:	Why did I say something like that?
context: Is she lost?\No, not exactly.\Do you know a girl named Noel?\She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that? response:	The observatory.
context: No, not exactly.\Do you know a girl named Noel?\She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that?\The observatory. response:	You're so good, Nonoka.
context: Do you know a girl named Noel?\She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that?\The observatory.\You're so good, Nonoka. response:	Mom is even better.
context: She's dressed weird.\Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that?\The observatory.\You're so good, Nonoka.\Mom is even better. response:	'Cause Mom taught me.
context: Is she from abroad?\I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that?\The observatory.\You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me. response:	She's even better than you?
context: I guess it was hopeless to look for her.\Never show up in front of me again.\Why did I say something like that?\The observatory.\You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me.\She's even better than you? response:	Yup.
context: Never show up in front of me again.\Why did I say something like that?\The observatory.\You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me.\She's even better than you?\Yup. response:	I want to hear your mom sing, too.
context: Why did I say something like that?\The observatory.\You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me.\She's even better than you?\Yup.\I want to hear your mom sing, too. response:	Both me and Mom are leaving town today.
context: The observatory.\You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me.\She's even better than you?\Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today. response:	We're moving to Tokyo.
context: You're so good, Nonoka.\Mom is even better.\'Cause Mom taught me.\She's even better than you?\Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo. response:	Are you going far away?
context: Mom is even better.\'Cause Mom taught me.\She's even better than you?\Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away? response:	I know, I'll bring Mom.
context: 'Cause Mom taught me.\She's even better than you?\Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom. response:	I'll tell her about you. She'd be glad to come.
context: She's even better than you?\Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come. response:	Really?
context: Yup.\I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really? response:	Wait here, I'll be right back.
context: I want to hear your mom sing, too.\Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back. response:	I'll be waiting.
context: Both me and Mom are leaving town today.\We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back.\I'll be waiting. response:	Nonoka, where were you?
context: We're moving to Tokyo.\Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you? response:	We're leaving right away.
context: Are you going far away?\I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you?\We're leaving right away. response:	What's wrong?
context: I know, I'll bring Mom.\I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you?\We're leaving right away.\What's wrong? response:	Noel's waiting.
context: I'll tell her about you. She'd be glad to come.\Really?\Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you?\We're leaving right away.\What's wrong?\Noel's waiting. response:	And I haven't said bye to everyone yet.
context: Really?\Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you?\We're leaving right away.\What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet. response:	We have to catch the ferry.
context: Wait here, I'll be right back.\I'll be waiting.\Nonoka, where were you?\We're leaving right away.\What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry. response:	Don't give Mom so much trouble.
context: I'll be waiting.\Nonoka, where were you?\We're leaving right away.\What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble. response:	Are we coming back here right away?
context: Nonoka, where were you?\We're leaving right away.\What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away? response:	Yeah, of course.
context: We're leaving right away.\What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course. response:	All three of us will be back.
context: What's wrong?\Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course.\All three of us will be back. response:	Noel, I
context: Noel's waiting.\And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course.\All three of us will be back.\Noel, I response:	Hey.
context: And I haven't said bye to everyone yet.\We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course.\All three of us will be back.\Noel, I\Hey. response:	I believed you.
context: We have to catch the ferry.\Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course.\All three of us will be back.\Noel, I\Hey.\I believed you. response:	I believed you'd come back for me.
context: Don't give Mom so much trouble.\Are we coming back here right away?\Yeah, of course.\All three of us will be back.\Noel, I\Hey.\I believed you.\I believed you'd come back for me. response:	I'm sorry.
context: Are we coming back here right away?\Yeah, of course.\All three of us will be back.\Noel, I\Hey.\I believed you.\I believed you'd come back for me.\I'm sorry. response:	Noel.
context: Yeah, of course.\All three of us will be back.\Noel, I\Hey.\I believed you.\I believed you'd come back for me.\I'm sorry.\Noel. response:	I'm sorry.
context: All three of us will be back.\Noel, I\Hey.\I believed you.\I believed you'd come back for me.\I'm sorry.\Noel.\I'm sorry. response:	I'm back.
context: Noel, I\Hey.\I believed you.\I believed you'd come back for me.\I'm sorry.\Noel.\I'm sorry.\I'm back. response:	I'm back, Noel.
context: Hey.\I believed you.\I believed you'd come back for me.\I'm sorry.\Noel.\I'm sorry.\I'm back.\I'm back, Noel. response:	This time...
context: I believed you.\I believed you'd come back for me.\I'm sorry.\Noel.\I'm sorry.\I'm back.\I'm back, Noel.\This time... response:	This time, it's my turn to fulfill my promise.
context: I believed you'd come back for me.\I'm sorry.\Noel.\I'm sorry.\I'm back.\I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise. response:	Your promise?
context: I'm sorry.\Noel.\I'm sorry.\I'm back.\I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise.\Your promise? response:	Yep, that's what I'm here for.
context: Noel.\I'm sorry.\I'm back.\I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise.\Your promise?\Yep, that's what I'm here for. response:	To grant your wishes.
context: I'm sorry.\I'm back.\I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise.\Your promise?\Yep, that's what I'm here for.\To grant your wishes. response:	Their Promise.
context: I'm back.\I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise.\Your promise?\Yep, that's what I'm here for.\To grant your wishes.\Their Promise. response:	Enjoy.
context: I'm back, Noel.\This time...\This time, it's my turn to fulfill my promise.\Your promise?\Yep, that's what I'm here for.\To grant your wishes.\Their Promise.\Enjoy. response:	Their Promise
