context: Is it true, Lizardia? response:	Yes, High Priestess.
context: No thanks!\Fifteen-all.\Salamandinay-sama, right hand, green.\Ange, left hand, red.\This is more than I expected, Ange.\What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level. response:	Salamandinay-sama, left hand, red.
context: Fifteen-all.\Salamandinay-sama, right hand, green.\Ange, left hand, red.\This is more than I expected, Ange.\What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red. response:	So I am really enjoying this.
context: Salamandinay-sama, right hand, green.\Ange, left hand, red.\This is more than I expected, Ange.\What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this. response:	Damn you!
context: Ange, left hand, red.\This is more than I expected, Ange.\What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you! response:	You're using your tail! Isn't that cheating?
context: This is more than I expected, Ange.\What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating? response:	Don't!
context: What?\I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating?\Don't! response:	Hey!
context: I was looking forward to this, somewhat...\Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating?\Don't!\Hey! response:	Biting my tail is cheating!
context: Until now, there has been no one who could fight on my level.\Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating?\Don't!\Hey!\Biting my tail is cheating! response:	You don't have to cry about it.
context: Salamandinay-sama, left hand, red.\So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating?\Don't!\Hey!\Biting my tail is cheating!\You don't have to cry about it. response:	I know, but...
context: So I am really enjoying this.\Damn you!\You're using your tail! Isn't that cheating?\Don't!\Hey!\Biting my tail is cheating!\You don't have to cry about it.\I know, but... response:	The princess is laughing.
context: Damn you!\You're using your tail! Isn't that cheating?\Don't!\Hey!\Biting my tail is cheating!\You don't have to cry about it.\I know, but...\The princess is laughing. response:	I don't think I've ever seen her like that.
context: You're using your tail! Isn't that cheating?\Don't!\Hey!\Biting my tail is cheating!\You don't have to cry about it.\I know, but...\The princess is laughing.\I don't think I've ever seen her like that. response:	I am impressed, Ange.
context: Don't!\Hey!\Biting my tail is cheating!\You don't have to cry about it.\I know, but...\The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange. response:	You have impressive skill.
context: Hey!\Biting my tail is cheating!\You don't have to cry about it.\I know, but...\The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill. response:	You're not bad either,
context: Biting my tail is cheating!\You don't have to cry about it.\I know, but...\The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill.\You're not bad either, response:	Salamanday.
context: You don't have to cry about it.\I know, but...\The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill.\You're not bad either,\Salamanday. response:	It's Salamandinay.
context: I know, but...\The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill.\You're not bad either,\Salamanday.\It's Salamandinay. response:	I'd never had such a match in Iaria, either.
context: The princess is laughing.\I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill.\You're not bad either,\Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either. response:	Iaria?
context: I don't think I've ever seen her like that.\I am impressed, Ange.\You have impressive skill.\You're not bad either,\Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria? response:	It's a sport in my world.
context: I am impressed, Ange.\You have impressive skill.\You're not bad either,\Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world. response:	Then let us play your Iaria next time.
context: You have impressive skill.\You're not bad either,\Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world.\Then let us play your Iaria next time. response:	We can't.
context: You're not bad either,\Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world.\Then let us play your Iaria next time.\We can't. response:	Why not?
context: Salamanday.\It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world.\Then let us play your Iaria next time.\We can't.\Why not? response:	Because Normas aren't allowed to play.
context: It's Salamandinay.\I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world.\Then let us play your Iaria next time.\We can't.\Why not?\Because Normas aren't allowed to play. response:	Norma... a non-human incapable of using mana.
context: I'd never had such a match in Iaria, either.\Iaria?\It's a sport in my world.\Then let us play your Iaria next time.\We can't.\Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana. response:	How twisted...
context: Iaria?\It's a sport in my world.\Then let us play your Iaria next time.\We can't.\Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted... response:	For the haves to discriminate against the have-nots.
context: It's a sport in my world.\Then let us play your Iaria next time.\We can't.\Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots. response:	No matter how much we suffer,
context: Then let us play your Iaria next time.\We can't.\Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer, response:	we study with Aura, and think and exist within bonds of caring for one another.
context: We can't.\Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another. response:	Do you not feel anything about a world as twisted as yours?
context: Why not?\Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours? response:	I know that as a princess, you were once in a position to lead others.
context: Because Normas aren't allowed to play.\Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others. response:	Is it not your duty as a leader to right the world's wrongs?
context: Norma... a non-human incapable of using mana.\How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs? response:	How convenient of you.
context: How twisted...\For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you. response:	I'm not a princess anymore.
context: For the haves to discriminate against the have-nots.\No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore. response:	Leadership, duty, that's none of my business.
context: No matter how much we suffer,\we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business. response:	Besides, some people are content with that twisted world. So who cares?
context: we study with Aura, and think and exist within bonds of caring for one another.\Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares? response:	In the end, it's you people who want to change the world.
context: Do you not feel anything about a world as twisted as yours?\I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world. response:	Embryo and Aura have nothing to do with me.
context: I know that as a princess, you were once in a position to lead others.\Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me. response:	Then what will you do now?
context: Is it not your duty as a leader to right the world's wrongs?\How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now? response:	Huh?
context: How convenient of you.\I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh? response:	Knowing the truth, do you still intend to do nothing?
context: I'm not a princess anymore.\Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing? response:	You have some interesting friends.
context: Leadership, duty, that's none of my business.\Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends. response:	Right?
context: Besides, some people are content with that twisted world. So who cares?\In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right? response:	And then when I fell asleep,
context: In the end, it's you people who want to change the world.\Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right?\And then when I fell asleep, response:	Salia started reading a secret book from inside my drawer.
context: Embryo and Aura have nothing to do with me.\Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer. response:	What the?
context: Then what will you do now?\Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the? response:	Salamandinay-sama!
context: Huh?\Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama! response:	It's the Iaria stadium.
context: Knowing the truth, do you still intend to do nothing?\You have some interesting friends.\Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama!\It's the Iaria stadium. response:	What the?
context: You have some interesting friends.\Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama!\It's the Iaria stadium.\What the? response:	This way!
context: Right?\And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama!\It's the Iaria stadium.\What the?\This way! response:	The house!
context: And then when I fell asleep,\Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama!\It's the Iaria stadium.\What the?\This way!\The house! response:	Enryugou!
context: Salia started reading a secret book from inside my drawer.\What the?\Salamandinay-sama!\It's the Iaria stadium.\What the?\This way!\The house!\Enryugou! response:	Kaname, notify the high priestess.
context: What the?\Salamandinay-sama!\It's the Iaria stadium.\What the?\This way!\The house!\Enryugou!\Kaname, notify the high priestess. response:	Naga, take those two somewhere safe.
context: Salamandinay-sama!\It's the Iaria stadium.\What the?\This way!\The house!\Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe. response:	Yes.
context: It's the Iaria stadium.\What the?\This way!\The house!\Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes. response:	Ange, we will continue our competition later.
context: What the?\This way!\The house!\Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later. response:	Once we notify the high priestess, we should go, too.
context: This way!\The house!\Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too. response:	I know.
context: The house!\Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know. response:	You two come this way.
context: Enryugou!\Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know.\You two come this way. response:	Huh?
context: Kaname, notify the high priestess.\Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know.\You two come this way.\Huh? response:	Wh-What are you doing?
context: Naga, take those two somewhere safe.\Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know.\You two come this way.\Huh?\Wh-What are you doing? response:	I'm going to help Vivian.
context: Yes.\Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know.\You two come this way.\Huh?\Wh-What are you doing?\I'm going to help Vivian. response:	Wait, we aren't done repairing that machine yet!
context: Ange, we will continue our competition later.\Once we notify the high priestess, we should go, too.\I know.\You two come this way.\Huh?\Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet! response:	This place is dangerous. Escape to the temple!
context: Once we notify the high priestess, we should go, too.\I know.\You two come this way.\Huh?\Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple! response:	Salamandinay-sama!
context: I know.\You two come this way.\Huh?\Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama! response:	Hurry!
context: You two come this way.\Huh?\Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry! response:	Help!
context: Huh?\Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry!\Help! response:	Mii!
context: Wh-What are you doing?\I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry!\Help!\Mii! response:	Ow.
context: I'm going to help Vivian.\Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry!\Help!\Mii!\Ow. response:	Were you all right, Mii?
context: Wait, we aren't done repairing that machine yet!\This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry!\Help!\Mii!\Ow.\Were you all right, Mii? response:	Mom-san!
context: This place is dangerous. Escape to the temple!\Salamandinay-sama!\Hurry!\Help!\Mii!\Ow.\Were you all right, Mii?\Mom-san! response:	Dammit, dammit!
context: Salamandinay-sama!\Hurry!\Help!\Mii!\Ow.\Were you all right, Mii?\Mom-san!\Dammit, dammit! response:	What am I supposed to do?
context: Hurry!\Help!\Mii!\Ow.\Were you all right, Mii?\Mom-san!\Dammit, dammit!\What am I supposed to do? response:	Retreat, Salamandinay.
context: Help!\Mii!\Ow.\Were you all right, Mii?\Mom-san!\Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay. response:	High priestess...
context: Mii!\Ow.\Were you all right, Mii?\Mom-san!\Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay.\High priestess... response:	The Ryushinki is pivotal in the fight to recover Aura.
context: Ow.\Were you all right, Mii?\Mom-san!\Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura. response:	Voice communication
context: Were you all right, Mii?\Mom-san!\Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication response:	We cannot risk it.
context: Mom-san!\Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it. response:	But...
context: Dammit, dammit!\What am I supposed to do?\Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it.\But... response:	The people of Vivel are headed that way.
context: What am I supposed to do?\Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it.\But...\The people of Vivel are headed that way. response:	Let them take care of the rest.
context: Retreat, Salamandinay.\High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it.\But...\The people of Vivel are headed that way.\Let them take care of the rest. response:	That won't be enough.
context: High priestess...\The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it.\But...\The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough. response:	Retreat.
context: The Ryushinki is pivotal in the fight to recover Aura.\Voice communication\We cannot risk it.\But...\The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough.\Retreat. response:	I cannot abandon these people!
context: Voice communication\We cannot risk it.\But...\The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough.\Retreat.\I cannot abandon these people! response:	This is an order.
context: We cannot risk it.\But...\The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough.\Retreat.\I cannot abandon these people!\This is an order. response:	Why are you just standing there, Salamandrill?
context: But...\The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough.\Retreat.\I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill? response:	Ange!
context: The people of Vivel are headed that way.\Let them take care of the rest.\That won't be enough.\Retreat.\I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill?\Ange! response:	What is that?
context: Let them take care of the rest.\That won't be enough.\Retreat.\I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill?\Ange!\What is that? response:	It's Embryo.
context: That won't be enough.\Retreat.\I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill?\Ange!\What is that?\It's Embryo. response:	Embryo can control time and space.
context: Retreat.\I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill?\Ange!\What is that?\It's Embryo.\Embryo can control time and space. response:	Me, my dad, my friends...
context: I cannot abandon these people!\This is an order.\Why are you just standing there, Salamandrill?\Ange!\What is that?\It's Embryo.\Embryo can control time and space.\Me, my dad, my friends... response:	They all died, buried in rock!
context: This is an order.\Why are you just standing there, Salamandrill?\Ange!\What is that?\It's Embryo.\Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock! response:	Like that!
context: Why are you just standing there, Salamandrill?\Ange!\What is that?\It's Embryo.\Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock!\Like that! response:	Vivian...
context: Ange!\What is that?\It's Embryo.\Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock!\Like that!\Vivian... response:	Why did you do that? It was dangerous.
context: What is that?\It's Embryo.\Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock!\Like that!\Vivian...\Why did you do that? It was dangerous. response:	I have training! I'd have been fine.
context: It's Embryo.\Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock!\Like that!\Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine. response:	It's a mother's duty to protect her child.
context: Embryo can control time and space.\Me, my dad, my friends...\They all died, buried in rock!\Like that!\Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child. response:	Mom-san...
context: Me, my dad, my friends...\They all died, buried in rock!\Like that!\Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san... response:	Vivian!
context: They all died, buried in rock!\Like that!\Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san...\Vivian! response:	Vivian!
context: Like that!\Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san...\Vivian!\Vivian! response:	What do we do, Salamando?
context: Vivian...\Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san...\Vivian!\Vivian!\What do we do, Salamando? response:	So long as we don't know what's causing it, there is nothing we can do.
context: Why did you do that? It was dangerous.\I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san...\Vivian!\Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do. response:	I know! We have that thing.
context: I have training! I'd have been fine.\It's a mother's duty to protect her child.\Mom-san...\Vivian!\Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing. response:	Huh?
context: It's a mother's duty to protect her child.\Mom-san...\Vivian!\Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh? response:	The thing that wrecked Arzenal.
context: Mom-san...\Vivian!\Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh?\The thing that wrecked Arzenal. response:	What if we used it to clear that tornado?
context: Vivian!\Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado? response:	It will not work.
context: Vivian!\What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work. response:	Why not?
context: What do we do, Salamando?\So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work.\Why not? response:	The Spacetime Convergence Cannon
context: So long as we don't know what's causing it, there is nothing we can do.\I know! We have that thing.\Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work.\Why not?\The Spacetime Convergence Cannon response:	will destroy not just the city, but the entire temple.
context: I know! We have that thing.\Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work.\Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple. response:	So cut the power by about 30.
context: Huh?\The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work.\Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30. response:	It cannot be adjusted so easily!
context: The thing that wrecked Arzenal.\What if we used it to clear that tornado?\It will not work.\Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily! response:	You're not very accommodating, damn it.
context: What if we used it to clear that tornado?\It will not work.\Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it. response:	Hurry up and go, Mii.
context: It will not work.\Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii. response:	I won't go.
context: Why not?\The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go. response:	I won't go without you.
context: The Spacetime Convergence Cannon\will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go.\I won't go without you. response:	Mii...
context: will destroy not just the city, but the entire temple.\So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go.\I won't go without you.\Mii... response:	I know.
context: So cut the power by about 30.\It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go.\I won't go without you.\Mii...\I know. response:	It doesn't need to be 30 less powerful...
context: It cannot be adjusted so easily!\You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go.\I won't go without you.\Mii...\I know.\It doesn't need to be 30 less powerful... response:	Huh?
context: You're not very accommodating, damn it.\Hurry up and go, Mii.\I won't go.\I won't go without you.\Mii...\I know.\It doesn't need to be 30 less powerful...\Huh? response:	I just have to cancel it out after you fire it!
context: Hurry up and go, Mii.\I won't go.\I won't go without you.\Mii...\I know.\It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it! response:	Like last time.
context: I won't go.\I won't go without you.\Mii...\I know.\It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it!\Like last time. response:	A counter-blast? That wouldn't be
context: I won't go without you.\Mii...\I know.\It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be response:	Whatever it is, we don't have a choice, do we?
context: Mii...\I know.\It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we? response:	But
context: I know.\It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But response:	Aren't you a princess, Salamanman?
context: It doesn't need to be 30 less powerful...\Huh?\I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman? response:	Stop the crisis and save your people.
context: Huh?\I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman?\Stop the crisis and save your people. response:	That's the duty of a ruler.
context: I just have to cancel it out after you fire it!\Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler. response:	I understand. We will do it!
context: Like last time.\A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it! response:	Spacetime Convergence Cannon
context: A counter-blast? That wouldn't be\Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon response:	Ange!
context: Whatever it is, we don't have a choice, do we?\But\Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon\Ange! response:	Ange!
context: But\Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon\Ange!\Ange! response:	You're falling, Ange!
context: Aren't you a princess, Salamanman?\Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon\Ange!\Ange!\You're falling, Ange! response:	I can see that!
context: Stop the crisis and save your people.\That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon\Ange!\Ange!\You're falling, Ange!\I can see that! response:	Hurry up and recover!
context: That's the duty of a ruler.\I understand. We will do it!\Spacetime Convergence Cannon\Ange!\Ange!\You're falling, Ange!\I can see that!\Hurry up and recover! response:	Not now of all times!
context: I understand. We will do it!\Spacetime Convergence Cannon\Ange!\Ange!\You're falling, Ange!\I can see that!\Hurry up and recover!\Not now of all times! response:	You're the weapon that destroyed the world, aren't you?
context: Spacetime Convergence Cannon\Ange!\Ange!\You're falling, Ange!\I can see that!\Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you? response:	Get a grip, Villkiss!
context: Ange!\Ange!\You're falling, Ange!\I can see that!\Hurry up and recover!\Not now of all times!\You're the weapon that destroyed the world, aren't you?\Get a grip, Villkiss! response:	Mom!
