context: OP response:	*TS* : Super Vodka; : Danger! Do not mix!
context: If someone were to, I wouldn't let them go easily.\Will you listen to what I have to say?\Sure.\If only I had listened to you earlier...\You still would not have been able to affect the fate of Tomoe Mami.\But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type. response:	That's very likely. I won't deny it.
context: Will you listen to what I have to say?\Sure.\If only I had listened to you earlier...\You still would not have been able to affect the fate of Tomoe Mami.\But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it. response:	You've already seen lots of people die like that, right? Just like that scene from yesterday.
context: Sure.\If only I had listened to you earlier...\You still would not have been able to affect the fate of Tomoe Mami.\But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday. response:	Yes.
context: If only I had listened to you earlier...\You still would not have been able to affect the fate of Tomoe Mami.\But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes. response:	How many?
context: You still would not have been able to affect the fate of Tomoe Mami.\But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many? response:	Too many to bother counting.
context: But your fate has changed.\Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many?\Too many to bother counting. response:	Will that room remain as it is forever?
context: Even if I can only save one person, that is enough to make me truly happy.\Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many?\Too many to bother counting.\Will that room remain as it is forever? response:	Tomoe Mami has no relatives.
context: Homura-chan seems to have experienced happiness, but it's kinda different from Mami-san's type.\That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many?\Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives. response:	I imagine it will be a while before anyone reports her missing.
context: That's very likely. I won't deny it.\You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many?\Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing. response:	No one will know that Mami-san is dead?
context: You've already seen lots of people die like that, right? Just like that scene from yesterday.\Yes.\How many?\Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead? response:	There's nothing we can do.
context: Yes.\How many?\Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do. response:	You won't leave behind a corpse if you die in that world.
context: How many?\Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world. response:	In this world, she is merely a lost soul.
context: Too many to bother counting.\Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul. response:	That is the fate of all Magical Girls.
context: Will that room remain as it is forever?\Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls. response:	That's so cruel.
context: Tomoe Mami has no relatives.\I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel. response:	She was always fighting alone to protect everyone.
context: I imagine it will be a while before anyone reports her missing.\No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone. response:	But to think that nobody will ever know...
context: No one will know that Mami-san is dead?\There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know... response:	It's too lonely.
context: There's nothing we can do.\You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely. response:	We all have made the contract and received this power.
context: You won't leave behind a corpse if you die in that world.\In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power. response:	It's not meant for anyone else.
context: In this world, she is merely a lost soul.\That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else. response:	All we can do is stand for what we believe in and continue to fight.
context: That is the fate of all Magical Girls.\That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight. response:	Even if nobody recognizes us, and nobody remembers who we are.
context: That's so cruel.\She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are. response:	There's absolutely nothing that we can do.
context: She was always fighting alone to protect everyone.\But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do. response:	But I remember her.
context: But to think that nobody will ever know...\It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her. response:	I'll never forget Mami-san.
context: It's too lonely.\We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san. response:	Never.
context: We all have made the contract and received this power.\It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san.\Never. response:	Is that so?
context: It's not meant for anyone else.\All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san.\Never.\Is that so? response:	I'm sure that would make her very happy.
context: All we can do is stand for what we believe in and continue to fight.\Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san.\Never.\Is that so?\I'm sure that would make her very happy. response:	I'm jealous.
context: Even if nobody recognizes us, and nobody remembers who we are.\There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san.\Never.\Is that so?\I'm sure that would make her very happy.\I'm jealous. response:	Homura-chan too! I definitely won't forget you!
context: There's absolutely nothing that we can do.\But I remember her.\I'll never forget Mami-san.\Never.\Is that so?\I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you! response:	I'll never forget how you saved us yesterday!
context: But I remember her.\I'll never forget Mami-san.\Never.\Is that so?\I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday! response:	Homura-chan.
context: I'll never forget Mami-san.\Never.\Is that so?\I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan. response:	You're too kind.
context: Never.\Is that so?\I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind. response:	You must remember that this kindness may lead you into even greater pain.
context: Is that so?\I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain. response:	What are you listening to?
context: I'm sure that would make her very happy.\I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to? response:	Lieder und Gesange.
context: I'm jealous.\Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange. response:	Oh, Debussy?
context: Homura-chan too! I definitely won't forget you!\I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange.\Oh, Debussy? response:	It's a beautiful piece, isn't it?
context: I'll never forget how you saved us yesterday!\Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it? response:	Most people don't expect me to be interested in classical music.
context: Homura-chan.\You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music. response:	So when I tell them that I know the name of a piece, they're always really surprised.
context: You're too kind.\You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised. response:	It's kind of unexpected, and they respect me for it.
context: You must remember that this kindness may lead you into even greater pain.\What are you listening to?\Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it. response:	Kyousuke, if you hadn't shown these to me, I probably never would have heard them.
context: What are you listening to?\Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them. response:	Sayaka, do you...
context: Lieder und Gesange.\Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you... response:	What is it?
context: Oh, Debussy?\It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it? response:	Do you hate me?
context: It's a beautiful piece, isn't it?\Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it?\Do you hate me? response:	Why are you still making me listen to music?
context: Most people don't expect me to be interested in classical music.\So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it?\Do you hate me?\Why are you still making me listen to music? response:	Are you trying to hurt me?
context: So when I tell them that I know the name of a piece, they're always really surprised.\It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it?\Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me? response:	But you like music.
context: It's kind of unexpected, and they respect me for it.\Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it?\Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me?\But you like music. response:	I don't want to listen to this!
context: Kyousuke, if you hadn't shown these to me, I probably never would have heard them.\Sayaka, do you...\What is it?\Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me?\But you like music.\I don't want to listen to this! response:	Just listening to music when I can't even play...
context: Sayaka, do you...\What is it?\Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me?\But you like music.\I don't want to listen to this!\Just listening to music when I can't even play... response:	I can't move them...
context: What is it?\Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me?\But you like music.\I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them... response:	I can't feel pain at all...
context: Do you hate me?\Why are you still making me listen to music?\Are you trying to hurt me?\But you like music.\I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all... response:	These hands are...
context: Why are you still making me listen to music?\Are you trying to hurt me?\But you like music.\I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all...\These hands are... response:	You'll be all right.
context: Are you trying to hurt me?\But you like music.\I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all...\These hands are...\You'll be all right. response:	I'm sure they'll get better.
context: But you like music.\I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all...\These hands are...\You'll be all right.\I'm sure they'll get better. response:	Don't lose hope. They'll heal someday.
context: I don't want to listen to this!\Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all...\These hands are...\You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday. response:	I was told to give up.
context: Just listening to music when I can't even play...\I can't move them...\I can't feel pain at all...\These hands are...\You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up. response:	The doctor came in-person and told me to give up on music.
context: I can't move them...\I can't feel pain at all...\These hands are...\You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music. response:	He said it's not possible with the current technology.
context: I can't feel pain at all...\These hands are...\You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology. response:	My hands will never move again.
context: These hands are...\You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again. response:	Unless miracles or magic exist, they won't get better.
context: You'll be all right.\I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better. response:	They do.
context: I'm sure they'll get better.\Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do. response:	Miracles and magic do exist.
context: Don't lose hope. They'll heal someday.\I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist. response:	I could have made friends with Homura-chan if I had talked to her.
context: I was told to give up.\The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her. response:	Why was she fighting with Mami-san?
context: The doctor came in-person and told me to give up on music.\He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san? response:	Huh? Hitomi-chan?
context: He said it's not possible with the current technology.\My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan? response:	Hitomi-chan!
context: My hands will never move again.\Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan! response:	About today's homework!
context: Unless miracles or magic exist, they won't get better.\They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan!\About today's homework! response:	Huh? It's just like the woman from that time.
context: They do.\Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time. response:	Hitomi-chan!
context: Miracles and magic do exist.\I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan! response:	Hey, Hitomi-chan!
context: I could have made friends with Homura-chan if I had talked to her.\Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan! response:	Oh my, Kaname-san. Hello.
context: Why was she fighting with Mami-san?\Huh? Hitomi-chan?\Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello. response:	Wh-What's wrong?
context: Huh? Hitomi-chan?\Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong? response:	Where are you going?
context: Hitomi-chan!\About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going? response:	Where am I going...
context: About today's homework!\Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going?\Where am I going... response:	I'm going to a place that's much better than this.
context: Huh? It's just like the woman from that time.\Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going?\Where am I going...\I'm going to a place that's much better than this. response:	Hitomi-chan...
context: Hitomi-chan!\Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going?\Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan... response:	Oh, I know! Why don't you come with me, Kaname-san?
context: Hey, Hitomi-chan!\Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going?\Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san? response:	Yes. That would be splendid.
context: Oh my, Kaname-san. Hello.\Wh-What's wrong?\Where are you going?\Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid. response:	What should I do?
context: Wh-What's wrong?\Where are you going?\Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do? response:	Could this be...
context: Where are you going?\Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do?\Could this be... response:	If I could just contact Homura-chan...
context: Where am I going...\I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do?\Could this be...\If I could just contact Homura-chan... response:	I don't know her phone number!
context: I'm going to a place that's much better than this.\Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do?\Could this be...\If I could just contact Homura-chan...\I don't know her phone number! response:	That's right... I'm useless.
context: Hitomi-chan...\Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do?\Could this be...\If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless. response:	I can't even run a small factory correctly.
context: Oh, I know! Why don't you come with me, Kaname-san?\Yes. That would be splendid.\What should I do?\Could this be...\If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly. response:	The way I am now...
context: Yes. That would be splendid.\What should I do?\Could this be...\If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now... response:	I've no place to go to.
context: What should I do?\Could this be...\If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now...\I've no place to go to. response:	Super Vodka
context: Could this be...\If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now...\I've no place to go to.\Super Vodka response:	Danger! Do not mix!
context: If I could just contact Homura-chan...\I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now...\I've no place to go to.\Super Vodka\Danger! Do not mix! response:	Super Vodka
context: I don't know her phone number!\That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now...\I've no place to go to.\Super Vodka\Danger! Do not mix!\Super Vodka response:	Danger! Do not mix!
context: That's right... I'm useless.\I can't even run a small factory correctly.\The way I am now...\I've no place to go to.\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix! response:	Super Vodka
context: I can't even run a small factory correctly.\The way I am now...\I've no place to go to.\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka response:	Danger! Do not mix!
context: The way I am now...\I've no place to go to.\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix! response:	Super Vodka
context: I've no place to go to.\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka response:	Danger! Do not mix!
context: Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix! response:	Super Vodka
context: Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka response:	Danger! Do not mix!
context: Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix! response:	Listen up, Madoka.
context: Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Listen up, Madoka. response:	If you mix these together, something bad will happen.
context: Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen. response:	It could kill everyone here.
context: Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here. response:	So you mustn't mix them.
context: Super Vodka\Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them. response:	No...
context: Danger! Do not mix!\Super Vodka\Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them.\No... response:	You can't do that!
context: Super Vodka\Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them.\No...\You can't do that! response:	It would be imprudent to interfere.
context: Danger! Do not mix!\Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them.\No...\You can't do that!\It would be imprudent to interfere. response:	This is a ritual of offering.
context: Listen up, Madoka.\If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them.\No...\You can't do that!\It would be imprudent to interfere.\This is a ritual of offering. response:	But it's dangerous!
context: If you mix these together, something bad will happen.\It could kill everyone here.\So you mustn't mix them.\No...\You can't do that!\It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous! response:	Everyone here will die!
context: It could kill everyone here.\So you mustn't mix them.\No...\You can't do that!\It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous!\Everyone here will die! response:	That's right. Everyone here will soon embark on a journey through wonderland.
context: So you mustn't mix them.\No...\You can't do that!\It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland. response:	Can't you understand how wonderful that would be?
context: No...\You can't do that!\It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be? response:	A living body is nothing more than a hindrance.
context: You can't do that!\It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance. response:	Kaname-san, you will come to understand soon enough.
context: It would be imprudent to interfere.\This is a ritual of offering.\But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough. response:	Let go of me!
context: This is a ritual of offering.\But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me! response:	What should I do?!
context: But it's dangerous!\Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?! response:	What should I do?!
context: Everyone here will die!\That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?!\What should I do?! response:	No... This is...
context: That's right. Everyone here will soon embark on a journey through wonderland.\Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?!\What should I do?!\No... This is... response:	No... Save me!
context: Can't you understand how wonderful that would be?\A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?!\What should I do?!\No... This is...\No... Save me! response:	Someone!
context: A living body is nothing more than a hindrance.\Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?!\What should I do?!\No... This is...\No... Save me!\Someone! response:	Is this my punishment?
context: Kaname-san, you will come to understand soon enough.\Let go of me!\What should I do?!\What should I do?!\No... This is...\No... Save me!\Someone!\Is this my punishment? response:	Because I'm weak? Because I'm a liar?
context: Let go of me!\What should I do?!\What should I do?!\No... This is...\No... Save me!\Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar? response:	I have to pay the price.
context: What should I do?!\What should I do?!\No... This is...\No... Save me!\Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price. response:	Sayaka-chan?!
context: What should I do?!\No... This is...\No... Save me!\Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?! response:	This should finish you!
context: No... This is...\No... Save me!\Someone!\Is this my punishment?\Because I'm weak? Because I'm a liar?\I have to pay the price.\Sayaka-chan?!\This should finish you! response:	Sorry about that.
