context: Juiz, it looks like I did it again. response:	-You killed? -Yes.
context: Lucky you, you've got an easy life.\-Accepted. -Huh?\Noblesse oblige. Please wait in front of the TV.\I pray you shall be a savior.\The TV?\These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1 response:	may have been those newly deployed by the Maritime Self-Defense Force.
context: -Accepted. -Huh?\Noblesse oblige. Please wait in front of the TV.\I pray you shall be a savior.\The TV?\These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force. response:	Lower House Committee on Audit and Oversight of Administration
context: Noblesse oblige. Please wait in front of the TV.\I pray you shall be a savior.\The TV?\These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration response:	People's Representative Party, Sewa Policy Research Group Osamu Yamamoto
context: I pray you shall be a savior.\The TV?\These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto response:	Mr. Prime Minister, isn't it true that you knew
context: The TV?\These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew response:	the missiles which hit our major cities were MSDF cruise missiles?!
context: These documents suggest that the missiles used on Careless Monday\Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?! response:	Lower House Committee on Audit and Oversight of Administration
context: Lower House Committee on Audit and Oversight of Administration\Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration response:	People's Representative Party, Sewa Policy Research Group Osamu Yamamoto
context: Broadcast from Lower House Committee Room 1\may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto response:	And we've also received info that the terrorists who caused this
context: may have been those newly deployed by the Maritime Self-Defense Force.\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this response:	are part of an organization calling itself Selecao.
context: Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao. response:	Relay
context: People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay response:	The Prime Minister has the floor.
context: Mr. Prime Minister, isn't it true that you knew\the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor. response:	-Uncle. -We can't hear you!
context: the missiles which hit our major cities were MSDF cruise missiles?!\Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you! response:	Uncle.
context: Lower House Committee on Audit and Oversight of Administration\People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle. response:	That's not what I meant!
context: People's Representative Party, Sewa Policy Research Group Osamu Yamamoto\And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle.\That's not what I meant! response:	Okay, I get what you're capable of.
context: And we've also received info that the terrorists who caused this\are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle.\That's not what I meant!\Okay, I get what you're capable of. response:	But still...
context: are part of an organization calling itself Selecao.\Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle.\That's not what I meant!\Okay, I get what you're capable of.\But still... response:	Saki Morimi?
context: Relay\The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle.\That's not what I meant!\Okay, I get what you're capable of.\But still...\Saki Morimi? response:	Oh, crap! I never read that message from yesterday!
context: The Prime Minister has the floor.\-Uncle. -We can't hear you!\Uncle.\That's not what I meant!\Okay, I get what you're capable of.\But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday! response:	I went home this morning without saying anything,
context: -Uncle. -We can't hear you!\Uncle.\That's not what I meant!\Okay, I get what you're capable of.\But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything, response:	but did something happen to you?!
context: Uncle.\That's not what I meant!\Okay, I get what you're capable of.\But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?! response:	I made her worry...
context: That's not what I meant!\Okay, I get what you're capable of.\But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?!\I made her worry... response:	Takizawa...
context: Okay, I get what you're capable of.\But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?!\I made her worry...\Takizawa... response:	Sorry I couldn't make it to the late show.
context: But still...\Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?!\I made her worry...\Takizawa...\Sorry I couldn't make it to the late show. response:	My memories aren't coming back, but I'm doing fine.
context: Saki Morimi?\Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?!\I made her worry...\Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine. response:	Say, how about we meet up now? There's something I want to ask you.
context: Oh, crap! I never read that message from yesterday!\I went home this morning without saying anything,\but did something happen to you?!\I made her worry...\Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you. response:	Now's not the time.
context: I went home this morning without saying anything,\but did something happen to you?!\I made her worry...\Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time. response:	She's not responding... I wonder if she's angry.
context: but did something happen to you?!\I made her worry...\Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry. response:	Guess I'll go apologize in person.
context: I made her worry...\Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person. response:	Juiz, about that girl I was with yesterday...
context: Takizawa...\Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday... response:	Yeah.
context: Sorry I couldn't make it to the late show.\My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah. response:	Did you see that Diet broadcast?
context: My memories aren't coming back, but I'm doing fine.\Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast? response:	I hear just saying Uncle sent his approval ratings up 10.
context: Say, how about we meet up now? There's something I want to ask you.\Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10. response:	Selecao Activity History
context: Now's not the time.\She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History response:	So you can get that for 60 yen, eh?
context: She's not responding... I wonder if she's angry.\Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh? response:	Selecao Activity History
context: Guess I'll go apologize in person.\Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History response:	Selecao Activity History
context: Juiz, about that girl I was with yesterday...\Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History response:	Juiz, it's me.
context: Yeah.\Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History\Juiz, it's me. response:	If you want to be professional models, just forget it.
context: Did you see that Diet broadcast?\I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it. response:	You'll have an easier time of it if you practice moderation.
context: I hear just saying Uncle sent his approval ratings up 10.\Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation. response:	My, Number 9 has really started changing his approach since his return.
context: Selecao Activity History\So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return. response:	Did anyone watch the Diet broadcast?
context: So you can get that for 60 yen, eh?\Selecao Activity History\Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast? response:	I wonder how Number 1 will respond to this.
context: Selecao Activity History\Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this. response:	A realist and a romantic.
context: Selecao Activity History\Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic. response:	I have no intention of taking either side, but as for cuteness...
context: Juiz, it's me.\If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness... response:	Oh, that's right. Do I have any plans for tonight?
context: If you want to be professional models, just forget it.\You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight? response:	Yes, Ma'am.
context: You'll have an easier time of it if you practice moderation.\My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am. response:	I may suddenly disappear, so make sure not to lose sight of me.
context: My, Number 9 has really started changing his approach since his return.\Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me. response:	Ma'am?
context: Did anyone watch the Diet broadcast?\I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am? response:	You see, I have a feeling I'll do it again tonight.
context: I wonder how Number 1 will respond to this.\A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight. response:	You were pretty lucky.
context: A realist and a romantic.\I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky. response:	As a survivor of that incident,
context: I have no intention of taking either side, but as for cuteness...\Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident, response:	how do you see the latest missile terrorism?
context: Oh, that's right. Do I have any plans for tonight?\Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism? response:	I'd like to hear your honest opinion.
context: Yes, Ma'am.\I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion. response:	Well...
context: I may suddenly disappear, so make sure not to lose sight of me.\Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well... response:	Well, up until now there were no casualties,
context: Ma'am?\You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties, response:	so that kind of rash opinion was possible.
context: You see, I have a feeling I'll do it again tonight.\You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible. response:	But there were victims of this recent incident,
context: You were pretty lucky.\As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident, response:	so I have the utmost sympathy for...
context: As a survivor of that incident,\how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for... response:	Oh, never mind. Thanks.
context: how do you see the latest missile terrorism?\I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks. response:	I see, so you're more like the crowd than I thought.
context: I'd like to hear your honest opinion.\Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought. response:	See, I wanted to hear a frank opinion
context: Well...\Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion response:	from one of the young people who will shoulder society's future.
context: Well, up until now there were no casualties,\so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future. response:	Not a conformist sound opinion.
context: so that kind of rash opinion was possible.\But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion. response:	But anyway, I'm glad you made it through safely.
context: But there were victims of this recent incident,\so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely. response:	Where there's life, there's hope.
context: so I have the utmost sympathy for...\Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope. response:	Okay, since you came all the way here, how about an early lunch?
context: Oh, never mind. Thanks.\I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch? response:	Our cafeteria is quite well-regarded.
context: I see, so you're more like the crowd than I thought.\See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded. response:	Meeting Room 13
context: See, I wanted to hear a frank opinion\from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13 response:	Yes, Sir!
context: from one of the young people who will shoulder society's future.\Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir! response:	This is weird... Am I in the wrong place?
context: Not a conformist sound opinion.\But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place? response:	I'm sorry.
context: But anyway, I'm glad you made it through safely.\Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry. response:	No, it's okay. I'm fine.
context: Where there's life, there's hope.\Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine. response:	Did you see the beef bowl girl?
context: Okay, since you came all the way here, how about an early lunch?\Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl? response:	Oh, yeah! It's been a while since the boss last pulled that trick.
context: Our cafeteria is quite well-regarded.\Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick. response:	Tell me about it. But you know, the boss may be the bad guy here,
context: Meeting Room 13\Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here, response:	but that girl was super dense!
context: Yes, Sir!\This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense! response:	If she'd caught on after being left alone there for almost an hour,
context: This is weird... Am I in the wrong place?\I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour, response:	she wouldn't have had a beef bowl dumped on her.
context: I'm sorry.\No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her. response:	Yeah, if she'd gotten a clue...
context: No, it's okay. I'm fine.\Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue... response:	More like, no way she'd land a job in this day and age
context: Did you see the beef bowl girl?\Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age response:	after vacationing right up until the day before the interview!
context: Oh, yeah! It's been a while since the boss last pulled that trick.\Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview! response:	Isn't it naive to think that you can get a job these days
context: Tell me about it. But you know, the boss may be the bad guy here,\but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days response:	just on the strength of your connections?
context: but that girl was super dense!\If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections? response:	Leave me alone!
context: If she'd caught on after being left alone there for almost an hour,\she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone! response:	I thought that was going too far, but you know, she's got talent.
context: she wouldn't have had a beef bowl dumped on her.\Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent. response:	Hello, Sangetsu Bakery.
context: Yeah, if she'd gotten a clue...\More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery. response:	Yes. Oh, thank you for all you've done for my sister!
context: More like, no way she'd land a job in this day and age\after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister! response:	Hmm? Oh, yes. Yes.
context: after vacationing right up until the day before the interview!\Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes. response:	I see.
context: Isn't it naive to think that you can get a job these days\just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see. response:	Yes. I'll pass on the message. Thank you for calling.
context: just on the strength of your connections?\Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling. response:	Yes. Goodbye.
context: Leave me alone!\I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye. response:	Leave me alone!
context: I thought that was going too far, but you know, she's got talent.\Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone! response:	I wanted to apologize for the day before yesterday,
context: Hello, Sangetsu Bakery.\Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday, response:	and there's something I'd like you to tell me, if you would.
context: Yes. Oh, thank you for all you've done for my sister!\Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would. response:	So I came in person.
context: Hmm? Oh, yes. Yes.\I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person. response:	Saki...
context: I see.\Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person.\Saki... response:	I guess it's only natural they'd reject me.
context: Yes. I'll pass on the message. Thank you for calling.\Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person.\Saki...\I guess it's only natural they'd reject me. response:	I thought if I sincerely apologized for missing the first interview,
context: Yes. Goodbye.\Leave me alone!\I wanted to apologize for the day before yesterday,\and there's something I'd like you to tell me, if you would.\So I came in person.\Saki...\I guess it's only natural they'd reject me.\I thought if I sincerely apologized for missing the first interview, response:	I could work things out, and I thought I'd gotten that chance.
