context: Good morning! response:	Morning!
context: Miss Emma!\Thank you for yesterday.\Mr. Jones...\Hello...\I'm sorry. I didn't notice it was you.\Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...? response:	Um...
context: Thank you for yesterday.\Mr. Jones...\Hello...\I'm sorry. I didn't notice it was you.\Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um... response:	Would you do me the honor...
context: Mr. Jones...\Hello...\I'm sorry. I didn't notice it was you.\Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um...\Would you do me the honor... response:	Please sir, buy some flowers.
context: Hello...\I'm sorry. I didn't notice it was you.\Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um...\Would you do me the honor...\Please sir, buy some flowers. response:	Flowers...
context: I'm sorry. I didn't notice it was you.\Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um...\Would you do me the honor...\Please sir, buy some flowers.\Flowers... response:	This park wouldn't be so crowded if it weren't for The Season.
context: Yesterday, your gloves...\Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um...\Would you do me the honor...\Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season. response:	On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...
context: Yes. In fact, I was just thinking of visiting the house.\Mr. Jones...?\Um...\Would you do me the honor...\Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival... response:	I'm sorry, I'm talking too much.
context: Mr. Jones...?\Um...\Would you do me the honor...\Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much. response:	That's all right... I don't mind.
context: Um...\Would you do me the honor...\Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind. response:	That large elm tree back there was apparently going to be chopped down, but...
context: Would you do me the honor...\Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but... response:	Oh, a squirrel.
context: Please sir, buy some flowers.\Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel. response:	What?
context: Flowers...\This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What? response:	Look, up there!
context: This park wouldn't be so crowded if it weren't for The Season.\On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What?\Look, up there! response:	Could it be that earlier, you also couldn't...?
context: On top of that, Sydenham's Crystal Palace was built here for the World Trade Festival...\I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What?\Look, up there!\Could it be that earlier, you also couldn't...? response:	Yes, my eyesight is somewhat...
context: I'm sorry, I'm talking too much.\That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What?\Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat... response:	Of course!
context: That's all right... I don't mind.\That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What?\Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course! response:	May I buy you a new pair of spectacles as a present?
context: That large elm tree back there was apparently going to be chopped down, but...\Oh, a squirrel.\What?\Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present? response:	What?
context: Oh, a squirrel.\What?\Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present?\What? response:	That's right, of course! Please let me buy them for you.
context: What?\Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you. response:	But really, I couldn't...
context: Look, up there!\Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you.\But really, I couldn't... response:	But look!
context: Could it be that earlier, you also couldn't...?\Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look! response:	Birds are flying...
context: Yes, my eyesight is somewhat...\Of course!\May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look!\Birds are flying... response:	Flowers are blooming...
context: Of course!\May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look!\Birds are flying...\Flowers are blooming... response:	Children are falling over!
context: May I buy you a new pair of spectacles as a present?\What?\That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look!\Birds are flying...\Flowers are blooming...\Children are falling over! response:	Really, it's no problem at all!
context: What?\That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look!\Birds are flying...\Flowers are blooming...\Children are falling over!\Really, it's no problem at all! response:	Rain...
context: That's right, of course! Please let me buy them for you.\But really, I couldn't...\But look!\Birds are flying...\Flowers are blooming...\Children are falling over!\Really, it's no problem at all!\Rain... response:	I'm sorry. They only had one left.
context: But really, I couldn't...\But look!\Birds are flying...\Flowers are blooming...\Children are falling over!\Really, it's no problem at all!\Rain...\I'm sorry. They only had one left. response:	Are you sure you don't want a carriage?
context: But look!\Birds are flying...\Flowers are blooming...\Children are falling over!\Really, it's no problem at all!\Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage? response:	But you just rented that umbrella...
context: Birds are flying...\Flowers are blooming...\Children are falling over!\Really, it's no problem at all!\Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella... response:	And to be honest, I rather like walking in the rain.
context: Flowers are blooming...\Children are falling over!\Really, it's no problem at all!\Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain. response:	To be honest, so do I.
context: Children are falling over!\Really, it's no problem at all!\Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I. response:	Well then, I'll say goodbye here.
context: Really, it's no problem at all!\Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here. response:	Your gloves...
context: Rain...\I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves... response:	It's all right, I'll come back again.
context: I'm sorry. They only had one left.\Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again. response:	The poor flowers have wilted...
context: Are you sure you don't want a carriage?\But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted... response:	Send my regards to the mistress. And please do think about the spectacles.
context: But you just rented that umbrella...\And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles. response:	That he should send wilted flowers!
context: And to be honest, I rather like walking in the rain.\To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers! response:	He really is careless.
context: To be honest, so do I.\Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless. response:	But, I cut their stems...
context: Well then, I'll say goodbye here.\Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless.\But, I cut their stems... response:	By taking in a little air and water, they seem to have regained their freshness.
context: Your gloves...\It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness. response:	Very well.
context: It's all right, I'll come back again.\The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well. response:	I'm sure the flowers weren't for me anyhow.
context: The poor flowers have wilted...\Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow. response:	He sends his regards to you.
context: Send my regards to the mistress. And please do think about the spectacles.\That he should send wilted flowers!\He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you. response:	Is that so...
context: That he should send wilted flowers!\He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so... response:	You've broken another cup?
context: He really is careless.\But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so...\You've broken another cup? response:	I'm sorry...
context: But, I cut their stems...\By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so...\You've broken another cup?\I'm sorry... response:	Sometimes you leave dust on the banisters. You must be more careful.
context: By taking in a little air and water, they seem to have regained their freshness.\Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so...\You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful. response:	Yes...
context: Very well.\I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so...\You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes... response:	Oh dear, I wonder who that dog belongs to?
context: I'm sure the flowers weren't for me anyhow.\He sends his regards to you.\Is that so...\You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to? response:	Well?
context: He sends his regards to you.\Is that so...\You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to?\Well? response:	How are they?
context: Is that so...\You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to?\Well?\How are they? response:	They might feel strange until you're used to them.
context: You've broken another cup?\I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to?\Well?\How are they?\They might feel strange until you're used to them. response:	Yes, ma'am.
context: I'm sorry...\Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to?\Well?\How are they?\They might feel strange until you're used to them.\Yes, ma'am. response:	The birds...
context: Sometimes you leave dust on the banisters. You must be more careful.\Yes...\Oh dear, I wonder who that dog belongs to?\Well?\How are they?\They might feel strange until you're used to them.\Yes, ma'am.\The birds... response:	How beautiful!
context: Yes...\Oh dear, I wonder who that dog belongs to?\Well?\How are they?\They might feel strange until you're used to them.\Yes, ma'am.\The birds...\How beautiful! response:	I didn't know... how beautiful this view was!
context: Oh dear, I wonder who that dog belongs to?\Well?\How are they?\They might feel strange until you're used to them.\Yes, ma'am.\The birds...\How beautiful!\I didn't know... how beautiful this view was! response:	What? You don't need them?
context: Well?\How are they?\They might feel strange until you're used to them.\Yes, ma'am.\The birds...\How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them? response:	That's correct.
context: How are they?\They might feel strange until you're used to them.\Yes, ma'am.\The birds...\How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them?\That's correct. response:	But...
context: They might feel strange until you're used to them.\Yes, ma'am.\The birds...\How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them?\That's correct.\But... response:	I'll be fine.
context: Yes, ma'am.\The birds...\How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them?\That's correct.\But...\I'll be fine. response:	I'll be fine, just as I am.
context: The birds...\How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them?\That's correct.\But...\I'll be fine.\I'll be fine, just as I am. response:	Forgive me... You were looking forward to it.
context: How beautiful!\I didn't know... how beautiful this view was!\What? You don't need them?\That's correct.\But...\I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it. response:	It's fine, really.
context: I didn't know... how beautiful this view was!\What? You don't need them?\That's correct.\But...\I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really. response:	I know, isn't there anything else you want instead?
context: What? You don't need them?\That's correct.\But...\I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead? response:	What?
context: That's correct.\But...\I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead?\What? response:	Whatever you want. Can't you think of anything?
context: But...\I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything? response:	Anything?
context: I'll be fine.\I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything?\Anything? response:	Yes, anything!
context: I'll be fine, just as I am.\Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything?\Anything?\Yes, anything! response:	Well, I suppose...
context: Forgive me... You were looking forward to it.\It's fine, really.\I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything?\Anything?\Yes, anything!\Well, I suppose... response:	Lace...
context: It's fine, really.\I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything?\Anything?\Yes, anything!\Well, I suppose...\Lace... response:	I would love to have even a single lace handkerchief...
context: I know, isn't there anything else you want instead?\What?\Whatever you want. Can't you think of anything?\Anything?\Yes, anything!\Well, I suppose...\Lace...\I would love to have even a single lace handkerchief... response:	A handkerchief? A handkerchief!
context: What?\Whatever you want. Can't you think of anything?\Anything?\Yes, anything!\Well, I suppose...\Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief! response:	Very well, I'll buy you 100, maybe 200!
context: Whatever you want. Can't you think of anything?\Anything?\Yes, anything!\Well, I suppose...\Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200! response:	What?
context: Anything?\Yes, anything!\Well, I suppose...\Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What? response:	No please, wait!
context: Yes, anything!\Well, I suppose...\Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What?\No please, wait! response:	Lace... It's been a dream of mine for years.
context: Well, I suppose...\Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What?\No please, wait!\Lace... It's been a dream of mine for years. response:	Lace?
context: Lace...\I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What?\No please, wait!\Lace... It's been a dream of mine for years.\Lace? response:	Thank you so much, Mr. Jones.
context: I would love to have even a single lace handkerchief...\A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What?\No please, wait!\Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones. response:	Not at all...
context: A handkerchief? A handkerchief!\Very well, I'll buy you 100, maybe 200!\What?\No please, wait!\Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones.\Not at all... response:	Young Master!
context: Very well, I'll buy you 100, maybe 200!\What?\No please, wait!\Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones.\Not at all...\Young Master! response:	You've bought even more useless objects?
context: What?\No please, wait!\Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones.\Not at all...\Young Master!\You've bought even more useless objects? response:	Why do you spend so much time every day in that store?
context: No please, wait!\Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones.\Not at all...\Young Master!\You've bought even more useless objects?\Why do you spend so much time every day in that store? response:	No reason...
context: Lace... It's been a dream of mine for years.\Lace?\Thank you so much, Mr. Jones.\Not at all...\Young Master!\You've bought even more useless objects?\Why do you spend so much time every day in that store?\No reason... response:	Next Episode: Two Worlds
