context: = LOGO START = response:	= LOGO END =
context: And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled. response:	The people who'd buy up fur in bulk are all gone...
context: Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone... response:	That's right.
context: This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right. response:	Usually I'd have a lot more customers here.
context: Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here. response:	Couldn't they just sell their fur to the merchants at the city gates?
context: While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates? response:	They're all pretty stingy.
context: That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy. response:	Knights and mercenaries on the other hand are quite generous.
context: What's the reason they're deliberating over its sale in the first place?\I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous. response:	Sometimes I even receive fancy clothes like the noblewomen wear as gifts.
context: I heard it's because the Northern expedition was canceled.\The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts. response:	Of course, they're very expensive.
context: The people who'd buy up fur in bulk are all gone...\That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive. response:	But the cost of furs before they're made into clothes is ridiculously cheap.
context: That's right.\Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap. response:	If they aren't sold and made into clothes, the city's income will drop quite a bit.
context: Usually I'd have a lot more customers here.\Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit. response:	You got it!
context: Couldn't they just sell their fur to the merchants at the city gates?\They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it! response:	But any barmaid in town can tell you that.
context: They're all pretty stingy.\Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that. response:	Pretend you didn't hear what I'm about to tell you.
context: Knights and mercenaries on the other hand are quite generous.\Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you. response:	Of course.
context: Sometimes I even receive fancy clothes like the noblewomen wear as gifts.\Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course. response:	I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.
context: Of course, they're very expensive.\But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur. response:	Even though they know it'll anger the craftsmen and the fur handlers.
context: But the cost of furs before they're made into clothes is ridiculously cheap.\If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers. response:	What's your source for this?
context: If they aren't sold and made into clothes, the city's income will drop quite a bit.\You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this? response:	Who knows?
context: You got it!\But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows? response:	Patrons will always leave a good bar drunk.
context: But any barmaid in town can tell you that.\Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows?\Patrons will always leave a good bar drunk. response:	I'd be nice if you were the same.
context: Pretend you didn't hear what I'm about to tell you.\Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same. response:	The drink will be hitting me pretty soon.
context: Of course.\I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon. response:	The tail dish is done!
context: I think that in all likelihood, they'll prevent the merchants outside from purchasing the fur.\Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done! response:	Okay!
context: Even though they know it'll anger the craftsmen and the fur handlers.\What's your source for this?\Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done!\Okay! response:	By the way,
context: What's your source for this?\Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done!\Okay!\By the way, response:	do you have a wife?
context: Who knows?\Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done!\Okay!\By the way,\do you have a wife? response:	She hasn't gotten a hold of my purse yet,
context: Patrons will always leave a good bar drunk.\I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done!\Okay!\By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet, response:	but she has a firm hold over my reins.
context: I'd be nice if you were the same.\The drink will be hitting me pretty soon.\The tail dish is done!\Okay!\By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins. response:	She must be a good person.
context: The drink will be hitting me pretty soon.\The tail dish is done!\Okay!\By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person. response:	That's too bad.
context: The tail dish is done!\Okay!\By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person.\That's too bad. response:	Those contain furs, huh.
context: Okay!\By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person.\That's too bad.\Those contain furs, huh. response:	Those do too.
context: By the way,\do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person.\That's too bad.\Those contain furs, huh.\Those do too. response:	And those.
context: do you have a wife?\She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person.\That's too bad.\Those contain furs, huh.\Those do too.\And those. response:	And those.
context: She hasn't gotten a hold of my purse yet,\but she has a firm hold over my reins.\She must be a good person.\That's too bad.\Those contain furs, huh.\Those do too.\And those.\And those. response:	At any rate,
context: but she has a firm hold over my reins.\She must be a good person.\That's too bad.\Those contain furs, huh.\Those do too.\And those.\And those.\At any rate, response:	the amount of money involved here must be huge.
context: She must be a good person.\That's too bad.\Those contain furs, huh.\Those do too.\And those.\And those.\At any rate,\the amount of money involved here must be huge. response:	You're not allowed.
context: That's too bad.\Those contain furs, huh.\Those do too.\And those.\And those.\At any rate,\the amount of money involved here must be huge.\You're not allowed. response:	You can't sell my tail.
context: Those contain furs, huh.\Those do too.\And those.\And those.\At any rate,\the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail. response:	I'm not a hunter.
context: Those do too.\And those.\And those.\At any rate,\the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail.\I'm not a hunter. response:	Your face says you're ready to sell anything that can be sold.
context: And those.\And those.\At any rate,\the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold. response:	That's not true.
context: And those.\At any rate,\the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true. response:	For instance, I wouldn't try to sell a strawberry growing on the side of the road.
context: At any rate,\the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road. response:	I buy goods from one person and sell to another.
context: the amount of money involved here must be huge.\You're not allowed.\You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another. response:	That is an unbreakable principle.
context: You're not allowed.\You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle. response:	So, what gossip have you heard about this time?
context: You can't sell my tail.\I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time? response:	This time it's another exceptionally interesting story.
context: I'm not a hunter.\Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story. response:	Oh right.
context: Your face says you're ready to sell anything that can be sold.\That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right. response:	Want to play a game?
context: That's not true.\For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right.\Want to play a game? response:	A game?
context: For instance, I wouldn't try to sell a strawberry growing on the side of the road.\I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right.\Want to play a game?\A game? response:	If you can figure out what kind of animal and what part of it this is using just your nose,
context: I buy goods from one person and sell to another.\That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right.\Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose, response:	I'll let you have anything you like for dinner.
context: That is an unbreakable principle.\So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right.\Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner. response:	Oh really.
context: So, what gossip have you heard about this time?\This time it's another exceptionally interesting story.\Oh right.\Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really. response:	Do you remember those merchants who were hanging around the town entrance?
context: This time it's another exceptionally interesting story.\Oh right.\Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance? response:	There has to be a reason for that.
context: Oh right.\Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that. response:	They wouldn't be waiting around like that if there weren't.
context: Want to play a game?\A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't. response:	Most likely, they think that at the end of the meeting,
context: A game?\If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting, response:	foreign trade will continue to be barred.
context: If you can figure out what kind of animal and what part of it this is using just your nose,\I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred. response:	You're not thinking of opening the package, are you?
context: I'll let you have anything you like for dinner.\Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you? response:	Of course not.
context: Oh really.\Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not. response:	Figure it out?
context: Do you remember those merchants who were hanging around the town entrance?\There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not.\Figure it out? response:	Wait.
context: There has to be a reason for that.\They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not.\Figure it out?\Wait. response:	Back to the subject,
context: They wouldn't be waiting around like that if there weren't.\Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not.\Figure it out?\Wait.\Back to the subject, response:	there's no mistake some major political power is pulling strings in the background.
context: Most likely, they think that at the end of the meeting,\foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not.\Figure it out?\Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background. response:	Some western merchant organization known for clothing materials?
context: foreign trade will continue to be barred.\You're not thinking of opening the package, are you?\Of course not.\Figure it out?\Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials? response:	A big company trying to attain a monopoly in the fur business?
context: You're not thinking of opening the package, are you?\Of course not.\Figure it out?\Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business? response:	At any rate...
context: Of course not.\Figure it out?\Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate... response:	Lawrence.
context: Figure it out?\Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence. response:	Figure it out?
context: Wait.\Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence.\Figure it out? response:	I think guessing wouldn't go well under your conditions.
context: Back to the subject,\there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions. response:	You're supposed to say that before you start.
context: there's no mistake some major political power is pulling strings in the background.\Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start. response:	Well that's true, but...
context: Some western merchant organization known for clothing materials?\A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but... response:	So? Your answer?
context: A big company trying to attain a monopoly in the fur business?\At any rate...\Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but...\So? Your answer? response:	I don't know the name,
context: At any rate...\Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but...\So? Your answer?\I don't know the name, response:	but it's the tail of a rodent with a big, flat tail.
context: Lawrence.\Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but...\So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail. response:	That's why I said it wouldn't go well.
context: Figure it out?\I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but...\So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well. response:	You knew?
context: I think guessing wouldn't go well under your conditions.\You're supposed to say that before you start.\Well that's true, but...\So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew? response:	When we came to this town,
context: You're supposed to say that before you start.\Well that's true, but...\So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew?\When we came to this town, response:	I had an uneasy feeling because I couldn't place this smell.
context: Well that's true, but...\So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell. response:	But not anymore.
context: So? Your answer?\I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore. response:	My memories of it came back.
context: I don't know the name,\but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back. response:	The game was really whether I could stop myself from crying from the nostalgia.
context: but it's the tail of a rodent with a big, flat tail.\That's why I said it wouldn't go well.\You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia. response:	Did you do it on purpose?
context: That's why I said it wouldn't go well.\You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose? response:	Do you think I'd take advantage of someone's goodwill?
context: You knew?\When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill? response:	You're always taking advantage of people.
context: When we came to this town,\I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people. response:	I will never forget this scent either.
context: I had an uneasy feeling because I couldn't place this smell.\But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either. response:	Me neither.
context: But not anymore.\My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either.\Me neither. response:	It smells fishy coming from you.
context: My memories of it came back.\The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either.\Me neither.\It smells fishy coming from you. response:	Sorry.
context: The game was really whether I could stop myself from crying from the nostalgia.\Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either.\Me neither.\It smells fishy coming from you.\Sorry. response:	Are you that troubled?
context: Did you do it on purpose?\Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either.\Me neither.\It smells fishy coming from you.\Sorry.\Are you that troubled? response:	With the money from Kumerson, you could easily set up a shop.
context: Do you think I'd take advantage of someone's goodwill?\You're always taking advantage of people.\I will never forget this scent either.\Me neither.\It smells fishy coming from you.\Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop. response:	Yes, that's true, but...
context: You're always taking advantage of people.\I will never forget this scent either.\Me neither.\It smells fishy coming from you.\Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but... response:	I have no right to stop you.
context: I will never forget this scent either.\Me neither.\It smells fishy coming from you.\Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you. response:	If you're not worried, why not relax a bit?
context: Me neither.\It smells fishy coming from you.\Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit? response:	I want to.
context: It smells fishy coming from you.\Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit?\I want to. response:	You're right.
context: Sorry.\Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit?\I want to.\You're right. response:	That's also true.
context: Are you that troubled?\With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit?\I want to.\You're right.\That's also true. response:	Roads to the north?
context: With the money from Kumerson, you could easily set up a shop.\Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit?\I want to.\You're right.\That's also true.\Roads to the north? response:	Yes.
context: Yes, that's true, but...\I have no right to stop you.\If you're not worried, why not relax a bit?\I want to.\You're right.\That's also true.\Roads to the north?\Yes. response:	There was little snow this year.
context: I have no right to stop you.\If you're not worried, why not relax a bit?\I want to.\You're right.\That's also true.\Roads to the north?\Yes.\There was little snow this year. response:	It shouldn't be too difficult.
context: If you're not worried, why not relax a bit?\I want to.\You're right.\That's also true.\Roads to the north?\Yes.\There was little snow this year.\It shouldn't be too difficult. response:	I'm heading towards Niohira.
context: I want to.\You're right.\That's also true.\Roads to the north?\Yes.\There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira. response:	You're purposely going to the heathen lands?
context: You're right.\That's also true.\Roads to the north?\Yes.\There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands? response:	But I guess that's what a merchant does.
context: That's also true.\Roads to the north?\Yes.\There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does. response:	Go anywhere to fill their bag of money.
context: Roads to the north?\Yes.\There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money. response:	But when we die in the end, we throw away that bag.
context: Yes.\There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag. response:	Then why do you labor for it?
context: There was little snow this year.\It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it? response:	To obtain it, just to throw it away?
context: It shouldn't be too difficult.\I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away? response:	You don't ask the same question when you clean your home.
context: I'm heading towards Niohira.\You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home. response:	Very well.
context: You're purposely going to the heathen lands?\But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well. response:	Will you be leaving soon?
context: But I guess that's what a merchant does.\Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon? response:	No.
context: Go anywhere to fill their bag of money.\But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon?\No. response:	I think I'll stay until the Fifty-man meeting ends.
context: But when we die in the end, we throw away that bag.\Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon?\No.\I think I'll stay until the Fifty-man meeting ends. response:	If you left now, you'd probably make it halfway there on your horse before that.
context: Then why do you labor for it?\To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon?\No.\I think I'll stay until the Fifty-man meeting ends.\If you left now, you'd probably make it halfway there on your horse before that. response:	Though it'd be better if you rode a long-haired breed instead.
context: To obtain it, just to throw it away?\You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon?\No.\I think I'll stay until the Fifty-man meeting ends.\If you left now, you'd probably make it halfway there on your horse before that.\Though it'd be better if you rode a long-haired breed instead. response:	There's one in the stable, isn't there?
context: You don't ask the same question when you clean your home.\Very well.\Will you be leaving soon?\No.\I think I'll stay until the Fifty-man meeting ends.\If you left now, you'd probably make it halfway there on your horse before that.\Though it'd be better if you rode a long-haired breed instead.\There's one in the stable, isn't there? response:	Its owner is a man from the north.
