context: Help me. response:	Somebody, help me.
context: Please raise your head.\My late husband was a person who never rejected anybody who came.\Then...\Minato-san!\M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you. response:	- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.
context: My late husband was a person who never rejected anybody who came.\Then...\Minato-san!\M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard. response:	There's no reason to reject them, whoever they may be.
context: Then...\Minato-san!\M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be. response:	I see. If you've already made up your mind, I have nothing to say anymore.
context: Minato-san!\M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore. response:	Well, let's talk about the details.
context: M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details. response:	Yes.
context: That's great, isn't it!\Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes. response:	Takami-san!
context: Miya, are you sure you should accept them so easily?\- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes.\Takami-san! response:	What? The last number?
context: - If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.\- This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes.\Takami-san!\What? The last number? response:	I understand. I'll keep watch, anyway.
context: - This must be the work of the gods and goddesses. - Oh no, it's because Minato-san worked hard.\There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes.\Takami-san!\What? The last number?\I understand. I'll keep watch, anyway. response:	This will be trouble.
context: There's no reason to reject them, whoever they may be.\I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes.\Takami-san!\What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble. response:	Next news.
context: I see. If you've already made up your mind, I have nothing to say anymore.\Well, let's talk about the details.\Yes.\Takami-san!\What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble.\Next news. response:	Shintou Teito Arboretum Abnormal Growth of Plants Next news.
context: Well, let's talk about the details.\Yes.\Takami-san!\What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news. response:	Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,
context: Yes.\Takami-san!\What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum, response:	Regarding the abnormal growth of the plants in the arboretum,
context: Takami-san!\What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum, response:	its management company, MBI is taking this case seriously...
context: What? The last number?\I understand. I'll keep watch, anyway.\This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously... response:	Ah, I forgot!
context: I understand. I'll keep watch, anyway.\This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot! response:	Oh, Mom?
context: This will be trouble.\Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom? response:	I'm going to be moving.
context: Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom?\I'm going to be moving. response:	Moving?!
context: Shintou Teito Arboretum Abnormal Growth of Plants Next news.\Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom?\I'm going to be moving.\Moving?! response:	What are you thinking at a time like this?!
context: Shintou Teito Arboretum Abnormal Growth of Plants Regarding the abnormal growth of the plants in the arboretum,\Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom?\I'm going to be moving.\Moving?!\What are you thinking at a time like this?! response:	Ah, um... about my allowance...
context: Regarding the abnormal growth of the plants in the arboretum,\its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom?\I'm going to be moving.\Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance... response:	Halved!
context: its management company, MBI is taking this case seriously...\Ah, I forgot!\Oh, Mom?\I'm going to be moving.\Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved! response:	Eh!
context: Ah, I forgot!\Oh, Mom?\I'm going to be moving.\Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved!\Eh! response:	I'll send you half the amount until you pass the entrance exam.
context: Oh, Mom?\I'm going to be moving.\Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved!\Eh!\I'll send you half the amount until you pass the entrance exam. response:	If you are a man, show me your guts!
context: I'm going to be moving.\Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved!\Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts! response:	I'm busy, so I'm hanging up.
context: Moving?!\What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved!\Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up. response:	Wait! Mom!
context: What are you thinking at a time like this?!\Ah, um... about my allowance...\Halved!\Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom! response:	Ah, Minato-san...
context: Ah, um... about my allowance...\Halved!\Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san... response:	Huh? What do you need?
context: Halved!\Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san...\Huh? What do you need? response:	We're out of shampoo...
context: Eh!\I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san...\Huh? What do you need?\We're out of shampoo... response:	Natural Shampoo
context: I'll send you half the amount until you pass the entrance exam.\If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san...\Huh? What do you need?\We're out of shampoo...\Natural Shampoo response:	I'm sorry.
context: If you are a man, show me your guts!\I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san...\Huh? What do you need?\We're out of shampoo...\Natural Shampoo\I'm sorry. response:	Hmm, at times like this...
context: I'm busy, so I'm hanging up.\Wait! Mom!\Ah, Minato-san...\Huh? What do you need?\We're out of shampoo...\Natural Shampoo\I'm sorry.\Hmm, at times like this... response:	Oh... modesty is difficult!
context: Wait! Mom!\Ah, Minato-san...\Huh? What do you need?\We're out of shampoo...\Natural Shampoo\I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult! response:	Well... Everyone has some strengths and weaknesses... What am I saying?
context: Ah, Minato-san...\Huh? What do you need?\We're out of shampoo...\Natural Shampoo\I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying? response:	This is not a place for someone like you to be this late at night.
context: Huh? What do you need?\We're out of shampoo...\Natural Shampoo\I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night. response:	I don't have anywhere to go home to.
context: We're out of shampoo...\Natural Shampoo\I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to. response:	You are a rare one, aren't you?
context: Natural Shampoo\I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you? response:	Ashi... kabi?
context: I'm sorry.\Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi? response:	I'll let you join... my collection.
context: Hmm, at times like this...\Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection. response:	Come on.
context: Oh... modesty is difficult!\Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection.\Come on. response:	This is it... I think.
context: Well... Everyone has some strengths and weaknesses... What am I saying?\This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection.\Come on.\This is it... I think. response:	Yes?
context: This is not a place for someone like you to be this late at night.\I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection.\Come on.\This is it... I think.\Yes? response:	Hey, long time, no see, Big Bro.
context: I don't have anywhere to go home to.\You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection.\Come on.\This is it... I think.\Yes?\Hey, long time, no see, Big Bro. response:	Yukari?! Why are you?
context: You are a rare one, aren't you?\Ashi... kabi?\I'll let you join... my collection.\Come on.\This is it... I think.\Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you? response:	What a mess!
context: Ashi... kabi?\I'll let you join... my collection.\Come on.\This is it... I think.\Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess! response:	Why?
context: I'll let you join... my collection.\Come on.\This is it... I think.\Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess!\Why? response:	What are you talking about? It was you who told me to bring some clothes.
context: Come on.\This is it... I think.\Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes. response:	I told you to send them. I didn't tell you to come out from the country.
context: This is it... I think.\Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country. response:	I came to see the city'cause I was accepted to college here.
context: Yes?\Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here. response:	I hadn't heard that!
context: Hey, long time, no see, Big Bro.\Yukari?! Why are you?\What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that! response:	It was not so easy to tell you
context: Yukari?! Why are you?\What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you response:	since I just heard from Mother about you failing the entrance exam for the second time.
context: What a mess!\Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time. response:	Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.
context: Why?\What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time. response:	Since I just heard from Mother about you failing the entrance exam for the second time.
context: What are you talking about? It was you who told me to bring some clothes.\I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time. response:	Ah, by the way, Mother seems to be here now for her job as well.
context: I told you to send them. I didn't tell you to come out from the country.\I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well. response:	Minato-san!
context: I came to see the city'cause I was accepted to college here.\I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san! response:	Where should I put this luggage?
context: I hadn't heard that!\It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage? response:	Ah, she is...
context: It was not so easy to tell you\since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage?\Ah, she is... response:	Ah-huh, so this is what's happening.
context: since I just heard from Mother about you failing the entrance exam for the second time.\Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening. response:	No, there are lots of reasons for this...
context: Failed Twice since I just heard from Mother about you failing the entrance exam for the second time.\Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this... response:	So these clothes are for her tastes.
context: Since I just heard from Mother about you failing the entrance exam for the second time.\Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes. response:	- Pardon? - Hey, try to listen to me at least.
context: Ah, by the way, Mother seems to be here now for her job as well.\Minato-san!\Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least. response:	I'm his younger sister, Yukari. Nice to meet to you!
context: Minato-san!\Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you! response:	Ah! You're Minato-san's little sister. I'm Minato-san's Seki...
context: Where should I put this luggage?\Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki... response:	Oops!
context: Ah, she is...\Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops! response:	Musubi-chan, confidentiality, confidentiality!
context: Ah-huh, so this is what's happening.\No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality! response:	Oh, you're right.
context: No, there are lots of reasons for this...\So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right. response:	Hey, enough with the PDA. It's broad daylight still, you know.
context: So these clothes are for her tastes.\- Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know. response:	Huh? Oh no! I'm sorry!
context: - Pardon? - Hey, try to listen to me at least.\I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry! response:	But anyway... why did you move so suddenly?
context: I'm his younger sister, Yukari. Nice to meet to you!\Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly? response:	Well, many things have happened.
context: Ah! You're Minato-san's little sister. I'm Minato-san's Seki...\Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened. response:	I finished cleaning the kitchen.
context: Oops!\Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen. response:	Okay, then, let's wipe the floor together.
context: Musubi-chan, confidentiality, confidentiality!\Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together. response:	Yes!
context: Oh, you're right.\Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes! response:	Why did you have her change?
context: Hey, enough with the PDA. It's broad daylight still, you know.\Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes!\Why did you have her change? response:	Because I brought them all the way here.
context: Huh? Oh no! I'm sorry!\But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes!\Why did you have her change?\Because I brought them all the way here. response:	Don't you want to see her in those clothes, Big bro?
context: But anyway... why did you move so suddenly?\Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes!\Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro? response:	You must be misunderstanding something.
context: Well, many things have happened.\I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes!\Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something. response:	Huh?
context: I finished cleaning the kitchen.\Okay, then, let's wipe the floor together.\Yes!\Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh? response:	Well, I promised to stay over at my friend's house.
context: Okay, then, let's wipe the floor together.\Yes!\Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house. response:	Yeah, I'll e-mail you my new address later.
context: Yes!\Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later. response:	Musubi-tan, let's take a bath together next time.
context: Why did you have her change?\Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time. response:	Yes!
context: Because I brought them all the way here.\Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes! response:	You!
context: Don't you want to see her in those clothes, Big bro?\You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes!\You! response:	Ah-huh! You haven't touched these yet, have you?
context: You must be misunderstanding something.\Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes!\You!\Ah-huh! You haven't touched these yet, have you? response:	Well, that...
context: Huh?\Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes!\You!\Ah-huh! You haven't touched these yet, have you?\Well, that... response:	Just kidding. See ya, Big Bro, Musubi-tan!
context: Well, I promised to stay over at my friend's house.\Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes!\You!\Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan! response:	Yukari!
context: Yeah, I'll e-mail you my new address later.\Musubi-tan, let's take a bath together next time.\Yes!\You!\Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari! response:	You two are close.
context: Musubi-tan, let's take a bath together next time.\Yes!\You!\Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close. response:	We don't have a father, and our mother's always busy at her job.
context: Yes!\You!\Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job. response:	So we spent a lot of time together.
context: You!\Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together. response:	Well, we'd better start going too.
context: Ah-huh! You haven't touched these yet, have you?\Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too. response:	Yes!
context: Well, that...\Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too.\Yes! response:	You are so strong.
context: Just kidding. See ya, Big Bro, Musubi-tan!\Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too.\Yes!\You are so strong. response:	Because I'm a fist-type. This is nothing for me.
context: Yukari!\You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too.\Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me. response:	A fist-type?
context: You two are close.\We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too.\Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type? response:	Then those two who attacked us the other day are... lightning-type?
context: We don't have a father, and our mother's always busy at her job.\So we spent a lot of time together.\Well, we'd better start going too.\Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type? response:	I guess so.
context: So we spent a lot of time together.\Well, we'd better start going too.\Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so. response:	By the way, when you caused the twister, you were saying something.
context: Well, we'd better start going too.\Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something. response:	That was an incantation.
context: Yes!\You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation. response:	An incantation?
context: You are so strong.\Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation? response:	Well... the special words to chant when we use major power.
context: Because I'm a fist-type. This is nothing for me.\A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation?\Well... the special words to chant when we use major power. response:	Every Sekirei has his or her own incantation.
context: A fist-type?\Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation. response:	I see.
context: Then those two who attacked us the other day are... lightning-type?\I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see. response:	Our new lives start right here.
context: I guess so.\By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see.\Our new lives start right here. response:	Yes, I'm indebted to you.
context: By the way, when you caused the twister, you were saying something.\That was an incantation.\An incantation?\Well... the special words to chant when we use major power.\Every Sekirei has his or her own incantation.\I see.\Our new lives start right here.\Yes, I'm indebted to you. response:	Yours will be room 202.
