context: What's with that face, Shihoko? response:	This isn't like you.
context: What's with you?\Don't make a scene. If you're going to pick somebody's pocket, choose your targets wisely.\I'm not some pigeon, you know.\Ow!\Hey!\Anything else?\Is there anything else you need?\I told you I'm fine. response:	I see.
context: Don't make a scene. If you're going to pick somebody's pocket, choose your targets wisely.\I'm not some pigeon, you know.\Ow!\Hey!\Anything else?\Is there anything else you need?\I told you I'm fine.\I see. response:	You're...
context: I'm not some pigeon, you know.\Ow!\Hey!\Anything else?\Is there anything else you need?\I told you I'm fine.\I see.\You're... response:	a nice person.
context: Ow!\Hey!\Anything else?\Is there anything else you need?\I told you I'm fine.\I see.\You're...\a nice person. response:	I don't really have a choice, do I?
context: Hey!\Anything else?\Is there anything else you need?\I told you I'm fine.\I see.\You're...\a nice person.\I don't really have a choice, do I? response:	I'm sort of responsible for what happened.
context: Anything else?\Is there anything else you need?\I told you I'm fine.\I see.\You're...\a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened. response:	Sort of? You accused me of being a thief.
context: Is there anything else you need?\I told you I'm fine.\I see.\You're...\a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief. response:	There's no way I made a mistake about that.
context: I told you I'm fine.\I see.\You're...\a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that. response:	I didn't take your wallet, did I?
context: I see.\You're...\a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I? response:	I guess not.
context: You're...\a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not. response:	What do you mean by that?
context: a nice person.\I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not.\What do you mean by that? response:	I understand the position you're in. That's why I settled the details of the accident out of court.
context: I don't really have a choice, do I?\I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court. response:	Besides, I missed my audition because of that incident.
context: I'm sort of responsible for what happened.\Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident. response:	You've caused me a lot of trouble.
context: Sort of? You accused me of being a thief.\There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble. response:	Audition?
context: There's no way I made a mistake about that.\I didn't take your wallet, did I?\I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition? response:	It was for a play.
context: I didn't take your wallet, did I?\I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition?\It was for a play. response:	I see.
context: I guess not.\What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition?\It was for a play.\I see. response:	I only had a one-in-a-million shot, though.
context: What do you mean by that?\I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition?\It was for a play.\I see.\I only had a one-in-a-million shot, though. response:	Not that I care. When I get released from here, you're going to make up for it.
context: I understand the position you're in. That's why I settled the details of the accident out of court.\Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition?\It was for a play.\I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it. response:	Why are you so quiet?
context: Besides, I missed my audition because of that incident.\You've caused me a lot of trouble.\Audition?\It was for a play.\I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet? response:	Don't worry. The penalty won't be anything excessive.
context: You've caused me a lot of trouble.\Audition?\It was for a play.\I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive. response:	You know...
context: Audition?\It was for a play.\I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know... response:	I'm surprised by how many changes in expressions you make.
context: It was for a play.\I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make. response:	Does that come from your acting background?
context: I see.\I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background? response:	What's so funny?
context: I only had a one-in-a-million shot, though.\Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny? response:	You're no fun!
context: Not that I care. When I get released from here, you're going to make up for it.\Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny?\You're no fun! response:	Why aren't you drunk after drinking that much?
context: Why are you so quiet?\Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny?\You're no fun!\Why aren't you drunk after drinking that much? response:	I told you I can't get drunk.
context: Don't worry. The penalty won't be anything excessive.\You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny?\You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk. response:	That's no fun, Kiyopii!
context: You know...\I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny?\You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii! response:	Come on.
context: I'm surprised by how many changes in expressions you make.\Does that come from your acting background?\What's so funny?\You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii!\Come on. response:	Stop calling me that.
context: Does that come from your acting background?\What's so funny?\You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii!\Come on.\Stop calling me that. response:	Your name's Kiyoshi. What's wrong with calling you Kiyopii?
context: What's so funny?\You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii!\Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii? response:	Geez, give me a break.
context: You're no fun!\Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii!\Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break. response:	Hey, where are you going? Your house is this way.
context: Why aren't you drunk after drinking that much?\I told you I can't get drunk.\That's no fun, Kiyopii!\Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way. response:	You crazy drunk.
context: I told you I can't get drunk.\That's no fun, Kiyopii!\Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk. response:	It's not because I'm drunk,
context: That's no fun, Kiyopii!\Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk, response:	even though I'm pretty buzzed.
context: Come on.\Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed. response:	Which is it?
context: Stop calling me that.\Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it? response:	It's obvious I did it because I like you.
context: Your name's Kiyoshi. What's wrong with calling you Kiyopii?\Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you. response:	Don't joke around with me.
context: Geez, give me a break.\Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you.\Don't joke around with me. response:	How could you like me? You hardly know who I am.
context: Hey, where are you going? Your house is this way.\You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am. response:	It's not an issue about knowing more about you.
context: You crazy drunk.\It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you. response:	Good things can come out of not knowing too much.
context: It's not because I'm drunk,\even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much. response:	Right?
context: even though I'm pretty buzzed.\Which is it?\It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right? response:	There's a limit to how much you can hide.
context: Which is it?\It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide. response:	Right, Shihoko?
context: It's obvious I did it because I like you.\Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide.\Right, Shihoko? response:	Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)
context: Don't joke around with me.\How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One) response:	When the wild spirit descends upon this land,
context: How could you like me? You hardly know who I am.\It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land, response:	misery of colossal proportions will accompany it.
context: It's not an issue about knowing more about you.\Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it. response:	Gate-sama is not the wall built by the efforts of the lecherous,
context: Good things can come out of not knowing too much.\Right?\There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous, response:	but the pristine spirit hidden within it.
context: Right?\There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it. response:	That ray will light the world.
context: There's a limit to how much you can hide.\Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world. response:	The guru makes an appearance before her apostles during an event that only occurs once a year.
context: Right, Shihoko?\Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year. response:	It'll be difficult to locate her.
context: Episode Nineteen Dreaming Shallow, Uninebriated... (Part One)\When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her. response:	What about the woman?
context: When the wild spirit descends upon this land,\misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman? response:	She's scheduled to instruct the initiates tomorrow.
context: misery of colossal proportions will accompany it.\Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow. response:	Roger.
context: Gate-sama is not the wall built by the efforts of the lecherous,\but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger. response:	Huang,
context: but the pristine spirit hidden within it.\That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger.\Huang, response:	reporting periodically will be difficult. Leave everything to me.
context: That ray will light the world.\The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger.\Huang,\reporting periodically will be difficult. Leave everything to me. response:	Why do you want to be constantly updated anyway?
context: The guru makes an appearance before her apostles during an event that only occurs once a year.\It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger.\Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway? response:	Is there something you're worried about?
context: It'll be difficult to locate her.\What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger.\Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about? response:	It's nothing. Understood.
context: What about the woman?\She's scheduled to instruct the initiates tomorrow.\Roger.\Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood. response:	The guru continued to witness the impending misery for days.
context: She's scheduled to instruct the initiates tomorrow.\Roger.\Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days. response:	One day, She had attained enlightenment.
context: Roger.\Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment. response:	Very good.
context: Huang,\reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good. response:	We'll move on to page 201, The Dark Gospel.
context: reporting periodically will be difficult. Leave everything to me.\Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel. response:	Sir.
context: Why do you want to be constantly updated anyway?\Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel.\Sir. response:	Yes?
context: Is there something you're worried about?\It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel.\Sir.\Yes? response:	Please read it.
context: It's nothing. Understood.\The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel.\Sir.\Yes?\Please read it. response:	Sanctification Room, 1:00 am
context: The guru continued to witness the impending misery for days.\One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel.\Sir.\Yes?\Please read it.\Sanctification Room, 1:00 am response:	The Dark Gospel, verse seven.
context: One day, She had attained enlightenment.\Very good.\We'll move on to page 201, The Dark Gospel.\Sir.\Yes?\Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven. response:	The moon was spirited away. On this night, misery descended upon the sacred land.
context: Very good.\We'll move on to page 201, The Dark Gospel.\Sir.\Yes?\Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land. response:	The moon disappeared, and the stellar constellation was renewed.
context: We'll move on to page 201, The Dark Gospel.\Sir.\Yes?\Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed. response:	Do you know what this means?
context: Sir.\Yes?\Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means? response:	Sit down. Everything's fine.
context: Yes?\Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine. response:	This room is the equivalent of a confessional.
context: Please read it.\Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional. response:	Respect of privacy is the rule of thumb here.
context: Sanctification Room, 1:00 am\The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here. response:	I've already inspected the room anyway.
context: The Dark Gospel, verse seven.\The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway. response:	Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.
context: The moon was spirited away. On this night, misery descended upon the sacred land.\The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about. response:	You'll be able to find the entry route with that.
context: The moon disappeared, and the stellar constellation was renewed.\Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that. response:	The guru will be meeting an important person on the day after tomorrow at 2 A.M.
context: Do you know what this means?\Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M. response:	What'll happen at that time?
context: Sit down. Everything's fine.\This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time? response:	I'll deal with the guru.
context: This room is the equivalent of a confessional.\Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru. response:	However, since I can't use my power repeatedly,
context: Respect of privacy is the rule of thumb here.\I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly, response:	you'll have to take care of the others.
context: I've already inspected the room anyway.\Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others. response:	We cannot afford to fail.
context: Underneath the main chamber lies a secret area that only the guru and her trusted apostles know about.\You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail. response:	It took me three years to get this far.
context: You'll be able to find the entry route with that.\The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far. response:	Why?
context: The guru will be meeting an important person on the day after tomorrow at 2 A.M.\What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far.\Why? response:	It was necessary to gain the trust of the cult,
context: What'll happen at that time?\I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult, response:	as well as identify the guru.
context: I'll deal with the guru.\However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult,\as well as identify the guru. response:	Identify?
context: However, since I can't use my power repeatedly,\you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify? response:	Does she have a body double?
context: you'll have to take care of the others.\We cannot afford to fail.\It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify?\Does she have a body double? response:	Yes, but that's not all.
context: We cannot afford to fail.\It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify?\Does she have a body double?\Yes, but that's not all. response:	I'm sure you've been informed that the guru is a contractor,
context: It took me three years to get this far.\Why?\It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify?\Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor, response:	but were you told about her ability?
context: Why?\It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify?\Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability? response:	No.
context: It was necessary to gain the trust of the cult,\as well as identify the guru.\Identify?\Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No. response:	Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?
context: as well as identify the guru.\Identify?\Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated? response:	He was killed by his female secretary. There were witnesses who saw her in the act.
context: Identify?\Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act. response:	The politician had connections with the syndicate.
context: Does she have a body double?\Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate. response:	He had taken initial steps in an attempt to disband the cult.
context: Yes, but that's not all.\I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult. response:	What the syndicate learned through a subsequent investigation
context: I'm sure you've been informed that the guru is a contractor,\but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation response:	was that the person who killed him wasn't his secretary, but her look-alike.
context: but were you told about her ability?\No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike. response:	They weren't twins, were they?
context: No.\Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they? response:	The punch line's even worse than that.
context: Do you remember the incident that occurred six years ago, when a politician named Hirose was assassinated?\He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that. response:	The murderer transformed into the secretary and murdered Hirose.
context: He was killed by his female secretary. There were witnesses who saw her in the act.\The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose. response:	That is the ability of Arma the guru.
context: The politician had connections with the syndicate.\He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru. response:	Transformation.
context: He had taken initial steps in an attempt to disband the cult.\What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation. response:	Please come again.
context: What the syndicate learned through a subsequent investigation\was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation.\Please come again. response:	Are you closing soon?
context: was that the person who killed him wasn't his secretary, but her look-alike.\They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation.\Please come again.\Are you closing soon? response:	Take your time.
context: They weren't twins, were they?\The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation.\Please come again.\Are you closing soon?\Take your time. response:	I'm glad you come to visit on his memorial day every year.
context: The punch line's even worse than that.\The murderer transformed into the secretary and murdered Hirose.\That is the ability of Arma the guru.\Transformation.\Please come again.\Are you closing soon?\Take your time.\I'm glad you come to visit on his memorial day every year. response:	During the afternoon, a relative of his stopped by and talked about Isozaki.
