context: What is this? response:	How are we going to clean this up?
context: I told you before.\He's a sadist, just like I am.\Stop fitting people into your little world.\I'm sure I've told you that before!\It isn't merely my world.\Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way... response:	That mother's a sadist.
context: He's a sadist, just like I am.\Stop fitting people into your little world.\I'm sure I've told you that before!\It isn't merely my world.\Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way...\That mother's a sadist. response:	Her kid's a sadist, too.
context: Stop fitting people into your little world.\I'm sure I've told you that before!\It isn't merely my world.\Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way...\That mother's a sadist.\Her kid's a sadist, too. response:	That salaryman is a masochist.
context: I'm sure I've told you that before!\It isn't merely my world.\Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way...\That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist. response:	That dog is a total masochist.
context: It isn't merely my world.\Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way...\That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist. response:	This chauffeur is a masochist...
context: Everything can be divided by masochism or sadism.\As I'm sure I've said.\By the way...\That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist... response:	Stop it!
context: As I'm sure I've said.\By the way...\That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist...\Stop it! response:	Ouch.
context: By the way...\That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist...\Stop it!\Ouch. response:	I hit my head on the glass.
context: That mother's a sadist.\Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist...\Stop it!\Ouch.\I hit my head on the glass. response:	That kind of hurts...
context: Her kid's a sadist, too.\That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist...\Stop it!\Ouch.\I hit my head on the glass.\That kind of hurts... response:	This glass is entirely sadistic!
context: That salaryman is a masochist.\That dog is a total masochist.\This chauffeur is a masochist...\Stop it!\Ouch.\I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic! response:	But we aren't getting anywhere. I suppose it's this traffic.
context: That dog is a total masochist.\This chauffeur is a masochist...\Stop it!\Ouch.\I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic. response:	And that means this road is a bit of a sadist, too!
context: This chauffeur is a masochist...\Stop it!\Ouch.\I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too! response:	Chinese Restaurant
context: Stop it!\Ouch.\I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant response:	This table doesn't rotate too well.
context: Ouch.\I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well. response:	Rather sadistic, I'd say...
context: I hit my head on the glass.\That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say... response:	But that's just a facade.
context: That kind of hurts...\This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade. response:	It's a masochist that yearns to be dominated!
context: This glass is entirely sadistic!\But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated! response:	Kage seems to be enjoying himself.
context: But we aren't getting anywhere. I suppose it's this traffic.\And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself. response:	I'm not enjoying myself.
context: And that means this road is a bit of a sadist, too!\Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself. response:	I want to go home.
context: Chinese Restaurant\This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home. response:	All right!
context: This table doesn't rotate too well.\Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home.\All right! response:	I shall spin you, and spin you, and spin you some more!
context: Rather sadistic, I'd say...\But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home.\All right!\I shall spin you, and spin you, and spin you some more! response:	Aquarium
context: But that's just a facade.\It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home.\All right!\I shall spin you, and spin you, and spin you some more!\Aquarium response:	The Southern Rockhopper Penguin.
context: It's a masochist that yearns to be dominated!\Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home.\All right!\I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin. response:	At first, he appears to be the cute masochistic type.
context: Kage seems to be enjoying himself.\I'm not enjoying myself.\I want to go home.\All right!\I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type. response:	In reality, however, he is an uncontrollable sadist!
context: I'm not enjoying myself.\I want to go home.\All right!\I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist! response:	I want to go home.
context: I want to go home.\All right!\I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home. response:	Karuta's gone!
context: All right!\I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone! response:	Sardines.
context: I shall spin you, and spin you, and spin you some more!\Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone!\Sardines. response:	Flounder.
context: Aquarium\The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone!\Sardines.\Flounder. response:	Tuna.
context: The Southern Rockhopper Penguin.\At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone!\Sardines.\Flounder.\Tuna. response:	They look delicious...
context: At first, he appears to be the cute masochistic type.\In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone!\Sardines.\Flounder.\Tuna.\They look delicious... response:	Tea Time
context: In reality, however, he is an uncontrollable sadist!\I want to go home.\Karuta's gone!\Sardines.\Flounder.\Tuna.\They look delicious...\Tea Time response:	This cocoa's sweet. Masochist!
context: I want to go home.\Karuta's gone!\Sardines.\Flounder.\Tuna.\They look delicious...\Tea Time\This cocoa's sweet. Masochist! response:	I want to go home.
context: Karuta's gone!\Sardines.\Flounder.\Tuna.\They look delicious...\Tea Time\This cocoa's sweet. Masochist!\I want to go home. response:	Ginger ale is spicy. Sadist!
context: Sardines.\Flounder.\Tuna.\They look delicious...\Tea Time\This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist! response:	The Movies
context: Flounder.\Tuna.\They look delicious...\Tea Time\This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist!\The Movies response:	The movie theater is dark. Masochist!
context: Tuna.\They look delicious...\Tea Time\This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist! response:	Oh, it's coming right at us.
context: They look delicious...\Tea Time\This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us. response:	It's 3D! Sadistic!
context: Tea Time\This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic! response:	I want to go home.
context: This cocoa's sweet. Masochist!\I want to go home.\Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home. response:	Shopping
context: I want to go home.\Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home.\Shopping response:	This mannequin's a cool beauty. Sadist!
context: Ginger ale is spicy. Sadist!\The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home.\Shopping\This mannequin's a cool beauty. Sadist! response:	But this one's a masochist.
context: The Movies\The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home.\Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist. response:	I want to go home.
context: The movie theater is dark. Masochist!\Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home.\Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home. response:	Sadist!
context: Oh, it's coming right at us.\It's 3D! Sadistic!\I want to go home.\Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home.\Sadist! response:	Night Sights
context: It's 3D! Sadistic!\I want to go home.\Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home.\Sadist!\Night Sights response:	The view at night...
context: I want to go home.\Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home.\Sadist!\Night Sights\The view at night... response:	Super-sadist.
context: Shopping\This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home.\Sadist!\Night Sights\The view at night...\Super-sadist. response:	What?
context: This mannequin's a cool beauty. Sadist!\But this one's a masochist.\I want to go home.\Sadist!\Night Sights\The view at night...\Super-sadist.\What? response:	What, what?
context: But this one's a masochist.\I want to go home.\Sadist!\Night Sights\The view at night...\Super-sadist.\What?\What, what? response:	I'm going home by myself,
context: I want to go home.\Sadist!\Night Sights\The view at night...\Super-sadist.\What?\What, what?\I'm going home by myself, response:	so return my bag and cell phone!
context: Sadist!\Night Sights\The view at night...\Super-sadist.\What?\What, what?\I'm going home by myself,\so return my bag and cell phone! response:	Is this mutiny?
context: Night Sights\The view at night...\Super-sadist.\What?\What, what?\I'm going home by myself,\so return my bag and cell phone!\Is this mutiny? response:	Is this mutinous super-masochism?!
context: The view at night...\Super-sadist.\What?\What, what?\I'm going home by myself,\so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?! response:	I like it! I like it...
context: Super-sadist.\What?\What, what?\I'm going home by myself,\so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it... response:	Home
context: What?\What, what?\I'm going home by myself,\so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it...\Home response:	He dragged me all over town.
context: What, what?\I'm going home by myself,\so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it...\Home\He dragged me all over town. response:	It's already 10:30 PM...
context: I'm going home by myself,\so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it...\Home\He dragged me all over town.\It's already 10:30 PM... response:	I wasn't able to meet Miketsukami.
context: so return my bag and cell phone!\Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it...\Home\He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami. response:	He always wants to be with me.
context: Is this mutiny?\Is this mutinous super-masochism?!\I like it! I like it...\Home\He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me. response:	Did I make him feel lonely?
context: Is this mutinous super-masochism?!\I like it! I like it...\Home\He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely? response:	Is he mad at me?
context: I like it! I like it...\Home\He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely?\Is he mad at me? response:	Am I reading too much into it?
context: Home\He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it? response:	Anyway, I should at least write and apologize.
context: He dragged me all over town.\It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize. response:	Sending
context: It's already 10:30 PM...\I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending response:	Message Sent
context: I wasn't able to meet Miketsukami.\He always wants to be with me.\Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending\Message Sent response:	Is it because I'm waiting too eagerly for it?
context: He always wants to be with me.\Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending\Message Sent\Is it because I'm waiting too eagerly for it? response:	Waiting for a Reply
context: Did I make him feel lonely?\Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending\Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply response:	Uneasy
context: Is he mad at me?\Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending\Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy response:	He usually writes back immediately.
context: Am I reading too much into it?\Anyway, I should at least write and apologize.\Sending\Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy\He usually writes back immediately. response:	Uneasy Uneasy
context: Anyway, I should at least write and apologize.\Sending\Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy\He usually writes back immediately.\Uneasy Uneasy response:	Uneasy
context: Sending\Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy\He usually writes back immediately.\Uneasy Uneasy\Uneasy response:	10 Minutes Later
context: Message Sent\Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy\He usually writes back immediately.\Uneasy Uneasy\Uneasy\10 Minutes Later response:	This is not unusual...
context: Is it because I'm waiting too eagerly for it?\Waiting for a Reply\Uneasy\He usually writes back immediately.\Uneasy Uneasy\Uneasy\10 Minutes Later\This is not unusual... response:	30 Minutes Later
context: Waiting for a Reply\Uneasy\He usually writes back immediately.\Uneasy Uneasy\Uneasy\10 Minutes Later\This is not unusual...\30 Minutes Later response:	Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...
context: Uneasy\He usually writes back immediately.\Uneasy Uneasy\Uneasy\10 Minutes Later\This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... response:	This could happen any day.
context: He usually writes back immediately.\Uneasy Uneasy\Uneasy\10 Minutes Later\This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day. response:	50 Minutes Later
context: Uneasy Uneasy\Uneasy\10 Minutes Later\This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later response:	Is he angry, after all?
context: Uneasy\10 Minutes Later\This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later\Is he angry, after all? response:	Maybe I should meet him and apologize!
context: 10 Minutes Later\This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize! response:	But I can't call on him this late...
context: This is not unusual...\30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late... response:	He did say that he stays up late.
context: 30 Minutes Later\Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late. response:	But then...
context: Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy... Uneasy Uneasy Uneasy...\This could happen any day.\50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late.\But then... response:	I know myself.
context: This could happen any day.\50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late.\But then...\I know myself. response:	Could I really meet him and properly apologize?
context: 50 Minutes Later\Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late.\But then...\I know myself.\Could I really meet him and properly apologize? response:	Anyway, maybe he's just busy.
context: Is he angry, after all?\Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late.\But then...\I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy. response:	Then again, this hasn't ever happened before.
context: Maybe I should meet him and apologize!\But I can't call on him this late...\He did say that he stays up late.\But then...\I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before. response:	Then again...
context: But I can't call on him this late...\He did say that he stays up late.\But then...\I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again... response:	Then again...
context: He did say that he stays up late.\But then...\I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again...\Then again... response:	Then again...
context: But then...\I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again...\Then again...\Then again... response:	I ended up leaving my room.
context: I know myself.\Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again...\Then again...\Then again...\I ended up leaving my room. response:	Apology Gift
context: Could I really meet him and properly apologize?\Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again...\Then again...\Then again...\I ended up leaving my room.\Apology Gift response:	I'll be fine.
context: Anyway, maybe he's just busy.\Then again, this hasn't ever happened before.\Then again...\Then again...\Then again...\I ended up leaving my room.\Apology Gift\I'll be fine. response:	I practiced apologizing nicely.
context: Then again, this hasn't ever happened before.\Then again...\Then again...\Then again...\I ended up leaving my room.\Apology Gift\I'll be fine.\I practiced apologizing nicely. response:	Now I just have to put my heart into it, and apologize.
context: Then again...\Then again...\Then again...\I ended up leaving my room.\Apology Gift\I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize. response:	F-First, say, I'm sorry to disturb you so late.
context: Then again...\Then again...\I ended up leaving my room.\Apology Gift\I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late. response:	Miss Ririchiyo?
context: Then again...\I ended up leaving my room.\Apology Gift\I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo? response:	He's in normal clothes...
context: I ended up leaving my room.\Apology Gift\I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes... response:	And glasses.
context: Apology Gift\I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes...\And glasses. response:	His hair's wet...
context: I'll be fine.\I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes...\And glasses.\His hair's wet... response:	He must have been taking a bath.
context: I practiced apologizing nicely.\Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes...\And glasses.\His hair's wet...\He must have been taking a bath. response:	That's why...
context: Now I just have to put my heart into it, and apologize.\F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes...\And glasses.\His hair's wet...\He must have been taking a bath.\That's why... response:	Th-This is awkward!
context: F-First, say, I'm sorry to disturb you so late.\Miss Ririchiyo?\He's in normal clothes...\And glasses.\His hair's wet...\He must have been taking a bath.\That's why...\Th-This is awkward! response:	U-Um, well...
context: Miss Ririchiyo?\He's in normal clothes...\And glasses.\His hair's wet...\He must have been taking a bath.\That's why...\Th-This is awkward!\U-Um, well... response:	I-I'm sorry to disturb you so late...
context: He's in normal clothes...\And glasses.\His hair's wet...\He must have been taking a bath.\That's why...\Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late... response:	I guess I should start with that.
context: And glasses.\His hair's wet...\He must have been taking a bath.\That's why...\Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that. response:	I couldn't keep our appointment today,
context: His hair's wet...\He must have been taking a bath.\That's why...\Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today, response:	which wasn't my intention at all!
context: He must have been taking a bath.\That's why...\Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all! response:	That's not what I said in my test run at all!
context: That's why...\Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all! response:	Why?!
context: Th-This is awkward!\U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all!\Why?! response:	Your uniform...
context: U-Um, well...\I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all!\Why?!\Your uniform... response:	You're still wearing your school uniform,
context: I-I'm sorry to disturb you so late...\I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all!\Why?!\Your uniform...\You're still wearing your school uniform, response:	so you two were together until now?
context: I guess I should start with that.\I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all!\Why?!\Your uniform...\You're still wearing your school uniform,\so you two were together until now? response:	Y-Yeah, until just now.
context: I couldn't keep our appointment today,\which wasn't my intention at all!\That's not what I said in my test run at all!\Why?!\Your uniform...\You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now. response:	Sorry about that. Happy now?
context: which wasn't my intention at all!\That's not what I said in my test run at all!\Why?!\Your uniform...\You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now? response:	It seems he hasn't told you.
context: That's not what I said in my test run at all!\Why?!\Your uniform...\You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you. response:	Told me?
context: Why?!\Your uniform...\You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you.\Told me? response:	He only sputtered nonsense.
context: Your uniform...\You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you.\Told me?\He only sputtered nonsense. response:	You need not apologize to me for anything you do with Mr. Kagerou.
context: You're still wearing your school uniform,\so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you.\Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou. response:	Could it be that you actually like him?
context: so you two were together until now?\Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you.\Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him? response:	Wh-Why?! Of course not!
context: Y-Yeah, until just now.\Sorry about that. Happy now?\It seems he hasn't told you.\Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not! response:	Then you seem to be quite good
context: Sorry about that. Happy now?\It seems he hasn't told you.\Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good response:	at unintentionally sending men the wrong signals.
context: It seems he hasn't told you.\Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals. response:	Are you trying to pick a fight with me?
context: Told me?\He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me? response:	Me?
context: He only sputtered nonsense.\You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me? response:	I am your faithful dog.
context: You need not apologize to me for anything you do with Mr. Kagerou.\Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me?\I am your faithful dog. response:	Would I bite the hand that feeds me?
context: Could it be that you actually like him?\Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me?\I am your faithful dog.\Would I bite the hand that feeds me? response:	Please remember that you
context: Wh-Why?! Of course not!\Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me?\I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you response:	have made a contract with me.
context: Then you seem to be quite good\at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me?\I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you\have made a contract with me. response:	No matter what...
context: at unintentionally sending men the wrong signals.\Are you trying to pick a fight with me?\Me?\I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you\have made a contract with me.\No matter what... response:	Even if you were to reject me.
context: Are you trying to pick a fight with me?\Me?\I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you\have made a contract with me.\No matter what...\Even if you were to reject me. response:	You're not yourself today.
context: Me?\I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you\have made a contract with me.\No matter what...\Even if you were to reject me.\You're not yourself today. response:	I'm leaving!
context: I am your faithful dog.\Would I bite the hand that feeds me?\Please remember that you\have made a contract with me.\No matter what...\Even if you were to reject me.\You're not yourself today.\I'm leaving! response:	Could it be that you actually like him?
