context: Here we come! response:	It's the start of Inuyasha!
context: You?\I can hear something!\But Kagome is very late.\Maybe something happened?\I think you should go and get her, Inuyasha!\Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha. response:	In this world, you must learn to accept things with grace.
context: I can hear something!\But Kagome is very late.\Maybe something happened?\I think you should go and get her, Inuyasha!\Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace. response:	Be honest with yourself.
context: But Kagome is very late.\Maybe something happened?\I think you should go and get her, Inuyasha!\Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself. response:	It's also a problem if you're toohonest.
context: Maybe something happened?\I think you should go and get her, Inuyasha!\Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest. response:	Absolutely.
context: I think you should go and get her, Inuyasha!\Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely. response:	Those were just practice shots.
context: Shaddup! Who'd go afterthat!\Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots. response:	Take that! And that!
context: Acting so proud.\She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots.\Take that! And that! response:	T-Thank you!
context: She's right, Inuyasha.\In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots.\Take that! And that!\T-Thank you! response:	We are going to survive this!
context: In this world, you must learn to accept things with grace.\Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots.\Take that! And that!\T-Thank you!\We are going to survive this! response:	Listen up!
context: Be honest with yourself.\It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots.\Take that! And that!\T-Thank you!\We are going to survive this!\Listen up! response:	I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!
context: It's also a problem if you're toohonest.\Absolutely.\Those were just practice shots.\Take that! And that!\T-Thank you!\We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all! response:	I feel the last of my souls starting to fade.
context: Absolutely.\Those were just practice shots.\Take that! And that!\T-Thank you!\We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade. response:	We must hurry!
context: Those were just practice shots.\Take that! And that!\T-Thank you!\We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry! response:	Hurry! We must make haste!
context: Take that! And that!\T-Thank you!\We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste! response:	Why does this girl?
context: T-Thank you!\We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste!\Why does this girl? response:	So warm... this living body through which blood flows.
context: We are going to survive this!\Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows. response:	Is this Kagome's strength?
context: Listen up!\I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength? response:	Inuyasha must be so worried.
context: I'm notgoing to look for Kagome! I'm goin' for a walk! S'all!\I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried. response:	I really don't think so.
context: I feel the last of my souls starting to fade.\We must hurry!\Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so. response:	We just had an argument
context: We must hurry!\Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so.\We just had an argument response:	and he probably doesn't know about ourpredicament.
context: Hurry! We must make haste!\Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament. response:	If we're to escape from here,
context: Why does this girl?\So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here, response:	we have to do it on our own strength.
context: So warm... this living body through which blood flows.\Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength. response:	Kikyo, hang in there for a bit longer.
context: Is this Kagome's strength?\Inuyasha must be so worried.\I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer. response:	Kagome!
context: Inuyasha must be so worried.\I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome! response:	Kagome!
context: I really don't think so.\We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome!\Kagome! response:	This is?
context: We just had an argument\and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome!\Kagome!\This is? response:	The central core of the cave.
context: and he probably doesn't know about ourpredicament.\If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome!\Kagome!\This is?\The central core of the cave. response:	Then...
context: If we're to escape from here,\we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome!\Kagome!\This is?\The central core of the cave.\Then... response:	What is it?
context: we have to do it on our own strength.\Kikyo, hang in there for a bit longer.\Kagome!\Kagome!\This is?\The central core of the cave.\Then...\What is it? response:	It's coming.
context: Kikyo, hang in there for a bit longer.\Kagome!\Kagome!\This is?\The central core of the cave.\Then...\What is it?\It's coming. response:	If you destroy the heart of the demon, the barrierwill disappear.
context: Kagome!\Kagome!\This is?\The central core of the cave.\Then...\What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear. response:	That's... the heart?
context: Kagome!\This is?\The central core of the cave.\Then...\What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart? response:	Then there's no time to waste.
context: This is?\The central core of the cave.\Then...\What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste. response:	Let's destroy it and get out of here!
context: The central core of the cave.\Then...\What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here! response:	It's too much even for Kagome...
context: Then...\What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome... response:	W-Why?
context: What is it?\It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why? response:	I told you...
context: It's coming.\If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why?\I told you... response:	A priestess' power and her arrows are useless against this demon.
context: If you destroy the heart of the demon, the barrierwill disappear.\That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why?\I told you...\A priestess' power and her arrows are useless against this demon. response:	T-That's!
context: That's... the heart?\Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why?\I told you...\A priestess' power and her arrows are useless against this demon.\T-That's! response:	What's that?! How gruesome!
context: Then there's no time to waste.\Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why?\I told you...\A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome! response:	R-Run!
context: Let's destroy it and get out of here!\It's too much even for Kagome...\W-Why?\I told you...\A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome!\R-Run! response:	Huh?
context: It's too much even for Kagome...\W-Why?\I told you...\A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome!\R-Run!\Huh? response:	It's too dangerous to stay... here...
context: W-Why?\I told you...\A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome!\R-Run!\Huh?\It's too dangerous to stay... here... response:	The path!
context: I told you...\A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome!\R-Run!\Huh?\It's too dangerous to stay... here...\The path! response:	Run! It's over if you're sealed in here!
context: A priestess' power and her arrows are useless against this demon.\T-That's!\What's that?! How gruesome!\R-Run!\Huh?\It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here! response:	No! I will NOT leave you behind!
context: T-That's!\What's that?! How gruesome!\R-Run!\Huh?\It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind! response:	Kagome!
context: What's that?! How gruesome!\R-Run!\Huh?\It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome! response:	Kagome!
context: R-Run!\Huh?\It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome!\Kagome! response:	Isn't there something?!
context: Huh?\It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome!\Kagome!\Isn't there something?! response:	Something?!
context: It's too dangerous to stay... here...\The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome!\Kagome!\Isn't there something?!\Something?! response:	My arrows are useless against it...
context: The path!\Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome!\Kagome!\Isn't there something?!\Something?!\My arrows are useless against it... response:	Then... I must use something else!
context: Run! It's over if you're sealed in here!\No! I will NOT leave you behind!\Kagome!\Kagome!\Isn't there something?!\Something?!\My arrows are useless against it...\Then... I must use something else! response:	I know!
context: No! I will NOT leave you behind!\Kagome!\Kagome!\Isn't there something?!\Something?!\My arrows are useless against it...\Then... I must use something else!\I know! response:	If I shoot these into the heart...
context: Kagome!\Kagome!\Isn't there something?!\Something?!\My arrows are useless against it...\Then... I must use something else!\I know!\If I shoot these into the heart... response:	Darn it!
context: Kagome!\Isn't there something?!\Something?!\My arrows are useless against it...\Then... I must use something else!\I know!\If I shoot these into the heart...\Darn it! response:	There's no way I can retrieve the shards!
context: Isn't there something?!\Something?!\My arrows are useless against it...\Then... I must use something else!\I know!\If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards! response:	There's no way I can retrieve the shards!
context: Something?!\My arrows are useless against it...\Then... I must use something else!\I know!\If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards! response:	I'm borrowing this!
context: My arrows are useless against it...\Then... I must use something else!\I know!\If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this! response:	Here I come, Demon!
context: Then... I must use something else!\I know!\If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon! response:	I did it!
context: I know!\If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon!\I did it! response:	What?!
context: If I shoot these into the heart...\Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon!\I did it!\What?! response:	The Sacred Jewel shard didn't work?!
context: Darn it!\There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon!\I did it!\What?!\The Sacred Jewel shard didn't work?! response:	The shards...
context: There's no way I can retrieve the shards!\There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon!\I did it!\What?!\The Sacred Jewel shard didn't work?!\The shards... response:	Give me the remaining shards...
context: There's no way I can retrieve the shards!\I'm borrowing this!\Here I come, Demon!\I did it!\What?!\The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards... response:	Huh? But...
context: I'm borrowing this!\Here I come, Demon!\I did it!\What?!\The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards...\Huh? But... response:	Hurry!
context: Here I come, Demon!\I did it!\What?!\The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards...\Huh? But...\Hurry! response:	All right!
context: I did it!\What?!\The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards...\Huh? But...\Hurry!\All right! response:	Kikyo!
context: What?!\The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards...\Huh? But...\Hurry!\All right!\Kikyo! response:	Kikyo!
context: The Sacred Jewel shard didn't work?!\The shards...\Give me the remaining shards...\Huh? But...\Hurry!\All right!\Kikyo!\Kikyo! response:	Give me your hand!
context: The shards...\Give me the remaining shards...\Huh? But...\Hurry!\All right!\Kikyo!\Kikyo!\Give me your hand! response:	Pray...
context: Give me the remaining shards...\Huh? But...\Hurry!\All right!\Kikyo!\Kikyo!\Give me your hand!\Pray... response:	But what?
context: Huh? But...\Hurry!\All right!\Kikyo!\Kikyo!\Give me your hand!\Pray...\But what? response:	Believe in me...
context: Hurry!\All right!\Kikyo!\Kikyo!\Give me your hand!\Pray...\But what?\Believe in me... response:	A-All right.
context: All right!\Kikyo!\Kikyo!\Give me your hand!\Pray...\But what?\Believe in me...\A-All right. response:	The shards have become one!
context: Kikyo!\Kikyo!\Give me your hand!\Pray...\But what?\Believe in me...\A-All right.\The shards have become one! response:	I get it!
context: Kikyo!\Give me your hand!\Pray...\But what?\Believe in me...\A-All right.\The shards have become one!\I get it! response:	Even if one shard isn't strong enough...
context: Give me your hand!\Pray...\But what?\Believe in me...\A-All right.\The shards have become one!\I get it!\Even if one shard isn't strong enough... response:	three shards combined are!
context: Pray...\But what?\Believe in me...\A-All right.\The shards have become one!\I get it!\Even if one shard isn't strong enough...\three shards combined are! response:	There's only one chance. Aim well!
context: But what?\Believe in me...\A-All right.\The shards have become one!\I get it!\Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well! response:	Go!
context: Believe in me...\A-All right.\The shards have become one!\I get it!\Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well!\Go! response:	U-Umm...
context: A-All right.\The shards have become one!\I get it!\Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well!\Go!\U-Umm... response:	What's wrong? Hurry and go.
context: The shards have become one!\I get it!\Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well!\Go!\U-Umm...\What's wrong? Hurry and go. response:	Why?
context: I get it!\Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well!\Go!\U-Umm...\What's wrong? Hurry and go.\Why? response:	Why didn't you give up?
context: Even if one shard isn't strong enough...\three shards combined are!\There's only one chance. Aim well!\Go!\U-Umm...\What's wrong? Hurry and go.\Why?\Why didn't you give up? response:	That moment... did you believe in me?
context: three shards combined are!\There's only one chance. Aim well!\Go!\U-Umm...\What's wrong? Hurry and go.\Why?\Why didn't you give up?\That moment... did you believe in me? response:	You're very talkative for a change.
context: There's only one chance. Aim well!\Go!\U-Umm...\What's wrong? Hurry and go.\Why?\Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change. response:	Even I don't know the answer to yourquestion.
context: Go!\U-Umm...\What's wrong? Hurry and go.\Why?\Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion. response:	Then why did you save me, a dead person?
context: U-Umm...\What's wrong? Hurry and go.\Why?\Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person? response:	Because if you're gone, someone would be very sad.
context: What's wrong? Hurry and go.\Why?\Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad. response:	If you're gone, too.
context: Why?\Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too. response:	Inuyasha...
context: Why didn't you give up?\That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha... response:	You came for me?
context: That moment... did you believe in me?\You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha...\You came for me? response:	Hurry, let's go!
context: You're very talkative for a change.\Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha...\You came for me?\Hurry, let's go! response:	Umm... Inuyasha...
context: Even I don't know the answer to yourquestion.\Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha...\You came for me?\Hurry, let's go!\Umm... Inuyasha... response:	Hey Kagome... do you know Sesshomaru?
context: Then why did you save me, a dead person?\Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha...\You came for me?\Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru? response:	Sesshomaru is Inuyasha's older brother.
context: Because if you're gone, someone would be very sad.\If you're gone, too.\Inuyasha...\You came for me?\Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother. response:	Inuyasha's on bad terms with Sesshomaru
context: If you're gone, too.\Inuyasha...\You came for me?\Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru response:	who wields a powerful sword named Tokijin.
context: Inuyasha...\You came for me?\Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin. response:	He's extremely strong and a bit cold-hearted.
context: You came for me?\Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted. response:	Cold-hearted?
context: Hurry, let's go!\Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted? response:	When Inuyasha and Koga fight,
context: Umm... Inuyasha...\Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted?\When Inuyasha and Koga fight, response:	they'd neverget to the point of death.
context: Hey Kagome... do you know Sesshomaru?\Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted?\When Inuyasha and Koga fight,\they'd neverget to the point of death. response:	But Sesshomaru wouldn't hesitate to kill.
context: Sesshomaru is Inuyasha's older brother.\Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted?\When Inuyasha and Koga fight,\they'd neverget to the point of death.\But Sesshomaru wouldn't hesitate to kill. response:	Next on Inuyasha: Koga and Sesshomaru: A Dangerous Encounter
context: Inuyasha's on bad terms with Sesshomaru\who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted?\When Inuyasha and Koga fight,\they'd neverget to the point of death.\But Sesshomaru wouldn't hesitate to kill.\Next on Inuyasha: Koga and Sesshomaru: A Dangerous Encounter response:	This is bad! Koga will...
context: who wields a powerful sword named Tokijin.\He's extremely strong and a bit cold-hearted.\Cold-hearted?\When Inuyasha and Koga fight,\they'd neverget to the point of death.\But Sesshomaru wouldn't hesitate to kill.\Next on Inuyasha: Koga and Sesshomaru: A Dangerous Encounter\This is bad! Koga will... response:	Get killed!
