context: The Hero Association has been weakened substantially, response:	and we still have our main forces in reserve.
context: Take this! My special technique...\That's...\Terrible Tornado!\Hey!\We're short on heroes, so why the heck are all of you here fooling around?\We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S! response:	Ugh, you're all so useless.
context: That's...\Terrible Tornado!\Hey!\We're short on heroes, so why the heck are all of you here fooling around?\We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless. response:	How dare you say that after stealing someone's quarry, you fool?
context: Terrible Tornado!\Hey!\We're short on heroes, so why the heck are all of you here fooling around?\We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool? response:	Do you think you're stronger than me?
context: Hey!\We're short on heroes, so why the heck are all of you here fooling around?\We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me? response:	What if she hears you?!
context: We're short on heroes, so why the heck are all of you here fooling around?\We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?! response:	Don't drag us into your squabbles!
context: We were fighting that octo\Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles! response:	That was unnecessary.
context: Especially you! Flashy Flash, was it?\You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary. response:	I couldn't do a damn thing!
context: You need to do better than that if you're actually a Class S!\Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing! response:	It appears that Class S heroes are truly troublesome.
context: Ugh, you're all so useless.\How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome. response:	They're not a problem.
context: How dare you say that after stealing someone's quarry, you fool?\Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem. response:	We can create as many monsters as we want.
context: Do you think you're stronger than me?\What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want. response:	Kenkaizan
context: What if she hears you?!\Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want.\Kenkaizan response:	I'm sure you can guess why I've gathered you here today.
context: Don't drag us into your squabbles!\That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today. response:	It's in regards to the hero hunter, Garo.
context: That was unnecessary.\I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo. response:	Silverfang is currently pursuing Garo. However...
context: I couldn't do a damn thing!\It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However... response:	Silverfang may lose to Garo.
context: It appears that Class S heroes are truly troublesome.\They're not a problem.\We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo. response:	Of course, no one doubts his skills.
context: They're not a problem.\We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills. response:	But Garo is his former student.
context: We can create as many monsters as we want.\Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student. response:	He may become soft.
context: Kenkaizan\I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student.\He may become soft. response:	And that's why we, the Holy Order of the Sword,
context: I'm sure you can guess why I've gathered you here today.\It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword, response:	should find Garo first and cut him down.
context: It's in regards to the hero hunter, Garo.\Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down. response:	But we'll need more men to track him down.
context: Silverfang is currently pursuing Garo. However...\Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down. response:	I'm asking for your help... Your strength as the most powerful swordsmen.
context: Silverfang may lose to Garo.\Of course, no one doubts his skills.\But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen. response:	This must be urgent, for you to go to such lengths.
context: Of course, no one doubts his skills.\But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths. response:	Very well. I'll mobilize my students.
context: But Garo is his former student.\He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students. response:	Amahare.
context: He may become soft.\And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare. response:	Relying on us is the right move.
context: And that's why we, the Holy Order of the Sword,\should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move. response:	Zanbai.
context: should find Garo first and cut him down.\But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move.\Zanbai. response:	We're worth a thousand men.
context: But we'll need more men to track him down.\I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move.\Zanbai.\We're worth a thousand men. response:	Nichirin.
context: I'm asking for your help... Your strength as the most powerful swordsmen.\This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move.\Zanbai.\We're worth a thousand men.\Nichirin. response:	Thank you. I promise I'll repay you
context: This must be urgent, for you to go to such lengths.\Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move.\Zanbai.\We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you response:	Since when did the members of the Holy Order of the Sword become best friends?
context: Very well. I'll mobilize my students.\Amahare.\Relying on us is the right move.\Zanbai.\We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends? response:	Haragiri.
context: Amahare.\Relying on us is the right move.\Zanbai.\We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri. response:	Our only purpose should be to devote our lives to mastering the art of the sword.
context: Relying on us is the right move.\Zanbai.\We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword. response:	That's enough. You're drunk. You shouldn't
context: Zanbai.\We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't response:	Hang on a second. I've got something to discuss, as well.
context: We're worth a thousand men.\Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well. response:	Something extra special...
context: Nichirin.\Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special... response:	Monster cells.
context: Thank you. I promise I'll repay you\Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells. response:	Taking one into your body gives you super-human strength.
context: Since when did the members of the Holy Order of the Sword become best friends?\Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells.\Taking one into your body gives you super-human strength. response:	Essentially, it makes you a monster.
context: Haragiri.\Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster. response:	You've lost your mind.
context: Our only purpose should be to devote our lives to mastering the art of the sword.\That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind. response:	Where did you get these?
context: That's enough. You're drunk. You shouldn't\Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind.\Where did you get these? response:	There's a group called the Monster Association that's made up of monsters.
context: Hang on a second. I've got something to discuss, as well.\Something extra special...\Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters. response:	They happened to reach out to me.
context: Something extra special...\Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me. response:	I joined them, forfeiting my humanity, so I could become even stronger.
context: Monster cells.\Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger. response:	Did you actually...
context: Taking one into your body gives you super-human strength.\Essentially, it makes you a monster.\You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually... response:	That's right!
context: Essentially, it makes you a monster.\You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right! response:	I'm no longer human! And I've obtained unbelievable power!
context: You've lost your mind.\Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power! response:	And now you shall become monsters, too!
context: Where did you get these?\There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too! response:	You're a failure, Haragiri.
context: There's a group called the Monster Association that's made up of monsters.\They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri. response:	I have the skill to lop off all of your heads with a single swing!
context: They happened to reach out to me.\I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing! response:	Anyone who refuses will die!
context: I joined them, forfeiting my humanity, so I could become even stronger.\Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die! response:	How sad.
context: Did you actually...\That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad. response:	Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.
context: That's right!\I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way. response:	I'll wait three seconds! Now, eat the monster cells!
context: I'm no longer human! And I've obtained unbelievable power!\And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells! response:	Three, two, one!
context: And now you shall become monsters, too!\You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one! response:	We're not as dumb as you.
context: You're a failure, Haragiri.\I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you. response:	Let's go.
context: I have the skill to lop off all of your heads with a single swing!\Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you.\Let's go. response:	First, we have to crush the Monster Association.
context: Anyone who refuses will die!\How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association. response:	And now, the finals of the Super Fight are finally upon us!
context: How sad.\Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us! response:	Charanko should definitely be at a disadvantage here,
context: Indeed, it is for you, Atomic Samurai. I've been ordered to kill you either way.\I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here, response:	but... could it be?
context: I'll wait three seconds! Now, eat the monster cells!\Three, two, one!\We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be? response:	It might just happen, folks!
context: Three, two, one!\We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks! response:	It sounds like the crowd's hoping for a huge upset!
context: We're not as dumb as you.\Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset! response:	But this man's not going to let that happen!
context: Let's go.\First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen! response:	I can't even picture him having a hard time in a match.
context: First, we have to crush the Monster Association.\And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match. response:	It's Suiryu of the Dark Corporeal Fist
context: And now, the finals of the Super Fight are finally upon us!\Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist response:	versus Charanko of the Fist of Water Polo!
context: Charanko should definitely be at a disadvantage here,\but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo! response:	Did this guy figure out I'm wearing a wig?
context: but... could it be?\It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig? response:	Who will be our victor?!
context: It might just happen, folks!\It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?! response:	Look at that smile on Suiryu's face!
context: It sounds like the crowd's hoping for a huge upset!\But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face! response:	Does he still have the upper hand?
context: But this man's not going to let that happen!\I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand? response:	Maybe it's because he's trying to hide
context: I can't even picture him having a hard time in a match.\It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide response:	the fact that he's nervous, but Charanko sure has an idiotic expression right now.
context: It's Suiryu of the Dark Corporeal Fist\versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now. response:	This is just how I always look...
context: versus Charanko of the Fist of Water Polo!\Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look... response:	Take your stances!
context: Did this guy figure out I'm wearing a wig?\Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances! response:	Let's have fun, Charanko.
context: Who will be our victor?!\Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances!\Let's have fun, Charanko. response:	Huh?
context: Look at that smile on Suiryu's face!\Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances!\Let's have fun, Charanko.\Huh? response:	Begin!
context: Does he still have the upper hand?\Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances!\Let's have fun, Charanko.\Huh?\Begin! response:	It finally begins!
context: Maybe it's because he's trying to hide\the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances!\Let's have fun, Charanko.\Huh?\Begin!\It finally begins! response:	Crap.
context: the fact that he's nervous, but Charanko sure has an idiotic expression right now.\This is just how I always look...\Take your stances!\Let's have fun, Charanko.\Huh?\Begin!\It finally begins!\Crap. response:	Suiryu strikes first!
context: This is just how I always look...\Take your stances!\Let's have fun, Charanko.\Huh?\Begin!\It finally begins!\Crap.\Suiryu strikes first! response:	But for some reason, he stopped his attack!
context: Take your stances!\Let's have fun, Charanko.\Huh?\Begin!\It finally begins!\Crap.\Suiryu strikes first!\But for some reason, he stopped his attack! response:	H-His moves are too fast!
context: Let's have fun, Charanko.\Huh?\Begin!\It finally begins!\Crap.\Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast! response:	I thought I'd feel things out since this is the final...
context: Huh?\Begin!\It finally begins!\Crap.\Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final... response:	But the breeze from his kicks is dangerous!
context: Begin!\It finally begins!\Crap.\Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous! response:	Is he doing that on purpose?
context: It finally begins!\Crap.\Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose? response:	What's wrong? It's not like you can't see my moves!
context: Crap.\Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves! response:	Multiple kicks! But he's aborting all of them!
context: Suiryu strikes first!\But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them! response:	All Charanko's able to do is guard his head!
context: But for some reason, he stopped his attack!\H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head! response:	Has he already lost his will to fight?!
context: H-His moves are too fast!\I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?! response:	The announcer's got no clue. That was just a warm-up.
context: I thought I'd feel things out since this is the final...\But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up. response:	You're strong, right? I can tell because I'm strong, too.
context: But the breeze from his kicks is dangerous!\Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too. response:	I guess he wasn't trying to kick off my wig.
context: Is he doing that on purpose?\What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig. response:	Your eyes... They're not after fame or prestige.
context: What's wrong? It's not like you can't see my moves!\Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige. response:	You're looking for fun!
context: Multiple kicks! But he's aborting all of them!\All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun! response:	Yeah, could be.
context: All Charanko's able to do is guard his head!\Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be. response:	Why did you enter this tournament?
context: Has he already lost his will to fight?!\The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be.\Why did you enter this tournament? response:	I'm after the prize money, by the way.
context: The announcer's got no clue. That was just a warm-up.\You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way. response:	I want that, too.
context: You're strong, right? I can tell because I'm strong, too.\I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too. response:	There is one other reason.
context: I guess he wasn't trying to kick off my wig.\Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too.\There is one other reason. response:	I thought it'd be nice if I could fight a decent opponent, too.
context: Your eyes... They're not after fame or prestige.\You're looking for fun!\Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too. response:	Of course, I'm going to win in the end,
context: You're looking for fun!\Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end, response:	but getting there is the fun part.
context: Yeah, could be.\Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part. response:	Fun, huh?
context: Why did you enter this tournament?\I'm after the prize money, by the way.\I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh? response:	Yeah! It's fun being strong.
context: I'm after the prize money, by the way.\I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong. response:	I see.
context: I want that, too.\There is one other reason.\I thought it'd be nice if I could fight a decent opponent, too.\Of course, I'm going to win in the end,\but getting there is the fun part.\Fun, huh?\Yeah! It's fun being strong.\I see. response:	I came here so that I could experience martial arts.
