context: Motoba response:	Episode 9 Umaru and Valentine's
context: Now I have to write his name...\What did you put in there?\Kakinotane.\What? You sure that's going to be okay?\It tastes amazing when you eat them together.\These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross. response:	If you're gonna be like that, I won't give you any, even if it's good.
context: What did you put in there?\Kakinotane.\What? You sure that's going to be okay?\It tastes amazing when you eat them together.\These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good. response:	Fine with me. I don't even like chocolate that much.
context: Kakinotane.\What? You sure that's going to be okay?\It tastes amazing when you eat them together.\These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much. response:	Are you done, Ebina-chan?
context: What? You sure that's going to be okay?\It tastes amazing when you eat them together.\These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan? response:	Yeah.
context: It tastes amazing when you eat them together.\These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah. response:	I-It was for herself?
context: These two together are a combination that can't go wrong.\R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah.\I-It was for herself? response:	Well, I did the same thing.
context: R-Really?\Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah.\I-It was for herself?\Well, I did the same thing. response:	I want cola.
context: Don't blame me if it's gross.\If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah.\I-It was for herself?\Well, I did the same thing.\I want cola. response:	I wonder what anime I should watch this season.
context: If you're gonna be like that, I won't give you any, even if it's good.\Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah.\I-It was for herself?\Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season. response:	Incoming
context: Fine with me. I don't even like chocolate that much.\Are you done, Ebina-chan?\Yeah.\I-It was for herself?\Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season.\Incoming response:	It's from Sylphyn.
context: Are you done, Ebina-chan?\Yeah.\I-It was for herself?\Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season.\Incoming\It's from Sylphyn. response:	UMR-san! It's an emergency!
context: Yeah.\I-It was for herself?\Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season.\Incoming\It's from Sylphyn.\UMR-san! It's an emergency! response:	Huh?
context: I-It was for herself?\Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season.\Incoming\It's from Sylphyn.\UMR-san! It's an emergency!\Huh? response:	TSF-san!
context: Well, I did the same thing.\I want cola.\I wonder what anime I should watch this season.\Incoming\It's from Sylphyn.\UMR-san! It's an emergency!\Huh?\TSF-san! response:	UMR-san.
context: I want cola.\I wonder what anime I should watch this season.\Incoming\It's from Sylphyn.\UMR-san! It's an emergency!\Huh?\TSF-san!\UMR-san. response:	Shubaan
context: I wonder what anime I should watch this season.\Incoming\It's from Sylphyn.\UMR-san! It's an emergency!\Huh?\TSF-san!\UMR-san.\Shubaan response:	I have obtained it.
context: Incoming\It's from Sylphyn.\UMR-san! It's an emergency!\Huh?\TSF-san!\UMR-san.\Shubaan\I have obtained it. response:	The Oreomo live event DVD!
context: It's from Sylphyn.\UMR-san! It's an emergency!\Huh?\TSF-san!\UMR-san.\Shubaan\I have obtained it.\The Oreomo live event DVD! response:	Man! I've been waiting for this!
context: UMR-san! It's an emergency!\Huh?\TSF-san!\UMR-san.\Shubaan\I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this! response:	Thank goodness I just happened to visit an anime store today.
context: Huh?\TSF-san!\UMR-san.\Shubaan\I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today. response:	Buri Musume
context: TSF-san!\UMR-san.\Shubaan\I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume response:	Anime to Air!!
context: UMR-san.\Shubaan\I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!! response:	I had no idea there was an Anumate here...
context: Shubaan\I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!!\I had no idea there was an Anumate here... response:	PuriKyura
context: I have obtained it.\The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura response:	This is...
context: The Oreomo live event DVD!\Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura\This is... response:	The new Puri Kyura merchandise is out already!
context: Man! I've been waiting for this!\Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura\This is...\The new Puri Kyura merchandise is out already! response:	They're all adorable!
context: Thank goodness I just happened to visit an anime store today.\Buri Musume\Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura\This is...\The new Puri Kyura merchandise is out already!\They're all adorable! response:	These weren't here the last time I came.
context: Buri Musume\Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura\This is...\The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came. response:	Which means she must come here often.
context: Anime to Air!!\I had no idea there was an Anumate here...\PuriKyura\This is...\The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came.\Which means she must come here often. response:	TSF-san, since we're here, why don't we look around some more?
context: I had no idea there was an Anumate here...\PuriKyura\This is...\The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more? response:	Shupaaa
context: PuriKyura\This is...\The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa response:	Then I shall lead you.
context: This is...\The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you. response:	Leave it to me! I shall escort you.
context: The new Puri Kyura merchandise is out already!\They're all adorable!\These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you. response:	Magical Girl Kajiki Maguro
context: They're all adorable!\These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro response:	I Want to Go Back to Mars Soon...
context: These weren't here the last time I came.\Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon... response:	It wasn't him...
context: Which means she must come here often.\TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him... response:	Since we're done shopping, want to sit down over there?
context: TSF-san, since we're here, why don't we look around some more?\Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there? response:	Indeed.
context: Shupaaa\Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed. response:	There were so many things I wanted, I bought way too much.
context: Then I shall lead you.\Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much. response:	I'm glad you like anime, TSF-san.
context: Leave it to me! I shall escort you.\Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san. response:	Japanese anime is so cute and cool.
context: Magical Girl Kajiki Maguro\I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool. response:	My elder brother loves it.
context: I Want to Go Back to Mars Soon...\It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it. response:	Oh, so you two must watch it together at home.
context: It wasn't him...\Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home. response:	Huh?
context: Since we're done shopping, want to sit down over there?\Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home.\Huh? response:	N-No... I watch it alone.
context: Indeed.\There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone. response:	O-Onii-sama thinks of me as his meek little sister,
context: There were so many things I wanted, I bought way too much.\I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister, response:	so for him to see me watching anime or playing games...
context: I'm glad you like anime, TSF-san.\Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games... response:	is embarrassing.
context: Japanese anime is so cute and cool.\My elder brother loves it.\Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing. response:	Her face is as red as it was back then.
context: My elder brother loves it.\Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then. response:	I have an older brother, too.
context: Oh, so you two must watch it together at home.\Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then.\I have an older brother, too. response:	Huh? Really?
context: Huh?\N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then.\I have an older brother, too.\Huh? Really? response:	Shuba
context: N-No... I watch it alone.\O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then.\I have an older brother, too.\Huh? Really?\Shuba response:	That means we're alike!
context: O-Onii-sama thinks of me as his meek little sister,\so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then.\I have an older brother, too.\Huh? Really?\Shuba\That means we're alike! response:	So we're not just comrades in gaming,
context: so for him to see me watching anime or playing games...\is embarrassing.\Her face is as red as it was back then.\I have an older brother, too.\Huh? Really?\Shuba\That means we're alike!\So we're not just comrades in gaming, response:	but we're both little sisters, too!
context: is embarrassing.\Her face is as red as it was back then.\I have an older brother, too.\Huh? Really?\Shuba\That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too! response:	Huh? S-Sure...
context: Her face is as red as it was back then.\I have an older brother, too.\Huh? Really?\Shuba\That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure... response:	But my Onii-chan doesn't watch anime or anything. He just cooks.
context: I have an older brother, too.\Huh? Really?\Shuba\That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks. response:	You should cook with him, UMR-san.
context: Huh? Really?\Shuba\That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san. response:	Huh? But cooking is...
context: Shuba\That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is... response:	It'll be fine!
context: That means we're alike!\So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine! response:	At first, I didn't really understand anime,
context: So we're not just comrades in gaming,\but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime, response:	but it's easy to fall in love with something that your loved one likes.
context: but we're both little sisters, too!\Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes. response:	Shubaan
context: Huh? S-Sure...\But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan response:	Oh, no. Look at the time.
context: But my Onii-chan doesn't watch anime or anything. He just cooks.\You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time. response:	I must get home immediately, or I'll be in trouble.
context: You should cook with him, UMR-san.\Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble. response:	See you again!
context: Huh? But cooking is...\It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again! response:	So we're not just comrades in gaming,
context: It'll be fine!\At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming, response:	but we're both little sisters, too!
context: At first, I didn't really understand anime,\but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming,\but we're both little sisters, too! response:	All right. I guess I'll make dinner.
context: but it's easy to fall in love with something that your loved one likes.\Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner. response:	Now, then...
context: Shubaan\Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then... response:	Onii-chan, want me to help?
context: Oh, no. Look at the time.\I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help? response:	Huh? Why?
context: I must get home immediately, or I'll be in trouble.\See you again!\So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help?\Huh? Why? response:	Do you have a fever?
context: See you again!\So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help?\Huh? Why?\Do you have a fever? response:	Curly, curly, pop!
context: So we're not just comrades in gaming,\but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help?\Huh? Why?\Do you have a fever?\Curly, curly, pop! response:	Umaruun
context: but we're both little sisters, too!\All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help?\Huh? Why?\Do you have a fever?\Curly, curly, pop!\Umaruun response:	All right, Onii-chan, I'm off.
context: All right. I guess I'll make dinner.\Now, then...\Onii-chan, want me to help?\Huh? Why?\Do you have a fever?\Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off. response:	Don't be out too long.
context: Now, then...\Onii-chan, want me to help?\Huh? Why?\Do you have a fever?\Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off.\Don't be out too long. response:	Ki
context: Onii-chan, want me to help?\Huh? Why?\Do you have a fever?\Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off.\Don't be out too long.\Ki response:	Stop
context: Huh? Why?\Do you have a fever?\Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off.\Don't be out too long.\Ki\Stop response:	Ki
context: Do you have a fever?\Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off.\Don't be out too long.\Ki\Stop\Ki response:	Coming!
context: Curly, curly, pop!\Umaruun\All right, Onii-chan, I'm off.\Don't be out too long.\Ki\Stop\Ki\Coming! response:	H-Huh?
context: Umaruun\All right, Onii-chan, I'm off.\Don't be out too long.\Ki\Stop\Ki\Coming!\H-Huh? response:	Uma... Komaru just left.
context: All right, Onii-chan, I'm off.\Don't be out too long.\Ki\Stop\Ki\Coming!\H-Huh?\Uma... Komaru just left. response:	You guys had plans, right?
context: Don't be out too long.\Ki\Stop\Ki\Coming!\H-Huh?\Uma... Komaru just left.\You guys had plans, right? response:	I'm sure she'll be right back...
context: Ki\Stop\Ki\Coming!\H-Huh?\Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back... response:	W-W-We don't.
context: Stop\Ki\Coming!\H-Huh?\Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't. response:	She didn't have an appointment?!
context: Ki\Coming!\H-Huh?\Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?! response:	Oh, I forgot to say it a while back, but thank you for the cookies.
context: Coming!\H-Huh?\Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies. response:	They were delicious.
context: H-Huh?\Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious. response:	Though they were a little burnt.
context: Uma... Komaru just left.\You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt. response:	They were not.
context: You guys had plans, right?\I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt.\They were not. response:	What?!
context: I'm sure she'll be right back...\W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt.\They were not.\What?! response:	Huh?
context: W-W-We don't.\She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt.\They were not.\What?!\Huh? response:	Umaru...
context: She didn't have an appointment?!\Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt.\They were not.\What?!\Huh?\Umaru... response:	Hurry home.
context: Oh, I forgot to say it a while back, but thank you for the cookies.\They were delicious.\Though they were a little burnt.\They were not.\What?!\Huh?\Umaru...\Hurry home. response:	This is...
context: They were delicious.\Though they were a little burnt.\They were not.\What?!\Huh?\Umaru...\Hurry home.\This is... response:	incredibly awkward.
context: Though they were a little burnt.\They were not.\What?!\Huh?\Umaru...\Hurry home.\This is...\incredibly awkward. response:	I thought she'd been able to talk more recently,
context: They were not.\What?!\Huh?\Umaru...\Hurry home.\This is...\incredibly awkward.\I thought she'd been able to talk more recently, response:	but maybe she can't really talk when Umaru's not around.
context: What?!\Huh?\Umaru...\Hurry home.\This is...\incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around. response:	Oh, right. The laundry
context: Huh?\Umaru...\Hurry home.\This is...\incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry response:	It's evening...
context: Umaru...\Hurry home.\This is...\incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening... response:	Kirie-chan didn't get to hang out with Umaru.
context: Hurry home.\This is...\incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru. response:	U-Um...
context: This is...\incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um... response:	I-I'm sorry about the cookies...
context: incredibly awkward.\I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies... response:	Um...
context: I thought she'd been able to talk more recently,\but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies...\Um... response:	Th-The burnt ones...
context: but maybe she can't really talk when Umaru's not around.\Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies...\Um...\Th-The burnt ones... response:	Um...
context: Oh, right. The laundry\It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies...\Um...\Th-The burnt ones...\Um... response:	I accidentally gave you the burnt ones!
context: It's evening...\Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies...\Um...\Th-The burnt ones...\Um...\I accidentally gave you the burnt ones! response:	I'm so sorry!
context: Kirie-chan didn't get to hang out with Umaru.\U-Um...\I-I'm sorry about the cookies...\Um...\Th-The burnt ones...\Um...\I accidentally gave you the burnt ones!\I'm so sorry! response:	Now I get it!
context: U-Um...\I-I'm sorry about the cookies...\Um...\Th-The burnt ones...\Um...\I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it! response:	That's why she came over today.
context: I-I'm sorry about the cookies...\Um...\Th-The burnt ones...\Um...\I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it!\That's why she came over today. response:	I won so much at the arcade that I got back late.
context: Um...\Th-The burnt ones...\Um...\I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late. response:	I wonder if Onii-chan's mad...
context: Th-The burnt ones...\Um...\I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad... response:	Huh?
context: Um...\I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh? response:	Master!
context: I accidentally gave you the burnt ones!\I'm so sorry!\Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh?\Master! response:	Huh? Why are you here, Kirie-chan?
context: I'm so sorry!\Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh?\Master!\Huh? Why are you here, Kirie-chan? response:	She came here to hang out with you.
context: Now I get it!\That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh?\Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you. response:	And yet...
context: That's why she came over today.\I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh?\Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet... response:	You're home awfully late, aren't you?
context: I won so much at the arcade that I got back late.\I wonder if Onii-chan's mad...\Huh?\Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet...\You're home awfully late, aren't you? response:	Huh?
context: I wonder if Onii-chan's mad...\Huh?\Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet...\You're home awfully late, aren't you?\Huh? response:	Aw!
context: Huh?\Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet...\You're home awfully late, aren't you?\Huh?\Aw! response:	It's okay, isn't it, Kirie-chan?
context: Master!\Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet...\You're home awfully late, aren't you?\Huh?\Aw!\It's okay, isn't it, Kirie-chan? response:	M-Master...
context: Huh? Why are you here, Kirie-chan?\She came here to hang out with you.\And yet...\You're home awfully late, aren't you?\Huh?\Aw!\It's okay, isn't it, Kirie-chan?\M-Master... response:	I think you should have come home sooner, as well.
context: She came here to hang out with you.\And yet...\You're home awfully late, aren't you?\Huh?\Aw!\It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well. response:	What?!
context: And yet...\You're home awfully late, aren't you?\Huh?\Aw!\It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well.\What?! response:	I'm home...
context: You're home awfully late, aren't you?\Huh?\Aw!\It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well.\What?!\I'm home... response:	Umaru's asleep?
context: Huh?\Aw!\It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well.\What?!\I'm home...\Umaru's asleep? response:	Jiggly Pudding
context: Aw!\It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well.\What?!\I'm home...\Umaru's asleep?\Jiggly Pudding response:	Now Even More Jiggly
context: It's okay, isn't it, Kirie-chan?\M-Master...\I think you should have come home sooner, as well.\What?!\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly response:	It's empty!
context: M-Master...\I think you should have come home sooner, as well.\What?!\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\It's empty! response:	My pudding cup is empty!
context: I think you should have come home sooner, as well.\What?!\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\It's empty!\My pudding cup is empty! response:	Onii-chan!
context: What?!\I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\It's empty!\My pudding cup is empty!\Onii-chan! response:	I didn't eat it.
context: I'm home...\Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\It's empty!\My pudding cup is empty!\Onii-chan!\I didn't eat it. response:	But it was there before I fell asleep!
context: Umaru's asleep?\Jiggly Pudding\Now Even More Jiggly\It's empty!\My pudding cup is empty!\Onii-chan!\I didn't eat it.\But it was there before I fell asleep! response:	Pudding! Pudding! My pudding is gone!
context: Jiggly Pudding\Now Even More Jiggly\It's empty!\My pudding cup is empty!\Onii-chan!\I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone! response:	She's exerting so much energy over pudding...
context: Now Even More Jiggly\It's empty!\My pudding cup is empty!\Onii-chan!\I didn't eat it.\But it was there before I fell asleep!\Pudding! Pudding! My pudding is gone!\She's exerting so much energy over pudding... response:	I'm sure you just ate...
