context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: but that's not something that I alone can determine.\Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) It's a song about a woman who can't get married.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) response:	WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.
context: Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) It's a song about a woman who can't get married.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds. response:	WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) It's a song about a woman who can't get married.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. response:	WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) It's a song about a woman who can't get married.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that. response:	WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) It's a song about a woman who can't get married.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. response:	THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort, response:	THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) The staff just doesn't get it!\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other, response:	THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.
context: TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here. response:	THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.
context: WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. We filmed the entire day for a few scenes that will only be a few seconds.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. response:	THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far
context: WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far response:	THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.
context: WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT. Everything we work on is like that.\WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got. response:	All right, okay. We're done.
context: WE FILMED THE ENTIRE DAY FOR A FEW SCENES THAT WILL ONLY BE A FEW SECONDS. EVERYTHING WE WORK ON IS LIKE THAT.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done. response:	Done already?
context: THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. The work takes a lot of effort,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already? response:	We've done enough.
context: THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. but the thrill of completing something together is like none other,\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already?\We've done enough. response:	At your current level as a singer,
context: THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE. and with my friends, I'm able to feel that I belong here.\THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already?\We've done enough.\At your current level as a singer, response:	it'll be the same, no matter how many times we record.
context: THE WORK TAKES A LOT OF EFFORT, BUT THE THRILL OF COMPLETING SOMETHING TOGETHER IS LIKE NONE OTHER, AND WITH MY FRIENDS, I'M ABLE TO FEEL THAT I BELONG HERE.\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already?\We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record. response:	In other words, you've given it all you've got for now and it was great.
