context: You're restless, Kanaloa... response:	Do you also feel a stirring in your heart?
context: What spicy screams!\I guess it just goes to show that guild wizards are no big deal.\Coco...\No, it's not her... Nothing saddened Coco more than hurting people.\She hated violence...\This girl is...\Come back to me, Howls!\That's all, folks! You give up already? response:	Dammit...
context: I guess it just goes to show that guild wizards are no big deal.\Coco...\No, it's not her... Nothing saddened Coco more than hurting people.\She hated violence...\This girl is...\Come back to me, Howls!\That's all, folks! You give up already?\Dammit... response:	My magic's exhausted...
context: Coco...\No, it's not her... Nothing saddened Coco more than hurting people.\She hated violence...\This girl is...\Come back to me, Howls!\That's all, folks! You give up already?\Dammit...\My magic's exhausted... response:	What's going on here?!
context: No, it's not her... Nothing saddened Coco more than hurting people.\She hated violence...\This girl is...\Come back to me, Howls!\That's all, folks! You give up already?\Dammit...\My magic's exhausted...\What's going on here?! response:	They're not the people we know from Edolas!
context: She hated violence...\This girl is...\Come back to me, Howls!\That's all, folks! You give up already?\Dammit...\My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas! response:	Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!
context: This girl is...\Come back to me, Howls!\That's all, folks! You give up already?\Dammit...\My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland! response:	I see...
context: Come back to me, Howls!\That's all, folks! You give up already?\Dammit...\My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see... response:	Just like there were doubles of us in Edolas...
context: That's all, folks! You give up already?\Dammit...\My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas... response:	Lucy Heartfilia...
context: Dammit...\My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia... response:	If you don't hurry up and identify yourself,
context: My magic's exhausted...\What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself, response:	we're gonna put more of the hurt on your friends!
context: What's going on here?!\They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends! response:	Unless you want us to keep going on a rampage...?
context: They're not the people we know from Edolas!\Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...? response:	Don't do it, Lu-chan!
context: Then they're the Coco, Hughes, and Sugar Boy who were already in Earthland!\I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan! response:	You've got to hold back...
context: I see...\Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back... response:	They don't know who Lucy is yet...
context: Just like there were doubles of us in Edolas...\Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet... response:	You three get outta here and look for Gramps.
context: Lucy Heartfilia...\If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps. response:	I'll manage here somehow...
context: If you don't hurry up and identify yourself,\we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow... response:	But...
context: we're gonna put more of the hurt on your friends!\Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow...\But... response:	You can barely stand up, Natsu!
context: Unless you want us to keep going on a rampage...?\Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow...\But...\You can barely stand up, Natsu! response:	You three! You're totally suspicious!
context: Don't do it, Lu-chan!\You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow...\But...\You can barely stand up, Natsu!\You three! You're totally suspicious! response:	Natsu-nii... Take this!
context: You've got to hold back...\They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow...\But...\You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this! response:	Thank you, Romeo...
context: They don't know who Lucy is yet...\You three get outta here and look for Gramps.\I'll manage here somehow...\But...\You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo... response:	That reeks!
context: You three get outta here and look for Gramps.\I'll manage here somehow...\But...\You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo...\That reeks! response:	Sorry! Gave you the wrong one...
context: I'll manage here somehow...\But...\You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one... response:	Thanks for the meal, anyway...
context: But...\You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway... response:	Run, Lucy!
context: You can barely stand up, Natsu!\You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy! response:	Hot!
context: You three! You're totally suspicious!\Natsu-nii... Take this!\Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy!\Hot! response:	Fire Magic?
context: Natsu-nii... Take this!\Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy!\Hot!\Fire Magic? response:	That ain't nothin!
context: Thank you, Romeo...\That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy!\Hot!\Fire Magic?\That ain't nothin! response:	Command Magic!
context: That reeks!\Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy!\Hot!\Fire Magic?\That ain't nothin!\Command Magic! response:	Huh?
context: Sorry! Gave you the wrong one...\Thanks for the meal, anyway...\Run, Lucy!\Hot!\Fire Magic?\That ain't nothin!\Command Magic!\Huh? response:	We're fighting each other?!
context: Thanks for the meal, anyway...\Run, Lucy!\Hot!\Fire Magic?\That ain't nothin!\Command Magic!\Huh?\We're fighting each other?! response:	Why?!
context: Run, Lucy!\Hot!\Fire Magic?\That ain't nothin!\Command Magic!\Huh?\We're fighting each other?!\Why?! response:	I'm guessing that's...
context: Hot!\Fire Magic?\That ain't nothin!\Command Magic!\Huh?\We're fighting each other?!\Why?!\I'm guessing that's... response:	Take that!
context: Fire Magic?\That ain't nothin!\Command Magic!\Huh?\We're fighting each other?!\Why?!\I'm guessing that's...\Take that! response:	Here.
context: That ain't nothin!\Command Magic!\Huh?\We're fighting each other?!\Why?!\I'm guessing that's...\Take that!\Here. response:	Crap!
context: Command Magic!\Huh?\We're fighting each other?!\Why?!\I'm guessing that's...\Take that!\Here.\Crap! response:	That's what you get, wizards! Now dance some more for our amusement!
context: Huh?\We're fighting each other?!\Why?!\I'm guessing that's...\Take that!\Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement! response:	It seems that girl isn't a wizard...
context: We're fighting each other?!\Why?!\I'm guessing that's...\Take that!\Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard... response:	A rock... She hit me with a rock...
context: Why?!\I'm guessing that's...\Take that!\Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock... response:	I've totally got murder on my mind...
context: I'm guessing that's...\Take that!\Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind... response:	Enough!
context: Take that!\Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough! response:	Stay out of it, cat!
context: Here.\Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough!\Stay out of it, cat! response:	Wing Slash of the Sky Dragon!
context: Crap!\That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon! response:	Dummy!
context: That's what you get, wizards! Now dance some more for our amusement!\It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy! response:	Huh?!
context: It seems that girl isn't a wizard...\A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy!\Huh?! response:	It's because of that stick!
context: A rock... She hit me with a rock...\I've totally got murder on my mind...\Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy!\Huh?!\It's because of that stick! response:	She can control the magic... I mean, the people?!
context: I've totally got murder on my mind...\Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy!\Huh?!\It's because of that stick!\She can control the magic... I mean, the people?! response:	Ow...
context: Enough!\Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy!\Huh?!\It's because of that stick!\She can control the magic... I mean, the people?!\Ow... response:	Since it's come to this, I have no choice
context: Stay out of it, cat!\Wing Slash of the Sky Dragon!\Dummy!\Huh?!\It's because of that stick!\She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice response:	but to call on my Celestial Spirits and fight...
context: Wing Slash of the Sky Dragon!\Dummy!\Huh?!\It's because of that stick!\She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight... response:	Wish I could use Fleuve d'etoiles that I got from Virgo,
context: Dummy!\Huh?!\It's because of that stick!\She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo, response:	but it won't work for some reason...
context: Huh?!\It's because of that stick!\She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason... response:	You've got motion sickness?
context: It's because of that stick!\She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness? response:	I'm sorry! I'm sorry!
context: She can control the magic... I mean, the people?!\Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry! response:	Why do I feel so exhausted...?
context: Ow...\Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...? response:	Elf-niichan... you're heavy...
context: Since it's come to this, I have no choice\but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy... response:	Maybe it's because of that mucus stuff from before...
context: but to call on my Celestial Spirits and fight...\Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before... response:	Crap! I can't move...
context: Wish I could use Fleuve d'etoiles that I got from Virgo,\but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move... response:	I've got no physical strength or magic power...
context: but it won't work for some reason...\You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power... response:	That stuff sapped it out of us...?
context: You've got motion sickness?\I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...? response:	What do you want with Lucy?!
context: I'm sorry! I'm sorry!\Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?! response:	We don't have to answer you!
context: Why do I feel so exhausted...?\Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you! response:	We'll give you five more seconds.
context: Elf-niichan... you're heavy...\Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds. response:	Alright! But stop attacking!
context: Maybe it's because of that mucus stuff from before...\Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking! response:	I'm...
context: Crap! I can't move...\I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking!\I'm... response:	I'm Lucy Heartfilia.
context: I've got no physical strength or magic power...\That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia. response:	So you're the one...?
context: That stuff sapped it out of us...?\What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia.\So you're the one...? response:	Walk over here quietly.
context: What do you want with Lucy?!\We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly. response:	Wait a second...
context: We don't have to answer you!\We'll give you five more seconds.\Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly.\Wait a second... response:	I'm the one you're looking for.
context: We'll give you five more seconds.\Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly.\Wait a second...\I'm the one you're looking for. response:	What is it that you want with me?
context: Alright! But stop attacking!\I'm...\I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly.\Wait a second...\I'm the one you're looking for.\What is it that you want with me? response:	I see. Despite being a guild wizard, she's definitely the daughter
context: I'm...\I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly.\Wait a second...\I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter response:	of the former owner of the Heartfilia Konzern.
context: I'm Lucy Heartfilia.\So you're the one...?\Walk over here quietly.\Wait a second...\I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern. response:	She sure has class!
context: So you're the one...?\Walk over here quietly.\Wait a second...\I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class! response:	I figured she'd be rougher around the edges...
context: Walk over here quietly.\Wait a second...\I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges... response:	What's going on here?!
context: Wait a second...\I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges...\What's going on here?! response:	Lucy Heartfilia...
context: I'm the one you're looking for.\What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia... response:	The daughter of the former owner of the Heartfilia Konzern
context: What is it that you want with me?\I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern response:	and Fairy Tail's resident Celestial Spirit wizard...
context: I see. Despite being a guild wizard, she's definitely the daughter\of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard... response:	If I'm not mistaken?
context: of the former owner of the Heartfilia Konzern.\She sure has class!\I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken? response:	No mistake. That is me.
context: She sure has class!\I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me. response:	She's...
context: I figured she'd be rougher around the edges...\What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me.\She's... response:	Now that they mention it, she sure looks like she fits the bill...
context: What's going on here?!\Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill... response:	Hold on there! I'm Lucy!
context: Lucy Heartfilia...\The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy! response:	Michelle-san...
context: The daughter of the former owner of the Heartfilia Konzern\and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san... response:	I'm touched that you're trying to protect me.
context: and Fairy Tail's resident Celestial Spirit wizard...\If I'm not mistaken?\No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me. response:	But I don't think your lie would work anyway!
context: If I'm not mistaken?\No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway! response:	What are you saying?!
context: No mistake. That is me.\She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?! response:	And even if they did believe it, they'd see through your guise soon enough!
context: She's...\Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough! response:	I can't cause anyone more trouble than I already have!
context: Now that they mention it, she sure looks like she fits the bill...\Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have! response:	Let's tell them the truth!
context: Hold on there! I'm Lucy!\Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth! response:	So that girl is trying to protect Lucy, huh?
context: Michelle-san...\I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh? response:	W-What an impassioned performance!
context: I'm touched that you're trying to protect me.\But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance! response:	It's beautiful! Man!
context: But I don't think your lie would work anyway!\What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man! response:	I'm Lucy!
context: What are you saying?!\And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy! response:	I'm Lucy!
context: And even if they did believe it, they'd see through your guise soon enough!\I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy!\I'm Lucy! response:	W-What should we do?
context: I can't cause anyone more trouble than I already have!\Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy!\I'm Lucy!\W-What should we do? response:	Well, we know the real thing is over 20 years old,
context: Let's tell them the truth!\So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy!\I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old, response:	so the girl with the pigtails is too young to be her, right?
context: So that girl is trying to protect Lucy, huh?\W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy!\I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right? response:	That's because we were on Tenroujima for seven years...
context: W-What an impassioned performance!\It's beautiful! Man!\I'm Lucy!\I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years... response:	Lucy!
context: It's beautiful! Man!\I'm Lucy!\I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy! response:	Back off! I won't let'em lay one finger on you!
context: I'm Lucy!\I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you! response:	R-Right! Understood!
context: I'm Lucy!\W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood! response:	This one's Lucy, too?!
context: W-What should we do?\Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?! response:	You still have some fight in you, don't you, Lucy?
context: Well, we know the real thing is over 20 years old,\so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy? response:	Yeah! Leave it to me!
context: so the girl with the pigtails is too young to be her, right?\That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me! response:	Over there, too?!
context: That's because we were on Tenroujima for seven years...\Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?! response:	Are you okay, Lucy?!
context: Lucy!\Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?! response:	I'll pull through...
context: Back off! I won't let'em lay one finger on you!\R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?!\I'll pull through... response:	Are you hurt, Lucy?!
context: R-Right! Understood!\This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?! response:	There's another one!
context: This one's Lucy, too?!\You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?!\There's another one! response:	E-Everyone...
context: You still have some fight in you, don't you, Lucy?\Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?!\There's another one!\E-Everyone... response:	Nee-san...
context: Yeah! Leave it to me!\Over there, too?!\Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?!\There's another one!\E-Everyone...\Nee-san... response:	I don't know which is the real one!
context: Over there, too?!\Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?!\There's another one!\E-Everyone...\Nee-san...\I don't know which is the real one! response:	Damn them...
context: Are you okay, Lucy?!\I'll pull through...\Are you hurt, Lucy?!\There's another one!\E-Everyone...\Nee-san...\I don't know which is the real one!\Damn them... response:	Are you healed up, Lucy?
context: I'll pull through...\Are you hurt, Lucy?!\There's another one!\E-Everyone...\Nee-san...\I don't know which is the real one!\Damn them...\Are you healed up, Lucy? response:	I'm fine now, Lucy.
context: Are you hurt, Lucy?!\There's another one!\E-Everyone...\Nee-san...\I don't know which is the real one!\Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy. response:	Spicy!
context: There's another one!\E-Everyone...\Nee-san...\I don't know which is the real one!\Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy! response:	I'm Lucy, too!
context: E-Everyone...\Nee-san...\I don't know which is the real one!\Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy!\I'm Lucy, too! response:	Stop it!
context: Nee-san...\I don't know which is the real one!\Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy!\I'm Lucy, too!\Stop it! response:	This is totally ridiculous.
context: I don't know which is the real one!\Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy!\I'm Lucy, too!\Stop it!\This is totally ridiculous. response:	So we should just round'em all up?
context: Damn them...\Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy!\I'm Lucy, too!\Stop it!\This is totally ridiculous.\So we should just round'em all up? response:	Well...
