context: This feels okay? response:	Thanks, Sakura-chan.
context: A true love for the Princess shall\break the spell of the witch,\And from the kiss of this person, may the Princess be awoken!\Everyone's doing' great!\Tomoyo, you too!\Thank you very much!\That bratty girl playing the evil witch was just perfect!\So, response:	Sakura and that brat still haven't had their turn yet?
context: break the spell of the witch,\And from the kiss of this person, may the Princess be awoken!\Everyone's doing' great!\Tomoyo, you too!\Thank you very much!\That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet? response:	They are in the next scene.
context: And from the kiss of this person, may the Princess be awoken!\Everyone's doing' great!\Tomoyo, you too!\Thank you very much!\That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene. response:	Having heard the curse from the witch,
context: Everyone's doing' great!\Tomoyo, you too!\Thank you very much!\That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch, response:	the King ordered that all spindles be burned.
context: Tomoyo, you too!\Thank you very much!\That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned. response:	All the people in the kingdom obeyed
context: Thank you very much!\That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed response:	and destroyed all the spindles.
context: That bratty girl playing the evil witch was just perfect!\So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles. response:	And no spindles exist in the country.
context: So,\Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country. response:	Sixteen years passed.
context: Sakura and that brat still haven't had their turn yet?\They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed. response:	The Princess has blossomed into beautiful young woman.
context: They are in the next scene.\Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman. response:	My dear Princess!
context: Having heard the curse from the witch,\the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess! response:	Yes, Mother.
context: the King ordered that all spindles be burned.\All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother. response:	He's the Princess?!
context: All the people in the kingdom obeyed\and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother.\He's the Princess?! response:	Wow! He looks pretty good!
context: and destroyed all the spindles.\And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother.\He's the Princess?!\Wow! He looks pretty good! response:	What is it?! Mother?!
context: And no spindles exist in the country.\Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother.\He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?! response:	Today is the party for your sixteenth birthday.
context: Sixteen years passed.\The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother.\He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday. response:	Please hurry and get change!
context: The Princess has blossomed into beautiful young woman.\My dear Princess!\Yes, Mother.\He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change! response:	Yes, Mother!
context: My dear Princess!\Yes, Mother.\He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother! response:	That's a miscast!
context: Yes, Mother.\He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother!\That's a miscast! response:	The Princess returned to her room.
context: He's the Princess?!\Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother!\That's a miscast!\The Princess returned to her room. response:	And there stood a spindle,
context: Wow! He looks pretty good!\What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother!\That's a miscast!\The Princess returned to her room.\And there stood a spindle, response:	which should no longer exist in this kingdom.
context: What is it?! Mother?!\Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother!\That's a miscast!\The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom. response:	Oh, I wonder what this is!
context: Today is the party for your sixteenth birthday.\Please hurry and get change!\Yes, Mother!\That's a miscast!\The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is! response:	This hu' hurts!!
context: Please hurry and get change!\Yes, Mother!\That's a miscast!\The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!! response:	Oh no! My Princess has died!
context: Yes, Mother!\That's a miscast!\The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died! response:	My lovely Princess!
context: That's a miscast!\The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess! response:	No, that is not true, Your Highness!
context: The Princess returned to her room.\And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness! response:	The Princess has only fallen asleep!
context: And there stood a spindle,\which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep! response:	Just as the gift I presented to her sixteen years ago.
context: which should no longer exist in this kingdom.\Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago. response:	Now, let us wait for the one
context: Oh, I wonder what this is!\This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one response:	who can wake the Princess!
context: This hu' hurts!!\Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess! response:	It's the next scene.
context: Oh no! My Princess has died!\My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess!\It's the next scene. response:	This will capture
context: My lovely Princess!\No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess!\It's the next scene.\This will capture response:	all of Sakura's heroic actions!
context: No, that is not true, Your Highness!\The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess!\It's the next scene.\This will capture\all of Sakura's heroic actions! response:	Oh? It's her turn finally?
context: The Princess has only fallen asleep!\Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess!\It's the next scene.\This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally? response:	A long, long time has gone by,
context: Just as the gift I presented to her sixteen years ago.\Now, let us wait for the one\who can wake the Princess!\It's the next scene.\This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by, response:	and finally a Prince has come to this kingdom.
context: Now, let us wait for the one\who can wake the Princess!\It's the next scene.\This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom. response:	Sakura! Sakura-chan plays the Prince!
context: who can wake the Princess!\It's the next scene.\This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince! response:	Yukito-san!
context: It's the next scene.\This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san! response:	Oh! She looks awesome!
context: This will capture\all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome! response:	I stayed up two nights to make it!
context: all of Sakura's heroic actions!\Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it! response:	So, this is the mysterious castle!
context: Oh? It's her turn finally?\A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle! response:	We have been waiting for you!
context: A long, long time has gone by,\and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you! response:	Who are you?!
context: and finally a Prince has come to this kingdom.\Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you!\Who are you?! response:	We are fairies.
context: Sakura! Sakura-chan plays the Prince!\Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you!\Who are you?!\We are fairies. response:	We have been waiting for
context: Yukito-san!\Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you!\Who are you?!\We are fairies.\We have been waiting for response:	a courageous young man to arrive.
context: Oh! She looks awesome!\I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you!\Who are you?!\We are fairies.\We have been waiting for\a courageous young man to arrive. response:	What?
context: I stayed up two nights to make it!\So, this is the mysterious castle!\We have been waiting for you!\Who are you?!\We are fairies.\We have been waiting for\a courageous young man to arrive.\What? response:	There is a beautiful Princess
context: So, this is the mysterious castle!\We have been waiting for you!\Who are you?!\We are fairies.\We have been waiting for\a courageous young man to arrive.\What?\There is a beautiful Princess response:	asleep in this castle.
context: We have been waiting for you!\Who are you?!\We are fairies.\We have been waiting for\a courageous young man to arrive.\What?\There is a beautiful Princess\asleep in this castle. response:	Under the curse of an evil witch, she has been sleeping for a long time.
context: Who are you?!\We are fairies.\We have been waiting for\a courageous young man to arrive.\What?\There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time. response:	How terrible!
context: We are fairies.\We have been waiting for\a courageous young man to arrive.\What?\There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible! response:	Is there a way I can save her?
context: We have been waiting for\a courageous young man to arrive.\What?\There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her? response:	You can, if you think seriously that you want to save her.
context: a courageous young man to arrive.\What?\There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her. response:	I have this sword and courage in me!
context: What?\There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me! response:	I promise
context: There is a beautiful Princess\asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise response:	I will break the curse for the Princess!
context: asleep in this castle.\Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise\I will break the curse for the Princess! response:	Sakura-chan looks so cool!
context: Under the curse of an evil witch, she has been sleeping for a long time.\How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise\I will break the curse for the Princess!\Sakura-chan looks so cool! response:	Good job! Good job!
context: How terrible!\Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise\I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job! response:	Sakura is just too wonderful!
context: Is there a way I can save her?\You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise\I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful! response:	You have done well to get here, Prince.
context: You can, if you think seriously that you want to save her.\I have this sword and courage in me!\I promise\I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince. response:	You must be the evil witch who cursed the Princess!
context: I have this sword and courage in me!\I promise\I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess! response:	Everyone! Go get him!
context: I promise\I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him! response:	Awesome! Awesome!
context: I will break the curse for the Princess!\Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome! response:	She's just good at sports, that's all.
context: Sakura-chan looks so cool!\Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all. response:	Damn you, Prince!
context: Good job! Good job!\Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince! response:	I did it! I defeated the witch!
context: Sakura is just too wonderful!\You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch! response:	Oh! What a beautiful Princess!
context: You have done well to get here, Prince.\You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess! response:	The Princess can only be woken'
context: You must be the evil witch who cursed the Princess!\Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken' response:	'by the kiss of the one who truly loves her.
context: Everyone! Go get him!\Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her. response:	Kiss the Princess,
context: Awesome! Awesome!\She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess, response:	if you can truly love her.
context: She's just good at sports, that's all.\Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her. response:	Oh! Here's the good part!
context: Damn you, Prince!\I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her.\Oh! Here's the good part! response:	If only I play the Prince!
context: I did it! I defeated the witch!\Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her.\Oh! Here's the good part!\If only I play the Prince! response:	Don't tell me she's really gonna kiss'!
context: Oh! What a beautiful Princess!\The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her.\Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'! response:	This aura!!
context: The Princess can only be woken'\'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her.\Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!! response:	Li-kun!
context: 'by the kiss of the one who truly loves her.\Kiss the Princess,\if you can truly love her.\Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!!\Li-kun! response:	Oh no! This is'!!
context: Kiss the Princess,\if you can truly love her.\Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!!\Li-kun!\Oh no! This is'!! response:	Huh? What happened? Did the lights go out?
context: if you can truly love her.\Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!!\Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out? response:	Be careful! It's a Clow Card!
context: Oh! Here's the good part!\If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!!\Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card! response:	This is Da' Li-kun! Li-kun!
context: If only I play the Prince!\Don't tell me she's really gonna kiss'!\This aura!!\Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun! response:	Did you say this is because of a Clow Card?!
context: Don't tell me she's really gonna kiss'!\This aura!!\Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?! response:	That's right!
context: This aura!!\Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right! response:	Kero-chan should be in the control room with Tomoyo-chan!
context: Li-kun!\Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan! response:	But'
context: Oh no! This is'!!\Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But' response:	Which way is the control room?!
context: Huh? What happened? Did the lights go out?\Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?! response:	Sakura'
context: Be careful! It's a Clow Card!\This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?!\Sakura' response:	Kero-chan! Tomoyo-chan!
context: This is Da' Li-kun! Li-kun!\Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan! response:	Li-kun! Mei Lin-chan!
context: Did you say this is because of a Clow Card?!\That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan! response:	I've been running
context: That's right!\Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running response:	but I don't seem to be getting anywhere' No one's around'
context: Kero-chan should be in the control room with Tomoyo-chan!\But'\Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around' response:	Anyone will do! Just answer me!
context: But'\Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me! response:	Where did everyone go?
context: Which way is the control room?!\Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go? response:	Am I all by myself?
context: Sakura'\Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself? response:	Do your best, Sakura!
context: Kero-chan! Tomoyo-chan!\Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself?\Do your best, Sakura! response:	The only way to seal this card
context: Li-kun! Mei Lin-chan!\I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself?\Do your best, Sakura!\The only way to seal this card response:	is to realize that herself!
context: I've been running\but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself?\Do your best, Sakura!\The only way to seal this card\is to realize that herself! response:	It's no use crying.
context: but I don't seem to be getting anywhere' No one's around'\Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself?\Do your best, Sakura!\The only way to seal this card\is to realize that herself!\It's no use crying. response:	Everyone's probably scared because of this darkness!
context: Anyone will do! Just answer me!\Where did everyone go?\Am I all by myself?\Do your best, Sakura!\The only way to seal this card\is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness! response:	Li-kun said this is the act of a Clow Card.
context: Where did everyone go?\Am I all by myself?\Do your best, Sakura!\The only way to seal this card\is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card. response:	So, maybe I can do something about it!
context: Am I all by myself?\Do your best, Sakura!\The only way to seal this card\is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it! response:	Key which hides the forces of darkness,
context: Do your best, Sakura!\The only way to seal this card\is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness, response:	reveal thy true form before me.
context: The only way to seal this card\is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: is to realize that herself!\It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release!
context: It's no use crying.\Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release! response:	I can't use magic'
context: Everyone's probably scared because of this darkness!\Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\I can't use magic' response:	Calm down'
context: Li-kun said this is the act of a Clow Card.\So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\I can't use magic'\Calm down' response:	First, I need to think what card this is'
context: So, maybe I can do something about it!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\I can't use magic'\Calm down'\First, I need to think what card this is' response:	It's not'Black' is it?
context: Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\I can't use magic'\Calm down'\First, I need to think what card this is'\It's not'Black' is it? response:	It's pitch-dark' Could it be'
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\I can't use magic'\Calm down'\First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be' response:	Dark, as in darkness?
context: I, Sakura, command thee under contract.\Release!\I can't use magic'\Calm down'\First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness? response:	I guessed right!
context: Release!\I can't use magic'\Calm down'\First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right! response:	Sakura realized the nature of the card!
context: I can't use magic'\Calm down'\First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card! response:	But'
context: Calm down'\First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card!\But' response:	It turned pitch-dark again'
context: First, I need to think what card this is'\It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card!\But'\It turned pitch-dark again' response:	Just by realizing the nature of the card
context: It's not'Black' is it?\It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card!\But'\It turned pitch-dark again'\Just by realizing the nature of the card response:	is not enough to seal it.
context: It's pitch-dark' Could it be'\Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card!\But'\It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it. response:	She's gotta realize that herself!
context: Dark, as in darkness?\I guessed right!\Sakura realized the nature of the card!\But'\It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself! response:	If it's Sakura, she should be able to realize it!
context: I guessed right!\Sakura realized the nature of the card!\But'\It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it! response:	It's not like with Mirror
context: Sakura realized the nature of the card!\But'\It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror response:	that I can just name the card'
context: But'\It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card' response:	I gotta think
context: It turned pitch-dark again'\Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card'\I gotta think response:	what can I do in pitch-dark! I gotta think!
context: Just by realizing the nature of the card\is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think! response:	But if it's really pitch-dark,
context: is not enough to seal it.\She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark, response:	I shouldn't be able to see myself'
context: She's gotta realize that herself!\If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself' response:	How come I can see myself'?
context: If it's Sakura, she should be able to realize it!\It's not like with Mirror\that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'? response:	What?!
