context: I found it first! response:	No, I found it first, brat!
context: Remember, Li?\You mustn't leave this room.\Oh, Sakura. Let me help with something.\No, you just sit right there.\That's all right. Why don't I bring this to you?\Looks good! Well, let's eat!\What's up?\Something wrong? response:	N' nothing at all!
context: You mustn't leave this room.\Oh, Sakura. Let me help with something.\No, you just sit right there.\That's all right. Why don't I bring this to you?\Looks good! Well, let's eat!\What's up?\Something wrong?\N' nothing at all! response:	Of course not! It's soup made by you, after all!
context: Oh, Sakura. Let me help with something.\No, you just sit right there.\That's all right. Why don't I bring this to you?\Looks good! Well, let's eat!\What's up?\Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all! response:	I think so, I am confident in that.
context: No, you just sit right there.\That's all right. Why don't I bring this to you?\Looks good! Well, let's eat!\What's up?\Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that. response:	You know, Shao Lan, you sound kinda weird today.
context: That's all right. Why don't I bring this to you?\Looks good! Well, let's eat!\What's up?\Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today. response:	Eh?
context: Looks good! Well, let's eat!\What's up?\Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh? response:	It isn't like your usual'
context: What's up?\Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual' response:	I've been hanging around
context: Something wrong?\N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual'\I've been hanging around response:	Cerberus all evening.
context: N' nothing at all!\Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual'\I've been hanging around\Cerberus all evening. response:	He uses that Osaka dialect, so it must've rubbed off.
context: Of course not! It's soup made by you, after all!\I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual'\I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off. response:	Yeah, that must be it.
context: I think so, I am confident in that.\You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual'\I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it. response:	Cerberus, you mean that stuffed animal?
context: You know, Shao Lan, you sound kinda weird today.\Eh?\It isn't like your usual'\I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal? response:	No!
context: Eh?\It isn't like your usual'\I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No! response:	I mean, that really cool Beast of the Seal.
context: It isn't like your usual'\I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal. response:	Shao Lan, you always call it'that stuffed animal.'
context: I've been hanging around\Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.' response:	Well, he has his good points, too.
context: Cerberus all evening.\He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too. response:	This is terrible!
context: He uses that Osaka dialect, so it must've rubbed off.\Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible! response:	Oh, this is good, tasty'
context: Yeah, that must be it.\Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty' response:	'while drinking it' I'll get some tea.
context: Cerberus, you mean that stuffed animal?\No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea. response:	Thanks. I'll have half a cup, and Touya, too.
context: No!\I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too. response:	I see.
context: I mean, that really cool Beast of the Seal.\Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see. response:	Hey, over here. Over here! Geeze.
context: Shao Lan, you always call it'that stuffed animal.'\Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze. response:	Yes?
context: Well, he has his good points, too.\This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze.\Yes? response:	What's wrong?
context: This is terrible!\Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze.\Yes?\What's wrong? response:	Oh, I thought I heard something from the window.
context: Oh, this is good, tasty'\'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze.\Yes?\What's wrong?\Oh, I thought I heard something from the window. response:	Someone' hel'
context: 'while drinking it' I'll get some tea.\Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze.\Yes?\What's wrong?\Oh, I thought I heard something from the window.\Someone' hel' response:	Go away!
context: Thanks. I'll have half a cup, and Touya, too.\I see.\Hey, over here. Over here! Geeze.\Yes?\What's wrong?\Oh, I thought I heard something from the window.\Someone' hel'\Go away! response:	Isn't that a cat?
context: I see.\Hey, over here. Over here! Geeze.\Yes?\What's wrong?\Oh, I thought I heard something from the window.\Someone' hel'\Go away!\Isn't that a cat? response:	Li'
context: Hey, over here. Over here! Geeze.\Yes?\What's wrong?\Oh, I thought I heard something from the window.\Someone' hel'\Go away!\Isn't that a cat?\Li' response:	Thanks. That was delicious, Sakura.
context: Yes?\What's wrong?\Oh, I thought I heard something from the window.\Someone' hel'\Go away!\Isn't that a cat?\Li'\Thanks. That was delicious, Sakura. response:	Really?
context: What's wrong?\Oh, I thought I heard something from the window.\Someone' hel'\Go away!\Isn't that a cat?\Li'\Thanks. That was delicious, Sakura.\Really? response:	Ouch'
context: Oh, I thought I heard something from the window.\Someone' hel'\Go away!\Isn't that a cat?\Li'\Thanks. That was delicious, Sakura.\Really?\Ouch' response:	You awake?
context: Someone' hel'\Go away!\Isn't that a cat?\Li'\Thanks. That was delicious, Sakura.\Really?\Ouch'\You awake? response:	That's Kero's bed.
context: Go away!\Isn't that a cat?\Li'\Thanks. That was delicious, Sakura.\Really?\Ouch'\You awake?\That's Kero's bed. response:	It's kinda small, but is it okay?
context: Isn't that a cat?\Li'\Thanks. That was delicious, Sakura.\Really?\Ouch'\You awake?\That's Kero's bed.\It's kinda small, but is it okay? response:	There's nothing I can do.
context: Li'\Thanks. That was delicious, Sakura.\Really?\Ouch'\You awake?\That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do. response:	What'll you do tomorrow?
context: Thanks. That was delicious, Sakura.\Really?\Ouch'\You awake?\That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow? response:	About what?
context: Really?\Ouch'\You awake?\That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow?\About what? response:	About school.
context: Ouch'\You awake?\That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow?\About what?\About school. response:	You wait here, and then'
context: You awake?\That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow?\About what?\About school.\You wait here, and then' response:	I'm going, too. I'm worried about what that guy will do.
context: That's Kero's bed.\It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow?\About what?\About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do. response:	I'm worried about you.
context: It's kinda small, but is it okay?\There's nothing I can do.\What'll you do tomorrow?\About what?\About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you. response:	I'll stay still. I promise.
context: There's nothing I can do.\What'll you do tomorrow?\About what?\About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise. response:	Really?
context: What'll you do tomorrow?\About what?\About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise.\Really? response:	I made it.
context: About what?\About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise.\Really?\I made it. response:	There's no reason for you to be barely getting to school on time all the time.
context: About school.\You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise.\Really?\I made it.\There's no reason for you to be barely getting to school on time all the time. response:	You'd better stay quiet.
context: You wait here, and then'\I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise.\Really?\I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet. response:	I know.
context: I'm going, too. I'm worried about what that guy will do.\I'm worried about you.\I'll stay still. I promise.\Really?\I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know. response:	Kinomoto, don't be late. Class is about to start.
context: I'm worried about you.\I'll stay still. I promise.\Really?\I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start. response:	Good morning!
context: I'll stay still. I promise.\Really?\I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start.\Good morning! response:	That's a pretty big bag.
context: Really?\I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag. response:	This is' for gym.
context: I made it.\There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag.\This is' for gym. response:	What's your bag for?
context: There's no reason for you to be barely getting to school on time all the time.\You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag.\This is' for gym.\What's your bag for? response:	This? I just received a present.
context: You'd better stay quiet.\I know.\Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag.\This is' for gym.\What's your bag for?\This? I just received a present. response:	Eh?
context: I know.\Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag.\This is' for gym.\What's your bag for?\This? I just received a present.\Eh? response:	Today's her birthday,
context: Kinomoto, don't be late. Class is about to start.\Good morning!\That's a pretty big bag.\This is' for gym.\What's your bag for?\This? I just received a present.\Eh?\Today's her birthday, response:	so I guess that happens'
context: Good morning!\That's a pretty big bag.\This is' for gym.\What's your bag for?\This? I just received a present.\Eh?\Today's her birthday,\so I guess that happens' response:	Hey, instead of talking like this, we should go to class.
context: That's a pretty big bag.\This is' for gym.\What's your bag for?\This? I just received a present.\Eh?\Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class. response:	Right.
context: This is' for gym.\What's your bag for?\This? I just received a present.\Eh?\Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right. response:	You alright?
context: What's your bag for?\This? I just received a present.\Eh?\Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right.\You alright? response:	I'll stay still. That's my promise.
context: This? I just received a present.\Eh?\Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right.\You alright?\I'll stay still. That's my promise. response:	It'd be nice if he would just stay quiet, too.
context: Eh?\Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right.\You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too. response:	Good morning!
context: Today's her birthday,\so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right.\You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning! response:	That kind of move?
context: so I guess that happens'\Hey, instead of talking like this, we should go to class.\Right.\You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move? response:	I didn't know.
context: Hey, instead of talking like this, we should go to class.\Right.\You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move?\I didn't know. response:	Li, you know a lot about games.
context: Right.\You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move?\I didn't know.\Li, you know a lot about games. response:	That move was the Cerberus Super-Special Attack.
context: You alright?\I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move?\I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack. response:	So how do you use that to defeat the enemy?
context: I'll stay still. That's my promise.\It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move?\I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy? response:	You hit the B button in rhythm and'
context: It'd be nice if he would just stay quiet, too.\Good morning!\That kind of move?\I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and' response:	Truly terrible'
context: Good morning!\That kind of move?\I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible' response:	Yes.
context: That kind of move?\I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible'\Yes. response:	Shao Lan,
context: I didn't know.\Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible'\Yes.\Shao Lan, response:	since when did you have time for games?
context: Li, you know a lot about games.\That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible'\Yes.\Shao Lan,\since when did you have time for games? response:	Oh, here and there.
context: That move was the Cerberus Super-Special Attack.\So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible'\Yes.\Shao Lan,\since when did you have time for games?\Oh, here and there. response:	Kero, you're standing out too much!
context: So how do you use that to defeat the enemy?\You hit the B button in rhythm and'\Truly terrible'\Yes.\Shao Lan,\since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much! response:	Yeah, well,
context: You hit the B button in rhythm and'\Truly terrible'\Yes.\Shao Lan,\since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much!\Yeah, well, response:	they started talking about games, and'
context: Truly terrible'\Yes.\Shao Lan,\since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much!\Yeah, well,\they started talking about games, and' response:	How uncool.
context: Yes.\Shao Lan,\since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much!\Yeah, well,\they started talking about games, and'\How uncool. response:	Yeah, brat, I should just act dumb if I want to be like you.
context: Shao Lan,\since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much!\Yeah, well,\they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you. response:	What was that?!
context: since when did you have time for games?\Oh, here and there.\Kero, you're standing out too much!\Yeah, well,\they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?! response:	If you yell, someone will find us!
context: Oh, here and there.\Kero, you're standing out too much!\Yeah, well,\they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us! response:	What is there to find?
context: Kero, you're standing out too much!\Yeah, well,\they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us!\What is there to find? response:	Tomoyo!
context: Yeah, well,\they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us!\What is there to find?\Tomoyo! response:	Isn't Li acting a little strange today?
context: they started talking about games, and'\How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us!\What is there to find?\Tomoyo!\Isn't Li acting a little strange today? response:	Actually'
context: How uncool.\Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us!\What is there to find?\Tomoyo!\Isn't Li acting a little strange today?\Actually' response:	Don't say it!
context: Yeah, brat, I should just act dumb if I want to be like you.\What was that?!\If you yell, someone will find us!\What is there to find?\Tomoyo!\Isn't Li acting a little strange today?\Actually'\Don't say it! response:	Oh, Kero's here too?
context: What was that?!\If you yell, someone will find us!\What is there to find?\Tomoyo!\Isn't Li acting a little strange today?\Actually'\Don't say it!\Oh, Kero's here too? response:	Um, you see, this is'
context: If you yell, someone will find us!\What is there to find?\Tomoyo!\Isn't Li acting a little strange today?\Actually'\Don't say it!\Oh, Kero's here too?\Um, you see, this is' response:	We've been discussing Card matters, right?
context: What is there to find?\Tomoyo!\Isn't Li acting a little strange today?\Actually'\Don't say it!\Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right? response:	Yes, yes!
context: Tomoyo!\Isn't Li acting a little strange today?\Actually'\Don't say it!\Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes! response:	Li's use of language' sounds like Kero.
context: Isn't Li acting a little strange today?\Actually'\Don't say it!\Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero. response:	That's not right, Tomoyo.
context: Actually'\Don't say it!\Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo. response:	It's' you see' Right, Li?
context: Don't say it!\Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li? response:	I' I'm not nearly as cool as that Cerberus is.
context: Oh, Kero's here too?\Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is. response:	Here, pose please!
context: Um, you see, this is'\We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please! response:	I thought so!
context: We've been discussing Card matters, right?\Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so! response:	It's no laughing matter!
context: Yes, yes!\Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so!\It's no laughing matter! response:	That's right!
context: Li's use of language' sounds like Kero.\That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so!\It's no laughing matter!\That's right! response:	I'm sorry. It's just so unusual to see Li look so relaxed
context: That's not right, Tomoyo.\It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so!\It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed response:	and Kero look so serious.
context: It's' you see' Right, Li?\I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so!\It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious. response:	Weird, isn't it?
context: I' I'm not nearly as cool as that Cerberus is.\Here, pose please!\I thought so!\It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it? response:	I won't get mad if it's just laughing.
context: Here, pose please!\I thought so!\It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing. response:	We've got to hang in there until this evening.
context: I thought so!\It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening. response:	How nice, this friendly feeling.
context: It's no laughing matter!\That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling. response:	Kind of like a wonderful family get-together.
context: That's right!\I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together. response:	Anyway, I'm sorry about before.
context: I'm sorry. It's just so unusual to see Li look so relaxed\and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before. response:	I'll keep quiet until this evening,
context: and Kero look so serious.\Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening, response:	so you don't stand out too much.
context: Weird, isn't it?\I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much. response:	Got it.
context: I won't get mad if it's just laughing.\We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much.\Got it. response:	Now that Tomoyo knows, that's more than enough.
context: We've got to hang in there until this evening.\How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough. response:	I'll take that!
context: How nice, this friendly feeling.\Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that! response:	It's worse'
context: Kind of like a wonderful family get-together.\Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse' response:	Sakura!
context: Anyway, I'm sorry about before.\I'll keep quiet until this evening,\so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse'\Sakura! response:	Sorry about that!
context: I'll keep quiet until this evening,\so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse'\Sakura!\Sorry about that! response:	That moron!
context: so you don't stand out too much.\Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse'\Sakura!\Sorry about that!\That moron! response:	Is there someone in here?
context: Got it.\Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse'\Sakura!\Sorry about that!\That moron!\Is there someone in here? response:	The homeroom teacher should have confiscated this.
context: Now that Tomoyo knows, that's more than enough.\I'll take that!\It's worse'\Sakura!\Sorry about that!\That moron!\Is there someone in here?\The homeroom teacher should have confiscated this. response:	Oh, sir. Could you help me take some of these things to the gym?
context: I'll take that!\It's worse'\Sakura!\Sorry about that!\That moron!\Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym? response:	Man, that was some kind of throw you made there.
context: It's worse'\Sakura!\Sorry about that!\That moron!\Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there. response:	We have passed today safely.
context: Sakura!\Sorry about that!\That moron!\Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely. response:	What were you thinking, doing that during P.E.?
context: Sorry about that!\That moron!\Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.? response:	Li is keeping quiet, so you should keep your promise too, right?
context: That moron!\Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right? response:	Shao Lan!
context: Is there someone in here?\The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan! response:	Shao Lan, you're kinda weird today.
context: The homeroom teacher should have confiscated this.\Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today. response:	W' what?
context: Oh, sir. Could you help me take some of these things to the gym?\Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today.\W' what? response:	Are you keeping something from me?
context: Man, that was some kind of throw you made there.\We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me? response:	That's just your imagination'
context: We have passed today safely.\What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me?\That's just your imagination' response:	Why're YOU answering?
context: What were you thinking, doing that during P.E.?\Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me?\That's just your imagination'\Why're YOU answering? response:	Mei Lin. There's no reason I'd be keeping anything from you, right?
context: Li is keeping quiet, so you should keep your promise too, right?\Shao Lan!\Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me?\That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right? response:	Really?
context: Shao Lan!\Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me?\That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really? response:	Of course! Are you saying you don't believe me?
context: Shao Lan, you're kinda weird today.\W' what?\Are you keeping something from me?\That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me? response:	If you say so, Shao Lan'
context: W' what?\Are you keeping something from me?\That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan' response:	Where did Kero get that from?
context: Are you keeping something from me?\That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from? response:	Maybe he saw some weird drama on TV'
