context: Sakura-chan, response:	you don't really feel asleep recently.
context: You'\Actually she always helps me.\I can't do anything.\It won't be that way.\Li-kun has fulfilled his duty.\You have to believe in yourself.\Tomoyo, come here.\Let's go? response:	ok
context: Actually she always helps me.\I can't do anything.\It won't be that way.\Li-kun has fulfilled his duty.\You have to believe in yourself.\Tomoyo, come here.\Let's go?\ok response:	This hall is very scary.
context: I can't do anything.\It won't be that way.\Li-kun has fulfilled his duty.\You have to believe in yourself.\Tomoyo, come here.\Let's go?\ok\This hall is very scary. response:	Here we go again. Your scared of ghosts right?
context: It won't be that way.\Li-kun has fulfilled his duty.\You have to believe in yourself.\Tomoyo, come here.\Let's go?\ok\This hall is very scary.\Here we go again. Your scared of ghosts right? response:	But'
context: Li-kun has fulfilled his duty.\You have to believe in yourself.\Tomoyo, come here.\Let's go?\ok\This hall is very scary.\Here we go again. Your scared of ghosts right?\But' response:	It will be ok. I've never seen a ghost before.
context: You have to believe in yourself.\Tomoyo, come here.\Let's go?\ok\This hall is very scary.\Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before. response:	And I cant feel anybody's presence
context: Tomoyo, come here.\Let's go?\ok\This hall is very scary.\Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence response:	Really?
context: Let's go?\ok\This hall is very scary.\Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really? response:	Thank you Shao Lan-kun.
context: ok\This hall is very scary.\Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun. response:	Shao Lan-kun?
context: This hall is very scary.\Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun.\Shao Lan-kun? response:	Last time on the elavator,
context: Here we go again. Your scared of ghosts right?\But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator, response:	he said that I could call him Shao Lan-kun
context: But'\It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun response:	and he said,'Can I call you Sakura?'
context: It will be ok. I've never seen a ghost before.\And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?' response:	Really?
context: And I cant feel anybody's presence\Really?\Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really? response:	Right, Shao Lan-kun?
context: Really?\Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun? response:	' Basketball?' How could it just appear right here?
context: Thank you Shao Lan-kun.\Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here? response:	Its moving by itself! Its probably a ghost!
context: Shao Lan-kun?\Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost! response:	No this isn't a ghost.
context: Last time on the elavator,\he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost. response:	Clow's presence is growing
context: he said that I could call him Shao Lan-kun\and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing response:	Lets go!
context: and he said,'Can I call you Sakura?'\Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing\Lets go! response:	The basketball is gone.
context: Really?\Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing\Lets go!\The basketball is gone. response:	It's gone, really.
context: Right, Shao Lan-kun?\' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing\Lets go!\The basketball is gone.\It's gone, really. response:	It flew into this classroom.
context: ' Basketball?' How could it just appear right here?\Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing\Lets go!\The basketball is gone.\It's gone, really.\It flew into this classroom. response:	It's ok, lets go to a different room and look.
context: Its moving by itself! Its probably a ghost!\No this isn't a ghost.\Clow's presence is growing\Lets go!\The basketball is gone.\It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look. response:	' What's wrong?' What are you doing?
context: No this isn't a ghost.\Clow's presence is growing\Lets go!\The basketball is gone.\It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing? response:	I thought you wanted to go to a different place and look.
context: Clow's presence is growing\Lets go!\The basketball is gone.\It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look. response:	I don't think
context: Lets go!\The basketball is gone.\It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think response:	that's the right place.
context: The basketball is gone.\It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think\that's the right place. response:	This can also go to another classroom
context: It's gone, really.\It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think\that's the right place.\This can also go to another classroom response:	What did you say?
context: It flew into this classroom.\It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think\that's the right place.\This can also go to another classroom\What did you say? response:	How come this is now the music class?
context: It's ok, lets go to a different room and look.\' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think\that's the right place.\This can also go to another classroom\What did you say?\How come this is now the music class? response:	How did this happen?
context: ' What's wrong?' What are you doing?\I thought you wanted to go to a different place and look.\I don't think\that's the right place.\This can also go to another classroom\What did you say?\How come this is now the music class?\How did this happen? response:	May be because the space changed everything.
context: I thought you wanted to go to a different place and look.\I don't think\that's the right place.\This can also go to another classroom\What did you say?\How come this is now the music class?\How did this happen?\May be because the space changed everything. response:	How did that happen?
context: I don't think\that's the right place.\This can also go to another classroom\What did you say?\How come this is now the music class?\How did this happen?\May be because the space changed everything.\How did that happen? response:	' The basketball.' I can feel a great power
context: that's the right place.\This can also go to another classroom\What did you say?\How come this is now the music class?\How did this happen?\May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power response:	Lets go over there and look.
context: This can also go to another classroom\What did you say?\How come this is now the music class?\How did this happen?\May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look. response:	' Tomoyo-chan!' Sakura-chan!
context: What did you say?\How come this is now the music class?\How did this happen?\May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan! response:	Tomoyo-chan! Tomoyo-chan!
context: How come this is now the music class?\How did this happen?\May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan! response:	Tomoyo-chan!
context: How did this happen?\May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan! response:	How did we get back to this room?
context: May be because the space changed everything.\How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room? response:	It can't be.
context: How did that happen?\' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room?\It can't be. response:	How could
context: ' The basketball.' I can feel a great power\Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room?\It can't be.\How could response:	she have disappeared like that?
context: Lets go over there and look.\' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room?\It can't be.\How could\she have disappeared like that? response:	Don't cry.
context: ' Tomoyo-chan!' Sakura-chan!\Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room?\It can't be.\How could\she have disappeared like that?\Don't cry. response:	Crying won't help.
context: Tomoyo-chan! Tomoyo-chan!\Tomoyo-chan!\How did we get back to this room?\It can't be.\How could\she have disappeared like that?\Don't cry.\Crying won't help. response:	Hurry up and think.
context: Tomoyo-chan!\How did we get back to this room?\It can't be.\How could\she have disappeared like that?\Don't cry.\Crying won't help.\Hurry up and think. response:	How could we go back to room 5B.
context: How did we get back to this room?\It can't be.\How could\she have disappeared like that?\Don't cry.\Crying won't help.\Hurry up and think.\How could we go back to room 5B. response:	Yes.
context: It can't be.\How could\she have disappeared like that?\Don't cry.\Crying won't help.\Hurry up and think.\How could we go back to room 5B.\Yes. response:	But what can we do?
context: How could\she have disappeared like that?\Don't cry.\Crying won't help.\Hurry up and think.\How could we go back to room 5B.\Yes.\But what can we do? response:	Right! We can use the sword
context: she have disappeared like that?\Don't cry.\Crying won't help.\Hurry up and think.\How could we go back to room 5B.\Yes.\But what can we do?\Right! We can use the sword response:	card to slowly cut into the classes.
context: Don't cry.\Crying won't help.\Hurry up and think.\How could we go back to room 5B.\Yes.\But what can we do?\Right! We can use the sword\card to slowly cut into the classes. response:	There's no regular rules to follow
context: Crying won't help.\Hurry up and think.\How could we go back to room 5B.\Yes.\But what can we do?\Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow response:	So we don't know
context: Hurry up and think.\How could we go back to room 5B.\Yes.\But what can we do?\Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow\So we don't know response:	what time shell be in room 5B.
context: How could we go back to room 5B.\Yes.\But what can we do?\Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow\So we don't know\what time shell be in room 5B. response:	So, how far the sword card
context: Yes.\But what can we do?\Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow\So we don't know\what time shell be in room 5B.\So, how far the sword card response:	can cut is compared to its power.
context: But what can we do?\Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow\So we don't know\what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power. response:	If we don't do it right,
context: Right! We can use the sword\card to slowly cut into the classes.\There's no regular rules to follow\So we don't know\what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power.\If we don't do it right, response:	then the walls that are too thick
context: card to slowly cut into the classes.\There's no regular rules to follow\So we don't know\what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power.\If we don't do it right,\then the walls that are too thick response:	Then well probably be stuck in the walls
context: There's no regular rules to follow\So we don't know\what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power.\If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls response:	Brat, have you ever learned how to find people kind of magic?
context: So we don't know\what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power.\If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic? response:	If there is something that she left behind then we can find her.
context: what time shell be in room 5B.\So, how far the sword card\can cut is compared to its power.\If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her. response:	Oh, yes!
context: So, how far the sword card\can cut is compared to its power.\If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes! response:	There's Tomoyo-chan's umbrella!
context: can cut is compared to its power.\If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella! response:	But Tomoyo is in that classroom
context: If we don't do it right,\then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom response:	It won't work! I can't think straight or I just can't think of anything!
context: then the walls that are too thick\Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything! response:	Tomoyo-chan. She said herself that she's not scared.
context: Then well probably be stuck in the walls\Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared. response:	I have to hurry and find her out.
context: Brat, have you ever learned how to find people kind of magic?\If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out. response:	That's Tomoyo-chan's voice!
context: If there is something that she left behind then we can find her.\Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice! response:	Wait for me, Tomoyo-chan.
context: Oh, yes!\There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan. response:	I will keep on looking for you.
context: There's Tomoyo-chan's umbrella!\But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you. response:	Right,
context: But Tomoyo is in that classroom\It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right, response:	last time my shadow got caught was'
context: It won't work! I can't think straight or I just can't think of anything!\Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right,\last time my shadow got caught was' response:	What's wrong!?
context: Tomoyo-chan. She said herself that she's not scared.\I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right,\last time my shadow got caught was'\What's wrong!? response:	Shao Lan-kun, Kero-chan!
context: I have to hurry and find her out.\That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right,\last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan! response:	Turn on the schools lights!
context: That's Tomoyo-chan's voice!\Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right,\last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights! response:	How come you're saying that now?
context: Wait for me, Tomoyo-chan.\I will keep on looking for you.\Right,\last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now? response:	' Please!' Got ya!
context: I will keep on looking for you.\Right,\last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya! response:	O Key which hides the forces of darkness,
context: Right,\last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness, response:	reveal thy true form before me
context: last time my shadow got caught was'\What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me response:	I, Sakura, command you'
context: What's wrong!?\Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you' response:	Release!
context: Shao Lan-kun, Kero-chan!\Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you'\Release! response:	O Card created by Clow,
context: Turn on the schools lights!\How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you'\Release!\O Card created by Clow, response:	discard thine old form and be reborn.
context: How come you're saying that now?\' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you'\Release!\O Card created by Clow,\discard thine old form and be reborn. response:	Under the name of Sakura, thy new Mistress.
context: ' Please!' Got ya!\O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you'\Release!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress. response:	Shadow!
context: O Key which hides the forces of darkness,\reveal thy true form before me\I, Sakura, command you'\Release!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow! response:	Shadow, go and find that persons shadow.
context: reveal thy true form before me\I, Sakura, command you'\Release!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow. response:	The song is coming from in there!
context: I, Sakura, command you'\Release!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there! response:	It's in there!
context: Release!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there! response:	Tomoyo-chan!
context: O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there!\Tomoyo-chan! response:	Tomoyo-chan!
context: discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there!\Tomoyo-chan!\Tomoyo-chan! response:	Sorry, you were here by yourself, I bet you were scared!
context: Under the name of Sakura, thy new Mistress.\Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there!\Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared! response:	No, Because I knew that you would come and find me.
context: Shadow!\Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there!\Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me. response:	Tomoyo-chan
context: Shadow, go and find that persons shadow.\The song is coming from in there!\It's in there!\Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan response:	What's wrong?
context: The song is coming from in there!\It's in there!\Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong? response:	I felt someone over there.
context: It's in there!\Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong?\I felt someone over there. response:	Clow's presence has disappeared.
context: Tomoyo-chan!\Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong?\I felt someone over there.\Clow's presence has disappeared. response:	Everything is back to normal.
context: Tomoyo-chan!\Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong?\I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal. response:	Whenever she changes a card
context: Sorry, you were here by yourself, I bet you were scared!\No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong?\I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card response:	her power goes up
context: No, Because I knew that you would come and find me.\Tomoyo-chan\What's wrong?\I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card\her power goes up response:	I should be more careful.
context: Tomoyo-chan\What's wrong?\I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card\her power goes up\I should be more careful. response:	I heard your song.
context: What's wrong?\I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card\her power goes up\I should be more careful.\I heard your song. response:	I thought it would be easier to find me.
context: I felt someone over there.\Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card\her power goes up\I should be more careful.\I heard your song.\I thought it would be easier to find me. response:	When I saw that you disappeared,
context: Clow's presence has disappeared.\Everything is back to normal.\Whenever she changes a card\her power goes up\I should be more careful.\I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared, response:	I really wanted to cry.
context: Everything is back to normal.\Whenever she changes a card\her power goes up\I should be more careful.\I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry. response:	But Shao Lan-kun said the crying won't do anything speech.
context: Whenever she changes a card\her power goes up\I should be more careful.\I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech. response:	I would've cried really hard.
context: her power goes up\I should be more careful.\I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard. response:	So I stopped crying
context: I should be more careful.\I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying response:	and thought about where are you
context: I heard your song.\I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying\and thought about where are you response:	But I couldn't.
context: I thought it would be easier to find me.\When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying\and thought about where are you\But I couldn't. response:	But then I heard your song.
context: When I saw that you disappeared,\I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying\and thought about where are you\But I couldn't.\But then I heard your song. response:	Once I heard it
context: I really wanted to cry.\But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying\and thought about where are you\But I couldn't.\But then I heard your song.\Once I heard it response:	I thought about where you were again.
context: But Shao Lan-kun said the crying won't do anything speech.\I would've cried really hard.\So I stopped crying\and thought about where are you\But I couldn't.\But then I heard your song.\Once I heard it\I thought about where you were again. response:	Then I thought of the idea!
context: I would've cried really hard.\So I stopped crying\and thought about where are you\But I couldn't.\But then I heard your song.\Once I heard it\I thought about where you were again.\Then I thought of the idea! response:	Thank you.
context: So I stopped crying\and thought about where are you\But I couldn't.\But then I heard your song.\Once I heard it\I thought about where you were again.\Then I thought of the idea!\Thank you. response:	I should be thanking you.
context: and thought about where are you\But I couldn't.\But then I heard your song.\Once I heard it\I thought about where you were again.\Then I thought of the idea!\Thank you.\I should be thanking you. response:	Thank you for finding me.
context: But I couldn't.\But then I heard your song.\Once I heard it\I thought about where you were again.\Then I thought of the idea!\Thank you.\I should be thanking you.\Thank you for finding me. response:	But, still, I have this problem'
context: But then I heard your song.\Once I heard it\I thought about where you were again.\Then I thought of the idea!\Thank you.\I should be thanking you.\Thank you for finding me.\But, still, I have this problem' response:	What?
context: Once I heard it\I thought about where you were again.\Then I thought of the idea!\Thank you.\I should be thanking you.\Thank you for finding me.\But, still, I have this problem'\What? response:	Because we were separated,
context: I thought about where you were again.\Then I thought of the idea!\Thank you.\I should be thanking you.\Thank you for finding me.\But, still, I have this problem'\What?\Because we were separated, response:	I wasn't able to videotape you!
context: Then I thought of the idea!\Thank you.\I should be thanking you.\Thank you for finding me.\But, still, I have this problem'\What?\Because we were separated,\I wasn't able to videotape you! response:	Alright! Because you are so great,
context: Thank you.\I should be thanking you.\Thank you for finding me.\But, still, I have this problem'\What?\Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great, response:	I'll let you videotape me
context: I should be thanking you.\Thank you for finding me.\But, still, I have this problem'\What?\Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me response:	Thank you for offering!
context: Thank you for finding me.\But, still, I have this problem'\What?\Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me\Thank you for offering! response:	That is no problem! How should I pose?
context: But, still, I have this problem'\What?\Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose? response:	Is this good?
context: What?\Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose?\Is this good? response:	How about this?
context: Because we were separated,\I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose?\Is this good?\How about this? response:	' Thank you, Shao Lan-kun.' Why do you want to thank me?
context: I wasn't able to videotape you!\Alright! Because you are so great,\I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose?\Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me? response:	Because you told me not to cry.
context: Alright! Because you are so great,\I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose?\Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry. response:	But it wasn't just today.
context: I'll let you videotape me\Thank you for offering!\That is no problem! How should I pose?\Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today. response:	So I really want to thank you.
context: Thank you for offering!\That is no problem! How should I pose?\Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today.\So I really want to thank you. response:	' I'' What?
context: That is no problem! How should I pose?\Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today.\So I really want to thank you.\' I'' What? response:	No matter what you're thinking,
context: Is this good?\How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today.\So I really want to thank you.\' I'' What?\No matter what you're thinking, response:	if you don't say it then you won't be able to transmit it.
context: How about this?\' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today.\So I really want to thank you.\' I'' What?\No matter what you're thinking,\if you don't say it then you won't be able to transmit it. response:	Actually,
context: ' Thank you, Shao Lan-kun.' Why do you want to thank me?\Because you told me not to cry.\But it wasn't just today.\So I really want to thank you.\' I'' What?\No matter what you're thinking,\if you don't say it then you won't be able to transmit it.\Actually, response:	I'
context: Because you told me not to cry.\But it wasn't just today.\So I really want to thank you.\' I'' What?\No matter what you're thinking,\if you don't say it then you won't be able to transmit it.\Actually,\I' response:	To you'
