context: Jheese, how high is my battle power now? response:	Yes, sir...
context: It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'... response:	I haven't done this by myself very much,
context: Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much, response:	but there's got to be something good for me to say here...
context: R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here... response:	Oh well, maybe I'll just skip it this time and leap right into battle.
context: Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle. response:	I- I- I wasn't finished yet!
context: This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet! response:	I won't be beaten by that flimsy blast!
context: From here on out,\I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast! response:	This one will be even harder!
context: I'm not going to be pushed around by rubbish like you guys!\Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder! response:	Gohan! Get out of the way!
context: Here it comes! The Ginyu Special Corps'...\I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way! response:	Goku!
context: I haven't done this by myself very much,\but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way!\Goku! response:	F- Father...
context: but there's got to be something good for me to say here...\Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way!\Goku!\F- Father... response:	Yow-ow-ow!
context: Oh well, maybe I'll just skip it this time and leap right into battle.\I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way!\Goku!\F- Father...\Yow-ow-ow! response:	H- how did you manage that in your condition!?
context: I- I- I wasn't finished yet!\I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way!\Goku!\F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!? response:	I- it's just like you're doing. I'm starting to get used to this body.
context: I won't be beaten by that flimsy blast!\This one will be even harder!\Gohan! Get out of the way!\Goku!\F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body. response:	I'm going to fight, too!
context: This one will be even harder!\Gohan! Get out of the way!\Goku!\F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too! response:	Y- you may have become partially used to it,
context: Gohan! Get out of the way!\Goku!\F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it, response:	but you still can't generate its full power.
context: Goku!\F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power. response:	We've got to eliminate him, before he completely masters my body.
context: F- Father...\Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body. response:	With the three of us, we can beat him!
context: Yow-ow-ow!\H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him! response:	Kuririn! Gohan!
context: H- how did you manage that in your condition!?\I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan! response:	Right, Father!
context: I- it's just like you're doing. I'm starting to get used to this body.\I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father! response:	Y- yeah!
context: I'm going to fight, too!\Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father!\Y- yeah! response:	There's something strange about this, huh?
context: Y- you may have become partially used to it,\but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father!\Y- yeah!\There's something strange about this, huh? response:	I- I feel the same way.
context: but you still can't generate its full power.\We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father!\Y- yeah!\There's something strange about this, huh?\I- I feel the same way. response:	I- it's a little odd to think that I'm about to attack my own body like this.
context: We've got to eliminate him, before he completely masters my body.\With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father!\Y- yeah!\There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this. response:	Vegeta! There's no way we're going to be beaten by a monkey bastard like you!
context: With the three of us, we can beat him!\Kuririn! Gohan!\Right, Father!\Y- yeah!\There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you! response:	Babble on all you like!
context: Kuririn! Gohan!\Right, Father!\Y- yeah!\There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like! response:	It does not change the fact that you are no longer a match for Vegeta- sama!
context: Right, Father!\Y- yeah!\There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama! response:	Now then, how about I show you my true power?
context: Y- yeah!\There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power? response:	S- s- spare me-
context: There's something strange about this, huh?\I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me- response:	Vegeta! You didn't have to go that far!
context: I- I feel the same way.\I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far! response:	You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!
context: I- it's a little odd to think that I'm about to attack my own body like this.\Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot! response:	You'll never become a Super Saiyan!
context: Vegeta! There's no way we're going to be beaten by a monkey bastard like you!\Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan! response:	I'm the only one who has that capacity!
context: Babble on all you like!\It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity! response:	What? You, a Super Saiyan?
context: It does not change the fact that you are no longer a match for Vegeta- sama!\Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan? response:	Haven't you taken care of Ginyu yet?
context: Now then, how about I show you my true power?\S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet? response:	All right then, I'll dispose of him for you!
context: S- s- spare me-\Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you! response:	Move it!
context: Vegeta! You didn't have to go that far!\You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it! response:	I- incredible!
context: You just keep on spouting that soft-hearted nonsense of yours, Kakarrot!\You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it!\I- incredible! response:	Now, to finish you off!
context: You'll never become a Super Saiyan!\I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it!\I- incredible!\Now, to finish you off! response:	Why, you...
context: I'm the only one who has that capacity!\What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it!\I- incredible!\Now, to finish you off!\Why, you... response:	T- that's enough! Don't kill him, Vegeta!
context: What? You, a Super Saiyan?\Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it!\I- incredible!\Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta! response:	Die!!
context: Haven't you taken care of Ginyu yet?\All right then, I'll dispose of him for you!\Move it!\I- incredible!\Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!! response:	You fool!
context: All right then, I'll dispose of him for you!\Move it!\I- incredible!\Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!!\You fool! response:	I- it can't be!
context: Move it!\I- incredible!\Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!!\You fool!\I- it can't be! response:	Change!!
context: I- incredible!\Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!!\You fool!\I- it can't be!\Change!! response:	What?
context: Now, to finish you off!\Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!!\You fool!\I- it can't be!\Change!!\What? response:	Once again, Ginyu's signature technique, the Body Change, bursts forth.
context: Why, you...\T- that's enough! Don't kill him, Vegeta!\Die!!\You fool!\I- it can't be!\Change!!\What?\Once again, Ginyu's signature technique, the Body Change, bursts forth. response:	What is Ginyu's target?
