context: You look great, Honoka-chan. response:	Thank you. And so do you, Subaru-san.
context: Goda, I think beating her to take first place is impossible.\Don't worry. I'll use whatever means it takes to win.\We're starting the last race of the morning shortly, the obstacle course.\The number of participants is unlimited!\Who will be the first to go around the school once, avoiding all the traps?!\And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap. response:	She looks as if she's already killed someone.
context: Don't worry. I'll use whatever means it takes to win.\We're starting the last race of the morning shortly, the obstacle course.\The number of participants is unlimited!\Who will be the first to go around the school once, avoiding all the traps?!\And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap.\She looks as if she's already killed someone. response:	Are we really going to do it, Goda?
context: We're starting the last race of the morning shortly, the obstacle course.\The number of participants is unlimited!\Who will be the first to go around the school once, avoiding all the traps?!\And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda? response:	Of course. And by any means.
context: The number of participants is unlimited!\Who will be the first to go around the school once, avoiding all the traps?!\And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means. response:	On your marks,
context: Who will be the first to go around the school once, avoiding all the traps?!\And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means.\On your marks, response:	Get set,
context: And who will be the one to win the kiss?!\I will protect Sakura!\Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means.\On your marks,\Get set, response:	Everyone's running hard out!
context: I will protect Sakura!\Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means.\On your marks,\Get set,\Everyone's running hard out! response:	First obstacle is-
context: Holy crap.\She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means.\On your marks,\Get set,\Everyone's running hard out!\First obstacle is- response:	You knew it was coming, the steep wall!
context: She looks as if she's already killed someone.\Are we really going to do it, Goda?\Of course. And by any means.\On your marks,\Get set,\Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall! response:	We're already seeing people disqualify.
context: Are we really going to do it, Goda?\Of course. And by any means.\On your marks,\Get set,\Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify. response:	Next is the tightrope walk.
context: Of course. And by any means.\On your marks,\Get set,\Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk. response:	My condolences to people who are scared of heights!
context: On your marks,\Get set,\Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights! response:	With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!
context: Get set,\Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa! response:	The two of them have come to the pool trap!
context: Everyone's running hard out!\First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap! response:	Here, you fail when you fall into the water!
context: First obstacle is-\You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water! response:	Shoot, I'm starting to get tired.
context: You knew it was coming, the steep wall!\We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired. response:	But I must save Sakura no matter what!
context: We're already seeing people disqualify.\Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what! response:	I'm
context: Next is the tightrope walk.\My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm response:	Fall...
context: My condolences to people who are scared of heights!\With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm\Fall... response:	ing...
context: With the number of contestants greatly reduced, the current leaders are 3-2 Goda-senpai and 2-1 President Ayuzawa!\The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm\Fall...\ing... response:	You...
context: The two of them have come to the pool trap!\Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm\Fall...\ing...\You... response:	Usui?!
context: Here, you fail when you fall into the water!\Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm\Fall...\ing...\You...\Usui?! response:	Why?
context: Shoot, I'm starting to get tired.\But I must save Sakura no matter what!\I'm\Fall...\ing...\You...\Usui?!\Why? response:	However, Goda-senpai takes a big lead with this.
context: But I must save Sakura no matter what!\I'm\Fall...\ing...\You...\Usui?!\Why?\However, Goda-senpai takes a big lead with this. response:	I must catch up.
context: I'm\Fall...\ing...\You...\Usui?!\Why?\However, Goda-senpai takes a big lead with this.\I must catch up. response:	It's cute watching you try so hard.
context: Fall...\ing...\You...\Usui?!\Why?\However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard. response:	But can you leave this to me?
context: ing...\You...\Usui?!\Why?\However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard.\But can you leave this to me? response:	He's fast!
context: You...\Usui?!\Why?\However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard.\But can you leave this to me?\He's fast! response:	I've got to catch up.
context: Usui?!\Why?\However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard.\But can you leave this to me?\He's fast!\I've got to catch up. response:	We're at the volleyball court now.
context: Why?\However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard.\But can you leave this to me?\He's fast!\I've got to catch up.\We're at the volleyball court now. response:	Goda-senpai is leading the race himself.
context: However, Goda-senpai takes a big lead with this.\I must catch up.\It's cute watching you try so hard.\But can you leave this to me?\He's fast!\I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself. response:	All right!
context: I must catch up.\It's cute watching you try so hard.\But can you leave this to me?\He's fast!\I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right! response:	At this rate, Hanazono Sakura's kiss is mine.
context: It's cute watching you try so hard.\But can you leave this to me?\He's fast!\I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine. response:	That one back there was a little underhanded, wasn't it, Goda-senpai?
context: But can you leave this to me?\He's fast!\I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai? response:	What a surprise!
context: He's fast!\I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise! response:	Usui Takumi has caught up with the leader!
context: I've got to catch up.\We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader! response:	And President Ayuzawa isn't far behind, too!
context: We're at the volleyball court now.\Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too! response:	In this chaos, the Volleyball Team's spikes attack them!
context: Goda-senpai is leading the race himself.\All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them! response:	The two leads are back to the field!
context: All right!\At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field! response:	They only have a little further to go to the goal!
context: At this rate, Hanazono Sakura's kiss is mine.\That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal! response:	Damn it.
context: That one back there was a little underhanded, wasn't it, Goda-senpai?\What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal!\Damn it. response:	Kiss the ground!
context: What a surprise!\Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal!\Damn it.\Kiss the ground! response:	Too bad.
context: Usui Takumi has caught up with the leader!\And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal!\Damn it.\Kiss the ground!\Too bad. response:	First place is 2-2, Usui Takumi!
context: And President Ayuzawa isn't far behind, too!\In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal!\Damn it.\Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi! response:	Excuse me.
context: In this chaos, the Volleyball Team's spikes attack them!\The two leads are back to the field!\They only have a little further to go to the goal!\Damn it.\Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi!\Excuse me. response:	Coming in second is President Ayuzawa.
context: The two leads are back to the field!\They only have a little further to go to the goal!\Damn it.\Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa. response:	Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!
context: They only have a little further to go to the goal!\Damn it.\Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura! response:	I'm sorry, Sakura.
context: Damn it.\Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura. response:	It's fine, Misaki. You fought so much for me.
context: Kiss the ground!\Too bad.\First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me. response:	Oh, so it's a ticket to getting kissed.
context: Too bad.\First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed. response:	Then I don't need it.
context: First place is 2-2, Usui Takumi!\Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it. response:	Rather than receiving,
context: Excuse me.\Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving, response:	I prefer doing it.
context: Coming in second is President Ayuzawa.\Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving,\I prefer doing it. response:	So, the kiss ticket goes to second place, President Ayuzawa.
context: Which means that Usui Takumi wins the prize to be kissed by Hanazono Sakura!\I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa. response:	Kiss.
context: I'm sorry, Sakura.\It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss. response:	I should have finished second...
context: It's fine, Misaki. You fought so much for me.\Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second... response:	I'm glad for you, Sakura-san.
context: Oh, so it's a ticket to getting kissed.\Then I don't need it.\Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second...\I'm glad for you, Sakura-san. response:	It's done!
context: Then I don't need it.\Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second...\I'm glad for you, Sakura-san.\It's done! response:	It's complete.
context: Rather than receiving,\I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second...\I'm glad for you, Sakura-san.\It's done!\It's complete. response:	Good job, Kurotatsu.
context: I prefer doing it.\So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second...\I'm glad for you, Sakura-san.\It's done!\It's complete.\Good job, Kurotatsu. response:	It's wonderful.
context: So, the kiss ticket goes to second place, President Ayuzawa.\Kiss.\I should have finished second...\I'm glad for you, Sakura-san.\It's done!\It's complete.\Good job, Kurotatsu.\It's wonderful. response:	We'll go into lunch break and start the afternoon's program.
context: Kiss.\I should have finished second...\I'm glad for you, Sakura-san.\It's done!\It's complete.\Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program. response:	You're doing great out there, Sis.
context: I should have finished second...\I'm glad for you, Sakura-san.\It's done!\It's complete.\Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis. response:	I got out of school early so I came to see you.
context: I'm glad for you, Sakura-san.\It's done!\It's complete.\Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you. response:	Suzuna.
context: It's done!\It's complete.\Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna. response:	I heard that there are ways to win prizes other than mail in prizes.
context: It's complete.\Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes. response:	Next week, there's a sports fest within our district, and the week after has one in the shopping district.
context: Good job, Kurotatsu.\It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district. response:	So make sure you participate.
context: It's wonderful.\We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate. response:	Sports Fest. Skipping it to be sewing. You saw it coming?
context: We'll go into lunch break and start the afternoon's program.\You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming? response:	Good job, Kurotatsu.
context: You're doing great out there, Sis.\I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu. response:	You're so good at this it's almost freaky.
context: I got out of school early so I came to see you.\Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky. response:	So when should we give this to Misa-chan?
context: Suzuna.\I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan? response:	Yeah...
context: I heard that there are ways to win prizes other than mail in prizes.\Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah... response:	Hey, someone's coming! Hurry and hide that!
context: Next week, there's a sports fest within our district, and the week after has one in the shopping district.\So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that! response:	Where?
context: So make sure you participate.\Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that!\Where? response:	There are white bags here.
context: Sports Fest. Skipping it to be sewing. You saw it coming?\Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here. response:	Shove it in this for now.
context: Good job, Kurotatsu.\You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here.\Shove it in this for now. response:	We'll now start the afternoon's program.
context: You're so good at this it's almost freaky.\So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program. response:	I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.
context: So when should we give this to Misa-chan?\Yeah...\Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed. response:	Prez, you're participating in this, too?
context: Yeah...\Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too? response:	Maybe I should pass on this one.
context: Hey, someone's coming! Hurry and hide that!\Where?\There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one. response:	Why?
context: Where?\There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one.\Why? response:	The costume race is like a race made just for you.
context: There are white bags here.\Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one.\Why?\The costume race is like a race made just for you. response:	Don't worry. No one would find out the work you do even if you dressed up.
context: Shove it in this for now.\We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one.\Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up. response:	Let's cosplay.
context: We'll now start the afternoon's program.\I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one.\Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay. response:	Can I punch you?
context: I wanted to be as far away as possible from this, I went to the point of forgetting that it existed.\Prez, you're participating in this, too?\Maybe I should pass on this one.\Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you? response:	If you participate, then so will I.
context: Prez, you're participating in this, too?\Maybe I should pass on this one.\Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you?\If you participate, then so will I. response:	Participate if you want to.
context: Maybe I should pass on this one.\Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you?\If you participate, then so will I.\Participate if you want to. response:	Misaki-san! I will participate in the costume race!
context: Why?\The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you?\If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race! response:	A minimum of 1 person must participate in this race, too.
context: The costume race is like a race made just for you.\Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you?\If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too. response:	We feel bad to be relying on you so much.
context: Don't worry. No one would find out the work you do even if you dressed up.\Let's cosplay.\Can I punch you?\If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much. response:	I'll participate, too, so take a rest.
context: Let's cosplay.\Can I punch you?\If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest. response:	Besides, this race will see relatively slow people.
context: Can I punch you?\If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people. response:	So I should join in since I'm not an athlete.
context: If you participate, then so will I.\Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete. response:	Oh! But the race requires you to change clothes.
context: Participate if you want to.\Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes. response:	No fret.
context: Misaki-san! I will participate in the costume race!\A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret. response:	I have a poncho to change into.
context: A minimum of 1 person must participate in this race, too.\We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into. response:	Shizuko, you're so well prepared.
context: We feel bad to be relying on you so much.\I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into.\Shizuko, you're so well prepared. response:	There's nothing to worry about with this.
context: I'll participate, too, so take a rest.\Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this. response:	No way, Shizuko!
context: Besides, this race will see relatively slow people.\So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko! response:	I can't throw a frail girl into the midst of the wolves bare naked!
context: So I should join in since I'm not an athlete.\Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked! response:	I'll go.
context: Oh! But the race requires you to change clothes.\No fret.\I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go. response:	Next up, program number 12, costume race.
context: No fret.\I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race. response:	All participants, please gather.
context: I have a poncho to change into.\Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race.\All participants, please gather. response:	I'll be fine. I'll be fine. No one knows that I work as a maid.
context: Shizuko, you're so well prepared.\There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid. response:	Prez. You're walking with the same leg and arm.
context: There's nothing to worry about with this.\No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm. response:	What makes you think you'll be fine but not the other girls?
context: No way, Shizuko!\I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls? response:	Because I'm strong.
context: I can't throw a frail girl into the midst of the wolves bare naked!\I'll go.\Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong. response:	Okay, I'll get a costume that doesn't stand out and finish stealthily.
context: I'll go.\Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily. response:	Man, it's started.
context: Next up, program number 12, costume race.\All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started. response:	This is boring even just to watch.
context: All participants, please gather.\I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch. response:	The participants are not into it and the costumes are half-assed.
