context: TS response:	OP
context: I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you?\Chief, over there! response:	We are from Generation Bleu.
context: You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you?\Chief, over there!\We are from Generation Bleu. response:	An evacuation order was issued for this area.
context: The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you?\Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area. response:	What are you doing here?
context: They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you?\Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here? response:	Chief, something's wrong.
context: So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you?\Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong. response:	Something's wrong with him!
context: I have a bad feeling about this.\You too, don't you?\Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong.\Something's wrong with him! response:	He threatened us into gathering here!
context: You too, don't you?\Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here! response:	Why are you doing this?
context: Chief, over there!\We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here!\Why are you doing this? response:	By your sacrifice, the truth of the Secrets will be revealed.
context: We are from Generation Bleu.\An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed. response:	Truth...
context: An evacuation order was issued for this area.\What are you doing here?\Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth... response:	Give back Naru!
context: What are you doing here?\Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru! response:	Ao!
context: Chief, something's wrong.\Something's wrong with him!\He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru!\Ao! response:	The second wave of attack has failed as well.
context: Something's wrong with him!\He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru!\Ao!\The second wave of attack has failed as well. response:	All units were annihilated by unexpected attacks.
context: He threatened us into gathering here!\Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru!\Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks. response:	So do you feel like acting a bit more serious now?
context: Why are you doing this?\By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru!\Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now? response:	What unexpected attacks?
context: By your sacrifice, the truth of the Secrets will be revealed.\Truth...\Give back Naru!\Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks? response:	I don't know the details yet.
context: Truth...\Give back Naru!\Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet. response:	Now then...
context: Give back Naru!\Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet.\Now then... response:	The right to request emergency mobilization from Generation Bleu is still in my hands.
context: Ao!\The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands. response:	Are you still going on about that?
context: The second wave of attack has failed as well.\All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that? response:	Truth!
context: All units were annihilated by unexpected attacks.\So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth! response:	This is unbelievable!
context: So do you feel like acting a bit more serious now?\What unexpected attacks?\I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth!\This is unbelievable! response:	What the...
context: What unexpected attacks?\I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth!\This is unbelievable!\What the... response:	Chief, where is
context: I don't know the details yet.\Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth!\This is unbelievable!\What the...\Chief, where is response:	What's this?
context: Now then...\The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth!\This is unbelievable!\What the...\Chief, where is\What's this? response:	Did he do this?
context: The right to request emergency mobilization from Generation Bleu is still in my hands.\Are you still going on about that?\Truth!\This is unbelievable!\What the...\Chief, where is\What's this?\Did he do this? response:	Hurry up and hide inside the building!
context: Are you still going on about that?\Truth!\This is unbelievable!\What the...\Chief, where is\What's this?\Did he do this?\Hurry up and hide inside the building! response:	Everyone, hurry to the building!
context: Truth!\This is unbelievable!\What the...\Chief, where is\What's this?\Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building! response:	Shoot!
context: This is unbelievable!\What the...\Chief, where is\What's this?\Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot! response:	The Secret only reacts to machinery and IFOs!
context: What the...\Chief, where is\What's this?\Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs! response:	Not humans!
context: Chief, where is\What's this?\Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs!\Not humans! response:	We can do this!
context: What's this?\Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs!\Not humans!\We can do this! response:	What are you doing?! Get a hold of yourself!
context: Did he do this?\Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs!\Not humans!\We can do this!\What are you doing?! Get a hold of yourself! response:	Secrets aren't what you think they are.
context: Hurry up and hide inside the building!\Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs!\Not humans!\We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are. response:	They are still looking for us.
context: Everyone, hurry to the building!\Shoot!\The Secret only reacts to machinery and IFOs!\Not humans!\We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us. response:	Call for help, quick!
context: Shoot!\The Secret only reacts to machinery and IFOs!\Not humans!\We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick! response:	We can't contact the army unless we return to the choppers.
context: The Secret only reacts to machinery and IFOs!\Not humans!\We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers. response:	Everything will be fine. Don't worry.
context: Not humans!\We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry. response:	Whatever happens, Mommy is gonna protect you.
context: We can do this!\What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you. response:	A direct attack using humans?!
context: What are you doing?! Get a hold of yourself!\Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?! response:	Yes. When the infantry attacked the Secret,
context: Secrets aren't what you think they are.\They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret, response:	it reacted by directly annihilating the troops.
context: They are still looking for us.\Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops. response:	It annihilated everyone in its way, no matter if they were armed or not.
context: Call for help, quick!\We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not. response:	Is this the unexpected attack he talked about?
context: We can't contact the army unless we return to the choppers.\Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about? response:	What about Ao and the Chief?
context: Everything will be fine. Don't worry.\Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief? response:	No contact from them.
context: Whatever happens, Mommy is gonna protect you.\A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them. response:	Expedite negotiations with the governor.
context: A direct attack using humans?!\Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor. response:	You have free hand in deciding our conditions.
context: Yes. When the infantry attacked the Secret,\it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions. response:	Conditions?
context: it reacted by directly annihilating the troops.\It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions? response:	This isn't like you. What are you so scared about?
context: It annihilated everyone in its way, no matter if they were armed or not.\Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about? response:	I'm not scared.
context: Is this the unexpected attack he talked about?\What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about?\I'm not scared. response:	Is it about Ivica?
context: What about Ao and the Chief?\No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica? response:	I've heard about what happened to his home country.
context: No contact from them.\Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country. response:	I've brought you to a dreadful place. I'm sorry.
context: Expedite negotiations with the governor.\You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry. response:	I chose the name Pied Piper for the team.
context: You have free hand in deciding our conditions.\Conditions?\This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team. response:	My home country doesn't exist anymore.
context: Conditions?\This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore. response:	They made light of some information, and by the time they realized, the whole world turned against them.
context: This isn't like you. What are you so scared about?\I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them. response:	My wife and child died when we got dragged into the fight.
context: I'm not scared.\Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight. response:	Many others have died as well.
context: Is it about Ivica?\I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well. response:	But I have no right to hate the enemy.
context: I've heard about what happened to his home country.\I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy. response:	We've done the same thing.
context: I've brought you to a dreadful place. I'm sorry.\I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing. response:	I agreed to join Generation Bleu to repent for my sins.
context: I chose the name Pied Piper for the team.\My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins. response:	But only children can pilot IFOs.
context: My home country doesn't exist anymore.\They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs. response:	The Pied Piper is me myself.
context: They made light of some information, and by the time they realized, the whole world turned against them.\My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself. response:	I lead you to the battlefield as I play my flute.
context: My wife and child died when we got dragged into the fight.\Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute. response:	But the Piper won't let you die no matter what.
context: Many others have died as well.\But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what. response:	I'll distract them!
context: But I have no right to hate the enemy.\We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them! response:	Use that time to escape!
context: We've done the same thing.\I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape! response:	But then you will...
context: I agreed to join Generation Bleu to repent for my sins.\But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape!\But then you will... response:	Ao!
context: But only children can pilot IFOs.\The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape!\But then you will...\Ao! response:	I've done it!
context: The Pied Piper is me myself.\I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape!\But then you will...\Ao!\I've done it! response:	What's the meaning of this?!
context: I lead you to the battlefield as I play my flute.\But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape!\But then you will...\Ao!\I've done it!\What's the meaning of this?! response:	It was an experiment.
context: But the Piper won't let you die no matter what.\I'll distract them!\Use that time to escape!\But then you will...\Ao!\I've done it!\What's the meaning of this?!\It was an experiment. response:	Experiment?
context: I'll distract them!\Use that time to escape!\But then you will...\Ao!\I've done it!\What's the meaning of this?!\It was an experiment.\Experiment? response:	On a higher floor, I saw some mannequins shot to pieces.
context: Use that time to escape!\But then you will...\Ao!\I've done it!\What's the meaning of this?!\It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces. response:	Mannequin?
context: But then you will...\Ao!\I've done it!\What's the meaning of this?!\It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin? response:	Are you telling me they identify humans by our form?
context: Ao!\I've done it!\What's the meaning of this?!\It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form? response:	That's what I thought too, which is why I conducted an experiment.
context: I've done it!\What's the meaning of this?!\It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment. response:	You're too reckless!
context: What's the meaning of this?!\It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless! response:	But...
context: It was an experiment.\Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But... response:	I don't want to see people die anymore.
context: Experiment?\On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But...\I don't want to see people die anymore. response:	Everyone, I ask you to believe in and follow us!
context: On a higher floor, I saw some mannequins shot to pieces.\Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us! response:	The Chief and I are going to lead all of you to safety!
context: Mannequin?\Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety! response:	We're the Pied Piper after all!
context: Are you telling me they identify humans by our form?\That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all! response:	Everyone follow me.
context: That's what I thought too, which is why I conducted an experiment.\You're too reckless!\But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me. response:	Leave me alone with him.
context: You're too reckless!\But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him. response:	What?
context: But...\I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him.\What? response:	Please.
context: I don't want to see people die anymore.\Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him.\What?\Please. response:	We once had the power to erase an entire country from existence.
context: Everyone, I ask you to believe in and follow us!\The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him.\What?\Please.\We once had the power to erase an entire country from existence. response:	I won't let you say you've changed since then.
context: The Chief and I are going to lead all of you to safety!\We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him.\What?\Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then. response:	This time, we're going to make the world move ourselves.
context: We're the Pied Piper after all!\Everyone follow me.\Leave me alone with him.\What?\Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves. response:	I might as well request emergency mobilization from Generation Bleu.
context: Everyone follow me.\Leave me alone with him.\What?\Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu. response:	However, I have conditions.
context: Leave me alone with him.\What?\Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions. response:	Generation Bleu must hereafter support
context: What?\Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support response:	What were your conditions again?
context: Please.\We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again? response:	The Governor of Arizona requested emergency mobilization.
context: We once had the power to erase an entire country from existence.\I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization. response:	The Triton is to launch immediately.
context: I won't let you say you've changed since then.\This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately. response:	First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.
context: This time, we're going to make the world move ourselves.\I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret. response:	Let's get away from here quickly and get somewhere safe!
context: I might as well request emergency mobilization from Generation Bleu.\However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe! response:	Roger.
context: However, I have conditions.\Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger. response:	Again, we thank you for your help.
context: Generation Bleu must hereafter support\What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help. response:	The Triton is confirmed to be closing in.
context: What were your conditions again?\The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in. response:	Have they gotten the mobilization request?
context: The Governor of Arizona requested emergency mobilization.\The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request? response:	We must hurry and destroy the Secret quickly.
context: The Triton is to launch immediately.\First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly. response:	If it makes it to a city, there will be disaster.
context: First, retrieve Ivica, Ao, and Rebecka, then destroy the Secret.\Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster. response:	I have an idea.
context: Let's get away from here quickly and get somewhere safe!\Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea. response:	The ZOA reaches all this way?
context: Roger.\Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way? response:	Are we at the meeting point yet?
context: Again, we thank you for your help.\The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet? response:	Just a little more!
context: The Triton is confirmed to be closing in.\Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more! response:	There it is!
context: Have they gotten the mobilization request?\We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more!\There it is! response:	I knew it!
context: We must hurry and destroy the Secret quickly.\If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more!\There it is!\I knew it! response:	It recognized the human form Nirvash as an enemy.
context: If it makes it to a city, there will be disaster.\I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more!\There it is!\I knew it!\It recognized the human form Nirvash as an enemy. response:	Damn! I can't reach the Secret!
context: I have an idea.\The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more!\There it is!\I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret! response:	He can't get close.
context: The ZOA reaches all this way?\Are we at the meeting point yet?\Just a little more!\There it is!\I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close. response:	But there is a way.
context: Are we at the meeting point yet?\Just a little more!\There it is!\I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close.\But there is a way. response:	Can you both hear me?
context: Just a little more!\There it is!\I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close.\But there is a way.\Can you both hear me? response:	Our chance comes when it opens its mouth to let out its Options!
context: There it is!\I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close.\But there is a way.\Can you both hear me?\Our chance comes when it opens its mouth to let out its Options! response:	When it does, shoot it with all you've got!
context: I knew it!\It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close.\But there is a way.\Can you both hear me?\Our chance comes when it opens its mouth to let out its Options!\When it does, shoot it with all you've got! response:	But how?
context: It recognized the human form Nirvash as an enemy.\Damn! I can't reach the Secret!\He can't get close.\But there is a way.\Can you both hear me?\Our chance comes when it opens its mouth to let out its Options!\When it does, shoot it with all you've got!\But how? response:	Leave that to me!
context: Damn! I can't reach the Secret!\He can't get close.\But there is a way.\Can you both hear me?\Our chance comes when it opens its mouth to let out its Options!\When it does, shoot it with all you've got!\But how?\Leave that to me! response:	Chief, don't tell me!
