context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: He's a slippery one.\However...\You can't dodge my Orochi Shadow!\They'll follow you into the depths of hell!\I'll tear you apart!\Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack? response:	What destructive power...
context: However...\You can't dodge my Orochi Shadow!\They'll follow you into the depths of hell!\I'll tear you apart!\Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power... response:	I can't believe a wizard like this exists!
context: You can't dodge my Orochi Shadow!\They'll follow you into the depths of hell!\I'll tear you apart!\Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists! response:	How'd you like another one of my fly punches, eh?
context: They'll follow you into the depths of hell!\I'll tear you apart!\Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh? response:	H-He's a monster!
context: I'll tear you apart!\Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster! response:	What?
context: Wing Slash of the Fire Dragon!\Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster!\What? response:	Natsu!
context: Y-You've got to be kidding me?\He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster!\What?\Natsu! response:	Oh my, it seems I've gone and destroyed the place again.
context: He destroyed the Orochi Shadow with a single attack?\What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster!\What?\Natsu!\Oh my, it seems I've gone and destroyed the place again. response:	Why does it always end up like this?
context: What destructive power...\I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster!\What?\Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this? response:	Well, I feel better now.
context: I can't believe a wizard like this exists!\How'd you like another one of my fly punches, eh?\H-He's a monster!\What?\Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now. response:	I win, Decoyama.
context: How'd you like another one of my fly punches, eh?\H-He's a monster!\What?\Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now.\I win, Decoyama. response:	It's Kageyama, damn it!
context: H-He's a monster!\What?\Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it! response:	Okay! Tell me where Erigor is, like you promised!
context: What?\Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised! response:	Fool... Master Erigor is no longer in this station.
context: Natsu!\Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station. response:	Huh?
context: Oh my, it seems I've gone and destroyed the place again.\Why does it always end up like this?\Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh? response:	Natsu!
context: Why does it always end up like this?\Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh?\Natsu! response:	That's enough! We need him!
context: Well, I feel better now.\I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh?\Natsu!\That's enough! We need him! response:	Nice going, flamebrain!
context: I win, Decoyama.\It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh?\Natsu!\That's enough! We need him!\Nice going, flamebrain! response:	Huh?
context: It's Kageyama, damn it!\Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh?\Natsu!\That's enough! We need him!\Nice going, flamebrain!\Huh? response:	I didn't do nothin' but I'm sorry!
context: Okay! Tell me where Erigor is, like you promised!\Fool... Master Erigor is no longer in this station.\Huh?\Natsu!\That's enough! We need him!\Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry! response:	Dispel the magic wind wall, and don't give us any trouble!
context: Fool... Master Erigor is no longer in this station.\Huh?\Natsu!\That's enough! We need him!\Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble! response:	She ain't kidding', man!
context: Huh?\Natsu!\That's enough! We need him!\Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man! response:	Erza's a beast!
context: Natsu!\That's enough! We need him!\Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast! response:	Enough!
context: That's enough! We need him!\Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast!\Enough! response:	Got it?
context: Nice going, flamebrain!\Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast!\Enough!\Got it? response:	Fine...
context: Huh?\I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast!\Enough!\Got it?\Fine... response:	W-Why?
context: I didn't do nothin' but I'm sorry!\Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast!\Enough!\Got it?\Fine...\W-Why? response:	A simple task...
context: Dispel the magic wind wall, and don't give us any trouble!\She ain't kidding', man!\Erza's a beast!\Enough!\Got it?\Fine...\W-Why?\A simple task... response:	Kage!
context: She ain't kidding', man!\Erza's a beast!\Enough!\Got it?\Fine...\W-Why?\A simple task...\Kage! response:	Dispose of Kage!
context: Erza's a beast!\Enough!\Got it?\Fine...\W-Why?\A simple task...\Kage!\Dispose of Kage! response:	Damn it! There goes our only exit!
context: Enough!\Got it?\Fine...\W-Why?\A simple task...\Kage!\Dispose of Kage!\Damn it! There goes our only exit! response:	Kage, stay with me! We need your power!
context: Got it?\Fine...\W-Why?\A simple task...\Kage!\Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power! response:	Seriously, man!
context: Fine...\W-Why?\A simple task...\Kage!\Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man! response:	You're the only one who can dispel the magic wind wall!
context: W-Why?\A simple task...\Kage!\Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall! response:	Don't die!
context: A simple task...\Kage!\Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die! response:	Wasn't he... your ally?
context: Kage!\Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally? response:	Wasn't he an ally in the same guild as you?!
context: Dispose of Kage!\Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?! response:	You bastard!
context: Damn it! There goes our only exit!\Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard! response:	So that's what your guild is like?
context: Kage, stay with me! We need your power!\Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like? response:	Kage, you've got to stay with us!
context: Seriously, man!\You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like?\Kage, you've got to stay with us! response:	It's no use, Erza, he's unconscious.
context: You're the only one who can dispel the magic wind wall!\Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious. response:	I can't let you die!
context: Don't die!\Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die! response:	Dispel the wind wall!
context: Wasn't he... your ally?\Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall! response:	Wait! He can't use magic in that sort of condition.
context: Wasn't he an ally in the same guild as you?!\You bastard!\So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition. response:	We must force him to do it!
context: You bastard!\So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it! response:	Um...
context: So that's what your guild is like?\Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um... response:	Am I interrupting something?
context: Kage, you've got to stay with us!\It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um...\Am I interrupting something? response:	Aye...
context: It's no use, Erza, he's unconscious.\I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um...\Am I interrupting something?\Aye... response:	Clover Canyon.
context: I can't let you die!\Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um...\Am I interrupting something?\Aye...\Clover Canyon. response:	A deep gorge that stretches all the way into the depths of the land.
context: Dispel the wind wall!\Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um...\Am I interrupting something?\Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land. response:	There is no way to cross it other than this railway.
context: Wait! He can't use magic in that sort of condition.\We must force him to do it!\Um...\Am I interrupting something?\Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway. response:	The town of Clover where the Guild Masters are assembled is near.
context: We must force him to do it!\Um...\Am I interrupting something?\Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near. response:	And I've recovered most of the magic power that I used creating that magic wind wall.
context: Um...\Am I interrupting something?\Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall. response:	Let's fly.
context: Am I interrupting something?\Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly. response:	You fools who took away our jobs and our rights... Just you wait!
context: Aye...\Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait! response:	The death god will purge you!
context: Clover Canyon.\A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you! response:	So Erigor's objective was the regular meeting?
context: A deep gorge that stretches all the way into the depths of the land.\There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting? response:	The old man!
context: There is no way to cross it other than this railway.\The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting?\The old man! response:	Erigor blocked the only route to Clover, and is heading there by air.
context: The town of Clover where the Guild Masters are assembled is near.\And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air. response:	It'd be possible to catch up to him in a magic 4 wheeler,
context: And I've recovered most of the magic power that I used creating that magic wind wall.\Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler, response:	but if we don't do something about this magic wind wall we can't leave the station!
context: Let's fly.\You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station! response:	But...
context: You fools who took away our jobs and our rights... Just you wait!\The death god will purge you!\So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But... response:	If we try and escape to the outside, that's what happens.
context: The death god will purge you!\So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens. response:	Kage, I'm begging you! Lend us your power!
context: So Erigor's objective was the regular meeting?\The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power! response:	Damn it!
context: The old man!\Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it! response:	I'll tear this wall to shreds!
context: Erigor blocked the only route to Clover, and is heading there by air.\It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds! response:	Natsu!
context: It'd be possible to catch up to him in a magic 4 wheeler,\but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds!\Natsu! response:	Idiot. Force isn't going to help.
context: but if we don't do something about this magic wind wall we can't leave the station!\But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help. response:	It'll be bad if we don't hurry!
context: But...\If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry! response:	Can't you freeze it with your magic?
context: If we try and escape to the outside, that's what happens.\Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic? response:	If I could do that, I would have done it already.
context: Kage, I'm begging you! Lend us your power!\Damn it!\I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already. response:	Natsu!
context: Damn it!\I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu! response:	Stop that already! You're going to smash yourself to pieces!
context: I'll tear this wall to shreds!\Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces! response:	Damn it! What should we do?
context: Natsu!\Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do? response:	I said, stop it!
context: Idiot. Force isn't going to help.\It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it! response:	Damn...
context: It'll be bad if we don't hurry!\Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it!\Damn... response:	W-What?
context: Can't you freeze it with your magic?\If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it!\Damn...\W-What? response:	That's it! Spirits!
context: If I could do that, I would have done it already.\Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it!\Damn...\W-What?\That's it! Spirits! response:	I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?
context: Natsu!\Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it!\Damn...\W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember? response:	Well, a normal person would die if they did that.
context: Stop that already! You're going to smash yourself to pieces!\Damn it! What should we do?\I said, stop it!\Damn...\W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that. response:	You can't breathe.
context: Damn it! What should we do?\I said, stop it!\Damn...\W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe. response:	And anyway, the gate can only open where the Celestial wizard is.
context: I said, stop it!\Damn...\W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is. response:	Huh?
context: Damn...\W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh? response:	In other words, if you wanted to pass through the spirit world to escape,
context: W-What?\That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape, response:	the least you'd need is a Celestial wizard outside the station.
context: That's it! Spirits!\I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station. response:	You lost me there...
context: I was able to transport between places by going through the Spirit world at the Everlue mansion, remember?\Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there... response:	Just hurry up and do it.
context: Well, a normal person would die if they did that.\You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it. response:	I told you, I can't!
context: You can't breathe.\And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it.\I told you, I can't! response:	And it's also a really big violation of the contract for a human to enter the Spirit World.
context: And anyway, the gate can only open where the Celestial wizard is.\Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World. response:	It's sure a good thing that it was Everlue's key when it happened last time.
context: Huh?\In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time. response:	Yup. I don't get it.
context: In other words, if you wanted to pass through the spirit world to escape,\the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it. response:	Everlue's... key?
context: the least you'd need is a Celestial wizard outside the station.\You lost me there...\Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key? response:	Lucy, I remembered!
context: You lost me there...\Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key?\Lucy, I remembered! response:	Remembered what?
context: Just hurry up and do it.\I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key?\Lucy, I remembered!\Remembered what? response:	The thing I was talking about when we came here!
context: I told you, I can't!\And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key?\Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here! response:	You mean when you kept calling me weird?
context: And it's also a really big violation of the contract for a human to enter the Spirit World.\It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key?\Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird? response:	Here!
context: It's sure a good thing that it was Everlue's key when it happened last time.\Yup. I don't get it.\Everlue's... key?\Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here! response:	That's Virgo's key!
context: Yup. I don't get it.\Everlue's... key?\Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here!\That's Virgo's key! response:	You can't just go stealing things!
context: Everlue's... key?\Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here!\That's Virgo's key!\You can't just go stealing things! response:	But Virgo herself said to give it to you!
context: Lucy, I remembered!\Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here!\That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you! response:	Sheesh. We don't have time to waste on this pointless crap.
context: Remembered what?\The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here!\That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap. response:	Virgo?
context: The thing I was talking about when we came here!\You mean when you kept calling me weird?\Here!\That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo? response:	You mean that maid guerrilla?
context: You mean when you kept calling me weird?\Here!\That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla? response:	She said that since Everlue was arrested, his contract was broken.
context: Here!\That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken. response:	So she visited us and said she wanted to contract with you, Lucy.
context: That's Virgo's key!\You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy. response:	Oh, so she showed up?
context: You can't just go stealing things!\But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up? response:	I should be happy, but this isn't really the time, you know?
context: But Virgo herself said to give it to you!\Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know? response:	We've got to think of a way out of here.
context: Sheesh. We don't have time to waste on this pointless crap.\Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here. response:	But...
context: Virgo?\You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But... response:	Shut up, you!
context: You mean that maid guerrilla?\She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But...\Shut up, you! response:	Little kitties should sit there quietly and meow!
context: She said that since Everlue was arrested, his contract was broken.\So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But...\Shut up, you!\Little kitties should sit there quietly and meow! response:	She can be pretty scary sometimes.
context: So she visited us and said she wanted to contract with you, Lucy.\Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But...\Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes. response:	She's way stronger than you'd think!
context: Oh, so she showed up?\I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But...\Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think! response:	But, Virgo can dig holes in the ground.
context: I should be happy, but this isn't really the time, you know?\We've got to think of a way out of here.\But...\Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground. response:	I was thinking we could escape from the magic wind wall by digging underneath it...
context: We've got to think of a way out of here.\But...\Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it... response:	W-What?
context: But...\Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What? response:	Seriously?!
context: Shut up, you!\Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?! response:	Uh...
