context: I know this one! response:	This one, too!
context: Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool!\I don't know where you're from,\but did you think you could defeat a sage?\A sage?! response:	Yes... I am the Sage of Togenkyo- Tokajin!
context: Then...\I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool!\I don't know where you're from,\but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin! response:	The gourd is getting bigger!
context: I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool!\I don't know where you're from,\but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger! response:	Wrong!
context: My Wind Scar doesn't!\Fool!\I don't know where you're from,\but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong! response:	You're shrinking's all.
context: Fool!\I don't know where you're from,\but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong!\You're shrinking's all. response:	W-What?!
context: I don't know where you're from,\but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong!\You're shrinking's all.\W-What?! response:	My Tetsusaiga is!
context: but did you think you could defeat a sage?\A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong!\You're shrinking's all.\W-What?!\My Tetsusaiga is! response:	Damn! It's no illusion!
context: A sage?!\Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong!\You're shrinking's all.\W-What?!\My Tetsusaiga is!\Damn! It's no illusion! response:	Are you r-really a sage?!
context: Yes... I am the Sage of Togenkyo- Tokajin!\The gourd is getting bigger!\Wrong!\You're shrinking's all.\W-What?!\My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?! response:	Stop making me repeat myself!
context: The gourd is getting bigger!\Wrong!\You're shrinking's all.\W-What?!\My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself! response:	If you're truly a sage, why'd you stoop to this?!
context: Wrong!\You're shrinking's all.\W-What?!\My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?! response:	Wanna go in?
context: You're shrinking's all.\W-What?!\My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in? response:	W-What?!
context: W-What?!\My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?! response:	This demon will make nice fertilizer.
context: My Tetsusaiga is!\Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?!\This demon will make nice fertilizer. response:	Hang in there, Shippo! Just a bit more.
context: Damn! It's no illusion!\Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more. response:	Shippo, I'm impressed.
context: Are you r-really a sage?!\Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed. response:	You're quite strong, after all.
context: Stop making me repeat myself!\If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all. response:	I'd forgotten all about it... That tonight was a new moon.
context: If you're truly a sage, why'd you stoop to this?!\Wanna go in?\W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon. response:	When the sun sets, Inuyasha will turn human.
context: Wanna go in?\W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human. response:	K-Kagome!
context: W-What?!\This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome! response:	Huh?!
context: This demon will make nice fertilizer.\Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?! response:	Sorry!
context: Hang in there, Shippo! Just a bit more.\Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?!\Sorry! response:	Hang on!
context: Shippo, I'm impressed.\You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?!\Sorry!\Hang on! response:	Huh?
context: You're quite strong, after all.\I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?!\Sorry!\Hang on!\Huh? response:	It seems like someone lives here.
context: I'd forgotten all about it... That tonight was a new moon.\When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?!\Sorry!\Hang on!\Huh?\It seems like someone lives here. response:	T-That's...
context: When the sun sets, Inuyasha will turn human.\K-Kagome!\Huh?!\Sorry!\Hang on!\Huh?\It seems like someone lives here.\T-That's... response:	What is it?
context: K-Kagome!\Huh?!\Sorry!\Hang on!\Huh?\It seems like someone lives here.\T-That's...\What is it? response:	A man!
context: Huh?!\Sorry!\Hang on!\Huh?\It seems like someone lives here.\T-That's...\What is it?\A man! response:	There are others!
context: Sorry!\Hang on!\Huh?\It seems like someone lives here.\T-That's...\What is it?\A man!\There are others! response:	W-What IS this?!
context: Hang on!\Huh?\It seems like someone lives here.\T-That's...\What is it?\A man!\There are others!\W-What IS this?! response:	I dunno.
context: Huh?\It seems like someone lives here.\T-That's...\What is it?\A man!\There are others!\W-What IS this?!\I dunno. response:	Do they live here?
context: It seems like someone lives here.\T-That's...\What is it?\A man!\There are others!\W-What IS this?!\I dunno.\Do they live here? response:	What are they?
context: T-That's...\What is it?\A man!\There are others!\W-What IS this?!\I dunno.\Do they live here?\What are they? response:	The Sacred Jewel Shards are growing!
context: What is it?\A man!\There are others!\W-What IS this?!\I dunno.\Do they live here?\What are they?\The Sacred Jewel Shards are growing! response:	The box garden is getting bigger, too!
context: A man!\There are others!\W-What IS this?!\I dunno.\Do they live here?\What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too! response:	That's not it... We're shrinking!
context: There are others!\W-What IS this?!\I dunno.\Do they live here?\What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking! response:	Where are we?
context: W-What IS this?!\I dunno.\Do they live here?\What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we? response:	They are the tiny men who were walking around earlier.
context: I dunno.\Do they live here?\What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier. response:	Which means...
context: Do they live here?\What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier.\Which means... response:	We're in the box garden.
context: What are they?\The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier.\Which means...\We're in the box garden. response:	What?! What'll we do?
context: The Sacred Jewel Shards are growing!\The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier.\Which means...\We're in the box garden.\What?! What'll we do? response:	Will we end up living here?!
context: The box garden is getting bigger, too!\That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier.\Which means...\We're in the box garden.\What?! What'll we do?\Will we end up living here?! response:	We must find a way out! I'm worried about Inuyasha.
context: That's not it... We're shrinking!\Where are we?\They are the tiny men who were walking around earlier.\Which means...\We're in the box garden.\What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha. response:	And the Jewel Shards, too.
context: Where are we?\They are the tiny men who were walking around earlier.\Which means...\We're in the box garden.\What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too. response:	You're right.
context: They are the tiny men who were walking around earlier.\Which means...\We're in the box garden.\What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right. response:	But how?!
context: Which means...\We're in the box garden.\What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right.\But how?! response:	I don't understand the situation.
context: We're in the box garden.\What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right.\But how?!\I don't understand the situation. response:	For starters, let's talk to the men here.
context: What?! What'll we do?\Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right.\But how?!\I don't understand the situation.\For starters, let's talk to the men here. response:	Excuse me... What are you all doing here?
context: Will we end up living here?!\We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right.\But how?!\I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here? response:	This isn't the real world. Do you realize that?
context: We must find a way out! I'm worried about Inuyasha.\And the Jewel Shards, too.\You're right.\But how?!\I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that? response:	Please... are you listening?!
context: And the Jewel Shards, too.\You're right.\But how?!\I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?! response:	Don't interfere! We're in the midst of training.
context: You're right.\But how?!\I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training. response:	Training?
context: But how?!\I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training.\Training? response:	We are training in here to become sages.
context: I don't understand the situation.\For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages. response:	Training to become sages?
context: For starters, let's talk to the men here.\Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages.\Training to become sages? response:	When we become as strong as sages, we'll be released from here...
context: Excuse me... What are you all doing here?\This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here... response:	and Master Tokajin will give us the Fruit of Longevity.
context: This isn't the real world. Do you realize that?\Please... are you listening?!\Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity. response:	Tokajin?
context: Please... are you listening?!\Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin? response:	Is he the villain who put you in here?
context: Don't interfere! We're in the midst of training.\Training?\We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here? response:	Master Tokajin rescued us from hunger and war!
context: Training?\We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war! response:	He is our saviour!
context: We are training in here to become sages.\Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour! response:	Don't speak ill of him!
context: Training to become sages?\When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him! response:	Hmm... no matter how I look at it, it's just a rusty, old sword.
context: When we become as strong as sages, we'll be released from here...\and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword. response:	But I know the sword transformed when that young kid hurled it.
context: and Master Tokajin will give us the Fruit of Longevity.\Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it. response:	Oh well...
context: Tokajin?\Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well... response:	That's right... I dropped Tetsusaiga.
context: Is he the villain who put you in here?\Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga. response:	Being unable to transform into a demon shows how weak I've gotten.
context: Master Tokajin rescued us from hunger and war!\He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten. response:	But damn! What a place this is!
context: He is our saviour!\Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is! response:	Huh?! My robe of the fire-rat!
context: Don't speak ill of him!\Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat! response:	I can't waste time in here!
context: Hmm... no matter how I look at it, it's just a rusty, old sword.\But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here! response:	I guess I'll just have to claw my way out.
context: But I know the sword transformed when that young kid hurled it.\Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out. response:	Iron-Reaver, Soul-Stealer!
context: Oh well...\That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer! response:	What?! I merely scratched it!
context: That's right... I dropped Tetsusaiga.\Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it! response:	Damn!
context: Being unable to transform into a demon shows how weak I've gotten.\But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn! response:	If only I had Tetsusaiga, this would be a piece of cake!
context: But damn! What a place this is!\Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake! response:	That punk! I'll teach'im when I get outta here!
context: Huh?! My robe of the fire-rat!\I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here! response:	Damn!
context: I can't waste time in here!\I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn! response:	Damn!
context: I guess I'll just have to claw my way out.\Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn!\Damn! response:	My claws...
context: Iron-Reaver, Soul-Stealer!\What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn!\Damn!\My claws... response:	No! My power is disappearing!
context: What?! I merely scratched it!\Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn!\Damn!\My claws...\No! My power is disappearing! response:	Huh?! What's that?
context: Damn!\If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn!\Damn!\My claws...\No! My power is disappearing!\Huh?! What's that? response:	Sacred Jewel Shards!
context: If only I had Tetsusaiga, this would be a piece of cake!\That punk! I'll teach'im when I get outta here!\Damn!\Damn!\My claws...\No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards! response:	Two of them!
context: That punk! I'll teach'im when I get outta here!\Damn!\Damn!\My claws...\No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards!\Two of them! response:	With just one shard, my body can deflect a sword!
context: Damn!\Damn!\My claws...\No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword! response:	With this many, my body will be a metal armor!
context: Damn!\My claws...\No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor! response:	Damn! It's rising!
context: My claws...\No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising! response:	If I don't' figure something out, I'll melt!
context: No! My power is disappearing!\Huh?! What's that?\Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt! response:	Damn! What'll I do?!
context: Huh?! What's that?\Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?! response:	You can become a sage doing that?
context: Sacred Jewel Shards!\Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that? response:	Well...
context: Two of them!\With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that?\Well... response:	Mastering Sagery requires physical strength,
context: With just one shard, my body can deflect a sword!\With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that?\Well...\Mastering Sagery requires physical strength, response:	but I believe spiritual prowess is critical.
context: With this many, my body will be a metal armor!\Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that?\Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical. response:	You there...
context: Damn! It's rising!\If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that?\Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there... response:	You don't seem to be from the region.
context: If I don't' figure something out, I'll melt!\Damn! What'll I do?!\You can become a sage doing that?\Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region. response:	Mr. Samurai?
context: Damn! What'll I do?!\You can become a sage doing that?\Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region.\Mr. Samurai? response:	You seem to be different from the others here.
context: You can become a sage doing that?\Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here. response:	No... I'm just like them.
context: Well...\Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them. response:	I was among the vanquished and escaped into the valley,
context: Mastering Sagery requires physical strength,\but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley, response:	then was captured by Tokajin.
context: but I believe spiritual prowess is critical.\You there...\You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin. response:	Aren't you going to train to become a sage?
context: You there...\You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage? response:	No...
context: You don't seem to be from the region.\Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage?\No... response:	Once you master even a tiny bit of Sagery,
context: Mr. Samurai?\You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery, response:	you become fodder for the Tree of the Human-faced Fruit.
context: You seem to be different from the others here.\No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit. response:	Huh?
context: No... I'm just like them.\I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh? response:	I saw him...
context: I was among the vanquished and escaped into the valley,\then was captured by Tokajin.\Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him... response:	Tokajin talking to the Tree!
context: then was captured by Tokajin.\Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him...\Tokajin talking to the Tree! response:	Tree of Human-faced Fruit! Isn't it time yet?
context: Aren't you going to train to become a sage?\No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet? response:	When will you bear the Fruit of Longevity.
context: No...\Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity. response:	Not for a long while.
context: Once you master even a tiny bit of Sagery,\you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while. response:	I need lots and lots more souls of sages!
context: you become fodder for the Tree of the Human-faced Fruit.\Huh?\I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages! response:	But...
context: Huh?\I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages!\But... response:	There aren't that many sages.
context: I saw him...\Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages!\But...\There aren't that many sages. response:	Silence!
context: Tokajin talking to the Tree!\Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages!\But...\There aren't that many sages.\Silence! response:	You just do as I say!
context: Tree of Human-faced Fruit! Isn't it time yet?\When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages!\But...\There aren't that many sages.\Silence!\You just do as I say! response:	All right!
context: When will you bear the Fruit of Longevity.\Not for a long while.\I need lots and lots more souls of sages!\But...\There aren't that many sages.\Silence!\You just do as I say!\All right! response:	But Tree, you are a nuisance!
context: Not for a long while.\I need lots and lots more souls of sages!\But...\There aren't that many sages.\Silence!\You just do as I say!\All right!\But Tree, you are a nuisance! response:	W- What?!
context: I need lots and lots more souls of sages!\But...\There aren't that many sages.\Silence!\You just do as I say!\All right!\But Tree, you are a nuisance!\W- What?! response:	I'll just remove this, so you can't talk!
context: But...\There aren't that many sages.\Silence!\You just do as I say!\All right!\But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk! response:	H- Hey! Stop!
context: There aren't that many sages.\Silence!\You just do as I say!\All right!\But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop! response:	I'll wear it for you.
context: Silence!\You just do as I say!\All right!\But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you. response:	Don't worry, I'll bring you sage souls without fail.
context: You just do as I say!\All right!\But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail. response:	Who's there?!
context: All right!\But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?! response:	Another vanquished soldier?
context: But Tree, you are a nuisance!\W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier? response:	Train hard, then come back!
context: W- What?!\I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier?\Train hard, then come back! response:	That's probably a Sacred Jewel Shard.
context: I'll just remove this, so you can't talk!\H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard. response:	It's slight, but I definitely sense the presence of the Jewel.
context: H- Hey! Stop!\I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel. response:	But what an awful sage!
context: I'll wear it for you.\Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage! response:	I have heard that unless a man renounces the world...
