context: And we broke response:	Everything that was right
context: Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm?\The mountain lord!\Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed? response:	Shouldn't you just give up now?
context: Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm?\The mountain lord!\Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now? response:	It's already spring everywhere else!
context: The water here somehow isn't frozen over.\Hm?\The mountain lord!\Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else! response:	Hm?
context: Hm?\The mountain lord!\Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else!\Hm? response:	What's with them?
context: The mountain lord!\Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else!\Hm?\What's with them? response:	They're flocking together.
context: Hey!\Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else!\Hm?\What's with them?\They're flocking together. response:	They're heading toward me!
context: Hey, Mountain Lord!\Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else!\Hm?\What's with them?\They're flocking together.\They're heading toward me! response:	What's with this swamp?
context: Just how long do you plan on keeping the mountain sealed?\Shouldn't you just give up now?\It's already spring everywhere else!\Hm?\What's with them?\They're flocking together.\They're heading toward me!\What's with this swamp? response:	It's bottomless!
context: Shouldn't you just give up now?\It's already spring everywhere else!\Hm?\What's with them?\They're flocking together.\They're heading toward me!\What's with this swamp?\It's bottomless! response:	What is this place?
context: It's already spring everywhere else!\Hm?\What's with them?\They're flocking together.\They're heading toward me!\What's with this swamp?\It's bottomless!\What is this place? response:	It seems like mud,
context: Hm?\What's with them?\They're flocking together.\They're heading toward me!\What's with this swamp?\It's bottomless!\What is this place?\It seems like mud, response:	and yet I can breathe.
context: What's with them?\They're flocking together.\They're heading toward me!\What's with this swamp?\It's bottomless!\What is this place?\It seems like mud,\and yet I can breathe. response:	Everyone's asleep down here?
context: They're flocking together.\They're heading toward me!\What's with this swamp?\It's bottomless!\What is this place?\It seems like mud,\and yet I can breathe.\Everyone's asleep down here? response:	There's kouki bubbling up from the bottom, too.
context: They're heading toward me!\What's with this swamp?\It's bottomless!\What is this place?\It seems like mud,\and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too. response:	So everyone's been here healing themselves the whole time.
context: What's with this swamp?\It's bottomless!\What is this place?\It seems like mud,\and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time. response:	I see now.
context: It's bottomless!\What is this place?\It seems like mud,\and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now. response:	So the mountain wasn't dead after all.
context: What is this place?\It seems like mud,\and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all. response:	Thank goodness.
context: It seems like mud,\and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all.\Thank goodness. response:	I'm glad.
context: and yet I can breathe.\Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all.\Thank goodness.\I'm glad. response:	It's... finally spring?
context: Everyone's asleep down here?\There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all.\Thank goodness.\I'm glad.\It's... finally spring? response:	Hm?
context: There's kouki bubbling up from the bottom, too.\So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all.\Thank goodness.\I'm glad.\It's... finally spring?\Hm? response:	The Oroshibue are still here, though.
context: So everyone's been here healing themselves the whole time.\I see now.\So the mountain wasn't dead after all.\Thank goodness.\I'm glad.\It's... finally spring?\Hm?\The Oroshibue are still here, though. response:	My kouki...
context: I see now.\So the mountain wasn't dead after all.\Thank goodness.\I'm glad.\It's... finally spring?\Hm?\The Oroshibue are still here, though.\My kouki... response:	Hey, stop that!
context: So the mountain wasn't dead after all.\Thank goodness.\I'm glad.\It's... finally spring?\Hm?\The Oroshibue are still here, though.\My kouki...\Hey, stop that! response:	They're finally migrating.
context: Thank goodness.\I'm glad.\It's... finally spring?\Hm?\The Oroshibue are still here, though.\My kouki...\Hey, stop that!\They're finally migrating. response:	The mountain is no longer sealed.
context: I'm glad.\It's... finally spring?\Hm?\The Oroshibue are still here, though.\My kouki...\Hey, stop that!\They're finally migrating.\The mountain is no longer sealed. response:	Huh?
context: It's... finally spring?\Hm?\The Oroshibue are still here, though.\My kouki...\Hey, stop that!\They're finally migrating.\The mountain is no longer sealed.\Huh? response:	Crap. It's starting.
context: Hm?\The Oroshibue are still here, though.\My kouki...\Hey, stop that!\They're finally migrating.\The mountain is no longer sealed.\Huh?\Crap. It's starting. response:	Damn.
context: The Oroshibue are still here, though.\My kouki...\Hey, stop that!\They're finally migrating.\The mountain is no longer sealed.\Huh?\Crap. It's starting.\Damn. response:	The mushi tobacco's probably ruined now too.
context: My kouki...\Hey, stop that!\They're finally migrating.\The mountain is no longer sealed.\Huh?\Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too. response:	Either way, I'd better hurry.
context: Hey, stop that!\They're finally migrating.\The mountain is no longer sealed.\Huh?\Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry. response:	I made it out.
context: They're finally migrating.\The mountain is no longer sealed.\Huh?\Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out. response:	That was easier than I thought it'd be, though.
context: The mountain is no longer sealed.\Huh?\Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though. response:	Maybe it's because the mountain's not back to its full strength?
context: Huh?\Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength? response:	Or is it possible that the mountain lord restrained the mushi?
context: Crap. It's starting.\Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi? response:	In any case, I can't believe I lost everything, including my kouki.
context: Damn.\The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki. response:	Then again, it did go to helping those weakened Oroshibue migrate.
context: The mushi tobacco's probably ruined now too.\Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate. response:	Wait a minute.
context: Either way, I'd better hurry.\I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute. response:	Did he let me into the mountain...
context: I made it out.\That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain... response:	just to get at my kouki?
context: That was easier than I thought it'd be, though.\Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain...\just to get at my kouki? response:	So, was all that...
context: Maybe it's because the mountain's not back to its full strength?\Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain...\just to get at my kouki?\So, was all that... response:	orchestrated by the mountain lord?
context: Or is it possible that the mountain lord restrained the mushi?\In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain...\just to get at my kouki?\So, was all that...\orchestrated by the mountain lord? response:	No matter.
context: In any case, I can't believe I lost everything, including my kouki.\Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain...\just to get at my kouki?\So, was all that...\orchestrated by the mountain lord?\No matter. response:	It's spring, now.
context: Then again, it did go to helping those weakened Oroshibue migrate.\Wait a minute.\Did he let me into the mountain...\just to get at my kouki?\So, was all that...\orchestrated by the mountain lord?\No matter.\It's spring, now. response:	Winter departs.
context: Wait a minute.\Did he let me into the mountain...\just to get at my kouki?\So, was all that...\orchestrated by the mountain lord?\No matter.\It's spring, now.\Winter departs. response:	The mountains laugh.
context: Did he let me into the mountain...\just to get at my kouki?\So, was all that...\orchestrated by the mountain lord?\No matter.\It's spring, now.\Winter departs.\The mountains laugh. response:	The meadows awaken in splendor.
context: just to get at my kouki?\So, was all that...\orchestrated by the mountain lord?\No matter.\It's spring, now.\Winter departs.\The mountains laugh.\The meadows awaken in splendor. response:	Mushi-Shi The Next Chapter
context: So, was all that...\orchestrated by the mountain lord?\No matter.\It's spring, now.\Winter departs.\The mountains laugh.\The meadows awaken in splendor.\Mushi-Shi The Next Chapter response:	Second Half Scheduled to Air This Fall
context: orchestrated by the mountain lord?\No matter.\It's spring, now.\Winter departs.\The mountains laugh.\The meadows awaken in splendor.\Mushi-Shi The Next Chapter\Second Half Scheduled to Air This Fall response:	Second Half Scheduled to Air This Fall
