context: Hey, Kanna-san, Kanna-san. response:	Want to come play at my place next time?
context: U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it!\Don't run!\Join us in discussing maids!\Save me, Kanna!\Mm.\Huh? response:	So Georgie-san is Saikawa-san's older sister, huh?
context: Saikawa...\I can't take it!\Don't run!\Join us in discussing maids!\Save me, Kanna!\Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh? response:	I guess she goes by the nickname Georgie when disguising herself as a maid.
context: I can't take it!\Don't run!\Join us in discussing maids!\Save me, Kanna!\Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid. response:	So she wasn't a maid, but a maid fanatic.
context: Don't run!\Join us in discussing maids!\Save me, Kanna!\Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic. response:	Back then...
context: Join us in discussing maids!\Save me, Kanna!\Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then... response:	What was Kanna-san about to do to me?
context: Save me, Kanna!\Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me? response:	I wanted to...
context: Mm.\Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me?\I wanted to... response:	Hmm, it's raining a lot.
context: Huh?\So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot. response:	Understood!
context: So Georgie-san is Saikawa-san's older sister, huh?\I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot.\Understood! response:	Wait, wait, wait!
context: I guess she goes by the nickname Georgie when disguising herself as a maid.\So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot.\Understood!\Wait, wait, wait! response:	You decided to move from your world to ours?
context: So she wasn't a maid, but a maid fanatic.\Back then...\What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot.\Understood!\Wait, wait, wait!\You decided to move from your world to ours? response:	Yeah.
context: Back then...\What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot.\Understood!\Wait, wait, wait!\You decided to move from your world to ours?\Yeah. response:	Why would you do that?
context: What was Kanna-san about to do to me?\I wanted to...\Hmm, it's raining a lot.\Understood!\Wait, wait, wait!\You decided to move from your world to ours?\Yeah.\Why would you do that? response:	Lately I've been hanging out with you more often,
context: I wanted to...\Hmm, it's raining a lot.\Understood!\Wait, wait, wait!\You decided to move from your world to ours?\Yeah.\Why would you do that?\Lately I've been hanging out with you more often, response:	and being here's a little more convenient, y'know?
context: Hmm, it's raining a lot.\Understood!\Wait, wait, wait!\You decided to move from your world to ours?\Yeah.\Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know? response:	Plus it's closer.
context: Understood!\Wait, wait, wait!\You decided to move from your world to ours?\Yeah.\Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer. response:	Huh? To what?
context: Wait, wait, wait!\You decided to move from your world to ours?\Yeah.\Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what? response:	I'm living at someone else's house, just like Tohru.
context: You decided to move from your world to ours?\Yeah.\Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru. response:	Do you mind if I keep stopping by?
context: Yeah.\Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by? response:	I don't mind, but are you sure?
context: Why would you do that?\Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure? response:	Yeah. I want to clear up the misunderstanding, too.
context: Lately I've been hanging out with you more often,\and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too. response:	Misunderstanding?
context: and being here's a little more convenient, y'know?\Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding? response:	Actually, that's partly why I decided to live in this world...
context: Plus it's closer.\Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world... response:	It happened one day while I was on my way home from here.
context: Huh? To what?\I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here. response:	Huh?
context: I'm living at someone else's house, just like Tohru.\Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh? response:	Is someone performing a ritual nearby?
context: Do you mind if I keep stopping by?\I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby? response:	Hmm? A child?
context: I don't mind, but are you sure?\Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby?\Hmm? A child? response:	Guess I'll go see.
context: Yeah. I want to clear up the misunderstanding, too.\Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see. response:	You let yourself be summoned by a ritual some kid did because they were curious?
context: Misunderstanding?\Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious? response:	And you agreed to be their servant?
context: Actually, that's partly why I decided to live in this world...\It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant? response:	Well, what's wrong with that?
context: It happened one day while I was on my way home from here.\Huh?\Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that? response:	It seems they're from a family line of mages.
context: Huh?\Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages. response:	They accepted me pretty easily.
context: Is someone performing a ritual nearby?\Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily. response:	So the misunderstanding you want to clear up is...?
context: Hmm? A child?\Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...? response:	They think I'm a demon.
context: Guess I'll go see.\You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon. response:	Do you think you could talk some sense into them?
context: You let yourself be summoned by a ritual some kid did because they were curious?\And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them? response:	Ah, we're here.
context: And you agreed to be their servant?\Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here. response:	This is Shouta's house.
context: Well, what's wrong with that?\It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house. response:	Come on, come in.
context: It seems they're from a family line of mages.\They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house.\Come on, come in. response:	Huh? It's okay?
context: They accepted me pretty easily.\So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house.\Come on, come in.\Huh? It's okay? response:	No one's around at this hour.
context: So the misunderstanding you want to clear up is...?\They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house.\Come on, come in.\Huh? It's okay?\No one's around at this hour. response:	I'm using one of the rooms upstairs, so we can relax in there.
context: They think I'm a demon.\Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house.\Come on, come in.\Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there. response:	Tea's all I can offer you though.
context: Do you think you could talk some sense into them?\Ah, we're here.\This is Shouta's house.\Come on, come in.\Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though. response:	Okay.
context: Ah, we're here.\This is Shouta's house.\Come on, come in.\Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay. response:	What?
context: This is Shouta's house.\Come on, come in.\Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay.\What? response:	First, there's something I'd like to ask.
context: Come on, come in.\Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay.\What?\First, there's something I'd like to ask. response:	Hmm?
context: Huh? It's okay?\No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay.\What?\First, there's something I'd like to ask.\Hmm? response:	What are you, Lucoa-san?
context: No one's around at this hour.\I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay.\What?\First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san? response:	What do you mean?
context: I'm using one of the rooms upstairs, so we can relax in there.\Tea's all I can offer you though.\Okay.\What?\First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san?\What do you mean? response:	Well, I thought you were a dragon like Tohru, but...
context: Tea's all I can offer you though.\Okay.\What?\First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but... response:	Oh right, I didn't tell you.
context: Okay.\What?\First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you. response:	I guess I'm what you'd classify as an ex-goddess.
context: What?\First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess. response:	Ex?
context: First, there's something I'd like to ask.\Hmm?\What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex? response:	Her colleague served her cursed liquor, and then while she was drunk
context: Hmm?\What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk response:	Oh, you mentioned that before.
context: What are you, Lucoa-san?\What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before. response:	Because of that, she was driven from her seat as goddess.
context: What do you mean?\Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess. response:	Then you might as well be a demon.
context: Well, I thought you were a dragon like Tohru, but...\Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon. response:	Well, I'm still responsible for spreading civilization far and wide,
context: Oh right, I didn't tell you.\I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide, response:	so it's hard to call myself a demon.
context: I guess I'm what you'd classify as an ex-goddess.\Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon. response:	Ex-Goddess
context: Ex?\Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess response:	Which is why I prefer ex-goddess, feathered serpent, or Venusian.
context: Her colleague served her cursed liquor, and then while she was drunk\Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian. response:	Feathered Serpent
context: Oh, you mentioned that before.\Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent response:	Venusian
context: Because of that, she was driven from her seat as goddess.\Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian response:	How do you get Venusian?
context: Then you might as well be a demon.\Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian\How do you get Venusian? response:	Oh, someone's home.
context: Well, I'm still responsible for spreading civilization far and wide,\so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian\How do you get Venusian?\Oh, someone's home. response:	Shouta, the one who summoned me.
context: so it's hard to call myself a demon.\Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian\How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me. response:	He seems really fidgety.
context: Ex-Goddess\Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian\How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety. response:	Magatsuchi Shouta
context: Which is why I prefer ex-goddess, feathered serpent, or Venusian.\Feathered Serpent\Venusian\How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta response:	He's always like that when I'm home.
context: Feathered Serpent\Venusian\How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home. response:	Well, when he's with an older woman whose body is an agitator of lust...
context: Venusian\How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust... response:	That's why I've tried sleeping with him and bathing with him to make him less nervous,
context: How do you get Venusian?\Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous, response:	but none of it has worked.
context: Oh, someone's home.\Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked. response:	She invited people here!
context: Shouta, the one who summoned me.\He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here! response:	A-A familiar can't be acting on their own!
context: He seems really fidgety.\Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own! response:	Y-You demon!
context: Magatsuchi Shouta\He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own!\Y-You demon! response:	Are you planning to gather your allies and take over our home?!
context: He's always like that when I'm home.\Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?! response:	Looks like he wants to appear strong.
context: Well, when he's with an older woman whose body is an agitator of lust...\That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong. response:	So cute, isn't he?
context: That's why I've tried sleeping with him and bathing with him to make him less nervous,\but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he? response:	Ba-dump
context: but none of it has worked.\She invited people here!\A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump response:	Sorry, Shouta.
context: She invited people here!\A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump\Sorry, Shouta. response:	A-As long as you understand!
context: A-A familiar can't be acting on their own!\Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump\Sorry, Shouta.\A-As long as you understand! response:	I called these two here today to help you properly understand me.
context: Y-You demon!\Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump\Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me. response:	What do you mean?
context: Are you planning to gather your allies and take over our home?!\Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump\Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean? response:	I'm not actually a demon. I'm a dragon.
context: Looks like he wants to appear strong.\So cute, isn't he?\Ba-dump\Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon. response:	Huh? But I used a demon summoning circle...
context: So cute, isn't he?\Ba-dump\Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle... response:	I thought it might be dangerous
context: Ba-dump\Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous response:	if a fiendish demon appeared in that summoning circle,
context: Sorry, Shouta.\A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle, response:	so I answered the call first.
context: A-As long as you understand!\I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first. response:	N-No way...
context: I called these two here today to help you properly understand me.\What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way... response:	But it can't be possible for me to summon a dragon with my magic power.
context: What do you mean?\I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power. response:	Y-You're just bluffing to make yourself seem more powerful, aren't you?!
context: I'm not actually a demon. I'm a dragon.\Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?! response:	You won't fool me, demon!
context: Huh? But I used a demon summoning circle...\I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon! response:	You see? It's like this every time.
context: I thought it might be dangerous\if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time. response:	I see.
context: if a fiendish demon appeared in that summoning circle,\so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time.\I see. response:	Shouta.
context: so I answered the call first.\N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time.\I see.\Shouta. response:	Yes?
context: N-No way...\But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time.\I see.\Shouta.\Yes? response:	Apparently you're from a family of mages, but why did you perform that summoning ritual?
context: But it can't be possible for me to summon a dragon with my magic power.\Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time.\I see.\Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual? response:	W-Well... Because I wanted to be accepted as a full-fledged mage.
context: Y-You're just bluffing to make yourself seem more powerful, aren't you?!\You won't fool me, demon!\You see? It's like this every time.\I see.\Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage. response:	In this world mages are living quiet lives, but one day we'll return to our original world.
context: You won't fool me, demon!\You see? It's like this every time.\I see.\Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world. response:	My father's maintained our power
context: You see? It's like this every time.\I see.\Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power response:	for the sake of that day, and worked hard to pass it down to me.
context: I see.\Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me. response:	So I want to hurry up and...
context: Shouta.\Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and... response:	Hmm, so you summoned Lucoa-san in order to prove your own power?
context: Yes?\Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power? response:	I kind of feel bad for Lucoa-san then.
context: Apparently you're from a family of mages, but why did you perform that summoning ritual?\W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then. response:	Now that you mention it...
context: W-Well... Because I wanted to be accepted as a full-fledged mage.\In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it... response:	Even if she were a demon,
context: In this world mages are living quiet lives, but one day we'll return to our original world.\My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon, response:	it would cause trouble for her to be summoned when she wasn't needed.
context: My father's maintained our power\for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed. response:	Even after summoning her,
context: for the sake of that day, and worked hard to pass it down to me.\So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her, response:	you can't take her with you to elementary school,
context: So I want to hurry up and...\Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school, response:	so there's no point in her staying in this home.
context: Hmm, so you summoned Lucoa-san in order to prove your own power?\I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home. response:	Everything you say is right.
context: I kind of feel bad for Lucoa-san then.\Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right. response:	Hey...
