context: 10 response:	H H!
context: Ah, what should I do?\What should I buy?\Maybe a house or something?\Just kidding.\Yukko.\This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me. response:	Besides, it's your birthday today, isn't it?
context: What should I buy?\Maybe a house or something?\Just kidding.\Yukko.\This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it? response:	Here.
context: Maybe a house or something?\Just kidding.\Yukko.\This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here. response:	Eh? No way!
context: Just kidding.\Yukko.\This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here.\Eh? No way! response:	A present? Thanks!
context: Yukko.\This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here.\Eh? No way!\A present? Thanks! response:	Can I open it?
context: This is from last year.\Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here.\Eh? No way!\A present? Thanks!\Can I open it? response:	Go ahead.
context: Well, well, it's not like lottery tickets win that often.\It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here.\Eh? No way!\A present? Thanks!\Can I open it?\Go ahead. response:	It's nothing special.
context: It's okay, don't try to console me.\Besides, it's your birthday today, isn't it?\Here.\Eh? No way!\A present? Thanks!\Can I open it?\Go ahead.\It's nothing special. response:	Just something I had around the house.
context: Besides, it's your birthday today, isn't it?\Here.\Eh? No way!\A present? Thanks!\Can I open it?\Go ahead.\It's nothing special.\Just something I had around the house. response:	That's fine.
context: Here.\Eh? No way!\A present? Thanks!\Can I open it?\Go ahead.\It's nothing special.\Just something I had around the house.\That's fine. response:	It's the thought that counts.
context: Eh? No way!\A present? Thanks!\Can I open it?\Go ahead.\It's nothing special.\Just something I had around the house.\That's fine.\It's the thought that counts. response:	Sakurai-sensei.
context: A present? Thanks!\Can I open it?\Go ahead.\It's nothing special.\Just something I had around the house.\That's fine.\It's the thought that counts.\Sakurai-sensei. response:	Ah, Takasaki-sensei.
context: Can I open it?\Go ahead.\It's nothing special.\Just something I had around the house.\That's fine.\It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei. response:	Good morning.
context: Go ahead.\It's nothing special.\Just something I had around the house.\That's fine.\It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning. response:	Good morning.
context: It's nothing special.\Just something I had around the house.\That's fine.\It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning.\Good morning. response:	Sensei, can you do anything about that Aioi girl?
context: Just something I had around the house.\That's fine.\It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl? response:	She's never handed in any homework.
context: That's fine.\It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework. response:	Ah, I-I'm sorry.
context: It's the thought that counts.\Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry. response:	I'd be thankful if you could really take charge and do something, as her homeroom teacher.
context: Sakurai-sensei.\Ah, Takasaki-sensei.\Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher. response:	Ah, sorry.
context: Ah, Takasaki-sensei.\Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry. response:	I'll talk to Aioi-san about it.
context: Good morning.\Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it. response:	W-Well, I had better get going for first period.
context: Good morning.\Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period. response:	I'll leave it to you.
context: Sensei, can you do anything about that Aioi girl?\She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you. response:	Excuse me.
context: She's never handed in any homework.\Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me. response:	I'm sorry!
context: Ah, I-I'm sorry.\I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me.\I'm sorry! response:	Are you all right?
context: I'd be thankful if you could really take charge and do something, as her homeroom teacher.\Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me.\I'm sorry!\Are you all right? response:	Did I get any tea on you?
context: Ah, sorry.\I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me.\I'm sorry!\Are you all right?\Did I get any tea on you? response:	I want to protect her!
context: I'll talk to Aioi-san about it.\W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me.\I'm sorry!\Are you all right?\Did I get any tea on you?\I want to protect her! response:	For me, who has not had any luck with women for the past 26 years,
context: W-Well, I had better get going for first period.\I'll leave it to you.\Excuse me.\I'm sorry!\Are you all right?\Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years, response:	Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.
context: I'll leave it to you.\Excuse me.\I'm sorry!\Are you all right?\Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden. response:	Ah, no, no!
context: Excuse me.\I'm sorry!\Are you all right?\Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no! response:	As a teacher, bringing feelings of love into the workplace is unacceptable!
context: I'm sorry!\Are you all right?\Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable! response:	Get it together, Takasaki Manabu!
context: Are you all right?\Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu! response:	Oh, she forgot something.
context: Did I get any tea on you?\I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something. response:	Sakurai-sensei!
context: I want to protect her!\For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei! response:	You forgot your notebook.
context: For me, who has not had any luck with women for the past 26 years,\Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook. response:	Ah, thank you, Takasaki-sensei.
context: Sakurai-sensei is like a bamboo shoot suddenly sprouting in the garden.\Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei. response:	But this is my notebook.
context: Ah, no, no!\As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook. response:	Takasaki-sensei!
context: As a teacher, bringing feelings of love into the workplace is unacceptable!\Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei! response:	Where are you taking my notebook to?
context: Get it together, Takasaki Manabu!\Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to? response:	I-I'm sorry.
context: Oh, she forgot something.\Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry. response:	Well, excuse me.
context: Sakurai-sensei!\You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me. response:	I want to invite her to hunt shiitake mushrooms!
context: You forgot your notebook.\Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms! response:	I wonder if Sakurai-sensei has a boyfriend at the moment.
context: Ah, thank you, Takasaki-sensei.\But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment. response:	She doesn't wear a ring, so it's hard to imagine she's married.
context: But this is my notebook.\Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married. response:	So I might actually have a chance?
context: Takasaki-sensei!\Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance? response:	I wonder what kind of music she likes? Animals? Sports? Edible wild plants?
context: Where are you taking my notebook to?\I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants? response:	What am I thinking about?!
context: I-I'm sorry.\Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?! response:	How impure.
context: Well, excuse me.\I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure. response:	How impure, Takasaki Manabu!
context: I want to invite her to hunt shiitake mushrooms!\I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure.\How impure, Takasaki Manabu! response:	There is no way I can fulfil my responsibility of being a role model for the students like this!
context: I wonder if Sakurai-sensei has a boyfriend at the moment.\She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this! response:	Oh, Takasaki-sensei.
context: She doesn't wear a ring, so it's hard to imagine she's married.\So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei. response:	Are you worrying over your students?
context: So I might actually have a chance?\I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students? response:	But wouldn't it be all right to at least ask what kind of food she likes?
context: I wonder what kind of music she likes? Animals? Sports? Edible wild plants?\What am I thinking about?!\How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes? response:	What kind of food do you like, Sakurai-sensei?
context: What am I thinking about?!\How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei? response:	Um, I eat anything.
context: How impure.\How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything. response:	Ha ha ha, is that so?
context: How impure, Takasaki Manabu!\There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so? response:	How about shiitake mushrooms?
context: There is no way I can fulfil my responsibility of being a role model for the students like this!\Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms? response:	You can fry them, or even boil them.
context: Oh, Takasaki-sensei.\Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them. response:	Let's see.
context: Are you worrying over your students?\But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see. response:	Is it all right to deep-fry them?
context: But wouldn't it be all right to at least ask what kind of food she likes?\What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them? response:	Of course.
context: What kind of food do you like, Sakurai-sensei?\Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them?\Of course. response:	It's also all right to deep-fry them.
context: Um, I eat anything.\Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them. response:	Then, it's all right to deep-fry them?
context: Ha ha ha, is that so?\How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them? response:	All right! This can work!
context: How about shiitake mushrooms?\You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work! response:	Naturally.
context: You can fry them, or even boil them.\Let's see.\Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work!\Naturally. response:	Do it naturally, Takasaki Manabu.
context: Let's see.\Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu. response:	Talk to her naturally, like you're talking to an eggplant at home.
context: Is it all right to deep-fry them?\Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home. response:	Sakurai-sensei.
context: Of course.\It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei. response:	Yes, what is it?
context: It's also all right to deep-fry them.\Then, it's all right to deep-fry them?\All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it? response:	I'm sorry that I keep stopping you.
context: Then, it's all right to deep-fry them?\All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you. response:	Do you have a boyfriend that you're going out with at the moment?
context: All right! This can work!\Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment? response:	What am I saying?!
context: Naturally.\Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?! response:	Am I an idiot?!
context: Do it naturally, Takasaki Manabu.\Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?! response:	Am I an idiot?!
context: Talk to her naturally, like you're talking to an eggplant at home.\Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?!\Am I an idiot?! response:	A moron?!
context: Sakurai-sensei.\Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?!\Am I an idiot?!\A moron?! response:	No, I don't.
context: Yes, what is it?\I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?!\Am I an idiot?!\A moron?!\No, I don't. response:	I don't.
context: I'm sorry that I keep stopping you.\Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?!\Am I an idiot?!\A moron?!\No, I don't.\I don't. response:	I don't.
context: Do you have a boyfriend that you're going out with at the moment?\What am I saying?!\Am I an idiot?!\Am I an idiot?!\A moron?!\No, I don't.\I don't.\I don't. response:	I don't.
context: What am I saying?!\Am I an idiot?!\Am I an idiot?!\A moron?!\No, I don't.\I don't.\I don't.\I don't. response:	I don't.
context: Am I an idiot?!\Am I an idiot?!\A moron?!\No, I don't.\I don't.\I don't.\I don't.\I don't. response:	I don't.
context: Am I an idiot?!\A moron?!\No, I don't.\I don't.\I don't.\I don't.\I don't.\I don't. response:	I don't.
context: A moron?!\No, I don't.\I don't.\I don't.\I don't.\I don't.\I don't.\I don't. response:	Yahoo!
context: No, I don't.\I don't.\I don't.\I don't.\I don't.\I don't.\I don't.\Yahoo! response:	U-Um, Takasaki-sensei.
context: I don't.\I don't.\I don't.\I don't.\I don't.\I don't.\Yahoo!\U-Um, Takasaki-sensei. response:	Ah, sorry.
context: I don't.\I don't.\I don't.\I don't.\I don't.\Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry. response:	I asked something impolite.
context: I don't.\I don't.\I don't.\I don't.\Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite. response:	It turned out all right.
context: I don't.\I don't.\I don't.\Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite.\It turned out all right. response:	Sakurai-sensei, do your best in first period.
context: I don't.\I don't.\Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period. response:	Okay.
context: I don't.\Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period.\Okay. response:	You do your best, too, Takasaki-sensei.
context: Yahoo!\U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei. response:	Okay.
context: U-Um, Takasaki-sensei.\Ah, sorry.\I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei.\Okay. response:	Well, excuse me.
context: Ah, sorry.\I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me. response:	I'll be off.
context: I asked something impolite.\It turned out all right.\Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me.\I'll be off. response:	You do your best, too, Takasaki-sensei.
context: It turned out all right.\Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei. response:	You do your best, too, Takasaki-sensei.
context: Sakurai-sensei, do your best in first period.\Okay.\You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei. response:	You do your best, too, Takasaki-sensei.
context: Okay.\You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei. response:	Ah, I see you're working hard.
context: You do your best, too, Takasaki-sensei.\Okay.\Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard. response:	Wait!
context: Okay.\Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait! response:	Um... Please give back my scythe!
context: Well, excuse me.\I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait!\Um... Please give back my scythe! response:	I need to pawn this scythe in order to buy food, or else I'm going to die!
context: I'll be off.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die! response:	Oh, no! It's a river!
context: You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river! response:	I did it.
context: You do your best, too, Takasaki-sensei.\You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it. response:	Please give it back!
context: You do your best, too, Takasaki-sensei.\Ah, I see you're working hard.\Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it.\Please give it back! response:	First comes rock, next comes paper, rockscispaper doesn't count,
context: Ah, I see you're working hard.\Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count, response:	rock, paper, scissors!
context: Wait!\Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors! response:	Yay, I won!
context: Um... Please give back my scythe!\I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won! response:	Thanks!
context: I need to pawn this scythe in order to buy food, or else I'm going to die!\Oh, no! It's a river!\I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won!\Thanks! response:	This isn't all of it!
context: Oh, no! It's a river!\I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won!\Thanks!\This isn't all of it! response:	Tomorrow's weather is going to be -
context: I did it.\Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won!\Thanks!\This isn't all of it!\Tomorrow's weather is going to be - response:	Miraculous Beach!
context: Please give it back!\First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won!\Thanks!\This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach! response:	This is where it all begins!
context: First comes rock, next comes paper, rockscispaper doesn't count,\rock, paper, scissors!\Yay, I won!\Thanks!\This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins! response:	Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.
context: rock, paper, scissors!\Yay, I won!\Thanks!\This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan. response:	What, what?
context: Yay, I won!\Thanks!\This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what? response:	An Inconsistent Office Lady's Journey Diary.
context: Thanks!\This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary. response:	It was, a little bit.
context: This isn't all of it!\Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit. response:	Mio-chan, Mai-chan, the train's already here!
context: Tomorrow's weather is going to be -\Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here! response:	Hurry up!
context: Miraculous Beach!\This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up! response:	Wait up!
context: This is where it all begins!\Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up! response:	I made it! I'm safe!
context: Right now, I'm gonna try to say something that isn't going through your head at all, Mio-chan.\What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up!\I made it! I'm safe! response:	You're the only one that made it.
